Group,Lum_BGG,Lum_group,FracLumBGG,z_group,DeltaR12,NbGal,RA_BGG,Dec_BGG,RA_Bary,Dec_Bary,Radius_Bary_arcmin,Offset_Bary,V_BGG,V_moy,Vdisp,Voffset,size_Group_Bary_kpc,M_group,M_virial,M_virial_over_L,t_cr,BGG_SFRcategory,all_SFR,Prop_M_Sat,Prop_M_Tot,Prop_G_Sat,Prop_G_Tot,Prop_Q_Sat,Prop_Q_Tot,dom,Misfit_Bary,Vmisfit,lMass_200,r_200_kpc,Class
63,151467549747.76385,214222566639.75345,0.7070569273986839,0.03985396025,1.9375299999999989,4,147.467155964,34.714119475,147.40646528102363,34.680025844606206,5.875829205413792,0.6171063171320936,-69.74505073790046,-1.7763568394002505e-15,88.3216832592506,0.7896707599330715,310.29909093235364,-23.647163045918585,1151747007197.5562,5.376403734039782,3.1162822480307537,Q,False,0.3333333333333333,0.25,0.0,0.0,0.3333333333333333,0.5,True,BMisfit,VMisfit,14.18681973523859,1114.8266583946504,Embedded
73,72810564810.50262,92669932515.58052,0.7856978292097174,0.0222980435,2.2735920000000007,4,151.021883971,31.185462997,151.01531619246876,31.106199684981934,8.638116806690123,0.551942345180141,-210.20981230835255,2.629008122312371e-13,238.55179856135848,0.8811914794860968,251.957243987245,-22.73734711689449,25888836687679.367,279.3660897867461,0.9368450657864268,Q,True,0.6666666666666666,0.5,0.0,0.0,0.3333333333333333,0.5,True,BCentered,VMisfit,13.21490640236317,531.6929649966766,Embedded
80,66176226622.65028,150944901427.27765,0.4384131295387457,0.03061774375,0.4819940000000002,4,153.503134728,14.499680194,153.51842589126645,14.48454731590098,4.81264051072994,0.2639335431037262,107.373724614105,2.524647157997606e-13,139.35060368873476,0.7705293107588089,193.94068621205523,-23.267046120337255,3324166687483.788,22.02238469833516,1.2344789625335486,Q,False,0.0,0.0,0.0,0.0,0.6666666666666666,0.75,False,BCentered,VMisfit,13.268024226482408,552.3610395630067,Embedded
82,67893281495.84278,94468468966.53082,0.7186872216580186,0.0454732619999999,1.8063370000000027,4,154.492423795,37.18157765,154.4886397972063,37.1726144781925,3.2045069674663265,0.177063139645677,-124.1000466598873,1.4956924587750109e-12,175.61675796013438,0.7066526458030841,193.87374503326663,-22.7582171922019,9443233491836.14,99.96175014947872,0.9792118579227184,Q,True,0.6666666666666666,0.5,0.0,0.0,0.3333333333333333,0.5,True,BCentered,VMisfit,13.25003767816629,542.20283438495,Embedded
84,49804478845.83275,80129948726.12451,0.6215463710835392,0.0299475355,0.992955000000002,4,154.727076611,16.155514838,154.73860705679118,16.143500403994214,3.3521210752113233,0.292480575115741,-69.75288786098854,-7.105427357601002e-15,157.75382835927795,0.4421628849610492,132.0623817269525,-22.57948716210754,4570796132385.882,57.042294486027544,0.7425451021386739,Q,True,0.3333333333333333,0.25,0.6666666666666666,0.5,0.0,0.25,False,BCentered,VCentered,12.948507061913409,432.3244625205209,Embedded
99,83914304616.49171,114862424207.06757,0.730563586793325,0.04335695525,1.7266499999999994,4,157.584321087,21.221097068,157.57521644523587,21.195988254738033,2.883413854908391,0.5515271890523968,12.132627790747176,-4.973799150320701e-13,173.4668977380962,0.0699420347567739,166.07551326746062,-22.97044494490384,9079872966722.129,79.04998548832158,0.8492051347493839,Q,True,0.3333333333333333,0.25,0.0,0.0,0.6666666666666666,0.75,True,BCentered,VCentered,13.464956548743777,639.8784668784041,Embedded
101,55635500584.71171,95698010903.33968,0.5813652766608353,0.0311867007499999,0.8820799999999984,4,158.560057062,61.640479844,158.53199128475055,61.62413449499546,1.4595274153019306,0.867188139415859,115.49957207141028,7.442935157087049e-13,225.54969362779747,0.5120803766730322,59.93430864654951,-22.772257277496415,3581048880854.0874,37.42030630575118,0.2356985323917886,Q,False,0.0,0.0,0.3333333333333333,0.25,0.3333333333333333,0.5,False,BMisfit,VCentered,13.26801583906136,552.2575659037378,Embedded
106,52615342283.49367,82019641326.37619,0.641496858955093,0.019921494,1.1431289999999985,4,159.835214457,-0.200241889,159.84493132243043,-0.3130047162530767,9.76499237406776,0.6954272686734088,-2.6045739657082954,-5.089262344881719e-13,36.747987982423375,0.0708766413811161,254.0187202251849,-22.60479466444169,503260939490.3304,6.135858818105924,6.131345339165436,Q,True,0.6666666666666666,0.5,0.0,0.0,0.3333333333333333,0.5,True,BMisfit,VCentered,13.076886053019717,478.60707445600264,Embedded
112,96908974979.97496,148469269357.46234,0.6527207643667449,0.040583446,1.3168970000000009,4,162.495232384,0.322301336,162.51658167582502,0.3289299465618689,2.071243519413065,0.6475625479696887,-106.1992639805094,-4.973799150320701e-13,419.9583578978288,0.2528804629871089,111.44214789641254,-23.249091428247585,44931287421762.02,302.63021847021497,0.2353785400984133,Q,True,0.0,0.0,0.3333333333333333,0.25,0.6666666666666666,0.75,True,BMisfit,VCentered,13.88169304667518,881.8542168494279,Predom
116,55032443958.22341,103009372911.5601,0.5342469563956297,0.04135967375,1.045109,4,164.611091103,1.382912157,164.6450756720056,1.3991199487244266,2.7228003847342808,0.8294967249633124,201.04383154061347,0.0,408.55503242486543,0.4920850695373238,149.3847520355002,-22.852191858330176,32504589370110.92,315.5498228109603,0.3243241779915087,Q,False,0.0,0.0,0.0,0.0,0.6666666666666666,0.75,False,BMisfit,VCentered,13.325030909742,575.0882649283008,Split
