objID,petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r
1237655124465483921,15.37629,17.01053,15.28458,15.28458,0.1116999
1237655124465483965,16.10434,17.16439,16.02429,16.02429,0.1118686
1237655124465483999,15.63807,17.3262,15.45301,15.49339,0.1118115
1237655124465484020,14.14496,16.05834,14.02501,14.02502,0.1085195
1237655124465484022,16.37535,17.50208,16.23586,16.2694,0.1092912
1237655124465484023,15.65012,17.57206,15.97811,15.97811,0.1081402
1237655124465549363,16.49304,18.48468,16.52921,16.43503,0.1075193
1237655128767332787,15.13141,17.25128,15.16606,15.07389,0.02129565
1237655473974345996,14.865,18.05178,14.49531,14.74282,0.1261214
1237655473436360831,13.9275,16.43994,13.94238,13.97202,0.0884086
1237655473436295765,15.67107,18.39908,15.68298,15.63738,0.08459476
1237655465930653734,14.12437,16.13036,13.96936,13.96962,0.0446578
1237655465930588299,14.20143,16.38237,14.3154,14.3154,0.05011864
1237655465930522846,16.82163,19.03933,16.78349,16.78351,0.05605431
1237655373573980487,16.06161,18.34402,16.08757,15.92894,0.03021755
1237655743485575492,15.7984,17.07635,15.63279,15.67342,0.1481979
1237655743485575197,13.27222,16.81393,13.13331,13.13325,0.1456107
1237655743485575194,14.84496,16.56782,14.8494,14.8494,0.1447739
1237655743485509736,14.45087,16.80476,14.32778,14.34086,0.115911
1237655743485051204,17.47974,18.65602,17.3187,17.34665,0.1139694
1237655743485051105,15.25448,17.2582,15.14435,15.14435,0.1130608
1237655743485051017,14.57439,16.16736,14.46821,14.47053,0.1166825
1237655743485050967,14.68626,16.26015,14.55807,14.55808,0.1150351
1237655743484330109,14.7935,16.72769,14.75941,14.7594,0.09049363
1237655743484330087,14.6234,16.7352,14.48504,14.54191,0.09035542
1237655743484330046,15.1856,16.80696,15.13615,15.13614,0.09170792
1237655743483281638,15.30767,17.66682,15.30105,15.30105,0.112848
1237655743483281580,14.55566,17.08341,14.65237,14.51642,0.1073015
1237655743483281567,15.33515,17.62265,15.35582,15.28554,0.1050591
1237655743482757400,17.09007,19.59464,17.09104,17.05116,0.1129024
1237655743482757360,16.06088,17.54929,15.87724,15.91275,0.1104546
1237655743482757156,14.18458,16.18721,14.04184,14.04183,0.1080855
1237655743482691805,15.72225,18.15819,15.76764,15.63803,0.1062787
1237655743482691702,15.71101,17.0824,15.58748,15.6075,0.1055752
1237655692479102982,15.39649,16.81119,15.26725,15.26726,0.1483498
1237655692479037882,15.25954,17.07741,15.11032,15.14529,0.1508596
1237655692479037791,16.1832,18.58251,16.16428,16.13345,0.1493939
1237655692479037666,14.14339,16.27039,14.00875,14.00876,0.1488359
1237655692478972232,14.85613,17.29812,14.70819,14.729,0.1543974
1237655692478972061,15.05887,17.21727,14.87049,14.90111,0.1565823
1237655691940331751,16.78007,18.52067,16.77036,16.66481,0.1597083
1237655691940266371,14.55388,16.40156,14.6036,14.60369,0.158116
1237655691940266355,15.55687,16.97607,15.42568,15.45234,0.1591615
1237655691940266337,17.49101,18.97163,17.47155,17.45656,0.1645376
1237655691404968127,16.3093,18.06971,16.38428,16.30529,0.2253235
1237655691404902756,14.80056,17.86385,14.82425,14.67503,0.2376738
1237655691404902745,17.3945,18.89783,17.42401,17.42401,0.2294499
1237655691404902574,16.79808,17.88635,16.84345,16.74094,0.2200031
1237655503498314153,16.41282,17.49665,16.35536,16.35535,0.0574601
1237655503498313767,13.94407,16.35326,13.77896,13.80806,0.05755644
1237655503498248707,16.38893,18.26015,16.47852,16.38446,0.06003949
1237655503498183177,14.79601,17.3133,14.80318,14.75093,0.06110752
1237655503498183074,14.78975,16.51022,14.66244,14.66242,0.05345269
1237655495981990086,14.13851,17.99782,14.12432,14.10609,0.108391
1237655495981793339,12.49951,15.83727,12.34173,12.36793,0.1099748
1237655473969299957,16.15405,17.56256,16.08194,16.08195,0.03601779
1237655473969299673,14.9108,16.75604,15.25343,15.25343,0.0336145
1237655473969299672,13.71819,16.29462,14.17551,14.17552,0.03366923
1237655473968972081,14.89048,17.87927,14.88263,14.82655,0.03590434
1237655473968906690,15.86044,17.17411,15.75369,15.78218,0.03120546
1237655473968841043,16.74622,18.65533,16.79592,16.73314,0.02488983
1237655473968840945,15.8885,17.5452,15.92232,15.84839,0.0313568
1237655473968840815,14.81237,17.47066,14.89061,14.80392,0.03153074
1237655473968840814,13.7979,15.77291,13.78709,13.80095,0.03163551
1237655473968775626,15.4883,18.31852,15.49017,15.49017,0.02605276
1237655473967136890,14.19651,17.10166,14.07362,14.16335,0.0236591
