objID,petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r
1237668331491819553,13.6803,16.14845,13.56803,13.56803,0.04862735
1237668331491819554,14.66398,16.01501,15.23711,15.24501,0.04888126
1237668331491819640,14.99713,16.36829,14.94636,14.94637,0.04911323
1237668331491819768,16.01115,17.40805,15.83101,15.90176,0.04717417
1237668331491885109,13.98097,16.08858,13.8498,13.84977,0.05546757
1237668331491885233,15.94787,18.30553,15.9699,15.91247,0.05030385
1237668331493851180,14.24956,15.70693,14.23188,14.23187,0.08437349
1237668367999565875,13.32757,15.82661,13.19462,13.21241,0.1087961
1237668494699528300,15.48983,16.91567,15.35514,15.36476,0.118788
1237668586504847567,16.23022,17.71803,15.97415,16.09842,0.05520621
1237668624621961294,15.01127,18.83133,15.01506,14.96838,0.08841155
1237668624622092360,14.11735,16.40842,14.07649,14.0843,0.1016283
1237668624622157845,14.25479,17.04881,14.29264,14.23207,0.09500729
1237668624622223408,12.69146,15.18449,12.58847,12.58844,0.09710419
1237668624629891243,16.35996,19.20526,16.376,16.29654,0.05152465
1237668625167613974,13.96212,16.20149,13.88146,13.88146,0.04715174
1237670449986535606,13.62592,15.69225,13.52019,13.52018,0.05636629
1237670449986535607,15.71679,17.09099,15.56814,15.62459,0.05855946
1237670450523078792,15.6961,16.88895,15.57356,15.59603,0.06940321
1237671123220103629,14.89663,17.69865,14.65741,14.78894,0.06165479
1237671123220168862,14.70586,16.92176,14.57366,14.58661,0.06003337
1237671123220168924,16.26893,17.53908,16.18629,16.19893,0.06103681
1237671123229212676,14.68114,17.9939,14.67553,14.56852,0.1105906
1237671123231768624,13.95925,16.23089,13.85824,13.85824,0.1003764
1237671124305051659,13.37426,15.34883,13.29021,13.29022,0.1021992
1237671124305051901,15.07523,17.14201,14.89735,14.9799,0.1026298
1237671128591761530,16.76689,17.80688,16.6585,16.66985,0.02957071
1237671128591761538,13.87984,16.45845,13.75901,13.75901,0.02925259
1237671128591761639,15.52341,17.18686,15.40763,15.40762,0.03003042
1237671261206806638,14.13207,18.10725,14.14774,14.08501,0.09443118
1237671261206937699,16.18909,19.05484,16.16718,16.16718,0.09886254
1237671261207003251,16.00294,19.12468,15.91199,15.91199,0.09399631
1237671931746058262,13.40216,15.52225,13.29747,13.29778,0.06247948
1237671931745992750,15.86783,17.26042,15.77516,15.77522,0.06276701
1237671931745992749,13.49076,15.98443,13.49973,13.51012,0.06274804
1237671931745927367,14.98505,17.3064,15.07062,14.94305,0.062373
1237671931745927249,15.91377,18.67378,15.90175,15.82241,0.06281827
1237671931209318606,15.37103,17.15377,15.21446,15.24789,0.06199321
1237671931209318579,15.32732,17.07957,15.19744,15.21062,0.06412853
1237671931209318493,14.60529,16.32876,14.41334,14.43669,0.06758681
1237671931209318418,13.73717,15.9433,13.6553,13.6553,0.06598087
1237671930134790189,13.07683,15.60701,12.95271,12.96483,0.05341895
1237671690155786376,13.46514,15.48069,13.4175,13.41847,0.1179964
1237671260671443273,16.21658,18.54522,16.2191,16.17909,0.123671
1237671260671443267,15.39555,17.24241,15.18391,15.29832,0.1257591
1237671260671443213,15.66992,17.50033,15.48057,15.50774,0.1268402
1237671260671443039,14.13734,16.43277,13.98841,13.98841,0.1216107
1237671260670525479,14.50635,16.18382,14.53473,14.53473,0.09855793
1237671260670525478,14.97653,16.22185,14.88132,14.88132,0.09817786
1237671260670525453,13.48543,15.84137,13.48675,13.48675,0.09797332
1237671260669739246,15.18572,17.25799,14.9602,15.06569,0.1166243
1237671260669739186,15.96685,17.46415,15.78582,15.84866,0.1103144
1237671260669739088,14.28882,15.87961,14.15508,14.15508,0.1154834
1237671260122055017,16.96019,18.06409,16.82447,16.85815,0.06595923
1237671129667666121,13.76154,16.09665,13.70763,13.70763,0.05166425
1237671129130205403,16.3238,18.21445,16.34949,16.249,0.04638287
1237671129130205319,14.2076,16.15926,14.01184,14.04378,0.04460552
1237671129130074248,15.38008,17.70146,15.06173,15.24518,0.04617248
1237671123767787682,15.59016,18.36526,15.68787,15.51296,0.1064897
