objID,petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r
1237667783916847168,16.12645,17.11152,16.11698,16.11697,0.03498456
1237667783916912820,15.01116,16.77789,14.90813,14.90816,0.0349099
1237667783916912862,16.60262,19.25385,16.67366,16.48054,0.03614719
1237667783916912892,16.18541,19.42791,16.13541,16.13542,0.03509991
1237667783918026937,13.83917,17.38295,13.56582,13.78916,0.05879038
1237667783918092311,14.23439,16.01794,14.22867,14.22871,0.06030186
1237667783918092359,15.3683,17.14622,15.18585,15.2443,0.06062684
1237667783918092392,16.02765,18.21229,16.0258,15.8931,0.05721388
1237667783923466450,15.77675,18.97435,15.73394,15.66167,0.08689918
1237667783923531789,14.86433,16.21622,14.82018,14.82017,0.08480036
1237667783923531928,15.38091,16.69315,15.26976,15.26976,0.08059349
1237667910055886957,14.78047,16.90139,14.62875,14.65032,0.09023929
1237667910586335349,16.61227,19.09453,16.56292,16.53872,0.03392814
1237667910587056281,14.85136,16.17292,14.72122,14.74776,0.04106404
1237667910587056318,13.36935,16.41622,13.30443,13.34258,0.04089132
1237667910587056452,14.58209,16.7896,14.47771,14.4872,0.04040881
1237667910591447150,14.14676,16.36214,14.08677,14.08675,0.04969443
1237667911138148471,14.55581,17.276,14.5444,14.49448,0.04283706
1237667911138279446,14.38976,16.30389,14.29136,14.30124,0.04477056
1237667911138279642,14.5601,17.94487,14.54121,14.54121,0.04994601
1237667911662370970,14.82535,17.0869,14.8179,14.80623,0.05064234
1237667912203829259,14.96353,16.5692,14.85141,14.8514,0.05556494
1237667912203894825,15.66111,16.76235,15.51967,15.52355,0.05716051
1237667912203894836,13.45964,15.60326,13.34923,13.34929,0.05927929
1237668331491819552,14.17525,16.12347,14.06942,14.08407,0.04914622
1237667912202649671,13.70006,15.7088,13.58555,13.58554,0.04988015
1237667911662305462,15.97262,18.60192,15.95735,15.83994,0.04695874
1237667911138803747,14.20947,16.06581,14.11903,14.12107,0.03658486
1237667911138672823,14.65822,16.399,14.57171,14.5717,0.03617988
1237667911138672682,13.07949,15.83555,13.01951,13.01954,0.03574258
1237667911138672660,14.62115,16.45754,14.51852,14.5626,0.03719762
1237667911124516982,15.06813,18.16755,15.03081,14.98811,0.04148339
1237667910607306918,15.02602,18.34831,15.10515,14.87304,0.05796269
1237667910591578195,16.99939,19.41284,16.97201,16.97201,0.04753127
1237667910587056147,12.43782,15.03786,12.28587,12.28587,0.04109543
1237667910049529919,16.13834,17.46958,15.97068,16.00214,0.03119797
1237668331491754078,14.25111,16.15737,14.11976,14.11973,0.04518588
1237668311094853830,16.87073,18.06762,16.71609,16.7613,0.1186522
1237668311094788501,13.97875,16.30936,13.85337,13.89321,0.127457
1237668311094788500,15.37081,16.47891,15.29721,15.29742,0.1283327
1237668294449233937,12.38318,15.47763,12.23614,12.30809,0.05368691
1237668288549355656,15.46776,17.88715,15.54201,15.51419,0.07255486
1237668288546406520,15.66759,18.33056,15.6875,15.65456,0.06780282
1237668288546406511,15.49388,17.35872,15.52273,15.43423,0.06576017
1237668288546275407,16.26563,18.44691,16.33218,16.29739,0.06652731
1237668272453582997,15.06389,16.59448,15.00266,15.01576,0.1301747
1237667914345742360,14.169,15.89181,14.07135,14.07135,0.09725385
1237667914345676902,12.93781,15.5782,12.86535,12.86535,0.07205682
1237667914345611509,15.63454,18.2331,15.21563,15.46277,0.06907643
1237667914343186661,16.46761,17.85386,16.45272,16.43217,0.0748525
1237667914343186500,14.40381,16.20206,14.28295,14.31524,0.06807638
1237667914343121026,17.17572,18.80068,17.17378,17.10183,0.06388093
1237667912740896940,14.10016,16.73973,14.17683,14.1045,0.0657695
1237667912740634801,15.53655,18.5647,15.49975,15.48792,0.06500321
1237667912733294684,15.74912,17.63928,15.55533,15.58105,0.03408299
1237667912733294683,14.48512,16.82814,14.34649,14.34648,0.0341031
1237667912733294659,15.47354,17.79534,15.44656,15.40478,0.03394383
1237667912217985078,14.49899,16.44498,14.373,14.37951,0.05621063
1237667912217919745,17.16747,18.87529,17.21511,17.098,0.05508891
1237667912217133190,17.28253,18.66999,17.35904,17.35907,0.1094844
1237667912217133187,14.88364,17.14689,14.71971,14.74792,0.1093766
1237667912217133167,16.45759,18.73495,16.53454,16.43248,0.1092449
1237667912199242042,16.71387,19.73293,16.64051,16.64051,0.04905655
1237667912199241881,15.67483,18.41339,15.68735,15.5585,0.04957838
1237667912199241833,14.37148,17.31699,14.40402,14.35392,0.04966885
1237667912199176251,14.10265,17.12263,14.10294,14.07356,0.04921437
1237667911661191278,16.26347,18.08139,15.9615,16.11383,0.0366522
1237667911124713496,13.96208,17.80336,13.95833,13.90905,0.04237017
1237667911124582565,14.77943,16.41132,14.62875,14.63654,0.0436277
1237667911124582472,13.00176,15.58696,12.85167,12.85167,0.04515319
1237667910053658868,16.12073,18.41487,16.14239,16.10732,0.06204521
1237667910049464459,16.71666,18.93369,16.71006,16.68761,0.03121066
1237668331490050131,15.10122,17.71302,15.15312,15.0563,0.05847833
1237668315919876168,12.80236,15.31101,12.66753,12.66753,0.05828191
1237668315919876132,14.66822,16.52386,14.53954,14.59231,0.05876079
1237668315383070773,14.89328,16.2916,14.7628,14.77039,0.05329309
1237668314847051864,14.39157,17.43523,14.39488,14.38782,0.04738813
1237668312165449811,14.53165,18.15092,14.55755,14.47771,0.1116853
1237668311091839348,14.74843,16.55577,14.66257,14.66258,0.1062284
1237668310558572939,14.81482,17.30725,14.52473,14.73614,0.1528698
1237668310558441537,14.07564,16.37473,13.98268,13.98268,0.125749
1237668310558441523,14.72815,16.48587,14.63001,14.6539,0.126289
1237668310558441504,14.47893,16.47046,14.46579,14.46575,0.1275092
1237668310558376403,14.81109,16.67323,14.70159,14.70158,0.1245982
1237668310555033870,16.11675,18.02048,16.18437,16.00045,0.1008976
1237668310555033802,15.98994,18.65957,15.98355,15.93694,0.09838925
1237668310555033613,13.47638,16.75149,13.35851,13.41254,0.09734043
1237668310554968131,14.50987,16.5522,14.39387,14.43334,0.09251182
1237668310021964289,13.98243,16.36505,13.89125,13.89742,0.151607
1237668310021898820,16.11817,17.98724,16.10402,16.10402,0.1344487
1237668298756587701,14.47366,17.36705,14.52292,14.42374,0.06887577
1237668298756587640,16.20349,18.68047,16.17563,16.15268,0.06046635
1237668298756522275,15.24842,17.44443,15.30066,15.21568,0.06285334
1237668298756456539,14.45971,16.3822,14.56903,14.56903,0.06415368
1237668298739548284,13.16504,15.32389,13.07219,13.07218,0.07621424
1237668298739548227,13.78997,16.04249,13.6936,13.69359,0.07232333
1237668298739482675,13.62522,16.58424,13.62258,13.68068,0.07750291
1237668298739482674,13.42724,15.90622,13.30827,13.3219,0.07762275
1237668298739351591,12.62476,15.49796,12.55847,12.55847,0.06593399
1237668297142370419,16.66792,17.71496,16.63595,16.63596,0.04435581
1237668297142370342,14.39677,16.3822,14.27588,14.27587,0.04478955
1237668297142304960,16.18407,17.47217,16.01408,16.07174,0.04478123
1237668297142304954,16.5655,17.75988,16.44776,16.44774,0.04216926
1237668297129328675,14.59988,16.25772,14.54431,14.54432,0.0717915
1237668297129263206,15.32763,17.85585,15.33149,15.32045,0.07718312
1237668296601239639,14.681,16.46558,14.59995,14.63081,0.04778589
1237668296601174268,15.5777,18.37721,15.56198,15.49714,0.04802487
1237668296601174132,12.81148,15.72081,12.70025,12.70026,0.04772206
