objID,petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r
1237667255619354715,16.34406,18.68809,16.29575,16.28167,0.04511841
1237667255619354751,14.72971,17.30946,14.73493,14.69563,0.04582671
1237667255619420207,13.95711,17.46202,14.08451,13.90279,0.06694108
1237667292655648842,14.74084,16.7402,14.62136,14.64996,0.09150106
1237667292655910960,15.18812,18.12915,15.20978,15.10253,0.05375317
1237667293188653097,15.00739,16.95979,14.81159,14.89288,0.08764876
1237667293188653149,14.03649,16.38464,13.94415,13.9564,0.08888482
1237667293188718632,13.89159,15.986,13.776,13.77601,0.0964998
1237667293188718744,15.02461,17.011,14.87243,14.92239,0.09685088
1237667293188718767,15.95298,17.11367,15.89009,15.91281,0.09428087
1237667293189505124,15.50835,16.79711,15.42362,15.47227,0.08945109
1237667293189505239,12.88551,15.47188,12.81734,12.81734,0.08674865
1237667293189505241,15.25559,17.15577,15.13483,15.14405,0.08839466
1237667293189570761,14.78007,17.5789,14.79317,14.79317,0.08194505
1237667322184794216,14.69829,16.54356,14.64216,14.64216,0.04452068
1237667322185121876,14.28797,15.84313,14.26274,14.26273,0.03587556
1237667322713407696,15.53835,17.86,15.20759,15.43491,0.04955843
1237667322713931949,14.45341,17.44693,14.53583,14.45083,0.03806624
1237667324335882318,14.17739,16.51196,14.08643,14.09915,0.03952106
1237667324335882422,15.25629,18.11015,15.29333,15.19013,0.02537525
1237667429555437686,15.2377,18.10916,15.31038,15.15352,0.09794239
1237667429555437726,15.763,18.34144,15.76319,15.74932,0.09390241
1237667429559566380,14.4907,16.61143,14.35851,14.41652,0.06034989
1237667429563039946,15.08798,16.66265,15.00001,15.00001,0.05294465
1237667429563105338,13.08318,16.29145,12.89869,12.89864,0.05062779
1237667430093291527,13.69089,15.72447,13.63242,13.63239,0.0850703
1237667430630096945,12.69641,15.74483,12.59538,12.59536,0.0858492
1237667430642090054,15.74427,18.0375,15.71727,15.71729,0.04138171
1237667431181713461,13.76137,15.72571,13.66173,13.66173,0.04829632
1237667431181713523,15.10001,18.40974,14.49751,14.82449,0.04860659
1237667431181713603,16.46925,17.61594,16.55708,16.44201,0.04812229
1237667442972688529,14.66475,17.21604,14.39838,14.54775,0.04100319
1237667444042891394,15.03393,17.67034,15.05083,14.97304,0.05012485
1237667444048593040,14.44077,15.86188,14.34617,14.36658,0.02498369
1237667444048658523,14.20237,16.22658,14.04072,14.0643,0.01997264
1237667444048789811,15.25596,17.099,15.07733,15.14599,0.02178566
1237667444585791491,15.01503,17.5559,15.08236,14.97065,0.02239467
1237667444586971212,15.39969,17.25313,15.15523,15.26517,0.02791102
1237667446728097923,16.31692,18.01372,16.39364,16.23039,0.04903273
1237667446728097995,16.28982,18.65313,16.30989,16.19755,0.0494033
1237667446737862740,13.81426,15.97654,13.65784,13.68101,0.03569789
1237667446737862801,15.30073,18.10455,15.30935,15.24941,0.04286344
