objID,petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r
1237662237485564390,15.31294,16.63007,15.2162,15.22843,0.08500261
1237662237485564392,13.1785,16.84826,12.76648,12.94094,0.0852683
1237662237485629618,14.44324,16.93946,14.16184,14.27765,0.0857766
1237662237485629623,14.93587,18.14188,16.05928,15.98156,0.08498593
1237662264862376025,15.34846,16.79612,15.25762,15.25767,0.1032443
1237662264862376390,15.22805,16.70519,15.08991,15.10365,0.1066393
1237662267539980352,14.06188,16.2493,13.9413,13.9413,0.117772
1237662267539980522,17.07102,18.94627,17.13391,16.9996,0.117276
1237662267539980622,15.78968,18.09028,15.28291,15.58631,0.1210934
1237662267539980658,15.94396,17.33047,15.83725,15.89009,0.1165206
1237662301376872719,16.60397,19.26818,16.59206,16.59204,0.1815597
1237662269147316282,15.26871,17.32129,14.9818,15.18521,0.08626413
1237662264860147778,14.23988,16.51649,14.16738,14.18249,0.07305204
1237662247130300506,15.68319,19.12771,15.66347,15.55553,0.09097473
1237662247130300456,15.59186,16.78342,15.46765,15.51554,0.0937656
1237662238559764652,17.09087,17.93222,17.02265,17.02265,0.07607771
1237662305114128517,13.6021,16.21535,13.5991,13.62008,0.02846213
1237662303519899658,13.06414,16.23918,12.94487,12.94489,0.05265222
1237662303519834621,15.7625,17.09364,15.59698,15.64698,0.05171243
1237662303519834327,13.55708,16.17928,13.43424,13.43577,0.05056919
1237662303519834305,15.08875,16.59558,14.97993,15.00757,0.05183557
1237662303519834150,13.66122,16.57632,13.59963,13.60758,0.05094812
1237662303514656781,13.36507,16.13674,13.40977,13.41784,0.07446182
1237662303514591245,12.85025,15.84206,12.72955,12.75541,0.06197856
1237662303514525759,12.76023,15.81422,12.78893,12.78891,0.0819405
1237662303514394754,13.28498,16.49923,13.2743,13.15598,0.06715188
1237662302453039694,15.79641,17.18648,15.71785,15.7226,0.1441089
1237662302453039177,14.02184,16.83269,13.85371,13.8572,0.1436769
1237662302452974098,15.32379,18.49026,15.32791,15.30215,0.1435214
1237662302452974056,14.87554,17.68341,14.90027,14.85363,0.1421752
1237662301913546775,15.15975,17.0635,14.98514,15.02549,0.1734889
1237662300841443759,16.66234,18.28728,16.39793,16.51188,0.120263
1237662300841378074,16.38058,17.88914,16.30154,16.30154,0.1283368
1237662300841377924,14.23366,16.27607,14.10541,14.10542,0.1255269
1237662300841377866,14.96001,16.65409,14.88248,14.8825,0.1280548
1237662300835807439,15.90639,17.09968,15.78339,15.81134,0.05031937
1237662300835807413,15.654,17.61532,15.38204,15.54554,0.05030897
1237662268077900134,16.35129,18.35158,16.09273,16.26482,0.1285952
1237662268076523936,16.59152,19.25961,16.6691,16.6691,0.1379421
1237662268076523721,17.07548,18.81691,17.10161,17.04996,0.1356535
1237662268076523582,14.36628,16.63139,14.45215,14.45215,0.1469799
1237662268076458141,14.21226,16.25357,14.1451,14.1451,0.1445755
1237662268074492193,16.54292,18.381,16.58134,16.43687,0.1111805
1237662268074426602,16.892,19.27131,16.9576,16.94646,0.09952303
1237662268074295517,16.52631,18.15009,16.60704,16.46327,0.1037018
1237662268074230114,15.59063,18.0083,15.42882,15.49317,0.1039006
1237662268074230050,15.46084,17.81188,15.53949,15.38615,0.1034707
1237662268073378023,15.00395,17.58273,15.04226,14.89997,0.1268485
1237662268073312371,14.54848,16.22343,14.58782,14.58782,0.1338153
1237662267540766902,15.84123,18.11535,15.89797,15.82944,0.1386974
1237662267540766897,15.6853,17.54249,15.72665,15.59962,0.1352823
1237662267539783693,14.575,16.46763,14.48736,14.4874,0.1210609
1237662267539193951,15.40278,17.81569,15.41786,15.38395,0.1003984
1237662267539128718,14.18216,17.08599,14.06052,14.08592,0.102253
1237662267539128563,16.55658,18.97687,16.55207,16.54247,0.1011775
1237662267539128450,14.13154,15.89984,14.04844,14.04846,0.1016095
1237662267538931835,15.07275,17.0117,14.94539,15.02446,0.1059807
1237662267538276481,17.60506,18.2995,17.63717,17.56242,0.09053172
1237662267538080034,14.90801,17.70492,14.93075,14.87495,0.1143589
1237662267538014312,14.21721,16.05705,14.11496,14.11497,0.1066068
1237662267537949098,15.73778,16.95845,15.6274,15.62744,0.1109124
1237662267537949046,14.70482,16.93735,14.67711,14.67711,0.1098132
1237662267537948677,13.93954,16.86375,13.83351,13.91465,0.1109014
1237662267537228017,14.40331,16.97594,14.18773,14.23976,0.1017038
1237662267536244747,15.19963,17.14935,15.23771,15.23793,0.09545731
1237662267536179598,15.89112,17.83104,15.9151,15.89543,0.09535117
1237662267536179306,13.09134,15.413,12.9834,12.98339,0.09470488
1237662266464338197,15.98395,17.41477,15.88349,15.90962,0.1055779
1237662266463748306,14.65717,17.08692,14.52809,14.62266,0.1164108
1237662266463682686,14.11562,16.41181,14.05159,14.05159,0.1173654
1237662266463682621,14.32468,16.14735,14.24995,14.25315,0.116198
1237662266463617118,14.00961,15.57918,13.87238,13.87238,0.1153974
1237662266463551701,16.71289,18.58774,16.70086,16.70087,0.1119345
1237662266463486279,13.91231,16.62391,13.70756,13.77529,0.1156543
1237662266463486072,14.86753,16.36243,14.76351,14.76737,0.1175039
1237662266463486059,15.22616,16.25603,15.10052,15.10053,0.1095921
1237662266461585767,15.73585,17.08537,15.66852,15.66852,0.0757459
1237662266461585585,13.8899,16.05619,13.80472,13.80468,0.08047019
1237662266461585515,16.09223,17.86696,16.20699,16.00861,0.08192504
1237662266459619414,13.29838,15.74631,13.20924,13.20925,0.08019906
1237662266459488385,13.86035,17.34308,13.55047,13.73967,0.08425348
1237662264862441759,15.29832,16.54938,15.19088,15.19089,0.1134439
1237662264862441723,14.92982,17.99321,14.9344,14.82581,0.1104226
1237662264860213622,16.27457,17.48444,16.17386,16.17387,0.07201751
1237662264860213600,14.80869,17.74845,14.52871,14.66389,0.0774071
1237662264860082397,14.06625,16.62153,13.90836,13.9231,0.07162514
1237662264859689260,16.66713,17.84669,16.46488,16.57093,0.07785947
1237662264859623727,16.45784,18.99073,16.40609,16.40609,0.07085777
1237662264859557988,14.53698,16.49296,14.53216,14.53222,0.07039966
1237662264857723140,14.74022,16.76803,14.5659,14.64544,0.07299326
1237662264855625834,14.7396,16.89171,14.61456,14.62764,0.07298516
1237662264323473751,14.57219,16.87684,14.57067,14.57067,0.08066489
1237662263786209634,13.89763,16.64734,13.77635,13.83383,0.08161455
1237662263784112396,16.3937,18.31593,16.39703,16.3489,0.07189256
1237662263783522538,15.63621,17.15694,15.66489,15.66486,0.05373976
1237662263783522502,14.48843,17.1368,14.57047,14.432,0.05450588
1237662263783522317,13.58977,15.94789,13.5401,13.54013,0.05462442
1237662263779197043,13.46459,15.6703,13.50058,13.5006,0.05809914
1237662263778934813,13.6819,16.70281,13.45885,13.56964,0.06701326
1237662263778803812,14.30185,17.35675,14.05046,14.08945,0.06516171
1237662263778672812,14.52519,15.98609,14.43432,14.4343,0.06673532
1237662263778672703,12.68556,15.50907,12.56247,12.58536,0.06162027
1237662263252681154,15.26323,18.03771,14.90293,15.12868,0.1217928
1237662263248224347,13.81856,15.91826,13.70405,13.70409,0.08070292
1237662263248158975,16.78421,18.97568,16.74236,16.74231,0.07187523
1237662262169174083,12.30381,15.31267,12.22143,12.22141,0.06843764
1237662262169174037,14.22255,15.74052,14.0245,14.0245,0.06514952
1237662262169108543,13.69812,15.81063,13.56538,13.56586,0.07200079
1237662246593429648,13.03812,16.97253,13.06181,13.1016,0.09012546
1237662238560682390,16.09765,17.50308,16.0021,16.02309,0.1138565
