objID,petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r
1237661068178030615,14.57626,17.82739,14.72294,14.56283,0.07187005
1237659330849276115,15.14025,16.65226,15.00669,15.00669,0.02793755
1237659326562304075,14.18421,15.90235,14.08159,14.08158,0.03501621
1237659161201803605,16.43395,17.95387,16.19615,16.32396,0.02743444
1237661068724273255,17.13691,19.12639,17.15943,17.02634,0.07529327
1237661068724207750,16.34928,18.99842,16.31742,16.31742,0.07059419
1237661068724207699,15.28814,16.79629,15.28699,15.28699,0.07092281
1237661068188909635,16.09534,17.74677,16.16169,15.98784,0.06861907
1237661068181831920,15.03855,16.79,14.94309,14.94311,0.03963365
1237661068181831776,13.9951,16.55776,14.03999,14.04,0.03845566
1237661068181766380,14.80398,16.20207,14.62638,14.62638,0.03720595
1237661068181766366,15.33697,17.23846,15.2259,15.2259,0.03641874
1237661065489612923,15.14734,16.59901,15.01903,15.01903,0.06599138
1237661065489481886,15.15647,16.8753,14.95676,14.99387,0.06639518
1237660613973049348,13.46083,15.69482,13.39294,13.39293,0.05049103
1237660613972983968,15.6315,18.70352,15.5955,15.55939,0.05200778
1237660613972918418,15.45645,16.69452,15.36077,15.36077,0.05628372
1237660613972918322,16.24931,18.45376,16.2376,16.2279,0.06195815
1237660612903305331,15.34247,18.03537,15.32026,15.23458,0.05101215
1237660561894801911,15.52764,16.70386,15.39648,15.39646,0.07902028
1237659330853470514,14.85911,16.89416,14.78522,14.78522,0.03256252
1237659330848817308,15.48565,17.80838,15.51264,15.39516,0.04241565
1237659330848817278,15.62667,17.13951,15.45988,15.51253,0.04105817
1237659330848817218,14.94589,16.50479,14.77069,14.7912,0.04378914
1237659330848751818,17.21619,19.28915,17.16963,17.16967,0.03654569
1237659330848751807,16.74655,18.70712,16.69451,16.69454,0.03611611
1237659330848751703,16.41726,18.35683,16.41428,16.34121,0.0378763
1237659330848751701,14.30429,16.60343,14.15167,14.16935,0.03850823
1237659330848292959,15.30787,17.46282,15.09007,15.21142,0.03328681
1237659330312536341,16.75696,17.75707,16.78197,16.67187,0.0301746
1237659329778483267,14.64307,16.07366,14.51721,14.5172,0.02008571
1237659327103696926,13.21918,16.06294,13.15935,13.17436,0.04248136
1237659327103631521,15.37191,18.3831,15.48975,15.48975,0.03685704
1237659327091900583,17.37069,19.02058,17.46402,17.3617,0.03698
1237659327091900425,14.67843,16.57052,14.54519,14.62067,0.03836248
1237659327090458728,17.04156,19.07755,16.98078,16.92582,0.02599321
1237659326562304351,15.67812,17.09059,15.55638,15.59969,0.03514232
1237659326562304335,16.47072,17.59588,16.32384,16.3542,0.03519076
