objID,petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r
1237665128011399223,14.02001,16.23054,13.95886,13.99085,0.02885293
1237665128011399283,14.26097,15.65598,14.16417,14.16417,0.02888985
1237665128026800224,13.28943,15.87334,13.22384,13.22386,0.1207544
1237665128563212505,14.12767,15.89361,13.99114,13.99113,0.1045647
1237665128563343628,15.54202,17.55518,15.32121,15.39054,0.1043981
1237665129087565860,13.16309,16.54885,13.20697,13.20276,0.02613665
1237665129087565862,15.00429,17.69142,15.02269,15.00584,0.02614239
1237665129087565950,15.78847,17.39453,15.60852,15.70623,0.02620791
1237665129087631503,15.37355,16.94507,15.18684,15.22288,0.02417947
1237665129624043636,14.06726,16.32326,14.1053,14.1053,0.02885771
1237665129624043700,14.48149,16.6218,14.41896,14.42509,0.02886815
1237665225702637600,14.20375,16.55392,14.08403,14.08404,0.04509399
1237665225702637601,15.62978,17.10909,15.48904,15.48904,0.04438773
1237665225702637605,16.08879,17.64721,16.6737,16.68056,0.04452826
1237665225702637606,16.89965,17.8291,16.82518,16.83925,0.04324397
1237665225702637928,15.03477,16.99906,15.00274,15.00273,0.040047
1237665227313315992,15.73387,17.37948,15.57351,15.64207,0.03476432
1237665227848744967,15.52171,16.83535,15.44081,15.44895,0.02523184
1237665328771563541,15.16002,16.62835,15.15063,15.15077,0.0529257
1237665328771563577,14.18748,17.45809,14.25235,14.14814,0.05688249
1237665328771563631,13.93063,16.68631,13.82837,13.82837,0.04682725
1237665328777461782,14.541,16.30516,14.46573,14.46579,0.04731628
1237665328787357712,15.58737,18.13384,15.25606,15.42364,0.03338649
1237665329311514810,16.50531,19.43462,16.43181,16.43181,0.05440266
1237665329311580293,16.21019,18.83219,16.21273,16.20023,0.05038926
1237665329311580311,17.04415,18.73115,17.05792,16.96954,0.05017183
1237665329323376654,13.84268,15.90268,13.66564,13.66563,0.03701665
1237665329323376833,15.17241,16.57431,15.04612,15.04612,0.03706172
1237665329323442227,14.96274,16.96569,14.92643,14.92643,0.03596663
1237665329854021699,14.69278,18.31336,14.68718,14.62261,0.03418482
1237665329854152782,14.32243,16.93847,14.17547,14.17547,0.03747364
1237665329860313105,14.09354,16.32452,14.05594,14.05594,0.03418972
1237665329860313106,16.55494,18.60908,16.66778,16.48762,0.03382844
1237665329860313136,15.81853,17.39929,15.782,15.782,0.03424384
1237665330933596220,14.74779,18.0757,14.74938,14.71274,0.0337566
1237665330933989474,15.24729,16.92232,15.17656,15.17658,0.03490622
1237665330937266334,15.75646,18.1643,15.37993,15.67201,0.03912255
1237665331462602904,15.79064,18.89391,15.69798,15.69798,0.02794318
1237665331462668473,15.43261,18.83906,15.34283,15.34284,0.03200063
1237665355083940130,15.12185,18.19669,15.14506,15.00587,0.04414259
1237665355084005428,13.41917,16.37868,13.49851,13.50474,0.04522827
1237665355084005737,16.42291,17.34526,16.3518,16.37388,0.04362407
1237665355622187254,16.43667,18.88623,16.44,16.43999,0.01998325
1237665367967989858,13.9926,16.29741,13.85839,13.85839,0.05795185
1237665367967989859,15.81953,17.63937,15.88224,15.88224,0.05766774
1237665367967989860,15.98176,17.93126,16.03345,15.86739,0.05732096
1237665372795502619,13.34858,16.93014,13.27243,13.40441,0.12108
1237665372795502891,15.95948,19.60991,15.86466,15.85163,0.1206221
1237665427567673463,15.27455,16.82361,15.1774,15.17741,0.1351777
1237665427567673462,13.94533,16.44968,13.81517,13.81518,0.1339612
1237665427567542394,15.01297,16.97307,14.8894,14.92876,0.1488468
1237665372258959704,15.98478,18.44754,15.96021,15.96021,0.1294679
1237665372258894093,16.40434,18.57075,16.05173,16.25988,0.1208335
1237665372258894034,14.3044,16.14279,14.24607,14.24614,0.1226383
1237665372258828375,14.19486,16.36091,14.21904,14.21912,0.1204506
1237665372258762795,15.52262,17.89917,15.51947,15.50218,0.1272508
1237665372258762788,15.11808,17.50788,15.16308,15.06367,0.1268531
1237665367968055323,16.58828,18.6904,16.17217,16.47908,0.05524911
1237665367967990027,15.29278,17.49673,15.05651,15.22138,0.05920879
1237665356156829886,13.72213,16.66725,13.59034,13.64247,0.0481615
