objID,petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r
1237665550499315738,13.16827,15.62205,13.1175,13.12245,0.04480685
1237665566618616105,16.23889,18.23147,16.31895,16.17473,0.09631327
1237665566618616242,14.8509,17.01475,14.84957,14.84962,0.09501956
1237665566619206089,17.004,18.92113,17.19964,16.97621,0.09530791
1237665566619271198,14.05182,15.96101,13.96902,13.96903,0.09888382
1237665566619271478,16.81344,18.68647,16.86456,16.80774,0.09878058
1237665566619336862,15.09932,16.12646,14.88603,14.88603,0.1050424
1237665566619337116,15.9844,17.1264,15.90257,15.91638,0.1065305
1237665566619337214,16.39596,18.54174,16.41524,16.37269,0.1111966
1237665566619468087,14.04827,16.58716,13.97182,13.99711,0.1079282
1237665567145263202,15.65554,17.37485,15.53016,15.61223,0.1037255
1237665567145263330,16.49833,18.75485,16.44879,16.4488,0.1034234
1237665567685738559,16.50546,18.61889,16.57546,16.42616,0.08304577
1237665567686525302,15.73513,17.60403,15.73828,15.73829,0.08045074
1237665567692226797,15.01357,16.48128,14.85431,14.85432,0.09217998
1237665567692227164,14.77685,16.60717,14.68287,14.6882,0.09183304
1237665567692292189,14.17062,16.2407,14.00999,14.04558,0.09807511
1237667112257650760,14.12629,16.29505,14.13119,14.13118,0.1312966
1237667112257650761,14.81546,17.18614,14.56259,14.59134,0.1316611
1237667112793800780,14.14439,16.16144,14.12046,14.12045,0.06736633
1237667112793800838,14.78611,16.60593,14.73847,14.73849,0.06852738
1237667112793800968,16.70821,18.06799,16.55183,16.67674,0.06705111
1237667112793801028,16.58347,18.02749,16.33651,16.46847,0.06858512
1237667209986113541,13.26388,15.50553,13.1312,13.13119,0.04036158
1237667210504896599,14.80925,16.30571,14.71783,14.71783,0.07532967
1237667210504897126,16.58528,18.35929,16.59016,16.57416,0.07393558
1237667211596071031,14.50551,16.93838,14.37255,14.37259,0.07468774
1237667211596136520,16.50875,18.83652,16.49101,16.43712,0.06349162
1237667212130254868,16.80526,19.19426,16.75132,16.73905,0.0530904
1237667212130254979,17.01348,18.67073,17.09379,16.96975,0.05029124
1237667212130255022,14.55653,16.82486,14.4093,14.48333,0.0550099
1237667212134055972,16.01838,17.5522,15.80736,15.8974,0.04043294
1237667212140085266,14.80797,16.31798,14.68452,14.68451,0.04211393
1237667253461254252,13.33417,16.33349,13.54371,13.55778,0.08241003
1237667253462892551,15.62757,17.73915,15.66504,15.58889,0.07159179
1237667253462892711,15.44997,18.28411,15.45162,15.45163,0.07537898
1237667253995503631,13.70921,16.2604,13.5287,13.55208,0.06944156
1237667253995503633,15.32625,17.82125,14.91383,15.13522,0.06913471
1237667253995569192,14.8126,16.53142,14.79646,14.79646,0.06658313
1237667254526607541,14.55678,16.69884,14.49913,14.49904,0.06196615
1237667254526607590,13.82852,15.81821,13.7399,13.73983,0.06280059
1237667254526608028,15.82851,17.01064,15.7151,15.71508,0.06162928
1237667254546661738,16.72613,17.80782,16.6054,16.64102,0.04146119
1237667254546661638,15.5596,17.41493,15.37743,15.4095,0.04281728
1237667254546595932,13.86186,16.00747,13.73973,13.73972,0.04249071
1237667254535127145,15.09608,17.43759,14.82434,14.97403,0.08955284
1237667254526608010,15.8597,17.56904,15.82369,15.82369,0.06497289
1237667254016278711,16.95854,19.10519,17.00994,16.86149,0.04511745
1237667254016278705,16.9398,18.51974,16.89906,16.89909,0.04551358
1237667254016278686,16.90874,18.85576,16.89289,16.83267,0.04244688
1237667254016278565,14.64708,16.40217,14.53031,14.53031,0.04487832
1237667254009266185,13.43756,16.55555,13.26114,13.28603,0.06650678
1237667254009200956,16.13908,17.93362,15.94091,16.04806,0.06160862
1237667254009200743,15.91159,17.63391,15.75094,15.78935,0.06631944
1237667254009200738,13.84025,16.30252,13.70995,13.70996,0.06556929
1237667254009200667,14.48413,16.44964,14.4088,14.45216,0.06726555
1237667254009200666,13.33912,16.30531,13.26103,13.29124,0.06469783
