objID,petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r
1237648721771888672,13.1359,15.51698,13.02059,13.02059,0.03883784
1237648721771823374,15.64427,17.43349,15.60388,15.6039,0.04475591
1237648721771823351,14.91259,17.56963,15.02652,14.89063,0.04111664
1237651273515794622,14.79499,17.28911,14.64569,14.67338,0.02876502
1237651273515794447,15.69615,17.49251,15.75854,15.60921,0.02696331
1237651273515794444,13.50293,16.30257,13.38281,13.38281,0.02714095
1237651273515794443,14.75589,16.39786,14.60027,14.61498,0.02702935
1237651272962277503,14.04138,16.69609,14.08955,14.02647,0.08047153
1237651272962277451,15.67777,18.1922,15.67396,15.5402,0.07591217
1237651272962212132,14.80474,16.57409,14.65229,14.70399,0.07554856
1237651272962211932,14.52713,16.40136,14.37912,14.40129,0.07229122
1237651272962211930,13.21745,15.45667,13.08368,13.08367,0.0736211
1237651272961556647,15.97366,18.51003,15.94533,15.88464,0.07625955
1237651272961490958,14.12456,16.15212,14.07717,14.07717,0.09079204
1237651272961490952,15.05984,17.36988,15.13396,15.01831,0.08746857
1237651272961425646,16.85076,18.98899,16.86783,16.86783,0.08990125
1237651251486785701,14.80009,16.62209,14.75249,14.75251,0.0517154
1237651251486589158,15.85794,17.01411,15.75869,15.7587,0.04616182
1237651249881939975,14.53052,16.18667,14.3705,14.39474,0.01962766
1237651191895752745,13.10216,15.77701,12.99563,12.99564,0.04593603
1237648722857033814,16.05216,17.39855,15.90577,15.95698,0.06686278
1237648722307842148,16.10141,17.62285,15.91212,16.01714,0.05391342
1237648722284314869,14.46183,17.21035,14.48921,14.46079,0.113694
1237648722284314732,15.56728,17.04496,15.44305,15.46288,0.1151018
1237648721759961421,16.34076,17.70805,16.15948,16.21237,0.0954871
1237648721759961363,15.01707,17.20148,14.90921,14.98186,0.09535546
1237648721759961197,15.7358,16.6614,15.64857,15.64857,0.09530995
1237648721759961111,13.66741,16.05691,13.53993,13.53991,0.09465948
1237648721757929562,15.13174,16.88406,15.17583,15.06191,0.14635
1237648721757929485,16.60486,18.02842,16.71339,16.54343,0.1413326
1237648721754652794,15.48711,16.99645,15.3897,15.39555,0.06281018
1237648721754587439,13.71538,16.44968,13.60812,13.61044,0.06910957
1237648721225646275,16.60279,18.06874,16.4435,16.54943,0.1046723
1237648721225646181,15.34086,16.87753,15.33087,15.33087,0.1089508
1237648721221910580,12.7862,15.35126,12.64379,12.64379,0.1260622
1237648705667137705,13.87707,16.58814,13.73526,13.73525,0.09961937
1237648705667137570,14.84924,16.61054,14.77387,14.79784,0.1003801
1237648705667072024,16.4203,17.68554,16.50809,16.37154,0.09844418
1237648705666351360,15.64945,19.05062,15.58962,15.58531,0.09551454
1237648705652654263,16.13895,18.68559,16.28332,16.06334,0.05418585
1237648704600735996,13.88107,16.51847,13.73313,13.73313,0.1686617
1237648704600670761,14.18273,16.89524,14.15658,14.1626,0.1660169
1237648704600670569,16.44381,17.41448,16.36198,16.36199,0.1671506
1237648704595558617,16.05965,18.87665,15.98061,15.98061,0.1438012
1237648704595493353,16.5785,19.73136,16.61043,16.5161,0.138159
1237648704595493284,15.53235,18.17429,15.62852,15.4019,0.1440071
1237648704595492963,14.52665,16.51265,14.45509,14.4551,0.1382748
1237648704594641215,15.52671,16.86167,15.53058,15.53055,0.1114525
