objID,petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r
1237655124465483920,14.07087,16.11104,13.92923,13.92923,0.1101632
1237655124465418345,16.13569,18.71101,16.05829,16.0583,0.1109534
1237655124465418306,15.19422,17.40625,15.23492,15.10716,0.1177221
1237655123940606220,15.53048,16.9304,15.44923,15.44923,0.06856409
1237655123940606209,16.98307,18.53507,16.73214,16.8582,0.06272319
1237655123940606085,14.60086,16.99625,14.3757,14.49792,0.06675795
1237655123940606025,15.03511,16.47149,14.95986,14.96662,0.05784288
1237654954275438624,15.01924,16.86433,14.87684,14.93758,0.05732794
1237654953207333212,16.47555,17.29645,16.37669,16.3767,0.06159735
1237654953207332988,14.2399,16.70575,14.16591,14.16894,0.05918019
1237654953207267630,16.38204,18.47655,16.36669,16.36669,0.05218385
1237654879656542226,13.13755,15.93065,13.07829,13.07829,0.08415419
1237655123929333841,16.72944,19.00015,16.7743,16.55352,0.09196405
1237655123929333774,14.45754,16.17114,14.32439,14.32438,0.1029567
1237655123929268365,16.33729,18.2683,16.30858,16.30858,0.1373329
1237655109442469957,14.88968,17.61565,14.94843,14.8337,0.02844826
1237655109439127727,14.09656,16.49341,14.15305,14.15302,0.0403794
1237655106759426069,17.24243,19.06431,17.31048,17.19449,0.01977994
1237654954280157539,16.4606,17.34469,16.38631,16.40312,0.0533862
1237654954275373373,16.20977,17.56212,16.10541,16.10542,0.05251905
1237654954275373295,14.17337,17.08136,13.97408,14.04164,0.05148802
1237654952666595635,15.50764,18.21193,15.48584,15.48586,0.03315777
1237654952130511036,14.69242,17.12334,14.69615,14.66247,0.04672377
1237654948913283207,14.4792,16.11405,14.37331,14.37331,0.02409441
1237654881277509759,16.43541,18.5099,16.41579,16.33972,0.07739274
1237654880744636664,14.55116,17.28135,14.61805,14.55005,0.1192953
1237654880741294303,15.93087,18.29717,15.98847,15.94715,0.1247126
1237654880741294238,15.71882,17.43831,15.65127,15.65861,0.1236589
1237654880741294218,16.7196,18.33189,16.72685,16.70827,0.1223992
1237654880741228570,14.44628,16.39783,14.36124,14.36123,0.1284009
1237654880740769908,13.33064,15.56247,13.22798,13.22797,0.09938388
1237654880740638942,16.08809,17.64558,15.87425,15.94952,0.09927412
1237654880737689634,14.11189,16.61492,13.97807,14.01496,0.07370112
1237654880211173600,15.47894,16.75658,15.39858,15.39858,0.3286673
1237654880211107970,13.38077,15.8838,13.26807,13.26807,0.2955019
1237654879669453281,17.26059,19.63839,17.18476,17.18475,0.1132852
1237654879669453071,16.33829,17.57471,16.18114,16.2493,0.1106044
1237654879669452918,14.6109,15.9924,14.50293,14.50293,0.1050775
1237654879669452848,16.66419,18.18213,16.6803,16.59578,0.1149318
1237654879669452830,14.48807,16.57705,14.3986,14.3986,0.1152767
1237654879669387604,15.23616,16.72607,15.1155,15.13714,0.1118679
1237654879668535310,14.65243,17.15712,14.41132,14.54003,0.1061945
1237654879668404429,15.55768,17.66969,15.39575,15.41355,0.09718075
1237654879668404386,16.26201,17.36819,16.15189,16.17163,0.1013861
1237654879668404260,15.79986,17.07863,15.6902,15.6902,0.09869675
1237654879668338981,16.07401,16.88782,16.01653,16.01653,0.1000216
1237654879668338812,13.85672,16.34754,13.81655,13.81655,0.1024268
1237654879668273354,15.58597,17.48975,15.62903,15.52244,0.1154622
1237654879667617934,17.15937,18.5975,16.98533,17.03189,0.1158817
1237654879667552429,15.56642,17.44029,15.33756,15.42286,0.1223789
1237654879667552298,17.69886,19.24049,17.73017,17.63229,0.1112178
1237654879667552297,14.75686,16.59512,14.79522,14.79522,0.1119255
1237654879667486952,17.6448,18.56883,17.54786,17.54786,0.1112763
1237654879667486762,14.81343,16.59752,14.69834,14.72293,0.1118786
1237654879665586216,13.36528,17.08136,13.0191,13.15817,0.07562625
1237654879665586208,15.40216,16.91133,15.24967,15.30812,0.07365572
1237654879665586207,12.71823,16.25848,12.44933,12.51113,0.07583132
1237654879664799895,14.33603,16.09843,14.25854,14.25965,0.08424319
1237654879130222725,12.88883,15.81485,12.81185,12.81185,0.1065881
1237654879130157270,15.50075,17.33621,15.35383,15.42685,0.1007757
1237654879130157152,14.86585,16.62604,14.73623,14.76452,0.1004291
1237654879130091648,13.38005,15.85931,13.22326,13.22327,0.103576
1237654879128584347,13.42168,16.24972,13.37304,13.39208,0.07199936
1237654879122882724,14.46634,17.53227,14.44901,14.4426,0.05990957
1237654879122882595,14.35664,16.3661,14.28598,14.29351,0.05486897
1237654879118229640,14.81512,17.38251,14.81752,14.78288,0.06849465
1237654879118229530,15.50968,17.20288,15.53333,15.46761,0.06824465
1237654670812774584,13.63891,16.63064,13.50907,13.56411,0.1471769
1237654669739884742,13.9286,16.59275,13.74364,13.77517,0.1258603
1237654669739884626,14.93372,17.4342,14.66218,14.83934,0.1222691
1237654654172070143,16.17979,18.4255,16.14334,16.09773,0.1127702
1237654654171938965,13.14856,16.05132,12.98561,12.98561,0.1062903
1237654654171873333,14.89481,16.27297,14.81561,14.81565,0.1114592
1237654653635985662,14.02236,16.94186,14.08869,14.08869,0.1235016
1237654653635920245,14.90708,17.39212,14.95673,14.85297,0.1140849
1237654653635919928,16.26857,17.15834,16.1898,16.2024,0.1128096
1237654652561654051,16.91763,17.8368,16.81036,16.83686,0.1149648
1237654652561653886,16.54053,17.61499,16.4691,16.47159,0.1151345
1237654652561653883,14.03839,16.3026,13.86426,13.88026,0.1146262
1237654652561653831,15.08542,16.65569,15.00291,15.00294,0.1152373
1237654628400169209,14.95955,16.78984,14.96846,14.96847,0.1101007
1237654605329137953,16.55143,18.74611,16.61609,16.47645,0.1278044
1237654605329137931,16.70825,18.00322,16.61463,16.6146,0.1223962
1237654605329137794,13.97618,16.06058,13.84,13.84,0.1248125
1237654605329072383,16.91671,19.34471,16.81179,16.81174,0.122802
1237654605329006744,14.44758,17.13498,14.21732,14.29522,0.1115231
1237654605329006658,14.51023,16.23235,14.43169,14.48306,0.1157475
1237654605329006635,15.42929,17.01005,15.32079,15.32081,0.1273684
1237654601570451467,15.31585,18.99,15.29335,15.23361,0.1041168
1237654601570451465,14.6824,17.94342,15.12348,15.22861,0.1044088
1237654601570451464,13.50965,16.76184,13.58813,13.62886,0.1044262
1237654601570386085,15.17891,16.66322,15.03456,15.05098,0.1071098
1237654601568682193,15.85544,18.29906,15.83697,15.79351,0.06759015
1237654601568682162,14.66569,16.5443,14.52718,14.5951,0.06729945
1237654601034235941,14.1084,16.29048,14.15124,14.15124,0.1200879
1237654601034170529,16.43785,17.89724,16.49459,16.34718,0.1113563
1237654601034170430,15.40206,17.48064,15.19747,15.25496,0.1156922
1237654601026175190,15.00898,17.07317,14.88232,14.88231,0.08607893
1237654601026175095,16.31711,18.00217,16.94663,16.98807,0.08240186
1237654601026175091,14.10629,15.65528,14.02134,14.02133,0.08226566
1237654601026175068,14.58536,17.41358,14.34735,14.45359,0.08487242
1237654599953481746,15.41259,17.41397,15.43696,15.42763,0.0541169
1237654599953416329,15.83391,18.10217,15.73367,15.73367,0.05709963
1237654399699124247,14.28697,16.24263,14.18434,14.18435,0.03743576
1237654399699058749,15.36603,16.8204,15.23983,15.25488,0.0322978
1237654399689621625,16.99455,18.59978,17.01273,16.95807,0.02171142
1237654399689556171,14.54117,16.78533,14.58842,14.58826,0.02252483
1237654399689556113,17.10563,19.08505,17.12661,17.06344,0.02246322
1237655109454266500,16.4121,18.30458,16.38473,16.32677,0.05445044
1237655109454266372,15.2313,16.67054,15.15651,15.15651,0.0519027
1237655108913594468,15.70209,17.08495,15.54356,15.61446,0.04721377
1237655108913594378,14.38167,16.28039,14.27368,14.27371,0.04872195
1237655108902584442,12.83599,15.72638,12.84402,12.84392,0.04490854
1237655108898980064,17.25664,19.43826,17.23489,17.19855,0.06464403
1237655108898979844,14.43503,17.06609,14.26789,14.3218,0.06460153
1237655108898914500,15.5287,17.28289,15.41993,15.41992,0.06478243
1237655108898914492,16.85693,19.00641,16.83251,16.77776,0.06587721
1237655106768207962,16.42778,17.68474,16.28743,16.34835,0.03208186
1237654953203531789,13.24102,16.70967,13.22275,13.25294,0.03969768
1237654948913348733,15.67686,18.49213,15.63986,15.61353,0.02487607
1237654881812545849,16.25231,17.64541,16.30518,16.18348,0.07760277
1237654880207765798,15.27532,16.93105,15.15872,15.1587,0.1299269
1237654875361378383,16.21466,17.11827,16.18216,16.20112,0.04774871
1237654874824245357,16.01195,17.70025,16.04582,16.01135,0.03369395
1237654874824245338,14.92759,17.76984,14.94124,14.92101,0.03480545
1237654874824245265,14.09387,16.36929,14.08593,14.09692,0.03478312
1237654874824179773,14.72746,17.2324,14.74992,14.67183,0.03436049
1237654670272561322,15.66866,17.59129,15.76217,15.58655,0.07759269
1237654669739950159,15.59626,17.78404,15.62721,15.57576,0.1210458
1237654654179803317,15.9469,17.73707,15.8083,15.80829,0.04612124
1237654654179803289,15.57331,17.14284,15.48566,15.48568,0.0561874
1237654654179737747,13.10284,16.14198,12.93534,12.95472,0.06036535
1237654653642997820,12.63526,15.43864,12.66757,12.70195,0.04626092
1237654653642932418,14.98428,17.37189,14.74594,14.85491,0.03898302
