sample,group,n_members,objids_rank_order,dropped,drop_reason,z_group_mean,D_A_kpc,R_pair_rank1_rank2_kpc,R_pair_rank1_rank3_kpc,R_pair_rank1_rank4_kpc,R_pair_rank2_rank3_kpc,R_pair_rank2_rank4_kpc,R_pair_rank3_rank4_kpc,R_pair_med_kpc,R_pair_min_kpc,R_pair_max_kpc,compactness_score_neg_log10_Rmed
CG4,316,4,1237667733988573256;1237667733988573355;1237667733988573424;1237667733988638844,False,,0.034172918999999996,144948.431159799,80.88626628036624,231.4766097416382,207.9904184036645,312.2511506993989,140.081035618292,430.8663315951831,219.73351407265136,80.88626628036624,430.8663315951831,-2.3418963011935605
CG4,322,4,1237659131675213861;1237659131675148382;1237659131675148445;1237659131675148384,False,,0.037045656999999996,156591.92192704984,172.68492109999767,199.12129661991224,191.31827420795642,95.14494964556151,18.89352037846599,93.27489830203373,133.91493537277958,18.89352037846599,199.12129661991224,-2.1268290160580317
CG4,323,4,1237661950272471286;1237661950272471191;1237661950272471287;1237661950272471275,False,,0.0451653885,189066.7295347242,210.49467790237898,59.05849835641907,144.42372653892895,213.27784541024562,212.75698732473697,88.1934446809968,177.45920222065396,59.05849835641907,213.27784541024562,-2.2490985247883177
CG4,330,4,1237662198284157184;1237662198284157251;1237662198284157166;1237662264859689260,False,,0.0348531535,147712.8317672798,113.50397797136058,52.88851184214536,59.624594485737404,120.25338877310293,141.27316855175783,112.14856881008497,112.82627339072278,52.88851184214536,141.27316855175783,-2.052410243795936
CG4,333,4,1237665549969588378;1237665549969588377;1237665549969588379;1237665549969653903,False,,0.0403692565,169961.9222748853,17.37259913269714,15.784462447359306,89.74521478821701,31.675720537621785,89.54151874498822,83.45529522196985,57.56550787979582,15.784462447359306,89.74521478821701,-1.7601623406391878
CG4,337,4,1237659163880849535;1237659163880914976;1237659163880915172;1237659163880915192,False,,0.037835817,159780.30794653145,153.9865999977795,143.6659642282867,166.5464765979142,69.2055880902745,86.47676755705761,150.75436520548428,147.2101647168855,69.2055880902745,166.5464765979142,-2.167937798643071
CG4,341,4,1237662238560682244;1237662238560682037;1237662238560682220;1237662238560682390,False,,0.043852104999999995,183857.46225725763,166.23639058125917,150.1251466550072,102.08533258149761,255.97482619784472,268.26729451820256,157.32046586044845,161.7784282208538,102.08533258149761,268.26729451820256,-2.2089206116568127
CG4,354,4,1237662697036251250;1237662697036251461;1237662697036251506;1237662697036251443,False,,0.0324996035,138128.7827381113,73.8240659652121,248.9665104332737,55.140113931579286,319.22830051580434,84.28675668079616,280.7183341905873,166.62663355703492,55.140113931579286,319.22830051580434,-2.221744420134315
CG4,360,4,1237662306199666786;1237662306199666875;1237662306199666769;1237662306199667123,False,,0.031326994500000004,133333.22416538544,93.95627447495801,219.1822724504753,65.22496247142634,202.922104867297,84.32354229749583,264.7149601180277,148.4391896711275,65.22496247142634,264.7149601180277,-2.1715485748715824
CG4,368,4,1237665534931894451;1237665534931894452;1237665534931894453;1237665534931894732,False,,0.039404971250000004,166093.93631635344,37.67786122245952,27.2218243538816,88.79187098620639,38.293056563183974,88.43090350346506,61.85968481405375,50.076370688618866,27.2218243538816,88.79187098620639,-1.69963284562126
CG4,369,4,1237665535468765463;1237665535468765571;1237665535468765464;1237665535468765536,False,,0.038586114000000005,162802.19066282935,91.2934213659561,53.245710933153376,165.52766731569986,141.86807472060912,244.34079411709,114.8045442177854,128.33630946919726,53.245710933153376,244.34079411709,-2.1083495462516653
CG4,373,4,1237662504832270395;1237662504832270396;1237662300835807413;1237662300835807439,False,,0.03171492175,134921.22375863668,11.824819211382174,141.78763157580534,169.53271167255392,130.59270963249875,159.8435159610234,50.88390955581097,136.19017060415206,11.824819211382174,169.53271167255392,-2.134145763917268
CG4,374,4,1237668272452862078;1237668272452862530;1237668272452862219;1237668272452862569,False,,0.04198902775,176438.91506274947,124.5126980189392,246.08527504336294,167.22859753352205,125.15643472830736,60.13234188393274,82.78404861492473,124.83456637362329,60.13234188393274,246.08527504336294,-2.096334857035042
CG4,386,4,1237662225165516860;1237662225165451914;1237662225165517232;1237662225165517146,False,,0.036862638,155852.5470126048,161.44805863034287,203.60485984038385,84.82451322207322,191.1375847254337,136.70763754455413,256.4830075051425,176.2928216778883,84.82451322207322,256.4830075051425,-2.246234628980257
CG4,393,4,1237659329780121695;1237659324957327415;1237659329780121629;1237659324957262004,False,,0.03214184075,136667.1077741585,191.05796330575086,113.7259718861271,52.649417286338185,302.6861035467938,180.86927894757244,129.51939394676964,155.19433644717105,52.649417286338185,302.6861035467938,-2.190875868374351
CG4,394,4,1237655473969299672;1237655473969299673;1237655473969299957;1237655375185117425,False,,0.038377930750000004,161964.2667106957,3.5165456480244752,142.75490125977922,187.20434682260955,143.58768093071373,184.26479103790328,306.3917218989483,163.9262359843085,3.5165456480244752,306.3917218989483,-2.2146484668796007
CG4,405,4,1237662302453039177;1237662302452974056;1237662302452974098;1237662302453039694,False,,0.03071585725,130828.46238748437,249.2766178279738,231.86564126241888,43.03026896882479,30.634484232587152,220.0545239080159,199.43938358964945,209.74695374883268,30.634484232587152,249.2766178279738,-2.3216956620886786
Control4B,3,4,1237665531723317438;1237665567691833453;1237665549437698092;1237665567691833447,False,,0.0368543095,155818.89305463948,1010.4084676056469,616.3604039646001,1194.7777004904897,1323.064498339549,188.0789355504006,1506.1381298042338,1102.5930840480682,188.0789355504006,1506.1381298042338,-3.0424152640645445
Control4B,5,4,1237668293912690766;1237668294449233937;1237667915953274946;1237667915416731797,False,,0.021907234249999998,94309.01662675932,1443.921891971177,900.584357410113,695.8790778902132,580.8734472464837,2085.969178610308,1511.573158242521,1172.253124690645,580.8734472464837,2085.969178610308,-3.0690213990428736
Control4B,6,4,1237665535465619524;1237665372257583417;1237665535465619491;1237665372257255598,False,,0.0414298715,174205.88448667998,884.6780220764517,231.65581845582105,1568.7418754262603,869.1541702808976,2038.2239111251351,1374.2664753416568,1129.4722487090544,231.65581845582105,2038.2239111251351,-3.0528755647113757
Control4B,13,4,1237654879665586207;1237651737384976472;1237654879665586216;1237654879128584347,False,,0.028574881,122024.18376954645,1750.6725403082685,34.96637757633834,890.1412631738112,1744.3389159278433,913.2767148693058,875.8958697993828,901.7089890215585,34.96637757633834,1750.6725403082685,-2.955066399122744
Control4B,27,4,1237667254009200666;1237667211059658867;1237667254009266185;1237667254009200738,False,,0.03313555,140723.86925141563,573.7564697747135,356.54638902881777,189.60368792334071,405.82731963007905,384.9905862435253,272.5487759351215,370.7684876361715,189.60368792334071,573.7564697747135,-2.5691028154743707
Control4B,32,4,1237662237485564392;1237662263786209634;1237662263249272909;1237662263249272990,False,,0.034570115000000005,146563.1482168969,833.6975749771499,232.58246405449142,406.6047324728636,909.9831428422085,955.7734522972808,178.3119482150433,620.1511537250067,178.3119482150433,955.7734522972808,-2.7924975559949585
Control4B,33,4,1237667915955568662;1237667915955568663;1237667915955568770;1237667915955634275,False,,0.02374953325,102011.92826342188,33.06522626817654,202.1946713529423,191.08504594544885,213.13978417081842,221.52380216214337,301.1162775728462,207.66722776188035,33.06522626817654,301.1162775728462,-2.317367965359536
