idcg,ra_deg,dec_deg,r_obs,zcmb,iline,g_obs,objid,specObjID,z,SFR,sSFR,lgm,h_alpha_eqw,h_beta_eqw,oiii_5007_eqw,nii_6584_eqw,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,p_E,p_S,log_NII_Ha,log_OIII_Hb,is_AGN,morphology,sSFR_status,sSFR_raw
12,217.76009613,11.88963134,15.0406255,0.02739358,21368,15.4986984,1237662528994017307,403178025144838144,0.02777695,0.420523,-10.22496,10.60044,-19.03815,-3.859348,-1.417722,-6.754188,892.7068,147.3939,50.77303,319.1596,0.444000005722046,0.555999994277954,-0.44670093082644985,-0.4628464285902126,False,Spiral,Passive,-10.22496
13,215.61793425,40.31979524,12.7392004,0.0186453,29274,13.5551944,1237661872413605918,417725118098204672,0.01638954,-1.122679,-9.559543,8.371644,-32.88253,-7.281156,-12.36137,-2.726783,213.6183,68.80956,107.2301,18.18258,0.45100000500679,0.395000010728836,-1.0699829475131617,0.1926679302240568,False,Uncertain,Passive,-9.559543
13,215.75635544,40.3774276,12.7807712,0.01910575,29303,13.60339,1237661872413606089,421211939532728320,0.04365024,-0.3464182,-9.542655,9.139791,-33.62722,-9.394634,-12.0378,-5.424305,187.0058,63.97567,83.40285,34.11758,0.123999997973442,0.836000025272369,-0.7388768578533065,0.1151660485502062,False,Spiral,Passive,-9.542655
13,215.73550527,40.41714407,13.6816805,0.01892468,42953,14.346165,1237661872413606266,422253457777387520,0.04256098,-0.2478557,-10.2784,9.978597,-20.97929,-5.505002,-1.398989,-8.755575,362.2393,79.74736,21.66324,147.5898,0.103000000119209,0.824999988079071,-0.3899392217021169,-0.5659929036978186,False,Spiral,Passive,-10.2784
14,219.97295791,21.55325764,14.3267894,0.04047627,31124,15.1931667,1237667912217985078,425601745662535680,0.01029027,-1.655674,-9.784399,8.075988,-11.27181,-4.567149,-2.760727,-2.799578,59.90224,27.32822,17.61962,10.27671,0.630999982357025,0.215000003576279,-0.7655889615337932,-0.1906148074122529,False,Elliptical,Passive,-9.784399
14,219.98764309,21.56159313,15.1835246,0.04098148,27932,15.9998972,1237665567146115095,426775468335720448,0.04244752,-0.3536164,-9.916804,9.504172,-8.215918,-2.007375,-0.4025731,-0.6367745,49.31055,12.4912,11.49028,11.06489,0.152999997138977,0.750999987125397,-0.6489927457827344,-0.036273550131866755,False,Spiral,Passive,-9.916804
14,219.93115039,21.53924527,17.1700211,0.04052193,31123,17.6573382,1237667912217919745,426778491992696832,0.04221323,-0.04638528,-9.946572,9.858967,-29.40391,-6.154469,-1.88967,-11.08753,643.0222,151.0947,39.00236,242.6587,0.423000007867813,0.513999998569489,-0.4232301003547605,-0.5881583440960568,False,Spiral,Passive,-9.946572
14,219.99210044,21.59699563,15.03541,0.04065553,27933,16.0067585,1237665567146115211,426819448800831488,0.02477225,-1.017374,-9.999731,8.920349,-9.396594,0.9038175,-2.335606,1.307777,29.20123,-0.3532605,12.46645,-0.7546372,0.177000001072884,0.409000009298325,,,False,Uncertain,Passive,-9.999731
17,149.07210759,37.59002776,14.1816508,0.02377902,40865,14.9946038,1237661384384512054,440296712460855296,0.04303003,-0.1038666,-9.93519,9.786966,-9.61274,-2.681341,-0.8952068,-3.589653,50.58071,13.17727,4.756426,18.77886,0.0949999988079071,0.864000022411346,-0.43031569702448313,-0.44254470022254083,False,Spiral,Passive,-9.93519
18,239.15166262,41.88071063,14.0046334,0.03490815,41032,14.3055072,1237661386540253193,444770900168960000,0.04397736,-1.12843,-12.09367,10.92052,-0.2334443,-0.8113471,-0.2358821,-0.2271655,21.80338,50.88202,16.42575,3.27535,0.943000018596649,0.0570000000298023,-0.8232661089529295,-0.49103913575798047,False,Elliptical,Starforming,-12.09367
18,239.17351318,41.87960269,16.7704946,0.03469108,41034,17.1343413,1237661386540253199,444777497238726656,0.0431234,-2.012092,-11.82176,9.749371,-0.2166618,-0.5074021,0.5388728,0.06317621,3.298251,5.703914,-4.753146,-0.9513384,0.363000005483627,0.597000002861023,,,False,Spiral,Starforming,-11.82176
18,239.13743114,41.89813172,14.6896341,0.03597723,322128,15.2307303,1237661386540187877,444796188936398848,0.04390436,-1.885293,-11.73367,9.773776,-0.5528792,-0.7706877,-0.09661105,0.2405924,2.357848,-0.922555,-0.6665182,1.71024,0.75,0.219999998807907,-0.13945874489634436,,False,Elliptical,Starforming,-11.73367
18,239.15364908,41.90375089,16.3739854,0.03532544,41033,17.0984388,1237661386540253196,444800037227096064,0.04412945,-1.777839,-12.20485,10.39317,-0.3879587,-0.7587276,-0.04967331,-0.08419862,34.75031,43.60271,0.9801159,0.1320726,0.732999980449677,0.200000002980232,-2.4201459556826292,-1.6482360477961675,False,Elliptical,Starforming,-12.20485
19,239.94569703,2.71276284,12.9825681,0.03288222,42504,13.8552878,1237654880211107970,444873979384064000,0.01763613,-1.004762,-10.54792,9.493899,-6.405127,-1.778668,-1.151577,-3.11467,76.57317,25.85401,12.6215,33.71029,0.0740000009536743,0.888999998569489,-0.3563141378761895,-0.3114169408231018,False,Spiral,Passive,-10.54792
19,239.95703904,2.66722211,13.8218315,0.03369132,40290,14.6426036,1237651737930694670,445886080391079936,0.03712114,-0.385589,-9.315945,8.878454,-54.15414,-10.69103,-23.56964,-4.247989,261.4161,72.60969,165.2309,19.89736,0.0179999992251396,0.921999990940094,-1.1185368735979901,0.3570966858527579,False,Spiral,Passive,-9.315945
19,240.09839206,2.73786946,15.0799127,0.0330631,42507,15.8510467,1237654880211173600,445900648920147968,0.01934121,-0.8140622,-9.608112,8.756378,-25.73087,-5.866598,-7.439285,-3.900022,174.262,44.40427,53.24994,28.47434,0.0,0.966000020503998,-0.7867490276534292,0.07889438804927004,False,Spiral,Passive,-9.608112
20,145.99706738,42.63286715,15.7672565,0.01911745,132358,16.4772607,1237658204499411196,447104338905556992,0.03270569,-0.6612958,-10.0014,9.279274,-14.36424,-2.990987,-2.03539,-3.77504,41.61986,10.92971,5.98942,10.16002,0.0,0.89300000667572,-0.612406052150066,-0.2612238704205492,False,Spiral,Passive,-10.0014
20,146.0869852,42.61925195,15.8451569,0.01855911,132359,16.2092197,1237658204499476594,447136224742762496,0.01891766,-1.044909,-9.802157,8.685523,-13.38264,-3.23142,-3.236668,-2.988569,188.564,58.28194,52.03541,42.86869,0.540000021457672,0.34799998998642,-0.6433185699296105,-0.04923501864246152,False,Elliptical,Passive,-9.802157
22,176.66659803,35.76871827,14.4948436,0.03691184,49765,15.3231553,1237665129614737544,449269002808616960,0.01840219,-1.477895,-10.64222,9.111556,-0.00464869,0.1660062,-0.1077112,-0.2904137,-0.005443784,2.522292,3.292285,0.7205148,0.259999990463257,0.700999975204468,,0.11570206088061576,False,Spiral,Starforming,-10.64222
22,176.63256889,35.72858235,15.4014903,0.03681962,49763,15.8098442,1237665129614737447,452618114824169472,0.02712056,-0.6970587,-9.034493,8.284424,-110.6065,-24.85765,-97.38127,-6.715252,811.5061,253.0962,1004.138,46.42075,0.096000000834465,0.671999990940094,-1.2425796358323768,0.5985077778835359,False,Spiral,Passive,-9.034493
22,176.60171489,35.72839372,15.4672197,0.03682365,49762,15.9416556,1237665129614737412,452714871847413760,0.03924633,0.06876715,-9.591471,9.593895,0.357674,-13.27472,-10.7435,0.3524941,0.0,291.6378,233.0334,0.0,0.351000010967255,0.446999996900558,,-0.09742564177697646,False,Uncertain,Passive,-9.591471
22,176.58432341,35.72179386,15.2503665,0.03672637,422315,15.8201055,1237665129614671905,453759684080330752,0.04329394,0.4124415,-9.848816,10.21063,-45.27925,-10.12224,-3.254468,-18.65761,2230.135,605.9532,176.8782,922.8668,0.768999993801117,0.0,-0.38319213103574656,-0.5347647732994659,False,Elliptical,Passive,-9.848816
23,157.58432108,21.22109707,13.8441121,0.04340272,54207,14.6846155,1237667536399761464,453899322057058304,0.02640918,-0.6668576,-9.901515,9.186352,-6.401873,-1.385912,-2.582018,-1.10146,56.80409,14.85344,21.6971,9.36007,0.164000004529953,0.797999978065491,-0.7831005101914924,0.1645746443690821,False,Spiral,Passive,-9.901515
23,157.55794851,21.21990839,15.4473553,0.04376412,54208,16.3365509,1237667536399761571,454865242032203776,0.04313659,0.1441965,-9.503348,9.590433,-57.76661,-13.10033,-8.581269,-17.90372,425.4726,123.0315,81.67867,106.2885,0.0189999993890524,0.814000010490417,-0.6023853191002296,-0.1779076615775944,False,Spiral,Passive,-9.503348
23,157.55569899,21.1817414,16.7696635,0.04251937,532074,17.2211998,1237667783897383027,454984813921724416,0.04124919,-0.5697113,-10.689,10.06544,-26.03326,-6.308322,-3.542569,-6.921662,167.2172,37.749,18.33388,46.11059,0.0379999987781048,0.925999999046326,-0.5594802678376802,-0.31365106686990174,False,Spiral,Passive,-10.689
23,157.60289131,21.16120167,16.2383645,0.04375577,532075,16.9756389,1237667783897383104,455017799270557696,0.04105189,-0.02358477,-9.87,9.790863,-43.57912,-10.12319,-11.82252,-8.459622,583.533,145.2756,171.8136,116.8698,0.12899999320507,0.828999996185303,-0.6983631204986086,0.0728648598884995,False,Spiral,Passive,-9.87
24,246.96413738,36.15558289,14.1332411,0.03195663,61612,14.9207882,1237661387080728960,460524429370222592,0.0219184,0.2273249,-10.11319,10.29369,-49.26506,-10.08033,-1.703213,-17.62334,2779.374,661.6529,92.77477,992.0484,0.0329999998211861,0.950999975204468,-0.44741412953167103,-0.8532003339817615,False,Spiral,Passive,-10.11319
24,247.00506975,36.15417594,16.3863274,0.03178463,61611,17.0583831,1237661387080728728,460536249120221184,0.02169988,0.1754151,-10.6037,10.73264,-15.55061,-3.667144,-1.29953,-7.194366,2275.672,557.9153,172.1281,1067.817,0.0489999987185001,0.737999975681305,-0.32861283527001967,-0.5107164965453027,False,Spiral,Passive,-10.6037
24,246.90515152,36.14532995,15.9789337,0.031725,61011,16.4759902,1237659162277642634,460575006905100288,0.04336918,0.674225,-9.024648,9.577905,-27.6913,-6.122563,-1.024255,-9.130774,690.043,171.7198,29.39844,224.3268,0.358000010251999,0.0689999982714653,-0.4879949934032283,-0.7664960883863399,False,Uncertain,Passive,-9.024648
25,174.5315321,11.23312576,15.6355702,0.03668456,62040,16.2463312,1237661811196625002,303997404921751552,0.04087288,-1.636075,-11.23305,9.548527,-0.633289,-0.2777238,0.1992846,-0.1479129,9.339065,2.775009,1.39594,3.125834,0.247999995946884,0.397000014781952,-0.47533748737941695,-0.2983976440449992,False,Uncertain,Starforming,-11.23305
25,174.44187394,11.22809891,15.8378847,0.0367179,62037,16.5551742,1237661811196559464,304000153700820992,0.03341235,-1.252001,-12.13105,10.81882,-0.2472451,-0.4197719,-0.2663574,-0.1015732,75.77054,57.469,22.25741,-30.20256,0.967999994754791,0.0320000015199184,,-0.4119590142379193,False,Elliptical,Starforming,-12.13105
27,176.03875599,33.48227023,14.7720826,0.03240714,64887,15.5595751,1237665126930055448,309762694158772224,0.02618548,-0.4735987,-9.796428,9.276217,-12.05993,-3.205564,-1.503747,-3.011109,88.88803,25.4473,11.00235,21.50504,0.158000007271767,0.842000007629395,-0.6163030264706812,-0.36415625342208746,False,Spiral,Passive,-9.796428
27,176.01803787,33.54276129,15.4794706,0.0327742,415299,16.156945,1237665126930055406,313002954758055936,0.01326556,-0.6862811,-9.598612,8.849967,-12.49251,-3.477829,-3.274706,-2.837335,323.3162,100.6758,106.543,72.44047,0.135000005364418,0.667999982833862,-0.6496462064154391,0.024599832003994414,False,Spiral,Passive,-9.598612
28,176.10740373,33.35507716,13.3880307,0.03199613,65367,14.2121395,1237665370120847454,316450743546570752,0.0241823,-0.6858888,-9.325382,8.568827,-45.26707,-9.701221,-18.93926,-3.03425,166.768,46.39161,94.58975,12.74958,0.0570000000298023,0.943000018596649,-1.1166168420591887,0.30940463285668457,False,Spiral,Passive,-9.325382
28,176.13352766,33.36762477,15.4245634,0.03340791,65368,16.1883637,1237665370120847519,323245182512293888,0.02059191,-0.9932718,-10.21063,9.175687,-13.17223,-3.485416,-1.750792,-4.56482,152.75,39.3596,17.96081,53.49745,0.460999995470047,0.538999974727631,-0.455648137404059,-0.34072475750759573,False,Spiral,Passive,-10.21063
28,176.07136469,33.3513792,15.0814452,0.03315158,65365,15.6301143,1237665370120782013,325419741080479744,0.04050918,-0.1347369,-9.420797,9.230914,-57.83257,-11.45691,-22.9254,-7.063221,545.1191,157.2134,321.9659,63.01335,0.151999995112419,0.662999987602234,-0.9370588304244951,0.31132031706624136,False,Spiral,Passive,-9.420797
28,176.1870482,33.32095748,14.4742485,0.03199852,65366,15.1371904,1237665370120847399,325541511993255936,0.02318845,0.03486855,-10.05732,10.0412,-31.51016,-7.058142,-1.587573,-10.15942,720.3513,174.3181,30.15532,229.0939,0.0,1.0,-0.49753081872734356,-0.7619785421762229,False,Spiral,Passive,-10.05732
30,143.81351567,24.58752421,14.5344349,0.06233044,66257,15.2832014,1237667212660834458,342436876151449600,0.04018329,-0.04376542,-10.4443,10.33565,-0.4328898,-0.4825832,-0.3404973,-0.1560806,29.91563,23.58317,10.13674,6.96386,0.88400000333786,0.0469999983906746,-0.6330481216131392,-0.36670387433149315,False,Elliptical,Passive,-10.4443
32,158.94244284,21.04814465,13.6665164,0.02466932,68795,14.3170029,1237667736108859437,376111625217796096,0.02637503,-0.9756334,-9.831965,8.797211,-34.0643,-8.746455,-13.3127,-5.164254,417.3299,130.6042,207.5606,66.70022,0.465999990701675,0.333000004291534,-0.7963522349003636,0.20118777414354877,False,Uncertain,Passive,-9.831965
32,158.93253699,21.05724932,16.6447249,0.02324258,530732,17.1461731,1237667736108859567,377303495939745792,0.02305274,-0.7431754,-10.34557,9.563823,-10.35516,-3.33004,-1.361818,-4.685274,164.8515,43.16628,20.57788,67.9066,0.0810000002384186,0.919000029563904,-0.38518091676516397,-0.321743993171161,False,Spiral,Passive,-10.34557
32,158.91531236,21.07365961,16.2756208,0.02345905,530731,16.5163931,1237667736108859557,380601750811338752,0.01847922,-0.7484163,-10.07162,9.276113,-25.15503,-6.115482,-1.940542,-7.947262,573.2152,157.94,51.6363,187.4365,0.476000010967255,0.381000012159348,-0.4854635320167343,-0.485537018346653,False,Uncertain,Passive,-10.07162
32,158.96283253,21.0790248,14.7303151,0.02408408,530729,15.0469061,1237667736108859474,386285951015479296,0.02900963,-0.8994054,-9.84691,8.885729,-13.19684,-2.797686,-3.2815,-0.9016429,39.87194,12.5244,12.98824,4.9882,0.0390000008046627,0.860000014305115,-0.902723509080283,0.015793375517055785,False,Spiral,Passive,-9.84691
34,171.94182952,36.09939754,15.474884,0.03517823,22359,15.9861679,1237664337177542740,404267366340388864,0.03084254,-0.01537459,-9.86126,9.786295,-24.12003,-3.765908,-1.650132,-7.531192,202.4368,35.21537,15.07323,58.79078,0.0359999984502792,0.96399998664856,-0.536980241443239,-0.3685259297586157,False,Spiral,Passive,-9.86126
35,172.34788106,36.6420294,17.2234566,0.06110878,540075,17.9953258,1237664818746884214,429077296297568256,0.0248903,-0.8742946,-11.53986,10.62659,-14.10904,-2.9725,-0.8676224,-5.181974,298.1208,73.50124,16.38265,106.6729,0.061999998986721,0.688000023365021,-0.4463381760360649,-0.6519105128365217,False,Spiral,Starforming,-11.53986
36,226.12252385,17.69229595,14.1940727,0.0386044,76160,14.9990744,1237667735599579273,430164988259231744,0.02782229,0.8141026,-9.849523,10.61632,-58.37395,-11.84569,-2.568723,-22.75531,2643.914,441.8605,94.45156,1032.046,0.19200000166893,0.808000028133392,-0.4085482695680906,-0.6700760443600078,False,Spiral,Passive,-9.849523
36,226.12661788,17.70639733,17.0216741,0.03805103,453196,17.7157865,1237667735599579276,430181206055741440,0.02713145,-0.3396549,-10.06481,9.66177,-4.387363,-0.4197724,-0.7546533,-1.561967,62.40537,16.95394,5.601643,25.52002,0.0900000035762787,0.857999980449677,-0.38834095205006597,-0.4809552146388308,False,Spiral,Passive,-10.06481
36,226.12530724,17.67080091,14.612141,0.03873889,453195,15.2384942,1237667735599579274,430219688962713600,0.0298672,-1.487847,-10.69087,9.094116,-12.28811,-4.443129,-5.267878,-2.687591,57.44585,24.79614,28.65715,9.7033,0.0379999987781048,0.890999972820282,-0.7723392010705918,0.06284891718849814,False,Spiral,Starforming,-10.69087
36,226.15676345,17.68659029,15.0763379,0.03879734,453197,15.7970128,1237667735599579345,430221887985969152,0.03033353,-0.3769824,-9.731141,9.286696,-45.82859,-11.47736,-11.53837,-9.705255,484.7986,145.3108,154.2608,99.86494,0.145999997854233,0.764999985694885,-0.6861483115926618,0.025957685531483404,False,Spiral,Passive,-9.731141
37,168.74876205,4.08107608,16.1365688,0.04027497,150783,16.961668,1237655124465484022,432388200854480896,0.04181943,0.7016042,-9.933664,10.5759,-35.08117,-6.631566,-1.461478,-16.95192,1027.025,182.8795,34.73502,500.3173,0.275999993085861,0.638999998569489,-0.3123354951865141,-0.7213974724021304,False,Spiral,Passive,-9.933664
37,168.7228314,4.09382528,15.3511985,0.04080276,84017,16.1796849,1237655124465483999,434745553230784512,0.03750025,-0.5252026,-9.60494,9.023129,-14.5721,-2.008699,-5.162168,-0.8793361,38.65058,9.604115,12.20879,0.8747407,0.0719999969005585,0.892000019550323,-1.6452766815505582,0.10421527194728161,False,Spiral,Passive,-9.60494
38,187.78487728,0.61370622,13.1812642,0.0242373,84897,14.0433145,1237648705115848765,434760946393573376,0.0236521,-0.7912021,-9.465773,8.608765,-71.93766,-19.06812,-37.25312,-7.403265,168.7805,61.63275,130.9898,17.77455,0.0430000014603138,0.360000014305115,-0.9775236546510635,0.3274259330365161,False,Uncertain,Passive,-9.465773
38,187.79602641,0.60622647,14.7002898,0.0242413,96274,15.5446761,1237648705115848766,436880255139997696,0.03878711,-0.6873873,-9.809375,9.051433,-14.91073,-6.018795,-5.904724,-4.884318,60.71016,24.26944,30.09776,10.21823,0.170000001788139,0.529999971389771,-0.7738857035460861,0.09347441938938675,False,Spiral,Passive,-9.809375
38,187.69793095,0.63580068,15.8682066,0.02514441,103112,16.6161274,1237648722307842148,444739564087568384,0.01762953,-1.15625,-9.696563,8.472289,-11.57672,-3.361573,-3.751268,-1.520064,67.27086,20.79816,23.01847,8.757318,0.204999998211861,0.712000012397766,-0.8854558594922162,0.04405153850482212,False,Spiral,Passive,-9.696563
39,227.418529,1.38622261,14.3857121,0.0289277,87395,15.0629576,1237651735777706302,444872604994529280,0.04488349,0.6707652,-10.21792,10.84231,-21.64313,-4.877144,-0.7943243,-6.143991,353.9195,81.95282,12.50978,99.00513,0.0,1.0,-0.5532467933742831,-0.8163142301017554,False,Spiral,Passive,-10.21792
39,227.43250573,1.38995393,15.2142251,0.02888642,112627,16.0779784,1237651735777706127,444881401087551488,0.04477709,0.01651658,-9.577876,9.539955,-38.9081,-9.563732,-9.987227,-6.907214,265.2122,85.16405,85.02881,50.60595,0.0,0.89300000667572,-0.7193919160673061,-0.0006902051953860994,False,Spiral,Passive,-9.577876
40,130.54890258,52.77305824,13.4223546,0.04509005,87863,14.3617403,1237651192431902873,445947378164328448,0.04200241,-0.4466857,-10.2156,9.712189,-9.31395,-2.231102,-0.6410357,-2.860338,88.74508,22.68413,10.20149,28.31301,0.194999992847443,0.717999994754791,-0.4961582429023594,-0.34705851932478377,False,Spiral,Passive,-10.2156
40,130.60851046,52.78318019,15.9302467,0.04582264,87865,16.7675156,1237651192431902942,445973766443395072,0.04353213,-1.140956,-11.521,10.32166,-0.2936136,-0.3958526,-0.0612255,-0.06027191,6.029735,6.901067,0.2546317,-1.231706,0.91100001335144,0.0689999982714653,,-1.433003774298903,False,Elliptical,Starforming,-11.521
40,130.57958626,52.81988717,16.1501563,0.04572714,87866,16.5699978,1237651192431902951,447002084324173824,0.03701578,0.04652796,-9.70281,9.697958,-8.599945,-1.198244,-0.9802406,-2.930821,87.80199,25.07442,9.971718,30.82508,0.0,1.0,-0.45460014675423976,-0.4004609079152727,False,Spiral,Passive,-9.70281
45,205.3065909,30.39096029,16.7337605,0.0407452,542737,16.973257,1237665226239312068,459396604479170560,0.04454527,-1.569352,-11.32982,9.690906,0.3181934,1.673815,-0.3957931,0.3167015,-8.875338,-30.99959,2.611817,0.7848049,0.433999985456467,0.462000012397766,,,False,Uncertain,Starforming,-11.32982
