sample,group_uid,objid,specObjID,rank_M,z,M_r,lgm,morphology,sSFR_status,sigma,sigma_err,SN,usable,valid_core,valid_core_sub,spec_choice,loss_reason,Mgb,Mgb_err,Fe5270,Fe5335,MgFe,MgFe_err,D4000n,HdA_sub,Hb_sub
Control4B,Lim:2052,1237667142330548459,2579468909602170880,4,0.033899442,-20.555308,10.31715,Elliptical,Quenched,101.0455,3.407263,34.44829,1,1,1,csv_specobjid_with_mpa,ok,3.938129,0.2799644,3.350091,3.136805,3.5997090355761645,0.1772766806480093,1.766125,-0.7125596,1.94038
Control4B,Lim:2055,1237651272962277503,504482080101525504,2,0.026680913,-21.394734,10.74185,Spiral,Quenched,131.2167,4.969555,35.13444,1,1,1,csv_specobjid_with_mpa,ok,3.173013,0.2789691,2.342497,2.535525,2.757583712673637,0.179530055459903,1.525538,2.114776,3.25591
Control4B,Lim:2055,1237660936090681416,502299274625705984,3,0.024517297,-20.950829,10.45256,Elliptical,Quenched,154.311,2.704826,55.03687,1,1,1,csv_specobjid_with_mpa,ok,3.670656,0.1679879,3.054094,2.668933,3.288565990776454,0.107248137120516,1.836983,-1.442257,1.914602
Control4B,Lim:2055,1237651272962211932,502297900236171264,4,0.025260262,-20.905428,10.55095,Elliptical,Quenched,138.9007,2.86349,49.00224,1,1,1,csv_specobjid_with_mpa,ok,3.966728,0.1897928,3.222836,2.996201,3.5401121406714786,0.1205558337708316,1.926269,-2.480909,1.885855
Control4B,Lim:2057,1237657242432897038,936798239305263104,2,0.032802078,-21.940948,11.00815,Elliptical,Quenched,224.222,4.384948,44.37374,1,1,1,csv_specobjid_with_mpa,ok,4.526402,0.2054978,2.87406,2.424008,3.5268623981815455,0.1372211313478566,1.930733,-2.2652,1.528193
Control4B,Lim:2057,1237657242432962703,936790267845961728,3,0.033119109,-20.699624,10.43123,Elliptical,Starforming,100.276,5.226568,26.79081,1,1,1,csv_specobjid_with_mpa,ok,3.629651,0.3582985,2.706572,2.453489,3.093008719102285,0.2271695787843483,1.593431,1.007554,2.572839
Control4B,Lim:2057,1237657400808833194,936780372241311744,4,0.032483491,-20.556127,10.07221,Spiral,Starforming,63.63861,5.891139,23.72483,1,1,1,csv_specobjid_with_mpa,ok,2.573204,0.4133336,2.11806,2.363889,2.372197198959749,0.2587737628933192,1.431806,2.438885,3.1635
Control4B,Lim:2064,1237662264862441723,1941110602889979904,2,0.038064657,-21.46759,10.6284,Spiral,Starforming,81.39574,6.72088,18.44195,1,1,1,csv_specobjid_with_mpa,ok,3.282845,0.5289173,3.045875,3.133267,3.1748174661926942,0.3325784594953146,1.849362,-1.158852,1.26491
Control4B,Lim:2064,1237662264862376390,1941108128988817408,3,0.03805255,-21.172225,10.65192,Elliptical,Starforming,184.2125,5.549696,33.83955,1,1,1,csv_specobjid_with_mpa,ok,3.983138,0.2762519,2.522959,2.559232,3.176436425847481,0.1819985461931838,1.7009,-0.571399,1.891935
Control4B,Lim:2064,1237662264862441759,1941088887535331328,4,0.037237542,-21.093649,10.56236,Elliptical,Quenched,162.7193,5.290688,32.24902,1,1,1,csv_specobjid_with_mpa,ok,4.176757,0.3036081,2.996523,2.503202,3.455258814142848,0.1925586695932351,1.87085,-0.9876053,1.94679
Control4B,Lim:2065,1237658425172164755,1825252305906198528,2,0.036383368,-21.256897,10.31748,Elliptical,NosSFR,182.4794,4.103572,38.27197,1,1,1,csv_specobjid_with_mpa,ok,5.159827,0.2394886,2.876584,2.960672,3.868353921262283,0.1603139729589192,1.96781,-3.168205,1.98469
Control4B,Lim:2065,1237658491204665353,1380357729704503296,3,0.037039594,-20.983145,10.32369,Spiral,Starforming,86.92622,9.111375,22.54305,1,1,1,csv_specobjid_with_mpa,ok,1.966827,0.4281136,0.9359067,1.367761,1.4417328886748086,0.2896704347529895,1.213798,3.800884,3.551442
Control4B,Lim:2065,1237660612903305331,1381556472239908864,4,0.036211365,-20.825899,10.3401,Spiral,Starforming,85.7778,6.87026,17.07348,1,1,1,csv_specobjid_with_mpa,ok,3.561105,0.5740557,2.326219,2.970278,2.9876591832151136,0.3613449727369883,1.783409,0.48518,2.526829
Control4B,Lim:2067,1237661385998401730,1497533784864614400,2,0.02600016,-19.996706,10.07869,Spiral,Quenched,67.80436,5.491849,22.3169,1,1,1,csv_specobjid_with_mpa,ok,3.417436,0.4329337,3.171133,2.810937,3.2392096223153453,0.2721711911586442,1.798925,-0.5264841,2.596345
Control4B,Lim:2067,1237659161195249868,1181225179083204608,3,0.027127856,-19.905221,9.836985,Spiral,Starforming,13.05457,18.01395,13.61952,1,1,1,csv_specobjid_with_mpa,ok,2.159756,0.7225433,2.059916,0.09008705,1.8049094077681191,0.4538908822168067,1.288935,4.133015,4.68718
Control4B,Lim:2067,1237659161195249691,1497532685352986624,4,0.025123015,-19.795988,9.661281,Spiral,Starforming,52.71299,15.17594,14.10802,1,1,1,csv_specobjid_with_mpa,ok,1.850269,0.6896075,2.299103,1.419507,1.948913037961489,0.4459811633347359,1.308806,3.364296,3.82628
Control4B,Lim:2068,1237660343935041725,1366900531963914240,2,0.027817159,-20.87949,10.51304,Spiral,Quenched,122.2868,3.966327,33.61615,1,1,1,csv_specobjid_with_mpa,ok,4.297693,0.2758341,3.581676,2.641109,3.7763883240640546,0.1774626271972648,1.899783,-1.552866,2.002244
Control4B,Lim:2068,1237660635989737560,1366914000981354496,3,0.028384226,-20.621412,10.41265,Spiral,Quenched,125.441,4.433001,36.07418,1,1,1,csv_specobjid_with_mpa,ok,3.161312,0.2661489,2.990357,2.618212,3.0206027314423194,0.1696580538400747,1.774497,-0.5675802,2.301376
Control4B,Lim:2068,1237660635452801172,1365882937995716608,4,0.028972432,-19.903301,9.714193,Spiral,Starforming,43.21815,14.8942,13.04849,1,1,1,csv_specobjid_with_mpa,ok,2.446748,0.7294888,2.475763,1.649292,2.343365446138899,0.4669168723948825,1.474782,2.305062,3.04256
Control4B,Lim:2070,1237667112257650761,2574983451765663744,2,0.039370282,-21.521673,10.7314,Spiral,Starforming,134.0945,4.209131,35.66002,1,1,1,csv_specobjid_with_mpa,ok,3.842394,0.2664125,2.706959,2.82583,3.2448563605581557,0.1707055598389993,1.815123,-2.079868,2.17006
Control4B,Lim:2070,1237667141792170001,2574984001521477632,3,0.037251911,-20.828393,10.38834,Spiral,Starforming,80.38837,8.224074,28.06328,1,1,1,csv_specobjid_with_mpa,ok,1.849218,0.3347052,1.565305,0.6238523,1.5514908389588358,0.2169022224121534,1.146532,4.208873,3.114554
Control4B,Lim:2070,1237667141792039082,2574998020294731776,4,0.037585301,-20.545202,10.462,NoGZ,Quenched,143.2594,4.466086,34.67562,1,1,1,csv_specobjid_with_mpa,ok,4.409262,0.2736106,3.112381,2.136306,3.538113559364651,0.1772559647196311,1.881558,-2.461882,1.963577
Control4B,Lim:2071,1237665026510946431,2376942711912556544,2,0.036179743,-21.989688,10.82467,Spiral,Quenched,114.9159,3.901264,32.79222,1,1,1,csv_specobjid_with_mpa,ok,4.069927,0.2771625,3.120186,2.678038,3.492143528425932,0.1780803212849988,1.866912,-1.853959,2.339711
Control4B,Lim:2071,1237665026510946313,2376778609802110976,3,0.034914115,-21.006242,10.5795,Elliptical,Quenched,187.0981,4.978448,34.57258,1,1,1,csv_specobjid_with_mpa,ok,4.38469,0.2663259,2.625707,2.480473,3.366690589724752,0.1766894690100445,1.8893,-2.558619,1.328543
Control4B,Lim:2071,1237665026510815411,2379097204963960832,4,0.034916758,-20.84909,10.36074,Spiral,Starforming,109.9428,4.931108,30.00862,1,1,1,csv_specobjid_with_mpa,ok,2.955034,0.3223469,2.41755,2.280587,2.6515312475270285,0.2049967418189637,1.502163,2.718395,2.814783
Control4B,Lim:2072,1237662303503974501,1170948043411843072,2,0.032715277,-20.706807,10.4375,Spiral,Quenched,108.7005,6.963584,20.50557,1,1,1,csv_specobjid_with_mpa,ok,3.202404,0.505436,2.641903,2.694134,2.9167233102477716,0.3140004681771646,1.673079,0.03028064,2.457222
Control4B,Lim:2072,1237662303503909059,1876976632200194048,3,0.033352744,-20.094857,10.09428,Spiral,Starforming,79.44693,12.14196,16.84586,1,1,1,csv_specobjid_with_mpa,ok,1.512775,0.6111627,1.793256,1.911574,1.6622002373017517,0.3961905328977696,1.257516,4.363611,3.042637
Control4B,Lim:2072,1237658916386242683,1172142937706883072,4,0.033532188,-19.947914,9.798622,Spiral,Starforming,51.32225,18.75938,10.15325,1,1,1,csv_specobjid_with_mpa,ok,3.009268,0.9677186,2.254937,1.9433,2.5540411049228475,0.6073737935320195,1.352753,2.327714,3.595116
Control4B,Lim:2073,1237668289622966353,2791236231218882560,2,0.031333432,-21.010023,10.74738,Spiral,Starforming,124.4836,5.241895,29.61705,1,1,1,csv_specobjid_with_mpa,ok,2.956806,0.3379982,2.756794,3.106222,2.905270807672675,0.2138812925866332,1.713419,-0.2778632,2.489043
Control4B,Lim:2073,1237668289086095483,2791236780974696448,3,0.031670935,-20.833015,9.972075,Spiral,Starforming,72.7773,10.34564,17.93335,1,1,1,csv_specobjid_with_mpa,ok,2.005022,0.5350322,1.900017,1.062465,1.8273940552748005,0.3388853765830419,1.327562,4.698544,3.908205
Control4B,Lim:2073,1237668289086160914,2791235406585161728,4,0.03181924,-20.629101,9.858026,Spiral,Starforming,42.42383,9.917726,22.79114,1,1,1,csv_specobjid_with_mpa,ok,1.798425,0.415689,1.499568,1.668302,1.6678813221287658,0.2664822413461685,1.2189,6.00692,4.567414
Control4B,Lim:2074,1237651250439979238,700365026975836160,2,0.044230301,-21.409294,10.82215,Elliptical,Quenched,190.1837,5.387747,34.22192,1,1,1,csv_specobjid_with_mpa,ok,4.295892,0.264865,2.83163,2.290372,3.3931290291649567,0.175108514559119,1.851598,-1.976964,1.943506
Control4B,Lim:2074,1237651250439979082,700357330394441728,3,0.044194863,-20.953324,10.62069,Elliptical,Quenched,123.2155,4.96099,25.61661,1,1,1,csv_specobjid_with_mpa,ok,3.680937,0.3633279,3.735975,3.226933,3.636927024221943,0.2314156089428825,1.783783,-1.711701,2.449975
Control4B,Lim:2074,1237651250439979263,7115727101928691712,4,0.044019384,-20.628089,,NoGZ,NosSFR,82.61369,3.825973,,0,0,0,other_no_mpa,no_MPA_result(BOSS/not-run),,,,,,,,,
Control4B,Lim:2077,1237665442070659095,2443348273273006080,2,0.036283608,-21.867125,10.78617,Spiral,Quenched,155.7738,2.706671,53.98799,1,1,1,csv_specobjid_with_mpa,ok,3.534895,0.1714657,3.02499,2.650485,3.212841108348964,0.1104319472674264,1.767873,-0.2559091,2.531211
Control4B,Lim:2077,1237665429181497364,2445499748606568448,3,0.036161575,-21.13019,10.28464,Spiral,Starforming,96.35521,6.985967,50.61752,1,1,1,csv_specobjid_with_mpa,ok,0.7627717,0.1916673,0.9506172,1.166027,0.8781288501747251,0.1298311362332705,1.061136,2.111581,1.108023
Control4B,Lim:2077,1237665442070659313,2445500023484475392,4,0.035925216,-20.776897,10.39725,Spiral,Starforming,85.39713,7.959706,20.20099,1,1,1,csv_specobjid_with_mpa,ok,3.440142,0.5043358,2.451653,1.916618,2.8140126989291283,0.3180173391005068,1.555924,2.66186,2.779658
Control4B,Lim:2078,1237667322176471252,2492823271506995200,2,0.041573759,-20.719819,10.34683,Spiral,Starforming,105.0571,7.364714,23.12736,1,1,1,csv_specobjid_with_mpa,ok,3.061966,0.4214956,1.971836,1.887516,2.4424174493936124,0.2810837835533027,1.510621,2.511054,3.2027
Control4B,Lim:2078,1237667429568020621,2492822721751181312,3,0.041148485,-20.266466,10.14448,NoGZ,Starforming,72.89075,14.26271,15.38411,1,1,1,csv_specobjid_with_mpa,ok,2.537355,0.6244752,1.91372,1.69404,2.1678822130383377,0.4102649658380747,1.299509,5.713534,3.660306
Control4B,Lim:2078,1237667429568086113,2490510448714082304,4,0.041115673,-19.966533,10.33145,Spiral,Starforming,68.07009,13.0232,11.12083,0,0,0,csv_specobjid_with_mpa,core_index_missing_or_zeroed,3.248765,0.888742,1.522286,,,,1.452193,4.545753,2.630295
Control4B,Lim:2079,1237651752919040182,532575427311462400,2,0.018723292,-20.634109,10.42299,Elliptical,Quenched,165.3275,2.324341,69.49725,1,1,1,csv_specobjid_with_mpa,ok,4.682323,0.1322144,3.044855,2.442301,3.6697433031945494,0.0879293868768024,1.900862,-1.45021,2.031269
Control4B,Lim:2079,1237651752919040221,532573228288206848,3,0.018370269,-20.017358,10.05882,Spiral,Quenched,106.8269,2.003072,62.17896,0,0,0,csv_specobjid_with_mpa,core_index_missing_or_zeroed,3.576468,0.151724,3.121061,2.870183,3.303201900225731,0.0966375478317434,1.766948,,2.215552
Control4B,Lim:2079,1237653664180732221,532590820474251264,4,0.018569108,-19.658809,9.920506,Elliptical,Quenched,83.8786,2.596694,43.20204,1,1,1,csv_specobjid_with_mpa,ok,3.74948,0.2173066,3.29684,2.874307,3.452222112495776,0.1362728426855607,1.85475,-1.667311,1.951663
Control4B,Lim:2080,1237662301899718756,1885977509867055104,2,0.035879403,-20.913608,10.56526,Uncertain,Quenched,146.7787,4.591284,30.50366,1,1,1,csv_specobjid_with_mpa,ok,4.273246,0.3028638,3.45528,2.848432,3.746887030331948,0.1919212778895629,1.934353,-1.702649,1.829635
Control4B,Lim:2080,1237661958300238036,1885979708890310656,3,0.036765009,-20.770847,10.51537,Spiral,Quenched,132.9883,3.883101,32.58927,1,1,1,csv_specobjid_with_mpa,ok,4.011116,0.2823956,3.03468,3.216979,3.51812390129619,0.180395513869956,1.928538,-1.824224,2.083165
Control4B,Lim:2080,1237661958300238043,1885976960111241216,4,0.036676781,-20.608104,10.55103,Elliptical,Quenched,189.6817,6.263227,29.46161,1,1,1,csv_specobjid_with_mpa,ok,4.769518,0.310619,2.936819,2.307475,3.62860085613012,0.2063375347150584,2.033506,-2.665313,1.753139
Control4B,Lim:2081,1237665024375062540,2374652154330769408,2,0.024746317,-21.509198,10.77925,Elliptical,Quenched,166.6737,3.719879,41.6859,1,1,1,csv_specobjid_with_mpa,ok,4.415704,0.2187607,2.820711,2.694286,3.5070091730202244,0.1449853204156932,1.976058,-2.222472,1.94184
Control4B,Lim:2081,1237665024374866095,2374643633115654144,3,0.025707873,-20.818275,9.958449,Spiral,Starforming,40.69832,9.568666,19.26498,1,1,1,csv_specobjid_with_mpa,ok,2.175034,0.4970687,1.942055,1.768017,2.029296640717724,0.3149370105570402,1.365993,3.97218,3.623221
Control4B,Lim:2081,1237665024374865968,2374651054819141632,4,0.025205556,-20.552985,10.43867,Spiral,Starforming,73.68156,6.93613,25.65914,1,1,1,csv_specobjid_with_mpa,ok,2.353854,0.378474,2.41167,1.233931,2.2137063699755486,0.2400035303715111,1.351651,3.788234,3.427075
Control4B,Lim:2083,1237664131554541775,1968223722464634880,2,0.032562019,-20.894502,10.3168,Spiral,Quenched,92.92834,3.817377,31.33716,1,1,1,csv_specobjid_with_mpa,ok,3.923553,0.2971864,3.402443,2.799649,3.5619431581646612,0.1875561580665543,1.757373,-0.982431,2.370697
Control4B,Lim:2083,1237661069789561066,1968235817092540416,3,0.032880474,-20.019247,10.24366,Spiral,Quenched,75.8764,7.946296,16.97529,1,1,1,csv_specobjid_with_mpa,ok,3.511464,0.5710849,2.909168,3.788379,3.3286465235775817,0.3571895995859735,1.646322,1.495805,2.320395
Control4B,Lim:2083,1237661069789561112,1968233892947191808,4,0.033414499,-20.013653,9.856933,Spiral,Starforming,34.40868,25.86286,10.66393,1,1,1,csv_specobjid_with_mpa,ok,3.213552,0.8830904,2.765564,2.429257,2.9299618622497596,0.5501537012627165,1.564847,1.110792,3.168582
Control4B,Lim:2084,1237654601018572833,635028475492722688,2,0.029459563,-21.38035,10.69236,Spiral,Quenched,151.4084,2.517724,61.4651,1,1,1,csv_specobjid_with_mpa,ok,4.024246,0.1552434,3.034864,2.97898,3.485695030087124,0.0991702515206891,1.811291,-2.230114,2.11071
Control4B,Lim:2084,1237654601018573164,635024352324118528,3,0.0296677,-20.427994,9.902763,Spiral,Starforming,69.17159,7.756077,23.89151,1,1,1,csv_specobjid_with_mpa,ok,1.872653,0.4200165,1.876176,2.133862,1.9101158142888195,0.2690960561182396,1.317011,4.260199,4.118551
Control4B,Lim:2084,1237654604776472806,635035622318303232,4,0.029651026,-20.327002,10.22042,Elliptical,Starforming,104.6818,3.955915,45.80073,1,1,1,csv_specobjid_with_mpa,ok,2.467378,0.2104369,2.452853,2.281835,2.435973118736921,0.1350140025501071,1.324623,3.515756,3.27232
Control4B,Lim:2086,1237651272418132006,488674126299424768,2,0.02906833,-20.827686,10.62678,Spiral,Quenched,135.165,2.583895,55.03759,1,1,1,csv_specobjid_with_mpa,ok,4.327784,0.1715347,3.176366,2.695446,3.628202991314791,0.1101065450983615,1.924927,-2.345889,2.140373
Control4B,Lim:2086,1237673705578758184,4127560140592535552,3,0.028437319,-20.503615,,NoGZ,NosSFR,128.6074,4.039074,,0,0,0,other_no_mpa,no_MPA_result(BOSS/not-run),,,,,,,,,
Control4B,Lim:2086,1237673705578758555,488676325322680320,4,0.029850107,-19.421388,9.857841,Spiral,Starforming,59.32858,7.769004,20.60837,1,1,1,csv_specobjid_with_mpa,ok,2.791582,0.4792835,1.876076,2.505645,2.3935994169693977,0.3009207371420618,1.390247,2.177011,2.762491
Control4B,Lim:2088,1237657117338566712,933542035351169024,2,0.029927355,-21.759245,10.9624,Elliptical,Quenched,208.8919,3.186364,51.67863,1,1,1,csv_specobjid_with_mpa,ok,4.654426,0.172952,2.802047,2.590862,3.573051332219452,0.1166717978752201,2.070737,-2.907931,1.784946
Control4B,Lim:2088,1237657400806277320,934534344544905216,3,0.029420771,-21.560228,10.39822,Spiral,Starforming,92.68641,6.079477,30.88565,1,1,1,csv_specobjid_with_mpa,ok,2.30746,0.3171449,2.011279,1.939477,2.143491398005226,0.2019481406029889,1.297792,3.528493,3.534649
Control4B,Lim:2088,1237657117338566713,934533519911184384,4,0.029283147,-20.870757,10.40204,Elliptical,Quenched,202.4305,4.676534,42.76145,1,1,1,csv_specobjid_with_mpa,ok,4.621562,0.2204634,2.628131,2.238087,3.4119406285247935,0.1485585489736636,1.939753,-1.991243,2.119076
Control4B,Lim:2089,1237660635461779518,1619117509678491648,2,0.025951423,-21.240157,10.81917,Spiral,Starforming,163.763,5.348464,35.93957,1,1,1,csv_specobjid_with_mpa,ok,2.99975,0.2757095,2.660481,2.171901,2.751436875588826,0.1772236496386426,1.597283,1.949033,3.090846
Control4B,Lim:2089,1237661357538738227,1616955045184563200,3,0.025748486,-20.967025,10.18958,Uncertain,Starforming,119.489,9.436777,24.70024,1,1,1,csv_specobjid_with_mpa,ok,1.805856,0.3859234,1.198693,1.267973,1.483137776215817,0.2526629014713263,1.168268,4.533034,3.529544
Control4B,Lim:2089,1237661357538869384,1619119708701747200,4,0.025746039,-20.569901,10.43892,Spiral,Starforming,151.0311,6.918777,28.26896,1,1,1,csv_specobjid_with_mpa,ok,3.377384,0.3610753,1.807737,1.814355,2.472181313669238,0.2444372121969635,1.480626,5.083257,3.328564
Control4B,Lim:2090,1237665328771563631,2240549119204550656,2,0.030679433,-21.827151,10.85172,Elliptical,Quenched,175.2638,4.885849,34.01374,1,1,1,csv_specobjid_with_mpa,ok,4.565251,0.2746105,3.093928,2.732368,3.696266561476756,0.177944376036939,1.855298,-2.600733,1.388088
Control4B,Lim:2090,1237665328771563577,2489509343326660608,3,0.029869137,-21.592974,10.35335,Spiral,Starforming,64.38651,6.141752,25.6223,1,1,1,csv_specobjid_with_mpa,ok,2.237936,0.3731938,2.550695,2.575017,2.392390617718971,0.243197883767619,1.382758,3.004991,3.559681
Control4B,Lim:2090,1237667255619354751,2489510167960381440,4,0.031295657,-21.03309,10.70814,Spiral,Starforming,123.7478,5.559721,26.91871,1,1,1,csv_specobjid_with_mpa,ok,3.192621,0.3742087,2.821827,2.468145,2.9483649394233473,0.2355818438149311,1.698945,-0.9107405,2.532024
Control4B,Lim:2091,1237654879669452918,665464053472192512,2,0.038815362,-21.722248,10.98801,Elliptical,Quenched,303.1948,5.489222,49.3614,1,1,1,csv_specobjid_with_mpa,ok,4.227012,0.1885818,2.696668,1.981587,3.248461839853416,0.1260595519451274,1.890242,-1.297837,2.091375
Control4B,Lim:2091,1237651821641334952,3323756931922814976,3,0.037864557,-21.247535,10.68689,Elliptical,Quenched,224.0582,5.899492,35.40055,1,1,1,csv_specobjid_with_mpa,ok,4.344772,0.2628357,2.849315,2.813421,3.5122582026743077,0.1704886180983201,1.996367,-2.594733,1.309713
Control4B,Lim:2091,1237654879669387604,665483020047771648,4,0.039176442,-21.119073,10.65552,Spiral,Quenched,164.7225,4.625577,37.27015,1,1,1,csv_specobjid_with_mpa,ok,4.13667,0.2551432,2.914203,3.193017,3.518243503033353,0.1620761905047822,1.78934,-2.50346,2.09164
Control4B,Lim:2093,1237665532262285668,2479341605857814528,2,0.029407481,-20.83066,10.3867,Spiral,Starforming,67.2063,6.439805,26.79734,1,1,1,csv_specobjid_with_mpa,ok,2.658264,0.3674914,2.539883,2.912019,2.6511630557257546,0.2337989839987982,1.427912,3.076003,3.203663
Control4B,Lim:2093,1237665532262351178,2486069247898314752,3,0.028775976,-20.79059,10.12415,Spiral,Starforming,82.31765,8.461464,20.37914,1,1,1,csv_specobjid_with_mpa,ok,1.881673,0.4836329,2.347985,2.20949,2.0845074560450003,0.3194983905852803,1.421621,3.0732,3.873425
Control4B,Lim:2093,1237665549439795506,2479295701247354880,4,0.03028486,-20.390389,10.08331,Elliptical,Starforming,48.13252,8.901088,16.96609,1,1,1,csv_specobjid_with_mpa,ok,2.456794,0.5883479,3.969069,2.389923,2.943617962264682,0.3967480131700692,1.575394,-1.369664,2.264213
Control4B,Lim:2095,1237662237478617109,2037983348642572288,2,0.024782395,-21.579969,10.82598,Elliptical,Quenched,200.7062,3.513496,49.87609,1,1,1,csv_specobjid_with_mpa,ok,4.670618,0.183352,2.739766,2.391626,3.512991928433995,0.1245251138133321,1.948693,-1.63731,2.162611
Control4B,Lim:2095,1237662237478551702,2037981974253037568,3,0.024908919,-21.545092,10.61291,Spiral,Quenched,107.1432,3.230577,41.35353,1,1,1,csv_specobjid_with_mpa,ok,4.208385,0.2268436,2.870172,2.638486,3.435954322139513,0.1469604075772412,1.888736,-1.657622,1.859375
Control4B,Lim:2095,1237662263242260516,2037947889392576512,4,0.024031385,-21.376496,10.69783,Spiral,Quenched,157.0676,3.270336,44.12026,1,1,1,csv_specobjid_with_mpa,ok,4.171378,0.2147788,3.171497,2.796599,3.576539844237958,0.1373522783525635,1.895943,-1.919558,1.832641
Control4B,Lim:213,1237668298739548284,2937576561018169344,2,0.024905757,-22.188948,11.03139,Elliptical,Quenched,212.5783,3.005813,63.58838,1,1,1,csv_specobjid_with_mpa,ok,4.005742,0.1445673,2.885238,2.546152,3.3432316024602065,0.094785819631615,1.926286,-1.782007,1.958256
Control4B,Lim:213,1237667916492636293,2937572437849565184,3,0.025433372,-21.963201,10.99647,Uncertain,Quenched,230.7335,3.105024,61.08782,1,1,1,csv_specobjid_with_mpa,ok,4.476709,0.1485272,2.78143,2.411377,3.462340137408287,0.100313106142881,1.939054,-1.843567,1.998362
Control4B,Lim:213,1237668298739482674,2937588930523981824,4,0.025159186,-21.930674,10.94277,Elliptical,Quenched,237.4175,3.305626,58.64756,1,1,1,csv_specobjid_with_mpa,ok,4.469446,0.1555244,2.767871,2.241082,3.422221876584813,0.104945345644291,1.971423,-1.467442,2.16614
Control4B,Lim:214,1237655473967136890,918872352605890560,2,0.031632954,-21.622222,10.85135,NoGZ,Quenched,132.5364,4.878428,28.60523,1,1,1,csv_specobjid_with_mpa,ok,4.171498,0.3309932,2.767884,2.673554,3.381721942510472,0.21182063957715,1.877729,-2.049399,1.585578
Control4B,Lim:214,1237655348895416475,918850087495428096,3,0.031108379,-21.567216,10.82224,Elliptical,Quenched,210.3839,3.694709,44.7706,1,1,1,csv_specobjid_with_mpa,ok,4.346137,0.2025639,2.720138,2.649934,3.4258808896925412,0.1353714932608285,1.930505,-1.851109,1.917949
Control4B,Lim:214,1237655474504073496,918886371379144704,4,0.032149321,-20.852537,10.56677,Elliptical,Quenched,184.406,4.270422,37.3461,1,1,1,csv_specobjid_with_mpa,ok,4.554449,0.2453797,2.648286,2.897884,3.5184914815350283,0.1623902046086609,1.9765,-2.623657,1.773828
Control4B,Lim:224,1237667429571493896,2500655917431810048,2,0.031281278,-22.039679,10.93879,Spiral,Starforming,166.4277,5.376663,35.25169,1,1,1,csv_specobjid_with_mpa,ok,4.47197,0.2626822,2.92635,2.631825,3.5661967780129573,0.1740911334553272,1.469953,1.104204,2.097308
Control4B,Lim:224,1237667322179682330,2500669661327157248,3,0.031092284,-21.836346,11.00679,Spiral,Quenched,271.8345,5.926861,41.82737,1,1,1,csv_specobjid_with_mpa,ok,4.819248,0.2197854,2.767108,2.630265,3.6263928628385096,0.1489851195371319,1.907834,-1.672788,1.795704
Control4B,Lim:224,1237667322179616901,2500675158885296128,4,0.029512256,-21.535383,10.96804,Spiral,Quenched,195.0883,4.25518,41.1685,1,1,1,csv_specobjid_with_mpa,ok,4.454327,0.2295751,3.161582,2.705079,3.676052807909501,0.1487142468635218,1.986638,-2.942806,1.70599
Control4B,Lim:2252,1237651537642914009,560785323190151168,2,0.031896961,-20.754684,10.54657,NoGZ,Starforming,129.0035,12.57506,20.01336,1,1,1,csv_specobjid_with_mpa,ok,2.553365,0.5454961,2.544009,2.651838,2.5637618927600903,0.342241032682797,1.636834,2.084928,2.923844
Control4B,Lim:2252,1237651272441790574,560807313422706688,3,0.032751559,-20.724554,10.60182,NoGZ,Starforming,93.76102,5.93922,27.44142,1,1,1,csv_specobjid_with_mpa,ok,2.844021,0.3744103,2.555587,2.346675,2.6649167084703493,0.2347855870907782,1.465366,2.881221,2.561834
Control4B,Lim:2252,1237651538179850262,560771304416897024,4,0.03185732,-20.680728,10.47468,NoGZ,Quenched,184.7783,3.944103,44.16542,1,1,1,csv_specobjid_with_mpa,ok,4.764327,0.2115295,2.650143,2.486519,3.5224808787653568,0.1435057800889868,2.025604,-2.318691,1.761075
Control4B,Lim:226,1237661849862733840,1548192413120489472,2,0.036977752,-22.033082,11.04671,Elliptical,Quenched,245.261,5.146431,40.84275,1,1,1,csv_specobjid_with_mpa,ok,4.626663,0.2264897,2.674711,2.256179,3.4398826424970546,0.1538255927528293,1.969933,-1.10731,2.23568
Control4B,Lim:226,1237661871870574660,1546992021284087808,3,0.037301664,-21.379352,10.74243,Elliptical,Quenched,205.3938,5.116216,35.32082,1,1,1,csv_specobjid_with_mpa,ok,4.34347,0.2678572,2.300782,2.702043,3.2374959190596058,0.1791466886420823,1.891561,-1.643843,1.774007
Control4B,Lim:226,1237661849862733947,1548181692882118656,4,0.038039655,-21.308567,10.84468,Elliptical,Quenched,220.634,6.34374,34.42383,1,1,1,csv_specobjid_with_mpa,ok,4.583311,0.27505,2.595909,2.384026,3.409683721843913,0.1875405140727355,1.849763,-0.3664374,2.05605
Control4B,Lim:227,1237660670355570882,1799338460234934272,2,0.033486619,-22.080714,11.16311,Spiral,Quenched,180.6357,5.944322,28.21944,1,1,1,csv_specobjid_with_mpa,ok,4.32944,0.3372347,3.110934,2.531385,3.5729606438698984,0.2142928005132154,2.032551,-2.292744,1.962238
Control4B,Lim:227,1237660670355570718,1799339559746562048,3,0.033432147,-21.626193,10.89655,Elliptical,Quenched,190.4186,3.95241,45.84456,1,1,1,csv_specobjid_with_mpa,ok,4.257187,0.1996518,2.890149,2.468316,3.4352692181264515,0.1304662353583382,2.005693,-2.33578,2.009655
