sample,group_uid,objid,specObjID,rank_M,z,M_r,lgm,morphology,sSFR_status,sigma,sigma_err,SN,usable,valid_core,valid_core_sub,spec_choice,loss_reason,Mgb,Mgb_err,Fe5270,Fe5335,MgFe,MgFe_err,D4000n,HdA_sub,Hb_sub
Control4B,Lim:78,1237667293189767184,2576089835240450048,4,0.03093166,-21.787256,11.07559,Spiral,Quenched,208.7361,4.823316,38.93335,1,1,1,csv_specobjid_with_mpa,ok,3.885918,0.2480032,2.801299,2.577955,3.2623009051803056,0.1596767241048674,1.830167,-0.7113603,2.032342
Control4B,Lim:780,1237667210504896599,5064330860532357120,2,0.044418038,-21.827706,,NoGZ,NosSFR,267.2665,4.350787,,0,0,0,other_no_mpa,no_MPA_result(BOSS/not-run),,,,,,,,,
Control4B,Lim:780,1237667252917633097,2560379188922050560,3,0.044539649,-21.230352,10.66307,Elliptical,Quenched,192.1337,4.102203,48.3121,1,1,1,csv_specobjid_with_mpa,ok,4.203838,0.1954901,2.828526,2.604172,3.4097776582946633,0.1275575388537342,1.868586,-1.848209,2.011901
Control4B,Lim:780,1237667252917567846,2558187587151882240,4,0.044912938,-20.970307,10.64275,Spiral,Quenched,144.0596,4.87742,30.95089,1,1,1,csv_specobjid_with_mpa,ok,4.176777,0.3026172,2.981037,2.741145,3.4886349291786725,0.1942944219108252,1.85085,-1.319881,1.804774
Control4B,Lim:784,1237665329323442227,2357673777078233088,2,0.040128258,-21.376909,10.72111,Spiral,Quenched,171.1229,5.118703,31.47442,0,0,0,csv_specobjid_with_mpa,core_index_missing_or_zeroed,4.263077,0.2948175,3.196762,,,,1.883306,-2.479484,1.759296
Control4B,Lim:784,1237665329323376833,2357677625368930304,3,0.0409113,-21.173328,10.73032,Elliptical,Quenched,192.6331,4.610477,39.23449,1,1,1,csv_specobjid_with_mpa,ok,3.958906,0.2363901,2.847949,2.646897,3.324439428301054,0.1539987126682552,1.906459,-2.014473,1.659931
Control4B,Lim:784,1237665226239639720,2357666355374745600,4,0.040766534,-21.125727,10.69119,Elliptical,Quenched,187.8393,4.799889,38.69194,1,1,1,csv_specobjid_with_mpa,ok,3.869785,0.2407041,2.860236,2.927575,3.337882990137941,0.1549551516673004,1.912241,-2.671577,1.977726
Control4B,Lim:786,1237668272980688997,3111001431075743744,2,0.037541699,-22.032938,10.93926,Spiral,Starforming,137.7517,7.316948,26.12206,1,1,1,csv_specobjid_with_mpa,ok,3.211538,0.36984,2.03015,1.848713,2.521259637774404,0.2422380890297942,1.480729,0.2519692,3.643
Control4B,Lim:786,1237668298756587701,3111000881319929856,3,0.037393539,-21.822954,10.67602,Spiral,Starforming,95.09311,4.600342,29.58621,1,1,1,csv_specobjid_with_mpa,ok,3.014924,0.3272859,3.172872,2.474095,2.996009891222417,0.2076289377534919,1.560119,-0.1377306,2.353225
Control4B,Lim:786,1237667781239701580,3111009127657138176,4,0.038160798,-21.809648,10.82347,Spiral,Starforming,143.9746,4.555207,36.75933,1,1,1,csv_specobjid_with_mpa,ok,3.461086,0.2559697,2.527189,2.153813,2.895682693645821,0.1657333867308655,1.565347,-0.03629178,2.482198
Control4B,Lim:788,1237667211059331171,2489394719239464960,2,0.034208912,-22.390916,11.23542,Spiral,Quenched,193.8165,5.125067,36.73637,1,1,1,csv_specobjid_with_mpa,ok,4.507038,0.2629218,2.831803,3.050725,3.610999427577368,0.1707392065331835,1.992765,-2.957492,1.858682
Control4B,Lim:788,1237667254008873043,2489395268995278848,3,0.034917397,-21.653166,10.77427,Spiral,Quenched,135.0398,5.363981,31.0441,1,1,1,csv_specobjid_with_mpa,ok,3.069274,0.3226511,2.239498,1.893868,2.5644881937958695,0.205500049863781,1.550656,1.033127,2.895658
Control4B,Lim:788,1237667211596071031,2489505495035963392,4,0.034080965,-21.538611,11.01916,Spiral,Starforming,153.8913,5.459972,31.56951,1,1,1,csv_specobjid_with_mpa,ok,3.52903,0.316347,3.310593,2.558005,3.3074957956875473,0.1989842024511584,1.760897,-0.2627344,2.080489
Control4B,Lim:789,1237662263783522502,2042515823217633280,2,0.036066492,-21.637511,10.84928,Elliptical,Quenched,147.4604,4.851939,32.37678,1,1,1,csv_specobjid_with_mpa,ok,4.303492,0.2932063,2.681448,2.826972,3.422709920510682,0.1913539319636443,1.806562,-1.835941,2.196601
Control4B,Lim:789,1237662237483008305,2042409445467645952,3,0.036641921,-21.496804,10.9474,Spiral,Quenched,207.0921,4.231845,42.26229,1,1,1,csv_specobjid_with_mpa,ok,4.575274,0.2201533,2.869881,2.55938,3.568293194197652,0.1461928462490068,1.925983,-2.282198,1.989779
Control4B,Lim:789,1237662237482942664,2042418791316482048,4,0.036237996,-21.393523,10.75077,Spiral,Quenched,170.6394,4.374974,37.64338,1,1,1,csv_specobjid_with_mpa,ok,4.300331,0.2490269,2.887519,2.636108,3.4805984146433095,0.1623487818847803,1.84678,-1.774524,1.913851
Control4B,Lim:79,1237662197747941523,5504707259266258944,2,0.046817398,-22.323929,,NoGZ,NosSFR,250.4318,4.89192,,0,0,0,other_no_mpa,no_MPA_result(BOSS/not-run),,,,,,,,,
Control4B,Lim:79,1237662264323473751,2047036190128891904,3,0.048040464,-22.109453,11.07678,NoGZ,Quenched,154.5328,4.589948,34.88481,1,1,1,csv_specobjid_with_mpa,ok,4.119992,0.263405,2.579055,2.556382,3.255692007169523,0.1755103694116586,1.873704,-1.528735,1.998802
Control4B,Lim:79,1237662197748072534,2047053232559122432,4,0.044485956,-21.942613,11.0249,Elliptical,Quenched,255.6813,5.085506,40.74969,1,1,1,csv_specobjid_with_mpa,ok,4.541879,0.2223615,2.706554,2.43176,3.4559192796630422,0.1503909222011627,2.008025,-2.103365,1.749342
Control4B,Lim:790,1237660670888902710,1471647710703544320,2,0.040796742,-21.451409,10.71193,Spiral,Quenched,164.5539,3.917001,38.17495,1,1,1,csv_specobjid_with_mpa,ok,4.068406,0.2418928,3.224995,2.988146,3.5847986830526035,0.1553349653916032,2.019307,-1.861272,1.946554
Control4B,Lim:790,1237661065489612923,1470579260228921344,3,0.042252605,-21.321003,10.77757,Elliptical,Quenched,198.3471,4.910963,36.45028,1,1,1,csv_specobjid_with_mpa,ok,4.724347,0.2488989,2.639075,2.491772,3.503291469875939,0.1702658692604143,1.979167,-2.554667,1.36208
Control4B,Lim:790,1237661065489481886,1470557544874272768,4,0.041766448,-21.304242,10.91414,Spiral,Quenched,183.3678,5.110322,32.42327,1,1,1,csv_specobjid_with_mpa,ok,4.436898,0.2880438,2.698756,2.941757,3.503711301054846,0.1905328879804418,1.827517,-0.8584824,2.437195
Control4B,Lim:793,1237662662681624611,1865731928292878336,2,0.032142067,-21.995206,9.290787,NoGZ,NosSFR,111.9627,4.764707,30.15198,1,1,1,csv_specobjid_with_mpa,ok,3.316943,0.3453806,2.774026,2.526644,2.995251502698016,0.2115632469030474,1.681475,0.7600073,2.017882
Control4B,Lim:793,1237662225163354211,1864491954272757760,3,0.032745587,-21.373578,10.57467,Spiral,Starforming,124.2637,5.400469,38.51239,1,1,1,csv_specobjid_with_mpa,ok,2.550487,0.2431737,2.277509,1.780848,2.3353957733517117,0.1572629902138474,1.285901,4.065661,3.44922
Control4B,Lim:793,1237662662681690152,1865746496821946368,4,0.032130006,-21.029723,10.29432,NoGZ,NosSFR,170.2308,4.727432,38.64536,1,1,1,csv_specobjid_with_mpa,ok,4.436478,0.2485063,3.126777,2.822119,3.6733400315434017,0.1590484020345536,1.958984,-2.074006,1.9754
Control4B,Lim:795,1237655474505580845,709413182971602944,2,0.032777947,-21.604468,10.50353,Spiral,Starforming,48.70403,7.412533,20.64241,1,1,1,csv_specobjid_with_mpa,ok,2.897476,0.4609499,2.586003,1.961458,2.6431406445496615,0.2918187353832159,1.472799,2.56644,2.878548
Control4B,Lim:795,1237655501884227787,920030413261400064,3,0.03400783,-21.19312,10.60319,Spiral,Quenched,126.0805,3.788073,37.22233,1,1,1,csv_specobjid_with_mpa,ok,3.95459,0.2491049,2.832276,2.774937,3.3372143654187396,0.160577480438997,1.864186,-1.19603,2.318601
Control4B,Lim:795,1237655128767332787,709412908093696000,4,0.032466756,-20.743057,10.55134,Spiral,Quenched,111.2097,4.09955,34.9878,1,1,1,csv_specobjid_with_mpa,ok,3.283453,0.2767833,2.941613,2.55915,3.050741586887044,0.174306380492358,1.741856,0.6653652,2.406184
Control4B,Lim:796,1237670596016537626,2739317286216165376,2,0.030010179,-22.207998,11.12354,Elliptical,Quenched,243.1374,4.936691,42.1722,1,1,1,csv_specobjid_with_mpa,ok,4.745998,0.2182842,2.726935,2.183996,3.495787119070016,0.1492635402048034,1.993692,-2.487248,1.565307
Control4B,Lim:796,1237670965383790750,2740479744985294848,3,0.02903725,-22.022579,11.00185,Elliptical,Starforming,176.8481,3.687779,49.48813,1,1,1,csv_specobjid_with_mpa,ok,3.523984,0.1906044,2.706553,2.512088,3.0571175694688617,0.1230460653597689,1.671514,0.9047571,2.754704
Control4B,Lim:796,1237670964846919713,2740493214002735104,4,0.029021258,-20.619471,10.17574,Spiral,Starforming,73.34497,6.277684,35.75973,1,1,1,csv_specobjid_with_mpa,ok,2.379653,0.2655953,1.541989,1.64467,1.9333430610553937,0.1735068376661107,1.185277,4.815698,3.640047
Control4B,Lim:797,1237668586504781975,2795775559571892224,2,0.03135499,-22.052746,10.87085,Elliptical,Quenched,188.6812,3.695146,46.30939,1,1,1,csv_specobjid_with_mpa,ok,3.971458,0.1958153,3.020333,2.680763,3.408448476573645,0.1275346263059588,1.94363,-1.521982,2.002706
Control4B,Lim:797,1237668496313942121,2795780782252124160,3,0.031245931,-20.985633,10.5285,Spiral,Starforming,118.9243,4.358492,32.13731,1,1,1,csv_specobjid_with_mpa,ok,3.656942,0.3115918,2.836485,3.154215,3.27081011062012,0.1917297937586767,1.623283,-0.5870687,1.648939
Control4B,Lim:797,1237668586504716299,2800206041676015616,4,0.032517744,-20.763291,10.20278,Elliptical,Starforming,102.4284,4.458407,38.38319,1,1,1,csv_specobjid_with_mpa,ok,3.088177,0.241226,2.345469,2.20679,2.6689528164659935,0.1570524687612731,1.34749,3.111673,2.805313
Control4B,Lim:798,1237662193998102638,1552698761526929408,2,0.018600811,-21.471524,10.73548,NoGZ,Quenched,187.3665,3.593891,42.78348,1,1,1,csv_specobjid_with_mpa,ok,4.447258,0.2171948,2.58041,2.745592,3.417812014673668,0.1458355774245017,1.993971,-1.639382,2.104674
Control4B,Lim:798,1237662305114128517,1552697387137394688,3,0.019379514,-21.115893,10.62451,NoGZ,Quenched,128.9431,3.053393,38.02837,1,1,1,csv_specobjid_with_mpa,ok,4.498011,0.2465005,3.264734,3.355015,3.846883573073076,0.1589209705387286,2.02156,-2.399013,2.237726
Control4B,Lim:798,1237662193461231736,1552702884695533568,4,0.019260172,-20.933966,10.47832,NoGZ,Quenched,119.2639,4.751175,30.38834,1,1,1,csv_specobjid_with_mpa,ok,3.945396,0.3169897,2.919244,3.18249,3.436332975853836,0.2009718362089504,1.885144,-1.873232,1.69614
Control4B,Lim:801,1237665024911998985,2374635386778445824,2,0.024877295,-21.802738,10.91263,Elliptical,Quenched,269.2752,5.110856,45.1232,1,1,1,csv_specobjid_with_mpa,ok,4.479331,0.2039587,2.659891,2.234599,3.373592387028765,0.1374353321837479,2.053832,-1.976954,1.9678
Control4B,Lim:801,1237665024911999138,2374635661656352768,3,0.025665422,-21.002832,10.71216,Elliptical,Starforming,146.0255,4.673276,36.45011,1,1,1,csv_specobjid_with_mpa,ok,3.446028,0.2632889,2.413567,2.618021,2.9179606988983524,0.1695039465247924,1.670182,1.479341,2.746642
Control4B,Lim:801,1237665024911933591,2243933145982330880,4,0.025644817,-20.503982,10.37038,Spiral,Quenched,43.64777,10.89501,14.27525,1,1,1,csv_specobjid_with_mpa,ok,2.345672,0.7445559,2.351862,2.29351,2.3405922196212825,0.4684104733036509,1.702643,1.956934,2.993104
Control4B,Lim:802,1237667550347460634,2811437008264652800,2,0.026159256,-20.622412,10.36214,Spiral,Quenched,105.2345,3.820436,34.88177,1,1,1,csv_specobjid_with_mpa,ok,3.720112,0.2755998,2.648234,3.333942,3.2505356541362347,0.1748779496834083,1.795107,-1.169308,2.28131
Control4B,Lim:802,1237667550347526220,2806877332889954304,3,0.026428885,-20.488333,10.56291,Spiral,Starforming,109.5101,4.581636,30.21694,1,1,1,csv_specobjid_with_mpa,ok,3.19471,0.3292404,3.052454,2.314767,3.015266228432309,0.2075478938508736,1.705246,-0.2532021,2.26614
Control4B,Lim:802,1237667550347591793,2811424638758840320,4,0.027062317,-19.940159,10.01504,Spiral,Quenched,94.55774,4.301414,29.45253,1,1,1,csv_specobjid_with_mpa,ok,3.43531,0.3307688,2.964808,2.899086,3.181480385954061,0.2096026792459048,1.750269,-0.1135673,2.256696
Control4B,Lim:803,1237662266463682621,664446730925795328,2,0.036537315,-22.001528,10.93723,Elliptical,Quenched,182.7565,4.49507,36.50531,1,1,1,csv_specobjid_with_mpa,ok,4.489326,0.2511081,2.639185,2.744687,3.461326197192712,0.1669768039097307,1.946503,-2.521029,1.880592
Control4B,Lim:803,1237655742409736258,664449754582771712,3,0.036941754,-21.721909,10.89738,Elliptical,Quenched,154.8149,4.073641,35.7342,1,1,1,csv_specobjid_with_mpa,ok,4.316722,0.2579045,3.15348,2.323834,3.551044659426947,0.1679495481736791,1.895045,-3.053015,1.892177
Control4B,Lim:803,1237655742409801806,664448929949050880,4,0.03828277,-21.221548,10.54837,Spiral,Starforming,121.2231,5.22296,25.96427,1,1,1,csv_specobjid_with_mpa,ok,3.087581,0.3701292,3.309372,2.632974,3.103738503389962,0.2352028569641699,1.524917,-0.7115634,3.010589
Control4B,Lim:804,1237658425165807733,1127181707317897216,2,0.022991703,-21.155001,10.44585,Spiral,Starforming,131.148,4.849092,45.21825,1,1,1,csv_specobjid_with_mpa,ok,2.450408,0.2073181,1.800364,1.607146,2.0685880999579593,0.1359515982988867,1.276325,5.17348,3.703124
Control4B,Lim:804,1237658491734982745,3248281779827664896,3,0.022923752,-20.864221,10.18079,Spiral,NosSFR,109.6589,4.396081,32.24176,1,1,1,csv_specobjid_with_mpa,ok,3.638767,0.3004746,3.286857,2.418249,3.327930496561627,0.1899697713796592,1.805436,-0.2405259,1.77871
Control4B,Lim:804,1237658491735179378,3248248244723017728,4,0.021780307,-20.240638,9.903097,Spiral,Quenched,71.80445,5.473301,29.12041,1,1,1,csv_specobjid_with_mpa,ok,2.528373,0.3327671,2.379847,2.409453,2.4572546270221243,0.2129286058977575,1.479305,3.396071,3.008317
Control4B,Lim:805,1237651822173552809,5381874217804650496,2,0.03004989,-21.762419,,NoGZ,NosSFR,146.3093,4.878916,,0,0,0,other_no_mpa,no_MPA_result(BOSS/not-run),,,,,,,,,
Control4B,Lim:805,1237651822173618188,659887055634982912,3,0.030013796,-21.671856,10.87284,Spiral,Quenched,135.3532,4.220156,34.75756,1,1,1,csv_specobjid_with_mpa,ok,4.191433,0.2726685,2.949418,2.556898,3.4498733277135267,0.1753368812772811,1.898338,-0.4005117,2.194708
Control4B,Lim:805,1237654879664799895,658683365347584000,4,0.029564614,-21.438247,10.83254,Elliptical,Quenched,209.4739,4.249413,40.26337,1,1,1,csv_specobjid_with_mpa,ok,4.551753,0.2286476,2.915368,2.691789,3.6034824340612017,0.150956661456625,1.968187,-2.540241,1.796365
Control4B,Lim:841,1237667735033741365,2673035150958290944,2,0.040092032,-22.247506,10.90804,Elliptical,Quenched,223.4835,4.534288,42.72908,1,1,1,csv_specobjid_with_mpa,ok,4.750543,0.2117407,2.984054,2.674995,3.710091829320622,0.1417565811426455,1.977695,-2.767817,1.96251
Control4B,Lim:841,1237667782285787299,2672906782975748096,3,0.040166464,-21.577018,10.75276,Elliptical,Quenched,131.7289,5.100348,28.93146,1,1,1,csv_specobjid_with_mpa,ok,4.184093,0.3479968,3.714456,2.829721,3.8085589876892545,0.2159717598073349,1.829898,-1.871072,1.511506
Control4B,Lim:841,1237667782822723793,2673040373638522880,4,0.040048739,-21.064686,10.72458,Spiral,Quenched,181.383,4.129596,38.13763,1,1,1,csv_specobjid_with_mpa,ok,4.910179,0.2414331,2.767077,2.628179,3.660038175322115,0.1637292601708425,1.956129,-2.289622,2.133641
Control4B,Lim:844,1237667550342086823,2665067539914057728,2,0.043535403,-21.71307,10.94632,Elliptical,Quenched,176.7482,4.589712,37.0938,1,1,1,csv_specobjid_with_mpa,ok,4.466495,0.2574909,2.793169,2.939578,3.557917535759141,0.1691792129600081,1.989262,-1.810971,1.84662
Control4B,Lim:844,1237667550342152197,2664052140556707840,3,0.041369507,-21.545266,10.95906,Spiral,Quenched,188.3655,4.193679,43.73707,1,1,1,csv_specobjid_with_mpa,ok,4.143731,0.2133838,2.913769,2.514435,3.4074256826959384,0.138987077588646,1.943004,-1.572213,2.083102
Control4B,Lim:844,1237667537473568925,2665068364547778560,4,0.042781977,-21.4765,10.76464,Elliptical,Quenched,133.7847,4.591232,30.87885,1,1,1,csv_specobjid_with_mpa,ok,3.669702,0.3127246,3.004234,2.800343,3.288638341218602,0.2004077748295915,1.840742,-1.056696,2.135555
Control4B,Lim:847,1237651737930694670,669951160441923584,2,0.033676146,-21.916399,12.00417,Elliptical,Quenched,232.5969,5.126638,38.91693,1,1,1,csv_specobjid_with_mpa,ok,4.722989,0.2412656,2.742242,2.536375,3.56080506064687,0.161906880851726,1.910762,-3.01832,1.86599
Control4B,Lim:847,1237651822719729692,670047642587260928,3,0.03246368,-21.655931,,NoGZ,NosSFR,,,36.61465,0,1,1,other_legacy_with_mpa,sigma_invalid,1.522774,0.2716772,0.03090235,1.671705,0.8640933671734832,0.2177380689352688,1.279434,3.161803,1.735183
Control4B,Lim:847,1237654880211173600,669938241180297216,4,0.033047931,-20.824823,7.770007,Elliptical,Quenched,166.6124,5.271335,34.93223,1,1,1,csv_specobjid_with_mpa,ok,3.887653,0.2751883,3.059672,2.778864,3.4043019096433382,0.1767105610064987,1.861315,-2.661969,1.641731
Control4B,Lim:85,1237662303519834327,1190194166466897920,2,0.031479401,-22.235115,11.10892,Elliptical,Quenched,224.4635,5.482073,39.99816,1,1,1,csv_specobjid_with_mpa,ok,4.27091,0.2358119,2.648445,2.389075,3.3167908247994777,0.1554784684639222,1.914824,-0.8023922,1.779307
Control4B,Lim:85,1237662303519834150,1190184545740154880,3,0.031162452,-22.128264,11.11893,Spiral,Quenched,171.9479,4.810801,36.84334,1,1,1,csv_specobjid_with_mpa,ok,4.447645,0.2573744,2.480561,2.75472,3.3725474144035985,0.1711466433364593,1.965672,-2.65477,1.69887
Control4B,Lim:85,1237665356156829886,1190207635484338176,4,0.029865833,-22.070116,11.04762,Spiral,Quenched,153.9474,4.343727,35.39463,1,1,1,csv_specobjid_with_mpa,ok,3.915943,0.2748513,3.558967,3.237483,3.685677178680417,0.1732712952713698,1.90865,-1.06384,1.876159
Control4B,Lim:859,1237667783367000072,2819368885566859264,2,0.03849962,-21.418468,10.64339,Spiral,Starforming,104.6848,6.182747,22.47463,1,1,1,csv_specobjid_with_mpa,ok,3.209223,0.4273455,2.507138,2.642767,2.8579431015205254,0.2705564962731595,1.616502,0.4757283,2.054455
Control4B,Lim:859,1237667735577821313,2814912839800612864,3,0.037460561,-20.502472,10.2401,Elliptical,Starforming,114.5132,5.228172,29.78015,1,1,1,csv_specobjid_with_mpa,ok,3.396524,0.3104577,2.746856,2.534304,3.0211950776397343,0.1995409147306424,1.429194,2.276345,3.169177
Control4B,Lim:859,1237667735577886985,2814910640777357312,4,0.038275513,-20.031233,10.21536,Spiral,Starforming,72.30186,6.268692,22.21878,1,1,1,csv_specobjid_with_mpa,ok,2.756762,0.4345197,2.564336,1.852602,2.553405821906451,0.2753479080543027,1.585552,1.720833,3.152597
Control4B,Lim:864,1237674650460422494,314224513585801216,2,0.041171447,-21.61114,10.82383,NoGZ,Quenched,170.1116,4.592816,36.72545,1,1,1,csv_specobjid_with_mpa,ok,4.315939,0.2514431,2.990376,3.189906,3.6259350531265175,0.1611468052800009,1.908588,-1.97619,1.829049
Control4B,Lim:864,1237674650460422427,313164857845245952,3,0.040178689,-21.467936,10.70993,Spiral,Quenched,112.1299,5.00658,26.70848,1,1,1,csv_specobjid_with_mpa,ok,4.138816,0.3477264,3.030216,3.050807,3.5447663851271893,0.2221474557563409,1.755552,-1.301162,1.852199
Control4B,Lim:864,1237648721225646181,313007627682473984,4,0.040594347,-21.153583,10.73731,Elliptical,Quenched,189.0507,5.532814,32.45575,1,1,1,csv_specobjid_with_mpa,ok,4.857319,0.2859499,2.959963,2.37785,3.68588959810028,0.1888887440786505,1.868626,-1.728795,1.695946
Control4B,Lim:867,1237667782314819739,3128927594330744832,2,0.039527406,-21.277664,10.74378,Elliptical,Quenched,171.3488,4.524389,35.57157,1,1,1,csv_specobjid_with_mpa,ok,4.44326,0.260098,2.892783,2.620929,3.5376786105366897,0.1708289767425477,1.915144,-2.295161,2.075574
Control4B,Lim:867,1237667782314819813,3128928144086558720,3,0.037098642,-21.131763,10.32316,Spiral,Starforming,86.98151,7.078139,20.77972,1,1,1,csv_specobjid_with_mpa,ok,3.058631,0.4659349,2.162558,2.031158,2.549888975297945,0.2980316606340673,1.36542,2.553598,3.529467
Control4B,Lim:867,1237667782314754241,3128925945063303168,4,0.037548414,-20.966,10.48172,Elliptical,Quenched,130.736,4.744621,30.29222,1,1,1,csv_specobjid_with_mpa,ok,3.92611,0.3094449,2.401932,2.56828,3.100502765275077,0.2032003784339245,1.906975,-2.958444,1.776738
Control4B,Lim:871,1237667253472329733,2489372179251095552,2,0.036923575,-22.071036,11.05765,Elliptical,Quenched,209.0808,4.645538,38.7018,1,1,1,csv_specobjid_with_mpa,ok,4.20949,0.2387769,3.081601,2.39761,3.487947487650122,0.1551484309036447,1.956766,-2.892448,1.922151
Control4B,Lim:871,1237667253472329902,2491661362560788480,3,0.036537199,-21.629494,10.96183,Elliptical,Quenched,232.9934,4.758444,41.91472,1,1,1,csv_specobjid_with_mpa,ok,3.954754,0.2233796,2.621654,2.609203,3.2177957149795695,0.1456810939223504,1.878981,-1.08157,2.167552
Control4B,Lim:871,1237667253472264395,2491682253281716224,4,0.035462946,-20.61756,10.4103,Elliptical,Quenched,101.2126,3.803266,31.92877,1,1,1,csv_specobjid_with_mpa,ok,4.076046,0.3048669,3.094556,2.69548,3.4868452802206633,0.1919867290347212,1.825295,-1.334521,2.297937
Control4B,Lim:883,1237655124465418306,940184460475787264,2,0.039480245,-21.304808,10.58569,Spiral,Starforming,114.0581,4.732734,31.03213,1,1,1,csv_specobjid_with_mpa,ok,3.571763,0.3246379,3.15178,2.716397,3.289678923371684,0.2033108777637481,1.716569,-1.174188,2.710101
Control4B,Lim:883,1237655124465483999,940178962917648384,3,0.040795754,-20.848798,10.53127,Elliptical,Quenched,133.8152,4.291083,32.35768,0,0,0,csv_specobjid_with_mpa,core_index_missing_or_zeroed,3.971689,0.3054643,3.251305,,,,1.794183,-1.116157,2.180339
Control4B,Lim:883,1237655124465418345,940191332423460864,4,0.041218611,-20.343162,10.11701,Elliptical,Starforming,41.14799,11.24199,13.44973,1,1,1,csv_specobjid_with_mpa,ok,1.52826,0.8095567,2.348673,0.8486658,1.7168315927917448,0.5272824419325541,1.430889,2.647747,3.18858
Control4B,Lim:885,1237665331457163342,2372285735765043200,2,0.03628078,-21.740475,10.86632,Spiral,Quenched,183.3422,4.15752,40.80112,1,1,1,csv_specobjid_with_mpa,ok,4.341243,0.2281675,2.700871,2.357107,3.362629278738654,0.1533701460498339,1.88316,-1.680853,1.885889
Control4B,Lim:885,1237665331457163322,2372299754538297344,3,0.033817004,-20.872341,10.37386,Elliptical,Quenched,104.7258,4.020941,29.6963,1,1,1,csv_specobjid_with_mpa,ok,3.59942,0.3240198,3.693783,2.988826,3.5475335424597185,0.2037783678644231,1.823793,-1.797494,2.643625
Control4B,Lim:885,1237665370118291482,2372298929904576512,4,0.034478028,-20.845032,10.41657,Elliptical,Quenched,153.3887,4.120988,37.04963,1,1,1,csv_specobjid_with_mpa,ok,4.017815,0.2563499,3.021622,2.676289,3.428093150114127,0.1634793408010004,1.888972,-2.384067,1.860144
Control4B,Lim:886,1237661852535750727,1611165565668321280,2,0.026101103,-21.840304,11.02571,Spiral,Quenched,191.4167,3.773616,46.80275,1,1,1,csv_specobjid_with_mpa,ok,4.36196,0.1992521,3.163371,2.605197,3.6217085225165206,0.1304658919991455,1.964448,-2.183926,2.036068
Control4B,Lim:886,1237660634386137189,1611171612982274048,3,0.026547869,-20.486838,10.22747,Spiral,Starforming,67.0428,5.875319,23.2427,1,1,1,csv_specobjid_with_mpa,ok,3.16522,0.4188803,2.977706,2.416312,2.9879010426467607,0.2632480267080447,1.493465,1.249225,2.661108
Control4B,Lim:886,1237661355926487130,1611166115424135168,4,0.026418462,-20.068837,9.915515,Spiral,Starforming,61.28492,12.60585,11.53444,1,1,1,csv_specobjid_with_mpa,ok,2.673028,0.8294652,2.989865,3.154957,2.8487814258067043,0.5388259740502255,1.550287,2.612438,2.239044
Control4B,Lim:887,1237671260669739088,2911617910969493504,2,0.030879518,-21.587001,10.89888,Elliptical,Quenched,269.3878,5.313269,46.36026,1,1,1,csv_specobjid_with_mpa,ok,4.378995,0.1993499,2.757354,2.361734,3.40431525254316,0.1332744170795017,1.800627,-0.8633953,2.119661
Control4B,Lim:887,1237671123767853073,6001126868484642816,3,0.030977365,-21.190746,,NoGZ,NosSFR,86.24516,6.303134,,0,0,0,other_no_mpa,no_MPA_result(BOSS/not-run),,,,,,,,,
Control4B,Lim:887,1237671260669739246,2911619835114842112,4,0.0322123,-20.693835,10.43988,Elliptical,Starforming,115.1189,5.112174,31.05115,1,1,1,csv_specobjid_with_mpa,ok,2.890439,0.3119246,2.839323,2.700069,2.8450287307679902,0.1986493108087104,1.449668,1.885691,3.048126
Control4B,Lim:888,1237663916801785874,2103344084247668736,2,0.021809811,-21.285617,10.7303,Elliptical,Quenched,210.3058,3.4086,50.86835,1,1,1,csv_specobjid_with_mpa,ok,4.672713,0.1781883,2.900083,2.448678,3.6000910338330057,0.1201574055632877,1.955788,-2.632549,1.849949
Control4B,Lim:888,1237663787417600254,4142281502179481600,3,0.021899618,-20.675959,,NoGZ,NosSFR,119.2366,5.444019,,0,0,0,other_no_mpa,no_MPA_result(BOSS/not-run),,,,,,,,,
Control4B,Lim:888,1237663787954470946,2103343534491854848,4,0.021855848,-20.187154,10.27029,Elliptical,Quenched,129.5031,3.246164,41.91975,1,1,1,csv_specobjid_with_mpa,ok,4.254207,0.2235515,3.025765,3.034886,3.589302909692655,0.1434594081808913,1.955539,-2.041776,1.850643
Control4B,Lim:889,1237651735234543739,600172578643929088,2,0.026020871,-21.435025,10.61395,Elliptical,Quenched,145.5528,4.247863,37.5913,1,1,1,csv_specobjid_with_mpa,ok,3.889998,0.2543396,2.565887,2.191589,3.0941250986721403,0.1649349666070716,1.850159,-0.9202595,1.892
Control4B,Lim:889,1237651752950956047,598983731679619072,3,0.026332496,-21.334975,10.79547,Spiral,Quenched,231.7704,4.353133,43.98724,1,1,1,csv_specobjid_with_mpa,ok,4.774901,0.206989,2.972613,2.571663,3.695656064983185,0.1392058977331671,1.914784,-2.229399,1.780889
Control4B,Lim:889,1237651735234478093,598979608511014912,4,0.025767428,-20.885791,10.41503,Elliptical,Starforming,131.4309,4.394249,35.63746,1,1,1,csv_specobjid_with_mpa,ok,3.180766,0.2745104,2.953701,2.348284,2.9758761009705763,0.173617434722976,1.55719,1.90161,2.886723
