rank_M,is_bgg,is_sat,z,group_z,group_Vdisp,M_r,lgm,sSFR,sSFR_status,morphology,p_E,p_S,is_dominated,run2d,sciencePrimary,legacyPrimary,spec_z,spec_zErr,zWarning,velDisp,velDispErr,snMedian,snMedian_r,spec_class,instrument,survey,mpa_z,v_disp,v_disp_err,sn_median,reliable,spectrotype,mpa_subclass,primtarget,targettype,lick_hd_a,lick_hd_a_err,lick_hd_a_sub,lick_hd_a_sub_err,lick_hd_a_model,lick_hg_a,lick_hg_a_err,lick_hg_a_sub,lick_hg_a_sub_err,lick_hg_a_model,lick_hb,lick_hb_err,lick_hb_sub,lick_hb_sub_err,lick_hb_model,lick_mgb,lick_mgb_err,lick_mgb_sub,lick_mgb_sub_err,lick_mgb_model,lick_mg2,lick_mg2_err,lick_mg2_sub,lick_mg2_sub_err,lick_mg2_model,lick_fe5270,lick_fe5270_err,lick_fe5270_sub,lick_fe5270_sub_err,lick_fe5270_model,lick_fe5335,lick_fe5335_err,lick_fe5335_sub,lick_fe5335_sub_err,lick_fe5335_model,lick_fe5015,lick_fe5015_err,lick_fe5015_sub,lick_fe5015_sub_err,lick_fe5015_model,lick_fe5406,lick_fe5406_err,lick_fe5406_sub,lick_fe5406_sub_err,lick_fe5406_model,lick_hd_f,lick_hd_f_err,lick_hd_f_sub,lick_hd_f_sub_err,lick_hd_f_model,lick_hg_f,lick_hg_f_err,lick_hg_f_sub,lick_hg_f_sub_err,lick_hg_f_model,d4000_n,d4000_n_err,d4000_n_sub,d4000_n_sub_err,d4000_n_model,d4000,d4000_err,d4000_sub,d4000_sub_err,d4000_model,from_pass2,specObjID_u,has_mpa,is_csv_spec,n_spectra_for_objid,spec_choice,petroR50_r,petroR50Err_r,petroR90_r,petroR90Err_r,petroRad_r,psfWidth_r,simard_z,simard_Sp,simard_Scale,simard_Rhlr,simard_Rchl_r,simard_e,simard_ng,simard_e_ng,simard_rg2d,simard_PpS,simard_z_mismatch,Rchl_r_arcsec,kpc_per_arcsec_Planck15_DA,Rchl_r_kpc,petroR50_kpc,has_spectrum,mpa_reliable,HdA,HdA_err,HdA_sub,HdA_sub_err,HdA_model,HgA,HgA_err,HgA_sub,HgA_sub_err,HgA_model,Hb,Hb_err,Hb_sub,Hb_sub_err,Hb_model,Mgb,Mgb_err,Mgb_sub,Mgb_sub_err,Mgb_model,Fe5270,Fe5270_err,Fe5270_sub,Fe5270_sub_err,Fe5270_model,Fe5335,Fe5335_err,Fe5335_sub,Fe5335_sub_err,Fe5335_model,Mg2,Mg2_err,Mg2_sub,Mg2_sub_err,Mg2_model,D4000n,D4000n_err,D4000n_sub,D4000n_sub_err,D4000n_model,sigma_mpa,sigma_mpa_err,sigma_spec,sigma_spec_err,sigma,sigma_err,sigma_source,SN,SN_spec_r,SN_spec_all,valid_core,valid_core_sub,MgFe,MgFe_err,MgbFe,MgbFe_err,MgFe_sub,MgFe_sub_err,MgbFe_sub,MgbFe_sub_err,sample_blind,group_blind,gal_uid,obj_hash
4,0,1,0.032542094,0.03229960825,85.83864398029142,-19.221338,9.442821,-10.0148929,Starforming,Spiral,0.0,1.0,False,26,1,1,0.03234359,1.043045e-05,0,60.81743,35.626,7.592298,9.861931,GALAXY,SDSS,sdss,0.03234359,60.81743,35.626,7.694957,1.0,GALAXY,STARFORMING,64.0,GALAXY,2.073608,2.200389,2.073608,2.200389,6.204279,2.029789,1.94394,3.933718,1.905712,5.596812,0.2537391,1.296339,4.879219,1.151444,5.043943,1.197838,1.305452,1.197838,1.305452,0.9483669,0.06908471,0.04108293,0.06908471,0.04108293,0.05660763,0.8912074,1.338999,0.8912074,1.338999,1.38967,2.128358,1.297929,2.128358,1.297929,1.42582,-0.1560282,1.973948,3.09332,1.915003,2.65961,-0.8423457,1.256537,-0.8423457,1.256537,0.7706342,3.239165,1.514257,3.239165,1.514257,4.871918,3.452891,1.282737,5.321255,1.216166,4.902381,1.184672,0.04545608,1.184672,0.04545608,1.241522,1.235868,0.03591256,1.235868,0.03591256,1.423619,0,2086328871090677760,1,1,1,csv_specobjid_with_mpa,5.944196,0.06496664,11.59385,0.2250372,13.34549,1.13768,0.0322999991476535,2.0,0.6460000276565552,8.5600004196167,6.320000171661377,0.5199999809265137,2.380000114440918,0.0299999993294477,16.34000015258789,0.1599999964237213,0,9.783281580633917,0.6710877431921803,6.565440356961242,3.989077078731986,1,1,2.073608,2.200389,2.073608,2.200389,6.204279,2.029789,1.94394,3.933718,1.905712,5.596812,0.2537391,1.296339,4.879219,1.151444,5.043943,1.197838,1.305452,1.197838,1.305452,0.9483669,0.8912074,1.338999,0.8912074,1.338999,1.38967,2.128358,1.297929,2.128358,1.297929,1.42582,0.06908471,0.04108293,0.06908471,0.04108293,0.05660763,1.184672,0.04545608,1.184672,0.04545608,1.241522,60.81743,35.626,60.81743,35.626,60.81743,35.626,galSpecInfo.v_disp,7.694957,9.861931,7.592298,1,1,1.2175614028516113,0.8348951196369326,0.7933843724663159,0.9938397945341724,1.2175614028516113,0.8348951196369326,0.7933843724663159,0.9938397945341724,S2,G00154,g05999,42d324a8917e
1,1,0,0.036925222,0.036533497,79.15260623753154,-22.034073,10.96986,-10.7824554,Starforming,Spiral,0.0,0.981000006198883,False,26,1,1,0.03627057,1.080598e-05,0,164.1226,5.032573,34.48952,44.70096,GALAXY,SDSS,sdss,0.03627057,164.1226,5.032573,34.46554,1.0,GALAXY,AGN BROADLINE,96.0,GALAXY,0.04375272,0.4881687,0.04375272,0.4881687,-0.8217919,-4.410555,0.4776825,-3.80542,0.4745799,-3.941291,1.942492,0.2718117,2.585939,0.2682784,2.204582,3.972829,0.2769578,3.972829,0.2769578,3.110858,0.2218892,0.009022868,0.2214104,0.009025201,0.1844575,3.15105,0.2935452,3.15105,0.2935452,3.008518,2.657611,0.2979272,2.657611,0.2979272,2.770231,5.287695,0.4412644,5.726001,0.4414607,5.387904,3.01379,0.3138223,3.01379,0.3138223,1.81437,1.126003,0.3486892,1.126003,0.3486892,1.089103,-0.8768376,0.324883,-0.2978978,0.3200975,-0.4065827,1.732626,0.0165058,1.746385,0.01673272,1.676425,1.883043,0.01347462,1.890751,0.01357296,1.890395,0,1546996419330598912,1,1,1,csv_specobjid_with_mpa,4.635863,0.1158233,10.83829,0.7028175,10.05518,1.156081,0.0362999998033046,2.0,0.7210000157356262,5.380000114440918,4.150000095367432,0.4600000083446502,2.0299999713897705,0.0099999997764825,13.93000030517578,0.0,0,5.755894597496291,0.7574720494293874,4.359929277065055,3.511536647483868,1,1,0.04375272,0.4881687,0.04375272,0.4881687,-0.8217919,-4.410555,0.4776825,-3.80542,0.4745799,-3.941291,1.942492,0.2718117,2.585939,0.2682784,2.204582,3.972829,0.2769578,3.972829,0.2769578,3.110858,3.15105,0.2935452,3.15105,0.2935452,3.008518,2.657611,0.2979272,2.657611,0.2979272,2.770231,0.2218892,0.009022868,0.2214104,0.009025201,0.1844575,1.732626,0.0165058,1.746385,0.01673272,1.676425,164.1226,5.032573,164.1226,5.032573,164.1226,5.032573,galSpecInfo.v_disp,34.46554,44.70096,34.48952,1,1,3.4597232786957575,0.1776582053185657,1.3678983848429094,0.1370935001101522,3.4597232786957575,0.1776582053185657,1.3678983848429094,0.1370935001101522,S2,G00090,g06000,f8d9255367f9
2,0,1,0.036344964,0.036533497,79.15260623753154,-21.379951,10.69378,-11.0335262,Starforming,Elliptical,0.76800000667572,0.179000005125999,False,26,1,1,0.03569164,1.151178e-05,0,143.0022,5.093314,30.92035,39.43989,GALAXY,SDSS,sdss,0.03569164,143.0022,5.093314,30.88828,1.0,GALAXY,,96.0,GALAXY,-1.041353,0.5590746,-1.041353,0.5590746,-1.169225,-4.873175,0.5379155,-4.26885,0.5344703,-4.277843,1.441085,0.3024339,2.053385,0.2987654,2.147242,4.002645,0.3024405,4.002645,0.3024405,3.268807,0.2269467,0.009866174,0.2269467,0.009866174,0.1881056,2.984837,0.3217754,2.984837,0.3217754,3.000348,2.399939,0.3270753,2.399939,0.3270753,2.894423,5.091506,0.4744902,5.904811,0.4716414,5.404912,1.877579,0.3128989,1.877579,0.3128989,1.852358,1.036182,0.3863375,1.036182,0.3863375,0.9176484,-1.221679,0.3691792,-0.6411999,0.3638243,-0.6291122,1.784604,0.01972309,1.799772,0.02001659,1.721622,1.91026,0.01594107,1.918557,0.01606587,1.924957,0,1546995319818971136,1,1,1,csv_specobjid_with_mpa,3.82026,0.05753034,11.20228,0.4381797,8.550109,1.499235,0.0357999987900257,2.0,0.7110000252723694,3.930000066757202,2.9800000190734863,0.4799999892711639,2.5199999809265137,0.0199999995529651,14.739999771118164,0.0700000002980232,0,4.191279765330402,0.746088869949375,3.1270671837570414,2.8502534663127994,1,1,-1.041353,0.5590746,-1.041353,0.5590746,-1.169225,-4.873175,0.5379155,-4.26885,0.5344703,-4.277843,1.441085,0.3024339,2.053385,0.2987654,2.147242,4.002645,0.3024405,4.002645,0.3024405,3.268807,2.984837,0.3217754,2.984837,0.3217754,3.000348,2.399939,0.3270753,2.399939,0.3270753,2.894423,0.2269467,0.009866174,0.2269467,0.009866174,0.1881056,1.784604,0.01972309,1.799772,0.02001659,1.721622,143.0022,5.093314,143.0022,5.093314,143.0022,5.093314,galSpecInfo.v_disp,30.88828,39.43989,30.92035,1,1,3.3603160503747564,0.1952717999878632,1.486652369569319,0.16930624770935176,3.3603160503747564,0.1952717999878632,1.486652369569319,0.16930624770935176,S2,G00090,g06001,f8f59f559737
3,0,1,0.036375876,0.036533497,79.15260623753154,-21.159322,10.21668,-9.9754363,Starforming,Spiral,0.0,1.0,False,26,1,1,0.03572527,1.426826e-05,0,58.49085,8.645523,17.07098,21.74092,GALAXY,SDSS,sdss,0.03572527,58.49085,8.645523,17.09485,1.0,GALAXY,STARFORMING,64.0,GALAXY,1.982191,0.9197283,2.93796,0.9086159,2.474593,-1.69211,0.8953721,0.04074264,0.8780856,0.2710359,-0.07276136,0.5636269,3.638188,0.5155445,2.966372,3.132816,0.5428646,3.132816,0.5428646,2.238059,0.1538992,0.01739704,0.1538992,0.01739704,0.1358957,2.587359,0.5799448,2.587359,0.5799448,2.298122,1.440798,0.590327,1.440798,0.590327,2.270203,2.645725,0.8712802,3.587424,0.8651596,4.28363,0.6762908,0.6812087,0.6762908,0.6812087,1.36299,1.577764,0.6910542,2.555044,0.6741704,2.833987,0.07404514,0.6258079,1.757506,0.5980535,1.822204,1.390999,0.02516831,1.389964,0.02515552,1.405763,1.558443,0.02082978,1.55129,0.02075695,1.576163,0,1548175920446072832,1,1,1,csv_specobjid_with_mpa,6.222635,0.0596846,12.52184,0.2982702,13.17561,1.47191,0.0355999991297721,2.0,0.7089999914169312,4.880000114440918,4.650000095367432,0.1000000014901161,0.9300000071525574,0.0099999997764825,14.989999771118164,0.1199999973177909,0,6.558533359181629,0.746695688978337,4.897228585321534,4.6464147285857145,1,1,1.982191,0.9197283,2.93796,0.9086159,2.474593,-1.69211,0.8953721,0.04074264,0.8780856,0.2710359,-0.07276136,0.5636269,3.638188,0.5155445,2.966372,3.132816,0.5428646,3.132816,0.5428646,2.238059,2.587359,0.5799448,2.587359,0.5799448,2.298122,1.440798,0.590327,1.440798,0.590327,2.270203,0.1538992,0.01739704,0.1538992,0.01739704,0.1358957,1.390999,0.02516831,1.389964,0.02515552,1.405763,58.49085,8.645523,58.49085,8.645523,58.49085,8.645523,galSpecInfo.v_disp,17.09485,21.74092,17.07098,1,1,2.6645768092000504,0.3507056462226957,1.5554587370849746,0.4180458117583467,2.6645768092000504,0.3507056462226957,1.5554587370849746,0.4180458117583467,S2,G00090,g06002,24a58334c283
4,0,1,0.036487926,0.036533497,79.15260623753154,-19.44194,9.415302,-10.0980522,Starforming,Uncertain,0.451999992132187,0.160999998450279,False,26,1,1,0.03583315,8.526534e-06,0,59.40964,9.344589,21.19336,26.21977,GALAXY,SDSS,sdss,0.03583315,59.40964,9.344589,21.19368,1.0,GALAXY,STARFORMING,64.0,GALAXY,1.89593,0.6791095,4.416209,0.6532332,3.03644,-2.263443,0.6894861,2.279807,0.6457424,0.7109101,-6.040143,0.564623,3.784708,0.4334049,2.869658,2.521108,0.4416539,2.521108,0.4416539,2.058675,0.1207861,0.01408948,0.1063649,0.01420554,0.1126636,2.269882,0.4741231,2.269882,0.4741231,1.729315,1.478655,0.4870323,1.478655,0.4870323,1.678786,-13.3619,0.9611755,1.685472,0.8184348,3.146571,0.8379259,0.7585413,0.8379259,0.7585413,1.010565,0.9101896,0.5173221,3.485002,0.4781009,3.063099,-1.433354,0.5054206,2.995362,0.4364897,1.960825,1.324615,0.01649718,1.344386,0.01695635,1.390614,1.522421,0.01445868,1.518319,0.01457019,1.556162,0,1548176470201886720,1,1,1,csv_specobjid_with_mpa,1.469958,0.03877302,3.846352,0.3071614,3.197761,1.156081,,,,,,,,,,,0,,0.748894908385193,,1.1008440617400816,1,1,1.89593,0.6791095,4.416209,0.6532332,3.03644,-2.263443,0.6894861,2.279807,0.6457424,0.7109101,-6.040143,0.564623,3.784708,0.4334049,2.869658,2.521108,0.4416539,2.521108,0.4416539,2.058675,2.269882,0.4741231,2.269882,0.4741231,1.729315,1.478655,0.4870323,1.478655,0.4870323,1.678786,0.1207861,0.01408948,0.1063649,0.01420554,0.1126636,1.324615,0.01649718,1.344386,0.01695635,1.390614,59.40964,9.344589,59.40964,9.344589,59.40964,9.344589,galSpecInfo.v_disp,21.19368,26.21977,21.19336,1,1,2.272461754967841,0.28495512166397896,1.3451157078081395,0.3391382994490464,2.272461754967841,0.28495512166397896,1.3451157078081395,0.3391382994490464,S2,G00090,g06003,0bc15c66f33d
1,1,0,0.044281022,0.043986918,106.51913169001487,-21.869979,10.90457,-12.281193,Quenched,Elliptical,0.922999978065491,0.0,False,26,1,1,0.04368535,1.20754e-05,0,190.0937,5.148402,34.9314,42.07318,GALAXY,SDSS,sdss,0.04368535,190.0937,5.148402,34.95678,1.0,GALAXY,,96.0,GALAXY,-2.296216,0.4794011,-2.296216,0.4794011,-2.518745,-5.675004,0.448376,-5.675004,0.448376,-5.935024,1.929775,0.2590102,1.929775,0.2590102,1.946571,4.131398,0.2668771,4.131398,0.2668771,3.320243,0.2617802,0.008712369,0.2617802,0.008712369,0.1984776,2.669978,0.2846928,2.669978,0.2846928,3.118226,2.672428,0.2865086,2.672428,0.2865086,2.798181,4.931932,0.421407,4.931932,0.421407,5.610115,1.489878,0.2471348,1.489878,0.2471348,1.842126,0.4773801,0.3332845,0.4773801,0.3332845,0.2058891,-1.562172,0.3046733,-1.562172,0.3046733,-1.376387,1.959443,0.01756501,1.959443,0.01756501,1.956571,2.158513,0.0143193,2.158513,0.0143193,2.186995,0,3142485397603379200,1,1,1,csv_specobjid_with_mpa,4.307414,0.03397021,14.75065,0.2086596,10.87069,1.320615,0.0436999984085559,2.0,0.8600000143051147,6.190000057220459,5.670000076293945,0.1700000017881393,5.659999847412109,0.0199999995529651,14.43000030517578,0.1099999994039535,0,6.593023234860455,0.9003934685393802,5.93631505859673,3.878367431895086,1,1,-2.296216,0.4794011,-2.296216,0.4794011,-2.518745,-5.675004,0.448376,-5.675004,0.448376,-5.935024,1.929775,0.2590102,1.929775,0.2590102,1.946571,4.131398,0.2668771,4.131398,0.2668771,3.320243,2.669978,0.2846928,2.669978,0.2846928,3.118226,2.672428,0.2865086,2.672428,0.2865086,2.798181,0.2617802,0.008712369,0.2617802,0.008712369,0.1984776,1.959443,0.01756501,1.959443,0.01756501,1.956571,190.0937,5.148402,190.0937,5.148402,190.0937,5.148402,galSpecInfo.v_disp,34.95678,42.07318,34.9314,1,1,3.321682692291965,0.173920968401157,1.5466432165582322,0.1538007185437282,3.321682692291965,0.173920968401157,1.5466432165582322,0.1538007185437282,S1,G00432,g06004,c5bd3a8df69a
2,0,1,0.044070806,0.043986918,106.51913169001487,-21.584143,10.92973,-13.003485,Quenched,Elliptical,0.623000025749207,0.344999998807907,False,26,1,1,0.04347281,1.261082e-05,0,149.0588,5.091302,28.20661,35.35153,GALAXY,SDSS,sdss,0.04347281,149.0588,5.091302,28.20661,1.0,GALAXY,,96.0,GALAXY,-3.150604,0.6856086,-3.150604,0.6856086,-2.846883,-5.207508,0.6020414,-5.207508,0.6020414,-6.135855,1.954288,0.3228,2.360511,0.3202286,1.916749,4.558828,0.3300565,4.558828,0.3300565,3.42379,0.267057,0.01085125,0.2665903,0.01085394,0.2012794,3.313447,0.3466981,3.313447,0.3466981,3.290402,2.778297,0.3503439,2.778297,0.3503439,3.041893,5.583849,0.5148392,5.686961,0.5165843,5.981115,2.094136,0.2945608,2.094136,0.2945608,1.990149,0.6604413,0.4549046,0.6604413,0.4549046,0.1026517,-1.602312,0.4124783,-1.602312,0.4124783,-1.549845,1.968522,0.0271026,1.968522,0.0271026,2.029053,2.211885,0.02262824,2.211885,0.02262824,2.278354,0,3142482099068495872,1,1,1,csv_specobjid_with_mpa,4.846523,0.05742611,15.35302,0.3657494,11.69,1.795483,0.0434999987483024,2.0,0.8569999933242798,6.679999828338623,5.78000020980835,0.270000010728836,4.400000095367432,0.0399999991059303,14.770000457763672,0.0900000035762786,0,6.7444577069223595,0.8963442932244952,6.045356176493821,4.34415323303126,1,1,-3.150604,0.6856086,-3.150604,0.6856086,-2.846883,-5.207508,0.6020414,-5.207508,0.6020414,-6.135855,1.954288,0.3228,2.360511,0.3202286,1.916749,4.558828,0.3300565,4.558828,0.3300565,3.42379,3.313447,0.3466981,3.313447,0.3466981,3.290402,2.778297,0.3503439,2.778297,0.3503439,3.041893,0.267057,0.01085125,0.2665903,0.01085394,0.2012794,1.968522,0.0271026,1.968522,0.0271026,2.029053,149.0588,5.091302,149.0588,5.091302,149.0588,5.091302,galSpecInfo.v_disp,28.20661,35.35153,28.20661,1,1,3.7976744271909353,0.21169331292377686,1.4967234342086602,0.1625050624292028,3.7976744271909353,0.21169331292377686,1.4967234342086602,0.1625050624292028,S1,G00432,g06005,57a0a57a7663
3,0,1,0.043464187,0.043986918,106.51913169001487,-21.015351,10.59282,-10.9291847,Starforming,Uncertain,0.483000010251999,0.479000002145767,False,26,1,1,0.04286636,1.054574e-05,0,136.2282,4.40855,31.90714,39.17115,GALAXY,SDSS,sdss,0.04286636,136.2282,4.40855,31.94856,1.0,GALAXY,AGN,96.0,GALAXY,-0.7296486,0.5487339,-0.7296486,0.5487339,-0.1522263,-2.950527,0.5071183,-2.550784,0.5049748,-3.066278,1.179103,0.3030963,2.358684,0.2960295,2.368588,3.415053,0.2988793,3.415053,0.2988793,3.084857,0.1892294,0.009633,0.1892294,0.009633,0.1795858,2.570687,0.3202397,2.570687,0.3202397,2.972563,3.245603,0.3147979,3.245603,0.3147979,2.871916,5.1683,0.4624883,6.087321,0.4593107,5.36019,1.730241,0.2726627,1.730241,0.2726627,1.838284,1.318598,0.3768624,1.318598,0.3768624,1.4498,-0.1230996,0.3439696,0.260852,0.3406509,0.02824591,1.658461,0.01715585,1.658461,0.01715585,1.62429,1.802628,0.01382407,1.802628,0.01382407,1.822982,0,3141291877714651136,1,1,1,csv_specobjid_with_mpa,2.552209,0.03642873,6.937219,0.2614017,5.764436,1.702099,0.0428999997675418,2.0,0.8460000157356262,3.2300000190734863,2.049999952316284,0.7300000190734863,1.9800000190734863,0.0099999997764825,15.529999732971191,0.0599999986588954,0,2.423167747265038,0.8846480488202516,2.1436506195821807,2.2578067120314853,1,1,-0.7296486,0.5487339,-0.7296486,0.5487339,-0.1522263,-2.950527,0.5071183,-2.550784,0.5049748,-3.066278,1.179103,0.3030963,2.358684,0.2960295,2.368588,3.415053,0.2988793,3.415053,0.2988793,3.084857,2.570687,0.3202397,2.570687,0.3202397,2.972563,3.245603,0.3147979,3.245603,0.3147979,2.871916,0.1892294,0.009633,0.1892294,0.009633,0.1795858,1.658461,0.01715585,1.658461,0.01715585,1.62429,136.2282,4.40855,136.2282,4.40855,136.2282,4.40855,galSpecInfo.v_disp,31.94856,39.17115,31.90714,1,1,3.069918084634253,0.19208686114424078,1.1743063017834392,0.1370486007077518,3.069918084634253,0.19208686114424078,1.1743063017834392,0.1370486007077518,S1,G00432,g06006,46993ca3f921
4,0,1,0.044131657,0.043986918,106.51913169001487,-19.139045,9.584412,-10.4614307,Starforming,Spiral,0.112999998033047,0.785000026226044,False,26,1,1,0.04353632,1.36005e-05,0,66.32965,18.03998,9.145001,11.74287,GALAXY,SDSS,sdss,0.04353632,66.32965,18.03998,9.245049,1.0,GALAXY,,64.0,GALAXY,4.503428,1.7201,4.503428,1.7201,2.053134,-3.110578,1.887593,-1.715688,1.859664,-0.2097035,0.1915254,1.080106,3.218593,1.012104,2.481214,2.648682,1.009423,2.648682,1.009423,2.103101,0.09170416,0.0328007,0.09170416,0.0328007,0.1121378,4.119824,1.063054,4.119824,1.063054,1.728137,2.402334,1.12036,2.402334,1.12036,1.699615,5.4381,1.51467,5.4381,1.51467,3.06564,0.6828756,0.991109,0.6828756,0.991109,1.047924,2.877475,1.351268,2.877475,1.351268,2.406738,0.05779519,1.270298,1.399088,1.226421,1.33927,1.299233,0.04507593,1.299233,0.04507593,1.337838,1.435821,0.03792404,1.435821,0.03792404,1.473237,0,3141292977226278912,1,1,1,csv_specobjid_with_mpa,2.879016,0.05829334,7.461455,0.4885863,6.109613,1.320615,0.0436999984085559,2.0,0.8600000143051147,3.2300000190734863,2.119999885559082,0.6700000166893005,0.8899999856948853,0.050000000745058,17.510000228881836,0.5,0,2.4651161049945505,0.8975166156526503,2.2124826637455524,2.58396469672983,1,1,4.503428,1.7201,4.503428,1.7201,2.053134,-3.110578,1.887593,-1.715688,1.859664,-0.2097035,0.1915254,1.080106,3.218593,1.012104,2.481214,2.648682,1.009423,2.648682,1.009423,2.103101,4.119824,1.063054,4.119824,1.063054,1.728137,2.402334,1.12036,2.402334,1.12036,1.699615,0.09170416,0.0328007,0.09170416,0.0328007,0.1121378,1.299233,0.04507593,1.299233,0.04507593,1.337838,66.32965,18.03998,66.32965,18.03998,66.32965,18.03998,galSpecInfo.v_disp,9.245049,11.74287,9.145001,1,1,3.10457081002795,0.6888251834716288,0.8122103144388712,0.3644225707004125,3.10457081002795,0.6888251834716288,0.8122103144388712,0.3644225707004125,S1,G00432,g06007,4d94c9d3cf87
1,1,0,0.028059412,0.02834841725,163.4300847032539,-22.041338,10.95878,-11.591071,Quenched,Spiral,0.0,0.75,True,26,1,1,0.02751117,7.9036e-06,0,148.7674,3.891459,39.80134,46.52185,GALAXY,SDSS,sdss,0.02751117,148.7674,3.891459,39.75102,1.0,GALAXY,STARFORMING,96.0,GALAXY,-0.5064963,0.3795174,-0.02374127,0.3771288,0.1316913,-4.166984,0.3692001,-3.311115,0.3658721,-2.91919,1.101637,0.2389167,2.447977,0.2324306,2.452961,3.848239,0.2348968,3.848239,0.2348968,3.053603,0.2100359,0.007653908,0.2093485,0.007656783,0.1795698,2.76642,0.2515083,2.76642,0.2515083,3.00644,2.941036,0.2557682,2.941036,0.2557682,2.808001,4.919308,0.382554,5.71866,0.3819528,5.426126,0.0,-1.0,0.0,-1.0,1.828501,0.8767166,0.2680173,1.353098,0.2646293,1.590391,-0.5895183,0.2485372,0.2278282,0.2433926,0.1227473,1.738651,0.01177608,1.737182,0.01176929,1.707398,1.953599,0.009866275,1.94916,0.009849722,1.958762,0,1554966779221010432,1,1,1,csv_specobjid_with_mpa,8.934918,0.1090832,22.27807,0.9494506,18.21437,0.9884739,,,,,,,,,,,0,,0.5817837779890888,,5.1981903500627125,1,1,-0.5064963,0.3795174,-0.02374127,0.3771288,0.1316913,-4.166984,0.3692001,-3.311115,0.3658721,-2.91919,1.101637,0.2389167,2.447977,0.2324306,2.452961,3.848239,0.2348968,3.848239,0.2348968,3.053603,2.76642,0.2515083,2.76642,0.2515083,3.00644,2.941036,0.2557682,2.941036,0.2557682,2.808001,0.2100359,0.007653908,0.2093485,0.007656783,0.1795698,1.738651,0.01177608,1.737182,0.01176929,1.707398,148.7674,3.891459,148.7674,3.891459,148.7674,3.891459,galSpecInfo.v_disp,39.75102,46.52185,39.80134,1,1,3.2915034988167218,0.15182238037890883,1.3484953716682178,0.11814514567049522,3.2915034988167218,0.15182238037890883,1.3484953716682178,0.11814514567049522,S2,G00209,g06008,879aa9b64227
2,0,1,0.028626794,0.02834841725,163.4300847032539,-20.453286,10.49291,-11.861768,Quenched,Spiral,0.0710000023245811,0.75,True,26,1,1,0.02807863,1.462071e-05,0,128.0617,7.767036,20.37447,27.94134,GALAXY,SDSS,sdss,0.02807863,128.0617,7.767036,20.46958,1.0,GALAXY,,96.0,GALAXY,1.105095,1.112688,1.105095,1.112688,0.105119,-2.423302,1.049708,-2.423302,1.049708,-2.758607,1.545258,0.5250432,2.513059,0.514967,2.249334,3.907592,0.4975196,3.907592,0.4975196,2.721012,0.1893267,0.01627388,0.1893267,0.01627388,0.1618679,2.737268,0.5198073,2.737268,0.5198073,2.560348,1.110175,0.5592388,1.110175,0.5592388,2.464587,2.305976,0.8192455,3.368774,0.8129517,4.775998,0.0,-1.0,0.0,-1.0,1.554469,1.715013,0.792864,1.715013,0.792864,1.455925,0.4251991,0.7024274,0.4251991,0.7024274,0.159365,1.73601,0.04338703,1.73601,0.04338703,1.728655,2.12285,0.04280511,2.12285,0.04280511,2.017116,0,1553749070009362432,1,1,1,csv_specobjid_with_mpa,3.872972,0.07382466,10.45731,0.451813,9.019371,0.9884739,0.0281000006943941,2.0,0.5630000233650208,3.630000114440918,2.369999885559082,0.6800000071525574,1.0099999904632568,0.0099999997764825,15.039999961853027,0.3199999928474426,0,4.209591096273355,0.5931411026908026,2.496881504720962,2.297218882770603,1,1,1.105095,1.112688,1.105095,1.112688,0.105119,-2.423302,1.049708,-2.423302,1.049708,-2.758607,1.545258,0.5250432,2.513059,0.514967,2.249334,3.907592,0.4975196,3.907592,0.4975196,2.721012,2.737268,0.5198073,2.737268,0.5198073,2.560348,1.110175,0.5592388,1.110175,0.5592388,2.464587,0.1893267,0.01627388,0.1893267,0.01627388,0.1618679,1.73601,0.04338703,1.73601,0.04338703,1.728655,128.0617,7.767036,128.0617,7.767036,128.0617,7.767036,galSpecInfo.v_disp,20.46958,27.94134,20.37447,1,1,2.9859474498792373,0.32650038199633075,2.031266999926965,0.47892936477743886,2.9859474498792373,0.32650038199633075,2.031266999926965,0.47892936477743886,S2,G00209,g06009,895835135fa0
