rank_M,is_bgg,is_sat,z,group_z,group_Vdisp,M_r,lgm,sSFR,sSFR_status,morphology,p_E,p_S,is_dominated,run2d,sciencePrimary,legacyPrimary,spec_z,spec_zErr,zWarning,velDisp,velDispErr,snMedian,snMedian_r,spec_class,instrument,survey,mpa_z,v_disp,v_disp_err,sn_median,reliable,spectrotype,mpa_subclass,primtarget,targettype,lick_hd_a,lick_hd_a_err,lick_hd_a_sub,lick_hd_a_sub_err,lick_hd_a_model,lick_hg_a,lick_hg_a_err,lick_hg_a_sub,lick_hg_a_sub_err,lick_hg_a_model,lick_hb,lick_hb_err,lick_hb_sub,lick_hb_sub_err,lick_hb_model,lick_mgb,lick_mgb_err,lick_mgb_sub,lick_mgb_sub_err,lick_mgb_model,lick_mg2,lick_mg2_err,lick_mg2_sub,lick_mg2_sub_err,lick_mg2_model,lick_fe5270,lick_fe5270_err,lick_fe5270_sub,lick_fe5270_sub_err,lick_fe5270_model,lick_fe5335,lick_fe5335_err,lick_fe5335_sub,lick_fe5335_sub_err,lick_fe5335_model,lick_fe5015,lick_fe5015_err,lick_fe5015_sub,lick_fe5015_sub_err,lick_fe5015_model,lick_fe5406,lick_fe5406_err,lick_fe5406_sub,lick_fe5406_sub_err,lick_fe5406_model,lick_hd_f,lick_hd_f_err,lick_hd_f_sub,lick_hd_f_sub_err,lick_hd_f_model,lick_hg_f,lick_hg_f_err,lick_hg_f_sub,lick_hg_f_sub_err,lick_hg_f_model,d4000_n,d4000_n_err,d4000_n_sub,d4000_n_sub_err,d4000_n_model,d4000,d4000_err,d4000_sub,d4000_sub_err,d4000_model,from_pass2,specObjID_u,has_mpa,is_csv_spec,n_spectra_for_objid,spec_choice,petroR50_r,petroR50Err_r,petroR90_r,petroR90Err_r,petroRad_r,psfWidth_r,simard_z,simard_Sp,simard_Scale,simard_Rhlr,simard_Rchl_r,simard_e,simard_ng,simard_e_ng,simard_rg2d,simard_PpS,simard_z_mismatch,Rchl_r_arcsec,kpc_per_arcsec_Planck15_DA,Rchl_r_kpc,petroR50_kpc,has_spectrum,mpa_reliable,HdA,HdA_err,HdA_sub,HdA_sub_err,HdA_model,HgA,HgA_err,HgA_sub,HgA_sub_err,HgA_model,Hb,Hb_err,Hb_sub,Hb_sub_err,Hb_model,Mgb,Mgb_err,Mgb_sub,Mgb_sub_err,Mgb_model,Fe5270,Fe5270_err,Fe5270_sub,Fe5270_sub_err,Fe5270_model,Fe5335,Fe5335_err,Fe5335_sub,Fe5335_sub_err,Fe5335_model,Mg2,Mg2_err,Mg2_sub,Mg2_sub_err,Mg2_model,D4000n,D4000n_err,D4000n_sub,D4000n_sub_err,D4000n_model,sigma_mpa,sigma_mpa_err,sigma_spec,sigma_spec_err,sigma,sigma_err,sigma_source,SN,SN_spec_r,SN_spec_all,valid_core,valid_core_sub,MgFe,MgFe_err,MgbFe,MgbFe_err,MgFe_sub,MgFe_sub_err,MgbFe_sub,MgbFe_sub_err,sample_blind,group_blind,gal_uid,obj_hash
2,0,1,0.037498264,0.03551682325,380.56688122655135,-21.820536,10.64009,-12.033548,Quenched,Elliptical,0.819999992847443,0.0160000007599592,False,26,1,1,0.03697989,1.107418e-05,0,209.8189,4.775843,39.30025,46.49494,GALAXY,SDSS,sdss,0.03697989,209.8189,4.775843,39.19255,1.0,GALAXY,,6240.0,GALAXY,-2.755773,0.4522321,-2.755773,0.4522321,-1.980942,-5.923411,0.4119623,-5.923411,0.4119623,-5.355102,1.734532,0.2314132,1.734532,0.2314132,2.071867,4.449516,0.2332757,4.449516,0.2332757,3.763704,0.2959979,0.007735111,0.2959979,0.007735111,0.2351189,2.528722,0.252456,2.528722,0.252456,3.356392,2.656311,0.2547719,2.656311,0.2547719,3.021661,4.708539,0.3801066,5.237375,0.3786012,6.112906,1.340093,0.2671255,1.340093,0.2671255,1.995955,0.141979,0.3113289,0.141979,0.3113289,0.6123966,-1.75323,0.2819701,-1.75323,0.2819701,-1.100136,1.955044,0.01729983,1.955044,0.01729983,1.848598,2.093241,0.01391484,2.093241,0.01391484,2.0801,0,1937801622612633600,1,1,1,csv_specobjid_with_mpa,17.08965,2.162237,51.56505,11.26249,47.38379,1.238273,0.0370000004768371,2.0,0.734000027179718,3.200000047683716,2.7100000381469727,0.3100000023841858,4.739999771118164,0.0399999991059303,14.90999984741211,0.0,0,3.692098007897534,0.7686979408273743,2.838108136003685,13.136778764460535,1,1,-2.755773,0.4522321,-2.755773,0.4522321,-1.980942,-5.923411,0.4119623,-5.923411,0.4119623,-5.355102,1.734532,0.2314132,1.734532,0.2314132,2.071867,4.449516,0.2332757,4.449516,0.2332757,3.763704,2.528722,0.252456,2.528722,0.252456,3.356392,2.656311,0.2547719,2.656311,0.2547719,3.021661,0.2959979,0.007735111,0.2959979,0.007735111,0.2351189,1.955044,0.01729983,1.955044,0.01729983,1.848598,209.8189,4.775843,209.8189,4.775843,209.8189,4.775843,galSpecInfo.v_disp,39.19255,46.49494,39.30025,1,1,3.377950207106481,0.1561403324658822,1.716292258892084,0.14896799676909514,3.377950207106481,0.1561403324658822,1.716292258892084,0.14896799676909514,S1,G01034,g01701,eaaa570738a1
3,0,1,0.042404094,0.0420720324999999,107.25767323851824,-19.649591,9.945284,-10.9034884,Starforming,Elliptical,0.827000021934509,0.0949999988079071,True,26,1,1,0.04205034,2.241499e-05,0,89.18796,8.920227,17.2856,23.97139,GALAXY,SDSS,sdss,0.04205034,89.18796,8.920227,17.32171,1.0,GALAXY,,64.0,GALAXY,-1.450047,1.201185,-1.450047,1.201185,-0.5259666,-4.947986,1.118005,-4.947986,1.118005,-3.3756,1.24889,0.5312781,1.24889,0.5312781,2.149087,2.140912,0.5692181,2.140912,0.5692181,2.713172,0.1624378,0.0174552,0.1624378,0.0174552,0.1629495,3.601517,0.5622641,3.601517,0.5622641,2.697849,3.185531,0.5589531,3.185531,0.5589531,2.58062,4.419343,0.8430133,4.419343,0.8430133,5.135856,1.105217,0.501304,1.105217,0.501304,1.608919,0.5619494,0.8629414,0.5619494,0.8629414,1.081882,-1.387186,0.7723773,-1.387186,0.7723773,-0.202856,1.755552,0.04605773,1.755552,0.04605773,1.702925,1.898853,0.03750388,1.898853,0.03750388,1.896853,0,1304921060465993728,1,1,1,csv_specobjid_with_mpa,2.256699,0.0277162,6.794842,0.2040255,5.114412,1.448855,0.0421000011265277,2.0,0.8309999704360962,3.009999990463257,2.7200000286102295,0.209999993443489,5.610000133514404,0.209999993443489,16.5,0.4099999964237213,0,3.273165012488285,0.8641670466693235,2.828561342103361,1.9501649100516156,1,1,-1.450047,1.201185,-1.450047,1.201185,-0.5259666,-4.947986,1.118005,-4.947986,1.118005,-3.3756,1.24889,0.5312781,1.24889,0.5312781,2.149087,2.140912,0.5692181,2.140912,0.5692181,2.713172,3.601517,0.5622641,3.601517,0.5622641,2.697849,3.185531,0.5589531,3.185531,0.5589531,2.58062,0.1624378,0.0174552,0.1624378,0.0174552,0.1629495,1.755552,0.04605773,1.755552,0.04605773,1.702925,89.18796,8.920227,89.18796,8.920227,89.18796,8.920227,galSpecInfo.v_disp,17.32171,23.97139,17.2856,1,1,2.731513486351301,0.40098557917238525,0.6308816439783541,0.18321204175926523,2.731513486351301,0.40098557917238525,0.6308816439783541,0.18321204175926523,S4,G00627,g01702,ee31665fc11c
3,0,1,0.024551621,0.0246359342499999,119.04480513602466,-20.760387,10.55726,-12.295522,Quenched,Elliptical,0.876999974250793,0.0829999968409538,False,26,1,1,0.02353827,9.79978e-06,0,170.1356,4.401988,40.22476,45.95396,GALAXY,SDSS,sdss,0.02353827,170.1356,4.401988,40.22298,1.0,GALAXY,,96.0,GALAXY,-2.691651,0.4703063,-2.691651,0.4703063,-2.769825,-6.204909,0.4224279,-6.204909,0.4224279,-6.010382,1.099012,0.2422599,2.154834,0.2371268,2.040887,4.274361,0.2386566,4.274361,0.2386566,3.900821,0.2693065,0.007822008,0.2693065,0.007822008,0.2371545,2.780534,0.249682,2.780534,0.249682,3.544623,2.523277,0.2565361,2.523277,0.2565361,3.32943,4.551674,0.3833694,5.321119,0.3812041,6.550481,1.705807,0.2183418,1.705807,0.2183418,2.192694,0.2103823,0.3201116,0.2103823,0.3201116,0.3196862,-2.097625,0.2903101,-2.097625,0.2903101,-1.446395,1.98644,0.0182733,1.98644,0.0182733,2.006346,2.181633,0.01528111,2.181633,0.01528111,2.264244,0,2023276842827409408,1,1,1,csv_specobjid_with_mpa,3.067546,0.03792595,9.583576,0.255531,7.589627,1.617464,0.0236000008881092,2.0,0.4760000109672546,2.5,2.4200000762939453,0.0700000002980232,4.769999980926514,0.0199999995529651,14.15999984741211,0.3000000119209289,0,5.084033656588349,0.5112183518373888,2.599051306606909,1.5681858103053747,1,1,-2.691651,0.4703063,-2.691651,0.4703063,-2.769825,-6.204909,0.4224279,-6.204909,0.4224279,-6.010382,1.099012,0.2422599,2.154834,0.2371268,2.040887,4.274361,0.2386566,4.274361,0.2386566,3.900821,2.780534,0.249682,2.780534,0.249682,3.544623,2.523277,0.2565361,2.523277,0.2565361,3.32943,0.2693065,0.007822008,0.2693065,0.007822008,0.2371545,1.98644,0.0182733,1.98644,0.0182733,2.006346,170.1356,4.401988,170.1356,4.401988,170.1356,4.401988,galSpecInfo.v_disp,40.22298,45.95396,40.22476,1,1,3.402516052599376,0.15430106369530155,1.6118074343146844,0.14118844723995516,3.402516052599376,0.15430106369530155,1.6118074343146844,0.14118844723995516,S2,G00883,g01703,7a7edddeb83a
1,1,0,0.035428072,0.035664467,128.77131742992148,-21.983611,11.00634,-12.350627,Quenched,Elliptical,0.929000020027161,0.0710000023245811,False,26,1,1,0.03541657,1.05663e-05,0,219.8807,4.976666,39.405,46.2823,GALAXY,SDSS,sdss,0.03541657,219.8807,4.976666,39.37195,1.0,GALAXY,,96.0,GALAXY,-2.040731,0.4095155,-2.040731,0.4095155,-2.306261,-6.065331,0.395581,-6.065331,0.395581,-5.6554,1.533185,0.2326025,1.84423,0.2311493,2.047027,4.462378,0.2313331,4.462378,0.2313331,3.737742,0.2811494,0.00772937,0.2811494,0.00772937,0.2323564,2.950339,0.2496963,2.950339,0.2496963,3.30065,2.464703,0.2616867,2.464703,0.2616867,3.002725,5.031176,0.37407,5.737533,0.3721848,6.079884,1.531874,0.3799207,1.531874,0.3799207,1.986311,0.3016329,0.2858199,0.3016329,0.2858199,0.3779989,-1.771962,0.2690315,-1.771962,0.2690315,-1.192189,1.96077,0.01492877,1.96077,0.01492877,1.942108,2.166555,0.01224441,2.166555,0.01224441,2.186436,0,1603443694164273152,1,1,1,csv_specobjid_with_mpa,4.877151,0.03619019,15.68262,0.254672,11.55895,1.244609,0.0353999994695186,2.0,0.7049999833106995,5.03000020980835,4.53000020980835,0.2000000029802322,4.090000152587891,0.0199999995529651,14.020000457763672,0.0,0,6.4255323646042415,0.7280690587114427,4.678231300417321,3.550902737763571,1,1,-2.040731,0.4095155,-2.040731,0.4095155,-2.306261,-6.065331,0.395581,-6.065331,0.395581,-5.6554,1.533185,0.2326025,1.84423,0.2311493,2.047027,4.462378,0.2313331,4.462378,0.2313331,3.737742,2.950339,0.2496963,2.950339,0.2496963,3.30065,2.464703,0.2616867,2.464703,0.2616867,3.002725,0.2811494,0.00772937,0.2811494,0.00772937,0.2323564,1.96077,0.01492877,1.96077,0.01492877,1.942108,219.8807,4.976666,219.8807,4.976666,219.8807,4.976666,galSpecInfo.v_disp,39.37195,46.2823,39.405,1,1,3.54383157803355,0.1528984296501878,1.6481416025951416,0.13935460609730424,3.54383157803355,0.1528984296501878,1.6481416025951416,0.13935460609730424,S2,G00409,g01704,96d6b568f928
4,0,1,0.035601728,0.0358081405,56.33940534668108,-19.71297,9.127062,-9.17520458,Starforming,Uncertain,0.209999993443489,0.28999999165535,False,26,1,1,0.03555875,5.657586e-06,0,61.07657,26.37701,8.12997,10.59781,GALAXY,SDSS,sdss,0.03555875,61.07657,26.37701,8.172561,1.0,GALAXY,STARBURST,64.0,GALAXY,3.632945,1.464686,5.925162,1.417758,5.6906,2.346994,1.434516,6.593874,1.348305,4.923924,-5.302868,1.317076,5.572071,0.9307536,4.551956,3.031995,1.082095,3.031995,1.082095,0.9910808,0.1094382,0.03506337,0.1009275,0.03523456,0.06401685,1.752319,1.224188,1.752319,1.224188,1.186461,0.1206814,1.239917,0.1206814,1.239917,1.229721,-8.798547,2.057605,2.542551,1.784991,2.153508,-2.403705,2.465728,-2.403705,2.465728,0.7406936,1.631727,1.161786,4.037666,1.085866,4.677337,0.2199006,1.093299,4.452495,0.9522625,4.474869,1.0661,0.02878506,1.063944,0.02874882,1.137515,1.220935,0.02512305,1.206856,0.02491573,1.246897,0,1903984208339036160,1,1,1,csv_specobjid_with_mpa,4.668562,0.04472357,9.926172,0.2095227,10.53634,1.139481,0.0355999991297721,2.0,0.7070000171661377,3.7300000190734863,3.4100000858306885,0.1700000017881393,0.8600000143051147,0.0199999995529651,16.5,0.5099999904632568,0,4.8231966096676535,0.7314850266432207,3.528096100528235,3.4149831989555275,1,1,3.632945,1.464686,5.925162,1.417758,5.6906,2.346994,1.434516,6.593874,1.348305,4.923924,-5.302868,1.317076,5.572071,0.9307536,4.551956,3.031995,1.082095,3.031995,1.082095,0.9910808,1.752319,1.224188,1.752319,1.224188,1.186461,0.1206814,1.239917,0.1206814,1.239917,1.229721,0.1094382,0.03506337,0.1009275,0.03523456,0.06401685,1.0661,0.02878506,1.063944,0.02874882,1.137515,61.07657,26.37701,61.07657,26.37701,61.07657,26.37701,galSpecInfo.v_disp,8.172561,10.59781,8.12997,1,1,1.9818752921921299,0.8063338339905084,3.2375807287601224,3.225902489488001,1.9818752921921299,0.8063338339905084,3.2375807287601224,3.225902489488001,S1,G00578,g01705,4b4a300e1dde
2,0,1,0.035879403,0.036396785,131.0673223454719,-20.913608,10.56526,-12.383234,Quenched,Uncertain,0.441000014543533,0.5,False,26,1,1,0.03547749,1.132201e-05,0,146.7787,4.591284,30.54277,38.48695,GALAXY,SDSS,sdss,0.03547749,146.7787,4.591284,30.50366,1.0,GALAXY,,96.0,GALAXY,-1.702649,0.5574276,-1.702649,0.5574276,-2.797012,-4.682667,0.5195352,-4.682667,0.5195352,-6.074754,1.829635,0.2947533,1.829635,0.2947533,1.935913,4.273246,0.3028638,4.273246,0.3028638,3.480332,0.2592564,0.009905513,0.2592564,0.009905513,0.2031589,3.45528,0.314312,3.45528,0.314312,3.260012,2.848432,0.3162746,2.848432,0.3162746,3.088408,5.166242,0.474878,5.166242,0.474878,5.93706,2.279056,0.2804593,2.279056,0.2804593,1.981554,0.6226897,0.3890397,0.6226897,0.3890397,0.1487471,-1.046198,0.3528008,-1.046198,0.3528008,-1.510461,1.934353,0.02186661,1.934353,0.02186661,2.000273,2.177841,0.01816069,2.177841,0.01816069,2.219141,0,1885977509867055104,1,1,1,csv_specobjid_with_mpa,2.656143,0.0382875,7.550734,0.2757725,6.051167,1.227839,0.0355000011622905,2.0,0.7059999704360962,2.7699999809265137,2.140000104904175,0.4600000083446502,3.3399999141693115,0.0399999991059303,15.050000190734863,0.0,0,3.03116174860786,0.7369441474669237,2.233796910662169,1.957429038685237,1,1,-1.702649,0.5574276,-1.702649,0.5574276,-2.797012,-4.682667,0.5195352,-4.682667,0.5195352,-6.074754,1.829635,0.2947533,1.829635,0.2947533,1.935913,4.273246,0.3028638,4.273246,0.3028638,3.480332,3.45528,0.314312,3.45528,0.314312,3.260012,2.848432,0.3162746,2.848432,0.3162746,3.088408,0.2592564,0.009905513,0.2592564,0.009905513,0.2031589,1.934353,0.02186661,1.934353,0.02186661,2.000273,146.7787,4.591284,146.7787,4.591284,146.7787,4.591284,galSpecInfo.v_disp,30.50366,38.48695,30.54277,1,1,3.7468870303319477,0.19192127788956298,1.355787193323553,0.13575924721835542,3.7468870303319477,0.19192127788956298,1.355787193323553,0.13575924721835542,S1,G00260,g01706,a04f12c0ed2b
2,0,1,0.044014756,0.0437920865,115.89496150081943,-20.902185,10.30146,-11.364704,Quenched,Elliptical,0.825999975204468,0.0869999974966049,False,26,1,1,0.0429091,9.236698e-06,0,123.5099,4.068952,36.53804,42.91489,GALAXY,SDSS,sdss,0.0429091,123.5099,4.068952,36.52791,1.0,GALAXY,,64.0,GALAXY,1.242958,0.3495471,1.242958,0.3495471,1.066674,-1.048829,0.3505166,-1.048829,0.3505166,-1.671739,2.723519,0.2335025,2.723519,0.2335025,2.830409,2.869082,0.2537326,2.869082,0.2537326,2.928137,0.1721786,0.008175503,0.1721786,0.008175503,0.1707725,2.487696,0.2698722,2.487696,0.2698722,2.902825,3.04515,0.2731256,3.04515,0.2731256,2.7953,5.984454,0.3881742,5.984454,0.3881742,5.284997,1.45611,0.2378491,1.45611,0.2378491,1.73464,2.019458,0.2486327,2.019458,0.2486327,2.122962,1.289706,0.2339649,1.289706,0.2339649,0.8046994,1.599283,0.009968268,1.599283,0.009968268,1.65979,1.829421,0.008318493,1.829421,0.008318493,1.862334,0,1815125799888513024,1,1,1,csv_specobjid_with_mpa,1.869502,0.01361036,5.669611,0.1090982,4.093044,1.772263,0.0430000014603138,2.0,0.847000002861023,2.069999933242798,1.7899999618530271,0.2899999916553497,5.789999961853027,0.0799999982118606,15.460000038146973,0.3700000047683716,0,2.1133411520740375,0.8952643113988915,1.8919989112625033,1.6736984206888506,1,1,1.242958,0.3495471,1.242958,0.3495471,1.066674,-1.048829,0.3505166,-1.048829,0.3505166,-1.671739,2.723519,0.2335025,2.723519,0.2335025,2.830409,2.869082,0.2537326,2.869082,0.2537326,2.928137,2.487696,0.2698722,2.487696,0.2698722,2.902825,3.04515,0.2731256,3.04515,0.2731256,2.7953,0.1721786,0.008175503,0.1721786,0.008175503,0.1707725,1.599283,0.009968268,1.599283,0.009968268,1.65979,123.5099,4.068952,123.5099,4.068952,123.5099,4.068952,galSpecInfo.v_disp,36.52791,42.91489,36.53804,1,1,2.754129728516041,0.16328241588063477,1.0371089309190966,0.11658625277964914,2.754129728516041,0.16328241588063477,1.0371089309190966,0.11658625277964914,S1,G00844,g01707,43fd845a84a6
4,0,1,0.022431166,0.023654187,398.37881474208234,-20.904264,10.45348,-10.6521571,Starforming,Spiral,0.100000001490116,0.899999976158142,True,26,1,1,0.02147829,1.436938e-05,0,65.70555,6.119979,23.47123,30.05091,GALAXY,SDSS,sdss,0.02147829,65.70555,6.119979,23.48388,1.0,GALAXY,STARFORMING,96.0,GALAXY,-0.5429999,0.8500484,0.4705751,0.8389304,1.358489,-4.219642,0.8105317,-2.127382,0.7919989,-1.041206,-0.2706775,0.461671,2.795689,0.4317003,2.548912,3.232803,0.4188822,3.232803,0.4188822,2.417147,0.1589417,0.01351778,0.1589417,0.01351778,0.145508,1.947204,0.4667038,1.947204,0.4667038,2.434886,2.291525,0.4406606,2.291525,0.4406606,2.407552,4.033001,0.6668112,4.589595,0.6640717,4.534945,1.714318,0.3715818,1.714318,0.3715818,1.465629,1.186184,0.5958888,2.187542,0.57969,2.125462,-1.55123,0.5731511,0.4746497,0.5447226,1.032624,1.563681,0.02646781,1.562069,0.02644807,1.480105,1.72652,0.02157158,1.718096,0.02148722,1.676435,0,1997408070455552000,1,1,1,csv_specobjid_with_mpa,9.290775,0.03345843,23.18377,0.1982597,21.26851,1.304695,0.0215000007301569,2.0,0.4350000023841858,6.269999980926514,3.8299999237060542,0.7699999809265137,0.8299999833106995,0.0099999997764825,14.34000015258789,0.0,0,8.804597477504041,0.4682679570243985,4.12291087321299,4.350572228423356,1,1,-0.5429999,0.8500484,0.4705751,0.8389304,1.358489,-4.219642,0.8105317,-2.127382,0.7919989,-1.041206,-0.2706775,0.461671,2.795689,0.4317003,2.548912,3.232803,0.4188822,3.232803,0.4188822,2.417147,1.947204,0.4667038,1.947204,0.4667038,2.434886,2.291525,0.4406606,2.291525,0.4406606,2.407552,0.1589417,0.01351778,0.1589417,0.01351778,0.145508,1.563681,0.02646781,1.562069,0.02644807,1.480105,65.70555,6.119979,65.70555,6.119979,65.70555,6.119979,galSpecInfo.v_disp,23.48388,30.05091,23.47123,1,1,2.570330928519836,0.2800090209074746,1.5253643250134652,0.30400266385015334,2.570330928519836,0.2800090209074746,1.5253643250134652,0.30400266385015334,S2,G01272,g01708,3bb3e23b84c4
1,1,0,0.036215676,0.035179472,352.94575342578577,-22.486245,11.21689,-12.382506,Quenched,Elliptical,0.894999980926514,0.104999996721745,True,26,1,1,0.03570269,9.35872e-06,0,249.774,4.449335,46.20824,50.99273,GALAXY,SDSS,sdss,0.03570269,249.774,4.449335,46.15664,1.0,GALAXY,,96.0,GALAXY,-2.32322,0.3171262,-1.587703,0.31368,-0.8401915,-5.950018,0.3061792,-4.795295,0.3020663,-4.160355,1.720103,0.1946771,2.118802,0.1932181,2.280587,4.533884,0.1944715,4.533884,0.1944715,3.471869,0.2996596,0.00653921,0.2996589,0.006539213,0.221197,2.834177,0.2142044,2.834177,0.2142044,3.04807,2.453273,0.2217661,2.453273,0.2217661,2.713497,5.48401,0.3175723,5.48401,0.3175723,5.620117,1.82159,0.2090886,1.82159,0.2090886,1.777958,0.3639987,0.2190569,0.9049627,0.215926,1.029333,-1.612548,0.2082137,-0.7527975,0.2037376,-0.3989674,1.913126,0.01045526,1.910392,0.01044489,1.799131,2.037886,0.008283854,2.03073,0.008262454,2.04558,0,1937788428473100288,1,1,1,csv_specobjid_with_mpa,5.987042,0.04375251,19.72269,0.2845316,14.39175,1.291501,,,,,,,,,,,0,,0.7435503838607829,,4.4516673772906294,1,1,-2.32322,0.3171262,-1.587703,0.31368,-0.8401915,-5.950018,0.3061792,-4.795295,0.3020663,-4.160355,1.720103,0.1946771,2.118802,0.1932181,2.280587,4.533884,0.1944715,4.533884,0.1944715,3.471869,2.834177,0.2142044,2.834177,0.2142044,3.04807,2.453273,0.2217661,2.453273,0.2217661,2.713497,0.2996596,0.00653921,0.2996589,0.006539213,0.221197,1.913126,0.01045526,1.910392,0.01044489,1.799131,249.774,4.449335,249.774,4.449335,249.774,4.449335,galSpecInfo.v_disp,46.15664,50.99273,46.20824,1,1,3.5165717508889136,0.13105302272728594,1.7149605197212265,0.1241439741595969,3.5165717508889136,0.13105302272728594,1.7149605197212265,0.1241439741595969,S1,G01056,g01709,d9eaa80cb31e
2,0,1,0.032673103,0.0333730777499999,168.49979062288688,-19.554815,9.719339,-11.230979,Quenched,Elliptical,0.718999981880188,0.228000000119209,True,26,1,1,0.03210787,1.907449e-05,0,37.8726,7.266986,16.5617,21.0362,GALAXY,SDSS,sdss,0.03210787,37.8726,7.266986,16.57128,1.0,GALAXY,,64.0,GALAXY,2.553498,1.166912,2.553498,1.166912,1.542396,-1.142335,1.064674,-1.142335,1.064674,-1.055611,2.978337,0.562528,2.978337,0.562528,2.961972,2.597661,0.582748,2.597661,0.582748,2.856918,0.1453704,0.01829049,0.1446221,0.01829815,0.1681568,2.618523,0.5961944,2.618523,0.5961944,3.023365,1.99567,0.5848904,1.99567,0.5848904,2.992652,4.545084,0.8734446,5.296535,0.8747909,5.512542,2.087347,0.5371295,2.087347,0.5371295,1.8107,2.082367,0.8326693,2.082367,0.8326693,2.491733,1.223326,0.7212431,1.223326,0.7212431,1.146093,1.64496,0.0405843,1.64496,0.0405843,1.634152,1.759865,0.03342871,1.759865,0.03342871,1.860202,0,2064999186855651328,1,1,1,csv_specobjid_with_mpa,3.051041,0.01940436,6.751364,0.1309181,6.386387,0.8922355,0.0322000011801719,2.0,0.6430000066757202,2.25,2.180000066757202,0.0700000002980232,1.7799999713897705,0.0399999991059303,16.40999984741211,0.0,0,3.390357766911543,0.6736830817985872,2.284026668812744,2.055434703573843,1,1,2.553498,1.166912,2.553498,1.166912,1.542396,-1.142335,1.064674,-1.142335,1.064674,-1.055611,2.978337,0.562528,2.978337,0.562528,2.961972,2.597661,0.582748,2.597661,0.582748,2.856918,2.618523,0.5961944,2.618523,0.5961944,3.023365,1.99567,0.5848904,1.99567,0.5848904,2.992652,0.1453704,0.01829049,0.1446221,0.01829815,0.1681568,1.64496,0.0405843,1.64496,0.0405843,1.634152,37.8726,7.266986,37.8726,7.266986,37.8726,7.266986,galSpecInfo.v_disp,16.57128,21.0362,16.5617,1,1,2.519723399421008,0.368736951122413,1.12594379992341,0.3245556111298256,2.519723399421008,0.368736951122413,1.12594379992341,0.3245556111298256,S2,G00599,g01710,3583be37b82c
4,0,1,0.032486325,0.03309069525,173.22667336249867,-19.50444,9.235365,-9.867987,Starforming,Spiral,0.149000003933907,0.597000002861023,False,26,1,1,0.03200852,9.477601e-06,0,0.0,38.79429,12.32664,14.46124,GALAXY,SDSS,sdss,0.03200852,0.0,38.79429,12.33176,1.0,GALAXY,STARFORMING,64.0,GALAXY,5.490638,1.081503,6.328457,1.070534,4.384183,0.2006887,1.161111,1.958837,1.137295,2.55724,-0.4126942,0.7765712,3.324266,0.7116116,3.705782,1.427591,0.7352807,1.427591,0.7352807,1.890102,0.06094999,0.02303123,0.06016894,0.0230416,0.1170324,1.603288,0.790732,1.603288,0.790732,2.037836,0.423651,0.8333757,0.423651,0.8333757,2.01746,-0.729627,1.165853,0.4317759,1.165462,3.726561,-1.984818,0.8948726,-1.984818,0.8948726,1.21721,3.52556,0.8119965,4.397247,0.794172,4.066719,0.8586909,0.8100863,2.579402,0.7719988,3.187653,1.271624,0.03001622,1.270744,0.03000183,1.296642,1.414381,0.02522739,1.408383,0.02514429,1.440633,0,2049173360302123008,1,1,1,csv_specobjid_with_mpa,4.70097,0.04013893,9.157561,0.2467273,9.306315,0.8426172,0.0320999994874,2.0,0.6399999856948853,3.619999885559082,2.990000009536743,0.3400000035762787,0.7599999904632568,0.0199999995529651,16.530000686645508,0.5099999904632568,0,4.6718751193257075,0.6699826869409601,3.130075445498456,3.149568511828845,1,1,5.490638,1.081503,6.328457,1.070534,4.384183,0.2006887,1.161111,1.958837,1.137295,2.55724,-0.4126942,0.7765712,3.324266,0.7116116,3.705782,1.427591,0.7352807,1.427591,0.7352807,1.890102,1.603288,0.790732,1.603288,0.790732,2.037836,0.423651,0.8333757,0.423651,0.8333757,2.01746,0.06094999,0.02303123,0.06016894,0.0230416,0.1170324,1.271624,0.03001622,1.270744,0.03000183,1.296642,,,,,,,none,12.33176,14.46124,12.32664,1,1,1.3480758706976548,0.4760909664073461,1.4086176249013906,1.0787726667129742,1.3480758706976548,0.4760909664073461,1.4086176249013906,1.0787726667129742,S1,G00048,g01711,816a1dcef4aa
