Id,objid,specobjid,Group,RA,Dec,M_r,z,zobs,Yang_z_CMB_group,BGG_ID,Yang_logM,logM_180,rmag,Lum,rank_M,RA_BGG,Dec_BGG,M_BGG,dist2BGG,lgm,sfr_tot_p50,sSFR,SFRexcess,SFRcategory,rank_dist,is_CG_member,host_lim_group,cg4_group,cg4_class,specobjid_csv,p_E,p_S,morphology,specObjID,bestObjID,plate,mjd,fiberID,run2d,sciencePrimary,legacyPrimary,spec_z,spec_zErr,zWarning,velDisp,velDispErr,snMedian,snMedian_r,spec_class,instrument,survey,mpa_plateid,mpa_mjd,mpa_fiberid,mpa_z,v_disp,v_disp_err,sn_median,reliable,spectrotype,mpa_subclass,primtarget,targettype,lick_hd_a,lick_hd_a_err,lick_hd_a_sub,lick_hd_a_sub_err,lick_hd_a_model,lick_hg_a,lick_hg_a_err,lick_hg_a_sub,lick_hg_a_sub_err,lick_hg_a_model,lick_hb,lick_hb_err,lick_hb_sub,lick_hb_sub_err,lick_hb_model,lick_mgb,lick_mgb_err,lick_mgb_sub,lick_mgb_sub_err,lick_mgb_model,lick_mg2,lick_mg2_err,lick_mg2_sub,lick_mg2_sub_err,lick_mg2_model,lick_fe5270,lick_fe5270_err,lick_fe5270_sub,lick_fe5270_sub_err,lick_fe5270_model,lick_fe5335,lick_fe5335_err,lick_fe5335_sub,lick_fe5335_sub_err,lick_fe5335_model,lick_fe5015,lick_fe5015_err,lick_fe5015_sub,lick_fe5015_sub_err,lick_fe5015_model,lick_fe5406,lick_fe5406_err,lick_fe5406_sub,lick_fe5406_sub_err,lick_fe5406_model,lick_hd_f,lick_hd_f_err,lick_hd_f_sub,lick_hd_f_sub_err,lick_hd_f_model,lick_hg_f,lick_hg_f_err,lick_hg_f_sub,lick_hg_f_sub_err,lick_hg_f_model,d4000_n,d4000_n_err,d4000_n_sub,d4000_n_sub_err,d4000_n_model,d4000,d4000_err,d4000_sub,d4000_sub_err,d4000_model,from_pass2,specObjID_u,has_mpa,is_csv_spec,n_spectra_for_objid,spec_choice,is_bgg,is_sat,size_specObjID,dr7objid,petroR50_r,petroR50Err_r,petroR90_r,petroR90Err_r,petroRad_r,psfWidth_r,simard_z,simard_Sp,simard_Scale,simard_Rhlr,simard_Rchl_r,simard_e,simard_ng,simard_e_ng,simard_rg2d,simard_PpS,simard_z_mismatch,Rchl_r_arcsec,kpc_per_arcsec_Planck15_DA,Rchl_r_kpc,petroR50_kpc
356169,1237662662683656472,1866746497949788160,3916,247.052262168,21.285678332,-19.522011,0.036971944,0.03682228,0.03676,254154,9.514,13.242770306132936,16.605729,4795174322.273814,5,247.1966171,21.49371335,-22.323884,15.56215957498626,9.725413,-0.9117547,-10.6371677,0.1304562000000011,G,6,0,3916,,,1866746497949788160,,,NoGZ,1866746497949788160,1237662662683656472,1658,53240,16,26,1,1,0.03682228,7.323194e-06,0,70.87519,17.2925,11.59688,14.19018,GALAXY,SDSS,sdss,1658.0,53240.0,16.0,0.03682228,70.87519,17.2925,11.77767,1.0,GALAXY,STARBURST,64.0,GALAXY,1.162175,1.092661,4.505861,1.034196,4.693212,-2.380428,1.200675,3.680322,1.090687,3.289562,-10.0154,1.122149,3.683316,0.7455253,3.588208,3.258145,0.7556867,3.258145,0.7556867,1.431285,0.09090073,0.02525789,0.08727393,0.02530969,0.08077271,0.9215657,0.8854291,0.9215657,0.8854291,1.250758,2.944517,0.8448566,2.944517,0.8448566,1.219785,-5.170074,1.344334,-0.8699439,1.315062,2.133368,-1.001572,0.8586404,-1.001572,0.8586404,0.7965629,1.686732,0.7804111,4.943577,0.6993899,4.001957,-1.910573,0.9077263,4.039395,0.7276002,3.380319,1.132517,0.0208369,1.129145,0.02079917,1.167756,1.253705,0.01699803,1.23308,0.01680839,1.271265,0,1866746497949788160,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.7583879181931199,,
356366,1237665533329211686,2430928472403634176,30,230.357428704,21.319723179,-19.308352,0.042311787,0.04184924,0.04082,554397,9.929,14.501770306132936,17.104366,3938590236.676398,66,229.853077991,20.896319496,-23.254116,39.77057930689728,9.879538,-1.409815,-11.289353,-0.4754915999999998,Q,85,0,30,,,2430928472403634176,0.513999998569489,0.418999999761581,Elliptical,2430928472403634176,1237665533329211686,2159,54328,402,26,1,1,0.04184924,2.59381e-05,0,41.71518,10.85451,12.53868,16.40406,GALAXY,SDSS,sdss,2159.0,54328.0,402.0,0.04184924,41.71518,10.85451,12.61533,1.0,GALAXY,,64.0,GALAXY,-1.885942,1.879688,-1.885942,1.879688,-1.277032,-2.806286,1.60205,-2.806286,1.60205,-4.254525,1.388737,0.7807374,1.388737,0.7807374,1.989558,2.991794,0.7640231,2.991794,0.7640231,2.834485,0.1924687,0.02438308,0.1924687,0.02438308,0.1706417,3.530148,0.8011474,3.530148,0.8011474,2.803625,1.707875,0.7788022,1.707875,0.7788022,2.719352,4.690987,1.160954,4.690987,1.160954,5.327903,1.82835,0.6349533,1.82835,0.6349533,1.674618,-0.3702131,1.356814,-0.3702131,1.356814,0.7118593,-0.7191279,1.117936,-0.7191279,1.117936,-0.700932,1.764603,0.07197978,1.764603,0.07197978,1.810486,1.968834,0.05920471,1.968834,0.05920471,2.012041,0,2430928472403634176,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.8623811839512184,,
357668,1237664837006786787,2183248893964216320,225,141.839171494,29.896915123,-18.118223,0.026015033,0.025133764,0.0274,389928,9.341,13.966770306132936,17.324172,1316100942.0871515,31,141.970101969,29.985751394,-22.51063,9.05392849042464,9.130804,-1.811335,-10.942139,-0.3528977999999991,G,9,0,225,,,2183248893964216320,0.426999986171722,0.435999989509583,Uncertain,2183248893964216320,1237664837006786787,1939,53389,469,26,1,1,0.02513376,3.789469e-05,0,39.2372,14.34473,9.881757,13.40587,GALAXY,SDSS,sdss,1939.0,53389.0,469.0,0.02513376,39.2372,14.34473,9.892342,1.0,GALAXY,,64.0,GALAXY,-0.4235767,2.252517,-0.4235767,2.252517,0.6536011,-2.398568,2.154034,-2.398568,2.154034,-2.25557,-0.02217766,1.092896,-0.02217766,1.092896,2.121599,2.427122,1.010429,2.427122,1.010429,2.447372,0.152975,0.03225029,0.152975,0.03225029,0.1313297,3.743683,0.9608519,3.743683,0.9608519,2.010629,1.479819,1.008121,1.479819,1.008121,1.921181,5.246428,1.538968,5.246428,1.538968,3.639271,0.734332,0.8631713,0.734332,0.8631713,1.164116,1.934587,1.573606,1.934587,1.573606,1.638833,1.505616,1.387116,1.505616,1.387116,0.2381407,1.534403,0.06257723,1.534403,0.06257723,1.563223,1.668993,0.05075948,1.668993,0.05075948,1.727691,0,2183248893964216320,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.5407308499451255,,
358155,1237661418750476312,1493102202275784704,310,217.454803036,53.992949655,-20.765219,0.042938608,0.042598445,0.04334,216888,10.437,13.905770306132936,15.714187,15069109892.064396,8,217.452067863,53.96501454,-22.800896,1.7581223095432377,10.37387,-1.61258,-11.98645,-1.0242889999999996,Q,2,1,310,293.0,Predom,1493102202275784704,0.898999989032745,0.0850000008940697,Elliptical,1493102202275784704,1237661418750476312,1326,52764,578,26,1,1,0.04259844,1.698138e-05,0,176.3772,7.107076,23.43134,29.99278,GALAXY,SDSS,sdss,1326.0,52764.0,578.0,0.04259844,176.3772,7.107076,23.40954,1.0,GALAXY,,64.0,GALAXY,-0.7029424,0.7593394,-0.7029424,0.7593394,-1.697648,-5.394056,0.73619,-5.394056,0.73619,-5.03233,1.489481,0.3908774,1.489481,0.3908774,2.060545,4.410244,0.4008195,4.410244,0.4008195,3.343298,0.2579592,0.01325129,0.2579592,0.01325129,0.1927354,1.768494,0.4395632,1.768494,0.4395632,2.946528,3.06031,0.4263534,3.06031,0.4263534,2.779391,5.231101,0.6364896,5.231101,0.6364896,5.284663,1.291002,0.3640946,1.291002,0.3640946,1.80421,1.09615,0.5291694,1.09615,0.5291694,0.6250833,-1.694448,0.5109952,-1.694448,0.5109952,-0.971943,1.910603,0.02997274,1.910603,0.02997274,1.851206,2.038702,0.02344823,2.038702,0.02344823,2.073934,0,1493102202275784704,1,1,1,csv_specobjid_with_mpa,0,1,1493102202275784704,587735697525571719,4.377441,0.04787506,13.92279,0.2469497,11.84068,1.512852,0.0425999984145164,2.0,0.8410000205039978,7.090000152587891,6.679999828338623,0.1299999952316284,7.570000171661377,0.0799999982118606,15.359999656677246,0.0,0,7.942924691411311,0.8745004346618109,6.9460910951252215,3.8280740572064325
358156,1237661418750541963,1493112372758341632,310,217.693192169,53.980087177,-19.588956,0.044004533,0.043666504,0.04334,216888,10.044,13.905770306132936,16.905904,5100143549.551018,15,217.452067863,53.96501454,-22.800896,8.961165296081145,9.958223,-1.300257,-11.25848,-0.4210131000000015,Q,12,0,310,,,1493112372758341632,0.657999992370605,0.300999999046326,Elliptical,1493112372758341632,1237661418750541963,1326,52764,615,26,1,1,0.0436665,2.160666e-05,0,73.06689,7.227952,15.77823,20.85756,GALAXY,SDSS,sdss,1326.0,52764.0,615.0,0.0436665,73.06689,7.227952,15.77823,1.0,GALAXY,,64.0,GALAXY,0.09445596,1.189382,0.09445596,1.189382,-1.13805,-2.913534,1.093635,-2.347988,1.08708,-4.087602,1.904478,0.5735458,1.904478,0.5735458,2.048841,3.273923,0.6102611,3.273923,0.6102611,2.793765,0.1826444,0.0193398,0.1826444,0.0193398,0.1698289,3.453427,0.6148793,3.453427,0.6148793,2.80192,2.92741,0.6270468,2.92741,0.6270468,2.673513,6.007957,0.8977403,6.007957,0.8977403,5.311075,1.658325,0.5282898,1.658325,0.5282898,1.624217,0.7676967,0.8590744,0.7676967,0.8590744,0.793132,-0.9187631,0.7730842,-0.3684327,0.7628216,-0.6086814,1.764095,0.04431424,1.764095,0.04431424,1.782519,1.945582,0.0360515,1.945582,0.0360515,1.976177,0,1493112372758341632,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.8950673169252623,,
358458,1237665549969588528,2430909505828055040,30,229.742384501,20.815375237,-22.601088,0.042310528,0.041834112,0.04082,554397,11.311,14.501770306132936,13.760489,81740106646.3258,2,229.853077991,20.896319496,-23.254116,8.25275748974916,11.37185,-1.224073,-12.595923,-1.334368000000001,Q,21,0,30,,,2430909505828055040,0.0,1.0,Spiral,2430909505828055040,1237665549969588528,2159,54328,333,26,1,1,0.04183411,1.931336e-05,0,207.0381,5.383072,33.23925,40.49219,GALAXY,SDSS,sdss,2159.0,54328.0,333.0,0.04183411,207.0381,5.383072,33.27058,1.0,GALAXY,AGN,96.0,GALAXY,-4.079644,0.6647263,-1.646913,0.6415159,-1.947367,-9.761437,0.6127859,-5.035174,0.576668,-5.40452,-3.846093,0.3445221,2.132297,0.3024842,2.011151,5.509405,0.2734253,5.509405,0.2734253,3.266768,0.2983433,0.009690329,0.2655912,0.009863877,0.195954,2.764397,0.3093091,2.764397,0.3093091,3.01352,2.934906,0.307665,2.934906,0.307665,2.697259,-27.81536,0.9201599,1.046222,0.7756961,5.417855,1.614409,0.2598439,1.614409,0.2598439,1.805002,-1.545688,0.4774318,0.814119,0.4456552,0.4952852,-4.551969,0.4272844,-0.9683096,0.3940091,-1.072218,1.676817,0.02051689,1.911361,0.02597532,1.924528,1.948579,0.01815383,2.069156,0.02046833,2.197869,0,2430909505828055040,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.8623568233277766,,
358459,1237665549969653957,2430924624112936960,30,229.871260368,20.780097419,-20.191565,0.04244811,0.041973762,0.04082,554397,10.311,14.501770306132936,16.158693,8884356969.795311,39,229.853077991,20.896319496,-23.254116,7.380091173427555,10.2522,-1.18989,-11.44209,-0.5164299999999997,Q,20,0,30,,,2430924624112936960,0.813000023365021,0.153999999165535,Elliptical,2430924624112936960,1237665549969653957,2159,54328,388,26,1,1,0.04197376,1.623094e-05,0,109.0399,5.497543,24.06802,30.36417,GALAXY,SDSS,sdss,2159.0,54328.0,388.0,0.04197376,109.0399,5.497543,24.06061,1.0,GALAXY,,64.0,GALAXY,-1.797681,0.9039511,-1.797681,0.9039511,-1.277111,-4.075731,0.7987697,-4.075731,0.7987697,-4.293388,1.877653,0.3972062,1.877653,0.3972062,2.008734,3.092584,0.4071171,3.092584,0.4071171,2.844911,0.2036936,0.01291289,0.2036936,0.01291289,0.1709102,3.226533,0.4208614,3.226533,0.4208614,2.74262,2.053873,0.4151304,2.053873,0.4151304,2.595997,5.137715,0.6135846,5.137715,0.6135846,5.174625,1.822091,0.3446475,1.822091,0.3446475,1.617598,1.323649,0.604359,1.323649,0.604359,0.6839129,-0.800674,0.5465715,-0.800674,0.5465715,-0.6937173,1.820424,0.03570718,1.820424,0.03570718,1.813811,2.090431,0.03055432,2.090431,0.03055432,2.022796,0,2430924624112936960,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.865018483189143,,
358461,1237665549969850555,2427450170674276352,30,230.381088314,20.556576118,-18.666917,0.042226502,0.041759882,0.04082,554397,9.445,14.501770306132936,17.721511,2181558181.598496,92,229.853077991,20.896319496,-23.254116,37.66245238882696,9.460894,-0.6884936,-10.1493876,0.5388806000000006,M,82,0,30,,,2427450170674276352,,,NoGZ,2427450170674276352,1237665549969850555,2156,54525,36,26,1,1,0.04175988,1.008612e-05,0,87.46396,23.82758,7.344478,10.45836,GALAXY,SDSS,sdss,2156.0,54525.0,36.0,0.04175988,87.46396,23.82758,7.420713,1.0,GALAXY,STARFORMING,64.0,GALAXY,4.110282,2.366832,4.110282,2.366832,5.963718,-0.287777,2.461026,2.42811,2.388341,4.797479,-4.384825,1.653477,3.243448,1.366052,4.585447,2.220942,1.343798,2.220942,1.343798,1.396793,0.07593355,0.04320353,0.07593355,0.04320353,0.08550258,3.212358,1.437334,3.212358,1.437334,1.576734,4.137969,1.383398,4.137969,1.383398,1.58877,5.66894,1.90525,8.206695,1.863065,2.817467,-0.5504296,1.313956,-0.5504296,1.313956,0.9349574,2.742295,1.792554,2.742295,1.792554,5.038225,0.2679814,1.790179,2.994913,1.661725,4.505543,1.3723,0.06422362,1.3723,0.06422362,1.272621,1.421581,0.05187399,1.421581,0.05187399,1.492065,0,2427450170674276352,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.8607308207211616,,
358462,1237665549969850569,2430948813368748032,30,230.42697537,20.588944522,-20.356934,0.042348741,0.041883126,0.04082,554397,10.431,14.501770306132936,16.015452,10346026822.48029,37,229.853077991,20.896319496,-23.254116,38.860503040199426,10.43432,-0.6828637,-11.1171837,-0.1368877000000008,G,83,0,30,,,2430948813368748032,0.547999978065491,0.451999992132187,Elliptical,2430948813368748032,1237665549969850569,2159,54328,476,26,1,1,0.04188313,1.036567e-05,0,111.3357,4.828617,26.71785,33.21836,GALAXY,SDSS,sdss,2159.0,54328.0,476.0,0.04188313,111.3357,4.828617,26.75131,1.0,GALAXY,AGN,96.0,GALAXY,1.567375,0.7137916,1.567375,0.7137916,0.4228841,-2.643975,0.6888849,-1.734356,0.6819651,-2.378466,0.9648513,0.3752559,2.517367,0.3636484,2.335319,3.612214,0.3588669,3.612214,0.3588669,2.674714,0.1951628,0.01176559,0.1936771,0.01177529,0.1592678,2.739916,0.3887269,2.739916,0.3887269,2.568358,2.503113,0.3823048,2.503113,0.3823048,2.493269,3.740481,0.5711337,4.906036,0.5717651,4.795431,1.469093,0.321268,1.469093,0.321268,1.560899,1.834399,0.5171504,1.834399,0.5171504,1.66035,-0.1988195,0.4703508,0.6739727,0.4597726,0.3628924,1.61256,0.02491557,1.61256,0.02491557,1.655812,1.872424,0.02166315,1.872424,0.02166315,1.892676,0,2430948813368748032,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.8630961806146054,,
361332,1237664091830485164,2185432249128740864,225,142.004961947,30.198397263,-19.75191,0.028108782,0.027229784,0.0274,389928,10.126,13.966770306132936,15.690862,5926032105.087256,19,141.970101969,29.985751394,-22.51063,13.494664967649296,9.937181,-1.977094,-11.914275,-1.0831207000000005,Q,12,0,225,,,2185432249128740864,0.407999992370605,0.533999979496002,Spiral,2185432249128740864,1237664091830485164,1941,53386,220,26,1,1,0.02722978,1.543031e-05,0,68.3891,5.600502,21.00901,26.43538,GALAXY,SDSS,sdss,1941.0,53386.0,220.0,0.02722978,68.3891,5.600502,21.08442,1.0,GALAXY,,64.0,GALAXY,0.9729953,0.8474671,0.9729953,0.8474671,-1.073722,-1.2197,0.7884058,-1.2197,0.7884058,-4.003871,2.160928,0.4375052,2.160928,0.4375052,2.069498,3.451535,0.4495871,3.451535,0.4495871,2.775514,0.1761571,0.01452887,0.1761571,0.01452887,0.1685771,3.418143,0.4567778,3.418143,0.4567778,2.795359,2.465358,0.4766238,2.465358,0.4766238,2.660135,5.70149,0.6754553,5.70149,0.6754553,5.311802,1.872688,0.3973985,1.872688,0.3973985,1.621582,2.012005,0.5961006,2.012005,0.5961006,0.8197908,0.529771,0.5385542,0.529771,0.5385542,-0.5507959,1.737333,0.03399257,1.737333,0.03399257,1.764993,1.987976,0.02943444,1.987976,0.02943444,1.941255,0,2185432249128740864,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.5827726442906528,,
361333,1237664091830616203,2185409984018278400,225,142.323100687,30.383894557,-20.529105,0.027484278,0.026605008,0.0274,389928,10.274,13.966770306132936,14.82533,12123890352.8184,10,141.970101969,29.985751394,-22.51063,31.517829674610265,10.12053,-0.01715533,-10.13768533,0.7484736699999992,M,27,0,225,,,2185409984018278400,0.0,1.0,Spiral,2185409984018278400,1237664091830616203,1941,53386,139,26,1,1,0.02660501,1.413023e-05,0,43.58871,10.07201,14.16238,18.39791,GALAXY,SDSS,sdss,1941.0,53386.0,139.0,0.02660501,43.58871,10.07201,14.28492,1.0,GALAXY,STARFORMING,96.0,GALAXY,0.5804405,1.253225,1.655843,1.236464,2.318691,-2.094084,1.181172,-0.4020472,1.158449,0.2002781,-0.4514241,0.710799,2.802078,0.6610656,2.847758,3.431463,0.6634123,3.431463,0.6634123,2.167428,0.1396544,0.02145691,0.1396544,0.02145691,0.1317443,3.973597,0.6552402,3.973597,0.6552402,2.247329,3.282276,0.6727269,3.282276,0.6727269,2.227054,3.23195,1.0409,4.293452,1.032487,4.174231,0.844233,0.616031,0.844233,0.616031,1.374742,0.1349786,0.9434668,1.21129,0.9202998,2.658019,-0.0008664711,0.8202878,1.658451,0.7830844,1.724843,1.3116,0.03186342,1.310408,0.03184305,1.358031,1.467119,0.02725643,1.459428,0.02714437,1.505967,0,2185409984018278400,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.570255248920752,,
363196,1237664837006917977,2185406685483395072,225,142.245693972,30.08695711,-18.273842,0.026312287,0.025430067,0.0274,389928,9.098,13.966770306132936,17.156348,1518926643.0277052,27,141.970101969,29.985751394,-22.51063,16.283514970996336,8.84384,-0.8652603,-9.7091003,0.7940517000000007,M,15,0,225,,,2185406685483395072,0.00899999961256981,0.99099999666214,Spiral,2185406685483395072,1237664837006917977,1941,53386,127,26,1,1,0.02543007,1.30788e-05,0,0.0,47.79848,5.726651,7.308975,GALAXY,SDSS,sdss,1941.0,53386.0,127.0,0.02543007,0.0,47.79848,5.822775,1.0,GALAXY,STARFORMING,64.0,GALAXY,6.564991,2.406918,6.564991,2.406918,7.360362,2.977453,2.359358,5.585383,2.287879,6.994441,0.4653623,1.643343,3.637755,1.544,5.703386,1.705184,1.48098,1.705184,1.48098,0.6373609,-0.009762657,0.050276,-0.01212502,0.05034813,0.03781889,2.522398,1.639063,2.522398,1.639063,0.823571,0.6325548,1.807354,0.6325548,1.807354,0.9258057,0.9333693,2.551822,3.176136,2.542732,1.522151,0.9419569,1.502778,0.9419569,1.502778,0.4985613,3.000598,1.882744,3.000598,1.882744,5.88279,0.4744056,1.848248,3.172998,1.718818,5.816708,1.118994,0.05532535,1.118994,0.05532535,1.200671,1.295792,0.04974836,1.295792,0.04974836,1.421251,0,2185406685483395072,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.5467126877038041,,
363402,1237662264324129042,5504786424102842368,76,231.823654863,7.416891715,-21.592328,0.042938457,0.04243544,0.04374,420825,10.844,14.675770306132936,14.887671,32279827111.102863,9,232.373444842,7.573251432,-23.380884,35.6303751514377,,,,,X,51,0,76,,,5504786424102842368,,,NoGZ,5504786424103458816,1237662264324129042,4889,55709,952,v5_13_2,1,0,0.04247007,1.081502e-05,0,154.9137,4.200941,37.13649,40.88515,GALAXY,BOSS,boss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5504786424103458816,0,0,1,other_no_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.8744975173730049,,
363430,1237662264861065553,2048137351040886784,76,232.081423339,7.695890052,-21.305425,0.043001948,0.042504907,0.04374,420825,10.733,14.675770306132936,15.205401,24783920082.261993,11,232.373444842,7.573251432,-23.380884,19.75076056258572,10.68391,-1.16687,-11.85078,-0.7956069999999986,Q,32,0,76,,,2048137351040886784,0.488999992609024,0.206000000238419,Uncertain,2048137351040886784,1237662264861065553,1819,54540,456,26,1,1,0.04250491,3.494621e-05,0,133.8712,12.38636,10.31814,12.82071,GALAXY,SDSS,sdss,1819.0,54540.0,456.0,0.04250491,133.8712,12.38636,10.30231,1.0,GALAXY,,96.0,GALAXY,0.3412118,2.188963,0.3412118,2.188963,-0.5912759,-2.913846,1.829124,-1.84891,1.804738,-3.725369,2.110602,0.8959672,2.110602,0.8959672,2.343642,4.546811,0.9152903,4.546811,0.9152903,3.193099,0.2682876,0.02945446,0.2682876,0.02945446,0.1859517,2.961776,0.9334673,2.961776,0.9334673,3.062699,1.191279,0.9694706,1.191279,0.9694706,2.886961,6.521702,1.371727,6.521702,1.371727,5.561247,1.842418,0.7836914,1.842418,0.7836914,1.857617,1.267938,1.527793,1.267938,1.527793,1.267443,-1.726906,1.32517,-0.6846424,1.28774,-0.3108013,1.698165,0.08048146,1.698165,0.08048146,1.753877,1.803104,0.06630372,1.803104,0.06630372,1.967607,0,2048137351040886784,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.8757240562645008,,
364307,1237664093977116737,2182100728779139072,3863,139.065189731,30.824019532,-20.869508,0.023569981,0.022722792,0.02397,339258,10.579,13.328770306132936,14.296883,16588350380.782766,2,139.174411627,30.915418002,-22.317682,8.226551937242565,10.44188,-1.656235,-12.098115,-1.115551,Q,5,1,3863,42.0,Embedded,2182100728779139072,0.601999998092651,0.398000001907349,Elliptical,2182100728779139072,1237664093977116737,1938,53379,388,26,1,1,0.02272279,7.220997e-06,0,134.3178,2.850704,43.23331,49.15628,GALAXY,SDSS,sdss,1938.0,53379.0,388.0,0.02272279,134.3178,2.850704,43.26168,1.0,GALAXY,AGN BROADLINE,96.0,GALAXY,-1.829848,0.347351,-1.510573,0.3459557,-1.447818,-4.883307,0.3317912,-4.478498,0.3304262,-4.571759,1.631436,0.2130709,2.265123,0.2103928,2.165665,3.76155,0.2150884,3.76155,0.2150884,3.28265,0.2259694,0.006994547,0.2249213,0.006998584,0.1908933,3.037463,0.2290654,3.037463,0.2290654,3.100219,2.931229,0.2328942,2.931229,0.2328942,2.94199,4.864894,0.342161,6.078724,0.3419407,5.605852,1.849017,0.200889,1.849017,0.200889,1.870531,0.4083794,0.2425554,0.7187862,0.2405919,0.8023373,-0.9866727,0.2245375,-0.6011381,0.2224304,-0.7900347,1.854351,0.01112527,1.864549,0.01123273,1.797371,2.00979,0.009030054,2.012802,0.009067293,2.022085,0,2182100728779139072,1,1,1,csv_specobjid_with_mpa,0,1,2182100728779139072,588017979413233753,4.07852,0.07708921,12.99594,0.4720088,10.26552,1.476994,0.0228000003844499,2.0,0.4600000083446502,3.299999952316284,2.490000009536743,0.4900000095367431,4.789999961853027,0.0299999993294477,14.119999885559082,0.0,0,5.413043400797369,0.4913625919938298,2.6597670359908903,2.0040321586986747
366511,1237664093977116872,2182102378046580736,3863,139.029174077,30.837897753,-18.056467,0.024234152,0.023387441,0.02397,339258,9.031,13.328770306132936,17.112661,1243331108.6220746,5,139.174411627,30.915418002,-22.317682,9.223216728685628,8.67995,-0.9170316,-9.5969816,0.8570034,M,6,0,3863,,,2182102378046580736,0.104000002145767,0.85699999332428,Spiral,2182102378046580736,1237664093977116872,1938,53379,394,26,1,1,0.02338744,9.363614e-06,0,56.05072,26.52703,9.167396,11.71579,GALAXY,SDSS,sdss,1938.0,53379.0,394.0,0.02338744,56.05072,26.52703,9.296471,1.0,GALAXY,STARFORMING,64.0,GALAXY,4.046589,1.342204,5.765572,1.311162,6.5514,1.852218,1.359548,3.569851,1.334442,5.657519,-1.44102,1.127322,3.081783,1.019725,4.983092,2.101535,0.9814737,2.101535,0.9814737,1.178879,0.06563593,0.03137295,0.06390658,0.03140396,0.07277568,0.01660822,1.106992,0.01660822,1.106992,1.347866,2.269622,1.047453,2.269622,1.047453,1.426373,-1.933424,1.632757,1.025777,1.609333,2.424685,1.750313,0.908644,1.750313,0.908644,0.8072593,3.711892,0.9404741,5.43842,0.8941331,5.409237,1.886724,0.9433202,3.576325,0.9018754,5.025261,1.233005,0.03043701,1.231537,0.0304137,1.214952,1.346344,0.02569263,1.334824,0.02552968,1.394749,0,2182102378046580736,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.5048020670061208,,
366512,1237664093977116923,2182102927802394624,3863,139.10675158,30.869383368,-17.595593,0.024229049,0.023382038,0.02397,339258,8.853,13.328770306132936,17.584656,813274583.6530523,7,139.174411627,30.915418002,-22.317682,4.655625741756543,,,,,X,4,0,3863,,,2182102927802394624,0.421999990940094,0.351999998092651,Uncertain,2182102927802394624,1237664093977116923,1938,53379,396,26,1,1,0.02338204,9.024021e-06,0,0.0,20.61643,9.982483,12.3411,GALAXY,SDSS,sdss,1938.0,53379.0,396.0,0.02338204,0.0,20.61643,10.11775,1.0,GALAXY,STARFORMING,64.0,GALAXY,4.369849,1.165447,5.765675,1.144019,5.924242,0.5330366,1.243895,3.351993,1.202779,4.93345,-1.031001,0.9958137,3.673172,0.8906456,4.612777,0.29275,0.9808868,0.29275,0.9808868,1.261309,0.05123629,0.02933688,0.04906947,0.02937365,0.07815065,1.271541,1.005364,1.271541,1.005364,1.419254,1.272548,1.043379,1.272548,1.043379,1.489287,-1.526053,1.50032,2.235315,1.464217,2.569536,1.831172,0.844766,1.831172,0.844766,0.8623004,3.86447,0.8074222,5.260544,0.7767268,4.944953,1.016114,0.8977684,3.808436,0.8300236,4.550723,1.264263,0.02718502,1.263183,0.02716999,1.197922,1.347482,0.02242343,1.338017,0.02230725,1.346477,0,2182102927802394624,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.5046988909924648,,
