Id,objid,specobjid,Group,RA,Dec,M_r,z,zobs,Yang_z_CMB_group,BGG_ID,Yang_logM,logM_180,rmag,Lum,rank_M,RA_BGG,Dec_BGG,M_BGG,dist2BGG,lgm,sfr_tot_p50,sSFR,SFRexcess,SFRcategory,rank_dist,is_CG_member,host_lim_group,cg4_group,cg4_class,specobjid_csv,p_E,p_S,morphology,specObjID,bestObjID,plate,mjd,fiberID,run2d,sciencePrimary,legacyPrimary,spec_z,spec_zErr,zWarning,velDisp,velDispErr,snMedian,snMedian_r,spec_class,instrument,survey,mpa_plateid,mpa_mjd,mpa_fiberid,mpa_z,v_disp,v_disp_err,sn_median,reliable,spectrotype,mpa_subclass,primtarget,targettype,lick_hd_a,lick_hd_a_err,lick_hd_a_sub,lick_hd_a_sub_err,lick_hd_a_model,lick_hg_a,lick_hg_a_err,lick_hg_a_sub,lick_hg_a_sub_err,lick_hg_a_model,lick_hb,lick_hb_err,lick_hb_sub,lick_hb_sub_err,lick_hb_model,lick_mgb,lick_mgb_err,lick_mgb_sub,lick_mgb_sub_err,lick_mgb_model,lick_mg2,lick_mg2_err,lick_mg2_sub,lick_mg2_sub_err,lick_mg2_model,lick_fe5270,lick_fe5270_err,lick_fe5270_sub,lick_fe5270_sub_err,lick_fe5270_model,lick_fe5335,lick_fe5335_err,lick_fe5335_sub,lick_fe5335_sub_err,lick_fe5335_model,lick_fe5015,lick_fe5015_err,lick_fe5015_sub,lick_fe5015_sub_err,lick_fe5015_model,lick_fe5406,lick_fe5406_err,lick_fe5406_sub,lick_fe5406_sub_err,lick_fe5406_model,lick_hd_f,lick_hd_f_err,lick_hd_f_sub,lick_hd_f_sub_err,lick_hd_f_model,lick_hg_f,lick_hg_f_err,lick_hg_f_sub,lick_hg_f_sub_err,lick_hg_f_model,d4000_n,d4000_n_err,d4000_n_sub,d4000_n_sub_err,d4000_n_model,d4000,d4000_err,d4000_sub,d4000_sub_err,d4000_model,from_pass2,specObjID_u,has_mpa,is_csv_spec,n_spectra_for_objid,spec_choice,is_bgg,is_sat,size_specObjID,dr7objid,petroR50_r,petroR50Err_r,petroR90_r,petroR90Err_r,petroRad_r,psfWidth_r,simard_z,simard_Sp,simard_Scale,simard_Rhlr,simard_Rchl_r,simard_e,simard_ng,simard_e_ng,simard_rg2d,simard_PpS,simard_z_mismatch,Rchl_r_arcsec,kpc_per_arcsec_Planck15_DA,Rchl_r_kpc,petroR50_kpc
186338,1237658312939798811,1073142080856942592,1824,178.973717824,60.529409535,-20.906373,0.033375824,0.032916926,0.03345,157749,10.416,14.399770306132936,14.991014,17161261142.08328,6,179.04299365,60.522524294,-23.289736,2.184925346951533,10.3846,0.1970965,-10.1875035,0.7778764999999996,M,2,1,1824,173.0,Embedded,1073142080856942592,0.0,1.0,Spiral,1073142080856942592,1237658312939798811,953,52411,580,26,1,1,0.03291693,1.038237e-05,0,91.82923,7.848916,23.49865,31.21679,GALAXY,SDSS,sdss,953.0,52411.0,580.0,0.03291693,91.82923,7.848916,23.5409,1.0,GALAXY,STARFORMING,96.0,GALAXY,2.689384,0.6686848,3.769297,0.6594219,3.597414,-0.8780791,0.6628742,1.581153,0.6434876,1.647981,-0.4347771,0.4407896,4.093297,0.3945002,3.385237,2.560188,0.4098409,2.560188,0.4098409,2.016704,0.1269577,0.01305504,0.1269577,0.01305504,0.122939,2.046843,0.4251943,2.046843,0.4251943,2.121729,1.909058,0.4462136,1.909058,0.4462136,2.067778,2.287773,0.6579324,3.168026,0.6536407,3.878375,0.38572,0.4048012,0.38572,0.4048012,1.260749,2.663218,0.4833216,3.747743,0.4694368,3.534777,0.5326312,0.4627313,2.952537,0.4302559,2.625658,1.326138,0.01670814,1.324641,0.01669574,1.375749,1.546727,0.01443455,1.538651,0.01437983,1.585101,0,1073142080856942592,1,1,1,csv_specobjid_with_mpa,0,1,1073142080856942592,587732591714893937,5.753307,0.05271855,14.87796,0.2822271,13.63923,1.231327,0.0329000018537044,2.0,0.656000018119812,6.25,4.150000095367432,0.6600000262260437,1.4199999570846558,0.0099999997764825,14.979999542236328,0.0900000035762786,0,6.326219482831592,0.6875901519964295,4.349846215762947,3.955917234612122
186410,1237659330316861699,1321919787005143040,369,249.783215132,36.6143693,-18.513398,0.030330142,0.030289654,0.03164,180632,9.24,14.231770306132937,17.188015,1893909401.845199,21,249.474675718,36.073053206,-22.993961,37.42504053157824,9.076116,-0.6808107,-9.7569267,0.8159080999999979,M,17,0,369,,,1321919787005143040,0.046000000089407,0.845000028610229,Spiral,1321919787005143040,1237659330316861699,1174,52782,412,26,1,1,0.03028965,1.227885e-05,0,79.47514,36.79376,5.583137,7.557143,GALAXY,SDSS,sdss,1174.0,52782.0,412.0,0.03028965,79.47514,36.79376,5.679402,1.0,GALAXY,STARFORMING,64.0,GALAXY,4.697996,2.766834,4.697996,2.766834,7.101822,-5.635857,3.530844,-2.542146,3.421314,6.336347,-3.21347,2.234411,2.535968,1.929786,5.520738,2.241647,1.617245,2.241647,1.617245,1.142443,0.0893889,0.05367088,0.0893889,0.05367088,0.06869962,4.153714,1.609815,4.153714,1.609815,1.596723,-0.04648811,1.834356,-0.04648811,1.834356,1.59653,2.908533,2.68051,7.048617,2.570643,2.845786,1.589953,1.847803,1.589953,1.847803,0.8685911,4.355202,2.001756,4.355202,2.001756,5.710771,-1.943132,2.526635,1.098441,2.350098,5.470873,1.317109,0.07259316,1.317109,0.07259316,1.292245,1.419798,0.05713549,1.419798,0.05713549,1.51724,0,1321919787005143040,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.6271430203598878,,
187895,1237659324420194540,1506628119459555328,369,248.503371325,36.190720222,-20.244491,0.03266661,0.032602735,0.03164,180632,10.408,14.231770306132937,15.55068,9328168878.170029,10,249.474675718,36.073053206,-22.993961,49.84183432770984,10.48076,-0.8938212,-11.3745812,-0.3803532,G,20,0,369,,,1506628119459555328,0.0,1.0,Spiral,1506628119459555328,1237659324420194540,1338,52765,633,26,1,1,0.03260273,2.458266e-05,0,91.27569,13.74492,12.48653,17.04261,GALAXY,SDSS,sdss,1338.0,52765.0,633.0,0.03260273,91.27569,13.74492,12.58076,1.0,GALAXY,,96.0,GALAXY,0.2597372,1.730476,0.2597372,1.730476,0.5575444,-2.63532,1.57118,-2.63532,1.57118,-1.982768,1.62963,0.8513479,2.375144,0.8393051,2.304026,2.527785,0.8076347,2.527785,0.8076347,2.540906,0.1143845,0.02533804,0.1143845,0.02533804,0.1521338,2.741614,0.8175524,2.741614,0.8175524,2.498672,1.959926,0.8156863,1.959926,0.8156863,2.446056,1.979759,1.2958,3.127842,1.28492,4.670268,0.07694595,0.7449958,0.07694595,0.7449958,1.510089,1.160381,1.246868,1.160381,1.246868,1.617976,0.2188504,1.065298,0.2188504,1.065298,0.4914878,1.610346,0.05838145,1.610346,0.05838145,1.53761,1.755126,0.04437885,1.755126,0.04437885,1.746514,0,1506628119459555328,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.6735544724487058,,
188516,1237661136886300804,1606725737782470656,3033,154.287567872,37.230976514,-20.159737,0.045872953,0.045015812,0.04528,325239,10.247,13.382770306132937,16.474071,8627695321.051554,4,154.492423795,37.18157765,-22.399567,10.7112216821637,10.29477,-0.4532235,-10.7479935,0.1904374999999998,G,7,0,3033,,,1606725737782470656,0.236000001430511,0.763999998569489,Spiral,1606725737782470656,1237661136886300804,1427,52996,242,26,1,1,0.04501581,1.394226e-05,0,103.0513,7.1258,21.37313,27.22778,GALAXY,SDSS,sdss,1427.0,52996.0,242.0,0.04501581,103.0513,7.1258,21.45597,1.0,GALAXY,,64.0,GALAXY,0.941058,0.8132997,1.662711,0.8057757,1.511897,-1.359323,0.768429,-1.359323,0.768429,-1.064007,1.595754,0.4383809,3.116225,0.4254445,2.642854,2.814664,0.4555715,2.814664,0.4555715,2.512506,0.1517608,0.01437374,0.1517608,0.01437374,0.1498293,2.033259,0.4724936,2.033259,0.4724936,2.453594,2.036328,0.476949,2.036328,0.476949,2.405222,3.105625,0.6998655,3.907211,0.6956951,4.569286,1.048867,0.4106117,1.048867,0.4106117,1.489478,1.184336,0.6047081,1.914963,0.5934854,2.309372,0.9360804,0.524232,0.9360804,0.524232,1.103515,1.53105,0.02472657,1.529267,0.02470603,1.552845,1.75181,0.0208343,1.745776,0.02077881,1.776601,0,1606725737782470656,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.9309903965740635,,
188658,1237659329780121970,1321936829435373568,369,249.525042739,36.023063459,-18.138038,0.0300795,0.030032376,0.03164,180632,9.366,14.231770306132937,17.681096,1340340683.5742528,25,249.474675718,36.073053206,-22.993961,4.0512327615917725,9.205916,-1.880902,-11.086818,-0.4750432000000018,Q,5,0,369,,,1321936829435373568,0.46900001168251,0.303999990224838,Uncertain,1321936829435373568,1237659329780121970,1174,52782,474,26,1,1,0.03003238,4.91252e-05,0,67.8312,17.42479,7.946774,11.36823,GALAXY,SDSS,sdss,1174.0,52782.0,474.0,0.03003238,67.8312,17.42479,8.052793,1.0,GALAXY,,64.0,GALAXY,-0.7352316,2.992292,-0.7352316,2.992292,0.324693,-4.568744,2.874607,-4.568744,2.874607,-2.641803,2.25182,1.28777,2.25182,1.28777,2.045355,3.441774,1.178646,3.441774,1.178646,2.518692,0.1069309,0.04005916,0.1069309,0.04005916,0.1348168,1.269275,1.237315,1.269275,1.237315,2.034393,1.405681,1.317591,1.405681,1.317591,1.956797,0.1455529,2.084605,0.1455529,2.084605,3.659939,2.233581,1.081156,2.233581,1.081156,1.173759,1.207312,2.055506,1.207312,2.055506,1.453973,-2.407174,2.097805,-2.407174,2.097805,0.00810221,1.570779,0.09632679,1.570779,0.09632679,1.587434,1.879677,0.08517151,1.879677,0.08517151,1.756763,0,1321936829435373568,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.6221485942969582,,
190666,1237658613597077547,1438994135074760704,406,188.551404055,50.569327663,-18.590639,0.039750329,0.039142065,0.0404,198354,9.595,13.837770306132937,17.754375,2033553487.9084313,24,188.703831023,50.805173203,-22.67051,16.012746576572056,9.548712,-1.256396,-10.805108,-0.0904944000000007,G,19,0,406,,,1438994135074760704,0.74099999666214,0.223000004887581,Elliptical,1438994135074760704,1237658613597077547,1278,52735,342,26,1,1,0.03914206,3.978337e-05,0,62.94697,15.81486,8.476056,11.71598,GALAXY,SDSS,sdss,1278.0,52735.0,342.0,0.03914206,62.94697,15.81486,8.569332,1.0,GALAXY,,64.0,GALAXY,-5.742534,2.509028,-5.742534,2.509028,-1.136332,-5.176006,2.167354,-5.176006,2.167354,-4.114675,2.357995,1.052369,2.357995,1.052369,2.020294,3.123829,1.10188,3.123829,1.10188,2.791523,0.0,-1.0,0.0,-1.0,0.1692934,3.330216,1.075999,3.330216,1.075999,2.808209,2.703686,1.086824,2.703686,1.086824,2.666923,6.407557,1.601906,6.407557,1.601906,5.325697,1.71979,0.9274704,1.71979,0.9274704,1.638295,0.7452718,1.517487,0.7452718,1.517487,0.7777737,0.3968766,1.348443,0.3968766,1.348443,-0.6247991,1.781497,0.09199925,1.781497,0.09199925,1.764576,1.916421,0.0684962,1.916421,0.0684962,1.939808,0,1438994135074760704,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.8126649497860086,,
191140,1237661136886366310,1606719415590610944,3033,154.502379653,37.206864762,-20.59323,0.045599583,0.04474127,0.04528,325239,10.127,13.382770306132937,16.005289,12861511192.38544,2,154.492423795,37.18157765,-22.399567,1.6651445858537035,10.06689,0.1685325,-9.8983575,0.9717094999999976,M,3,1,3033,82.0,Embedded,1606719415590610944,0.801999986171722,0.146999999880791,Elliptical,1606719415590610944,1237661136886366310,1427,52996,219,26,1,1,0.04474127,1.011195e-05,0,64.33242,7.524643,25.68879,31.18496,GALAXY,SDSS,sdss,1427.0,52996.0,219.0,0.04474127,64.33242,7.524643,25.76213,1.0,GALAXY,STARBURST,64.0,GALAXY,3.104994,0.4665593,4.949623,0.4555196,5.311538,-0.1952758,0.4903416,3.348791,0.4687593,4.185336,-4.067842,0.4361399,4.488541,0.3458149,4.255049,1.695806,0.3697557,1.695806,0.3697557,1.36891,0.08601267,0.0115379,0.08528738,0.01154267,0.08377182,1.30254,0.4018087,1.30254,0.4018087,1.525762,1.151052,0.4114016,1.151052,0.4114016,1.587965,1.816539,0.5718622,2.637275,0.5721194,2.795963,1.306702,0.3416196,1.306702,0.3416196,0.9474088,2.140251,0.3470561,4.014082,0.3303332,4.514497,0.3853183,0.3500535,3.865435,0.3141397,4.081104,1.211017,0.009941071,1.2088,0.009929858,1.21728,1.368173,0.008254548,1.355756,0.008204335,1.373169,0,1606719415590610944,1,1,1,csv_specobjid_with_mpa,0,1,1606719415590610944,588016890638172258,3.002317,0.01150923,7.156902,0.08394057,6.411964,1.947032,0.0447000004351139,2.0,0.8799999952316284,2.5299999713897705,2.3299999237060547,0.1599999964237213,1.2799999713897705,0.0199999995529651,16.040000915527344,0.4199999868869781,0,2.647727200376593,0.9257446046615383,2.4511191703642305,2.779378764233616
193307,1237659324420063688,1506626745070020608,369,248.367973144,36.434887302,-18.717992,0.031157359,0.031092176,0.03164,180632,9.153,14.231770306132937,17.087128,2286634754.309931,19,249.474675718,36.073053206,-22.993961,60.50722134305839,8.934151,-0.51838,-9.452531,1.0777142999999985,M,24,0,369,,,1506626745070020608,0.0130000002682209,0.782999992370605,Spiral,1506626745070020608,1237659324420063688,1338,52765,628,26,1,1,0.03109218,1.280176e-05,0,29.50532,44.09705,6.479858,8.451027,GALAXY,SDSS,sdss,1338.0,52765.0,628.0,0.03109218,29.50532,44.09705,6.55584,1.0,GALAXY,STARFORMING,64.0,GALAXY,7.333894,1.717288,7.333894,1.717288,5.101816,1.925365,1.880853,3.487882,1.848323,3.559821,-1.4223,1.615431,2.874055,1.445013,4.066194,2.535464,1.341821,2.535464,1.341821,1.699535,0.03591463,0.04512271,0.03368591,0.0451823,0.1050571,2.687063,1.474427,2.687063,1.474427,1.846932,1.643844,1.551996,1.643844,1.551996,1.866933,-3.037721,2.29515,-0.9366691,2.293896,3.36285,4.279098,1.226604,4.279098,1.226604,1.11801,4.429506,1.312672,4.429506,1.312672,4.510072,2.691382,1.290888,4.23534,1.235331,3.77742,1.158339,0.03954919,1.158339,0.03954919,1.261431,1.318071,0.03374365,1.318071,0.03374365,1.411217,0,1506626745070020608,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.643604983418432,,
193319,1237659324957196327,1321915114080724992,369,249.154826452,36.200420651,-22.629249,0.031083428,0.031030675,0.03164,180632,11.28,14.231770306132937,13.173325,83887953570.39008,2,249.474675718,36.073053206,-22.993961,18.096064655479516,11.22865,-1.13603,-12.36468,-1.1460849999999994,Q,11,0,369,,,1321915114080724992,0.953999996185303,0.0,Elliptical,1321915114080724992,1237659324957196327,1174,52782,395,26,1,1,0.03103068,8.954175e-06,0,223.3244,4.059786,48.55282,52.56733,GALAXY,SDSS,sdss,1174.0,52782.0,395.0,0.03103068,223.3244,4.059786,48.54228,1.0,GALAXY,BROADLINE,96.0,GALAXY,-0.9481282,0.2918453,-0.9481282,0.2918453,-2.182546,-5.196427,0.2940153,-5.196427,0.2940153,-5.697855,1.842535,0.189072,1.842535,0.189072,1.960628,3.971356,0.1901331,3.971356,0.1901331,3.207315,0.2528599,0.006238768,0.2528599,0.006238768,0.1957467,3.086231,0.2049706,3.086231,0.2049706,2.973361,2.530181,0.2133427,2.530181,0.2133427,2.587099,5.111771,0.3069872,5.751054,0.3055487,5.324717,1.563216,0.1875278,1.563216,0.1875278,1.721453,1.006606,0.203793,1.006606,0.203793,0.3181868,-1.28638,0.2008288,-1.28638,0.2008288,-1.209435,1.902296,0.009988685,1.91132,0.01006903,1.926542,2.150147,0.00833222,2.155553,0.008368666,2.17983,0,1321915114080724992,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.6421350738166287,,
193320,1237659324957262257,1321927483586537472,369,249.32003795,36.044375699,-18.444547,0.031086869,0.031036327,0.03164,180632,9.065,14.231770306132937,17.37729,1777537616.091916,22,249.474675718,36.073053206,-22.993961,8.058718159882009,8.877677,-0.6658669,-9.5435439,0.9697592000000004,M,9,0,369,,,1321927483586537472,0.541999995708466,0.214000001549721,Elliptical,1321927483586537472,1237659324957262257,1174,52782,440,26,1,1,0.03103633,5.685853e-06,0,32.61012,35.79723,15.1906,19.72546,GALAXY,SDSS,sdss,1174.0,52782.0,440.0,0.03103633,32.61012,35.79723,15.23922,1.0,GALAXY,STARBURST,64.0,GALAXY,3.68798,0.8998028,6.292095,0.865973,6.579841,0.5611937,0.9442491,5.508521,0.8733213,5.930132,-6.237624,0.8830251,4.92131,0.6233613,5.268771,1.190909,0.6381742,1.190909,0.6381742,0.9198749,0.06791217,0.02006658,0.06482713,0.02010305,0.05566779,1.229356,0.6578528,1.229356,0.6578528,1.273451,1.046546,0.6785692,1.046546,0.6785692,1.290897,-1.478787,1.020337,3.362269,0.9801995,2.205972,1.702913,0.5743941,1.702913,0.5743941,0.7369493,1.877434,0.6966126,4.582037,0.6438169,5.326798,-0.08334419,0.7091669,4.826991,0.5932767,5.187463,1.195811,0.01951354,1.206681,0.01984144,1.201594,1.332053,0.01633495,1.322601,0.01635114,1.372988,0,1321927483586537472,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.6422034942724647,,
194275,1237659329780056315,1321926109197002752,369,249.440728957,36.198307418,-19.269515,0.03320083,0.033152938,0.03164,180632,9.515,14.231770306132937,16.576913,3800196030.701573,15,249.474675718,36.073053206,-22.993961,8.05627454409836,9.401793,-0.2964106,-9.6982036,0.9723343,M,8,0,369,,,1321926109197002752,0.0979999974370003,0.828999996185303,Spiral,1321926109197002752,1237659329780056315,1174,52782,435,26,1,1,0.03315294,7.035521e-06,0,14.52347,21.83754,10.36719,13.49825,GALAXY,SDSS,sdss,1174.0,52782.0,435.0,0.03315294,14.52347,21.83754,10.43525,1.0,GALAXY,STARFORMING,64.0,GALAXY,3.384001,1.458022,4.735439,1.433469,5.173941,0.9220732,1.438472,4.427987,1.369756,4.228231,-2.958776,1.097709,3.644114,0.9163489,4.411407,1.107777,0.9366712,1.107777,0.9366712,1.244481,0.05185611,0.02944348,0.05035653,0.02946965,0.0748131,1.571657,0.966351,1.571657,0.966351,1.569004,3.312598,0.9071485,3.312598,0.9071485,1.584159,2.538367,1.40562,5.685217,1.378121,2.870898,2.516879,0.8470919,2.516879,0.8470919,0.9103295,2.823807,1.055116,4.182918,1.018317,4.254617,0.5397446,1.056793,4.071363,0.9362838,4.064608,1.260819,0.03355728,1.259717,0.03353782,1.21202,1.318783,0.02571114,1.309991,0.02559024,1.353909,0,1321926109197002752,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.6841291871169528,,
195034,1237661136883613850,1795835415618414592,389,147.249565765,34.950408027,-18.915796,0.042084731,0.041230008,0.0398,221200,9.308,14.333770306132935,17.557208,2743584875.074149,20,147.467155964,34.714119475,-23.270799,18.61049026265792,9.23614,-0.6864216,-9.9225616,0.6982803999999998,M,14,0,389,,,1795835415618414592,0.224999994039536,0.665000021457672,Spiral,1795835415618414592,1237661136883613850,1595,52999,91,26,1,1,0.04123001,2.146432e-05,0,0.0,27.25206,6.114157,7.654572,GALAXY,SDSS,sdss,1595.0,52999.0,91.0,0.04123001,0.0,27.25206,6.203878,1.0,GALAXY,,64.0,GALAXY,4.157103,2.293234,4.157103,2.293234,3.167906,-0.9514258,2.330838,0.5990874,2.291106,1.018265,1.680435,1.375815,4.364741,1.296184,3.241268,3.055583,1.414105,3.055583,1.414105,2.172408,0.09472498,0.04639215,0.09472498,0.04639215,0.1327626,3.462078,1.595292,3.462078,1.595292,2.248483,1.295727,1.654864,1.295727,1.654864,2.226842,3.897197,2.080774,5.550869,2.053608,4.18111,1.491764,1.455311,1.491764,1.455311,1.328231,2.118319,1.887995,2.118319,1.887995,3.321355,0.5226479,1.631844,2.063602,1.563064,2.2957,1.331021,0.06158389,1.331021,0.06158389,1.38303,1.509175,0.05234976,1.509175,0.05234976,1.543801,0,1795835415618414592,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.8579866332745978,,
195871,1237659163880849700,1498716583558670336,348,231.198447853,48.438425886,-18.640727,0.036413196,0.036167346,0.03777,181035,9.544,13.895770306132937,17.530269,2129564507.5055776,24,231.700860511,48.614973527,-22.65717,23.66682553497032,9.56024,-1.137559,-10.697799,0.0202729999999995,G,20,0,348,,,1498716583558670336,0.426999986171722,0.43299999833107,Uncertain,1498716583558670336,1237659163880849700,1331,52766,523,26,1,1,0.03616735,1.233791e-05,0,59.68937,13.84374,11.55543,15.86945,GALAXY,SDSS,sdss,1331.0,52766.0,523.0,0.03616735,59.68937,13.84374,11.71388,1.0,GALAXY,,64.0,GALAXY,2.666401,1.425325,3.768285,1.4063,3.073817,-0.08955423,1.322012,1.682434,1.295318,0.8934593,-0.06741418,0.8240209,3.780188,0.7535899,3.165138,2.577779,0.8065271,2.577779,0.8065271,2.217194,0.1369652,0.02534143,0.1369652,0.02534143,0.1339556,3.195996,0.8388541,3.195996,0.8388541,2.270259,1.242278,0.8483565,1.242278,0.8483565,2.269393,3.496228,1.241194,3.496228,1.241194,4.187636,1.022872,0.8607705,1.022872,0.8607705,1.361806,2.46383,1.035368,3.543211,1.009949,3.270056,0.9668257,0.9229924,2.710231,0.8786491,2.211513,1.272137,0.03362852,1.270688,0.03360368,1.423622,1.486687,0.02892867,1.478914,0.02881768,1.628436,0,1498716583558670336,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.7474282397664169,,
195938,1237659329779925259,1321926658952816640,369,249.226332371,36.423471065,-22.20401,0.03111309,0.03106242,0.03164,180632,11.039,14.231770306132937,13.573099,56702734065.13018,3,249.474675718,36.073053206,-22.993961,25.359814530088205,10.95744,-0.3670532,-11.3244932,-0.1872612000000018,G,14,0,369,,,1321926658952816640,0.0260000005364418,0.973999977111816,Spiral,1321926658952816640,1237659329779925259,1174,52782,437,26,1,1,0.03106242,1.403368e-05,0,177.1761,6.442062,32.51612,40.68884,GALAXY,SDSS,sdss,1174.0,52782.0,437.0,0.03106242,177.1761,6.442062,32.49676,1.0,GALAXY,,96.0,GALAXY,0.4477623,0.6031418,0.4477623,0.6031418,0.7488507,-2.600636,0.5635092,-2.600636,0.5635092,-2.151127,1.560236,0.3163338,2.296395,0.3115833,2.374988,3.794079,0.3020266,3.794079,0.3020266,2.541772,0.1956752,0.009952822,0.1946764,0.009958315,0.1544955,2.665792,0.3220444,2.665792,0.3220444,2.395777,1.811716,0.3332652,1.811716,0.3332652,2.186574,4.173407,0.4883002,4.909149,0.4886441,4.418411,1.159287,0.2966257,1.159287,0.2966257,1.423847,2.07181,0.411661,2.07181,0.411661,1.75961,0.169763,0.3824879,0.169763,0.3824879,0.525733,1.658818,0.02122966,1.658818,0.02122966,1.623444,1.88099,0.01776025,1.88099,0.01776025,1.860268,0,1321926658952816640,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.6427248508638121,,
197307,1237661152450183354,1438989187272435712,406,188.661440929,50.87279087,-19.053835,0.041729924,0.041127365,0.0404,198354,9.511,13.837770306132937,17.325513,3115544795.8645506,20,188.703831023,50.805173203,-22.67051,4.569370883259837,9.323501,-0.8858109,-10.2093119,0.4377384000000006,M,8,0,406,,,1438989187272435712,0.146999999880791,0.27700001001358,Uncertain,1438989187272435712,1237661152450183354,1278,52735,324,26,1,1,0.04112737,1.129248e-05,0,0.0,24.11817,7.34329,9.554636,GALAXY,SDSS,sdss,1278.0,52735.0,324.0,0.04112737,0.0,24.11817,7.396934,1.0,GALAXY,STARFORMING,64.0,GALAXY,1.626119,1.793162,2.800791,1.767897,5.064262,2.206994,1.625894,4.366091,1.582855,3.606543,-3.135357,1.369014,1.715659,1.219067,4.087391,1.533538,1.250362,1.533538,1.250362,1.648825,0.1149988,0.03940966,0.1149988,0.03940966,0.1006142,3.140966,1.366393,3.140966,1.366393,1.788932,-0.5478765,1.522879,-0.5478765,1.522879,1.830717,7.558268,1.713707,8.855928,1.694753,3.300941,0.2506427,1.202722,0.2506427,1.202722,1.091238,2.265233,1.317742,3.443594,1.278966,4.453739,0.9636557,1.173238,3.097886,1.102284,3.801247,1.268702,0.04136868,1.268146,0.04135675,1.270555,1.437258,0.03620519,1.42893,0.03605264,1.438846,0,1438989187272435712,1,1,1,csv_specobjid_with_mpa,0,1,,,,,,,,,,,,,,,,,,,0,,0.8511146848035321,,
198126,1237659163880915172,1498727578674948096,348,231.343525709,48.464889704,-20.361323,0.03704811,0.036804333,0.03777,181035,10.418,13.895770306132937,15.804966,10387934438.55403,13,231.700860511,48.614973527,-22.65717,17.604137654675103,10.41213,-1.55417,-11.9663,-0.9926610000000018,Q,14,1,348,337.0,Predom,1498727578674948096,0.966000020503998,0.0,Elliptical,1498727578674948096,1237659163880915172,1331,52766,563,26,1,1,0.03680433,1.168795e-05,0,153.052,4.921266,30.68244,38.67666,GALAXY,SDSS,sdss,1331.0,52766.0,563.0,0.03680433,153.052,4.921266,30.67583,1.0,GALAXY,,96.0,GALAXY,-1.7975,0.572238,-1.7975,0.572238,-1.010026,-4.847569,0.5266452,-4.153284,0.5227073,-4.186762,1.420404,0.2994801,2.130749,0.2953067,2.310629,4.909733,0.2992301,4.909733,0.2992301,3.794018,0.2913417,0.009980049,0.2913417,0.009980049,0.2308881,2.852743,0.3202998,2.852743,0.3202998,3.492134,2.686081,0.3216704,2.686081,0.3216704,3.318197,4.621447,0.4859585,5.046864,0.4845017,6.367065,1.549211,0.2916402,1.549211,0.2916402,2.186697,0.9592869,0.3873787,0.9592869,0.3873787,1.319061,-1.551561,0.3633419,-0.8835264,0.3573491,-0.5326824,1.837338,0.01944208,1.837338,0.01944208,1.748273,1.991967,0.01567648,1.991967,0.01567648,1.98458,0,1498727578674948096,1,1,1,csv_specobjid_with_mpa,0,1,1498727578674948096,587733442656010446,1.765394,0.009262989,5.429464,0.07058308,3.926091,1.268473,0.0368000008165836,2.0,0.7310000061988831,1.690000057220459,1.649999976158142,0.0700000002980232,4.769999980926514,0.0599999986588954,15.56999969482422,0.6800000071525574,0,2.257181890788147,0.7598807407244659,1.7151890471219475,1.3414889003905277
