Group,n_shipped,n_parent,bgg_matches,n_eligible_sat,max_dmag_shipped,n_dmag_gt3,expected_objids,shipped_objids,quartet_set_changed,not_3_nearest_eligible,n_ineligible_closer,dist2bgg_recompute_max_err
1716,4,11,True,7,2.870214999999998,0,1237667430641697017;1237667430641696794;1237667430641697079,1237667430641696794;1237667430641697079;1237667430641697017,False,False,0,0.17574593460457377
1718,4,11,True,3,4.268318000000001,2,1237661950254448669;1237661813348434037;1237661812811563096,1237661950254448669;1237661813348499542;1237661950254448838,True,True,7,0.10326542714855957
1719,4,11,True,4,3.7932260000000007,2,1237648721792729305;1237648704600670761;1237648721792729473,1237648721792729305;1237648704600736187;1237648704600736249,True,True,3,0.3532616832702793
1722,4,11,True,7,3.8070899999999988,1,1237665567154962520;1237665530649706709;1237665567155028247,1237665567154962520;1237665530649706709;1237665530649641419,True,True,1,0.2694183851377234
1729,4,11,True,7,3.6706499999999984,2,1237662239091917063;1237662239091982527;1237662239091916865,1237662239091917063;1237662264855625948;1237662239091917149,True,True,2,0.1907578111572601
1731,4,11,True,5,3.755427000000001,2,1237667783903346812;1237667783903346858;1237667783903281233,1237667783903346812;1237667783903281245;1237667783903346874,True,True,3,0.22993351528388128
1732,4,11,True,6,3.4846090000000025,1,1237667736128847908;1237667736128913415;1237667736128782467,1237667736128913415;1237667736128847908;1237667736128848169,True,True,1,0.3158488717857155
1733,4,11,True,4,3.1456909999999993,1,1237661418750279810;1237661418750279849;1237661388679348337,1237661418750279810;1237661418750279849;1237661388679282807,True,True,1,0.2285639815939371
1737,4,11,True,10,2.9307209999999984,0,1237661949711220893;1237661949711220837;1237661949711220877,1237661949711220877;1237661949711220893;1237661949711220837,False,False,0,0.14618424160756804
1739,4,11,True,5,3.477998000000003,2,1237655473429741825;1237665355086757968;1237655348358021297,1237655473429741825;1237655473429741698;1237655473429741920,True,True,4,0.17802148746609836
1740,4,11,True,8,3.3204369999999983,1,1237667430105022513;1237667430105022648;1237667430105022483,1237667430105022513;1237667430105022648;1237667430105022659,True,True,1,0.13532329593850534
1743,4,11,True,6,3.540218000000003,1,1237654652561653886;1237654652561654051;1237654652561588590,1237654652561653886;1237654652561654051;1237654627326820529,True,True,2,0.19939920615303386
1744,4,11,True,5,4.093298999999998,1,1237655471822209115;1237659326567678032;1237655471822209218,1237655471822209115;1237659326567678032;1237659326567612969,True,True,1,0.3297750690003429
1746,4,11,True,6,4.279021999999998,1,1237668349214785655;1237668349214785881;1237668331493916905,1237668349214785655;1237668349214785881;1237668349214785846,True,True,3,0.17220894196849867
1747,4,11,True,10,2.8840400000000024,0,1237655743482757360;1237655743482691805;1237655743482757400,1237655743482691805;1237655743482757360;1237655743482757400,False,False,0,0.26751542305723675
1749,4,11,True,8,3.3168870000000013,1,1237662531137568924;1237662531137568918;1237662531137634375,1237662531137568924;1237662531137568918;1237662531137569039,True,True,1,0.20755784571541902
1750,4,11,True,7,4.409779,1,1237662303514591245;1237662303514656781;1237662501076467812,1237662303514591245;1237662303514656781;1237662303514591339,True,True,1,0.724549693189795
1751,4,11,True,7,3.510257000000003,2,1237661873481318442;1237661873481318536;1237661873481384179,1237661873481318442;1237661851473412245;1237661873481318601,True,True,3,0.23863486385074495
1753,4,11,True,6,3.087135,1,1237658802572099607;1237657590857400524;1237657590857531471,1237658802572099607;1237657590857400524;1237658802572099593,True,True,1,0.4339062796630415
1754,4,11,True,6,3.2225810000000017,1,1237655503498314153;1237655129844416636;1237655503498248707,1237655129844416636;1237655503498314153;1237655503498248772,True,True,2,0.1833084285206823
1756,4,11,True,9,2.1937770000000008,0,1237667782850052121;1237667782850052122;1237667782850052123,1237667782850052121;1237667782850052122;1237667782850052123,False,False,0,0.03925339758715407
1757,4,11,True,8,3.7650369999999995,1,1237667293188718744;1237667293188718767;1237667293188653149,1237667293188718744;1237667293188718767;1237667293188653373,True,True,1,0.24226073139369397
1758,4,11,True,10,2.2500600000000013,0,1237663915730272292;1237663915730272304;1237663915730272609,1237663915730272292;1237663915730272609;1237663915730272304,False,False,0,0.2330683590452578
1759,4,11,True,10,2.793578,0,1237665532260581636;1237665549437960610;1237665549437960502,1237665549437960610;1237665532260581636;1237665549437960502,False,False,0,0.24679444650368865
1939,4,10,True,5,4.064705,2,1237657220414308480;1237657220414308395;1237657611263475859,1237657220414308480;1237657220414308640;1237657220414308394,True,True,2,0.295341843974283
1948,4,10,True,6,3.8447679999999984,2,1237662341090312387;1237662665889939764;1237662306740601080,1237662341090312387;1237662306740601137;1237662306740601151,True,True,3,0.46929605135625074
1949,4,10,True,6,3.1249709999999986,1,1237661357535461544;1237660635995242604;1237660635995308152,1237660635995242604;1237661357535461544;1237660635995242518,True,True,1,0.47757139864902953
1953,4,10,True,7,2.7719829999999988,0,1237667536398909508;1237667536398975190;1237667536398909593,1237667536398909508;1237667536398975190;1237667536398909593,False,False,0,0.4863407465897591
1954,4,10,True,7,3.416521999999997,1,1237667734497722567;1237667734497722543;1237667782286704806,1237667734497722543;1237667734497722567;1237667734497722516,True,True,2,0.2199030216874478
1977,4,10,True,3,3.3203069999999997,3,1237651190815719626;1237651190815719612;1237651190815719555,1237673705043198072;1237673705043263631;1237654392177885470,True,True,3,0.21721709383863885
1996,4,10,True,7,3.9590010000000007,1,1237655369826697452;1237655464844198086;1237655464844263595,1237655369826697452;1237655464844198086;1237655464844198145,True,True,2,0.16174364943292963
2009,4,10,True,5,3.8286499999999997,1,1237664668981264486;1237662225140088946;1237664668981330034,1237664668981264486;1237662225140088946;1237662225140088947,True,True,1,0.13469026307842347
2018,4,10,True,5,1.6657880000000027,0,1237654391103553879;1237654391103619286;1237654391103553687,1237654391103553687;1237654391103619286;1237654391103553879,False,False,0,0.16469984301030216
2021,4,10,True,6,3.5260950000000015,1,1237661874027102311;1237661852019196066;1237661852019261469,1237661874027102311;1237661852019196066;1237661874027102515,True,True,1,0.3589153112385244
2025,4,10,True,7,1.9008199999999995,0,1237671260671443273;1237671260671443267;1237671260671443213,1237671260671443267;1237671260671443213;1237671260671443273,False,False,0,0.20846056377281208
2038,4,10,True,6,2.6346559999999997,0,1237659326018355471;1237659326018355451;1237659149921091774,1237659326018355451;1237659326018355471;1237659149921091774,False,False,0,0.4053024529007434
2039,4,10,True,8,3.278772,1,1237662267539980658;1237662267539980622;1237662267539980522,1237662267539980622;1237662267539980658;1237662267539980686,True,True,1,0.16676967271835919
2041,4,10,True,5,2.192608,0,1237668293376016459;1237668293375951070;1237668293375951157,1237668293375951070;1237668293375951157;1237668293376016459,False,False,0,0.15686564369605316
2051,4,10,True,5,2.624725999999999,0,1237655473432101295;1237655374647918862;1237655374647918701,1237655473432101295;1237655374647918701;1237655374647918862,False,False,0,0.43861014999949255
2052,4,10,True,8,3.439577,1,1237667142330548459;1237667142330548370;1237667142330548469,1237667142330548370;1237667142330548459;1237667142330548478,True,True,1,0.10552697796999277
2055,4,10,True,6,2.4549400000000006,0,1237651272962211932;1237651272962212132;1237651272962277451,1237651272962211932;1237651272962212132;1237651272962277451,False,False,0,0.18174167086332194
2057,4,10,True,8,3.167517,1,1237657242433028261;1237657242433093724;1237657242433028277,1237657242433028261;1237657242433093724;1237657242432962648,True,True,1,0.2909012474771684
2064,4,10,True,6,3.474549999999997,2,1237662264862376025;1237662264862441723;1237662264862376390,1237662264862376025;1237662238561927408;1237662264862376472,True,True,2,0.34349387989139313
2065,4,10,True,6,3.2885990000000014,1,1237658491204665407;1237658491204730988;1237658491204665353,1237658491204665407;1237658491204730988;1237658491204665589,True,True,1,0.2366652609210158
2067,4,10,True,6,4.257522999999999,1,1237659161195249691;1237661385998401730;1237659161195249868,1237661385998401730;1237659161195249691;1237659161195315318,True,True,1,0.25514426379439215
2068,4,10,True,4,3.8192549999999983,2,1237660343935041725;1237660343934976007;1237660635989737560,1237660343935041725;1237660343935041749;1237660635452932250,True,True,3,0.5855534651203449
2070,4,10,True,7,3.3230070000000005,1,1237667112257650761;1237667141792170057;1237667112257716415,1237667112257650761;1237667141792170057;1237667112257650998,True,True,1,0.09435758537658923
2071,4,10,True,8,2.309256999999999,0,1237665026510946313;1237665026510880997;1237665026510881018,1237665026510946313;1237665026510881018;1237665026510880997,False,False,0,0.15310190788130473
2072,4,10,True,5,3.838349000000001,1,1237658800431104162;1237662303503974501;1237662303503909059,1237662303503974501;1237658800431104162;1237658800431104018,True,True,1,0.07814886502177631
2073,4,10,True,7,2.240407000000001,0,1237668293906530412;1237668293906464988;1237668293906464929,1237668293906530412;1237668293906464929;1237668293906464988,False,False,0,0.3884163311943567
2074,4,10,True,8,2.373495000000002,0,1237651250439979263;1237651250439979264;1237655128762810629,1237651250439979263;1237655128762810629;1237651250439979264,False,False,0,0.26575343576684674
2077,4,10,True,8,3.1936040000000006,1,1237665442070528252;1237665442070593666;1237665442070593542,1237665442070593666;1237665442070528252;1237665429181366769,True,True,1,0.24835382918414517
2078,4,10,True,8,3.2978650000000016,1,1237667429568086156;1237667429568086113;1237667429568086121,1237667429568086113;1237667429568086156;1237667429568086039,True,True,1,0.15509920742252525
2079,4,10,True,3,5.414058000000001,1,1237651752919040182;1237651752919040221;1237653664180732221,1237651752919040182;1237651752919040221;1237651752919105866,True,True,2,0.4491068029246019
2080,4,10,True,7,3.586354,1,1237661958300238043;1237661958300238036;1237661958300238168,1237661958300238036;1237661958300238043;1237661958300238148,True,True,1,0.0917100607130763
2081,4,10,True,4,4.298145999999999,1,1237665024374865968;1237665024374866095;1237665024375062540,1237665024374866095;1237665024374865968;1237665024374866361,True,True,3,0.379393436633217
2083,4,10,True,5,3.7415309999999984,3,1237664131554541775;1237661069789561066;1237661069789561112,1237664131554541772;1237661069789495637;1237664131554541838,True,True,4,0.29472550633821726
2084,4,10,True,8,2.619009000000002,0,1237654604776472776;1237654604776472806;1237654604776472790,1237654604776472806;1237654604776472790;1237654604776472776,False,False,0,0.15653359311476356
2086,4,10,True,4,3.8821830000000013,2,1237673705578758184;1237673705578758555;1237651272418132006,1237673705578758184;1237651495755841844;1237651495755776364,True,True,5,0.2121294362101267
2088,4,10,True,7,3.6121089999999967,2,1237657400806277320;1237657400806277191;1237657400806342833,1237657400806277320;1237657117875372196;1237657400806342819,True,True,2,0.5992604982489169
2089,4,10,True,6,4.1107119999999995,1,1237660635461779634;1237661357538869384;1237660635461779518,1237661357538869384;1237660635461779634;1237661357538869377,True,True,1,0.2474508520696883
2090,4,10,True,7,3.6513890000000018,1,1237665328771563541;1237667255619354751;1237667255619354715,1237667255619354751;1237665328771563541;1237667255619420399,True,True,1,0.5584730345857647
2091,4,10,True,8,2.7515820000000026,0,1237654879669452848;1237654879669453281;1237654879669453071,1237654879669453071;1237654879669452848;1237654879669453281,False,False,0,0.191043567902482
2093,4,10,True,8,2.5146349999999984,0,1237665549439795426;1237665549439795506;1237665549439795565,1237665549439795506;1237665549439795565;1237665549439795426,False,False,0,0.18754719560734312
2095,4,10,True,6,3.6321420000000018,1,1237662237478682689;1237662237478682633;1237662237478617282,1237662237478682689;1237662237478682633;1237662263779197261,True,True,1,0.6700007075071426
2252,4,9,True,4,4.528920000000003,1,1237651538179850262;1237651538179784880;1237651537642914009,1237651538179850262;1237651538179784880;1237651538179784889,True,True,3,0.2866648851383351
2283,4,9,True,5,3.1391569999999973,1,1237659324953854326;1237659329239777432;1237659324953854292,1237659329239777432;1237659324953854326;1237659324953854249,True,True,1,0.29221686584065676
2306,4,9,True,4,4.624575,1,1237668296601239639;1237668296601174268;1237668496867000461,1237668296601239639;1237668296601174268;1237668296601174326,True,True,4,0.2087517190983439
2318,4,9,True,4,4.674675000000001,2,1237651251486785701;1237651252023722212;1237651252023525473,1237651251486785701;1237651191895752956;1237651191895621706,True,True,2,0.6487491267796823
2345,4,9,True,3,5.578052,1,1237661949178216474;1237661949178216473;1237661811198459942,1237661949178216474;1237661949178216473;1237661949178216581,True,True,5,0.12810640345079705
2355,4,9,True,5,3.9397020000000005,1,1237648721790894241;1237648705135772257;1237648705135837483,1237648721790894241;1237648705135772257;1237648705135772307,True,True,1,0.2504837692495041
2376,4,9,True,4,3.1357040000000005,2,1237659329773633620;1237659325487644730;1237659329773699247,1237659329773633620;1237659329773633829;1237659329773633702,True,True,4,0.10382804790689892
2417,4,9,True,5,3.691444999999998,1,1237662696499380384;1237662696499380362;1237662696499183930,1237662696499380362;1237662696499380384;1237662696499315071,True,True,2,0.3234315936869736
2423,4,9,True,8,1.8115479999999984,0,1237662267537949098;1237662267537949046;1237662267538014312,1237662267538014312;1237662267537949046;1237662267537949098,False,False,0,0.6587063977655632
2435,4,9,True,6,2.5753340000000016,0,1237673809192157411;1237673809192223014;1237674371289907217,1237673809192223014;1237674371289907217;1237673809192157411,False,False,0,0.14662602814297987
2454,4,9,True,6,2.916544000000002,0,1237648721249435833;1237648721249501332;1237648704594313302,1237648721249501332;1237648704594313302;1237648721249435833,False,False,0,0.1942527790129196
2456,4,9,True,4,3.521915,1,1237668349207511108;1237668349207445599;1237668314847051864,1237668349207445599;1237668349207511108;1237668349207511247,True,True,3,0.21511935044905073
2457,4,9,True,4,3.4372469999999993,3,1237654609606148138;1237654609606279302;1237654875361378383,1237654609606148296;1237654609606148159;1237654609606148265,True,True,4,0.3058479235756364
2462,4,9,True,5,4.0496700000000025,2,1237659325491904550;1237665355622187254;1237659325491839305,1237659325491904550;1237665355622121537;1237665355622187428,True,True,2,0.5397818671622687
2471,4,9,True,4,2.7557030000000005,0,1237661124540956928;1237664094510907472;1237661124541087880,1237661124540956928;1237664094510907472;1237661124541087880,False,False,0,0.9233015214390505
2477,4,9,True,7,2.7954570000000025,0,1237655744023691585;1237662267540766897;1237655744023626322,1237662267540766897;1237655744023691585;1237655744023626322,False,False,0,0.21132864716710564
2482,4,9,True,3,4.321777999999998,1,1237665129066070261;1237665098464952456;1237665129066070035,1237665098464952456;1237665129066070261;1237665129066135772,True,True,1,0.2396470481923032
2485,4,9,True,4,3.4123230000000007,2,1237667254005923866;1237667211056382122;1237667211056447529,1237667254005923866;1237667254005923869;1237667254005924101,True,True,4,0.15661442383615976
2489,4,9,True,4,3.618539000000002,1,1237657769628926213;1237657402416758934;1237657606427181201,1237657769628926213;1237657402416758934;1237657606427181311,True,True,1,0.4985802555735095
2491,4,9,True,5,2.557031000000002,0,1237648721754652794;1237651801234210980;1237654670272561322,1237648721754652794;1237654670272561322;1237651801234210980,False,False,0,0.4370496747294883
2494,4,9,True,7,1.7671530000000004,0,1237665228385157138;1237665228385157137;1237665228385157229,1237665228385157137;1237665228385157229;1237665228385157138,False,False,0,0.19227372565474177
2497,4,9,True,3,4.2850649999999995,3,1237664294761594986;1237664294761594907;1237662224612392982,1237664294761529586;1237664294761529674;1237662224612458502,True,True,4,0.1427070783273794
2498,4,9,True,8,2.133980000000001,0,1237658493883711562;1237658493883711660;1237658493883711521,1237658493883711521;1237658493883711562;1237658493883711660,False,False,0,0.4698184561151191
2499,4,9,True,4,3.0848639999999996,1,1237667253995503633;1237667253995503858;1237667211582767354,1237667253995503633;1237667253995503858;1237667253995503820,True,True,1,0.16904441987854169
2500,4,9,True,6,2.450492999999998,0,1237671129667731636;1237658493353656373;1237671129667731700,1237671129667731700;1237671129667731636;1237658493353656373,False,False,0,0.3317412751390476
2501,4,9,True,6,3.6678999999999995,2,1237665531709817003;1237665531709816970;1237665548887195936,1237665531709817003;1237665548887261380;1237665548887261579,True,True,2,0.17849353389375588
2503,4,9,True,3,3.9934970000000014,3,1237667292114845769;1237667429555437726;1237667429555437686,1237667292114911407;1237667429555503396;1237667292114911337,True,True,3,0.607427306136266
2504,4,9,True,6,3.1470490000000026,1,1237662665889611792;1237662665889546707;1237662665889546613,1237662665889546707;1237662665889611792;1237662665889546655,True,True,1,0.23097390465477563
2510,4,9,True,5,3.469125000000002,1,1237665330395152533;1237665330395152577;1237665226774347799,1237665330395152577;1237665330395152533;1237665330395218003,True,True,2,0.5715668091523352
2513,4,9,True,7,2.5306800000000003,0,1237667538550456390;1237667538550456457;1237667538550456486,1237667538550456486;1237667538550456390;1237667538550456457,False,False,0,0.2144202433380853
2514,4,9,True,6,3.428877,1,1237653613184286930;1237654381978124522;1237654381978124528,1237653613184286930;1237654381978124522;1237653613184286876,True,True,2,0.1012433291182746
2519,4,9,True,5,1.5024699999999989,0,1237662641734025606;1237662641734025672;1237662641733960172,1237662641733960172;1237662641734025606;1237662641734025672,False,False,0,0.23681587855334474
2524,4,9,True,7,2.899363000000001,0,1237655743485050967;1237655743485051105;1237655743485051204,1237655743485050967;1237655743485051105;1237655743485051204,False,False,0,0.19182269683074704
2526,4,9,True,6,3.249779,1,1237667781749309505;1237667781749309646;1237667734497198213,1237667781749309505;1237667781749309646;1237667781749244047,True,True,1,0.37459008256947346
2530,4,9,True,7,3.3694489999999995,1,1237657856065994763;1237657856065929302;1237657856065929446,1237657856065929302;1237657856065994763;1237657856065994926,True,True,1,0.205127905648947
2538,4,9,True,5,4.057466999999999,2,1237667324328738997;1237667324328739003;1237667324328673395,1237667324328738997;1237667324328739043;1237667324328739025,True,True,2,0.16935162656120228
2539,4,9,True,6,2.7375870000000013,0,1237651250968199290;1237651250968199390;1237651250968199408,1237651250968199290;1237651250968199408;1237651250968199390,False,False,0,0.0946920619980891
2540,4,9,True,3,4.285004000000001,2,1237665441516421312;1237665441516355626;1237665428627324992,1237665441516421312;1237665441516421403;1237665440979550278,True,True,3,0.7907726946391058
2543,4,9,True,6,1.4907129999999995,0,1237658204514746433;1237658204514811907;1237658204514811929,1237658204514811907;1237658204514746433;1237658204514811929,False,False,0,0.28622065268085795
2547,4,9,True,6,4.086953000000001,1,1237671956981219542;1237671990803562762;1237671956981088440,1237671990803562762;1237671956981219542;1237671990803628152,True,True,1,0.4931782853705968
2548,4,9,True,7,2.9553980000000024,0,1237661416603910488;1237661416603910440;1237661386532978835,1237661386532978835;1237661416603910440;1237661416603910488,False,False,0,0.2115462129826602
2549,4,9,True,3,4.568547000000002,2,1237667549272080652;1237667549272145983;1237667549272014990,1237667549272080652;1237667549272080722;1237667910585876673,True,True,3,0.18705748857102789
2550,4,9,True,6,3.1476369999999996,1,1237667211585650986;1237667211585650886;1237667211585585288,1237667211585650886;1237667211585650986;1237667211585650946,True,True,1,0.24092349640922794
2554,4,9,True,5,2.3608249999999984,0,1237655108902584442;1237654653642932295;1237654653642932418,1237655108902584442;1237654653642932295;1237654653642932418,False,False,0,0.286084799442226
2689,4,8,True,4,3.296239,1,1237671122692407542;1237671122692473127;1237661070858059829,1237671122692407542;1237671122692473127;1237671122692407496,True,True,1,0.37055937361910285
2832,4,8,True,4,2.314387,0,1237665530651083244;1237665566619468087;1237665530650952005,1237665566619468087;1237665530651083244;1237665530650952005,False,False,0,0.7571782810817815
2838,4,8,True,4,3.4780750000000005,1,1237662264320852039;1237662264320917765;1237662197745320335,1237662264320852039;1237662264320917765;1237662264320786697,True,True,2,0.465817790744957
2857,4,8,True,5,3.722455,1,1237665440988463230;1237665440988528754;1237665440988528752,1237665440988463230;1237665440988528754;1237665427562496167,True,True,1,0.13205615454869157
2892,4,8,True,5,3.442291000000001,1,1237651735235919950;1237651735235920177;1237648722857033814,1237651735235919950;1237651735235920177;1237651735235920310,True,True,2,0.15472982491017495
2904,4,8,True,3,4.319293999999999,2,1237665372795502891;1237665372258697307;1237665536003539140,1237665372795502891;1237665372795502845;1237665372795437520,True,True,4,0.2757024665097738
2917,4,8,True,4,3.1575520000000026,1,1237662302989451434;1237662501088199136;1237662501088395735,1237662302989451434;1237662501088199136;1237662302989451826,True,True,3,0.25123002227090474
2959,4,8,True,3,4.094667999999999,2,1237662199895556320;1237662199895687252;1237662199895687423,1237662199895556320;1237662199895556516;1237662199895556398,True,True,4,0.2400816875027587
2975,4,8,True,5,3.1087619999999987,1,1237651496830239120;1237651496830173526;1237651274029465878,1237651496830239120;1237651496830173526;1237651496830239002,True,True,1,0.47289067146975405
2995,4,8,True,5,2.911300999999998,0,1237661210975010820;1237661210974945542;1237661210974945541,1237661210975010820;1237661210974945541;1237661210974945542,False,False,0,0.1286511896296818
2999,4,8,True,4,3.4661299999999997,1,1237661949715808398;1237661949715808406;1237661949715808537,1237661949715808398;1237661949715808406;1237661949715808373,True,True,1,0.20504584942609938
3000,4,8,True,3,5.102855000000002,1,1237667324335882318;1237667324335882422;1237667444586971212,1237667324335882318;1237667324335882422;1237667324335948111,True,True,3,0.42719420982134615
3008,4,8,True,4,3.866661999999998,2,1237667783344586992;1237667731267715534;1237667731267715317,1237667783344586992;1237667731267584194;1237667536920707762,True,True,3,0.4376641834678914
3017,4,8,True,4,2.7055620000000005,0,1237654605856309258;1237654605856243957;1237654602098344230,1237654602098344230;1237654605856309258;1237654605856243957,False,False,0,0.2055170121013008
3018,4,8,True,7,2.9522600000000025,0,1237667735035248725;1237667735035183229;1237667782824231001,1237667735035248725;1237667735035183229;1237667782824231001,False,False,0,0.2391286511764692
3025,4,8,True,4,3.1555099999999996,1,1237648722834686003;1237648722834751727;1237654028715098212,1237648722834686003;1237648722834751727;1237648722834751654,True,True,2,0.5442783056213312
3026,4,8,True,6,3.319025,1,1237668365852148088;1237668365852082663;1237668365852082564,1237668365852082663;1237668365852148088;1237668365852082666,True,True,1,0.2549049453912824
3027,4,8,True,5,3.1708290000000012,1,1237660636001075218;1237661358078165201;1237661358078165070,1237660636001075218;1237661358078165201;1237660636001075212,True,True,1,0.20074958363623985
3030,4,8,True,5,2.998356000000001,0,1237661950802657501;1237661950802722870;1237662199887102065,1237662199887102065;1237661950802657501;1237661950802722870,False,False,0,0.4089865066123366
3034,4,8,True,3,4.297851999999999,2,1237668315919876132;1237668350817468531;1237668315383070773,1237668315919876132;1237668315919941870;1237668315919810825,True,True,2,0.680150779313113
3035,4,8,True,7,2.4555450000000008,0,1237653587944669285;1237653587944734748;1237653587944735007,1237653587944669285;1237653587944734748;1237653587944735007,False,False,0,0.6117494147118325
3040,4,8,True,4,3.155334,1,1237665536542179811;1237665536542245055;1237665101149176029,1237665536542179811;1237665536542245055;1237671691763384702,True,True,3,0.09493588577233636
3043,4,8,True,3,3.4931459999999994,1,1237651714798584020;1237651714261582084;1237654952666595635,1237651714798584020;1237651714261582084;1237654953203531795,True,True,2,0.6193089487038534
3046,4,8,True,5,3.1786150000000006,1,1237665128006680670;1237665024367722528;1237665024367722513,1237665024367722528;1237665128006680670;1237665128006680707,True,True,1,0.38489475038030463
3050,4,8,True,5,3.846387,2,1237670964854784136;1237668288546406511;1237668288546275407,1237670964854784136;1237668288546341027;1237670964854718726,True,True,2,0.6255579037860883
3053,4,8,True,4,3.580686,1,1237655501889994956;1237655473974345996;1237655501889929814,1237655473974345996;1237655501889994956;1237655501889995363,True,True,1,0.31688762503656065
3059,4,8,True,4,3.025428999999999,2,1237667538009850042;1237667538009850089;1237667538546655418,1237667538009850042;1237667538009850037;1237667550878367898,True,True,3,0.2738701364999292
3062,4,8,True,6,3.0320560000000008,1,1237665330921013326;1237665330921078921;1237665330921078839,1237665330921078921;1237665330921013326;1237665330921013420,True,True,1,0.06873978999263808
3067,4,8,True,4,3.8732260000000025,1,1237662225671520364;1237662225671520433;1237662225671454772,1237662225671520364;1237662225671520433;1237664668975825021,True,True,2,0.3841525500362337
3072,4,8,True,5,2.8128339999999987,0,1237655368760098912;1237655368760164476;1237655368760164378,1237655368760164378;1237655368760098912;1237655368760164476,False,False,0,0.3615598099573374
3075,4,8,True,5,2.6017539999999997,0,1237658613596618862;1237658613596618864;1237658613596618841,1237658613596618862;1237658613596618864;1237658613596618841,False,False,0,0.21706729874850073
3085,4,8,True,3,3.7829510000000006,1,1237670450523078792;1237670450523144290;1237667783889190972,1237670450523144290;1237670450523078792;1237667783889256693,True,True,3,0.3002790848842185
3092,4,8,True,5,3.961162999999999,1,1237671767461396524;1237671767461265510;1237671767461265556,1237671767461265510;1237671767461396524;1237671939260219599,True,True,1,0.5679184626751361
3094,4,8,True,4,3.6732370000000003,1,1237671992949342322;1237671992949407904;1237662247130300506,1237671992949342322;1237671992949407904;1237662246593560728,True,True,2,0.824862129146176
3097,4,8,True,5,1.4327440000000031,0,1237661383308083258;1237661383308017837;1237661138492522549,1237661138492522549;1237661383308017837;1237661383308083258,False,False,0,0.4519630395582759
3103,4,7,True,4,3.049073,1,1237657591393157159;1237657591393157322;1237657591393157204,1237657591393157159;1237657591393157322;1237657591393157229,True,True,1,0.1617024065372763
3110,4,8,True,7,2.6379699999999993,0,1237665429705785479;1237665429705785563;1237665429705719871,1237665429705719871;1237665429705785563;1237665429705785479,False,False,0,0.5819785174764576
3113,4,8,True,7,2.5819730000000014,0,1237667550881841386;1237667550881841390;1237667550881841346,1237667550881841386;1237667550881841390;1237667550881841346,False,False,0,0.14445898126177514
3116,4,8,True,4,3.232944,2,1237663546367148079;1237663546367082821;1237663529724084390,1237663546367148079;1237663546367082825;1237663546367148247,True,True,2,0.20037491825328058
3119,4,8,True,4,3.9262240000000013,1,1237662224596271276;1237662224596336711;1237662224596205572,1237662224596336711;1237662224596271276;1237662224596205687,True,True,1,0.48629370958203033
3125,4,8,True,5,2.5633429999999997,0,1237667112793800838;1237667112793801028;1237667112793800968,1237667112793800838;1237667112793801028;1237667112793800968,False,False,0,0.25972604875078975
3126,4,8,True,4,4.6496010000000005,2,1237648721771823351;1237648721771823374;1237648705116766267,1237648721771823351;1237648721771888783;1237648721771888860,True,True,2,0.30749777493886654
3127,4,8,True,5,3.8008440000000014,2,1237668293906268167;1237668293906202788;1237668289085833234,1237668293906268167;1237668289085898953;1237668289085898978,True,True,2,0.2741179778542975
3130,4,8,True,6,3.6184239999999974,1,1237662263248289975;1237662263248290058;1237662263248158975,1237662263248290058;1237662263248289975;1237662263248289950,True,True,1,0.43409043986480356
3131,4,8,True,5,2.530821999999997,0,1237661064952480026;1237661064952545415;1237660669814964240,1237661064952480026;1237660669814964240;1237661064952545415,False,False,0,0.19990456357646558
3133,4,8,True,4,3.448257999999999,1,1237658312943599687;1237655109454266500;1237658312943796369,1237658312943599687;1237655109454266500;1237655108917395624,True,True,3,0.5046816886998293
3135,4,8,True,5,3.1754159999999985,1,1237665328787357712;1237665225703489844;1237665225703555198,1237665328787357712;1237665225703489844;1237665430242132103,True,True,2,0.4481788813708345
3136,4,8,True,3,3.844526000000002,2,1237667550348574796;1237667911662305462;1237667911662370970,1237667550348574796;1237667550348509406;1237667911125500030,True,True,3,0.5000027407352619
3140,4,8,True,6,2.1423099999999984,0,1237657775534637628;1237657630042161415;1237657775534637474,1237657775534637474;1237657630042161415;1237657775534637628,False,False,0,0.44154736350558466
3142,4,8,True,4,4.170269999999999,1,1237665102219903237;1237665102219903152;1237665102219837516,1237665102219903152;1237665102219903237;1237665102219903137,True,True,1,0.39658953758437754
3143,4,8,True,4,3.1384870000000014,1,1237658298999832729;1237658298999832751;1237658298999898164,1237658298999832729;1237658298999832751;1237658298999767181,True,True,1,0.22016408247874164
3147,4,8,True,4,3.884921000000002,2,1237664671644844043;1237665129624043636;1237665129624043700,1237664671644844043;1237665026521956456;1237665026522022091,True,True,2,0.31508022920828704
3150,4,8,True,7,1.1298069999999996,0,1237668271372042278;1237668271372042279;1237668271372042420,1237668271372042420;1237668271372042279;1237668271372042278,False,False,0,0.09305094085865728
3156,4,8,True,7,1.8582850000000022,0,1237662663754645815;1237662663754645873;1237662663754645845,1237662663754645873;1237662663754645815;1237662663754645845,False,False,0,0.34902770378305625
3172,4,8,True,5,3.5494389999999996,2,1237661435921629323;1237661435921563811;1237661149767467017,1237661435921629323;1237661435921629364;1237661149767467361,True,True,2,0.44494349022387425
3476,4,7,True,5,2.0250330000000005,0,1237667539085557915;1237667539085557903;1237667539085623427,1237667539085623427;1237667539085557915;1237667539085557903,False,False,0,0.34632635743110285
