petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r,objid
15.12709,17.67671,15.16786,15.05361,0.03636714,1237665441518518400
15.36644,17.20643,15.19633,15.23238,0.02320812,1237665441516421312
14.22382,16.03672,14.15741,14.15742,0.02437602,1237665441516355626
16.08962,17.36637,15.95196,15.99507,0.09167626,1237665440998031805
13.46993,15.71666,13.43159,13.43159,0.09168138,1237665440998031492
16.16642,17.67115,16.18471,16.10984,0.07181399,1237665440988528754
14.72314,16.86455,14.63691,14.63693,0.07244983,1237665440988463230
13.44329,16.32108,13.35523,13.39747,0.07248528,1237665440988463229
13.16827,15.62205,13.1175,13.12245,0.04480685,1237665550499315738
16.23889,18.23147,16.31895,16.17473,0.09631327,1237665566618616105
14.8509,17.01475,14.84957,14.84962,0.09501956,1237665566618616242
17.004,18.92113,17.19964,16.97621,0.09530791,1237665566619206089
14.05182,15.96101,13.96902,13.96903,0.09888382,1237665566619271198
16.81344,18.68647,16.86456,16.80774,0.09878058,1237665566619271478
15.09932,16.12646,14.88603,14.88603,0.1050424,1237665566619336862
15.9844,17.1264,15.90257,15.91638,0.1065305,1237665566619337116
16.39596,18.54174,16.41524,16.37269,0.1111966,1237665566619337214
14.04827,16.58716,13.97182,13.99711,0.1079282,1237665566619468087
15.65554,17.37485,15.53016,15.61223,0.1037255,1237665567145263202
16.49833,18.75485,16.44879,16.4488,0.1034234,1237665567145263330
16.50546,18.61889,16.57546,16.42616,0.08304577,1237665567685738559
15.73513,17.60403,15.73828,15.73829,0.08045074,1237665567686525302
15.01357,16.48128,14.85431,14.85432,0.09217998,1237665567692226797
14.77685,16.60717,14.68287,14.6882,0.09183304,1237665567692227164
14.17062,16.2407,14.00999,14.04558,0.09807511,1237665567692292189
14.12629,16.29505,14.13119,14.13118,0.1312966,1237667112257650760
14.81546,17.18614,14.56259,14.59134,0.1316611,1237667112257650761
14.14439,16.16144,14.12046,14.12045,0.06736633,1237667112793800780
14.78611,16.60593,14.73847,14.73849,0.06852738,1237667112793800838
16.70821,18.06799,16.55183,16.67674,0.06705111,1237667112793800968
16.58347,18.02749,16.33651,16.46847,0.06858512,1237667112793801028
13.26388,15.50553,13.1312,13.13119,0.04036158,1237667209986113541
14.80925,16.30571,14.71783,14.71783,0.07532967,1237667210504896599
16.58528,18.35929,16.59016,16.57416,0.07393558,1237667210504897126
14.50551,16.93838,14.37255,14.37259,0.07468774,1237667211596071031
16.50875,18.83652,16.49101,16.43712,0.06349162,1237667211596136520
16.80526,19.19426,16.75132,16.73905,0.0530904,1237667212130254868
17.01348,18.67073,17.09379,16.96975,0.05029124,1237667212130254979
14.55653,16.82486,14.4093,14.48333,0.0550099,1237667212130255022
16.01838,17.5522,15.80736,15.8974,0.04043294,1237667212134055972
14.80797,16.31798,14.68452,14.68451,0.04211393,1237667212140085266
13.33417,16.33349,13.54371,13.55778,0.08241003,1237667253461254252
15.62757,17.73915,15.66504,15.58889,0.07159179,1237667253462892551
15.44997,18.28411,15.45162,15.45163,0.07537898,1237667253462892711
13.70921,16.2604,13.5287,13.55208,0.06944156,1237667253995503631
15.32625,17.82125,14.91383,15.13522,0.06913471,1237667253995503633
14.8126,16.53142,14.79646,14.79646,0.06658313,1237667253995569192
14.55678,16.69884,14.49913,14.49904,0.06196615,1237667254526607541
13.82852,15.81821,13.7399,13.73983,0.06280059,1237667254526607590
15.82851,17.01064,15.7151,15.71508,0.06162928,1237667254526608028
16.72613,17.80782,16.6054,16.64102,0.04146119,1237667254546661738
15.5596,17.41493,15.37743,15.4095,0.04281728,1237667254546661638
13.86186,16.00747,13.73973,13.73972,0.04249071,1237667254546595932
15.09608,17.43759,14.82434,14.97403,0.08955284,1237667254535127145
15.8597,17.56904,15.82369,15.82369,0.06497289,1237667254526608010
16.95854,19.10519,17.00994,16.86149,0.04511745,1237667254016278711
16.9398,18.51974,16.89906,16.89909,0.04551358,1237667254016278705
16.90874,18.85576,16.89289,16.83267,0.04244688,1237667254016278686
14.64708,16.40217,14.53031,14.53031,0.04487832,1237667254016278565
13.43756,16.55555,13.26114,13.28603,0.06650678,1237667254009266185
16.13908,17.93362,15.94091,16.04806,0.06160862,1237667254009200956
15.91159,17.63391,15.75094,15.78935,0.06631944,1237667254009200743
13.84025,16.30252,13.70995,13.70996,0.06556929,1237667254009200738
14.48413,16.44964,14.4088,14.45216,0.06726555,1237667254009200667
13.33912,16.30531,13.26103,13.29124,0.06469783,1237667254009200666
14.32862,17.07396,14.14463,14.21324,0.05869881,1237667254008873043
16.38905,18.72774,16.34066,16.34049,0.06576582,1237667254008807579
13.57493,15.90522,13.48561,13.50311,0.06213815,1237667254008807454
15.50755,16.77201,15.39752,15.3975,0.04711355,1237667254005923866
14.15767,16.41323,14.1546,14.15456,0.04670659,1237667254005923865
16.34817,18.26406,16.00632,16.17912,0.06777176,1237667253995503858
16.03621,18.32855,15.99313,15.96434,0.04437349,1237667252935655564
15.3968,16.54366,15.28128,15.28127,0.07457633,1237667252917633097
15.6517,17.03797,15.51258,15.57093,0.07142156,1237667252917567846
17.37299,19.51643,17.31812,17.31811,0.05512682,1237667212130320477
14.75132,17.67192,14.82165,14.73845,0.09231314,1237667211585650886
14.65443,16.50653,14.60404,14.60399,0.08395635,1237667211585585288
14.59614,16.57624,14.41764,14.41764,0.03736532,1237667210523115598
16.40264,17.30907,16.24362,16.27341,0.07455073,1237667210504896684
14.00239,16.43761,13.90489,13.90489,0.07442789,1237667210504896683
14.62634,17.4207,14.63008,14.624,0.05279072,1237667209987883063
15.27396,18.23129,15.23988,15.15392,0.0381549,1237667209986179154
14.65737,17.09801,14.46376,14.5642,0.04133665,1237667209986113724
16.32922,17.55165,16.36297,16.27105,0.1007338,1237667141792432266
16.1291,18.82983,16.0583,16.0583,0.1314524,1237667141792170057
14.26249,16.07299,14.13123,14.13123,0.07199046,1237667112259092550
15.85307,17.59893,15.81382,15.81376,0.119316,1237667112257716415
15.38921,17.03721,15.29009,15.29009,0.07712228,1237667106885993079
14.99045,16.98103,14.89286,14.89292,0.09415047,1237665567692292584
15.91924,19.21017,15.84842,15.84843,0.08004256,1237665567686525218
14.53371,16.34016,14.57724,14.57724,0.08138014,1237665567686525012
14.25062,16.51732,14.089,14.11097,0.08059297,1237665567685738679
16.2282,17.49234,16.14667,16.14666,0.1102969,1237665567145328741
16.3324,19.13738,16.28732,16.19387,0.09108163,1237665566618681710
16.09281,17.45034,15.92815,15.97685,0.08867755,1237665566082072859
14.32797,16.54889,14.25862,14.30075,0.09106066,1237665566081089760
14.93699,17.09598,14.77659,14.80684,0.09037563,1237665565545202013
14.25428,16.90524,14.03718,14.1595,0.05397326,1237665564998762503
15.72314,17.30459,15.53164,15.61587,0.04195035,1237667254552690963
12.87238,15.80187,12.76406,12.76406,0.04337543,1237667254552690706
14.71152,16.95187,14.59348,14.62826,0.04500146,1237667254552625190
15.73044,17.87299,15.80137,15.71233,0.06790707,1237667254532112625
13.64403,16.29383,13.48339,13.48347,0.06733673,1237667254532047008
14.62826,16.19016,14.47961,14.47961,0.06288834,1237667254532046894
14.91157,16.81306,14.75783,14.76414,0.07722974,1237667253998321822
15.01406,18.2238,15.05714,15.0571,0.09180066,1237667253998321769
17.09369,18.77577,17.13226,17.01634,0.09352731,1237667253998256266
16.54918,18.83513,16.20858,16.30526,0.09379517,1237667253998256264
15.26423,17.8323,15.27838,15.24535,0.09483593,1237667253998256261
14.70157,17.07421,14.65384,14.65386,0.09278212,1237667253998256258
13.86968,16.35619,13.73893,13.73893,0.09469284,1237667253998256252
14.12848,15.79165,14.86025,14.87072,0.09464849,1237667253998256248
16.77509,18.64569,16.77407,16.73027,0.07260668,1237667253988295201
15.11931,17.72607,15.14721,15.01942,0.07130295,1237667253988295147
16.51418,19.05072,16.46727,16.46729,0.06934376,1237667253988229410
15.23483,16.82878,15.19768,15.19768,0.06727494,1237667253988229252
16.42658,18.1987,16.42198,16.37264,0.03963575,1237667253472591986
16.01002,17.44321,15.79197,15.86839,0.04116892,1237667253472591937
14.47622,16.36352,14.34412,14.37888,0.05153102,1237667253472329902
16.22719,18.57819,15.8651,16.09446,0.05159646,1237667253472329842
16.51475,18.2298,16.56639,16.40978,0.05070685,1237667253472329735
14.02804,16.15833,14.00246,14.00246,0.05078184,1237667253472329733
15.48444,17.1319,15.29693,15.37686,0.05031735,1237667253472264395
13.64768,15.80147,13.5098,13.5098,0.04907661,1237667253472264286
16.35833,18.88294,16.34208,16.28632,0.04305968,1237667253472198798
15.37103,17.44374,15.17669,15.29486,0.04713376,1237667253472133218
16.28913,18.73673,16.26363,16.26362,0.04737817,1237667253472067776
15.80552,16.86326,15.69055,15.69053,0.08948702,1237667211585650986
14.13329,16.43565,14.10945,14.10947,0.08603663,1237667211585650917
15.72121,18.1106,15.54817,15.66107,0.06783381,1237667211582767354
15.57956,18.17348,15.55615,15.55616,0.06391215,1237667211582570791
14.10447,15.79109,13.98411,13.98412,0.03818991,1237667211059986461
13.3392,15.71832,13.27505,13.27506,0.06874886,1237667211059658867
16.7616,18.49999,16.77295,16.77308,0.04923886,1237667211056447529
15.92341,16.96612,15.83781,15.83781,0.04608438,1237667211056382122
13.90091,17.14398,13.94853,13.90521,0.07873407,1237667211050221621
16.5281,18.89413,16.65463,16.43212,0.08606202,1237667211048583275
15.86467,18.20517,15.89218,15.80108,0.08630982,1237667211048583252
15.466,16.91458,15.34673,15.39928,0.08548196,1237667211048583184
14.02303,16.0278,13.94891,13.94894,0.07312795,1237667211038753056
13.69998,16.06538,13.60019,13.6609,0.05412309,1237667209987948561
17.26908,18.9134,16.93009,17.1327,0.1117559,1237667143396753438
14.38683,16.06269,14.24877,14.24878,0.1125582,1237667143396753437
16.47762,17.93058,16.33882,16.34906,0.1123109,1237667143396688329
16.66026,17.6768,16.58183,16.58183,0.116754,1237667143396688238
16.92637,18.50336,16.97711,16.88037,0.07732682,1237667142330548469
15.50876,16.91638,15.39678,15.42775,0.07820915,1237667142330548459
14.01368,17.14753,13.6471,13.83418,0.07978988,1237667142330548371
15.10331,17.05826,14.8895,14.95728,0.08025984,1237667142330548370
15.76352,18.67959,15.74208,15.63324,0.06274234,1237667142328320199
15.4578,17.65084,15.5459,15.36348,0.1123954,1237667141792497802
15.06594,17.43789,14.85328,14.96665,0.1110354,1237667141792497724
14.19012,16.29431,14.08289,14.08288,0.110149,1237667141792497682
15.50884,17.75831,15.40854,15.40861,0.1185055,1237667141792170001
15.80954,17.24865,15.65637,15.70281,0.1534007,1237667141792039082
15.31303,18.44143,15.36804,15.23151,0.05833282,1237665569297596730
16.19492,18.61632,16.183,16.11904,0.08256963,1237665567692095954
16.77815,17.97031,16.63765,16.73096,0.08578245,1237665567691965133
13.18487,16.78863,12.88734,13.01736,0.07177465,1237665567691833453
13.91916,16.47064,13.73474,13.82006,0.07566191,1237665567691833447
15.43863,16.73555,15.31404,15.31404,0.07531973,1237665567691833444
14.59363,17.8368,14.63615,14.50612,0.08547471,1237665567691374897
15.87121,18.14236,15.94135,15.78679,0.0875048,1237665567691374851
15.22921,17.0615,15.18443,15.18445,0.08004728,1237665567691374763
13.05388,15.80084,12.9361,12.9361,0.08772947,1237665567691374612
15.47305,17.59347,15.48027,15.444,0.08656548,1237665567691309503
13.82642,16.16459,13.64293,13.64294,0.08496057,1237665567685804219
15.74607,16.95748,15.79246,15.72325,0.096129,1237665567155028247
15.96664,17.28783,15.85342,15.87502,0.08949452,1237665567154962520
15.29045,17.65802,15.12534,15.2462,0.09835216,1237665567154897244
14.10541,16.57956,14.17507,14.18611,0.1051142,1237665567154831489
15.13881,17.04329,15.08182,15.08182,0.05641,1237665567146115211
15.39189,17.0169,15.23015,15.24836,0.05662541,1237665567146115095
15.04451,16.91741,14.92076,14.93395,0.1048058,1237665566082400802
14.85889,17.75443,14.8876,14.788,0.09179758,1237665566081941922
17.45178,19.21095,17.49237,17.46262,0.05953827,1237665566073749695
14.73792,16.55408,14.68244,14.68244,0.05900392,1237665566073749555
16.3796,17.58914,16.26191,16.28573,0.1135863,1237665565541859681
16.02727,17.21627,15.92443,15.92873,0.05433616,1237665564998697191
15.33611,18.39858,15.39018,15.36505,0.05438268,1237665564998697111
13.10813,15.58598,13.01857,13.01858,0.05420278,1237665564998697041
14.70851,16.21774,14.64001,14.64516,0.04946585,1237665564998696981
12.95439,16.2162,12.87282,12.89673,0.07820907,1237667253999763470
15.22621,16.80131,15.19709,15.19709,0.03816082,1237667211060051979
13.79274,16.18791,13.78194,13.78186,0.05861769,1237667211059462180
13.59374,16.47882,13.4952,13.49521,0.04942819,1237667211059331171
17.1595,19.10946,17.17841,17.09607,0.1010308,1237665565541925108
14.62796,17.43945,14.37666,14.51842,0.1092845,1237665565541924998
16.34406,18.68809,16.29575,16.28167,0.04511841,1237667255619354715
14.72971,17.30946,14.73493,14.69563,0.04582671,1237667255619354751
13.95711,17.46202,14.08451,13.90279,0.06694108,1237667255619420207
14.74084,16.7402,14.62136,14.64996,0.09150106,1237667292655648842
15.18812,18.12915,15.20978,15.10253,0.05375317,1237667292655910960
15.00739,16.95979,14.81159,14.89288,0.08764876,1237667293188653097
14.03649,16.38464,13.94415,13.9564,0.08888482,1237667293188653149
13.89159,15.986,13.776,13.77601,0.0964998,1237667293188718632
15.02461,17.011,14.87243,14.92239,0.09685088,1237667293188718744
15.95298,17.11367,15.89009,15.91281,0.09428087,1237667293188718767
15.50835,16.79711,15.42362,15.47227,0.08945109,1237667293189505124
12.88551,15.47188,12.81734,12.81734,0.08674865,1237667293189505239
15.25559,17.15577,15.13483,15.14405,0.08839466,1237667293189505241
14.78007,17.5789,14.79317,14.79317,0.08194505,1237667293189570761
14.69829,16.54356,14.64216,14.64216,0.04452068,1237667322184794216
14.28797,15.84313,14.26274,14.26273,0.03587556,1237667322185121876
15.53835,17.86,15.20759,15.43491,0.04955843,1237667322713407696
14.45341,17.44693,14.53583,14.45083,0.03806624,1237667322713931949
14.17739,16.51196,14.08643,14.09915,0.03952106,1237667324335882318
15.25629,18.11015,15.29333,15.19013,0.02537525,1237667324335882422
15.2377,18.10916,15.31038,15.15352,0.09794239,1237667429555437686
15.763,18.34144,15.76319,15.74932,0.09390241,1237667429555437726
14.4907,16.61143,14.35851,14.41652,0.06034989,1237667429559566380
15.08798,16.66265,15.00001,15.00001,0.05294465,1237667429563039946
13.08318,16.29145,12.89869,12.89864,0.05062779,1237667429563105338
13.69089,15.72447,13.63242,13.63239,0.0850703,1237667430093291527
12.69641,15.74483,12.59538,12.59536,0.0858492,1237667430630096945
15.74427,18.0375,15.71727,15.71729,0.04138171,1237667430642090054
13.76137,15.72571,13.66173,13.66173,0.04829632,1237667431181713461
15.10001,18.40974,14.49751,14.82449,0.04860659,1237667431181713523
16.46925,17.61594,16.55708,16.44201,0.04812229,1237667431181713603
14.66475,17.21604,14.39838,14.54775,0.04100319,1237667442972688529
15.03393,17.67034,15.05083,14.97304,0.05012485,1237667444042891394
14.44077,15.86188,14.34617,14.36658,0.02498369,1237667444048593040
14.20237,16.22658,14.04072,14.0643,0.01997264,1237667444048658523
15.25596,17.099,15.07733,15.14599,0.02178566,1237667444048789811
15.01503,17.5559,15.08236,14.97065,0.02239467,1237667444585791491
15.39969,17.25313,15.15523,15.26517,0.02791102,1237667444586971212
16.31692,18.01372,16.39364,16.23039,0.04903273,1237667446728097923
16.28982,18.65313,16.30989,16.19755,0.0494033,1237667446728097995
13.81426,15.97654,13.65784,13.68101,0.03569789,1237667446737862740
15.30073,18.10455,15.30935,15.24941,0.04286344,1237667446737862801
15.05213,17.30985,14.86468,14.93428,0.04055231,1237667447275257905
15.92531,17.32192,15.77058,15.8618,0.05202539,1237667447802364057
13.08692,15.52688,13.00785,13.00786,0.05696284,1237667447802429573
14.77265,16.54754,14.66887,14.68463,0.05209833,1237667447802429720
15.275,17.0981,15.09798,15.16379,0.05048717,1237667447802429774
13.71768,17.10131,13.77681,13.65284,0.06051029,1237667536920707358
14.57564,16.80397,14.60412,14.55548,0.05277988,1237667536935846082
15.10606,17.56024,14.85626,15.00618,0.05056816,1237667536938139658
13.04741,15.89095,13.01929,13.03062,0.069166,1237667537465704588
15.48721,16.72041,15.41612,15.42913,0.07514887,1237667537465704591
15.08563,17.9589,15.08652,15.07927,0.07342728,1237667537465704789
14.48137,17.27192,14.49331,14.49135,0.07125138,1237667537475010658
16.50979,18.65768,16.55359,16.47709,0.05031918,1237667538009850042
16.49481,18.61607,16.47161,16.47161,0.04789709,1237667538009850089
15.49366,17.5549,15.50375,15.48446,0.05439123,1237667549267362092
13.70491,16.33155,13.56516,13.57241,0.05392195,1237667549267492876
13.74964,17.11484,13.83138,13.71391,0.07006107,1237667539085557931
15.59664,17.07602,15.42861,15.5021,0.06246506,1237667539085557915
15.76382,17.02035,15.67798,15.67797,0.06224978,1237667539085557903
15.11614,16.66118,15.01838,15.01839,0.04948243,1237667539085492369
14.94346,17.07728,14.95079,14.93415,0.0532385,1237667538009849988
12.7428,16.30905,12.53168,12.60614,0.07375171,1237667537465704593
12.32222,15.34443,12.26246,12.26245,0.04865484,1237667536938139700
13.79642,15.92447,13.67324,13.67324,0.05379523,1237667485382737964
13.14565,15.67515,12.99433,13.02532,0.06140048,1237667448340480021
13.72093,15.76414,13.63112,13.63112,0.05937936,1237667447265689619
13.77393,15.74891,13.77758,13.77758,0.05761405,1237667447265624147
13.17119,15.6443,13.00063,13.08561,0.02745308,1237667444585594903
14.78307,16.65158,14.70831,14.70841,0.02355197,1237667444048724176
13.82978,17.41391,14.16533,14.1867,0.0215309,1237667444048723989
11.70865,15.4035,11.5143,11.59573,0.02190446,1237667444048723983
13.72377,15.66911,13.59952,13.59951,0.04970756,1237667444044922941
16.73896,18.45595,16.70988,16.70988,0.04796702,1237667431181779025
17.20996,18.59904,17.28308,17.17605,0.0467372,1237667430105022648
14.25649,16.76199,14.05876,14.18194,0.04419945,1237667430105022514
15.38197,16.65942,15.31326,15.31324,0.04408006,1237667430105022513
15.05185,16.0737,14.87092,14.87092,0.04695993,1237667430105022483
13.77715,16.64055,13.70497,13.73439,0.06633598,1237667429571493896
16.67541,19.1141,16.67526,16.67524,0.04551358,1237667429026955516
17.08673,18.39984,17.14676,17.07315,0.04531331,1237667429026955404
14.32477,16.7653,14.32592,14.33356,0.04546899,1237667429026955403
12.57615,16.24402,12.45892,12.49798,0.03975568,1237667324335882319
16.29231,17.85595,16.06089,16.16477,0.0487591,1237667323793965194
15.04838,16.3475,14.93832,14.9521,0.04578714,1237667323793965152
14.99035,17.69245,15.06303,14.94772,0.06750735,1237667323786952837
14.92354,17.08353,14.77108,14.78094,0.03713021,1237667323250933967
15.282,17.66565,15.27978,15.2601,0.04486619,1237667323250213040
14.3238,16.16475,14.22763,14.2276,0.0556308,1237667322179616901
14.1632,17.60419,14.15673,14.09901,0.03823036,1237667321647923349
13.95334,16.27847,13.83301,13.87046,0.07773434,1237667293189767184
14.67746,16.43406,14.53969,14.53969,0.04988831,1237667292659384425
15.78121,17.53527,15.59306,15.6423,0.04193654,1237667254552690986
14.89086,17.15385,14.72229,14.82999,0.07354144,1237667539085623427
15.09839,16.86169,15.00028,15.0166,0.05995737,1237667537473568925
15.66769,17.30459,15.48623,15.56758,0.04887471,1237667536399761571
13.93675,16.35787,13.8838,13.88383,0.04968788,1237667536399761464
16.37564,18.73373,16.34998,16.34998,0.05205904,1237667536398975190
16.51827,19.06083,16.47284,16.43736,0.05630315,1237667536398909593
14.89641,16.67673,14.71899,14.74773,0.0538007,1237667536398909508
16.06756,17.26464,15.95475,15.97845,0.09414569,1237667486455300164
14.96387,17.11146,14.82694,14.82696,0.09503598,1237667486455300163
13.30828,15.86461,13.21754,13.21754,0.09771808,1237667486455300162
14.3103,17.2007,14.06367,14.16565,0.08389607,1237667486455234693
13.75725,15.86931,13.61014,13.64219,0.07406494,1237667485919543360
15.81587,18.5854,15.78112,15.68876,0.03090486,1237667448886526055
14.40793,17.29932,14.12738,14.29847,0.07554603,1237667446192537823
15.39561,17.06277,15.28185,15.28186,0.08456516,1237667446192537681
12.9268,15.44576,12.81583,12.81583,0.08527442,1237667446192537678
14.16709,15.71789,13.98621,13.98886,0.09521857,1237667446192537633
13.96381,15.8325,13.84453,13.84451,0.07418902,1237667446192406574
13.48211,15.91615,13.41329,13.41328,0.04279875,1237667442435817550
14.60926,17.09922,14.38042,14.56729,0.04280002,1237667442435752193
14.47927,16.24544,14.32797,14.37392,0.03964153,1237667442435752133
13.75099,16.10073,13.70117,13.70117,0.04352697,1237667442435752104
15.24257,17.38468,15.60283,15.60283,0.040825,1237667442435751975
13.06921,15.67158,12.94722,12.94725,0.04092866,1237667442435751974
12.13791,15.02808,11.9831,11.9831,0.036949,1237667441898881043
15.08699,16.67431,14.96012,14.97383,0.06202202,1237667431715766293
15.05626,16.36757,14.94634,14.94963,0.06395606,1237667431715766292
13.22132,15.90981,13.19156,13.19156,0.06329098,1237667431715766291
14.49281,17.30136,14.48187,14.43584,0.04585136,1237667431178764407
15.7894,17.98247,15.88793,15.80756,0.04619357,1237667430641697079
16.89099,18.04614,16.81659,16.81665,0.04673677,1237667430641697017
14.02979,16.41489,13.87797,13.92839,0.04688551,1237667430641696902
14.78897,17.25091,14.60933,14.69237,0.04603403,1237667430641696794
14.10767,16.54104,14.05722,14.06217,0.04798938,1237667430636978234
14.36429,16.19387,14.22785,14.22778,0.05434507,1237667430636585008
14.57107,16.04246,14.43994,14.43994,0.05451998,1237667429571231828
16.49403,17.49747,16.41703,16.41703,0.05414288,1237667429568086156
17.38313,19.44135,17.43865,17.30475,0.05800112,1237667429568086121
16.51877,18.73383,16.47542,16.45193,0.0585809,1237667429568086113
14.40894,16.27674,14.27142,14.278,0.05370193,1237667429568086038
16.22984,18.37471,16.23743,16.05323,0.06248941,1237667429568020621
13.80042,16.61972,13.77938,13.78679,0.05761713,1237667429548228801
14.61953,17.67524,14.26607,14.47582,0.06220439,1237667429548163637
15.19137,16.97181,15.14305,15.1431,0.06025997,1237667429548163563
15.00912,16.54453,14.91743,14.91743,0.05856214,1237667429548098253
13.21433,16.25812,13.04475,13.09279,0.02305299,1237667324334702748
14.46842,16.512,14.36483,14.36515,0.02419422,1237667324334637189
14.14687,16.12327,13.93849,13.93851,0.02125707,1237667324334637085
14.13125,16.24632,14.0069,14.04769,0.0207584,1237667324334571728
13.57496,15.42237,13.45579,13.49159,0.02342771,1237667324334571534
15.89489,17.83747,15.69623,15.72696,0.05010989,1237667324328739003
16.44311,17.64582,16.34992,16.34993,0.05080083,1237667324328738997
13.69474,16.17553,13.61069,13.6107,0.05079018,1237667324328738825
13.93512,16.23314,14.01962,14.01962,0.04920681,1237667324328673395
15.28977,16.75647,15.12062,15.1206,0.05777152,1237667324328673314
13.61565,16.71997,13.52153,13.52151,0.05367432,1237667323793899533
16.00705,17.69436,16.08579,15.93748,0.05127191,1237667323787215123
14.00193,16.08602,13.89456,13.89457,0.05489516,1237667322179682330
13.00946,15.41606,12.91325,12.91321,0.05073133,1237667322179616791
15.0947,16.27952,14.99176,14.99173,0.05056866,1237667292659384413
13.61711,16.1494,13.45523,13.4888,0.08801836,1237667292114976785
14.1704,17.00376,14.18946,14.15403,0.09117427,1237667292114845769
16.0563,17.39834,15.97109,15.97109,0.03370618,1237667538550456490
16.53681,17.92788,16.34964,16.41793,0.03385459,1237667538550456486
16.95354,18.22268,16.74945,16.85504,0.03497476,1237667538550456457
16.86457,19.52118,17.45149,17.23779,0.03522896,1237667538550456390
14.43144,16.97531,14.2821,14.28205,0.03506135,1237667538550456387
16.86867,18.64429,16.91964,16.87664,0.04179939,1237667538546655418
14.91493,16.52363,14.81076,14.81076,0.09640651,1237667486455300339
14.37196,16.53704,14.28817,14.28816,0.08466227,1237667486455169243
13.76285,15.60481,13.67964,13.67963,0.05134833,1237667431717732380
12.89847,15.67162,12.79105,12.82356,0.05241619,1237667431717666856
16.15826,17.50722,15.98203,16.03165,0.06196808,1237667431715766294
14.01146,17.68827,14.01731,13.91055,0.03646199,1237667430105677981
12.8641,16.32414,12.76823,12.81628,0.03712724,1237667430105677867
13.87717,16.35558,13.72932,13.79679,0.04655636,1237667430099976293
12.90598,16.36868,12.90136,12.91432,0.07672284,1237667430096437433
15.8892,17.02949,15.74903,15.75439,0.07029057,1237667430096371947
14.08758,17.50487,13.98608,14.20648,0.07404149,1237667430096371778
14.62663,16.30564,14.48198,14.48198,0.0520894,1237667323787214944
13.42356,16.10406,13.27324,13.28789,0.05219653,1237667323787214943
16.30817,17.83863,16.08388,16.21585,0.04740196,1237667323787149512
15.74874,17.84108,15.88503,15.71842,0.05391105,1237667322176471252
16.90138,18.94028,16.86629,16.776,0.03827207,1237667322172211267
17.41089,19.88015,17.40898,17.29538,0.05133542,1237667255079797055
17.23026,19.09422,17.25859,17.07559,0.05039534,1237667255079796923
13.75056,15.93493,13.61998,13.65804,0.03076069,1237667549272539209
14.59694,16.23725,14.48991,14.48991,0.03658272,1237667550881841220
14.78467,16.5793,14.63103,14.70068,0.0342637,1237667550881841314
17.18505,18.10394,17.04883,17.09671,0.03496066,1237667550881841346
16.35647,17.68286,16.19235,16.2184,0.03731328,1237667550882103302
13.6391,16.7206,13.58948,13.58947,0.08033451,1237667734491955248
12.41248,16.03074,12.23581,12.23581,0.07387643,1237667734492086324
13.95878,16.96864,13.82469,13.91604,0.06659513,1237667734492151849
13.71218,16.57365,13.68036,13.69683,0.07074449,1237667735041474584
13.96969,16.39965,13.77165,13.83637,0.06925469,1237667735041474586
13.20726,16.83002,13.13428,13.30481,0.07053275,1237667735041474587
14.75299,16.9938,14.62824,14.66893,0.0712399,1237667735041474588
15.84103,17.80045,15.65201,15.65211,0.071252,1237667735041474590
15.34252,17.01967,15.39354,15.39352,0.06290404,1237667782314754241
15.63903,17.35806,15.53246,15.5325,0.1084928,1237667782320259258
16.65078,18.03661,16.57267,16.57267,0.1364496,1237667782322028954
13.08875,15.45302,12.94916,12.94914,0.06194195,1237667782815842365
17.20675,18.09929,17.08268,17.12773,0.045708,1237667783359856810
14.41223,16.22012,14.34036,14.34036,0.03994584,1237667783364509764
14.88832,17.62336,14.87477,14.75641,0.04150623,1237667783367000072
15.20406,18.28032,15.16135,15.16135,0.08942481,1237667783382991002
16.19782,18.04877,16.18603,16.16891,0.06826385,1237667783383187598
15.64132,17.26132,15.46907,15.5023,0.0625108,1237667783383253177
16.05649,18.01912,15.82556,15.95918,0.08735761,1237667783386398973
16.9324,17.98438,17.01408,16.88715,0.07906438,1237667783386398985
14.11784,16.40903,13.94702,14.00714,0.08336826,1237667783386399001
14.89313,16.4186,14.81598,14.81601,0.08146998,1237667783387185162
15.58773,16.8245,15.44004,15.43998,0.0885099,1237667783387185208
14.05618,16.49086,13.95158,13.95153,0.08844437,1237667783387185210
15.92324,17.50105,16.44391,16.48148,0.08899057,1237667783387185212
16.36342,18.35523,17.1434,16.99785,0.08941396,1237667783387185223
14.54131,16.94611,14.45924,14.48736,0.08655668,1237667783387185326
15.7233,17.08421,15.62259,15.6226,0.04923663,1237667783388627089
16.53638,18.84584,16.46177,16.45908,0.05312736,1237667783896662157
13.39204,16.9363,13.38958,13.39898,0.06618848,1237667783905837142
13.69302,15.58487,13.61117,13.61117,0.03506742,1237667783916847167
15.03505,17.06812,14.84852,14.88333,0.03728339,1237667783903346858
14.77061,16.49063,14.75513,14.75513,0.03842741,1237667783903346812
13.7687,15.79624,13.66553,13.66556,0.03799997,1237667783903346738
14.94007,16.56506,14.87607,14.87607,0.03770969,1237667783903281233
16.49641,18.21675,16.27805,16.32693,0.04968549,1237667783897383104
16.82148,18.32306,16.8082,16.80818,0.04853654,1237667783897383027
13.77909,16.14053,13.69107,13.70494,0.06529772,1237667783889190972
