petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r,objid
13.42164,16.20157,13.29584,13.30451,0.07761334,1237657608573943931
14.1499,15.7855,14.27027,14.27027,0.09164898,1237657608573812810
14.18882,17.02706,13.92739,14.05212,0.08554491,1237657595152498732
14.63098,17.08148,14.47407,14.57021,0.08688834,1237657595152433341
14.16632,15.97047,14.06621,14.06618,0.08406062,1237657595152433227
16.37194,19.35722,16.33584,16.25367,0.09152195,1237657595152367891
15.85027,17.77477,15.90887,15.81902,0.09172373,1237657595152367644
16.53276,18.00531,16.32703,16.46678,0.09599014,1237657595152302415
13.53224,15.65641,13.43086,13.43083,0.09649023,1237657595152302205
16.41595,18.56026,16.46262,16.38181,0.02920625,1237657591393091821
16.37849,19.45251,16.34722,16.26836,0.05906691,1237657402416758934
13.12394,16.01857,12.92044,12.92046,0.02512097,1237657401347407877
15.39026,17.90082,15.37518,15.36667,0.03668924,1237657400808833194
16.62217,19.00849,16.53365,16.53365,0.06487805,1237657400806277191
15.19632,17.72374,15.31867,15.27251,0.054457,1237657244046000150
15.83013,18.75236,15.82494,15.80473,0.05488687,1237657244045934827
14.85128,16.65857,15.30334,15.30334,0.06191231,1237657117338566713
13.96344,15.98798,13.8278,13.84455,0.06210163,1237657117338566712
14.76733,16.87196,14.56647,14.623,0.1011588,1237655744019234975
15.69071,17.09301,15.56007,15.59125,0.1233568,1237655743486034203
15.15041,17.11242,15.06314,15.06312,0.1161689,1237655743485968661
15.41638,16.89617,15.27112,15.27981,0.06603499,1237658298999832729
14.29166,16.28424,14.12647,14.12648,0.06631272,1237658298999832594
15.29655,18.13791,15.30643,15.19941,0.03593305,1237658205578723439
15.60875,17.10033,15.64797,15.64796,0.03515842,1237658205578657877
13.99254,16.45527,14.05663,14.0335,0.0361601,1237658205578657826
13.67398,17.219,13.72978,13.68255,0.03213944,1237658205573939256
14.04477,15.978,14.03725,14.05609,0.02899148,1237658205573873789
12.51988,16.85471,12.54483,12.59671,0.03074382,1237658205573808201
15.78118,16.90922,15.69649,15.69649,0.03789652,1237658205048995851
13.92153,17.17224,14.07408,13.99871,0.04643744,1237658205048930354
13.57938,15.80682,13.55477,13.57511,0.0288157,1237658205037002810
15.4438,18.69757,15.39092,15.37889,0.02928187,1237658204514812077
15.67503,17.47015,15.52912,15.663,0.02603096,1237658204514811929
14.64776,16.71229,14.47629,14.50801,0.02549523,1237658204514811907
15.26508,16.98997,15.14102,15.14102,0.02546669,1237658204514746433
14.17993,16.16157,14.0025,14.02275,0.02542789,1237658204514746432
17.25409,18.9999,17.33941,17.27653,0.04289522,1237658203961884821
17.01632,18.17175,17.03158,17.02928,0.0426794,1237658203961884806
14.56094,18.05559,14.58941,14.44121,0.03639689,1237658203423310082
14.526,18.02101,14.50225,14.4582,0.07966846,1237658192145088727
14.36769,17.05944,14.36273,14.34113,0.1034754,1237658192144761218
13.91581,15.91497,13.76028,13.79179,0.09311033,1237657878614638621
12.64756,15.4217,12.50314,12.50315,0.09050807,1237657878614638619
15.0325,16.92183,14.93664,14.93664,0.0928431,1237657878077702256
14.15647,16.27338,13.96326,14.01371,0.09228564,1237657878077702252
13.38519,15.69662,13.37952,13.39901,0.09214537,1237657878077702182
14.63969,17.25432,14.74258,14.66539,0.0384431,1237657874868535396
14.58021,17.63731,14.59713,14.55105,0.03165793,1237657874868535323
14.25448,16.16702,14.13136,14.17712,0.04367412,1237657873793482757
16.81828,17.95904,16.68465,16.72675,0.04117304,1237657873793417354
15.16956,16.38797,15.08707,15.08707,0.0420556,1237657873254908052
15.92055,18.26463,15.98841,15.8868,0.04510743,1237657873254907919
12.96867,15.41589,12.77434,12.77434,0.04464303,1237657873254907914
15.90274,17.3597,15.79029,15.79024,0.04127724,1237657873254842442
13.28536,16.15046,13.14461,13.15231,0.03990823,1237657873254842378
15.74003,17.5339,15.78549,15.78549,0.04211073,1237657858222456990
15.62778,17.76505,15.76152,15.76152,0.04165543,1237657858222456920
16.39439,18.25921,16.36604,16.36604,0.0419912,1237657858222391531
13.81388,16.26514,13.65118,13.65745,0.04153767,1237657858222391375
15.68613,17.84459,16.13573,16.13575,0.02088116,1237657856065994763
14.27362,16.9042,14.36384,14.36384,0.02155403,1237657856065994762
15.86018,18.38402,15.84066,15.77384,0.02148936,1237657856065929446
15.11578,16.99571,15.0162,15.01617,0.02263889,1237657856065929429
15.51082,16.8817,15.34997,15.34997,0.02269599,1237657856065929302
14.61462,16.33399,14.61139,14.61139,0.0234684,1237657856065863801
14.97445,16.51141,14.92222,14.92222,0.05299446,1237657776082780208
13.63745,16.29748,13.46685,13.53171,0.07098358,1237657775534702644
15.79263,17.9469,15.78221,15.74342,0.0733234,1237657775534637628
15.08863,18.02433,15.08946,15.08333,0.08107067,1237657775534637474
15.15365,17.63362,15.16436,15.06515,0.07958443,1237657775534637138
16.71863,18.27329,16.79762,16.73482,0.04313234,1237657775006351385
14.66041,17.28065,14.49457,14.53454,0.04286092,1237657775006286005
15.06202,17.33399,14.82804,14.96959,0.07667656,1237657773924352400
14.43838,16.34561,14.31345,14.31345,0.02106748,1237657772321472671
16.17149,18.32846,16.12972,16.11435,0.02099713,1237657772321472648
14.71245,17.00643,14.79716,14.79716,0.04059037,1237657770705289291
14.09796,16.33139,13.97507,13.97506,0.04139588,1237657770705289289
14.86881,17.09614,14.87457,14.76003,0.04216763,1237657770705289247
14.87493,17.41411,14.69968,14.80194,0.05664571,1237657632188727350
15.50386,17.31174,15.25981,15.39015,0.03906217,1237657630590369984
13.36655,16.70117,13.38358,13.41541,0.05783932,1237657630590238967
14.03583,17.12199,14.0605,14.05496,0.0521294,1237657630053433424
15.25098,18.02475,15.31116,15.11014,0.0704384,1237657630042161415
16.21528,17.83703,16.14352,16.14352,0.04257093,1237657629513810174
14.86931,17.60877,14.57861,14.66856,0.04379636,1237657629513810033
15.33594,17.20679,15.25356,15.25359,0.05387728,1237657629512892647
15.67999,16.69102,15.59652,15.59653,0.08546984,1237657629511713101
15.16599,16.93916,15.17271,15.17269,0.08670525,1237657629511712801
14.32619,16.17709,14.28652,14.28653,0.06742224,1237657629505355824
14.76304,16.53874,14.60789,14.60869,0.01560112,1237657628446097434
16.43969,17.3863,16.32617,16.34757,0.06505626,1237657628439412747
16.42952,18.27931,16.53528,16.39913,0.06740434,1237657628439347487
16.07329,17.46874,15.90995,15.98411,0.06638601,1237657628439347343
13.51616,15.74552,13.4508,13.4508,0.06633007,1237657628439347341
15.55066,16.39937,15.40618,15.40618,0.08403949,1237657628432007196
13.67268,16.27684,13.61766,13.63838,0.08639835,1237657628431679510
15.62122,17.40232,15.48875,15.48875,0.04562306,1237657627919384583
17.22747,18.29792,17.26003,17.1627,0.04592289,1237657627919319144
14.71538,17.17268,14.3414,14.4357,0.04610667,1237657627919319142
14.96154,17.04256,14.85798,14.85797,0.04618232,1237657627919319141
14.42612,16.86281,14.23723,14.34108,0.02959999,1237657612341543037
16.2893,17.67359,16.35773,16.21514,0.03073063,1237657612341543027
15.23686,17.1613,15.12079,15.20378,0.04517289,1237657608040349898
13.66714,16.99711,13.48803,13.59415,0.06742294,1237657606427246665
15.27334,16.71947,15.22223,15.22223,0.06392071,1237657606427181201
13.81774,15.95242,13.70009,13.70009,0.06205011,1237657606427115653
14.86636,17.1905,14.88038,14.82636,0.08825339,1237657606426788079
15.86289,18.15084,15.53111,15.70582,0.08260667,1237657606426787999
14.75957,16.61714,14.81753,14.81756,0.08908915,1237657606426722476
13.77664,16.22865,13.66259,13.68578,0.1013242,1237657606426722319
16.04221,17.26024,15.9158,15.98533,0.08541017,1237657606426591432
16.06098,17.98533,16.13422,15.95755,0.07495527,1237657595689304281
16.43146,17.79318,16.42877,16.41166,0.04218497,1237657591934025877
16.74375,17.85419,16.56039,16.65598,0.04715432,1237657591934025822
14.15168,16.0836,14.16731,14.16733,0.04772734,1237657591934025821
15.17849,17.97044,15.19931,15.06549,0.04592364,1237657591934025805
13.46718,17.0659,13.00749,13.18617,0.03474413,1237657591394467915
15.84689,17.43882,15.85318,15.83107,0.02878351,1237657591393157322
14.2844,16.50594,14.09654,14.1938,0.02930775,1237657591393157289
16.86295,18.46322,16.86903,16.81278,0.03015599,1237657591393157204
15.06776,17.74401,15.19567,15.0352,0.02892616,1237657591393157159
13.36367,16.71885,13.19279,13.24701,0.04493137,1237657591386079240
14.42174,16.53457,14.48888,14.4175,0.03321387,1237657590857531471
15.77387,17.64787,15.51592,15.62224,0.03752559,1237657590857400524
14.89842,18.28218,14.45302,14.67898,0.02547943,1237657590311616620
15.98693,18.45841,15.9683,15.9683,0.06688514,1237657400806342833
15.77832,18.56765,15.79091,15.70044,0.02810375,1237657242434732134
16.40038,18.95214,16.43007,16.36721,0.03792934,1237657242433093724
16.52612,18.3206,16.63056,16.47364,0.04125055,1237657242433028277
15.79549,17.45683,15.65149,15.65923,0.03763959,1237657242433028261
13.80234,16.11887,13.67072,13.67073,0.03653203,1237657242433028141
15.22723,17.63872,14.93025,15.03835,0.03832322,1237657242432962703
13.95989,16.05183,13.84468,13.8447,0.03880846,1237657242432897038
13.25128,16.51945,13.12075,13.15014,0.02374091,1237657220414308527
15.12911,17.676,14.87165,14.92008,0.02392662,1237657220414308480
15.94952,18.00633,15.93059,15.86516,0.02596393,1237657220414308395
13.83087,15.78457,13.7534,13.75338,0.05325881,1237657117875372073
12.49642,15.17228,12.39618,12.39618,0.06781275,1237655745088061490
16.25157,18.12068,15.91947,16.12963,0.1314718,1237655744023691585
14.21585,17.46366,13.95659,14.13301,0.1309088,1237655744023691333
17.01618,19.30053,16.98085,16.95611,0.1298056,1237655744023626322
15.41393,16.97091,15.32639,15.32639,0.127416,1237655744022970674
15.96729,18.90222,15.94629,15.87008,0.1266143,1237655744022511821
14.68188,16.56539,14.54987,14.63683,0.1130907,1237655744022446248
16.60446,18.86006,16.69453,16.59177,0.1143719,1237655744020545738
14.06227,16.13112,13.96174,13.96269,0.1185641,1237655744020545540
15.48069,18.03505,15.42569,15.4257,0.1027684,1237655744020349122
14.68188,16.55865,14.52107,14.55267,0.1026297,1237655744020349119
17.48664,19.09241,17.45884,17.45885,0.1017178,1237655744020349114
14.46182,16.27598,14.34689,14.34685,0.04557746,1237659161199771728
14.38063,16.49625,14.30307,14.30307,0.05460528,1237659131675213861
15.1078,16.61395,15.05603,15.05744,0.1197633,1237659120414687490
15.51899,17.57737,15.31706,15.40364,0.0313291,1237658801505501410
15.59437,17.90593,15.617,15.5755,0.06438204,1237658298999898164
16.19641,17.75879,15.9765,16.06995,0.0653629,1237658298999832751
15.25743,16.6681,15.13615,15.155,0.02701302,1237659161201803476
13.78917,15.75297,13.74357,13.74355,0.02695584,1237659161201803392
15.29949,16.54966,15.21883,15.21883,0.02605437,1237659161201803332
15.54986,18.44681,15.53965,15.53965,0.05771647,1237659161195249868
15.62713,18.37888,15.63887,15.55879,0.05040546,1237659161195249691
13.19124,15.84074,13.03341,13.04181,0.05113005,1237659161195249685
16.82977,18.73605,16.81327,16.74449,0.02975851,1237659149921091774
14.54496,16.58091,14.45067,14.45065,0.03046183,1237659149920960691
16.38668,17.48192,16.34003,16.34003,0.04821703,1237659133289693298
14.45603,16.36313,14.39898,14.39895,0.04868591,1237659133289693297
13.38293,15.89673,13.27148,13.27149,0.04737417,1237659133289627743
16.99801,18.68968,17.04887,16.87209,0.05121785,1237659131675148445
17.21799,18.25086,17.21042,17.21042,0.05136786,1237659131675148384
15.28714,17.05817,15.50471,15.5047,0.0516876,1237659131675148382
14.76994,17.12109,14.53064,14.64583,0.1237986,1237659120414621821
14.19055,16.01162,14.06371,14.08916,0.1336171,1237659120414490818
14.92274,17.85195,15.04322,14.96404,0.05750144,1237659120404332715
14.68296,16.85894,14.53722,14.61436,0.148084,1237659119877554442
16.46268,17.37058,16.41844,16.41844,0.1468303,1237659119877554253
13.79241,16.14589,13.65861,13.6596,0.1485427,1237659119877554250
15.45277,17.15635,15.36794,15.36794,0.1532229,1237659119877554191
13.89421,15.96508,13.78293,13.78293,0.0586821,1237658917459918989
15.93971,18.71225,15.89755,15.89754,0.03711909,1237658916386242683
15.88177,18.64702,15.91679,15.80915,0.03817158,1237658803114475756
13.76886,16.1115,13.62612,13.62613,0.03497025,1237658803114475562
15.86365,17.1247,15.72845,15.74156,0.02830184,1237658803111854218
14.79318,18.70098,14.73824,14.88238,0.04921331,1237658800968761371
13.18272,15.83961,13.05297,13.07576,0.0488718,1237658800968761369
15.24535,16.66517,15.21835,15.21835,0.04868947,1237658800967254171
14.45506,17.17317,14.30973,14.40364,0.05184291,1237658800967254132
13.18445,15.69378,13.07232,13.07232,0.04833035,1237658800967188670
13.60658,15.85504,13.44953,13.45308,0.04388346,1237658800967188592
13.96725,16.51276,13.83038,13.88612,0.04357353,1237658800967188515
16.26549,17.87567,16.138,16.14991,0.04539755,1237658612519272647
13.66279,16.17977,13.56048,13.56049,0.04090137,1237658612519272452
14.88531,17.02584,14.88184,14.88201,0.03630273,1237658612519206931
14.47626,16.63033,14.37057,14.39719,0.03648677,1237658612519141592
14.45337,17.63075,14.94769,14.88555,0.03712117,1237658612519141394
15.39557,17.29062,15.23338,15.26591,0.03773632,1237658612519141393
15.37027,16.75064,15.24669,15.24669,0.03583549,1237658612519141391
13.1759,15.87857,13.03904,13.03905,0.03715999,1237658612519141389
13.86622,15.81874,13.73299,13.73297,0.04217143,1237658612519075952
13.22518,15.68618,13.06447,13.06444,0.04463322,1237658612519075853
15.05489,18.21354,15.05031,15.02802,0.04345076,1237658611982270552
15.96941,17.42755,15.75249,15.78868,0.07634744,1237658493355622464
13.0883,16.55691,12.83469,12.93684,0.07835491,1237658493355557008
14.75117,16.6718,14.51657,14.64094,0.07917441,1237658493355556921
14.48311,16.2828,14.40691,14.40689,0.07917687,1237658493355556919
13.85808,16.23991,13.78171,13.78172,0.07532194,1237658493355425827
16.2184,17.62955,16.05863,16.09367,0.0493067,1237658493353656373
14.00764,16.29879,14.02677,14.02677,0.05863152,1237658493346250798
14.39399,17.38056,14.13522,14.2352,0.06552485,1237658424075813067
16.99626,17.72712,16.93851,16.94843,0.05107178,1237658311329906831
16.11837,18.89596,16.07173,16.07173,0.05754019,1237658311329906723
13.74222,15.83778,13.6088,13.60875,0.03593751,1237659161200164882
14.36167,16.78646,14.29435,14.32424,0.04786405,1237659161197019316
15.57006,17.50874,15.35494,15.43596,0.04620889,1237659161197019293
15.7641,18.71184,15.84261,15.75716,0.04706669,1237659161197019182
15.55222,18.33965,15.53127,15.53127,0.05242894,1237659161196953825
15.40413,18.07622,15.04368,15.24466,0.1015164,1237659153686856106
16.79296,18.69821,16.4324,16.64852,0.1732741,1237659153685479964
14.17296,15.95835,14.04314,14.04314,0.1786384,1237659153685479679
16.34633,17.60372,16.22995,16.23578,0.02915017,1237659150459142313
16.14375,18.28742,16.18532,16.15398,0.03408019,1237659150459142296
13.51996,15.82746,13.38172,13.38172,0.02801362,1237659150459142239
15.54667,18.21967,15.54012,15.51934,0.03461434,1237659149921157266
14.05461,15.99993,13.98895,13.98895,0.02277385,1237659146705764387
16.08917,17.70201,15.95656,15.95651,0.02785252,1237659146705698902
15.01956,17.39804,15.02269,14.95025,0.03102307,1237659146705698884
16.17653,17.34695,16.12272,16.12272,0.02035312,1237659144558477427
14.16667,16.79038,14.02368,14.09328,0.0460507,1237659133287923957
15.08678,16.59814,14.96845,14.99442,0.04020747,1237659133287923860
15.82634,17.04521,15.7539,15.75393,0.03972925,1237659133287923800
14.73615,16.68778,14.64855,14.64855,0.04542997,1237659133287923758
14.61799,16.60827,14.49599,14.50777,0.04526013,1237659133287923757
15.32079,16.89079,15.29964,15.29963,0.06026143,1237659133284909256
16.09418,17.98496,16.22181,16.07,0.05490366,1237659133284843828
16.33698,18.53355,16.05815,16.07752,0.04720764,1237659133284778240
12.93098,16.16409,12.99271,12.98193,0.06596388,1237659132751642708
15.76816,17.10725,15.65841,15.67259,0.06441034,1237659132751642639
13.03948,16.17996,12.96084,12.98193,0.06153561,1237659132751577262
14.2819,17.89294,14.25714,14.24842,0.06644781,1237659132751577202
13.48092,16.42005,13.39366,13.44192,0.0604344,1237659132751577102
15.52842,16.93706,15.42149,15.42145,0.04688145,1237659120938516594
13.97167,15.85344,13.84329,13.8433,0.06140704,1237659120399613971
12.90329,15.92133,12.75474,12.75476,0.0378057,1237658919069614163
15.52873,17.8267,15.56498,15.4882,0.03394547,1237658919069548563
15.76706,17.21926,15.59807,15.66524,0.03006659,1237658918530056413
16.96233,17.83112,17.006,16.89671,0.03044619,1237658918530056399
14.26,16.21939,14.24919,14.24919,0.03023798,1237658918530056305
14.50085,16.94245,14.41632,14.49452,0.04123134,1237658918529925284
16.45895,18.49892,16.44594,16.38844,0.03449962,1237658917995348143
13.48783,16.02097,13.34735,13.34737,0.05641321,1237658917459918871
15.56893,18.45899,15.58902,15.44597,0.02990581,1237658916923834489
15.53395,18.14693,15.49453,15.49454,0.03157732,1237658916923768882
13.8402,16.13023,13.73696,13.73696,0.03604588,1237658916385390676
14.84297,16.54659,14.7652,14.7652,0.03709111,1237658802577539120
16.7859,18.65443,16.86998,16.66891,0.02982661,1237658802577145925
15.21901,16.71021,15.13231,15.13232,0.0297067,1237658802577145864
14.07777,17.01138,14.09757,14.10002,0.0306515,1237658802577080463
14.00549,16.01348,13.89277,13.89277,0.03071297,1237658802577080326
13.65061,15.63772,13.5489,13.5608,0.03335554,1237658802572361742
15.08167,16.68572,14.9469,15.01741,0.03526665,1237658802572099607
12.84933,15.19462,12.74576,12.7588,0.03683756,1237658802572099605
16.40802,18.80523,16.4722,16.22834,0.05852685,1237658802041716895
15.03992,16.63356,14.90709,14.9537,0.05736888,1237658802041716762
15.30675,18.19464,15.28345,15.24764,0.05760758,1237658802041651318
16.13695,17.70075,16.26194,16.10363,0.04117275,1237658800431104162
13.74872,16.10359,13.67702,13.67702,0.0419891,1237658800431104015
16.21858,18.51593,16.19084,16.16849,0.03493606,1237658614126346384
15.8481,18.33055,15.83968,15.76143,0.04495121,1237658613596618864
15.82131,17.43439,15.63241,15.70721,0.0454722,1237658613596618862
16.45458,18.64693,16.47656,16.36042,0.03920681,1237658613596618841
16.51775,17.79603,16.35395,16.41771,0.05143329,1237658609829871658
16.84435,18.3837,16.54745,16.66504,0.04075996,1237658608219848869
14.44438,16.63928,14.35627,14.35623,0.04265193,1237658608219848819
16.01562,17.33842,15.89722,15.89722,0.04299653,1237658608219848803
14.74077,17.41206,14.42618,14.5533,0.08428206,1237658493892624511
15.14738,16.42912,15.06046,15.09546,0.09197851,1237658493891903616
14.65897,16.30271,14.5789,14.57892,0.08774471,1237658493891903612
13.51347,16.4848,13.30463,13.35855,0.09135267,1237658493891903500
15.08031,17.29623,14.94932,15.04261,0.07636042,1237658493891706939
16.25855,18.49006,16.27433,16.27434,0.06702839,1237658493883711660
15.19371,18.42028,15.15267,15.13339,0.06768025,1237658493883711562
14.70425,16.50431,14.64576,14.64575,0.06735152,1237658493883711521
14.17363,16.73953,14.20464,14.11836,0.06678589,1237658493883580478
15.03138,18.29932,14.76072,14.88499,0.06043826,1237658492809511086
14.55941,16.76477,14.46245,14.46244,0.06325409,1237658492809445563
17.07756,19.08023,17.04932,17.04932,0.06358156,1237658492278735050
15.33767,17.1945,15.16402,15.21701,0.06700971,1237658492278734937
14.46798,16.73203,14.37002,14.40169,0.06572495,1237658492278734920
14.30506,16.20866,14.18273,14.18274,0.05665972,1237658492278669408
14.62876,16.20026,14.54105,14.57132,0.07073623,1237658491749400635
14.89561,17.27761,14.63815,14.81163,0.05946439,1237658491735179378
15.55067,18.20304,15.59837,15.50678,0.05416719,1237658491735048241
14.26189,16.93252,14.10701,14.15271,0.05463333,1237658491734982745
15.87074,17.88882,15.92955,15.7606,0.06068596,1237658491211874420
16.37951,17.61052,16.24605,16.29426,0.06296676,1237658491211809011
13.71754,15.76506,13.65476,13.65479,0.06138106,1237658491211808865
16.09531,17.22067,15.9742,16.00711,0.05723904,1237658491204730988
16.03645,17.67898,15.87651,15.94617,0.05839466,1237658491204665407
13.97786,16.15076,13.88079,13.88077,0.05745928,1237658491204665406
15.21479,17.43896,15.1386,15.15006,0.05820037,1237658491204665353
14.92167,16.63236,14.90063,14.90063,0.06371076,1237658425172164755
13.97023,15.78702,13.95947,13.95948,0.05997705,1237658425165807733
15.48513,19.26777,15.39869,15.38748,0.05334338,1237658425165742187
17.0314,18.34074,16.80265,16.88383,0.05907809,1237658425163841691
14.27086,16.30589,14.23576,14.2358,0.05848343,1237658425163841661
15.47013,17.71623,15.24218,15.32723,0.06181297,1237658425163776192
14.25841,16.85681,14.11363,14.19403,0.06216059,1237658425163776048
16.09289,17.55745,15.94795,15.94794,0.06831518,1237658423555784775
15.72197,18.38585,15.68381,15.65964,0.04174738,1237658313478045858
15.58263,18.60243,15.52051,15.51965,0.03174688,1237658312943796369
13.55316,15.96962,13.40208,13.40208,0.0379459,1237658312943665169
15.35168,17.49885,15.1792,15.19756,0.04809432,1237658312943599687
15.03117,17.67404,15.10438,14.9925,0.0441225,1237658312939798811
12.64625,16.51844,12.56016,12.62882,0.04593281,1237658312939798567
15.91746,17.05902,15.76021,15.76021,0.05659534,1237658311329906902
14.03332,16.72081,13.9071,13.96196,0.05780907,1237658311329906861
14.99005,16.86565,15.04481,15.04477,0.03070519,1237658310794477718
16.42031,17.52786,16.30385,16.33661,0.03227917,1237658310794477714
14.60338,16.83435,14.47749,14.5068,0.0328161,1237658310794412217
14.90428,16.61791,14.73957,14.73957,0.03219918,1237658310794412098
13.63295,16.2384,13.59532,13.59532,0.03212721,1237658310794412097
14.81729,16.85382,14.70379,14.70903,0.02928635,1237658304886079663
16.97428,18.10082,16.87497,16.88535,0.03185832,1237658304886079607
15.51961,17.81335,15.33636,15.35217,0.02822121,1237658304886014057
17.39514,18.56716,17.26233,17.29924,0.01931892,1237658302202970401
15.36037,17.07215,15.38919,15.31937,0.06131493,1237658300056666563
13.62111,15.74117,13.50754,13.50752,0.06198094,1237658300056666510
15.56139,16.98461,15.49374,15.49644,0.06155622,1237658300056666431
12.83385,16.40379,12.70015,12.72731,0.06302466,1237658300056666239
15.41934,17.84848,15.46063,15.36769,0.06226859,1237658300056601430
13.70089,16.15075,13.58,13.58,0.06371947,1237658300056600704
14.57626,17.82739,14.72294,14.56283,0.07187005,1237661068178030615
15.14025,16.65226,15.00669,15.00669,0.02793755,1237659330849276115
14.18421,15.90235,14.08159,14.08158,0.03501621,1237659326562304075
16.43395,17.95387,16.19615,16.32396,0.02743444,1237659161201803605
17.13691,19.12639,17.15943,17.02634,0.07529327,1237661068724273255
16.34928,18.99842,16.31742,16.31742,0.07059419,1237661068724207750
15.28814,16.79629,15.28699,15.28699,0.07092281,1237661068724207699
16.09534,17.74677,16.16169,15.98784,0.06861907,1237661068188909635
15.03855,16.79,14.94309,14.94311,0.03963365,1237661068181831920
13.9951,16.55776,14.03999,14.04,0.03845566,1237661068181831776
14.80398,16.20207,14.62638,14.62638,0.03720595,1237661068181766380
15.33697,17.23846,15.2259,15.2259,0.03641874,1237661068181766366
15.14734,16.59901,15.01903,15.01903,0.06599138,1237661065489612923
15.15647,16.8753,14.95676,14.99387,0.06639518,1237661065489481886
13.46083,15.69482,13.39294,13.39293,0.05049103,1237660613973049348
15.6315,18.70352,15.5955,15.55939,0.05200778,1237660613972983968
15.45645,16.69452,15.36077,15.36077,0.05628372,1237660613972918418
16.24931,18.45376,16.2376,16.2279,0.06195815,1237660613972918322
15.34247,18.03537,15.32026,15.23458,0.05101215,1237660612903305331
15.52764,16.70386,15.39648,15.39646,0.07902028,1237660561894801911
14.85911,16.89416,14.78522,14.78522,0.03256252,1237659330853470514
15.48565,17.80838,15.51264,15.39516,0.04241565,1237659330848817308
15.62667,17.13951,15.45988,15.51253,0.04105817,1237659330848817278
14.94589,16.50479,14.77069,14.7912,0.04378914,1237659330848817218
17.21619,19.28915,17.16963,17.16967,0.03654569,1237659330848751818
16.74655,18.70712,16.69451,16.69454,0.03611611,1237659330848751807
16.41726,18.35683,16.41428,16.34121,0.0378763,1237659330848751703
14.30429,16.60343,14.15167,14.16935,0.03850823,1237659330848751701
15.30787,17.46282,15.09007,15.21142,0.03328681,1237659330848292959
16.75696,17.75707,16.78197,16.67187,0.0301746,1237659330312536341
14.64307,16.07366,14.51721,14.5172,0.02008571,1237659329778483267
13.21918,16.06294,13.15935,13.17436,0.04248136,1237659327103696926
15.37191,18.3831,15.48975,15.48975,0.03685704,1237659327103631521
17.37069,19.02058,17.46402,17.3617,0.03698,1237659327091900583
14.67843,16.57052,14.54519,14.62067,0.03836248,1237659327091900425
17.04156,19.07755,16.98078,16.92582,0.02599321,1237659327090458728
15.67812,17.09059,15.55638,15.59969,0.03514232,1237659326562304351
16.47072,17.59588,16.32384,16.3542,0.03519076,1237659326562304335
15.84442,18.19284,15.86598,15.76712,0.03208874,1237659326026547606
13.78953,16.2694,13.69218,13.69214,0.03108689,1237659326026547328
15.39005,18.54799,15.3779,15.31319,0.03521786,1237659326026416253
14.01866,16.21734,13.88325,13.88368,0.04582899,1237659324957327415
15.34388,16.93921,15.18544,15.1978,0.04743546,1237659324957262004
15.95381,18.00801,15.94551,15.90548,0.05184788,1237659161736118494
14.57181,16.50292,14.48463,14.53329,0.04894909,1237659161736052817
13.67676,15.7085,13.56445,13.56445,0.04002665,1237659161735921721
16.3902,17.67974,16.25961,16.26133,0.03974628,1237659161735856432
14.98459,17.12078,14.80556,14.80836,0.09528919,1237661068726698006
15.99054,17.04623,15.85954,15.86176,0.0967017,1237661068726697998
15.05573,17.44411,14.75965,14.94597,0.07085239,1237661068724338778
14.41606,16.27543,14.36064,14.36064,0.07044259,1237661068724207645
15.70375,18.10907,15.43188,15.53736,0.06726562,1237661068716540080
15.92094,18.23596,15.56594,15.82661,0.08029123,1237661068714508526
16.11784,17.11783,16.02025,16.03565,0.0817067,1237661068714508360
16.146,17.74414,15.85442,15.94869,0.09116469,1237661068714442879
16.47526,18.37578,16.50618,16.39706,0.07521377,1237661064956280858
15.42992,16.71431,15.37346,15.37345,0.0736977,1237661064956280854
13.56818,15.88874,13.46773,13.46772,0.07370038,1237661064956280853
16.30046,17.9216,16.33997,16.21172,0.07324857,1237661064956215526
15.3776,17.13774,15.20656,15.24756,0.06228536,1237661064955822094
15.74881,18.27596,15.78573,15.78421,0.08552811,1237661064952545443
16.4398,19.33757,16.43319,16.27403,0.0852081,1237661064952545415
15.05518,16.65342,14.97444,14.97443,0.0870235,1237661064952480026
13.89763,16.39934,13.67778,13.69541,0.08666243,1237661064952480025
15.65554,18.57514,15.625,15.60093,0.08659513,1237661064952479995
15.51853,18.18098,15.16371,15.32328,0.04043429,1237660961866776723
15.82052,18.32352,15.79147,15.79147,0.03567101,1237660961866580160
15.32204,17.21606,15.17131,15.1713,0.03814727,1237660960792379568
14.46936,16.10674,14.31953,14.31954,0.07681213,1237660936090681416
16.09617,17.84604,16.04887,16.04885,0.03652111,1237660764842164280
13.49906,16.71679,13.12386,13.2573,0.03655799,1237660764842164279
15.4669,17.48815,15.18758,15.32893,0.0784361,1237660671429968008
15.41868,16.74459,15.27901,15.27901,0.07754581,1237660671429967979
14.19286,16.14219,14.05095,14.05094,0.07716405,1237660671429967884
14.36737,16.71374,14.14726,14.24444,0.07530651,1237660671429902353
15.57194,17.11892,15.50683,15.5068,0.0669262,1237660670888902789
15.81173,18.35126,15.7718,15.71075,0.06722111,1237660670888902772
15.01855,16.31425,14.90923,14.91684,0.06552833,1237660670888902710
13.88431,16.48874,13.8034,13.80341,0.06718004,1237660670888837190
14.44127,16.10787,14.30648,14.30643,0.07581984,1237660670355636291
13.91982,16.4737,13.84136,13.84133,0.07243175,1237660670355570882
