sample,group_uid,objid,role,lgm,z,SN,sf_state,morphology4,sSFR,D4000n,sigma,p_E,p_S,core_size_kpc,group_Vdisp,parent_NbGal,group_is_RG4,ff_miles_lw_usable,ff_miles_lw_logz,ff_miles_lw_logz_unc,ff_miles_mw_logz,ff_elodie_lw_logz,ff_elodie_mw_logz,gallazzi_usable,gallazzi_logz_solar,ff_miles_lw_logage,ff_miles_lw_logage_unc,ff_miles_mw_logage,ff_elodie_lw_logage,gal_logage,gal_logage_unc
Control4B,Lim:3156,1237662663754645539,BGG,10.92889,0.041644813,35.80227,Quenched,Spiral,-12.243382,1.998502,186.7253,0.402999997138977,0.597000002861023,282.4814265922932,117.7006321918402,8.0,False,True,0.1393198083248698,0.02473039668476469,0.1455612218657134,0.12439759440607599,0.14349070113192333,False,,9.992432313762658,0.03793694165167505,9.999008329814611,9.899077628629223,,
Control4B,Lim:96,1237662337872101711,Satellite,11.41002,0.035837877,38.51954,Quenched,Spiral,-12.763708,1.935369,227.8834,0.166999995708466,0.791999995708466,1501.7241612624427,311.9319304522458,53.0,False,True,0.21946008747208545,0.054059944725872916,0.16376467280347848,0.14349070113192333,0.16376467280347848,True,0.2355700043360187,9.641436331190247,0.1148111412631474,9.714268803326986,10.078298006897336,9.8632,0.09560000000000013
Control4B,Lim:975,1237662664291647813,Satellite,11.26592,0.041787112,32.3967,Quenched,Elliptical,-12.514278,1.925905,241.846,0.957000017166138,0.0430000014603138,534.1517418526236,211.3317312655876,15.0,False,True,0.3003078152646575,0.01496870138159978,0.3003078152646575,0.3003078152646575,0.3003078152646575,True,0.3503700043360187,9.7504372665559,0.06212562814088152,9.811488473457837,9.605004276606012,9.9436,0.07655000000000012
Control4B,Lim:7146,1237662665888760313,Satellite,9.705305,0.039760447,7.550933,Starforming,Spiral,-10.519478,1.373798,89.64834,0.0120000001043081,0.987999975681305,461.3318805490439,141.83631474519458,5.0,False,True,0.011050416782760416,0.17856120239258017,-0.16328380351680608,-0.23640805378214774,-0.27817389220561206,False,,9.626307922414606,0.24541785089330492,9.7504372665559,9.559582278592561,,
Control4B,Lim:11021,1237662685216636964,Satellite,10.54506,0.040424424,36.40479,Quenched,Elliptical,-11.929507,1.812641,180.1028,0.855000019073486,0.0549999997019768,458.8814823011243,57.462697556148775,4.0,True,True,0.20167700383058246,0.030839426524579508,0.10442667462051756,0.005382592656735859,-0.00036000557862243517,False,,9.738712555958946,0.051612480971589214,9.873801489577902,10.024317335706852,,
Control4B,Lim:10324,1237662499475554415,BGG,,0.035873903,,NosSFR,NoGZ,,,153.1902,,,829.7551627006711,56.33940534668108,4.0,True,False,,,,,,False,,,,,,,
Control4B,Lim:7000,1237662696501870746,BGG,11.08435,0.040044531,27.82051,Quenched,Spiral,-11.8461148,1.728809,174.0351,0.319000005722046,0.666999995708466,668.4797709320777,75.58967522735938,5.0,False,True,0.12003830018504674,0.07242146477015154,0.16376467280347848,-0.003260164289578826,-0.00036000557862243517,False,,10.044411177649925,0.08216829570047057,10.118126775165456,9.996775583455982,,
Control4B,Lim:5304,1237664668424405146,Satellite,9.959984,0.027761742,18.91925,Starforming,Spiral,-10.2130862,1.366075,57.24268,0.215000003576279,0.785000026226044,418.43537938650246,151.83005383867308,6.0,False,True,0.005382592656735859,0.06518413780919423,-0.07594282963262874,-0.1387524855065975,-0.26203736643140163,False,,9.420017998408332,0.1595558157035475,9.692792386789916,9.419541071816138,,
Control4B,Lim:2838,1237662264320852039,Satellite,11.08445,0.037683857,43.90808,Quenched,Elliptical,-11.6754374,1.808177,208.2231,0.89300000667572,0.10700000077486,593.4527000027492,313.923124598251,8.0,False,True,0.27037041250145794,0.04129681220790185,0.234865136540417,0.17548977917257252,0.19985798101343002,False,,9.615921343106203,0.11919479830461022,9.701510823650786,9.794262824357082,,
Control4B,Lim:2838,1237662264857723140,Satellite,10.83486,0.037809337,35.69029,Starforming,Elliptical,-11.0858238,1.812808,123.6664,0.74099999666214,0.222000002861023,593.4527000027492,313.923124598251,8.0,False,True,0.03567863566659506,0.08537632020619701,-0.0899253200661028,-0.10071575008869796,-0.05250706908668513,False,,9.849938107331969,0.1007497382797462,9.938407434529841,9.976630551734967,,
Control4B,Lim:2064,1237662264862376390,Satellite,10.65192,0.03805255,33.83955,Starforming,Elliptical,-10.8533211,1.7009,184.2125,0.938000023365021,0.061999998986721,361.9700112879479,169.5320121432809,10.0,False,True,-0.1983087080057814,0.054083911704947876,-0.2727281867109631,0.0383308008134032,0.030325216163527402,False,,9.840640098853877,0.13063848135283163,9.994635430631343,9.683681797391642,,
Control4B,Lim:2064,1237662264862441723,Satellite,10.6284,0.038064657,18.44195,Starforming,Spiral,-10.852917199999998,1.849362,81.39574,0.136000007390976,0.864000022411346,361.9700112879479,169.5320121432809,10.0,False,True,-0.1983087080057814,0.14033674599859952,-0.2892746251283065,-0.00036000557862243517,-0.01805859406732937,False,,9.915291696672057,0.2007960811766285,9.950737058534441,9.631155496648535,,
Control4B,Lim:5146,1237662266461585515,Satellite,10.09133,0.035948046,20.79765,Quenched,NoGZ,-11.842839,1.642956,117.8956,,,576.7813272074931,106.08290292510164,6.0,False,True,-0.062396561398671085,0.03983876151432336,-0.15909778063256153,0.05135398835050857,-0.012078550350336925,True,-0.16792999566398126,9.705805232475619,0.08743338157146496,9.79787637292719,9.6260497137806,9.8419,0.11444999999999972
Control4B,Lim:1758,1237663915730272527,BGG,10.90003,0.041674305,39.61123,Quenched,Elliptical,-12.16391,1.887189,186.0239,1.0,0.0,263.5913970320885,178.62764424417222,11.0,False,True,0.0383308008134032,0.08792489237559747,0.08349294484542896,0.11118620289364924,0.1287135660717291,False,,10.121421294295631,0.07192704538580408,10.121421294295631,10.07648133096553,,
Control4B,Lim:10497,1237664293684445268,Satellite,10.17756,0.045515392,13.05739,Starforming,Spiral,-10.5838619,1.625812,72.70801,0.0390000008046627,0.875999987125397,599.5363241418547,56.18458312892417,4.0,True,True,0.07870072299485384,0.06890291951966586,-0.055778624700305444,-0.1231358190374761,-0.05250706908668513,False,,9.859041215921442,0.15430739783702396,10.126317168907164,9.88516212276403,,
Control4B,Lim:1496,1237663916801786001,BGG,11.08385,0.024163746,49.50554,Quenched,Uncertain,-12.288508,1.971759,233.1864,0.0529999993741512,0.112999998033047,523.7670789841713,143.6977851831576,12.0,False,True,0.17548977917257252,0.009556903762264451,0.1869066344234161,0.15171420698334523,0.14349070113192333,False,,10.05409994705743,0.0216705806198334,10.050250183371007,10.072825021177712,,
Control4B,Lim:2417,1237662696499183930,Satellite,10.74732,0.034066681,27.05519,Starforming,Spiral,-11.1499902,1.746296,137.6761,0.0280000008642673,0.904999971389771,814.3726973425155,59.97621538708393,9.0,False,True,-0.05250706908668513,0.06425920584710598,-0.19377293476141427,-0.1231358190374761,-0.0899253200661028,False,,9.938407434529841,0.06739683614788827,10.02230256016546,9.69696938594639,,
Control4B,Lim:2417,1237662696499380362,Satellite,10.4252,0.034086667,25.45753,Starforming,Spiral,-10.36513422,1.523548,100.0615,0.0900000035762787,0.910000026226044,814.3726973425155,59.97621538708393,9.0,False,True,0.056455848346987726,0.043641609969167605,0.10894469627808792,-0.26203736643140163,-0.3006665564381726,False,,10.05409994705743,0.04831277157605651,10.052179330934985,9.957904057281143,,
Control4B,Lim:7213,1237662697037103254,Satellite,10.44366,0.032332446,28.11763,Starforming,Spiral,-10.3144172,1.393929,95.26659,0.0,1.0,538.5109932459358,66.46087474592319,5.0,False,True,-0.09349240622197504,0.06373872966407838,-0.26734992123701173,-0.055778624700305444,-0.1848411427269139,False,,9.683895336022992,0.1428356846969301,9.901897243716073,9.366899019187583,,
Control4B,Lim:10913,1237662697040183439,Satellite,10.89663,0.032340154,40.52973,Quenched,Spiral,-12.345308,1.962424,203.0948,0.48199999332428,0.51800000667572,507.22920035924767,85.83864398029142,4.0,True,True,0.18878060169439917,0.06570593463959587,0.18878060169439917,0.09756027280667182,0.1156348048624115,False,,9.641436331190247,0.10252527493538466,9.641436331190247,10.078298006897336,,
Control4B,Lim:7213,1237662697037103314,Satellite,9.497869,0.032648648,8.739224,Starforming,Spiral,-9.87839,1.517396,95.57662,0.103000000119209,0.897000014781952,538.5109932459358,66.46087474592319,5.0,False,True,0.027623555056661857,0.05563453170771875,-0.14274598525968069,-0.062396561398671085,-0.1387524855065975,False,,9.250601977483894,0.4065077389299381,9.420017998408332,9.273612328611327,,
Control4B,Lim:10913,1237662697040183695,Satellite,9.442821,0.032542094,7.694957,Starforming,Spiral,-10.0148929,1.184672,60.81743,0.0,1.0,507.22920035924767,85.83864398029142,4.0,True,True,-0.07939644884409477,0.1191309776909201,-0.2949332821142268,-0.3006665564381726,-0.49367413410927985,False,,9.621145734629541,0.25608292512654973,10.097815527783855,9.790762133232219,,
Control4B,Lim:7009,1237661974404268102,Satellite,10.4716,0.044839204,25.64544,Starforming,Spiral,-10.50213418,1.555488,98.50455,0.0710000023245811,0.929000020027161,540.670193035044,131.0589245564467,5.0,False,True,-0.00036000557862243517,0.02535621070889403,-0.1892840439319302,-0.00036000557862243517,-0.00036000557862243517,False,,9.722570501038522,0.08404882462969887,9.837496014575915,9.738536397344287,,
Control4B,Lim:2519,1237662641734025606,Satellite,10.62664,0.04002322,44.8188,Quenched,Elliptical,-12.388748,1.962157,183.2076,0.875,0.10700000077486,256.46458652985945,132.29535105022973,9.0,False,True,0.210659559924703,0.07611076334521263,0.19985798101343002,0.07628427083243272,0.09058356357502098,False,,9.738712555958946,0.1542317699161142,9.794405571674003,10.135936227232893,,
Control4B,Lim:2055,1237660936090681416,Satellite,10.45256,0.024517297,55.03687,Quenched,Elliptical,-11.840544,1.836983,154.311,0.957000017166138,0.0,259.94438728108014,303.5156970720066,10.0,False,True,0.12003830018504674,0.013558345857724828,-0.01805859406732937,0.03567863566659506,-0.027185968217908463,True,-0.03152999566398118,9.843761584967739,0.05767218272308927,9.96272628603807,9.834207637293574,9.8578,0.0439500000000006
Control4B,Lim:1110,1237662341087428679,Satellite,11.35531,0.033291565,5.395973,Quenched,Uncertain,-11.9925323,1.200446,20.82455,0.0509999990463257,0.0260000005364418,815.9436468871571,209.78662233575065,14.0,False,True,-0.05250706908668513,0.2102424974652406,-0.3494804335956705,-0.419396703725498,-1.5487361063149858,False,,9.262622874988754,0.5047016813145806,9.626307922414606,9.769143866984093,,
Control4B,Lim:1948,1237662341090312387,Satellite,10.55483,0.034545743,41.26466,Quenched,Elliptical,-12.062543000000002,1.920086,188.2321,0.933000028133392,0.0329999998211861,1200.6848929543848,321.9950788610638,10.0,False,True,0.12003830018504674,0.02431345539159032,0.01385725040186069,0.03567863566659506,0.06648321213101471,True,0.07807000433601874,9.870889317948683,0.11298050375131741,9.95797022853257,10.057883957087073,9.8819,0.06884999999999941
Control4B,Lim:291,1237662266463617118,Satellite,11.14068,0.037576155,36.79664,Quenched,Elliptical,-12.299246,1.957188,288.5578,0.957000017166138,0.0,898.6010178411655,117.55444652653394,29.0,False,True,0.24319337424724807,0.06144713130138253,0.25136466260322154,0.17548977917257252,0.19985798101343002,True,0.06377000433601876,10.059810974699683,0.07621979093786901,10.10298291574095,9.965021452589799,9.9903,0.06280000000000019
Control4B,Lim:2423,1237662267538014312,Satellite,11.04586,0.038168127,49.16126,Quenched,Elliptical,-12.283337,1.977046,228.2534,0.845000028610229,0.0920000001788139,591.2836806251413,39.11274038041533,9.0,False,True,0.12003830018504674,0.06121334818991915,0.06399799257900651,0.09524713375865783,0.13510815202267923,False,,9.915291696672057,0.08826916542054963,9.967430775774439,10.005437494160148,,
Control4B,Lim:5025,1237662267539128450,BGG,11.07921,0.038081608,45.51492,Quenched,Elliptical,-12.337505,1.93918,232.0976,0.916999995708466,0.0329999998211861,355.83465693408914,253.84031993352724,6.0,False,True,0.17741355266189243,0.009556903762264451,0.18123572190473197,0.17548977917257252,0.15171420698334523,False,,9.7504372665559,0.04217398953883311,9.7504372665559,9.840521989535208,,
Control4B,Lim:521,1237662636367478910,Satellite,11.20984,0.029871572,47.81361,Quenched,Elliptical,-12.489355,2.00956,283.1053,0.929000020027161,0.0,218.25210666214167,445.84077991099014,21.0,False,True,0.3003078152646575,0.007355339501851493,0.3003078152646575,0.22119899355214404,0.2177141908488538,False,,9.856028017743844,0.018027082359273194,9.996827384024915,9.864899517795521,,
Control4B,Lim:6788,1237661948636954627,Satellite,10.73608,0.041730406,42.60596,Quenched,Spiral,-12.323637,1.892832,179.5384,0.239999994635582,0.759999990463257,420.9160504225261,244.2650021401093,5.0,False,True,0.18878060169439917,0.04070701770458589,0.22293096484590827,0.09756027280667182,0.13721892725478624,True,0.16657000433601876,9.794405571674003,0.09291479350974097,9.856028017743844,9.893564815056909,9.8549,0.11929999999999996
Control4B,Lim:154,1237664093439852639,Satellite,,0.025320628,,NosSFR,NoGZ,,,,,,593.8913209175172,443.3775016226477,40.0,False,False,,,,,,False,,,,,,,
Control4B,Lim:3754,1237662238020469063,Satellite,10.11128,0.037534078,20.47818,Starforming,Elliptical,-9.7260833,1.313268,82.15771,0.563000023365021,0.421999990940094,288.7518112079459,173.95468593019842,7.0,False,True,-0.19377293476141427,0.059139255110906334,-0.5617466441478661,-0.030271526760011918,-0.04926002271457847,False,,9.722570501038522,0.1224179302346533,9.89087609082986,9.646122274961389,,
Control4B,Lim:7274,1237664337175773190,BGG,10.84178,0.02963459,40.92606,Quenched,Spiral,-12.024739,1.860423,144.3463,0.0130000002682209,0.986999988555908,379.07497064518026,59.284693525571655,5.0,False,True,0.210659559924703,0.05886897572755296,0.14349070113192333,0.0383308008134032,0.0383308008134032,False,,9.730716561455491,0.08831402528463794,9.840640098853877,9.992378969718287,,
Control4B,Lim:2999,1237661949715808296,BGG,11.22226,0.041651706,39.70517,Quenched,Elliptical,-12.313811,1.980955,263.6791,1.0,0.0,350.40365379260635,204.08807688989793,8.0,False,True,0.24319337424724807,0.044824127669977246,0.25136466260322154,0.13721892725478624,0.16376467280347848,True,0.22207000433601864,9.849938107331969,0.0917288777935843,9.98350649011086,9.965021452589799,9.865,0.08464999999999989
Control4B,Lim:4026,1237662236396683371,Satellite,10.25782,0.029373166,24.11332,Starforming,Elliptical,-10.9553534,1.700407,101.128,0.913999974727631,0.0570000000298023,561.5586645382542,122.3266895431494,7.0,False,True,-0.009119148331831268,0.09018475212657315,-0.16751050324578506,-0.1231358190374761,-0.1117810674162761,False,,9.870889317948683,0.08436381436213658,9.965084901041148,9.950668073009096,,
Control4B,Lim:10843,1237664668436398093,BGG,10.98999,0.045146712,36.97395,Quenched,Elliptical,-12.307119,1.975715,268.2287,0.967000007629395,0.0329999998211861,231.70304164872337,123.02683962934096,4.0,True,True,0.3003078152646575,0.043936912653289584,0.3003078152646575,0.21946008747208545,0.20887785021412927,False,,10.085513199680147,0.043994982895158685,10.16212271896684,10.024317335706852,,
Control4B,Lim:10843,1237664668436398189,Satellite,9.630564,0.045188767,14.06613,Quenched,Elliptical,-11.675398,1.71498,74.6633,0.722000002861023,0.150000005960464,231.70304164872337,123.02683962934096,4.0,True,True,-0.2892746251283065,0.054083911704947876,-0.27817389220561206,-0.3006665564381726,-0.3006665564381726,False,,10.080132033262974,0.035704262629024264,10.104691918900205,9.547443629606002,,
Control4B,Lim:5265,1237662193991942225,Satellite,9.709222,0.040063772,12.39102,Starforming,Spiral,-9.9050099,1.3022,42.59979,0.188999995589256,0.751999974250793,467.97885091134384,99.65231314394534,6.0,False,True,-0.06574371018214456,0.06401461228963486,-0.5513440673598253,-0.3006665564381726,-0.4590854354774995,False,,9.665535120344686,0.21773710314199501,9.925717518805296,9.940828646388141,,
Control4B,Lim:4742,1237662195055263782,BGG,11.11507,0.043714412,42.26271,Starforming,Spiral,-10.2671613,1.473664,186.935,0.158999994397163,0.808000028133392,927.3375818941576,139.0092723471554,6.0,False,True,0.05391241004701966,0.015493908982002928,-0.01805859406732937,-0.08638724073305099,0.1393198083248698,True,0.25737000433601875,9.674812199511187,0.0716472684844014,9.746564067947784,9.67459203352539,9.6331,0.11575000000000024
Control4B,Lim:7146,1237662665888759971,BGG,11.07545,0.038833969,36.62898,Quenched,Elliptical,-12.241403,1.981021,215.4323,1.0,0.0,461.3318805490439,141.83631474519458,5.0,False,True,0.13721892725478624,0.041963284994446584,0.1156348048624115,0.12222341690406424,0.13721892725478624,False,,10.05601210686494,0.03825645532177724,10.148461362739084,10.099525261554925,,
Control4B,Lim:5025,1237662267539128718,Satellite,11.0139,0.038222372,33.07922,Quenched,Spiral,-12.107255,1.891529,131.1293,0.0329999998211861,0.967000007629395,355.83465693408914,253.84031993352724,6.0,False,True,-0.1983087080057814,0.05117892421619559,-0.14677660869441173,-0.055778624700305444,-0.1387524855065975,False,,10.145366111526178,0.031115272922143333,10.145366111526178,10.06541873827594,,
Control4B,Lim:5025,1237662267539193951,Satellite,9.918068,0.03764607,24.41283,Starforming,Spiral,-9.5852735,1.200419,39.48019,0.0270000007003546,0.875999987125397,355.83465693408914,253.84031993352724,6.0,False,True,-0.28368883398995764,0.07043291893429607,-0.9159011721806377,-0.25678909191546573,-0.774906109358201,False,,9.969764047134227,0.09100073472937176,10.108089881160016,9.553555362536805,,
Control4B,Lim:555,1237662268073378023,Satellite,10.42887,0.037687546,27.87095,Starforming,Spiral,-9.9864169,1.284312,96.66776,0.0280000008642673,0.972000002861023,1289.7439958172058,195.0295828550559,20.0,False,True,0.09524713375865783,0.09953867414395604,0.0383308008134032,-0.01805859406732937,-0.1117810674162761,False,,9.776623178275386,0.12692461304981428,9.885258798149561,9.402692882536522,,
Control4B,Lim:3130,1237662236947775658,Satellite,10.40479,0.031329448,27.56848,Starforming,Spiral,-10.37826059,1.360308,83.72899,0.0370000004768372,0.962999999523163,463.59485189919735,149.16448006680162,8.0,False,True,0.08586937063632526,0.08311147315470693,-0.1231358190374761,-0.09349240622197504,-0.49367413410927985,False,,9.76559338476646,0.13056236945139776,9.935898961811201,9.65099873491045,,
Control4B,Lim:2471,1237664094510907472,Satellite,9.810265,0.021540256,19.81597,Starforming,Spiral,-10.0647811,1.453482,28.96634,0.129999995231628,0.852999985218048,537.3926921133059,64.85326781048195,9.0,False,True,-0.18044323321980837,0.08386202295453983,-0.36259213370622323,-0.26203736643140163,-0.3900662907353473,False,,9.769301170145804,0.09694133288856044,9.992432313762658,9.955505433414158,,
Control4B,Lim:1670,1237662698640506996,Satellite,10.5691,0.029475948,35.18395,Quenched,Elliptical,-12.057546,1.92028,134.7644,0.945999979972839,0.0540000014007092,464.20211902822155,210.00126864179833,11.0,False,True,0.0383308008134032,0.025856996964565504,0.10669156061825541,-0.059074962477950764,-0.0691168562521512,False,,10.116469929914913,0.01978200069449798,10.143810173882285,10.059779943204282,,
Control4B,Lim:2917,1237662501088199136,Satellite,10.16157,0.030771266,25.42011,Quenched,Spiral,-11.289481,1.59516,107.9259,0.28600001335144,0.677999973297119,618.8566727388338,83.96092866863324,8.0,False,True,-0.07251640661352583,0.04836451396736781,-0.2217262958376311,-0.26203736643140163,-0.3006665564381726,False,,9.610633444641802,0.11284614186631803,9.714268803326986,9.738536397344287,,
Control4B,Lim:1298,1237662698108878900,Satellite,10.59469,0.032632192,35.10172,Quenched,Elliptical,-12.042452,1.903945,159.4073,0.615000009536743,0.351000010967255,525.0164157082733,176.15621574737864,13.0,False,True,0.011050416782760416,0.023724974572617234,0.061498469643979516,-0.021079757759797816,-0.015058301950004111,False,,10.129550689465193,0.02513362131800978,10.127936938558703,10.162119430027058,,
Control4B,Lim:7000,1237662696501936400,Satellite,10.89832,0.040192973,26.73604,Quenched,Spiral,-12.12241,1.661955,129.3692,0.0,1.0,668.4797709320777,75.58967522735938,5.0,False,True,0.06648321213101471,0.026739944400302525,-0.0691168562521512,0.0714113894018661,0.0025206987823348363,False,,9.588813368429173,0.11294407840291942,9.705805232475619,9.443647813101881,,
Control4B,Lim:1729,1237662239091917063,Satellite,9.735239,0.031431437,10.318,Starforming,Spiral,-10.0501987,1.524847,41.16864,0.100000001490116,0.899999976158142,241.5627786317293,114.1775468856016,11.0,False,True,-0.021079757759797816,0.08682880856032724,-0.26203736643140163,-0.20289228400804113,-0.36259213370622323,False,,9.814825914566171,0.253984251855214,10.126317168907164,9.821296654544861,,
Control4B,Lim:3901,1237661068188909635,Satellite,9.953938,0.043758787,22.01108,Starforming,Elliptical,-9.600885600000002,1.197486,65.53353,0.801999986171722,0.150000005960464,619.3612358292044,115.89496150081943,7.0,False,True,0.04358703111597816,0.0790485859194743,0.0714113894018661,-0.00036000557862243517,-0.00036000557862243517,False,,8.76437484579103,0.4395915443100762,9.420017998408332,8.515807635238055,,
Control4B,Lim:7367,1237662198823846384,Satellite,9.713241,0.037659451,14.43164,Quenched,Elliptical,-10.97476,1.582182,67.60585,0.560999989509583,0.301999986171722,229.33617407869664,121.1756337554603,5.0,False,True,-0.2949332821142268,0.17946114869053817,-0.3006665564381726,-0.2949332821142268,-0.3006665564381726,False,,9.950737058534441,0.16012117727257635,10.10639422327003,9.692585206641622,,
Control4B,Lim:7162,1237662300841443759,Satellite,9.997707,0.035260137,15.77875,Quenched,Spiral,-11.652782,1.755297,78.10319,0.210999995470047,0.763000011444092,348.51309850133146,128.77131742992148,5.0,False,True,-0.033379164418814146,0.1063728055661117,0.056455848346987726,-0.09349240622197504,-0.04926002271457847,False,-0.27802999566398134,9.843761584967739,0.11158234234346143,9.95797022853257,10.020192173249642,9.9218,0.10404999999999998
Control4B,Lim:470,1237662528993951972,Satellite,10.38517,0.027800211,33.87075,Quenched,Elliptical,-12.242051,1.895863,120.718,0.962999999523163,0.0370000004768372,862.8274956345629,322.72536535489365,22.0,False,True,0.210659559924703,0.05886897572755296,0.21243398995807833,0.0383308008134032,0.04878040567641195,False,,9.948298948511681,0.09394835929547618,10.044411177649925,9.998957311148207,,
Control4B,Lim:1492,1237665372258762795,Satellite,10.1392,0.037029319,21.62514,Starforming,Spiral,-9.8505635,1.245492,67.70215,0.0,0.586000025272369,615.9515103846638,129.5928809959292,12.0,False,True,-0.0691168562521512,0.0957468250012844,-0.6686395231550413,-0.07251640661352583,-0.2217262958376311,False,,9.885258798149561,0.26058756678972816,10.123059392605368,9.82456056186108,,
Control4B,Lim:1286,1237664289399439496,Satellite,,0.044441006,,NosSFR,NoGZ,,,112.8054,,,444.0177418612857,123.59611227874944,13.0,False,True,-0.13087399102014557,0.10148120197672543,-0.3494804335956705,-0.7261497308821511,-1.5487361063149858,False,,9.726662589674536,0.09269912211247266,9.85299376741181,10.001128133445063,,
Control4B,Lim:3977,1237664853105377330,Satellite,10.30356,0.028175469,32.35814,Starforming,Spiral,-10.3559098,1.370885,98.13905,0.266999989748001,0.699999988079071,415.5624938570052,235.9428782069232,7.0,False,True,0.09756027280667182,0.024253584253948343,0.07870072299485384,-0.1231358190374761,-0.08287775240623109,False,,9.683895336022992,0.08256207952072625,9.722570501038522,9.750268425219755,,
Control4B,Lim:3977,1237664853105442825,BGG,11.02127,0.02754049,45.55698,Quenched,Elliptical,-12.42008,1.913483,198.7311,0.968999981880188,0.0,415.5624938570052,235.9428782069232,7.0,False,True,0.18878060169439917,0.02473039668476469,0.18123572190473197,0.12439759440607599,0.11341619989012074,False,,9.933375865380134,0.03279239649228227,10.009751653173806,9.899077628629223,,
Control4B,Lim:6449,1237663530255056944,Satellite,,0.032551887,,NosSFR,NoGZ,,,140.142,,,688.2897745652369,175.30651644430338,5.0,False,False,,,,,,False,,,,,,,
Control4B,Lim:998,1237664291548889274,Satellite,10.54049,0.04217552,26.59969,Starforming,Spiral,-9.9738443,1.328698,120.208,0.368000000715256,0.632000029087067,775.8723287923003,145.50392247670985,15.0,False,True,0.06648321213101471,0.10211705479436281,-0.04283781747327553,-0.04603702487435677,-0.1983087080057814,False,,9.742656094199416,0.1399217601281766,9.81813783775163,9.327887940402526,,
Control4B,Lim:3649,1237664290472919101,Satellite,10.36969,0.025388194,35.95142,Quenched,Elliptical,-12.125885,1.915916,135.7542,0.791999995708466,0.208000004291534,525.2210496443602,348.0430660876296,7.0,False,True,-0.00036000557862243517,0.045017024414727026,-0.1117810674162761,-0.00036000557862243517,-0.00036000557862243517,False,,10.026407002525806,0.042238452956645745,10.126317168907164,10.036462809836,,
Control4B,Lim:5074,1237661068724207645,BGG,11.11837,0.044743872,43.98675,Quenched,Elliptical,-12.440901,2.025917,230.8957,0.897000014781952,0.103000000119209,450.79082094750856,116.0274347605807,6.0,False,True,0.25779277210434204,0.03732925320835154,0.26412712347939393,0.12222341690406424,0.14141026178025823,False,,9.843761584967739,0.06565597356564634,9.955572500296421,10.08726911663687,,
Control4B,Lim:5074,1237661068724207750,Satellite,9.865894,0.044720837,8.965579,Starforming,Spiral,-10.015069,1.25039,103.807,0.437999993562698,0.561999976634979,450.79082094750856,116.0274347605807,6.0,False,True,-0.1549517826247632,0.06401461228963486,-0.5945388905762418,0.0882328635448647,-0.04603702487435677,False,,9.683895336022992,0.19585156276931404,9.801319587331148,9.443647813101881,,
Control4B,Lim:521,1237662636367413337,Satellite,10.95687,0.03029775,42.8491,Quenched,Elliptical,-11.8163048,1.838553,177.571,0.919000029563904,0.0810000002384186,218.25210666214167,445.84077991099014,21.0,False,True,0.2855971362609545,0.03525861050236957,0.27037041250145794,0.12222341690406424,0.09292160846959709,False,,9.621145734629541,0.07128574926106612,9.679377559146278,9.899077628629223,,
Control4B,Lim:1104,1237663530801365104,Satellite,10.89375,0.025899429,38.29862,Quenched,Spiral,-11.549517300000002,1.840434,132.3778,0.0,1.0,805.6682185656971,130.85444625927943,14.0,False,True,0.09292160846959709,0.02431345539159032,0.04619148126786086,-0.00036000557862243517,-0.00036000557862243517,False,,9.976689623118247,0.029053414133465516,10.00548638496906,10.036462809836,,
Control4B,Lim:1104,1237663531337973846,Satellite,10.1913,0.026716655,27.04587,Starforming,Spiral,-10.22550346,1.418725,70.83339,0.0,1.0,805.6682185656971,130.85444625927943,14.0,False,True,-0.033379164418814146,0.10505477203211434,-0.20752475187661884,-0.1231358190374761,-0.24141432925928877,False,,9.904609419514408,0.12428553162935518,10.040474168732542,9.734554219808738,,
Control4B,Lim:1698,1237663786885906494,BGG,11.20225,0.038179229,43.07822,Quenched,Elliptical,-12.5652,1.967243,228.7351,0.882000029087067,0.0,618.8648889182432,350.8399746554329,11.0,False,True,0.09756027280667182,0.02431345539159032,0.04878040567641195,0.13085557337224013,0.09058356357502098,False,,9.814825914566171,0.09060790911632832,9.843761584967739,9.953093488254238,,
Control4B,Lim:5324,1237663787425857577,Satellite,10.87389,0.038191429,47.45589,Quenched,Elliptical,-12.237199,1.840646,189.0545,0.587999999523163,0.352999985218048,397.0088843455888,44.82175389554397,6.0,False,True,0.030325216163527402,0.05239334009957,-0.027185968217908463,0.0383308008134032,0.05898447772959352,False,,9.849938107331969,0.04713306983664811,9.876694263572423,9.855917530456955,,
Control4B,Lim:5208,1237663787427823763,Satellite,10.20513,0.03635654,27.08495,Quenched,Elliptical,-12.006448,1.746119,107.9844,0.526000022888184,0.474000006914139,185.0949217549088,179.2279927744919,6.0,False,True,0.0383308008134032,0.0783176176423113,0.09756027280667182,-0.027185968217908463,-0.03650924669124571,False,,10.067311195902008,0.055012835173874564,10.10639422327003,9.943309480894444,,
Control4B,Lim:5208,1237663787427823775,Satellite,10.37032,0.036331114,13.82301,Starforming,Spiral,-10.894923,1.48339,43.18728,0.0350000001490116,0.964999973773956,185.0949217549088,179.2279927744919,6.0,False,True,-0.08287775240623109,0.17852456706085013,-0.09708903351335806,-0.1231358190374761,-0.08287775240623109,False,,9.787379771846885,0.14260096909487796,9.899168078620676,9.794262824357082,,
