sample,objid,specobjid,sfr,lgm,sSFR_status,specObjID,bestObjID,instrument,survey,programname,plate,mjd,fiberID,class,zWarning,snMedian_r,snMedian,run2d,sciencePrimary,extra_specObjID,sfr_tot_p50,lgm_tot_p50,specsfr_tot_p50,info_specObjID,info_sn_median,reliable,missing_type
Control4B,1237655742947262470,2064970324675422208,-1.164871,11.50922,Quenched,2.0649703246754222e+18,1.2376557429472625e+18,SDSS,sdss,legacy,1834.0,54562.0,254.0,GALAXY,0.0,53.67298,45.58012,26,1.0,2.0649703246754222e+18,-1.164871,11.50922,-12.70591,2.0649703246754222e+18,45.5593,1.0,valid
Control4B,1237655348355203084,914245057467410432,-1.080274,11.11448,Quenched,9.142450574674104e+17,1.237655348355203e+18,SDSS,sdss,legacy,812.0,52352.0,52.0,GALAXY,0.0,52.35848,48.2303,26,1.0,9.142450574674104e+17,-1.080274,11.11448,-12.25463,9.142450574674104e+17,48.2238,1.0,valid
Control4B,1237655348355203181,914245607223224320,-1.45625,10.99695,Quenched,9.142456072232243e+17,1.237655348355203e+18,SDSS,sdss,legacy,812.0,52352.0,54.0,GALAXY,0.0,52.00123,47.85271,26,1.0,9.142456072232243e+17,-1.45625,10.99695,-12.51618,9.142456072232243e+17,47.85018,1.0,valid
Control4B,1237655348895416475,918850087495428096,-1.102909,10.82224,Quenched,9.188500874954281e+17,1.2376553488954166e+18,SDSS,sdss,legacy,816.0,52379.0,421.0,GALAXY,0.0,49.99562,44.77052,26,1.0,9.188500874954281e+17,-1.102909,10.82224,-11.96323,9.188500874954281e+17,44.7706,1.0,valid
Control4B,1237655124465483965,940182261452531712,-1.803829,10.35925,Quenched,9.401822614525317e+17,1.237655124465484e+18,SDSS,sdss,legacy,835.0,52326.0,203.0,GALAXY,0.0,44.02578,35.04536,26,1.0,9.401822614525317e+17,-1.803829,10.35925,-12.19667,9.401822614525317e+17,34.97183,1.0,valid
Control4B,1237654609606148138,676728005275445248,0.01221027,10.36182,Starforming,6.767280052754452e+17,1.237654609606148e+18,SDSS,sdss,legacy,601.0,52316.0,226.0,GALAXY,0.0,39.4684,32.48566,26,1.0,6.767280052754452e+17,0.01221027,10.36182,-10.39357,6.767280052754452e+17,32.46643,1.0,valid
Control4B,1237654609606148156,676727180641724416,-0.130016,11.24583,Starforming,6.767271806417244e+17,1.237654609606148e+18,SDSS,sdss,legacy,601.0,52316.0,223.0,GALAXY,0.0,45.4297,37.35246,26,1.0,6.767271806417244e+17,-0.130016,11.24583,-11.45845,6.767271806417244e+17,37.41951,1.0,valid
Control4B,1237655743484330087,2064941462495193088,-1.383625,11.14465,Quenched,2.064941462495193e+18,1.23765574348433e+18,SDSS,sdss,legacy,1834.0,54562.0,149.0,GALAXY,0.0,48.38379,39.40403,26,1.0,2.064941462495193e+18,-1.383625,11.14465,-12.52688,2.064941462495193e+18,39.35437,1.0,valid
Control4B,1237655123940606025,955913525962762240,-0.9152623,10.4936,Quenched,9.559135259627622e+17,1.237655123940606e+18,SDSS,sdss,legacy,849.0,52439.0,89.0,GALAXY,0.0,44.68642,36.69603,26,1.0,9.559135259627622e+17,-0.9152623,10.4936,-11.45579,9.559135259627622e+17,36.69983,1.0,valid
Control4B,1237655743484330046,2064940637861472256,-0.9702781,10.7235,Quenched,2.0649406378614723e+18,1.23765574348433e+18,SDSS,sdss,legacy,1834.0,54562.0,146.0,GALAXY,0.0,47.72443,38.52564,26,1.0,2.0649406378614723e+18,-0.9702781,10.7235,-11.78877,2.0649406378614723e+18,38.49229,1.0,valid
Control4B,1237655473436361135,1097879168336553984,-1.419611,9.895964,Quenched,1.097879168336554e+18,1.2376554734363612e+18,SDSS,sdss,legacy,975.0,52411.0,461.0,GALAXY,0.0,32.9197,25.79474,26,1.0,1.097879168336554e+18,-1.419611,9.895964,-11.35783,1.097879168336554e+18,25.77509,1.0,valid
Control4B,1237655368760164378,891800726626396160,-1.282199,11.05887,Quenched,8.918007266263962e+17,1.2376553687601644e+18,SDSS,sdss,legacy,792.0,52353.0,320.0,GALAXY,0.0,46.5526,38.96805,26,1.0,8.918007266263962e+17,-1.282199,11.05887,-12.42386,8.918007266263962e+17,38.99306,1.0,valid
Control4B,1237655368760164504,891785058585700352,-9999.0,9.94726,NosSFR,8.917850585857004e+17,1.2376553687601646e+18,SDSS,sdss,legacy,792.0,52353.0,263.0,GALAXY,0.0,18.92437,13.69739,26,1.0,8.917850585857004e+17,-9999.0,9.94726,-9999.0,8.917850585857004e+17,13.83762,1.0,sentinel
Control4B,1237655473968840815,919874007732348928,0.215849,10.33735,Starforming,9.198740077323489e+17,1.2376554739688407e+18,SDSS,sdss,legacy,817.0,52381.0,50.0,GALAXY,0.0,33.84578,27.90733,26,1.0,9.198740077323489e+17,0.215849,10.33735,-10.16355,9.198740077323489e+17,27.93026,1.0,valid
Control4B,1237655369826697298,880504893364791296,-1.065562,11.29345,Quenched,8.805048933647913e+17,1.2376553698266972e+18,SDSS,sdss,legacy,782.0,52320.0,186.0,GALAXY,0.0,47.84547,41.32436,26,1.0,8.805048933647913e+17,-1.065562,11.29345,-12.42053,8.805048933647913e+17,41.2887,1.0,valid
Control4B,1237655464844329010,881684944303187968,-1.477453,11.00774,Quenched,8.81684944303188e+17,1.237655464844329e+18,SDSS,sdss,legacy,783.0,52325.0,383.0,GALAXY,0.0,56.58174,49.36842,26,1.0,8.81684944303188e+17,-1.477453,11.00774,-12.54368,8.81684944303188e+17,49.4323,1.0,valid
Control4B,1237654628400169209,612523121353713664,-1.352336,10.8126,Quenched,6.125231213537137e+17,1.2376546284001692e+18,SDSS,sdss,legacy,544.0,52201.0,122.0,GALAXY,0.0,42.28206,34.01429,26,1.0,6.125231213537137e+17,-1.352336,10.8126,-12.23854,6.125231213537137e+17,34.03522,1.0,valid
Control4B,1237655744023691333,2067313384038098944,0.5661265,11.12093,Starforming,2.067313384038099e+18,1.2376557440236913e+18,SDSS,sdss,legacy,1836.0,54567.0,586.0,GALAXY,0.0,41.66819,33.33155,26,1.0,2.067313384038099e+18,0.5661265,11.12093,-10.61943,2.067313384038099e+18,33.49353,1.0,valid
Control4B,1237653586333794636,853573179552065536,-1.535934,10.41513,Quenched,8.535731795520655e+17,1.2376535863337946e+18,SDSS,sdss,legacy,758.0,52253.0,513.0,GALAXY,0.0,35.39902,27.4217,26,1.0,8.535731795520655e+17,-1.535934,10.41513,-11.99559,8.535731795520655e+17,27.39994,1.0,valid
Control4B,1237653587406684364,611536306580776960,-1.364495,10.95636,Quenched,6.11536306580777e+17,1.2376535874066844e+18,SDSS,sdss,legacy,543.0,52017.0,628.0,GALAXY,0.0,51.96383,42.95126,26,1.0,6.11536306580777e+17,-1.364495,10.95636,-12.37778,6.11536306580777e+17,42.90431,1.0,valid
Control4B,1237655373573980487,919923485755598848,-1.749313,8.64559,Starforming,9.199234857555988e+17,1.2376553735739804e+18,SDSS,sdss,legacy,817.0,52381.0,230.0,GALAXY,0.0,22.46906,18.47286,26,1.0,9.199234857555988e+17,-1.749313,8.64559,-10.42531,9.199234857555988e+17,18.60416,1.0,valid
Control4B,1237655374647853180,919868510174210048,-1.076883,11.10067,Quenched,9.1986851017421e+17,1.237655374647853e+18,SDSS,sdss,legacy,817.0,52381.0,30.0,GALAXY,0.0,52.30646,47.85123,26,1.0,9.1986851017421e+17,-1.076883,11.10067,-12.20577,9.1986851017421e+17,47.84893,1.0,valid
Control4B,1237655124465418345,940191332423460864,-0.2177478,10.11701,Starforming,9.401913324234609e+17,1.2376551244654182e+18,SDSS,sdss,legacy,835.0,52326.0,236.0,GALAXY,0.0,18.52688,13.40298,26,1.0,9.401913324234609e+17,-0.2177478,10.11701,-10.37697,9.401913324234609e+17,13.44973,1.0,valid
Control4B,1237655370904764628,887349903305500672,-1.257288,10.87502,Quenched,8.873499033055007e+17,1.2376553709047647e+18,SDSS,sdss,legacy,788.0,52338.0,512.0,GALAXY,0.0,61.3315,50.49159,26,1.0,8.873499033055007e+17,-1.257288,10.87502,-12.17434,8.873499033055007e+17,50.40183,1.0,valid
Control4B,1237654653642932295,861468222812088320,-1.844962,10.70877,Quenched,8.614682228120883e+17,1.2376546536429322e+18,SDSS,sdss,legacy,765.0,52254.0,563.0,GALAXY,0.0,51.92229,47.52884,26,1.0,8.614682228120883e+17,-1.844962,10.70877,-12.63591,8.614682228120883e+17,47.53456,1.0,valid
Control4B,1237654653642997820,861471246469064704,-0.3855843,11.05377,Starforming,8.614712464690647e+17,1.2376546536429978e+18,SDSS,sdss,legacy,765.0,52254.0,574.0,GALAXY,0.0,51.73163,46.89827,26,1.0,8.614712464690647e+17,-0.3855843,11.05377,-11.49486,8.614712464690647e+17,46.91261,1.0,valid
Control4B,1237655469135495480,608118749211420672,0.1563713,9.645287,Starforming,6.081187492114207e+17,1.2376554691354954e+18,SDSS,sdss,legacy,540.0,51996.0,483.0,GALAXY,0.0,17.81562,13.85236,26,1.0,6.081187492114207e+17,0.1563713,9.645287,-9.541641,6.081187492114207e+17,13.94896,1.0,valid
Control4B,1237655501884293289,709415656872765440,-1.322515,11.20605,Quenched,7.094156568727654e+17,1.2376555018842934e+18,SDSS,sdss,legacy,630.0,52050.0,359.0,GALAXY,0.0,65.50884,58.62148,26,1.0,7.094156568727654e+17,-1.322515,11.20605,-12.58224,7.094156568727654e+17,58.64349,1.0,valid
Control4B,1237655469135692130,608150909926533120,-9999.0,10.69678,NosSFR,6.081509099265331e+17,1.237655469135692e+18,SDSS,sdss,legacy,540.0,51996.0,600.0,GALAXY,0.0,42.9614,33.54361,26,1.0,6.081509099265331e+17,-9999.0,10.69678,-9999.0,6.081509099265331e+17,33.5013,1.0,sentinel
Control4B,1237655348355662086,915485031739189248,-1.016725,11.2028,Quenched,9.154850317391892e+17,1.237655348355662e+18,SDSS,sdss,legacy,813.0,52354.0,467.0,GALAXY,0.0,44.05141,36.09954,26,1.0,9.154850317391892e+17,-1.016725,11.2028,-12.26683,9.154850317391892e+17,36.0523,1.0,valid
Control4B,1237655348892598387,915491903686862848,0.2856534,10.62675,Starforming,9.154919036868628e+17,1.2376553488925983e+18,SDSS,sdss,legacy,813.0,52354.0,492.0,GALAXY,0.0,24.49296,17.95181,26,1.0,9.154919036868628e+17,0.2856534,10.62675,-10.40637,9.154919036868628e+17,17.90943,1.0,valid
Control4B,1237655473429741692,917745353103534080,-1.379749,11.15607,Quenched,9.177453531035341e+17,1.2376554734297416e+18,SDSS,sdss,legacy,815.0,52374.0,498.0,GALAXY,0.0,50.92191,46.34369,26,1.0,9.177453531035341e+17,-1.379749,11.15607,-12.59235,9.177453531035341e+17,46.31584,1.0,valid
Control4B,1237655473429741825,917742879202371584,-0.2008683,10.07515,Starforming,9.177428792023716e+17,1.2376554734297418e+18,SDSS,sdss,legacy,815.0,52374.0,489.0,GALAXY,0.0,21.13719,16.5601,26,1.0,9.177428792023716e+17,-0.2008683,10.07515,-10.32906,9.177428792023716e+17,16.63031,1.0,valid
Control4B,1237655503498183074,1096768661860935680,-1.600979,10.64,Quenched,1.0967686618609357e+18,1.2376555034981832e+18,SDSS,sdss,legacy,974.0,52427.0,517.0,GALAXY,0.0,47.19558,38.19773,26,1.0,1.0967686618609357e+18,-1.600979,10.64,-12.24788,1.0967686618609357e+18,38.19963,1.0,valid
Control4B,1237655374110916718,921081546612434944,-1.099972,10.64985,Quenched,9.21081546612435e+17,1.2376553741109166e+18,SDSS,sdss,legacy,818.0,52395.0,347.0,GALAXY,0.0,51.76268,47.08096,26,1.0,9.21081546612435e+17,-1.099972,10.64985,-11.79481,9.21081546612435e+17,47.10189,1.0,valid
Control4B,1237655503498183177,5616011647925284864,,,NosSFR,5.616011647925285e+18,1.2376555034981832e+18,BOSS,boss,boss,4988.0,55825.0,83.0,GALAXY,0.0,42.08934,37.22453,v5_7_0,1.0,,,,,,,,no-galSpecExtra
Control4B,1237654879118229530,955914075718576128,0.3361554,10.03815,Starforming,9.559140757185761e+17,1.2376548791182295e+18,SDSS,sdss,legacy,849.0,52439.0,91.0,GALAXY,0.0,34.1771,27.84534,26,1.0,9.559140757185761e+17,0.3361554,10.03815,-9.762815,9.559140757185761e+17,27.78408,1.0,valid
Control4B,1237654879667617934,663239742002849792,-1.199329,10.10938,Quenched,6.632397420028498e+17,1.237654879667618e+18,SDSS,sdss,legacy,589.0,52055.0,308.0,GALAXY,0.0,17.47917,12.05043,26,1.0,6.632397420028498e+17,-1.199329,10.10938,-11.36711,6.632397420028498e+17,12.11269,1.0,valid
Control4B,1237654880741294238,662200153591015424,0.1702361,10.80756,Starforming,6.622001535910154e+17,1.2376548807412943e+18,SDSS,sdss,legacy,588.0,52045.0,622.0,GALAXY,0.0,34.41819,26.36851,26,1.0,6.622001535910154e+17,0.1702361,10.80756,-10.69188,6.622001535910154e+17,26.37087,1.0,valid
Control4B,1237655473967136890,918872352605890560,-0.8114828,10.85135,Quenched,9.188723526058906e+17,1.2376554739671368e+18,SDSS,sdss,legacy,816.0,52379.0,502.0,GALAXY,0.0,36.64302,28.60397,26,1.0,9.188723526058906e+17,-0.8114828,10.85135,-11.74469,9.188723526058906e+17,28.60523,1.0,valid
Control4B,1237655474504073496,918886371379144704,-1.65974,10.56677,Quenched,9.188863713791447e+17,1.2376554745040735e+18,SDSS,sdss,legacy,816.0,52379.0,553.0,GALAXY,0.0,44.72112,37.3506,26,1.0,9.188863713791447e+17,-1.65974,10.56677,-12.283,9.188863713791447e+17,37.3461,1.0,valid
Control4B,1237655472358228205,919933656238155776,0.1721064,10.61546,Starforming,9.199336562381558e+17,1.2376554723582282e+18,SDSS,sdss,legacy,817.0,52381.0,267.0,GALAXY,0.0,33.21386,26.69496,26,1.0,9.199336562381558e+17,0.1721064,10.61546,-10.49834,9.199336562381558e+17,26.74314,1.0,valid
Control4B,1237655465385394461,887350178183407616,-1.388206,10.72704,Quenched,8.873501781834076e+17,1.2376554653853944e+18,SDSS,sdss,legacy,788.0,52338.0,513.0,GALAXY,0.0,53.18887,41.81096,26,1.0,8.873501781834076e+17,-1.388206,10.72704,-12.17765,8.873501781834076e+17,41.74289,1.0,valid
Control4B,1237655465383428181,883980724816865280,-1.376954,11.15581,Quenched,8.839807248168653e+17,1.237655465383428e+18,SDSS,sdss,legacy,785.0,52339.0,543.0,GALAXY,0.0,44.92128,37.26579,26,1.0,8.839807248168653e+17,-1.376954,11.15581,-12.57708,8.839807248168653e+17,37.16677,1.0,valid
Control4B,1237655473968972081,919870159441651712,0.06060005,10.12999,Starforming,9.198701594416517e+17,1.237655473968972e+18,SDSS,sdss,legacy,817.0,52381.0,36.0,GALAXY,0.0,28.44827,22.37038,26,1.0,9.198701594416517e+17,0.06060005,10.12999,-10.11612,9.198701594416517e+17,22.41406,1.0,valid
Control4B,1237654879668338812,663170472770299904,-1.113689,11.30895,Quenched,6.631704727702999e+17,1.2376548796683387e+18,SDSS,sdss,legacy,589.0,52055.0,56.0,GALAXY,0.0,46.64292,37.39501,26,1.0,6.631704727702999e+17,-1.113689,11.30895,-12.5125,6.631704727702999e+17,37.50529,1.0,valid
Control4B,1237654948913283207,696992549969094656,-1.082995,11.02911,Quenched,6.969925499690947e+17,1.2376549489132833e+18,SDSS,sdss,legacy,619.0,52056.0,220.0,GALAXY,0.0,53.27093,44.84982,26,1.0,6.969925499690947e+17,-1.082995,11.02911,-12.19381,6.969925499690947e+17,44.82412,1.0,valid
Control4B,1237655501884227787,920030413261400064,-1.246525,10.60319,Quenched,9.200304132614e+17,1.2376555018842278e+18,SDSS,sdss,legacy,817.0,52381.0,619.0,GALAXY,0.0,44.54567,37.24746,26,1.0,9.200304132614e+17,-1.246525,10.60319,-11.87287,9.200304132614e+17,37.22233,1.0,valid
Control4B,1237655743485050967,2066084129971136512,-1.304783,11.00798,Quenched,2.0660841299711365e+18,1.237655743485051e+18,SDSS,sdss,legacy,1835.0,54563.0,210.0,GALAXY,0.0,48.61769,42.05425,26,1.0,2.0660841299711365e+18,-1.304783,11.00798,-12.36495,2.0660841299711365e+18,42.10485,1.0,valid
Control4B,1237655368760229914,891784783707793408,-1.418205,11.08631,Quenched,8.917847837077934e+17,1.23765536876023e+18,SDSS,sdss,legacy,792.0,52353.0,262.0,GALAXY,0.0,46.39599,39.205,26,1.0,8.917847837077934e+17,-1.418205,11.08631,-12.55876,8.917847837077934e+17,39.24456,1.0,valid
Control4B,1237655471822209115,1321928857976072192,-1.458701,10.86645,Quenched,1.3219288579760722e+18,1.237655471822209e+18,SDSS,sdss,legacy,1174.0,52782.0,445.0,GALAXY,0.0,47.56446,41.07857,26,1.0,1.3219288579760722e+18,-1.458701,10.86645,-12.39674,1.3219288579760722e+18,41.01589,1.0,valid
Control4B,1237655471822209218,1321920336760956928,-0.1258665,10.6772,Starforming,1.321920336760957e+18,1.2376554718222093e+18,SDSS,sdss,legacy,1174.0,52782.0,414.0,GALAXY,0.0,33.00048,25.51424,26,1.0,1.321920336760957e+18,-0.1258665,10.6772,-10.85092,1.321920336760957e+18,25.48422,1.0,valid
Control4B,1237654954275373295,3247270504494557184,-9999.0,10.85019,NosSFR,3.247270504494557e+18,1.2376549542753733e+18,SDSS,sdss,legacy,2884.0,54526.0,637.0,GALAXY,0.0,47.45364,39.30311,26,1.0,3.247270504494557e+18,-9999.0,10.85019,-9999.0,3.247270504494557e+18,39.34145,1.0,sentinel
Control4B,1237654954275438624,3247105577750390784,0.7463476,10.67636,Starforming,3.247105577750391e+18,1.2376549542754386e+18,SDSS,sdss,legacy,2884.0,54526.0,37.0,GALAXY,0.0,49.31261,40.25201,26,1.0,3.247105577750391e+18,0.7463476,10.67636,-9.975432,3.247105577750391e+18,40.29993,1.0,valid
Control4B,1237657117338566712,933542035351169024,-1.087615,10.9624,Quenched,9.33542035351169e+17,1.2376571173385667e+18,SDSS,sdss,legacy,829.0,52296.0,622.0,GALAXY,0.0,58.08973,51.7819,26,1.0,9.33542035351169e+17,-1.087615,10.9624,-12.106,9.33542035351169e+17,51.67863,1.0,valid
Control4B,1237654881812545849,2058168727995705344,-1.6678,9.877316,Quenched,2.0581687279957053e+18,1.2376548818125458e+18,SDSS,sdss,legacy,1828.0,53504.0,86.0,GALAXY,0.0,31.17855,23.25799,26,1.0,2.0581687279957053e+18,-1.6678,9.877316,-11.60846,2.0581687279957053e+18,23.29112,1.0,valid
Control4B,1237655473436295765,1098949817817655296,-0.3100344,9.871582,Starforming,1.0989498178176553e+18,1.2376554734362957e+18,SDSS,sdss,legacy,976.0,52413.0,260.0,GALAXY,0.0,22.5716,18.14435,26,1.0,1.0989498178176553e+18,-0.3100344,9.871582,-10.24623,1.0989498178176553e+18,18.18309,1.0,valid
Control4B,1237655473436360831,1098937998067656704,-0.294936,10.80094,Starforming,1.0989379980676567e+18,1.2376554734363607e+18,SDSS,sdss,legacy,976.0,52413.0,217.0,GALAXY,0.0,52.99088,44.9965,26,1.0,1.0989379980676567e+18,-0.294936,10.80094,-11.1337,1.0989379980676567e+18,44.91222,1.0,valid
Control4B,1237655473968840814,919872633342814208,-1.246031,10.96077,Quenched,9.198726333428142e+17,1.2376554739688407e+18,SDSS,sdss,legacy,817.0,52381.0,45.0,GALAXY,0.0,50.69498,45.87858,26,1.0,9.198726333428142e+17,-1.246031,10.96077,-12.26687,9.198726333428142e+17,45.82311,1.0,valid
Control4B,1237654954275373373,703812822089361408,-0.03208704,10.16969,Starforming,7.038128220893614e+17,1.2376549542753733e+18,SDSS,sdss,legacy,625.0,52145.0,456.0,GALAXY,0.0,30.47667,23.30793,26,1.0,7.038128220893614e+17,-0.03208704,10.16969,-10.24361,7.038128220893614e+17,23.32588,1.0,valid
Control4B,1237654954280157539,710445899754530816,-2.006873,10.10311,Quenched,7.104458997545308e+17,1.2376549542801574e+18,SDSS,sdss,legacy,631.0,52079.0,11.0,GALAXY,0.0,31.29186,22.89662,26,1.0,7.104458997545308e+17,-2.006873,10.10311,-12.15789,7.104458997545308e+17,22.90685,1.0,valid
Control4B,1237654627326820628,853478071796262912,-1.43485,10.47418,Quenched,8.534780717962629e+17,1.2376546273268206e+18,SDSS,sdss,legacy,758.0,52253.0,167.0,GALAXY,0.0,44.6121,35.3956,26,1.0,8.534780717962629e+17,-1.43485,10.47418,-11.93506,8.534780717962629e+17,35.30681,1.0,valid
Control4B,1237654652561588590,853478621552076800,-0.05731335,10.62591,Starforming,8.534786215520768e+17,1.2376546525615885e+18,SDSS,sdss,legacy,758.0,52253.0,169.0,GALAXY,0.0,31.52528,24.76765,26,1.0,8.534786215520768e+17,-0.05731335,10.62591,-10.73626,8.534786215520768e+17,24.74348,1.0,valid
Control4B,1237657591393157159,1139558909359450112,0.5080333,10.16345,Starforming,1.1395589093594501e+18,1.237657591393157e+18,SDSS,sdss,legacy,1012.0,52649.0,539.0,GALAXY,0.0,33.98598,28.03368,26,1.0,1.1395589093594501e+18,0.5080333,10.16345,-9.710593,1.1395589093594501e+18,27.96286,1.0,valid
Control4B,1237655464320499872,7577306755723096064,,,NosSFR,7.577306755723096e+18,1.2376554643205e+18,BOSS,boss,boss,6730.0,56425.0,1.0,GALAXY,0.0,48.83032,44.21691,v5_7_0,1.0,,,,,,,,no-galSpecExtra
Control4B,1237655464320499873,7119209250824056832,,,NosSFR,7.119209250824057e+18,1.2376554643205e+18,BOSS,boss,boss,6323.0,56189.0,524.0,GALAXY,0.0,44.57468,39.70625,v5_7_0,1.0,,,,,,,,no-galSpecExtra
Control4B,1237655474505580845,709413182971602944,-0.1891508,10.50353,Starforming,7.09413182971603e+17,1.2376554745055808e+18,SDSS,sdss,legacy,630.0,52050.0,350.0,GALAXY,0.0,27.45681,20.54996,26,1.0,7.09413182971603e+17,-0.1891508,10.50353,-10.73762,7.09413182971603e+17,20.64241,1.0,valid
Control4B,1237657244045934827,939124805976745984,-0.5258098,9.689755,Starforming,9.39124805976746e+17,1.2376572440459348e+18,SDSS,sdss,legacy,834.0,52316.0,452.0,GALAXY,0.0,14.45866,11.04069,26,1.0,9.39124805976746e+17,-0.5258098,9.689755,-10.26971,9.39124805976746e+17,11.09085,1.0,valid
Control4B,1237657244046000150,939145146941859840,0.1090517,9.429942,Starforming,9.391451469418598e+17,1.237657244046e+18,SDSS,sdss,legacy,834.0,52316.0,526.0,GALAXY,0.0,29.7463,22.90594,26,1.0,9.391451469418598e+17,0.1090517,9.429942,-9.372836,9.391451469418598e+17,22.94299,1.0,valid
Control4B,1237655691404968127,1038139128438351872,0.1348018,9.716541,Starforming,1.0381391284383519e+18,1.2376556914049682e+18,SDSS,sdss,legacy,922.0,52426.0,216.0,GALAXY,0.0,24.04103,19.45461,26,1.0,1.0381391284383519e+18,0.1348018,9.716541,-9.638929,1.0381391284383519e+18,19.50322,1.0,valid
Control4B,1237657595152302415,1007744506478487552,-1.606736,9.613127,Quenched,1.0077445064784876e+18,1.2376575951523023e+18,SDSS,sdss,legacy,895.0,52581.0,233.0,GALAXY,0.0,27.73404,22.59471,26,1.0,1.0077445064784876e+18,-1.606736,9.613127,-11.29786,1.0077445064784876e+18,22.63573,1.0,valid
Control4B,1237657595152367891,1007800856449411072,-0.6689286,9.278368,Starforming,1.0078008564494111e+18,1.2376575951523679e+18,SDSS,sdss,legacy,895.0,52581.0,438.0,GALAXY,0.0,10.46719,8.856769,26,1.0,1.0078008564494111e+18,-0.6689286,9.278368,-9.987627,1.0078008564494111e+18,8.959989,1.0,valid
Control4B,1237655469135626444,608139639932348416,-0.9484141,10.65035,Quenched,6.081396399323484e+17,1.2376554691356265e+18,SDSS,sdss,legacy,540.0,51996.0,559.0,GALAXY,0.0,47.98915,38.41365,26,1.0,6.081396399323484e+17,-0.9484141,10.65035,-11.65244,6.081396399323484e+17,38.39163,1.0,valid
Control4B,1237657401347407877,939050863819778048,-0.1055232,11.1873,Starforming,9.39050863819778e+17,1.237657401347408e+18,SDSS,sdss,legacy,834.0,52316.0,183.0,GALAXY,0.0,48.67251,42.8587,26,1.0,9.39050863819778e+17,-0.1055232,11.1873,-11.34011,9.39050863819778e+17,42.8587,1.0,valid
Control4B,1237655692478972061,1038213895229040640,-1.27818,10.72067,Quenched,1.0382138952290406e+18,1.2376556924789722e+18,SDSS,sdss,legacy,922.0,52426.0,488.0,GALAXY,0.0,35.81726,28.06742,26,1.0,1.0382138952290406e+18,-1.27818,10.72067,-12.06382,1.0382138952290406e+18,28.04481,1.0,valid
Control4B,1237655692479037882,1038219667665086464,-1.477765,10.62266,Quenched,1.0382196676650865e+18,1.237655692479038e+18,SDSS,sdss,legacy,922.0,52426.0,509.0,GALAXY,0.0,36.75397,29.00013,26,1.0,1.0382196676650865e+18,-1.477765,10.62266,-12.17407,1.0382196676650865e+18,28.97749,1.0,valid
Control4B,1237655742410195023,665530573925672960,-1.388024,11.02503,Quenched,6.65530573925673e+17,1.237655742410195e+18,SDSS,sdss,legacy,591.0,52022.0,450.0,GALAXY,0.0,56.66698,49.69167,26,1.0,6.65530573925673e+17,-1.388024,11.02503,-12.42228,6.65530573925673e+17,49.6848,1.0,valid
Control4B,1237655742409801806,664448929949050880,0.180934,10.54837,Starforming,6.644489299490509e+17,1.2376557424098017e+18,SDSS,sdss,legacy,590.0,52057.0,611.0,GALAXY,0.0,32.9748,25.95941,26,1.0,6.644489299490509e+17,0.180934,10.54837,-10.41676,6.644489299490509e+17,25.96427,1.0,valid
Control4B,1237655742409867289,5377306021365215232,,,NosSFR,5.377306021365215e+18,1.2376557424098673e+18,BOSS,boss,boss,4776.0,55652.0,29.0,GALAXY,0.0,60.19176,55.4608,v5_7_0,1.0,,,,,,,,no-galSpecExtra
Control4B,1237655123940606085,955904454991833088,0.7882013,10.80571,Starforming,9.559044549918331e+17,1.2376551239406062e+18,SDSS,sdss,legacy,849.0,52439.0,56.0,GALAXY,0.0,41.24986,31.40626,26,1.0,9.559044549918331e+17,0.7882013,10.80571,-10.06208,9.559044549918331e+17,31.49386,1.0,valid
Control4B,1237655744020545738,2063917817152956416,-0.3226759,9.36869,Starforming,2.0639178171529564e+18,1.2376557440205458e+18,SDSS,sdss,legacy,1833.0,54561.0,521.0,GALAXY,0.0,17.30075,14.7899,26,1.0,2.0639178171529564e+18,-0.3226759,9.36869,-9.765186,2.0639178171529564e+18,14.78526,1.0,valid
Control4B,1237655744022511821,2066183086017636352,-0.1920453,9.67911,Starforming,2.0661830860176364e+18,1.2376557440225119e+18,SDSS,sdss,legacy,1835.0,54563.0,570.0,GALAXY,0.0,16.38819,13.52388,26,1.0,2.0661830860176364e+18,-0.1920453,9.67911,-9.919811,2.0661830860176364e+18,13.62165,1.0,valid
Control4B,1237655745088061490,2056004889028356096,-1.077932,11.42719,Quenched,2.056004889028356e+18,1.2376557450880614e+18,SDSS,sdss,legacy,1826.0,53499.0,406.0,GALAXY,0.0,52.88215,49.30436,26,1.0,2.056004889028356e+18,-1.077932,11.42719,-12.56146,2.056004889028356e+18,49.30822,1.0,valid
Control4B,1237655742946672747,5376327182078111744,,,NosSFR,5.376327182078112e+18,1.2376557429466726e+18,BOSS,boss,boss,4775.0,55708.0,564.0,GALAXY,0.0,57.41403,51.24883,v5_7_0,1.0,,,,,,,,no-galSpecExtra
Control4B,1237655743482757360,2061526104417527808,-1.815254,10.31273,Quenched,2.0615261044175278e+18,1.2376557434827574e+18,SDSS,sdss,legacy,1831.0,54557.0,12.0,GALAXY,0.0,26.1444,19.91183,26,1.0,2.0615261044175278e+18,-1.815254,10.31273,-12.16955,2.0615261044175278e+18,19.9218,1.0,valid
Control4B,1237657591386079240,939158341081393152,0.4896389,11.20991,Starforming,9.391583410813932e+17,1.2376575913860792e+18,SDSS,sdss,legacy,834.0,52316.0,574.0,GALAXY,0.0,43.38531,35.40409,26,1.0,9.391583410813932e+17,0.4896389,11.20991,-10.75651,9.391583410813932e+17,35.45293,1.0,valid
