plate,mjd,fiberid,z_log_abs_p2p5,z_log_abs_p16,z_log_abs_median,z_log_abs_p84,z_log_abs_p97p5,z_log_abs_mode,dr4_index,age_logyr_rband_p2p5,age_logyr_rband_p16,age_logyr_rband_median,age_logyr_rband_p84,age_logyr_rband_p97p5,age_logyr_rband_mode
1337,52767,553,-1.6509,-1.5611,-1.5051,-1.4519,-1.3782,-1.5324,398008,9.6487,9.7446,9.8447,9.9373,9.9907,9.8822
1339,52767,47,-1.6825,-1.6224,-1.5245,-1.431,-1.3261,-1.4949,398478,9.63,9.7299,9.84,9.9344,9.9941,9.8829
1339,52767,64,-2.7645,-2.4562,-2.0326,-1.5957,-1.3629,-1.6201,398489,9.2522,9.4113,9.5942,9.7452,9.8651,9.6267
1339,52767,65,-1.533,-1.4887,-1.4438,-1.4082,-1.3114,-1.4448,398490,9.6211,9.8441,9.9162,9.9589,10.0105,9.9469
1341,52786,382,-2.3343,-2.1598,-1.9805,-1.8211,-1.5991,-2.052,399499,9.5375,9.7429,9.8632,9.9654,10.0409,9.8023
1343,52790,153,-2.7156,-2.4159,-2.0116,-1.5957,-1.3616,-1.8767,400270,9.2153,9.4371,9.6476,9.8344,9.9802,9.6906
1343,52790,524,-2.4262,-2.1432,-1.8308,-1.4828,-1.3352,-1.9769,400522,9.033,9.1601,9.3034,9.4552,9.5711,9.3387
1343,52790,535,-1.6214,-1.5617,-1.5364,-1.5099,-1.4627,-1.5324,400529,9.8019,9.8797,9.9825,10.0141,10.038,9.9949
1343,52790,537,-2.0918,-2.0027,-1.8851,-1.7877,-1.6407,-1.8579,400531,9.6892,9.8284,9.9125,9.9841,10.0425,9.9463
1344,52792,422,-2.6872,-2.4429,-2.1623,-1.7255,-1.415,-2.3525,400916,9.2068,9.3379,9.4854,9.6412,9.7529,9.5309
1344,52792,423,-3.0468,-2.7806,-2.4482,-1.8216,-1.4195,-2.703,400917,8.6714,8.7488,8.8536,8.9954,9.2002,8.8589
1344,52792,428,-1.7828,-1.7759,-1.6747,-1.6089,-1.3396,-1.6701,400921,9.4214,9.582,9.7375,9.8629,9.9064,9.7383
1344,52792,433,-1.7532,-1.5863,-1.4381,-1.341,-1.316,-1.3947,400926,9.2102,9.3395,9.4805,9.6072,9.6714,9.4822
1351,52790,370,-1.87,-1.7345,-1.5951,-1.4445,-1.3385,-1.5199,404117,9.3942,9.5687,9.7047,9.8468,9.9244,9.6583
1351,52790,404,-1.5052,-1.4427,-1.3633,-1.3184,-1.3036,-1.3571,404139,9.7095,9.7713,9.8714,9.9438,9.9906,9.7863
1351,52790,451,-2.6266,-2.3383,-1.9367,-1.5266,-1.346,-1.6451,404171,9.1388,9.2665,9.4235,9.5831,9.7092,9.4027
1351,52790,528,-1.7559,-1.697,-1.6343,-1.5875,-1.5645,-1.6263,404234,9.7898,9.8593,9.9269,9.9891,10.0323,9.9146
1351,52790,534,-1.615,-1.5578,-1.4753,-1.4041,-1.312,-1.4135,404240,9.5811,9.6656,9.8122,9.9501,9.9973,9.595
1351,52790,536,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,404241,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1358,52994,191,-3.3085,-3.2045,-2.7748,-2.0633,-1.4784,-1.8454,407294,7.7475,8.1458,9.0866,9.3691,9.5118,9.3704
1358,52994,502,-3.0127,-2.8348,-2.5557,-2.3233,-2.0541,-2.6029,407479,9.4327,9.546,9.6923,9.8234,9.9258,9.6907
1358,52994,504,-1.6757,-1.643,-1.6065,-1.5654,-1.5484,-1.6201,407481,9.8305,9.8635,9.933,9.9773,10.0259,9.9141
1358,52994,537,-1.7245,-1.6996,-1.6878,-1.6842,-1.6828,-1.6827,407500,9.7718,9.7803,9.7966,9.8125,9.8289,9.8025
1358,52994,544,-1.7628,-1.7053,-1.6747,-1.6712,-1.5068,-1.6701,407503,9.5597,9.7256,9.7365,9.7933,9.8447,9.7385
1358,52994,580,-1.7449,-1.6687,-1.5702,-1.4719,-1.3299,-1.5387,407519,9.2355,9.4362,9.5268,9.6755,9.7834,9.5304
1358,52994,581,-1.9549,-1.8343,-1.7103,-1.5701,-1.3428,-1.6388,407520,9.3094,9.5342,9.6822,9.8222,9.9117,9.6909
1370,53090,49,-1.7719,-1.6814,-1.6001,-1.4967,-1.3488,-1.5199,413156,9.4789,9.6409,9.8188,9.9214,9.9818,9.8829
1370,53090,572,-1.9448,-1.8413,-1.7106,-1.5694,-1.3922,-1.6576,413574,9.428,9.5955,9.7731,9.8968,9.963,9.8342
1371,52821,261,-1.4822,-1.4813,-1.4792,-1.4771,-1.4762,-1.4761,413823,9.195,9.1969,9.2024,9.2084,9.2101,9.2108
1371,52821,311,-2.6028,-2.3582,-2.0465,-1.7027,-1.4279,-2.077,413863,9.2989,9.4529,9.6028,9.7527,9.8614,9.6269
1371,52821,490,-1.7163,-1.6355,-1.5736,-1.5199,-1.4677,-1.5512,414002,9.7809,9.8487,9.9217,9.9842,10.0318,9.9305
1371,52821,533,-2.7039,-2.4403,-2.1411,-1.7117,-1.3966,-2.2836,414039,8.8271,8.9396,9.0528,9.1774,9.353,9.0342
1371,52821,536,-1.5511,-1.5179,-1.4778,-1.4578,-1.4229,-1.5136,414041,9.7833,9.8687,9.9466,10.0009,10.0102,10.0105
1371,52821,570,-2.6079,-2.3863,-2.097,-1.758,-1.4345,-2.0144,414070,9.2943,9.4512,9.6166,9.7556,9.8561,9.7222
1371,52821,574,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,414073,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1374,53083,20,-1.6558,-1.5975,-1.5599,-1.4939,-1.378,-1.5575,415060,9.5673,9.7612,9.8814,9.966,9.9983,9.9786
1374,53083,24,-1.6514,-1.5667,-1.4852,-1.3865,-1.3232,-1.5637,415062,9.5093,9.7029,9.7894,9.8958,9.9655,9.722
1374,53083,28,-1.84,-1.7604,-1.7113,-1.6426,-1.4149,-1.6889,415065,9.4362,9.6032,9.7539,9.7849,9.8347,9.787
1374,53083,32,-1.841,-1.7177,-1.6049,-1.4976,-1.3442,-1.5637,415069,9.5214,9.7053,9.8344,9.9248,9.999,9.85
1374,53083,36,-1.5785,-1.5133,-1.4294,-1.3411,-1.308,-1.3947,415071,9.4911,9.6267,9.7269,9.851,9.9416,9.7225
1374,53083,42,-1.8043,-1.7259,-1.6955,-1.6517,-1.5936,-1.714,415075,9.7836,9.8833,9.9403,10.0061,10.0354,10.0109
1374,53083,93,-1.7196,-1.642,-1.5535,-1.4823,-1.341,-1.5324,415117,9.541,9.7052,9.8133,9.9029,9.9946,9.8665
1374,53083,96,-1.6503,-1.6034,-1.534,-1.5029,-1.4641,-1.5199,415120,9.7801,9.8844,9.9479,10.014,10.0573,9.9466
1374,53083,100,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,415124,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1374,53083,634,-1.7116,-1.6681,-1.6115,-1.583,-1.5577,-1.57,415522,9.8498,9.9133,9.9648,10.0347,10.0624,10.0421
1375,53084,231,-2.1921,-1.9577,-1.6861,-1.4487,-1.3232,-1.6827,415717,9.2107,9.3435,9.4907,9.6572,9.7503,9.45
1375,53084,233,-2.6745,-2.4225,-2.1153,-1.7016,-1.39,-1.9456,415719,9.1469,9.2587,9.398,9.5351,9.6352,9.419
1375,53084,252,-1.6622,-1.5437,-1.4631,-1.3808,-1.3243,-1.4886,415735,9.6125,9.7239,9.8365,9.9455,9.9981,9.9466
1375,53084,266,-1.8453,-1.7548,-1.7101,-1.688,-1.589,-1.7014,415744,9.6016,9.8231,9.886,9.9125,9.946,9.898
1375,53084,273,-1.6214,-1.5332,-1.4556,-1.3432,-1.3084,-1.3071,415751,9.5888,9.7065,9.8306,9.9279,9.9911,9.8509
1375,53084,291,-1.6303,-1.5721,-1.5238,-1.512,-1.3627,-1.5199,415764,9.6492,9.8384,9.9012,9.9138,10.0349,9.9148
1375,53084,429,-2.2252,-1.881,-1.6059,-1.4048,-1.3193,-1.5199,415878,9.4289,9.5328,9.6894,9.8386,9.9223,9.7061
1375,53084,468,-2.8253,-2.5345,-2.1844,-1.7081,-1.378,-2.4151,415910,9.0993,9.2226,9.3709,9.5236,9.6465,9.3544
1375,53084,473,-1.7185,-1.6414,-1.5943,-1.5331,-1.4104,-1.6201,415915,9.6776,9.8122,9.9109,9.9848,10.01,9.9466
1378,53061,44,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,417056,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1379,53084,296,-1.676,-1.6446,-1.6312,-1.6063,-1.5677,-1.6263,417744,9.8744,9.9604,9.9914,10.0323,10.0544,9.9945
1379,53084,301,-1.6321,-1.5857,-1.5576,-1.5239,-1.4905,-1.5387,417749,9.7273,9.836,9.9171,9.9758,10.0063,9.9306
1379,53084,313,-1.629,-1.5488,-1.5008,-1.4534,-1.4084,-1.5199,417756,9.679,9.7725,9.8532,9.9285,9.9869,9.8664
1379,53084,316,-1.8732,-1.7791,-1.6738,-1.5775,-1.492,-1.6326,417758,9.7159,9.8223,9.9317,10.0022,10.0577,9.9786
1379,53084,598,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,417978,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1379,53084,638,-1.7629,-1.6546,-1.5503,-1.3724,-1.3069,-1.3509,418010,9.2879,9.3967,9.5835,9.7352,9.8588,9.5789
1379,53084,640,-2.751,-2.5173,-2.2961,-1.9804,-1.5376,-2.2961,418012,9.0715,9.1775,9.3041,9.4376,9.5517,9.3065
1380,53084,6,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,418016,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1380,53084,26,-2.1862,-1.9987,-1.7745,-1.5625,-1.3389,-1.8642,418028,9.2539,9.4927,9.6616,9.8057,9.9174,9.6905
1380,53084,28,-2.6836,-2.3965,-2.0879,-1.6389,-1.3896,-2.2648,418030,8.7309,8.8148,8.9103,9.01,9.1685,8.8905
1380,53084,337,-1.7246,-1.6435,-1.5236,-1.4109,-1.3364,-1.4761,418237,9.3234,9.3965,9.5591,9.7012,9.7869,9.3862
1380,53084,386,-3.22,-2.9651,-2.6065,-2.1938,-1.5857,-2.7907,418272,8.755,8.8846,9.0571,9.2637,9.4377,8.9229
1380,53084,387,-2.7075,-2.5177,-2.3313,-2.1169,-1.8773,-2.3337,418273,9.2928,9.4124,9.5392,9.6844,9.7975,9.5307
1381,53089,146,-2.1293,-2.0291,-1.9251,-1.8248,-1.6682,-1.9205,418554,9.4447,9.585,9.7415,9.8484,9.9105,9.7543
1381,53089,155,-1.6226,-1.5602,-1.5265,-1.4803,-1.4525,-1.5324,418561,9.6786,9.7674,9.8636,9.9386,9.9901,9.8505
1381,53089,159,-2.2547,-2.0931,-1.8676,-1.6383,-1.41,-2.0144,418562,9.2333,9.3889,9.5315,9.6803,9.7809,9.4504
1381,53089,166,-1.4836,-1.4773,-1.4167,-1.4024,-1.329,-1.401,418567,9.7302,9.8927,9.9398,10.0269,10.0401,9.9466
1381,53089,169,-1.8637,-1.7812,-1.7068,-1.636,-1.5785,-1.6576,418570,9.7602,9.8705,9.9532,10.009,10.059,9.9628
1381,53089,176,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,418575,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1381,53089,360,-1.6363,-1.5772,-1.468,-1.3703,-1.3153,-1.426,418698,9.4697,9.5696,9.6916,9.8404,9.9358,9.6901
1391,52817,112,-2.3984,-2.2753,-2.1013,-1.9389,-1.776,-2.0395,423347,9.6748,9.7955,9.9128,10.0064,10.0618,10.0106
1391,52817,113,-1.6613,-1.5623,-1.4813,-1.3978,-1.3294,-1.4573,423348,9.6391,9.7726,9.8485,9.9588,10.016,9.8507
1392,52822,425,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,424139,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1392,52822,432,-1.5094,-1.4348,-1.3801,-1.3427,-1.3115,-1.3822,424145,9.6826,9.7654,9.8389,9.9388,10.0071,9.835
1393,52824,124,-1.5999,-1.5681,-1.5096,-1.3318,-1.3268,-1.3258,424386,9.58,9.5916,9.8679,9.9697,10.0018,9.978
1393,52824,133,-1.4436,-1.3889,-1.3486,-1.3181,-1.306,-1.3446,424392,9.7633,9.8402,9.9436,9.9933,10.0115,9.9947
1393,52824,135,-1.8345,-1.7193,-1.6066,-1.4623,-1.3399,-1.6514,424394,9.4157,9.5785,9.7339,9.8436,9.9485,9.7549
1393,52824,204,-3.2034,-2.9538,-2.572,-2.0945,-1.566,-2.4276,424442,9.2354,9.4481,9.6538,9.8519,9.9982,9.6901
1393,52824,218,-1.611,-1.5123,-1.4169,-1.3375,-1.3096,-1.4448,424450,9.6894,9.7871,9.9037,9.9812,10.0335,9.9626
1393,52824,507,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,424673,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1393,52824,543,-2.0046,-1.8733,-1.7209,-1.5746,-1.3608,-1.5762,424699,9.3468,9.5491,9.6911,9.8252,9.9269,9.7222
1393,52824,549,-3.1786,-2.9506,-2.6342,-2.2064,-1.7196,-2.9284,424703,9.3378,9.5285,9.7243,9.9103,10.0178,9.8341
1393,52824,571,-1.7549,-1.6198,-1.4941,-1.3707,-1.3167,-1.4886,424716,9.4217,9.5761,9.717,9.8406,9.9269,9.7387
1393,52824,576,-1.645,-1.5998,-1.5714,-1.5609,-1.5321,-1.5637,424721,9.8023,9.9041,9.9546,9.9982,10.0137,9.9788
1393,52824,612,-1.6203,-1.5927,-1.5621,-1.5153,-1.4783,-1.5888,424748,9.8514,9.8856,9.9808,10.0297,10.047,9.9464
1393,52824,618,-1.874,-1.775,-1.725,-1.6708,-1.646,-1.7014,424752,9.6608,9.7009,9.7814,9.8405,9.8685,9.835
1406,52876,130,-1.7042,-1.6539,-1.6043,-1.5422,-1.5069,-1.5762,429212,9.7847,9.9052,9.9474,10.0329,10.0662,9.9149
1406,52876,132,-1.5336,-1.466,-1.4308,-1.3787,-1.3464,-1.4323,429214,9.6866,9.7919,9.9116,9.9557,9.9918,9.9469
1406,52876,135,-1.6632,-1.568,-1.4692,-1.3801,-1.3148,-1.4636,429217,9.6007,9.7072,9.8144,9.9233,9.9769,9.8663
1406,52876,148,-1.6087,-1.5793,-1.5568,-1.5196,-1.5034,-1.5512,429229,9.8596,9.9313,10.0115,10.0277,10.0581,10.0265
1406,52876,204,-1.9507,-1.8284,-1.7128,-1.573,-1.4536,-1.6639,429273,9.5668,9.7318,9.862,9.9574,10.0211,9.9143
1407,52886,345,-1.8174,-1.7393,-1.707,-1.6784,-1.6206,-1.7014,429843,9.7222,9.8489,9.9174,9.9412,9.9742,9.93
1409,52824,302,-1.8638,-1.7697,-1.7183,-1.6831,-1.6328,-1.7014,430689,9.7398,9.8417,9.8911,9.9226,9.9708,9.8987
1414,53135,51,-2.2734,-2.1528,-1.9926,-1.8452,-1.6917,-2.027,430994,9.6845,9.8133,9.9324,10.0105,10.0666,10.0105
1414,53135,57,-2.383,-2.2159,-1.9814,-1.7667,-1.5388,-2.0395,430999,9.4857,9.6701,9.8242,9.9499,10.0331,9.8029
1414,53135,88,-1.9274,-1.8436,-1.7429,-1.6485,-1.5492,-1.7014,431020,9.7334,9.8707,9.9755,10.0436,10.0723,10.0263
1414,53135,599,-1.8464,-1.7537,-1.6708,-1.6381,-1.5914,-1.6639,431330,9.7758,9.8431,9.9099,9.9767,10.0298,9.9149
1414,53135,634,-1.6315,-1.5944,-1.5882,-1.5066,-1.5015,-1.5888,431353,9.8041,9.8173,10.0024,10.0357,10.0418,10.0429
1415,52885,326,-1.533,-1.4493,-1.3786,-1.3263,-1.3051,-1.3258,431557,9.6992,9.7782,9.8838,9.9554,9.9881,9.9623
1419,53144,586,-1.4441,-1.3959,-1.3354,-1.3086,-1.3024,-1.3071,433671,9.7736,9.8015,9.8514,9.9566,10.0104,9.8341
1419,53144,626,-1.756,-1.6705,-1.5856,-1.5286,-1.3823,-1.5762,433699,9.5368,9.7447,9.8558,9.9336,10.0147,9.8664
1419,53144,628,-1.8847,-1.7871,-1.6702,-1.5348,-1.3724,-1.6013,433701,9.4433,9.6003,9.7491,9.8581,9.9529,9.8347
1424,52912,178,-1.6298,-1.5419,-1.4634,-1.3712,-1.3382,-1.4135,435258,9.6768,9.7722,9.8632,9.9634,10.0146,9.8821
1424,52912,225,-1.8662,-1.77,-1.6967,-1.6319,-1.5771,-1.714,435293,9.7701,9.8718,9.9548,10.0091,10.0653,10.0105
1424,52912,238,-1.8924,-1.7802,-1.6949,-1.5758,-1.3963,-1.714,435306,9.4645,9.6674,9.8132,9.9172,9.9786,9.8186
1424,52912,249,-1.9109,-1.8355,-1.7433,-1.6648,-1.5893,-1.7515,435316,9.7842,9.8784,9.9623,10.0254,10.0657,10.0101
1424,52912,290,-1.7513,-1.6662,-1.567,-1.472,-1.3802,-1.6138,435344,9.5739,9.7361,9.8658,9.9665,10.0063,9.8823
1424,52912,582,-1.6727,-1.6249,-1.5713,-1.3227,-1.32,-1.3196,435571,9.5313,9.5381,9.7938,9.9205,9.9903,9.5466
1424,52912,585,-2.2883,-2.1393,-1.977,-1.8149,-1.6353,-2.027,435573,9.6633,9.8041,9.9218,10.0122,10.0651,10.0106
1424,52912,587,-2.0036,-1.897,-1.7775,-1.6716,-1.4806,-1.7766,435574,9.5797,9.7721,9.8826,9.9668,10.0124,9.834
1424,52912,590,-1.6367,-1.5953,-1.5574,-1.5118,-1.4775,-1.5512,435576,9.7511,9.8465,9.9182,9.9852,10.0101,9.9302
1427,52996,206,-2.5948,-2.2693,-1.8869,-1.5426,-1.3531,-1.6827,436605,9.1184,9.2697,9.4419,9.6218,9.7587,9.4822
1427,52996,209,-1.941,-1.8433,-1.7491,-1.7122,-1.6704,-1.7453,436607,9.5631,9.6765,9.7341,9.7973,9.8448,9.739
1427,52996,212,-1.7139,-1.6616,-1.5781,-1.4994,-1.4181,-1.5512,436610,9.7421,9.8368,9.9154,9.9797,10.0247,9.9782
1427,52996,219,-2.6677,-2.4905,-2.294,-2.103,-1.7739,-2.2273,436615,9.0752,9.1545,9.2692,9.3849,9.4853,9.3062
1427,52996,341,-1.65,-1.631,-1.6267,-1.5866,-1.5457,-1.6263,436714,9.7845,9.8939,9.9935,10.005,10.0104,10.0107
1427,52996,351,-1.6743,-1.648,-1.568,-1.5084,-1.4514,-1.5387,436721,9.5802,9.7317,9.8506,9.9558,10.0064,9.8663
1427,52996,385,-2.7466,-2.5799,-2.4309,-2.2594,-2.033,-2.534,436748,9.2595,9.3421,9.4813,9.6018,9.6909,9.5149
1427,52996,389,-1.6886,-1.5693,-1.4683,-1.3707,-1.3103,-1.3759,436752,9.4877,9.6241,9.7486,9.8671,9.942,9.7221
1427,52996,397,-1.6369,-1.5953,-1.5703,-1.5514,-1.4788,-1.57,436758,9.7456,9.865,9.9203,9.9451,9.9924,9.9309
1427,52996,399,-1.5758,-1.5625,-1.5532,-1.5168,-1.4838,-1.5512,436760,9.9071,9.9655,10.0141,10.0282,10.0407,10.026
1429,52990,400,-2.4156,-2.1246,-1.7953,-1.4953,-1.3392,-1.6827,437811,9.1187,9.2649,9.4193,9.5836,9.7157,9.3061
1429,52990,533,-1.6373,-1.6068,-1.5957,-1.578,-1.5617,-1.5762,437916,9.9574,9.9829,10.0111,10.0364,10.0546,9.9944
1429,52990,534,-2.5578,-2.3655,-2.0642,-1.6741,-1.3752,-2.0395,437917,9.2156,9.3444,9.4974,9.6387,9.7279,9.5307
1429,52990,578,-1.8328,-1.8319,-1.8298,-1.8276,-1.8268,-1.8266,437953,9.5312,9.5328,9.5389,9.5443,9.5457,9.5467
1430,53002,35,-2.4696,-2.2662,-2.0288,-1.733,-1.4342,-1.9769,438038,9.1228,9.2237,9.348,9.4898,9.6093,9.3382
1430,53002,56,-2.5748,-2.3054,-1.9173,-1.5374,-1.3474,-1.4761,438054,9.2142,9.3454,9.4973,9.6399,9.7491,9.4501
1430,53002,59,-1.659,-1.6157,-1.5536,-1.4714,-1.3772,-1.5512,438057,9.565,9.6513,9.8426,9.9689,10.0061,9.8821
1430,53002,61,-1.8518,-1.7569,-1.6371,-1.5275,-1.3386,-1.6201,438059,9.4556,9.5911,9.7526,9.875,9.9611,9.8342
1431,52992,8,-3.1529,-2.9668,-2.7022,-2.3644,-1.9328,-2.9284,438547,9.4798,9.6606,9.8258,9.9703,10.0427,9.8349
1431,52992,10,-1.6062,-1.5414,-1.4696,-1.3969,-1.313,-1.4636,438549,9.6136,9.815,9.9117,9.973,10.0184,9.9465
1431,52992,12,-2.5721,-2.3315,-2.0227,-1.7375,-1.475,-1.883,438551,9.3615,9.5397,9.7196,9.8712,9.9814,9.8029
1431,52992,13,-1.7035,-1.6344,-1.567,-1.493,-1.4234,-1.5512,438552,9.7367,9.7909,9.9158,9.9772,10.016,9.9789
1431,52992,32,-1.9471,-1.8111,-1.6374,-1.4891,-1.3535,-1.5637,438568,9.3812,9.5074,9.6518,9.7942,9.8812,9.6582
1431,52992,44,-2.0287,-1.9153,-1.8503,-1.7492,-1.6749,-1.8454,438577,9.4871,9.6353,9.7207,9.7779,9.8276,9.7542
1431,52992,237,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,438734,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1431,52992,384,-1.6254,-1.5753,-1.5199,-1.4636,-1.403,-1.5199,438853,9.7361,9.837,9.9054,9.951,10.001,9.9462
1431,52992,399,-1.5443,-1.5178,-1.4667,-1.4162,-1.3535,-1.4636,438865,9.5857,9.6974,9.8508,9.8952,9.9751,9.8666
1432,53003,22,-1.7754,-1.7178,-1.6542,-1.5896,-1.5005,-1.6201,439084,9.7671,9.8811,9.9548,10.0067,10.05,9.9468
1432,53003,41,-1.5728,-1.4974,-1.4301,-1.3498,-1.3196,-1.426,439100,9.7876,9.8672,9.9367,10.0008,10.0382,9.9465
1432,53003,44,-1.878,-1.7812,-1.6867,-1.6018,-1.4595,-1.7014,439103,9.586,9.7791,9.8855,9.966,10.0095,9.8665
1432,53003,59,-2.9844,-2.8023,-2.5576,-2.2916,-1.8475,-2.4714,439115,8.7794,8.8691,8.9816,9.1195,9.3807,8.9063
1432,53003,83,-2.2988,-2.1174,-1.9265,-1.7604,-1.5641,-1.908,439133,9.4444,9.5817,9.7227,9.8582,9.9477,9.6903
1432,53003,98,-2.0436,-1.927,-1.7894,-1.6732,-1.4982,-1.7891,439143,9.4018,9.5598,9.6982,9.8093,9.8449,9.7869
1432,53003,289,-1.9763,-1.906,-1.8142,-1.7073,-1.6215,-1.9018,439297,9.7698,9.8862,9.9658,10.0189,10.0626,9.9789
1432,53003,296,-1.7242,-1.7183,-1.7052,-1.6956,-1.6835,-1.714,439303,9.8371,9.883,9.8893,9.8957,9.8979,9.8988
1432,53003,547,-2.4988,-2.1973,-1.8646,-1.5383,-1.3498,-1.6827,439511,9.1966,9.3453,9.5071,9.6773,9.8017,9.4825
1432,53003,559,-2.0574,-1.9,-1.7374,-1.553,-1.3749,-1.8266,439520,9.5002,9.6627,9.8168,9.9341,10.0143,9.8345
1432,53003,560,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,439521,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1433,53035,42,-1.7667,-1.7179,-1.6938,-1.6354,-1.322,-1.7077,439620,9.4564,9.7498,9.8733,9.9076,9.9429,9.8986
1433,53035,46,-1.611,-1.5891,-1.5658,-1.5366,-1.5327,-1.5637,439624,9.9149,9.9255,9.9741,10.001,10.0395,9.9787
1433,53035,48,-2.0092,-1.8574,-1.6901,-1.5222,-1.3398,-1.6514,439626,9.3068,9.5092,9.6641,9.8036,9.9083,9.5783
1433,53035,84,-2.8333,-2.6869,-2.5184,-2.3774,-2.2193,-2.4151,439656,9.2083,9.3017,9.4012,9.5092,9.5963,9.4027
1433,53035,85,-1.6396,-1.6,-1.5788,-1.5567,-1.522,-1.5762,439657,9.8441,9.9409,9.9924,10.0208,10.0552,10.011
1433,53035,271,-2.3053,-2.1309,-1.9413,-1.759,-1.5215,-1.883,439807,9.3704,9.5229,9.6683,9.804,9.8912,9.6103
1433,53035,296,-2.3199,-2.2083,-2.0782,-1.9419,-1.7924,-2.0457,439831,9.3322,9.4685,9.5997,9.7538,9.8117,9.5302
1433,53035,433,-1.6066,-1.5228,-1.4416,-1.3664,-1.3144,-1.4197,439940,9.4214,9.5346,9.6331,9.7661,9.8118,9.7383
1434,53053,287,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,440306,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1435,52996,458,-2.0869,-1.9229,-1.759,-1.5777,-1.3689,-1.8266,440926,9.2498,9.4464,9.5826,9.7245,9.8173,9.5942
1435,52996,538,-1.6319,-1.5521,-1.5228,-1.4627,-1.3344,-1.5387,440990,9.6382,9.7053,9.8218,9.928,9.9895,9.7868
1436,53054,64,-1.828,-1.796,-1.7303,-1.6907,-1.648,-1.7014,441114,9.6906,9.7348,9.8157,9.8465,9.8908,9.85
1436,53054,69,-1.9849,-1.8844,-1.7832,-1.6962,-1.5827,-1.764,441119,9.525,9.7094,9.7973,9.9057,9.975,9.7865
1436,53054,95,-2.5373,-2.3506,-2.051,-1.7366,-1.46,-1.8517,441140,9.2015,9.3297,9.4809,9.6316,9.7063,9.4988
1436,53054,100,-1.6732,-1.6168,-1.5589,-1.4856,-1.3371,-1.5575,441144,9.5277,9.6671,9.8122,9.9472,9.9783,9.9626
1436,53054,142,-2.2016,-1.9386,-1.6565,-1.4337,-1.3245,-1.6827,441173,9.1609,9.2629,9.3962,9.5501,9.6547,9.3061
1436,53054,222,-2.4662,-2.2025,-1.9125,-1.5485,-1.3516,-1.8579,441229,9.1034,9.2095,9.3285,9.4729,9.5639,9.258
1436,53054,233,-1.7253,-1.6501,-1.5878,-1.536,-1.5023,-1.6013,441237,9.8065,9.8558,9.9427,9.9987,10.0434,9.9622
1436,53054,236,-2.5791,-2.3529,-2.0629,-1.7357,-1.4321,-2.0144,441239,9.2719,9.4204,9.5654,9.7132,9.8097,9.5947
1436,53054,239,-2.7648,-2.5889,-2.3683,-2.1063,-1.7996,-2.5716,441241,9.5575,9.7445,9.89,9.9992,10.0641,9.9464
1436,53054,592,-2.9541,-2.7722,-2.5299,-2.3456,-2.1145,-2.4276,441520,9.1867,9.2951,9.4366,9.538,9.6423,9.5143
1436,53054,594,-2.0524,-1.9489,-1.8484,-1.7283,-1.613,-1.8642,441521,9.656,9.8185,9.9144,9.9886,10.0399,9.9623
1437,53046,308,-1.4573,-1.4483,-1.4263,-1.362,-1.3518,-1.4448,441799,9.8217,9.8707,9.9579,10.0054,10.01,10.0107
1437,53046,317,-1.9996,-1.8697,-1.7194,-1.5485,-1.4219,-1.7202,441807,9.5229,9.7097,9.8407,9.9493,10.0238,9.9146
1438,53054,267,-1.8868,-1.7677,-1.6631,-1.5259,-1.3475,-1.7265,442286,9.2177,9.4444,9.584,9.726,9.8195,9.61
1438,53054,269,-1.4699,-1.4589,-1.3603,-1.3209,-1.3038,-1.3258,442288,9.6951,9.7718,9.8834,9.957,10.0066,9.8503
1438,53054,275,-1.972,-1.7289,-1.5247,-1.3759,-1.3112,-1.4573,442294,9.044,9.225,9.4093,9.545,9.6606,9.4823
1442,53050,629,-2.6259,-2.2674,-1.8104,-1.5347,-1.3583,-1.5637,444605,9.3649,9.5245,9.7085,9.8549,9.981,9.7225
1442,53050,631,-1.7482,-1.6892,-1.6306,-1.5961,-1.5469,-1.6263,444607,9.8044,9.8932,9.9604,10.0173,10.0649,10.0108
