SPECOBJID,RUN2D,RUN1D,PLATE,MJD,FIBERID,RA,DEC,Z_NOQSO,Z_ERR_NOQSO,CLASS_NOQSO,Chabrier_MILES_age_lightW,Chabrier_MILES_age_lightW_up_1sig,Chabrier_MILES_age_lightW_low_1sig,Chabrier_MILES_age_lightW_up_2sig,Chabrier_MILES_age_lightW_low_2sig,Chabrier_MILES_metallicity_lightW,Chabrier_MILES_metallicity_lightW_up_1sig,Chabrier_MILES_metallicity_lightW_low_1sig,Chabrier_MILES_metallicity_lightW_up_2sig,Chabrier_MILES_metallicity_lightW_low_2sig,Chabrier_MILES_age_massW,Chabrier_MILES_age_massW_up_1sig,Chabrier_MILES_age_massW_low_1sig,Chabrier_MILES_age_massW_up_2sig,Chabrier_MILES_age_massW_low_2sig,Chabrier_MILES_metallicity_massW,Chabrier_MILES_metallicity_massW_up_1sig,Chabrier_MILES_metallicity_massW_low_1sig,Chabrier_MILES_metallicity_massW_up_2sig,Chabrier_MILES_metallicity_massW_low_2sig,Chabrier_MILES_total_mass,Chabrier_MILES_total_mass_up_1sig,Chabrier_MILES_total_mass_low_1sig,Chabrier_MILES_total_mass_up_2sig,Chabrier_MILES_total_mass_low_2sig,Chabrier_MILES_spm_EBV,Chabrier_MILES_nComponentsSSP,Chabrier_ELODIE_age_lightW,Chabrier_ELODIE_age_lightW_up_1sig,Chabrier_ELODIE_age_lightW_low_1sig,Chabrier_ELODIE_age_lightW_up_2sig,Chabrier_ELODIE_age_lightW_low_2sig,Chabrier_ELODIE_metallicity_lightW,Chabrier_ELODIE_metallicity_lightW_up_1sig,Chabrier_ELODIE_metallicity_lightW_low_1sig,Chabrier_ELODIE_metallicity_lightW_up_2sig,Chabrier_ELODIE_metallicity_lightW_low_2sig,Chabrier_ELODIE_age_massW,Chabrier_ELODIE_age_massW_up_1sig,Chabrier_ELODIE_age_massW_low_1sig,Chabrier_ELODIE_age_massW_up_2sig,Chabrier_ELODIE_age_massW_low_2sig,Chabrier_ELODIE_metallicity_massW,Chabrier_ELODIE_metallicity_massW_up_1sig,Chabrier_ELODIE_metallicity_massW_low_1sig,Chabrier_ELODIE_metallicity_massW_up_2sig,Chabrier_ELODIE_metallicity_massW_low_2sig,Chabrier_ELODIE_total_mass,Chabrier_ELODIE_total_mass_up_1sig,Chabrier_ELODIE_total_mass_low_1sig,Chabrier_ELODIE_total_mass_up_2sig,Chabrier_ELODIE_total_mass_low_2sig,Chabrier_ELODIE_spm_EBV,Chabrier_ELODIE_nComponentsSSP
2795775559571892224,26,,2483,53852,604,164.53648,17.095705,0.03023273,7.427062e-06,GALAXY,7328341000.0,8427864000.0,7028471000.0,8577799000.0,5679056000.0,1.544474,1.544474,1.477974,1.750626,1.378224,9677322000.0,10926780000.0,7728167000.0,10926780000.0,6678623000.0,1.231923,1.531174,1.052372,1.677475,1.052372,35981640000.0,41994310000.0,34645500000.0,43998530000.0,30303020000.0,0.003333333,4,10325950000.0,11375740000.0,7926430000.0,11975620000.0,7826450000.0,0.9991714,1.331673,0.8661706,1.351623,0.8329205,11075800000.0,12425530000.0,9976020000.0,12875440000.0,9476120000.0,1.045722,1.118872,0.9127209,1.178722,0.8595206,51484470000.0,56015970000.0,41027170000.0,59501740000.0,40678590000.0,0.0,5
2795780782252124160,26,,2483,53852,623,164.48675,16.909568,0.0301221,1.058889e-05,GALAXY,8327907000.0,9177540000.0,6228817000.0,9477409000.0,5479142000.0,1.218623,1.325023,1.065672,1.511224,0.8196204,9327474000.0,9877236000.0,7378319000.0,11376590000.0,5679056000.0,1.404824,1.517874,0.9858713,1.630925,0.9193709,11637540000.0,12775510000.0,8887472000.0,13060000000.0,7275360000.0,0.01666667,4,10375940000.0,10525910000.0,8976220000.0,11475720000.0,8476320000.0,0.75312,0.8728207,0.7265199,0.9991714,0.6267693,10875840000.0,12525510000.0,9876040000.0,13075400000.0,9076200000.0,0.8129703,0.926021,0.7198699,0.9925213,0.6334193,13738680000.0,14836180000.0,11643460000.0,15335040000.0,11044830000.0,0.0,3
2796778868831184896,26,,2484,54144,158,163.83755,20.765685,0.03204434,1.090978e-05,GALAXY,9477409000.0,11876370000.0,9277496000.0,12276200000.0,7228384000.0,1.318373,1.318373,1.025771,1.624275,0.9526212,10726870000.0,12076280000.0,9677322000.0,12925910000.0,8177973000.0,1.311723,1.444724,1.078972,1.571075,0.8927708,28179690000.0,34343980000.0,24600420000.0,34542830000.0,21617690000.0,0.08333334,5,11075800000.0,12425530000.0,10575900000.0,12475520000.0,10225970000.0,1.085622,1.172072,0.9592712,1.205323,0.8728207,11775660000.0,12875440000.0,11375740000.0,12875440000.0,11025810000.0,1.019122,1.378224,0.8994209,1.471324,0.8861208,31390480000.0,35826030000.0,29172710000.0,36430880000.0,28366250000.0,0.003333333,5
2796876725366056960,26,,2484,54144,514,163.56035,21.132596,0.03257738,1.237379e-05,GALAXY,7928081000.0,8627778000.0,7478276000.0,10476980000.0,6228817000.0,1.258523,1.318373,1.178722,1.378224,0.9991714,9277496000.0,10776850000.0,7478276000.0,12526090000.0,6928514000.0,1.012471,1.205323,0.8595206,1.298423,0.7132198,14307450000.0,15648170000.0,13503020000.0,17525180000.0,12028220000.0,0.2033333,3,13725270000.0,14525110000.0,13375340000.0,14975020000.0,13175380000.0,1.092272,1.092272,0.9991714,1.092272,0.9526212,14125190000.0,14675080000.0,13625290000.0,14975020000.0,13625290000.0,1.045722,1.098922,0.9991714,1.125522,0.9592712,27396990000.0,28855040000.0,26336590000.0,30048000000.0,26071490000.0,0.09333333,3
2796878099755591680,26,,2484,54144,519,163.62283,21.163664,0.03151091,8.244794e-06,GALAXY,4629511000.0,6278796000.0,3979792000.0,6728601000.0,3829858000.0,1.544474,1.544474,1.318373,1.750626,1.225273,4629511000.0,6778579000.0,4229684000.0,8277929000.0,3979792000.0,1.537824,1.677475,1.172072,1.803826,1.092272,20157330000.0,24743730000.0,18268810000.0,25553090000.0,17729230000.0,0.07,2,9276160000.0,10425930000.0,8826250000.0,10925830000.0,8726270000.0,1.092272,1.092272,0.9991714,1.092272,0.9925213,9476120000.0,10725870000.0,8876240000.0,10975820000.0,8776260000.0,1.158772,1.192022,1.025771,1.192022,0.9526212,37463710000.0,41106510000.0,35221980000.0,43348230000.0,34661550000.0,0.0,2
2797933906333034496,26,,2485,54176,264,164.60003,17.221149,0.02924602,1.521271e-05,GALAXY,7578232000.0,8577799000.0,5479142000.0,10726870000.0,3679922000.0,0.75312,1.059022,0.6400694,1.351623,0.5137187,9877236000.0,11726430000.0,7578232000.0,12276200000.0,4479576000.0,0.4339182,0.9060709,0.3607678,1.231923,0.3341677,4111788000.0,5246551000.0,3131765000.0,5607612000.0,2254903000.0,0.2133333,6,8426330000.0,9876040000.0,7376540000.0,11975620000.0,6876640000.0,0.7265199,0.9925213,0.6267693,1.012471,0.580219,13275360000.0,14125190000.0,11575700000.0,14125190000.0,10026010000.0,0.8994209,1.032422,0.6999197,1.165422,0.6201193,6362438000.0,7065221000.0,5767775000.0,7713945000.0,5227172000.0,0.06333333,3
2799098284113684480,26,,2486,53876,404,164.4705,23.85579,0.04362574,9.682591e-06,GALAXY,6078882000.0,7478276000.0,4729467000.0,8177973000.0,4729467000.0,1.657525,1.996677,1.477974,1.996677,1.438074,7078449000.0,8377886000.0,5928948000.0,8877669000.0,5279229000.0,1.630925,1.996677,1.424774,1.996677,1.278473,45766230000.0,54665490000.0,40614020000.0,58412540000.0,39208880000.0,0.08,4,7926430000.0,8626290000.0,7326550000.0,9226170000.0,6826650000.0,1.325023,1.418124,1.305073,1.418124,1.165422,8676280000.0,9576100000.0,7626490000.0,10825850000.0,7076600000.0,1.391524,1.491274,1.211973,1.644225,1.112222,58004120000.0,63290550000.0,51756510000.0,70979910000.0,49353580000.0,0.003333333,4
2799099108747405312,26,,2486,53876,407,164.49109,23.862304,0.04396337,9.068593e-06,GALAXY,9727301000.0,10626910000.0,4779446000.0,12576070000.0,3280096000.0,0.3607678,0.5270188,0.3208676,0.6999197,0.1812168,13975460000.0,14525220000.0,10277060000.0,14775110000.0,5079316000.0,0.0681662,0.1479666,0.05486612,0.2543672,0.03491601,3603121000.0,3834941000.0,2026745000.0,4344945000.0,1470377000.0,0.05666667,4,1927630000.0,2277560000.0,877840000.0,7976420000.0,677880000.0,0.9127209,1.092272,0.9127209,1.497924,0.2543672,4227170000.0,12125590000.0,877840000.0,13425330000.0,677880000.0,0.6799696,1.358273,0.1413166,1.697425,0.06151615,1074708000.0,2907334000.0,678464600.0,2907334000.0,579403800.0,0.0,2
2799099933381126144,26,,2486,53876,410,164.48311,23.84354,0.04401275,1.20486e-05,GALAXY,7278363000.0,8377886000.0,5479142000.0,9077583000.0,5329207000.0,1.497924,1.624275,1.378224,1.750626,1.225273,8078016000.0,9277496000.0,6328774000.0,10227080000.0,5729034000.0,1.338323,1.604325,1.145472,1.657525,1.065672,32540600000.0,35926700000.0,26691890000.0,38697150000.0,26384060000.0,0.09666666,3,11875640000.0,12675480000.0,10975820000.0,13325350000.0,10325950000.0,1.245223,1.331673,1.165422,1.418124,1.085622,12175580000.0,13175380000.0,11575700000.0,13575300000.0,11025810000.0,1.338323,1.431424,1.138822,1.497924,1.045722,58029360000.0,61137580000.0,52123740000.0,64245790000.0,48393880000.0,0.0,4
2799101032892753920,26,,2486,53876,414,164.40419,23.897843,0.0439431,1.27728e-05,GALAXY,6228817000.0,8977626000.0,5429164000.0,9527387000.0,5429164000.0,1.624275,1.750626,1.251873,1.750626,1.178722,7628211000.0,10177110000.0,6978492000.0,11176670000.0,6778579000.0,1.438074,1.770576,1.072322,1.783876,1.005821,32859560000.0,43614890000.0,29043150000.0,49859920000.0,29043150000.0,0.08666667,4,11175780000.0,11375740000.0,9226170000.0,11675680000.0,8826250000.0,1.152122,1.338323,1.152122,1.418124,1.085622,11725670000.0,12175580000.0,10575900000.0,12475520000.0,9326150000.0,1.351623,1.458024,1.052372,1.557775,1.019122,61063170000.0,62831090000.0,48687700000.0,64245430000.0,46212610000.0,0.0,4
2799102407282288640,26,,2486,53876,419,164.42553,23.885969,0.04379286,1.727729e-05,GALAXY,10676890000.0,11376590000.0,8177973000.0,12975890000.0,7328341000.0,1.271823,1.497924,1.125522,1.750626,0.8728207,13875500000.0,14225350000.0,12076280000.0,14525220000.0,10377020000.0,1.285123,1.610975,1.045722,1.763926,0.8528706,13921500000.0,14696280000.0,11166710000.0,15298890000.0,8670178000.0,0.04,5,11225770000.0,12725470000.0,8726270000.0,13725270000.0,7826450000.0,0.8728207,1.092272,0.75977,1.251873,0.6267693,11875640000.0,13475320000.0,8776260000.0,14175180000.0,7826450000.0,0.9060709,1.192022,0.7996703,1.218623,0.566919,13935880000.0,15536710000.0,10912090000.0,16426050000.0,9667006000.0,0.0,4
2799114501910194176,26,,2486,53876,463,164.98268,24.168971,0.0441782,2.089858e-05,GALAXY,5529121000.0,10776850000.0,3430031000.0,13475680000.0,1880702000.0,0.6999197,1.025771,0.3740679,1.351623,0.04821608,7678189000.0,13325740000.0,4729467000.0,13725570000.0,2430464000.0,0.3275176,0.5403188,0.1080664,0.8329205,0.04821608,1190562000.0,2111468000.0,822199300.0,2664012000.0,591972700.0,0.05333333,4,7026610000.0,7726470000.0,3877240000.0,10026010000.0,527910000.0,0.74647,1.085622,0.5868691,1.497924,0.4605184,13575300000.0,14425130000.0,9076200000.0,14975020000.0,977820000.0,0.9925213,1.591025,0.6467195,1.996677,0.4006681,2367056000.0,2867016000.0,1192150000.0,3017004000.0,242225800.0,0.1233333,5
2799114776788101120,26,,2486,53876,464,164.96101,24.057956,0.04369651,1.245396e-05,GALAXY,9477409000.0,11326610000.0,8477842000.0,12975890000.0,7478276000.0,0.9991714,1.092272,0.8329205,1.251873,0.6666695,11726430000.0,12875940000.0,10726870000.0,13675590000.0,9527387000.0,0.7065698,0.8196204,0.6400694,0.9725713,0.5004186,15543360000.0,18399810000.0,14115130000.0,21126420000.0,12557070000.0,0.04,4,7976420000.0,8976220000.0,6976620000.0,10475920000.0,6126790000.0,0.75312,0.8661706,0.6267693,1.125522,0.5004186,8126390000.0,9626090000.0,6926630000.0,10525910000.0,6476720000.0,0.7398199,0.8794707,0.5935192,1.098922,0.5004186,13272080000.0,15402100000.0,11674570000.0,16333980000.0,9145185000.0,0.006666667,3
2799115876299728896,26,,2486,53876,468,165.01181,24.157553,0.04281516,1.708213e-05,GALAXY,5928948000.0,9077583000.0,4179706000.0,9527387000.0,4179706000.0,0.9991714,1.318373,0.4937686,1.318373,0.4605184,6828557000.0,11026740000.0,4579532000.0,11476540000.0,4479576000.0,0.8262705,1.172072,0.4937686,1.265173,0.4538684,5938913000.0,8428768000.0,4731710000.0,8881469000.0,3901758000.0,0.06,4,7976420000.0,9426130000.0,6176780000.0,9926030000.0,5226970000.0,0.6267693,0.8661706,0.5137187,0.8728207,0.4937686,8376340000.0,9526110000.0,6676680000.0,10275960000.0,5776860000.0,0.6600195,0.9459711,0.4937686,1.092272,0.4937686,7827995000.0,8700447000.0,6400345000.0,9652214000.0,4417498000.0,0.0,3
