panel,title,sample,population,outcome,success_class,bin_left,bin_right,mass_location,n_success,n_total,n_groups,raw_fraction,plot_estimate,plot_error,limit_type,displayed
quenched_bgg,(h) Quenched fraction: BGGs,CG4,bggs,ssfr,Quenched,7.0,10.0,,0,0,0,,,,empty,False
quenched_bgg,(h) Quenched fraction: BGGs,CG4,bggs,ssfr,Quenched,10.0,10.5,,0,0,0,,,,empty,False
quenched_bgg,(h) Quenched fraction: BGGs,CG4,bggs,ssfr,Quenched,10.5,11.0,10.90878,8,12,12,0.6666666666666666,0.6666666666666666,0.13608276348795434,two_sided,True
quenched_bgg,(h) Quenched fraction: BGGs,CG4,bggs,ssfr,Quenched,11.0,12.5,11.146560000000001,37,44,44,0.8409090909090909,0.8409090909090909,0.05514052126067156,two_sided,True
quenched_bgg,(h) Quenched fraction: BGGs,Control4B,bggs,ssfr,Quenched,7.0,10.0,8.512213,0,2,2,0.0,0.2882477501323451,0.2882477501323451,upper,False
quenched_bgg,(h) Quenched fraction: BGGs,Control4B,bggs,ssfr,Quenched,10.0,10.5,10.37702,1,3,3,0.3333333333333333,0.3333333333333333,0.2721655269759087,two_sided,False
quenched_bgg,(h) Quenched fraction: BGGs,Control4B,bggs,ssfr,Quenched,10.5,11.0,10.92664,109,167,167,0.6526946107784432,0.6526946107784432,0.03684279240680132,two_sided,True
quenched_bgg,(h) Quenched fraction: BGGs,Control4B,bggs,ssfr,Quenched,11.0,12.5,11.15809,423,468,468,0.9038461538461539,0.9038461538461539,0.013627232352500473,two_sided,True
quenched_bgg,(h) Quenched fraction: BGGs,Control4C,bggs,ssfr,Quenched,7.0,10.0,8.512213,0,2,2,0.0,0.2882477501323451,0.2882477501323451,upper,False
quenched_bgg,(h) Quenched fraction: BGGs,Control4C,bggs,ssfr,Quenched,10.0,10.5,10.37702,1,3,3,0.3333333333333333,0.3333333333333333,0.2721655269759087,two_sided,False
quenched_bgg,(h) Quenched fraction: BGGs,Control4C,bggs,ssfr,Quenched,10.5,11.0,10.92664,109,167,167,0.6526946107784432,0.6526946107784432,0.03684279240680132,two_sided,True
quenched_bgg,(h) Quenched fraction: BGGs,Control4C,bggs,ssfr,Quenched,11.0,12.5,11.160715,427,472,472,0.9046610169491526,0.9046610169491526,0.013517836722810766,two_sided,True
quenched_bgg,(h) Quenched fraction: BGGs,RG4,bggs,ssfr,Quenched,7.0,10.0,9.250072,0,1,1,0.0,0.3656816655473472,0.3656816655473472,upper,False
quenched_bgg,(h) Quenched fraction: BGGs,RG4,bggs,ssfr,Quenched,10.0,10.5,,0,0,0,,,,empty,False
quenched_bgg,(h) Quenched fraction: BGGs,RG4,bggs,ssfr,Quenched,10.5,11.0,10.901489999999999,18,30,30,0.6,0.6,0.08944271909999159,two_sided,True
quenched_bgg,(h) Quenched fraction: BGGs,RG4,bggs,ssfr,Quenched,11.0,12.5,11.08952,20,22,22,0.9090909090909091,0.9090909090909091,0.06129089658756747,two_sided,True
