objid,in_CG4,CG4_group,CG4_rank_M,CG4_rank_dist,in_Control4B,Control4B_group,Control4B_rank_M,Control4B_rank_dist,in_Control4C,Control4C_group,Control4C_rank_M,Control4C_rank_dist,in_RG4,RG4_group,RG4_rank_M,RG4_rank_dist,in_PC,PC_group,PC_rank_M,PC_rank_dist,CG4_class,CG4_host_lim_group,lim_group,physical_group
1237661974404268151,False,,,,True,7009.0,3.0,3.0,True,7009.0,2.0,3.0,False,,,,True,7009.0,3.0,3.0,,,7009.0,Lim:7009
1237661383314702493,False,,,,True,4742.0,4.0,5.0,False,,,,False,,,,True,4742.0,4.0,5.0,,,4742.0,Lim:4742
1237661383314702534,False,,,,True,4742.0,2.0,6.0,False,,,,False,,,,True,4742.0,2.0,6.0,,,4742.0,Lim:4742
1237661065489481886,False,,,,True,790.0,4.0,16.0,False,,,,False,,,,True,790.0,4.0,16.0,,,790.0,Lim:790
1237661386530750680,False,,,,True,7183.0,3.0,3.0,True,7183.0,3.0,3.0,False,,,,True,7183.0,3.0,3.0,,,7183.0,Lim:7183
1237661386532978835,False,,,,True,2548.0,2.0,4.0,True,2548.0,2.0,4.0,False,,,,True,2548.0,2.0,4.0,,,2548.0,Lim:2548
1237662225159946473,False,,,,True,642.0,2.0,12.0,False,,,,False,,,,True,642.0,2.0,12.0,,,642.0,Lim:642
1237662193998102638,False,,,,True,798.0,2.0,5.0,False,,,,False,,,,True,798.0,2.0,5.0,,,798.0,Lim:798
1237662195055198357,False,,,,True,4742.0,3.0,4.0,True,4742.0,2.0,4.0,False,,,,True,4742.0,3.0,4.0,,,4742.0,Lim:4742
1237662224596205572,False,,,,True,3119.0,2.0,5.0,False,,,,False,,,,True,3119.0,2.0,5.0,,,3119.0,Lim:3119
1237662199895687423,False,,,,True,2959.0,4.0,8.0,False,,,,False,,,,True,2959.0,4.0,8.0,,,2959.0,Lim:2959
1237661388140511326,False,,,,True,5329.0,2.0,4.0,True,5329.0,2.0,4.0,False,,,,True,5329.0,2.0,4.0,,,5329.0,Lim:5329
1237661388140576978,False,,,,True,5329.0,3.0,3.0,True,5329.0,3.0,3.0,False,,,,True,5329.0,3.0,3.0,,,5329.0,Lim:5329
1237661388140642314,False,,,,True,5329.0,4.0,2.0,True,5329.0,4.0,2.0,False,,,,True,5329.0,4.0,2.0,,,5329.0,Lim:5329
1237661387619238463,False,,,,True,10236.0,3.0,3.0,True,10236.0,3.0,3.0,True,10236.0,3.0,3.0,True,10236.0,3.0,3.0,,,10236.0,Lim:10236
1237662264860213600,False,,,,True,5336.0,1.0,1.0,True,5336.0,1.0,1.0,False,,,,True,5336.0,1.0,1.0,,,5336.0,Lim:5336
1237662267536179306,False,,,,True,555.0,1.0,1.0,True,555.0,1.0,1.0,False,,,,True,555.0,1.0,1.0,,,555.0,Lim:555
1237662197747875912,False,,,,True,5336.0,2.0,4.0,True,5336.0,2.0,4.0,False,,,,True,5336.0,2.0,4.0,,,5336.0,Lim:5336
1237662197748072534,False,,,,True,79.0,4.0,35.0,False,,,,False,,,,True,79.0,4.0,35.0,,,79.0,Lim:79
1237661388148244492,False,,,,True,5055.0,1.0,1.0,True,5055.0,1.0,1.0,False,,,,True,5055.0,1.0,1.0,,,5055.0,Lim:5055
1237663786885775559,False,,,,True,1698.0,3.0,11.0,False,,,,False,,,,True,1698.0,3.0,11.0,,,1698.0,Lim:1698
1237663786885906868,False,,,,True,1698.0,4.0,9.0,False,,,,False,,,,True,1698.0,4.0,9.0,,,1698.0,Lim:1698
1237662263778672703,False,,,,True,1437.0,1.0,1.0,True,1437.0,1.0,1.0,False,,,,True,1437.0,1.0,1.0,,,1437.0,Lim:1437
1237662263778672812,False,,,,True,1437.0,4.0,3.0,True,1437.0,3.0,3.0,False,,,,True,1437.0,4.0,3.0,,,1437.0,Lim:1437
1237662264314822691,False,,,,True,293.0,4.0,21.0,False,,,,False,,,,True,293.0,4.0,21.0,,,293.0,Lim:293
1237662264322883777,False,,,,True,6516.0,2.0,3.0,True,6516.0,2.0,3.0,False,,,,True,6516.0,2.0,3.0,,,6516.0,Lim:6516
1237662264323473751,False,,,,True,79.0,3.0,30.0,False,,,,False,,,,True,79.0,3.0,30.0,,,79.0,Lim:79
1237661950274371815,False,,,,True,288.0,3.0,28.0,False,,,,False,,,,True,288.0,3.0,28.0,,,288.0,Lim:288
1237661951320588304,False,,,,True,1264.0,1.0,1.0,True,1264.0,1.0,1.0,False,,,,True,1264.0,1.0,1.0,,,1264.0,Lim:1264
1237662528986873936,False,,,,True,95.0,2.0,24.0,False,,,,False,,,,True,95.0,2.0,24.0,,,95.0,Lim:95
1237662529524596965,False,,,,True,3649.0,4.0,2.0,True,3649.0,2.0,2.0,False,,,,True,3649.0,4.0,2.0,,,3649.0,Lim:3649
1237662529529511944,False,,,,True,6725.0,1.0,1.0,True,6725.0,1.0,1.0,False,,,,True,6725.0,1.0,1.0,,,6725.0,Lim:6725
1237661874014650453,False,,,,True,1483.0,2.0,3.0,True,1483.0,2.0,3.0,False,,,,True,1483.0,2.0,3.0,,,1483.0,Lim:1483
1237662224070869100,False,,,,True,484.0,3.0,11.0,False,,,,False,,,,True,484.0,3.0,11.0,,,484.0,Lim:484
1237661958300238042,False,,,,True,2080.0,1.0,1.0,True,2080.0,1.0,1.0,False,,,,True,2080.0,1.0,1.0,,,2080.0,Lim:2080
1237662636901269762,False,,,,True,6725.0,3.0,3.0,True,6725.0,2.0,3.0,False,,,,True,6725.0,3.0,3.0,,,6725.0,Lim:6725
1237661849862733840,False,,,,True,226.0,2.0,28.0,False,,,,False,,,,True,226.0,2.0,28.0,,,226.0,Lim:226
1237662237477437668,False,,,,True,293.0,2.0,25.0,False,,,,False,,,,True,293.0,2.0,25.0,,,293.0,Lim:293
1237662224060448839,False,,,,True,444.0,3.0,12.0,False,,,,False,,,,True,444.0,3.0,12.0,,,444.0,Lim:444
1237662195056640151,False,,,,True,1451.0,4.0,2.0,True,1451.0,2.0,2.0,False,,,,True,1451.0,4.0,2.0,,,1451.0,Lim:1451
1237662306189770850,False,,,,True,10955.0,2.0,2.0,True,10955.0,2.0,2.0,True,10955.0,2.0,2.0,True,10955.0,2.0,2.0,,,10955.0,Lim:10955
1237661418211508275,False,,,,True,5329.0,1.0,1.0,True,5329.0,1.0,1.0,False,,,,True,5329.0,1.0,1.0,,,5329.0,Lim:5329
1237662198818930724,False,,,,True,407.0,1.0,1.0,True,407.0,1.0,1.0,False,,,,True,407.0,1.0,1.0,,,407.0,Lim:407
1237661949737435196,False,,,,True,288.0,4.0,20.0,False,,,,False,,,,True,288.0,4.0,20.0,,,288.0,Lim:288
1237662195072761905,False,,,,True,5206.0,1.0,1.0,True,5206.0,1.0,1.0,False,,,,True,5206.0,1.0,1.0,,,5206.0,Lim:5206
1237662195072761977,False,,,,True,5206.0,3.0,5.0,False,,,,False,,,,True,5206.0,3.0,5.0,,,5206.0,Lim:5206
1237662195072827520,False,,,,True,5206.0,4.0,6.0,False,,,,False,,,,True,5206.0,4.0,6.0,,,5206.0,Lim:5206
1237662238014373973,False,,,,True,293.0,1.0,1.0,True,293.0,1.0,1.0,False,,,,True,293.0,1.0,1.0,,,293.0,Lim:293
1237662663754645941,False,,,,True,3156.0,2.0,7.0,False,,,,False,,,,True,3156.0,2.0,7.0,,,3156.0,Lim:3156
1237662236412674066,False,,,,True,6411.0,3.0,5.0,False,,,,False,,,,True,6411.0,3.0,5.0,,,6411.0,Lim:6411
1237661137421205549,False,,,,True,1270.0,2.0,8.0,False,,,,False,,,,True,1270.0,2.0,8.0,,,1270.0,Lim:1270
1237661965821477083,False,,,,True,5260.0,4.0,5.0,False,,,,False,,,,True,5260.0,4.0,5.0,,,5260.0,Lim:5260
1237662223543828509,False,,,,True,1670.0,1.0,1.0,True,1670.0,1.0,1.0,False,,,,True,1670.0,1.0,1.0,,,1670.0,Lim:1670
1237661970110152760,False,,,,True,5070.0,1.0,1.0,True,5070.0,1.0,1.0,False,,,,True,5070.0,1.0,1.0,,,5070.0,Lim:5070
1237661970110152878,False,,,,True,5070.0,3.0,2.0,True,5070.0,3.0,2.0,False,,,,True,5070.0,3.0,2.0,,,5070.0,Lim:5070
1237662237482942664,False,,,,True,789.0,4.0,10.0,False,,,,False,,,,True,789.0,4.0,10.0,,,789.0,Lim:789
1237662237483008305,False,,,,True,789.0,3.0,13.0,False,,,,False,,,,True,789.0,3.0,13.0,,,789.0,Lim:789
1237662238020468888,False,,,,True,3754.0,2.0,2.0,True,3754.0,2.0,2.0,False,,,,True,3754.0,2.0,2.0,,,3754.0,Lim:3754
1237662197745320335,False,,,,True,2838.0,4.0,6.0,False,,,,False,,,,True,2838.0,4.0,6.0,,,2838.0,Lim:2838
1237661949737828733,False,,,,True,7300.0,4.0,2.0,True,7300.0,3.0,2.0,False,,,,True,7300.0,4.0,2.0,,,7300.0,Lim:7300
1237661418750279689,False,,,,True,1733.0,1.0,1.0,True,1733.0,1.0,1.0,False,,,,True,1733.0,1.0,1.0,,,1733.0,Lim:1733
1237661418750279810,False,,,,True,1733.0,2.0,2.0,True,1733.0,2.0,2.0,False,,,,True,1733.0,2.0,2.0,,,1733.0,Lim:1733
1237662662135578692,False,,,,True,3826.0,2.0,2.0,True,3826.0,2.0,2.0,False,,,,True,3826.0,2.0,2.0,,,3826.0,Lim:3826
1237662199359013245,False,,,,True,7300.0,2.0,4.0,True,7300.0,2.0,4.0,False,,,,True,7300.0,2.0,4.0,,,7300.0,Lim:7300
1237662199895687252,False,,,,True,2959.0,3.0,6.0,False,,,,False,,,,True,2959.0,3.0,6.0,,,2959.0,Lim:2959
1237662198284484650,False,,,,True,7023.0,3.0,3.0,True,7023.0,3.0,3.0,False,,,,True,7023.0,3.0,3.0,,,7023.0,Lim:7023
1237662224077226146,False,,,,True,962.0,4.0,4.0,True,962.0,2.0,4.0,False,,,,True,962.0,4.0,4.0,,,962.0,Lim:962
1237662224080633907,False,,,,True,3826.0,3.0,5.0,False,,,,False,,,,True,3826.0,3.0,5.0,,,3826.0,Lim:3826
1237662224596926539,False,,,,True,1436.0,1.0,1.0,True,1436.0,1.0,1.0,False,,,,True,1436.0,1.0,1.0,,,1436.0,Lim:1436
1237661950802133052,False,,,,True,3743.0,1.0,1.0,True,3743.0,1.0,1.0,False,,,,True,3743.0,1.0,1.0,,,3743.0,Lim:3743
1237661872407576591,False,,,,True,10914.0,1.0,1.0,True,10914.0,1.0,1.0,True,10914.0,1.0,1.0,True,10914.0,1.0,1.0,,,10914.0,Lim:10914
1237662263783522317,False,,,,True,789.0,1.0,1.0,True,789.0,1.0,1.0,False,,,,True,789.0,1.0,1.0,,,789.0,Lim:789
1237662263783522502,False,,,,True,789.0,2.0,2.0,True,789.0,2.0,2.0,False,,,,True,789.0,2.0,2.0,,,789.0,Lim:789
1237662266463486279,False,,,,True,291.0,1.0,1.0,True,291.0,1.0,1.0,False,,,,True,291.0,1.0,1.0,,,291.0,Lim:291
1237662266463682621,False,,,,True,803.0,2.0,10.0,False,,,,False,,,,True,803.0,2.0,10.0,,,803.0,Lim:803
1237662266463682686,False,,,,True,291.0,3.0,27.0,False,,,,False,,,,True,291.0,3.0,27.0,,,291.0,Lim:291
1237662199895556320,False,,,,True,2959.0,2.0,2.0,True,2959.0,2.0,2.0,False,,,,True,2959.0,2.0,2.0,,,2959.0,Lim:2959
1237662193989582996,False,,,,True,11129.0,4.0,2.0,True,11129.0,4.0,2.0,True,11129.0,4.0,2.0,True,11129.0,4.0,2.0,,,11129.0,Lim:11129
1237662194000461972,False,,,,True,1485.0,3.0,2.0,True,1485.0,2.0,2.0,False,,,,True,1485.0,3.0,2.0,,,1485.0,Lim:1485
1237662263242260516,False,,,,True,2095.0,4.0,9.0,False,,,,False,,,,True,2095.0,4.0,9.0,,,2095.0,Lim:2095
1237662528456818734,False,,,,True,470.0,2.0,22.0,False,,,,False,,,,True,470.0,2.0,22.0,,,470.0,Lim:470
1237662263786209634,False,,,,True,32.0,2.0,57.0,False,,,,False,,,,True,32.0,2.0,57.0,,,32.0,Lim:32
1237662239091916865,False,,,,True,1729.0,3.0,6.0,False,,,,False,,,,True,1729.0,3.0,6.0,,,1729.0,Lim:1729
1237662262714695999,False,,,,True,4659.0,3.0,6.0,False,,,,False,,,,True,4659.0,3.0,6.0,,,4659.0,Lim:4659
1237662635828773071,False,,,,True,470.0,3.0,6.0,False,,,,False,,,,True,470.0,3.0,6.0,,,470.0,Lim:470
1237661971730333720,False,,,,True,242.0,3.0,4.0,True,242.0,2.0,4.0,False,,,,True,242.0,3.0,4.0,,,242.0,Lim:242
1237662225671454772,False,,,,True,3067.0,3.0,6.0,False,,,,False,,,,True,3067.0,3.0,6.0,,,3067.0,Lim:3067
1237662225671520364,False,,,,True,3067.0,2.0,3.0,True,3067.0,2.0,3.0,False,,,,True,3067.0,2.0,3.0,,,3067.0,Lim:3067
1237662225671520433,False,,,,True,3067.0,4.0,4.0,True,3067.0,3.0,4.0,False,,,,True,3067.0,4.0,4.0,,,3067.0,Lim:3067
1237662224070869086,False,,,,True,484.0,4.0,6.0,False,,,,False,,,,True,484.0,4.0,6.0,,,484.0,Lim:484
1237662224070869099,False,,,,True,484.0,2.0,9.0,False,,,,False,,,,True,484.0,2.0,9.0,,,484.0,Lim:484
1237662264860082397,False,,,,True,7023.0,1.0,1.0,True,7023.0,1.0,1.0,False,,,,True,7023.0,1.0,1.0,,,7023.0,Lim:7023
1237662264860213622,False,,,,True,7023.0,4.0,5.0,False,,,,False,,,,True,7023.0,4.0,5.0,,,7023.0,Lim:7023
1237662224597319823,False,,,,True,444.0,4.0,10.0,False,,,,False,,,,True,444.0,4.0,10.0,,,444.0,Lim:444
1237662636901138665,False,,,,True,6725.0,2.0,5.0,False,,,,False,,,,True,6725.0,2.0,5.0,,,6725.0,Lim:6725
1237662264319213804,False,,,,True,727.0,3.0,13.0,False,,,,False,,,,True,727.0,3.0,13.0,,,727.0,Lim:727
1237662267537948677,False,,,,True,2423.0,1.0,1.0,True,2423.0,1.0,1.0,False,,,,True,2423.0,1.0,1.0,,,2423.0,Lim:2423
1237662267537949046,False,,,,True,2423.0,3.0,3.0,True,2423.0,3.0,3.0,False,,,,True,2423.0,3.0,3.0,,,2423.0,Lim:2423
1237662267538080034,False,,,,True,2423.0,4.0,7.0,False,,,,False,,,,True,2423.0,4.0,7.0,,,2423.0,Lim:2423
1237662198286909631,False,,,,True,2064.0,1.0,1.0,True,2064.0,1.0,1.0,False,,,,True,2064.0,1.0,1.0,,,2064.0,Lim:2064
1237662198823911677,False,,,,True,7367.0,2.0,2.0,True,7367.0,2.0,2.0,False,,,,True,7367.0,2.0,2.0,,,7367.0,Lim:7367
1237662199359078814,False,,,,True,7300.0,3.0,5.0,False,,,,False,,,,True,7300.0,3.0,5.0,,,7300.0,Lim:7300
1237662262178807908,False,,,,True,4977.0,4.0,2.0,True,4977.0,2.0,2.0,False,,,,True,4977.0,4.0,2.0,,,4977.0,Lim:4977
1237662224070868999,False,,,,True,484.0,1.0,1.0,True,484.0,1.0,1.0,False,,,,True,484.0,1.0,1.0,,,484.0,Lim:484
1237661949737435262,False,,,,True,100.0,2.0,2.0,True,100.0,2.0,2.0,False,,,,True,100.0,2.0,2.0,,,100.0,Lim:100
1237659324943237245,False,,,,True,5161.0,3.0,2.0,True,5161.0,2.0,2.0,False,,,,True,5161.0,3.0,2.0,,,5161.0,Lim:5161
1237661974405906560,False,,,,True,7339.0,3.0,2.0,True,7339.0,2.0,2.0,False,,,,True,7339.0,3.0,2.0,,,7339.0,Lim:7339
1237662300841377924,False,,,,True,7162.0,1.0,1.0,True,7162.0,1.0,1.0,False,,,,True,7162.0,1.0,1.0,,,7162.0,Lim:7162
1237662301376872719,False,,,,True,10324.0,4.0,2.0,True,10324.0,4.0,2.0,True,10324.0,4.0,2.0,True,10324.0,4.0,2.0,,,10324.0,Lim:10324
1237662301899718756,False,,,,True,2080.0,2.0,8.0,False,,,,False,,,,True,2080.0,2.0,8.0,,,2080.0,Lim:2080
1237661813884846230,False,,,,True,3901.0,2.0,5.0,False,,,,False,,,,True,3901.0,2.0,5.0,,,3901.0,Lim:3901
1237662528986808444,False,,,,True,95.0,4.0,19.0,False,,,,False,,,,True,95.0,4.0,19.0,,,95.0,Lim:95
1237662199895556189,False,,,,True,2959.0,1.0,1.0,True,2959.0,1.0,1.0,False,,,,True,2959.0,1.0,1.0,,,2959.0,Lim:2959
1237662268074492193,False,,,,True,7359.0,2.0,3.0,True,7359.0,2.0,3.0,False,,,,True,7359.0,2.0,3.0,,,7359.0,Lim:7359
1237662268076523936,False,,,,True,5310.0,4.0,3.0,True,5310.0,3.0,3.0,False,,,,True,5310.0,4.0,3.0,,,5310.0,Lim:5310
1237662264855625834,False,,,,True,1729.0,2.0,7.0,False,,,,False,,,,True,1729.0,2.0,7.0,,,1729.0,Lim:1729
1237662266459488385,False,,,,True,4805.0,2.0,5.0,False,,,,False,,,,True,4805.0,2.0,5.0,,,4805.0,Lim:4805
1237662266459619414,False,,,,True,4805.0,1.0,1.0,True,4805.0,1.0,1.0,False,,,,True,4805.0,1.0,1.0,,,4805.0,Lim:4805
1237662268612280782,False,,,,True,6411.0,2.0,3.0,True,6411.0,2.0,3.0,False,,,,True,6411.0,2.0,3.0,,,6411.0,Lim:6411
1237662268613591175,False,,,,True,4659.0,1.0,1.0,True,4659.0,1.0,1.0,False,,,,True,4659.0,1.0,1.0,,,4659.0,Lim:4659
1237659326018355451,False,,,,True,2038.0,3.0,3.0,True,2038.0,2.0,3.0,False,,,,True,2038.0,3.0,3.0,,,2038.0,Lim:2038
1237659326562304351,False,,,,True,10218.0,3.0,3.0,True,10218.0,3.0,3.0,True,10218.0,3.0,3.0,True,10218.0,3.0,3.0,,,10218.0,Lim:10218
1237662262176317568,False,,,,True,6411.0,1.0,1.0,True,6411.0,1.0,1.0,False,,,,True,6411.0,1.0,1.0,,,6411.0,Lim:6411
1237662262178807906,False,,,,True,4977.0,1.0,1.0,True,4977.0,1.0,1.0,False,,,,True,4977.0,1.0,1.0,,,4977.0,Lim:4977
1237661950802198690,False,,,,True,3743.0,4.0,5.0,False,,,,False,,,,True,3743.0,4.0,5.0,,,3743.0,Lim:3743
1237661849862733947,False,,,,True,226.0,4.0,32.0,False,,,,False,,,,True,226.0,4.0,32.0,,,226.0,Lim:226
1237662267538931835,False,,,,True,2524.0,3.0,8.0,False,,,,False,,,,True,2524.0,3.0,8.0,,,2524.0,Lim:2524
1237661817095651547,False,,,,True,1701.0,4.0,11.0,False,,,,False,,,,True,1701.0,4.0,11.0,,,1701.0,Lim:1701
1237661970110152833,False,,,,True,5070.0,4.0,4.0,True,5070.0,4.0,4.0,False,,,,True,5070.0,4.0,4.0,,,5070.0,Lim:5070
1237661970110218384,False,,,,True,5070.0,2.0,3.0,True,5070.0,2.0,3.0,False,,,,True,5070.0,2.0,3.0,,,5070.0,Lim:5070
1237662528451051627,False,,,,True,1286.0,3.0,10.0,False,,,,False,,,,True,1286.0,3.0,10.0,,,1286.0,Lim:1286
1237662224617439529,False,,,,True,3826.0,4.0,4.0,True,3826.0,3.0,4.0,False,,,,True,3826.0,4.0,4.0,,,3826.0,Lim:3826
1237662662133416006,False,,,,True,5337.0,4.0,3.0,True,5337.0,3.0,3.0,False,,,,True,5337.0,4.0,3.0,,,5337.0,Lim:5337
1237662239091916881,False,,,,True,1729.0,1.0,1.0,True,1729.0,1.0,1.0,False,,,,True,1729.0,1.0,1.0,,,1729.0,Lim:1729
1237659327099896158,False,,,,True,7219.0,3.0,2.0,True,7219.0,3.0,2.0,False,,,,True,7219.0,3.0,2.0,,,7219.0,Lim:7219
1237662303514656781,False,,,,True,1750.0,3.0,4.0,True,1750.0,3.0,4.0,False,,,,True,1750.0,3.0,4.0,,,1750.0,Lim:1750
1237661958300238043,False,,,,True,2080.0,4.0,2.0,True,2080.0,3.0,2.0,False,,,,True,2080.0,4.0,2.0,,,2080.0,Lim:2080
1237662237485564392,False,,,,True,32.0,1.0,1.0,True,32.0,1.0,1.0,False,,,,True,32.0,1.0,1.0,,,32.0,Lim:32
1237662225160011970,False,,,,True,642.0,4.0,13.0,False,,,,False,,,,True,642.0,4.0,13.0,,,642.0,Lim:642
1237662225163354211,False,,,,True,793.0,3.0,11.0,False,,,,False,,,,True,793.0,3.0,11.0,,,793.0,Lim:793
1237662225140088842,False,,,,True,2009.0,1.0,1.0,True,2009.0,1.0,1.0,False,,,,True,2009.0,1.0,1.0,,,2009.0,Lim:2009
1237662199887102065,False,,,,True,3030.0,4.0,4.0,True,3030.0,2.0,4.0,False,,,,True,3030.0,4.0,4.0,,,3030.0,Lim:3030
1237664817674059896,False,,,,True,1455.0,1.0,1.0,True,1455.0,1.0,1.0,False,,,,True,1455.0,1.0,1.0,,,1455.0,Lim:1455
1237662268074230050,False,,,,True,4012.0,2.0,7.0,False,,,,False,,,,True,4012.0,2.0,7.0,,,4012.0,Lim:4012
1237662267540766902,False,,,,True,2477.0,3.0,5.0,False,,,,False,,,,True,2477.0,3.0,5.0,,,2477.0,Lim:2477
1237662303503974501,False,,,,True,2072.0,2.0,4.0,True,2072.0,2.0,4.0,False,,,,True,2072.0,2.0,4.0,,,2072.0,Lim:2072
1237662303524880897,False,,,,True,5249.0,2.0,4.0,True,5249.0,2.0,4.0,False,,,,True,5249.0,2.0,4.0,,,5249.0,Lim:5249
1237661949197746205,False,,,,True,407.0,3.0,8.0,False,,,,False,,,,True,407.0,3.0,8.0,,,407.0,Lim:407
1237661959373455458,False,,,,True,5098.0,2.0,2.0,True,5098.0,2.0,2.0,False,,,,True,5098.0,2.0,2.0,,,5098.0,Lim:5098
1237661959910195401,False,,,,True,5098.0,3.0,6.0,False,,,,False,,,,True,5098.0,3.0,6.0,,,5098.0,Lim:5098
1237662336261292485,False,,,,True,4047.0,2.0,7.0,False,,,,False,,,,True,4047.0,2.0,7.0,,,4047.0,Lim:4047
1237661387602919620,False,,,,True,9790.0,3.0,3.0,True,9790.0,3.0,3.0,True,9790.0,3.0,3.0,True,9790.0,3.0,3.0,,,9790.0,Lim:9790
1237661387602985091,False,,,,True,9790.0,4.0,4.0,True,9790.0,4.0,4.0,True,9790.0,4.0,4.0,True,9790.0,4.0,4.0,,,9790.0,Lim:9790
1237662306190295162,False,,,,True,1485.0,4.0,7.0,False,,,,False,,,,True,1485.0,4.0,7.0,,,1485.0,Lim:1485
1237662337872167195,False,,,,True,96.0,4.0,52.0,False,,,,False,,,,True,96.0,4.0,52.0,,,96.0,Lim:96
1237659330848817218,False,,,,True,1004.0,2.0,12.0,False,,,,False,,,,True,1004.0,2.0,12.0,,,1004.0,Lim:1004
1237659330848817308,False,,,,True,1004.0,3.0,7.0,False,,,,False,,,,True,1004.0,3.0,7.0,,,1004.0,Lim:1004
1237662306190229574,False,,,,True,1485.0,1.0,1.0,True,1485.0,1.0,1.0,False,,,,True,1485.0,1.0,1.0,,,1485.0,Lim:1485
1237662224615342095,False,,,,True,5337.0,1.0,1.0,True,5337.0,1.0,1.0,False,,,,True,5337.0,1.0,1.0,,,5337.0,Lim:5337
1237662193989582993,False,,,,True,11129.0,3.0,3.0,True,11129.0,3.0,3.0,True,11129.0,3.0,3.0,True,11129.0,3.0,3.0,,,11129.0,Lim:11129
1237662193992007840,False,,,,True,5265.0,3.0,5.0,False,,,,False,,,,True,5265.0,3.0,5.0,,,5265.0,Lim:5265
1237662236397469828,False,,,,True,3779.0,4.0,7.0,False,,,,False,,,,True,3779.0,4.0,7.0,,,3779.0,Lim:3779
1237662236397535434,False,,,,True,3779.0,3.0,6.0,False,,,,False,,,,True,3779.0,3.0,6.0,,,3779.0,Lim:3779
1237662236934340746,False,,,,True,3779.0,1.0,1.0,True,3779.0,1.0,1.0,False,,,,True,3779.0,1.0,1.0,,,3779.0,Lim:3779
1237662263248290058,False,,,,True,3130.0,3.0,3.0,True,3130.0,2.0,3.0,False,,,,True,3130.0,3.0,3.0,,,3130.0,Lim:3130
1237662262169108543,False,,,,True,94.0,4.0,5.0,False,,,,False,,,,True,94.0,4.0,5.0,,,94.0,Lim:94
1237662335719964836,False,,,,True,180.0,4.0,28.0,False,,,,False,,,,True,180.0,4.0,28.0,,,180.0,Lim:180
1237662336256704816,False,,,,True,180.0,2.0,25.0,False,,,,False,,,,True,180.0,2.0,25.0,,,180.0,Lim:180
1237662264319279158,False,,,,True,727.0,1.0,1.0,True,727.0,1.0,1.0,False,,,,True,727.0,1.0,1.0,,,727.0,Lim:727
1237662663754645815,False,,,,True,3156.0,4.0,2.0,True,3156.0,3.0,2.0,False,,,,True,3156.0,4.0,2.0,,,3156.0,Lim:3156
1237662664291582035,False,,,,True,975.0,1.0,1.0,True,975.0,1.0,1.0,False,,,,True,975.0,1.0,1.0,,,975.0,Lim:975
1237662337335033958,False,,,,True,96.0,3.0,13.0,False,,,,False,,,,True,96.0,3.0,13.0,,,96.0,Lim:96
1237662263249272909,False,,,,True,32.0,3.0,14.0,False,,,,False,,,,True,32.0,3.0,14.0,,,32.0,Lim:32
1237662263249272990,False,,,,True,32.0,4.0,29.0,False,,,,False,,,,True,32.0,4.0,29.0,,,32.0,Lim:32
1237662499475489129,False,,,,True,10324.0,2.0,3.0,True,10324.0,2.0,3.0,True,10324.0,2.0,3.0,True,10324.0,2.0,3.0,,,10324.0,Lim:10324
1237662305650999364,False,,,,True,798.0,1.0,1.0,True,798.0,1.0,1.0,False,,,,True,798.0,1.0,1.0,,,798.0,Lim:798
1237662263248224347,False,,,,True,3130.0,1.0,1.0,True,3130.0,1.0,1.0,False,,,,True,3130.0,1.0,1.0,,,3130.0,Lim:3130
1237663916801851543,False,,,,True,1496.0,3.0,9.0,False,,,,False,,,,True,1496.0,3.0,9.0,,,1496.0,Lim:1496
1237663917339771027,False,,,,True,716.0,2.0,11.0,False,,,,False,,,,True,716.0,2.0,11.0,,,716.0,Lim:716
1237662303526060427,False,,,,True,578.0,3.0,15.0,False,,,,False,,,,True,578.0,3.0,15.0,,,578.0,Lim:578
1237661948636954655,False,,,,True,6788.0,3.0,2.0,True,6788.0,3.0,2.0,False,,,,True,6788.0,3.0,2.0,,,6788.0,Lim:6788
1237662264860147778,False,,,,True,7023.0,2.0,2.0,True,7023.0,2.0,2.0,False,,,,True,7023.0,2.0,2.0,,,7023.0,Lim:7023
1237662501086888079,False,,,,True,5249.0,3.0,6.0,False,,,,False,,,,True,5249.0,3.0,6.0,,,5249.0,Lim:5249
1237662198823911469,False,,,,True,7367.0,1.0,1.0,True,7367.0,1.0,1.0,False,,,,True,7367.0,1.0,1.0,,,7367.0,Lim:7367
1237662198823911735,False,,,,True,7367.0,4.0,4.0,True,7367.0,4.0,4.0,False,,,,True,7367.0,4.0,4.0,,,7367.0,Lim:7367
1237661948636889161,False,,,,True,6788.0,4.0,5.0,False,,,,False,,,,True,6788.0,4.0,5.0,,,6788.0,Lim:6788
1237661949178740908,False,,,,True,5151.0,2.0,2.0,True,5151.0,2.0,2.0,False,,,,True,5151.0,2.0,2.0,,,5151.0,Lim:5151
1237662266461585585,False,,,,True,5146.0,1.0,1.0,True,5146.0,1.0,1.0,False,,,,True,5146.0,1.0,1.0,,,5146.0,Lim:5146
1237662266461585767,False,,,,True,5146.0,2.0,4.0,True,5146.0,2.0,4.0,False,,,,True,5146.0,2.0,4.0,,,5146.0,Lim:5146
1237663789031882835,False,,,,True,39.0,2.0,14.0,False,,,,False,,,,True,39.0,2.0,14.0,,,39.0,Lim:39
1237662264319279213,False,,,,True,727.0,2.0,3.0,True,727.0,2.0,3.0,False,,,,True,727.0,2.0,3.0,,,727.0,Lim:727
1237662267001143373,False,,,,True,40.0,3.0,42.0,False,,,,False,,,,True,40.0,3.0,42.0,,,40.0,Lim:40
