objid,in_CG4,CG4_group,CG4_rank_M,CG4_rank_dist,in_Control4B,Control4B_group,Control4B_rank_M,Control4B_rank_dist,in_Control4C,Control4C_group,Control4C_rank_M,Control4C_rank_dist,in_RG4,RG4_group,RG4_rank_M,RG4_rank_dist,in_PC,PC_group,PC_rank_M,PC_rank_dist,CG4_class,CG4_host_lim_group,lim_group,physical_group
1237667783897383104,True,99.0,3.0,4.0,False,,,,False,,,,False,,,,True,1675.0,6.0,5.0,Embedded,1675.0,1675.0,Lim:1675
1237667783897383027,True,99.0,4.0,3.0,False,,,,False,,,,False,,,,True,1675.0,7.0,4.0,Embedded,1675.0,1675.0,Lim:1675
1237654398613913710,True,101.0,1.0,1.0,False,,,,False,,,,False,,,,True,2044.0,1.0,1.0,Embedded,2044.0,2044.0,Lim:2044
1237654398613913657,True,101.0,2.0,4.0,False,,,,False,,,,False,,,,True,2044.0,2.0,4.0,Embedded,2044.0,2044.0,Lim:2044
1237654398613913659,True,101.0,3.0,3.0,False,,,,False,,,,False,,,,True,2044.0,5.0,3.0,Embedded,2044.0,2044.0,Lim:2044
1237654398613913661,True,101.0,4.0,2.0,False,,,,False,,,,False,,,,True,2044.0,6.0,2.0,Embedded,2044.0,2044.0,Lim:2044
1237648721221910580,True,106.0,1.0,1.0,False,,,,False,,,,False,,,,True,3099.0,1.0,1.0,Embedded,3099.0,3099.0,Lim:3099
1237654669739884742,True,106.0,2.0,4.0,False,,,,False,,,,False,,,,True,3099.0,2.0,6.0,Embedded,3099.0,3099.0,Lim:3099
1237654669739884626,True,106.0,3.0,3.0,False,,,,False,,,,False,,,,True,3099.0,3.0,5.0,Embedded,3099.0,3099.0,Lim:3099
1237654669739950159,True,106.0,4.0,2.0,False,,,,False,,,,False,,,,True,3099.0,4.0,3.0,Embedded,3099.0,3099.0,Lim:3099
1237648721759961111,True,112.0,1.0,1.0,False,,,,False,,,,False,,,,True,240.0,1.0,1.0,Predom,240.0,240.0,Lim:240
1237648721759961363,True,112.0,2.0,2.0,False,,,,False,,,,False,,,,True,240.0,5.0,2.0,Predom,240.0,240.0,Lim:240
1237648721759961197,True,112.0,3.0,3.0,False,,,,False,,,,False,,,,True,240.0,11.0,3.0,Predom,240.0,240.0,Lim:240
1237648721759961421,True,112.0,4.0,4.0,False,,,,False,,,,False,,,,True,240.0,16.0,5.0,Predom,240.0,240.0,Lim:240
1237654028714901544,True,116.0,1.0,1.0,False,,,,False,,,,False,,,,True,1132.0,2.0,9.0,Split,1132.0,1132.0,Lim:1132
1237654028714967066,True,116.0,2.0,3.0,False,,,,False,,,,False,,,,True,1132.0,3.0,7.0,Split,1132.0,1132.0,Lim:1132
1237654028714967051,True,116.0,3.0,2.0,False,,,,False,,,,False,,,,True,1132.0,6.0,6.0,Split,1132.0,1132.0,Lim:1132
1237654028714967052,True,116.0,4.0,4.0,False,,,,False,,,,False,,,,True,229.0,16.0,19.0,Split,1132.0,229.0,Lim:229
1237654602106732592,True,117.0,1.0,1.0,False,,,,False,,,,False,,,,True,3080.0,1.0,1.0,Embedded,3080.0,3080.0,Lim:3080
1237654602106732681,True,117.0,3.0,2.0,False,,,,False,,,,False,,,,True,3080.0,3.0,2.0,Embedded,3080.0,3080.0,Lim:3080
1237654602106732699,True,117.0,2.0,4.0,False,,,,False,,,,False,,,,True,3080.0,2.0,6.0,Embedded,3080.0,3080.0,Lim:3080
1237654602106732720,True,117.0,4.0,3.0,False,,,,False,,,,False,,,,True,3080.0,4.0,3.0,Embedded,3080.0,3080.0,Lim:3080
1237654604791545887,True,121.0,1.0,1.0,False,,,,False,,,,False,,,,True,4018.0,1.0,1.0,Embedded,4018.0,4018.0,Lim:4018
