plate,mjd,fiberid,SPECOBJID,RUN2D,RUN1D,PLATE,MJD,FIBERID,RA,DEC,Z_NOQSO,Z_ERR_NOQSO,CLASS_NOQSO,Chabrier_MILES_age_lightW,Chabrier_MILES_age_lightW_up_1sig,Chabrier_MILES_age_lightW_low_1sig,Chabrier_MILES_age_lightW_up_2sig,Chabrier_MILES_age_lightW_low_2sig,Chabrier_MILES_metallicity_lightW,Chabrier_MILES_metallicity_lightW_up_1sig,Chabrier_MILES_metallicity_lightW_low_1sig,Chabrier_MILES_metallicity_lightW_up_2sig,Chabrier_MILES_metallicity_lightW_low_2sig,Chabrier_MILES_age_massW,Chabrier_MILES_age_massW_up_1sig,Chabrier_MILES_age_massW_low_1sig,Chabrier_MILES_age_massW_up_2sig,Chabrier_MILES_age_massW_low_2sig,Chabrier_MILES_metallicity_massW,Chabrier_MILES_metallicity_massW_up_1sig,Chabrier_MILES_metallicity_massW_low_1sig,Chabrier_MILES_metallicity_massW_up_2sig,Chabrier_MILES_metallicity_massW_low_2sig,Chabrier_MILES_total_mass,Chabrier_MILES_total_mass_up_1sig,Chabrier_MILES_total_mass_low_1sig,Chabrier_MILES_total_mass_up_2sig,Chabrier_MILES_total_mass_low_2sig,Chabrier_MILES_spm_EBV,Chabrier_MILES_nComponentsSSP,Chabrier_ELODIE_age_lightW,Chabrier_ELODIE_age_lightW_up_1sig,Chabrier_ELODIE_age_lightW_low_1sig,Chabrier_ELODIE_age_lightW_up_2sig,Chabrier_ELODIE_age_lightW_low_2sig,Chabrier_ELODIE_metallicity_lightW,Chabrier_ELODIE_metallicity_lightW_up_1sig,Chabrier_ELODIE_metallicity_lightW_low_1sig,Chabrier_ELODIE_metallicity_lightW_up_2sig,Chabrier_ELODIE_metallicity_lightW_low_2sig,Chabrier_ELODIE_age_massW,Chabrier_ELODIE_age_massW_up_1sig,Chabrier_ELODIE_age_massW_low_1sig,Chabrier_ELODIE_age_massW_up_2sig,Chabrier_ELODIE_age_massW_low_2sig,Chabrier_ELODIE_metallicity_massW,Chabrier_ELODIE_metallicity_massW_up_1sig,Chabrier_ELODIE_metallicity_massW_low_1sig,Chabrier_ELODIE_metallicity_massW_up_2sig,Chabrier_ELODIE_metallicity_massW_low_2sig,Chabrier_ELODIE_total_mass,Chabrier_ELODIE_total_mass_up_1sig,Chabrier_ELODIE_total_mass_low_1sig,Chabrier_ELODIE_total_mass_up_2sig,Chabrier_ELODIE_total_mass_low_2sig,Chabrier_ELODIE_spm_EBV,Chabrier_ELODIE_nComponentsSSP
266,51630,412,299602652264687616,26,,266,51630,412,145.96966,0.83091776,0.03635695,1.570849e-05,GALAXY,4629511000.0,10476980000.0,4179706000.0,10976760000.0,2230551000.0,1.092272,1.251873,0.6334193,1.996677,0.5004186,4879402000.0,10726870000.0,4329641000.0,11926350000.0,2480442000.0,1.025771,1.178722,0.5004186,1.996677,0.5004186,6672983000.0,12664190000.0,6469892000.0,12664190000.0,4946704000.0,0.1033333,2,3327350000.0,4177180000.0,2877440000.0,4927030000.0,2477520000.0,1.172072,1.584375,0.9991714,1.584375,0.8728207,3327350000.0,4427130000.0,2927430000.0,7726470000.0,2727470000.0,1.205323,1.624275,0.9592712,1.624275,0.8462206,5069994000.0,6133075000.0,4538454000.0,7408773000.0,4113221000.0,0.08333334,4
266,51630,413,299602927142594560,26,,266,51630,413,146.01225,0.76563817,0.0374546,6.020544e-06,GALAXY,1181006000.0,3879836000.0,931114200.0,7528254000.0,281395800.0,0.926021,1.012471,0.3009175,1.265173,0.2543672,4329641000.0,12676020000.0,3130161000.0,14825090000.0,531287500.0,0.5070686,0.6799696,0.07481623,1.976727,0.02161593,349407100.0,1154594000.0,289763600.0,1810672000.0,170476700.0,0.1266667,4,2027610000.0,6026810000.0,1277760000.0,7526510000.0,377940000.0,0.6999197,0.8329205,0.5868691,1.497924,0.4605184,4827050000.0,13775260000.0,3777260000.0,14975020000.0,527910000.0,0.221117,0.9991714,0.04156604,1.378224,0.008315858,561759900.0,1323480000.0,212638400.0,1863031000.0,180900000.0,0.0,3
266,51630,461,299616121282127872,26,,266,51630,461,146.02091,0.7335569,0.03617733,1.049125e-05,GALAXY,8477842000.0,8477842000.0,3779879000.0,8477842000.0,3779879000.0,1.251873,1.996677,1.251873,1.996677,1.251873,9277496000.0,9277496000.0,3929814000.0,9277496000.0,3879836000.0,1.085622,1.996677,1.085622,1.996677,1.085622,38371750000.0,38371750000.0,22785750000.0,38371750000.0,22785750000.0,0.06333333,2,9626090000.0,10375940000.0,8676280000.0,10725870000.0,7676480000.0,1.438074,1.630925,1.338323,1.670825,1.251873,10825850000.0,11775660000.0,9176180000.0,12525510000.0,8926230000.0,1.644225,1.870326,1.564425,1.916877,1.391524,54960060000.0,59378790000.0,47482200000.0,62437910000.0,38984640000.0,0.0,5
266,51630,466,299617495671662592,26,,266,51630,466,146.01687,0.71680772,0.03516901,1.407426e-05,GALAXY,7078449000.0,8827691000.0,5479142000.0,9327474000.0,4479576000.0,1.378224,1.544474,1.251873,1.750626,0.9991714,8927648000.0,11376590000.0,6678623000.0,11376590000.0,5629078000.0,1.085622,1.471324,0.9060709,1.650875,0.75312,10354570000.0,13003790000.0,8765043000.0,14911230000.0,6963574000.0,0.05,4,9426130000.0,9926030000.0,8376340000.0,12275560000.0,7626490000.0,0.9991714,1.012471,0.9526212,1.251873,0.6334193,12825450000.0,13075400000.0,8826250000.0,13475320000.0,7726470000.0,0.9991714,1.138822,0.7331699,1.218623,0.5536189,15182970000.0,15617720000.0,13226600000.0,16595910000.0,11378910000.0,0.0,3
268,51633,112,301771988756621312,26,,268,51633,112,150.23171,0.086507759,0.03274609,1.05991e-05,GALAXY,9827257000.0,10227080000.0,7628211000.0,10476980000.0,6628644000.0,0.7930202,0.9792213,0.6866196,1.065672,0.6467195,11676460000.0,12626040000.0,9977192000.0,12875940000.0,7928081000.0,0.5403188,0.6866196,0.5203687,0.7930202,0.5004186,9287854000.0,9765328000.0,7377962000.0,10163220000.0,5627229000.0,0.1166667,3,4177180000.0,5976820000.0,3327350000.0,6976620000.0,2877440000.0,0.8794707,0.9991714,0.7730702,1.092272,0.6666695,5027010000.0,7676480000.0,4027210000.0,7676480000.0,3527310000.0,0.6134692,0.75977,0.6001692,0.9991714,0.5536189,4011437000.0,5119362000.0,3299200000.0,6069011000.0,2903513000.0,0.16,4
268,51633,591,301903655274047488,26,,268,51633,591,150.29836,0.22565207,0.03264382,9.255983e-06,GALAXY,5928948000.0,6528688000.0,4979359000.0,7578232000.0,4179706000.0,1.504574,1.624275,1.318373,1.750626,1.225273,8078016000.0,8827691000.0,5479142000.0,9577366000.0,4779446000.0,1.152122,1.451374,1.025771,1.597675,0.8794707,18471810000.0,20237020000.0,16044650000.0,21781570000.0,14720750000.0,0.1166667,3,10076000000.0,10076000000.0,7826450000.0,10375940000.0,7626490000.0,1.092272,1.092272,0.9991714,1.092272,0.9526212,10875840000.0,10925830000.0,7776460000.0,10925830000.0,7726470000.0,1.012471,1.132172,0.9925213,1.192022,0.939321,32204320000.0,32204320000.0,24305220000.0,32881390000.0,23628150000.0,0.03333334,2
268,51633,631,301914650390325248,26,,268,51633,631,150.37373,0.25716732,0.03367543,1.064455e-05,GALAXY,9927214000.0,10976760000.0,8627778000.0,11326610000.0,8577799000.0,0.8861208,1.092272,0.6866196,1.092272,0.6533695,10826820000.0,11476540000.0,10127130000.0,11976330000.0,8677756000.0,0.7198699,0.8329205,0.6001692,0.8595206,0.5536189,17392230000.0,18786760000.0,15579340000.0,19484030000.0,14603160000.0,0.07333333,3,8976220000.0,10425930000.0,8826250000.0,11475720000.0,7476520000.0,0.939321,1.039072,0.8063203,1.039072,0.6666695,10675880000.0,11825650000.0,9426130000.0,12225570000.0,8526310000.0,0.7930202,0.8927708,0.7065698,0.9991714,0.6134692,16541950000.0,20179310000.0,16250960000.0,23234700000.0,15959970000.0,0.01,4
268,51633,633,301915200146139136,26,,268,51633,633,150.31873,0.12098792,0.03218562,8.663977e-06,GALAXY,3629944000.0,5679056000.0,2830291000.0,7728167000.0,2230551000.0,0.7132198,0.8528706,0.6201193,1.005821,0.3541178,4829424000.0,9777279000.0,3480009000.0,13675590000.0,3480009000.0,0.3075675,0.5536189,0.1745668,1.019122,0.1213665,1098725000.0,1602477000.0,897223900.0,1971895000.0,662139600.0,0.17,5,4927030000.0,6026810000.0,1877640000.0,6676680000.0,1127790000.0,0.6400694,0.9792213,0.566919,1.165422,0.5004186,10125990000.0,11625690000.0,7126590000.0,12825450000.0,827850000.0,0.2610173,0.5868691,0.1945169,1.597675,0.1479666,1406729000.0,1614153000.0,819027300.0,1787006000.0,300467300.0,0.1566667,4
273,51957,413,307484231976642560,26,,273,51957,413,157.6012,0.63711293,0.02889339,7.085212e-06,GALAXY,1181006000.0,4029771000.0,731200800.0,4779446000.0,531287500.0,1.078972,1.138822,0.8196204,1.251873,0.6467195,3929814000.0,14025440000.0,1230984000.0,14225350000.0,981092500.0,0.7797202,1.059022,0.1213665,1.338323,0.09476634,930825100.0,1948506000.0,591598000.0,2830497000.0,523752600.0,0.07666667,5,2977420000.0,5326950000.0,1727670000.0,6126790000.0,1127790000.0,0.5270188,0.6666695,0.4937686,0.75312,0.4538684,8876240000.0,13775260000.0,3827250000.0,13925230000.0,3127390000.0,0.1080664,0.5602689,0.05486612,0.9526212,0.04156604,1756852000.0,2942908000.0,1163824000.0,3684193000.0,867309700.0,0.0,3
273,51957,421,307486430999898112,26,,273,51957,421,157.77168,0.54082816,0.0288725,1.571482e-05,GALAXY,7028471000.0,10027170000.0,3779879000.0,11026740000.0,431330800.0,1.012471,1.185372,0.6334193,1.996677,0.2743174,13525650000.0,14925050000.0,9877236000.0,14975030000.0,731200800.0,1.637575,1.956777,1.125522,1.996677,0.03491601,1460714000.0,1836514000.0,812783700.0,1966100000.0,164853100.0,0.1033333,5,3627290000.0,7026610000.0,827850000.0,8876240000.0,627890000.0,1.085622,1.418124,0.8329205,1.664175,0.5004186,6826650000.0,10525910000.0,3327350000.0,13825250000.0,1227770000.0,0.566919,1.311723,0.1945169,1.996677,0.1014164,535872600.0,827925500.0,200011800.0,1105376000.0,141601300.0,0.07333333,6
273,51957,461,307497426116175872,26,,273,51957,461,157.89649,0.47537546,0.0286682,8.644014e-06,GALAXY,9327474000.0,10726870000.0,8078016000.0,11476540000.0,7828124000.0,1.105572,1.245223,0.9060709,1.278473,0.75312,10327040000.0,11976330000.0,9877236000.0,12476110000.0,8327907000.0,0.926021,1.198673,0.75977,1.265173,0.6799696,18878230000.0,21472310000.0,17199710000.0,22998240000.0,16436740000.0,0.04666667,5,7376540000.0,8726270000.0,6476720000.0,8926230000.0,5976820000.0,1.105572,1.198673,0.9592712,1.497924,0.9592712,7576500000.0,9126190000.0,6976620000.0,10026010000.0,6576700000.0,1.052372,1.418124,0.8927708,1.551124,0.8528706,15438770000.0,18254510000.0,14030890000.0,19975250000.0,13092310000.0,0.006666667,4
273,51957,464,307498250749896704,26,,273,51957,464,157.94053,0.38794872,0.02836903,6.437295e-06,GALAXY,10377020000.0,11276630000.0,7728167000.0,11726430000.0,7428298000.0,0.394018,0.4937686,0.2277671,0.4937686,0.1878669,14275330000.0,14275330000.0,11426560000.0,14975030000.0,6228817000.0,0.06151615,0.1080664,0.04156604,0.1147165,0.02826597,11398930000.0,12352030000.0,8811933000.0,13441290000.0,5952623000.0,0.0,4,4627090000.0,6126790000.0,4277160000.0,8176380000.0,3977220000.0,0.2543672,0.3408177,0.1812168,0.4139681,0.1546167,5476920000.0,8576300000.0,5276960000.0,10775860000.0,5176980000.0,0.1080664,0.221117,0.07481623,0.2410672,0.03491601,5466638000.0,6771576000.0,5176651000.0,8656488000.0,4886665000.0,0.0,3
273,51957,477,307501824162686976,26,,273,51957,477,157.83991,0.23112179,0.02849584,1.098333e-05,GALAXY,7778146000.0,9927214000.0,5329207000.0,11126690000.0,3430031000.0,0.7265199,0.8595206,0.4738185,1.025771,0.2543672,11376590000.0,13625610000.0,7828124000.0,14275330000.0,4679489000.0,0.2410672,0.7730702,0.1479666,1.072322,0.1014164,2929011000.0,3568369000.0,2076533000.0,4079856000.0,1351927000.0,0.1266667,5,4127190000.0,8526310000.0,3727270000.0,9026210000.0,1827650000.0,0.8728207,1.045722,0.6334193,1.251873,0.4605184,7926430000.0,11075800000.0,6276760000.0,11975620000.0,2477520000.0,0.4804685,0.7863702,0.2543672,1.005821,0.1945169,1706391000.0,3109886000.0,1570569000.0,3517352000.0,1117829000.0,0.08666667,5
274,51913,187,308548008738318336,26,,274,51913,187,159.85161,-0.38928754,0.01855623,8.061647e-06,GALAXY,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999
274,51913,191,308549108249946112,26,,274,51913,191,159.89377,-0.25304655,0.01881749,6.872523e-06,GALAXY,481309200.0,931114200.0,131460800.0,1081049000.0,81482500.0,1.045722,1.225273,0.8794707,1.318373,0.7996703,1830724000.0,3829858000.0,281395800.0,4829424000.0,181439200.0,0.6932697,1.783876,0.3674179,1.810476,0.2410672,144693900.0,220587400.0,68800380.0,245885200.0,68800380.0,0.1666667,5,177980000.0,227970000.0,78000000.0,327950000.0,78000000.0,0.8861208,1.092272,0.8262705,1.185372,0.7930202,327950000.0,3527310000.0,227970000.0,7226570000.0,78000000.0,0.9060709,1.085622,0.6866196,1.564425,0.6334193,74285020.0,101884800.0,46685210.0,184684300.0,46685210.0,0.04333333,4
274,51913,226,308558728976689152,26,,274,51913,226,159.79914,-0.40949106,0.01876407,6.11491e-06,GALAXY,6478709000.0,7278363000.0,5978926000.0,8477842000.0,5479142000.0,0.8661706,0.8661706,0.7265199,0.9991714,0.6267693,7228384000.0,9127561000.0,6278796000.0,9127561000.0,5429164000.0,0.7398199,0.8728207,0.5868691,0.9991714,0.5868691,5877073000.0,7140683000.0,5596271000.0,7351284000.0,5175068000.0,0.08333334,3,8176380000.0,8726270000.0,7126590000.0,8976220000.0,6826650000.0,0.8063203,0.9193709,0.7863702,0.939321,0.75312,8326350000.0,8926230000.0,7576500000.0,9576100000.0,6926630000.0,0.8129703,0.8927708,0.75312,0.926021,0.6400694,7588293000.0,8023172000.0,6718536000.0,8458050000.0,6646056000.0,0.0,4
274,51913,238,308562027511572480,26,,274,51913,238,159.83522,-0.20025624,0.01870119,5.270752e-06,GALAXY,6578666000.0,6978492000.0,5579099000.0,7878103000.0,5379186000.0,1.704075,1.850376,1.657525,1.876976,1.591025,9077583000.0,10077150000.0,8377886000.0,10476980000.0,7578232000.0,1.591025,1.783876,1.451374,1.790526,1.358273,22234530000.0,24318020000.0,19942700000.0,27651590000.0,17234170000.0,0.01,6,10475920000.0,11075800000.0,10475920000.0,11375740000.0,10076000000.0,1.092272,1.092272,1.092272,1.092272,0.9991714,10675880000.0,11125790000.0,10675880000.0,11625690000.0,10125990000.0,1.052372,1.125522,1.052372,1.178722,0.9991714,31690990000.0,34231370000.0,31690990000.0,35713250000.0,30844200000.0,0.0,2
275,51910,11,309625530083207168,26,,275,51910,11,162.44008,-0.83892943,0.0378281,1.01719e-05,GALAXY,5079316000.0,6378753000.0,3979792000.0,8377886000.0,3729901000.0,0.6334193,0.6334193,0.5004186,0.6334193,0.4538684,6378753000.0,8227951000.0,3979792000.0,8327907000.0,3879836000.0,0.5403188,1.152122,0.4339182,1.152122,0.4272682,6905823000.0,10099120000.0,5584457000.0,10429460000.0,5364230000.0,0.08333334,3,3977220000.0,4727070000.0,3327350000.0,5476920000.0,2477520000.0,0.6666695,0.7863702,0.6533695,0.7863702,0.5004186,4427130000.0,5226970000.0,3677280000.0,7026610000.0,2577500000.0,0.6001692,0.6932697,0.580219,0.7930202,0.5004186,5619810000.0,6524500000.0,4715121000.0,7429190000.0,3810431000.0,0.006666667,3
275,51910,70,309641747879716864,26,,275,51910,70,162.35361,-0.42990001,0.0385065,9.261984e-06,GALAXY,7578232000.0,8477842000.0,6928514000.0,8977626000.0,5978926000.0,1.630925,1.810476,1.497924,1.810476,1.438074,8527821000.0,9977192000.0,7828124000.0,10876800000.0,6628644000.0,1.557775,1.843726,1.464674,1.996677,1.251873,36027990000.0,40883880000.0,32993060000.0,42704840000.0,29958130000.0,0.09,5,10875840000.0,11375740000.0,10225970000.0,12225570000.0,9826050000.0,1.331673,1.351623,1.305073,1.418124,1.165422,12475520000.0,12575500000.0,10875840000.0,13025410000.0,10525910000.0,1.172072,1.358273,1.112222,1.484624,1.078972,51109470000.0,53562330000.0,47736800000.0,56935000000.0,45897160000.0,0.0,4
275,51910,599,309787158292490240,26,,275,51910,599,162.49743,0.35328685,0.03764759,1.100336e-05,GALAXY,9227518000.0,9577366000.0,8177973000.0,10676890000.0,7978059000.0,1.012471,1.092272,0.9526212,1.125522,0.75312,10377020000.0,10576930000.0,8927648000.0,11276630000.0,8227951000.0,0.8063203,1.078972,0.74647,1.245223,0.6400694,18406610000.0,19647010000.0,16856100000.0,21042460000.0,15770750000.0,0.14,3,7676480000.0,8726270000.0,7076600000.0,9226170000.0,6476720000.0,0.8462206,0.939321,0.7265199,1.039072,0.6267693,10825850000.0,11825650000.0,7976420000.0,11825650000.0,7326550000.0,0.7198699,0.9127209,0.6400694,0.9991714,0.5868691,15034900000.0,17522790000.0,13946450000.0,18300250000.0,13790960000.0,0.11,4
275,51910,632,309796229263419392,26,,275,51910,632,162.54787,0.306913,0.04049346,1.229998e-05,GALAXY,9427430000.0,11476540000.0,8527821000.0,11726430000.0,7328341000.0,1.172072,1.245223,0.9592712,1.331673,0.8329205,12676020000.0,13375720000.0,11176670000.0,13725570000.0,9927214000.0,0.9592712,1.318373,0.6733196,1.318373,0.6467195,16214230000.0,18139960000.0,14168150000.0,20306410000.0,11760980000.0,0.02666667,5,9976020000.0,11375740000.0,9476120000.0,12475520000.0,7976420000.0,0.8661706,0.9991714,0.7265199,1.251873,0.6267693,10525910000.0,12575500000.0,9826050000.0,13175380000.0,9326150000.0,0.8794707,0.9526212,0.6600195,1.005821,0.573569,16626720000.0,18848590000.0,14281420000.0,19836080000.0,12429870000.0,0.0,3
276,51909,245,310815751403497472,26,,276,51909,245,162.88699,-1.0028922,0.03730522,1.128358e-05,GALAXY,8427864000.0,10876800000.0,6428731000.0,11626480000.0,3979792000.0,0.7664201,0.932671,0.6733196,1.019122,0.5004186,11976330000.0,13275760000.0,8777713000.0,13925480000.0,6678623000.0,0.580219,1.085622,0.3607678,1.198673,0.3009175,7343112000.0,9424806000.0,5741808000.0,11266310000.0,3580048000.0,0.1266667,6,6376740000.0,9426130000.0,3177380000.0,10175980000.0,2677480000.0,0.7065698,0.8728207,0.7065698,1.125522,0.5004186,10325950000.0,11725670000.0,6276760000.0,12925430000.0,4727070000.0,0.5070686,0.8395705,0.3807179,1.305073,0.3674179,5860517000.0,7413646000.0,3244722000.0,8149338000.0,2836004000.0,0.08,4
276,51909,248,310816576037218304,26,,276,51909,248,162.90058,-1.0878652,0.03829499,6.043944e-06,GALAXY,5079316000.0,5529121000.0,4379619000.0,5878969000.0,3629944000.0,1.318373,1.378224,1.245223,1.378224,1.178722,5529121000.0,6428731000.0,4879402000.0,6978492000.0,4179706000.0,1.205323,1.291773,1.098922,1.398174,1.012471,43001030000.0,45840650000.0,37889720000.0,46976490000.0,32778420000.0,0.0,3,5027010000.0,6226770000.0,4477120000.0,7226570000.0,3977220000.0,1.225273,1.344973,1.085622,1.384874,1.065672,5776860000.0,7726470000.0,5077000000.0,8526310000.0,4477120000.0,1.251873,1.431424,1.059022,1.551124,0.926021,43545720000.0,51817650000.0,40591460000.0,57726170000.0,36455490000.0,0.0,5
276,51909,250,310817125793032192,26,,276,51909,250,162.91004,-1.1261567,0.03810253,1.491641e-05,GALAXY,7928081000.0,10227080000.0,6478709000.0,10726870000.0,4729467000.0,1.298423,1.557775,1.138822,1.677475,1.138822,11376590000.0,12726000000.0,10027170000.0,13775550000.0,9277496000.0,1.078972,1.491274,0.6467195,1.724025,0.580219,11099300000.0,14405690000.0,9556320000.0,15066970000.0,6911209000.0,0.1,5,5976820000.0,7326550000.0,4877040000.0,7676480000.0,3727270000.0,0.932671,1.198673,0.7331699,1.331673,0.6467195,7576500000.0,10675880000.0,6476720000.0,11525710000.0,5276960000.0,0.9459711,1.052372,0.75977,1.158772,0.5868691,9136023000.0,10511680000.0,7645724000.0,11658070000.0,6155425000.0,0.03333334,4
276,51909,255,310818500182566912,26,,276,51909,255,162.94907,-0.83905487,0.03856622,9.211188e-06,GALAXY,5379186000.0,8527821000.0,3579966000.0,10327040000.0,2680356000.0,0.573569,0.7730702,0.2743174,1.019122,0.02826597,10077150000.0,14225350000.0,8277929000.0,14975030000.0,3929814000.0,0.1080664,0.5469689,0.02826597,1.531174,0.02826597,883084000.0,1345726000.0,605499000.0,1752850000.0,475959400.0,0.02666667,5,5826850000.0,10026010000.0,2827450000.0,10675880000.0,1527710000.0,0.4206182,0.6666695,0.3075675,0.9991714,0.1679167,9426130000.0,14975020000.0,4627090000.0,14975020000.0,4427130000.0,0.1147165,0.5935192,0.008315858,0.6467195,0.008315858,905393700.0,1371284000.0,480015900.0,1614357000.0,378735400.0,0.0,6
276,51909,260,310819874572101632,26,,276,51909,260,162.73436,-0.79789964,0.03755802,1.013489e-05,GALAXY,7728167000.0,9677322000.0,5679056000.0,11376590000.0,3679922000.0,0.8794707,1.092272,0.7797202,1.351623,0.5469689,10526950000.0,12626040000.0,7578232000.0,14225350000.0,4679489000.0,0.4871185,1.032422,0.4006681,1.497924,0.3341677,5800998000.0,7368535000.0,4233460000.0,8488204000.0,2889857000.0,0.1033333,5,3977220000.0,8926230000.0,3427330000.0,9676080000.0,2627490000.0,0.75312,0.8728207,0.7065698,0.8794707,0.5004186,6076800000.0,11125790000.0,5826850000.0,12425530000.0,4677080000.0,0.580219,0.9725713,0.3740679,1.305073,0.3674179,3764967000.0,6625745000.0,3378375000.0,7321610000.0,2605192000.0,0.04666667,3
276,51909,285,310826746519775232,26,,276,51909,285,162.65328,-0.83108198,0.03768215,8.766464e-06,GALAXY,9827257000.0,11976330000.0,8577799000.0,12326170000.0,7278363000.0,0.9925213,1.125522,0.8595206,1.211973,0.7797202,11876370000.0,13225780000.0,11026740000.0,13625610000.0,9777279000.0,1.132172,1.344973,0.6600195,1.477974,0.6201193,23261610000.0,27262770000.0,19608380000.0,27958620000.0,16477040000.0,0.01,5,5526910000.0,6526710000.0,3277360000.0,6626690000.0,2827450000.0,0.5469689,0.6334193,0.4538684,0.6334193,0.4538684,5926830000.0,6626690000.0,3477320000.0,6776660000.0,2877440000.0,0.5070686,0.5868691,0.4538684,0.6001692,0.4472183,12019240000.0,13116970000.0,7445360000.0,13299930000.0,6713539000.0,0.0,2
276,51909,287,310827296275589120,26,,276,51909,287,162.28948,-0.9085465,0.03804233,1.253586e-05,GALAXY,12825960000.0,13775550000.0,11076720000.0,14325310000.0,10926780000.0,1.125522,1.258523,0.9526212,1.318373,0.8728207,12775980000.0,13725570000.0,11676460000.0,14275330000.0,11026740000.0,1.211973,1.298423,1.005821,1.391524,0.9127209,22831290000.0,24420920000.0,21241670000.0,24910030000.0,19529760000.0,0.02333333,3,11175780000.0,11475720000.0,10225970000.0,12325550000.0,9876040000.0,1.085622,1.172072,1.085622,1.245223,0.9991714,11325750000.0,12125590000.0,10775860000.0,12475520000.0,10325950000.0,1.118872,1.285123,0.9792213,1.378224,0.9792213,20117540000.0,21244250000.0,17738940000.0,22245770000.0,16987800000.0,0.0,5
276,51909,314,310834717979076608,26,,276,51909,314,162.33807,-0.66805939,0.0386969,8.526932e-06,GALAXY,8177973000.0,9427430000.0,7378319000.0,10327040000.0,7228384000.0,1.717375,1.810476,1.491274,1.810476,1.378224,11676460000.0,12426130000.0,10476980000.0,12825960000.0,10227080000.0,1.717375,1.797176,1.438074,1.810476,1.384874,60589120000.0,65683620000.0,55494630000.0,73325360000.0,53796460000.0,0.0,6,8726270000.0,9476120000.0,7976420000.0,10975820000.0,7226570000.0,1.497924,1.604325,1.331673,1.697425,1.198673,10575900000.0,11025810000.0,9776060000.0,12125590000.0,8826250000.0,1.690775,1.863676,1.458024,1.936827,1.338323,64844860000.0,69176560000.0,59646820000.0,73941430000.0,54881950000.0,0.0,4
276,51909,436,310868253083723776,26,,276,51909,436,162.52569,0.33325977,0.04032925,9.218898e-06,GALAXY,8827691000.0,10177110000.0,8078016000.0,11126690000.0,6828557000.0,1.497924,1.591025,1.325023,1.777226,1.198673,10277060000.0,11726430000.0,9777279000.0,12076280000.0,8727734000.0,1.484624,1.564425,1.351623,1.743976,1.245223,42381860000.0,47576010000.0,39326470000.0,51242480000.0,35048940000.0,0.03,5,11225770000.0,12325550000.0,10625890000.0,12975420000.0,9976020000.0,1.325023,1.351623,1.251873,1.418124,1.251873,11675680000.0,12375540000.0,10875840000.0,13225370000.0,10275960000.0,1.424774,1.451374,1.192022,1.551124,1.105572,55843200000.0,58655720000.0,50843150000.0,61780750000.0,48343120000.0,0.0,4
276,51909,440,310869352595351552,26,,276,51909,440,162.49522,0.32230856,0.03899863,1.078514e-05,GALAXY,10476980000.0,10726870000.0,9077583000.0,10926780000.0,7228384000.0,1.251873,1.318373,1.238573,1.624275,1.178722,10377020000.0,10976760000.0,8177973000.0,11626480000.0,7978059000.0,1.305073,1.358273,1.118872,1.591025,1.005821,76123530000.0,77618950000.0,63661660000.0,79612850000.0,53193690000.0,0.04666667,3,8926230000.0,9976020000.0,7926430000.0,10225970000.0,7626490000.0,1.497924,1.504574,1.451374,1.544474,1.378224,8976220000.0,10575900000.0,7976420000.0,11125790000.0,7626490000.0,1.571075,1.697425,1.364923,1.770576,1.258523,71877830000.0,81515890000.0,62239760000.0,86081290000.0,58181620000.0,0.0,3
277,51908,326,311963916404025344,26,,277,51908,326,164.57352,1.1418783,0.03987951,7.878113e-06,GALAXY,2980226000.0,4279663000.0,2180572000.0,5579099000.0,1580833000.0,1.072322,1.238573,0.9792213,1.351623,0.6999197,4429598000.0,7478276000.0,2880269000.0,10876800000.0,1780746000.0,0.580219,0.8262705,0.4272682,1.138822,0.3208676,2991769000.0,4029522000.0,2331380000.0,4972934000.0,1859674000.0,0.17,5,4427130000.0,6426730000.0,3027410000.0,6426730000.0,2427530000.0,0.6068192,0.7996703,0.566919,1.052372,0.4272682,8676280000.0,11175780000.0,5976820000.0,11575700000.0,5376940000.0,0.3142176,0.6799696,0.2477172,0.7730702,0.2277671,3739299000.0,4929789000.0,3044845000.0,5128205000.0,2350392000.0,0.09666666,4
