Group,Lum_BGG,Lum_group,FracLumBGG,z_group,DeltaR12,NbGal,RA_BGG,Dec_BGG,RA_Bary,Dec_Bary,Radius_Bary_arcmin,Offset_Bary,V_BGG,V_moy,Vdisp,Voffset,size_Group_Bary_kpc,M_group,M_virial,M_virial_over_L,t_cr,BGG_SFRcategory,all_SFR,Prop_M_Sat,Prop_M_Tot,Prop_G_Sat,Prop_G_Tot,Prop_Q_Sat,Prop_Q_Tot,Misfit_Bary,Vmisfit,lMass_200,r_200_kpc
9394,80411247534.72842,100196866208.50644,0.8025325599245311,0.041945584,2.5414819999999985,4,167.919441761,4.668873548,167.88239831909587,4.674527981298945,4.8995092277415,0.45740326107706647,119.90511931527712,0.0,203.2985964077814,0.5897980676402136,272.73203898500344,-22.822135346501817,15046732827631.598,150.17169096206894,1.1899409186990269,Q,TRUE,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3333333333333333,0.5,BMisfit,VCentered,13.402644640592849,610.2727679303395
9578,66500544304.20105,136733922082.56796,0.4863500095027196,0.04322716950000001,0.17951599999999956,4,214.514332371,28.866402214,214.4529919197691,28.903328799200647,11.980196901918397,0.3264317972267776,-73.79739997803722,-2.4868995751603507e-12,170.95441713774792,0.43167881364873933,687.8915065050859,-23.159690678257213,9569971106803.754,69.98973598537489,3.5691371798739193,X,FALSE,0.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.25,BCentered,VCentered,13.339532729067788,581.1760305944636
9765,56522530907.293846,128387939170.8909,0.44024798024103706,0.03932169875,0.026720000000000965,4,213.752623869,-0.796946989,213.67416768035017,-0.8259201851569782,10.223714133328624,0.4907863575389826,-1.382469263182425,-4.973799150320701e-13,252.82894794946864,0.005468002277406276,532.4921303716147,-23.09131056950441,40222484343988.52,313.2886515956171,1.8681425662302802,Q,TRUE,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3333333333333333,0.5,BMisfit,VCentered,13.271578072864424,552.3329042515505
9774,76899656522.46783,107390998477.42178,0.7160717156255462,0.03340781375,1.653329000000003,4,245.837747666,37.258412755,245.86531506641313,37.27748089194721,6.966897101337704,0.25032954349526265,156.51904024538248,5.009326287108706e-13,133.23352548834873,1.1747721879435635,306.96461157835677,-22.897419700722175,8138364818167.742,75.78256030349488,2.043611842229703,Q,TRUE,0.3333333333333333,0.25,0.6666666666666666,0.5,0.0,0.25,BCentered,VMisfit,13.2687052641235,552.1592407388473
9790,57692744598.210045,111515509509.43285,0.5173517553926429,0.04041987725000001,0.5935399999999973,4,206.511630181,55.715391463,206.56700245689694,55.83391068436073,10.394168088272295,0.7073748308551031,-7.18498372801592,-1.4956924587750109e-12,57.69399130430455,0.12453608366454538,556.9326391939289,-22.938338182495066,2954417995352.479,26.493337190039664,8.562403810120133,G,TRUE,0.3333333333333333,0.25,0.0,0.25,0.6666666666666666,0.5,BMisfit,VCentered,13.262678561627022,548.379780779501
9833,71176790348.24214,118418151669.31334,0.6010631760830528,0.04195771875,1.294003,4,162.038804899,48.331531739,161.9464044976077,48.46374664097995,10.375475023318476,0.842883109951316,35.61496220906915,9.983125437429408e-13,77.08684503286266,0.4620108942567989,577.7247845810007,-23.0035456952748,5858487204180.08,49.47288166209604,6.647591864797296,M,TRUE,0.3333333333333333,0.5,0.3333333333333333,0.25,0.3333333333333333,0.25,BMisfit,VCentered,13.248848370370894,542.3215645176564
9869,73408102788.60916,97091254976.12823,0.7560732715491005,0.0440431305,2.1400979999999983,4,169.976403797,33.090220844,170.13545485456908,33.15772083105816,11.250840208130167,0.7963674802301443,-99.88491139386066,4.973799150320701e-13,116.74011721425283,0.8556177068979864,658.5940338397494,-22.78795028675132,17948934545027.617,184.86664478114645,5.004045926592028,M,TRUE,0.3333333333333333,0.5,0.6666666666666666,0.5,0.0,0.0,BMisfit,VMisfit,13.235008401302297,536.231320292355
9995,61110466638.798386,95307551747.82162,0.6411922824383656,0.026608205500000003,1.0889989999999976,4,216.834858851,1.025842952,216.8621019232864,1.0127042422922825,9.961423105766936,0.18215442314130495,-46.967839739440166,-7.607248164731573e-13,71.53651128079645,0.6565575941365154,347.82916559118496,-22.76781828392715,2730911276315.395,28.65367146919513,4.31282521827707,Q,TRUE,1.0,0.75,0.0,0.0,0.0,0.25,BCentered,VMisfit,13.19288871917591,522.0718764911342
10027,76301381273.53088,100111327269.99786,0.7621653148973629,0.04365360425,2.1395470000000003,4,174.379041427,31.362327965,174.49688356713014,31.344077625355897,9.8235088920164,0.6246801452243539,-92.79135554315319,-1.7763568394002505e-15,67.40226452259883,1.3766800893172044,569.7961218721354,-22.821208048157317,1939060231557.3618,19.369039292904013,7.498400293822903,M,TRUE,1.0,1.0,0.0,0.0,0.0,0.0,BMisfit,VMisfit,13.178812753755494,513.6588354471916
10074,51707268947.86668,136724432577.63544,0.3781860196677433,0.04458238975,0.08924599999999927,4,166.256515005,24.813000906,166.28253744291604,24.85198576492801,8.15599950895683,0.3353127888368926,-106.66137395291315,5.027089855502709e-13,108.48354575256421,0.9832032426022774,483.46368290072803,-23.159615324193975,4968258706283.191,36.33775333799315,3.9529707824175677,Q,TRUE,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3333333333333333,0.5,BCentered,VMisfit,13.161040246334547,506.548094073468
