#angDist,_RAJ2000,_DEJ2000,CG,Gal,Morph,PS,PE,PS0,Kmag,Kcorr,RV,e_RV,r_RV,objID,2MASX,SDSS9,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,umag,gmag,rmag,imag,zmag,e_umag,e_gmag,e_rmag,e_imag,e_zmag,objID,cl,q_mode,flags,Q,ObsDate,pmRA,e_pmRA,pmDE,e_pmDE,SpObjID,zsp,e_zsp,f_zsp,spType,spCl,subClass
0.114433,162.93537,51.02509,39,2,E,0,0.5,0.5,10.44,-0.04,7137,0,1,588013383811924000,10514450+5101303,J105144.47+510130.2,162.935321,+51.025082,0.004,0.003,90,16.400,14.565,13.780,13.383,13.154,0.012,0.002,0.002,0.002,0.003,1237657630060120000,3,1,201010021010,3,2001.9696,,,,,0,,,,,,
0.032498,162.97379,51.00652,39,3,S,1,0,0,12.01,-0.05,8277,3,2,588013383811924000,10515373+5100234,J105153.71+510023.4,162.973790,+51.006511,0.003,0.003,90,16.062,14.997,14.395,14.045,13.842,0.010,0.003,0.003,0.003,0.006,1237657630060120000,3,0,0000B00810021058,3,2001.9696,5,3,-1,3,986413707498121000,0.02761,0.00001,0,GALAXY,GALAXY,STARBURST
0.562206,162.84679,50.93098,39,4,S,1,0,0,12.24,-0.03,7281,2,2,588013383811859000,10512323+5055516,J105123.24+505550.9,162.846864,+50.930831,0.096,0.089,0,17.459,15.813,15.036,14.588,14.271,0.016,0.003,0.003,0.003,0.004,1237657630060050000,3,0,200810161258,3,2001.9696,-7,4,0,4,986421678957423000,0.02429,0.00001,0,GALAXY,GALAXY,STARFORMING
0.230793,163.00321,50.84297,39,5,S,1,0,0,12.55,-0.05,7805,0,2,588013383811924000,10520073+5050344,J105200.77+505034.9,163.003215,+50.843034,0.003,0.003,90,17.652,15.905,15.158,14.780,14.506,0.015,0.003,0.003,0.003,0.004,1237657630060120000,3,1,201010021010,3,2001.9696,-2,3,2,3,986422778469050000,0.02604,0.00001,0,GALAXY,GALAXY,
0.379668,167.43512,21.75886,40,1,E,0,0.8,0.2,10.01,-0.06,9542,2,1,587742061602734000,11094441+2145316,J110944.44+214532.1,167.435194,+21.758940,0.003,0.003,90,15.803,13.744,12.903,12.463,12.185,0.010,0.002,0.002,0.002,0.002,1237667782827640000,3,0,00002008100A1014,3,2005.1944,-18,3,7,3,2805863584226110000,0.03183,0.00001,0,GALAXY,GALAXY,
0.387964,167.45962,21.81024,40,2,S0,0,0.2,0.8,11.4,-0.06,9432,2,1,587742014350557000,11095029+2148366,J110950.32+214837.1,167.459687,+21.810328,0.002,0.002,90,17.109,15.224,14.371,13.969,13.628,0.012,0.002,0.002,0.002,0.003,1237667735575460000,3,1,201090021010,3,2005.1891,-21,3,4,3,2805862484714480000,0.03147,0.00001,0,GALAXY,GALAXY,
0.252549,167.42162,21.74043,40,3,E,0,0.8,0.2,11.62,-0.05,9659,2,1,587742061602734000,11094118+2144256,J110941.19+214425.3,167.421651,+21.740366,0.002,0.002,90,17.385,15.385,14.540,14.118,13.835,0.014,0.002,0.002,0.002,0.003,1237667782827640000,3,0,00002010100A1214,3,2005.1944,11,3,16,3,2805861110324950000,0.03222,0.00001,0,GALAXY,GALAXY,
0.091130,167.42842,21.73551,40,4,S,1,0,0,12.37,-0.07,9562,0,0,587742061602734000,11094283+2144076,J110942.81+214407.7,167.428402,+21.735491,0.003,0.002,0,17.854,15.918,15.095,14.697,14.399,0.017,0.003,0.003,0.002,0.004,1237667782827640000,3,0,00002010100A1014,3,2005.1944,-2,3,3,3,0,,,,,,
0.306092,170.60979,24.29915,42,1,S0,0,0.5,0.5,10.07,-0.05,7539,2,1,587741829122556000,11222635+2417567,J112226.35+241756.6,170.609792,+24.299065,0.004,0.004,90,15.992,14.030,13.186,12.735,12.440,0.010,0.002,0.002,0.002,0.002,1237667550347460000,3,1,00002010100A1010,3,2005.0962,,,,,2811448553136740000,0.02515,0.00001,0,GALAXY,GALAXY,
0.360029,170.55533,24.31726,42,2,E,0,0.5,0.5,11.24,-0.05,7699,23,1,587742190436352000,11221325+2419017,J112213.27+241901.7,170.555328,+24.317160,0.003,0.003,90,17.039,15.114,14.228,13.790,13.403,0.013,0.002,0.002,0.002,0.003,1237667911661260000,3,0,00002010100A1014,3,2005.2516,-2,3,1,3,0,,,,,,
0.370645,170.55925,24.30024,42,3,S,1,0,0,11.47,-0.06,8200,3,1,587741829122556000,11221420+2418007,J112214.22+241800.4,170.559250,+24.300137,0.007,0.006,0,16.491,14.671,13.837,13.391,13.045,0.016,0.003,0.002,0.002,0.004,1237667550347460000,3,1,201090021010,3,2005.0962,-6,3,10,3,2811444704846050000,0.02735,0.00001,0,GALAXY,GALAXY,
0.329658,170.62729,24.29999,42,4,S,1,0,0,11.99,-0.06,7527,2,2,587741829122556000,11223052+2417597,J112230.54+241759.6,170.627250,+24.299906,0.002,0.002,90,17.242,15.477,14.685,14.275,14.018,0.015,0.003,0.002,0.002,0.004,1237667550347460000,3,1,00002010100A1010,3,2005.0962,1,3,-1,3,2811437008264650000,0.02511,0.00001,0,GALAXY,GALAXY,
0.176050,173.75,51.218,43,1,E,0,0.8,0.2,10.41,-0.05,8085,2,1,588013382204195000,11345999+5113048,J113500.01+511304.7,173.750077,+51.217992,0.003,0.002,90,15.617,13.795,13.003,12.590,12.294,0.007,0.002,0.002,0.002,0.002,1237657628452390000,3,1,201010021010,3,2001.9696,2,2,6,2,990871947204127000,0.02697,0.00001,0,GALAXY,GALAXY,
0.300908,173.80675,51.16191,43,2,E,0,0.8,0.2,11.75,-0.05,7949,2,1,588013382204195000,11351359+5109426,J113513.65+510942.9,173.806875,+51.161939,0.002,0.002,90,16.977,15.206,14.424,14.027,13.722,0.011,0.002,0.002,0.002,0.003,1237657628452390000,3,1,201010021010,3,2001.9696,0,2,1,2,990873871349475000,0.02652,0.00001,0,GALAXY,GALAXY,
0.071010,173.81517,51.2038,43,3,S,1,0,0,12.22,-0.05,7393,2,2,588013382204195000,11351563+5112136,J113515.63+511213.6,173.815140,+51.203794,0.002,0.002,90,17.582,15.750,14.920,14.508,14.199,0.015,0.003,0.002,0.002,0.004,1237657628452390000,3,1,201010021010,3,2001.9696,-2,2,4,2,990872496959941000,0.02466,0.00001,0,GALAXY,GALAXY,BROADLINE
0.514850,173.78608,51.2402,43,4,S,1,0,0,13.14,-0.04,8071,0,2,588013382204195000,11350862+5114247,J113508.71+511424.8,173.786304,+51.240228,0.226,0.159,90,17.759,16.478,15.730,15.269,15.159,0.029,0.005,0.004,0.007,0.018,1237657628452390000,3,0,0000B01010161010,3,2001.9696,-23,2,-6,2,990871672326220000,0.02692,0.00001,0,GALAXY,GALAXY,STARFORMING
0.314939,175.54621,10.27774,44,1,S,1,0,0,9.63,-0.02,6267,6,1,587734893288096000,11421107+1016398,J114211.10+101640.0,175.546288,+10.277782,0.002,0.002,90,15.077,13.596,12.724,12.307,11.953,0.006,0.002,0.002,0.002,0.002,1237660614513000000,3,0,00042009900A1014,3,2002.9445,-11,3,-17,3,0,,,,,,
0.197227,175.59883,10.26413,44,2,S,1,0,0,9.92,-0.04,6475,2,1,587734893288096000,11422374+1015508,J114223.73+101550.9,175.598883,+10.264147,0.002,0.001,90,15.326,13.464,12.644,12.237,11.956,0.006,0.002,0.002,0.002,0.002,1237660614513000000,3,1,201010021210,3,2002.9445,-4,3,2,3,1379364596262920000,0.02160,0.00001,0,GALAXY,GALAXY,BROADLINE
0.068701,175.47063,10.3044,44,3,S,1,0,0,10.3,-0.04,6074,2,1,587732772126261000,11415296+1018160,J114152.94+101815.7,175.470621,+10.304383,0.003,0.002,90,15.901,13.989,13.173,12.749,12.454,0.008,0.002,0.002,0.002,0.002,1237658493351170000,3,1,201090021010,3,2002.1938,-6,3,18,3,1379356624803620000,0.02026,0.00001,0,GALAXY,GALAXY,AGN
0.411056,175.52442,10.35125,44,4,E,0,0.8,0.2,10.7,-0.04,6217,2,1,587732772126261000,11420585+1021047,J114205.86+102104.0,175.524437,+10.351137,0.002,0.002,90,16.268,14.302,13.462,13.039,12.753,0.009,0.002,0.002,0.002,0.002,1237658493351170000,3,1,201010021010,3,2002.1938,-8,3,3,3,1379357724315250000,0.02074,0.00001,0,GALAXY,GALAXY,
0.337042,175.52042,10.38416,44,5,S,1,0,0,11.81,-0.02,6093,4,2,587732772126262000,11420490+1023027,J114204.90+102303.3,175.520446,+10.384250,0.014,0.009,0,16.188,14.938,14.355,14.048,13.846,0.009,0.003,0.002,0.002,0.004,1237658493351170000,3,1,201010021010,3,2002.1938,-2,3,2,3,1379358274071060000,0.02033,0.00001,0,GALAXY,GALAXY,STARFORMING
0.180925,175.63692,26.48886,45,1,E,0,0.8,0.2,10.06,-0.05,9090,3,1,587741600954712000,11423285+2629198,J114232.84+262919.9,175.636868,+26.488879,0.002,0.002,90,15.706,13.764,12.912,12.477,12.126,0.006,0.002,0.002,0.002,0.002,1237667322179620000,3,1,4201010021010,3,2004.9732,-16,3,-11,3,2500683130344600000,0.03032,0.00001,0,GALAXY,GALAXY,
0.326881,175.71767,26.54061,45,2,S,1,0,0,10.93,-0.05,8543,2,1,587741600954712000,11425225+2632260,J114252.23+263226.4,175.717629,+26.540693,0.002,0.002,90,17.226,15.199,14.222,13.741,13.369,0.013,0.002,0.002,0.002,0.003,1237667322179620000,3,1,201090021010,3,2004.9732,,,,,2500675158885300000,0.02850,0.00001,0,GALAXY,GALAXY,BROADLINE
0.329036,175.79937,26.55894,45,3,S,1,0,0,11.05,-0.06,9017,3,1,587741600954778000,11431185+2633320,J114311.83+263332.4,175.799310,+26.559014,0.002,0.002,90,16.671,14.810,13.898,13.439,13.096,0.010,0.002,0.002,0.002,0.003,1237667322179680000,3,0,00002010100A1014,3,2004.9732,-6,3,-16,3,2500669661327160000,0.03008,0.00001,0,GALAXY,GALAXY,BROADLINE
0.446029,175.79475,26.57451,45,4,E,0,0.8,0.2,11.67,-0.06,9320,3,1,587741708346327000,11431073+2634280,J114310.75+263428.6,175.794818,+26.574618,0.002,0.002,90,17.214,15.312,14.441,14.052,13.752,0.012,0.002,0.002,0.002,0.003,1237667429571230000,3,0,00002008100A105C,3,2005.0472,-9,3,0,3,2500668012059720000,0.03109,0.00001,0,GALAXY,GALAXY,
0.238601,176.05829,33.5145,46,1,E,0,0.8,0.2,10.16,-0.06,9517,3,1,587739405705151000,11441398+3330521,J114413.97+333052.2,176.058211,+33.514508,0.002,0.002,90,15.594,13.690,12.840,12.426,12.158,0.007,0.002,0.002,0.002,0.002,1237665126930060000,3,1,201010021010,3,2004.2910,2,2,-1,2,2361073186113610000,0.03175,0.00001,0,GALAXY,GALAXY,
0.094198,176.01396,33.53504,46,2,S,1,0,0,11.73,-0.05,9325,3,1,587739405705150000,11440335+3332060,J114403.35+333206.2,176.013975,+33.535063,0.003,0.002,0,17.400,15.472,14.603,14.162,13.820,0.015,0.003,0.002,0.002,0.004,1237665126930060000,3,1,0000B01010021010,3,2004.2910,-1,2,5,2,2361074010747330000,0.03111,0.00001,0,GALAXY,GALAXY,BROADLINE
0.222512,176.03883,33.48227,46,3,E,0,0.8,0.2,12.33,-0.05,9435,3,2,587739405705151000,11440934+3328561,J114409.30+332856.1,176.038756,+33.482270,0.003,0.003,90,17.460,15.620,14.807,14.421,14.140,0.017,0.003,0.002,0.002,0.004,1237665126930060000,3,1,201010021010,3,2004.2910,-5,2,6,2,2361076209770590000,0.03148,0.00001,0,GALAXY,GALAXY,
0.118664,176.018,33.54277,46,4,S,1,0,0,12.65,-0.04,9230,0,2,587739405705150000,11440431+3332340,J114404.32+333233.9,176.018038,+33.542761,0.006,0.005,0,17.621,16.216,15.515,15.148,14.876,0.016,0.003,0.003,0.003,0.006,1237665126930060000,3,1,0000B01010021010,3,2004.2910,-4,2,8,2,5231019297320920000,0.03185,0.00002,0,BRIGHTGAL,GALAXY,STARFORMING
0.297241,179.48396,55.45355,47,1,E,0,0.8,0.2,7.42,-0.01,1040,13,1,587733081348571000,11575616+5527128,J115756.13+552713.0,179.483880,+55.453619,0.094,0.078,90,13.951,12.007,11.475,10.753,10.447,0.003,0.002,0.007,0.002,0.002,1237658802573480000,3,0,0000B818921E0010,3,2002.2482,7,3,-19,3,0,,,,,,
0.324896,179.11729,55.12532,47,2,S,1,0,0,8.92,-0.01,1113,3,1,587731869633872000,11562816+5507313,J115628.13+550730.8,179.117242,+55.125234,0.002,0.002,90,13.494,12.079,11.430,11.119,10.937,0.003,0.002,0.002,0.002,0.002,1237657590858780000,3,1,0004B01090021010,3,2001.9641,129,16,193,16,1146264831163130000,0.00371,0.00001,0,GALAXY,GALAXY,AGN
0.381910,178.93796,55.32064,47,3,S,1,0,0,9.63,-0.01,855,4,1,587733081348440000,11554511+5519144,J115545.09+551914.6,178.937877,+55.320735,0.030,0.028,90,14.499,13.106,12.402,12.014,11.813,0.006,0.002,0.002,0.002,0.003,1237658802573340000,3,1,0004B00810021110,3,2002.2482,157,4,-41,4,1146264281407320000,0.00285,0.00002,0,GALAXY,GALAXY,STARFORMING
0.160273,179.39825,55.45879,47,4,S0,0,0.2,0.8,9.63,-0.01,695,40,1,587733081348571000,11573559+5527318,J115735.59+552731.7,179.398308,+55.458820,0.002,0.001,90,14.769,13.080,12.313,11.928,11.697,0.004,0.002,0.002,0.002,0.002,1237658802573480000,3,0,00002008101A1010,3,2002.2482,-2,4,5,4,0,,,,,,
0.914057,184.84692,5.82471,48,1,E,0,0.8,0.2,7.4,-0.02,2238,7,1,588010360162091000,12192326+0549289,J121923.22+054929.7,184.846775,+5.824919,0.004,0.003,0,13.088,11.175,10.325,9.875,9.571,0.011,0.001,0.001,0.001,0.002,1237654606410290000,3,0,00002008100A105C,3,2001.1402,9,3,-4,3,0,,,,,,
0.296272,184.84267,6.09876,48,2,S,1,0,0,8.64,-0.01,1776,2,1,588010360698962000,12192224+0605556,J121922.23+060555.2,184.842663,+6.098678,0.003,0.002,90,14.472,12.588,11.824,11.370,11.054,0.004,0.002,0.002,0.002,0.002,1237654606947160000,3,0,00002008100A1058,3,2001.1402,11,3,18,3,950414867288844000,0.00593,0.00001,0,GALAXY,GALAXY,BROADLINE
0.345151,184.89908,5.84676,48,3,S,1,0,0,9.98,-0.02,2507,1,1,588010880371851000,12193577+0550484,J121935.75+055048.3,184.898984,+5.846752,0.003,0.002,90,14.857,13.221,12.463,12.047,11.755,0.005,0.002,0.002,0.002,0.002,1237655126620050000,3,0,00002010100A1014,3,2001.2900,20,4,-12,4,950416516556286000,0.00836,0.00001,0,GALAXY,GALAXY,
0.187159,184.95496,6.01498,48,4,E,0,0.8,0.2,10.02,-0.02,2073,19,1,588010880371851000,12194918+0600541,J121949.18+060053.7,184.954928,+6.014939,0.794,0.794,90,15.025,13.199,12.441,12.383,11.905,0.005,0.002,0.002,0.009,0.002,1237655126620050000,3,0,00002008101E1014,3,2001.2900,-25,3,2,3,0,,,,,,
0.137672,185.9125,7.05398,49,2,S0,0,0.2,0.8,9.04,-0.01,751,24,1,588017728688751000,12233902+0703141,J122339.00+070314.4,185.912513,+7.054016,0.001,0.001,90,14.752,12.784,11.972,11.529,11.230,0.004,0.002,0.002,0.002,0.002,1237661974936940000,3,0,0000B018100A1014,3,2003.2481,-65,5,329,5,1829604718607890000,0.29283,0.00015,0,QSO,GALAXY,
0.375368,185.91121,6.95398,49,3,S,1,0,0,9.05,-0.01,993,1,1,588017728688751000,12233869+0657141,J122338.69+065714.7,185.911217,+6.954084,0.003,0.003,90,14.523,12.728,11.855,11.355,10.975,0.005,0.002,0.002,0.002,0.002,1237661974936940000,3,0,00042008100A105C,3,2003.2481,,,,,1829605543241610000,0.00332,0.00001,0,GALAXY,GALAXY,BROADLINE
0.985290,186.22883,7.44451,49,4,S,1,0,0,9.41,0.0,771,3,1,588017729225818000,12245493+0726404,J122454.91+072641.2,186.228791,+7.444781,0.024,0.013,90,15.392,13.536,12.508,11.998,11.714,0.010,0.002,0.002,0.002,0.002,1237661975474010000,3,0,0004B008900A105C,3,2003.2481,,,,,1830762235044060000,0.00258,0.00001,0,GALAXY,GALAXY,
1.623036,186.42775,7.21676,49,5,S,1,0,0,9.78,-0.01,999,5,1,588017724937994000,12254263+0713001,J122542.56+071259.6,186.427337,+7.216572,0.088,0.038,0,15.716,13.818,13.012,12.552,12.241,0.016,0.005,0.004,0.004,0.013,1237661971186190000,3,0,200810021058,3,2003.2478,,,,,1831925243485120000,0.00334,0.00002,0,GALAXY,GALAXY,STARFORMING
0.284494,186.97321,12.29323,50,1,S,1,0,0,8.99,-0.01,723,18,1,588017703470367000,12275357+1217354,J122753.57+121735.9,186.973213,+12.293309,0.002,0.002,90,14.201,12.396,11.626,11.222,10.964,0.004,0.002,0.001,0.001,0.002,1237658629695280000,3,1,0000B010100A1014,3,2002.2242,-3,4,7,4,0,,,,,,
0.397634,186.864,12.29033,50,2,dS0n,0,0.2,0.8,10.56,-0.01,934,10,1,588017703470301000,12272735+1217252,J122727.38+121725.0,186.864105,+12.290289,0.011,0.010,0,15.519,13.754,13.019,12.642,12.450,0.010,0.002,0.002,0.002,0.003,1237658629695280000,3,1,201010021010,3,2002.2242,-8,3,12,3,1818459244551240000,0.33026,0.00005,0,GALAXY,GALAXY,
0.309205,186.92175,12.31595,50,3,S0,0,0.2,0.8,10.95,-0.01,1113,2,1,588017703470301000,12274122+1218574,J122741.23+121857.2,186.921820,+12.315898,0.060,0.056,0,15.300,13.670,13.021,12.663,12.394,0.009,0.002,0.002,0.002,0.003,1237658629695280000,3,0,200810061058,3,2002.2242,78,10,51,10,1818458419917510000,0.00372,0.00001,0,GALAXY,GALAXY,
0.368520,187.03579,12.09326,50,4,E,0,0.8,0.2,11.25,-0.02,1921,3,1,588017566027547000,12280859+1205356,J122808.61+120535.8,187.035890,+12.093290,0.008,0.008,90,15.542,13.844,13.108,12.749,12.470,0.012,0.002,0.002,0.002,0.003,1237661812275740000,3,1,201010021110,3,2003.2230,-9,3,0,3,1817219269541260000,0.00641,0.00001,0,GALAXY,GALAXY,
0.288816,195.47396,27.62441,52,1,E,0,0.8,0.2,10.03,-0.06,7856,2,1,587741602573058000,13015375+2737277,J130153.73+273728.0,195.473879,+27.624446,0.002,0.002,90,15.540,13.595,12.755,12.328,12.052,0.006,0.002,0.002,0.002,0.002,1237667323797960000,3,1,0000B01090021010,3,2004.9733,-9,3,-2,3,2523302564754120000,0.02621,0.00001,0,GALAXY,GALAXY,
0.438386,195.53296,27.64834,52,2,S,1,0,0,12.02,-0.05,6898,2,2,587741602573058000,13020791+2738539,J130207.87+273853.8,195.532831,+27.648298,0.006,0.004,90,15.995,14.816,14.275,14.005,13.758,0.007,0.002,0.002,0.002,0.004,1237667323797960000,3,1,200890021010,3,2004.9733,-12,3,-10,3,2524387782462300000,0.02301,0.00001,0,GALAXY,GALAXY,STARBURST
0.277282,195.45162,27.60402,52,3,S,1,0,0,12.88,-0.06,8229,0,2,587741602572993000,13014841+2736147,J130148.37+273614.2,195.451563,+27.603962,0.005,0.004,0,17.700,15.996,15.244,14.878,14.622,0.016,0.003,0.003,0.003,0.005,1237667323797900000,3,1,201010021010,3,2004.9733,1,3,6,3,2523303664265750000,0.02745,0.00001,0,GALAXY,GALAXY,
0.189287,195.50437,27.653,52,4,S,1,0,0,12.9,-0.05,7089,0,2,587741602573058000,13020106+2739109,J130201.03+273910.6,195.504322,+27.652969,0.006,0.005,0,17.457,15.734,14.993,14.626,14.354,0.017,0.003,0.003,0.003,0.005,1237667323797960000,3,1,201010021030,3,2004.9733,-6,3,2,3,2524374038566950000,0.02365,0.00001,0,GALAXY,GALAXY,
0.155982,197.14842,33.97584,54,1,S,1,0,0,10.5,-0.06,10151,3,1,587739406786560000,13083562+3358330,J130835.63+335832.9,197.148471,+33.975831,0.003,0.002,90,16.533,14.488,13.573,13.109,12.733,0.012,0.002,0.002,0.002,0.003,1237665128011460000,3,1,4200810021010,3,2004.2911,7,2,7,2,2356600653175880000,0.03387,0.00001,0,GALAXY,GALAXY,
0.258069,196.97842,34.08704,54,2,S,1,0,0,11.17,-0.06,10087,3,1,587739406786495000,13075483+3405131,J130754.81+340513.5,196.978381,+34.087104,0.002,0.002,90,16.455,14.724,13.958,13.557,13.237,0.010,0.002,0.002,0.002,0.003,1237665128011400000,3,1,0000B01010021010,3,2004.2911,-20,2,-3,2,2356600928053780000,0.03365,0.00001,0,GALAXY,GALAXY,BROADLINE
0.160228,197.01737,34.00755,54,3,S0,0,0.2,0.8,11.26,-0.06,9943,3,1,587739406786495000,13080418+3400272,J130804.16+340027.3,197.017352,+34.007592,0.002,0.001,90,16.847,14.971,14.166,13.774,13.477,0.010,0.002,0.002,0.002,0.003,1237665128011400000,3,1,201090021010,3,2004.2911,-5,2,6,2,2356597354640990000,0.03317,0.00001,0,GALAXY,GALAXY,
4.927621,197.11254,34.07038,54,4,S,0.5,0,0.5,12.2,-0.03,10339,0,2,587739406786560000,13082700+3404129,J130827.34+340416.0,197.113931,+34.071119,0.024,0.021,0,21.173,18.640,17.917,17.636,18.012,0.894,0.036,0.031,0.037,0.211,1237665128011460000,3,1,0000F01010021310,3,2004.2911,,,,,0,,,,,,
0.218175,201.04175,13.97648,56,1,E,0,0.8,0.2,9.37,-0.05,6885,2,1,587738568710357000,13241000+1358351,J132410.02+135835.5,201.041759,+13.976540,0.055,0.048,90,14.756,12.792,11.946,11.575,11.273,0.005,0.002,0.001,0.002,0.002,1237664289935260000,3,0,201010161010,3,2004.0751,-5,3,0,3,1997399824118340000,0.02297,0.00001,0,GALAXY,GALAXY,BROADLINE
0.429484,201.12042,14.09258,56,2,S,1,0,0,9.98,-0.05,7320,27,1,587736808298775000,13242889+1405332,J132428.93+140533.2,201.120543,+14.092580,0.003,0.003,90,15.521,13.631,12.798,12.381,12.027,0.009,0.002,0.002,0.002,0.002,1237662529523680000,3,0,00042008900A125C,3,2003.4092,5,3,16,3,0,,,,,,
0.229725,201.10071,13.93755,56,3,S,1,0,0,11.51,-0.04,6826,2,1,587738568710357000,13242415+1356152,J132424.18+135615.0,201.100765,+13.937515,0.004,0.003,0,16.858,15.143,14.298,13.885,13.483,0.014,0.003,0.002,0.002,0.003,1237664289935260000,3,1,201010161010,3,2004.0751,-7,3,2,3,1997392127536950000,0.02277,0.00001,0,GALAXY,GALAXY,STARFORMING
0.467014,201.21862,14.07726,56,4,S,1,0,0,12.25,-0.03,7288,5,2,587736808298840000,13245247+1404382,J132452.49+140437.9,201.218737,+14.077197,0.011,0.009,90,16.860,15.493,14.811,14.444,14.130,0.017,0.003,0.003,0.003,0.006,1237662529523740000,3,1,201010021010,3,2003.4092,-3,3,5,3,1997394601438110000,0.02431,0.00002,0,GALAXY,GALAXY,STARFORMING
0.170714,208.042,2.32511,57,1,E,0,0.8,0.2,9.8,-0.05,7109,31,1,587726032797696000,13521008+0219305,J135210.09+021930.4,208.042044,+2.325128,0.002,0.002,90,15.211,13.313,12.488,12.083,11.849,0.007,0.002,0.002,0.002,0.002,1237651754022600000,3,1,201010021010,3,2000.3432,11,3,-6,3,0,,,,,,
0.161986,208.09512,2.34579,57,2,S,1,0,0,11.64,-0.05,6997,2,1,587726032797696000,13522284+0220448,J135222.82+022044.9,208.095084,+2.345817,0.003,0.003,90,16.875,15.133,14.321,13.906,13.594,0.014,0.003,0.002,0.002,0.004,1237651754022600000,3,1,201090021010,3,2000.3432,-5,4,17,4,596748974849812000,0.02334,0.00001,0,GALAXY,GALAXY,STARFORMING_BROADLINE
0.282173,208.06067,2.35953,57,3,S,1,0,0,12.05,-0.04,7107,3,2,587726032797696000,13521455+0221345,J135214.57+022134.3,208.060745,+2.359553,0.004,0.004,90,17.035,15.471,14.683,14.266,13.978,0.017,0.003,0.003,0.003,0.005,1237651754022600000,3,1,201810021010,3,2000.3432,,,,,596748699971906000,0.02371,0.00001,0,GALAXY,GALAXY,STARFORMING
0.326397,208.04812,2.3152,57,4,E,0,0.8,0.2,12.51,-0.04,7082,0,2,587726032797696000,13521155+0218545,J135211.55+021855.0,208.048154,+2.315284,0.004,0.004,90,19.331,17.422,16.574,16.200,15.932,0.036,0.005,0.004,0.004,0.008,1237651754022600000,3,1,201012020010,3,2000.3432,4,3,6,3,596747875338185000,0.02363,0.00001,0,GALAXY,GALAXY,
0.115835,210.155,-2.85779,59,1,S0a,0,0.5,0.5,9.82,-0.04,7446,2,1,587729776905487000,14003719-0251281,J140037.20-025128.1,210.155014,-2.857819,0.003,0.002,90,15.537,13.522,12.610,12.131,11.769,0.009,0.002,0.002,0.002,0.002,1237655498130390000,3,1,201010021110,3,2001.3943,-20,3,0,3,1030259203765200000,0.02484,0.00001,0,GALAXY,GALAXY,AGN_BROADLINE
0.150510,210.12525,-2.81067,59,2,S0,0,0.5,0.5,11.25,-0.05,7856,3,1,587729776905487000,14003005-0248387,J140030.05-024838.2,210.125238,-2.810630,0.002,0.002,90,17.060,15.091,14.185,13.703,13.314,0.013,0.002,0.002,0.002,0.003,1237655498130390000,3,1,201010021010,3,2001.3943,-10,3,-1,3,1030261677666360000,0.02621,0.00001,0,GALAXY,GALAXY,
0.437838,210.1525,-2.90899,59,3,S,1,0,0,11.49,-0.04,7204,16,1,587729772610126000,14003658-0254321,J140036.61-025432.7,210.152556,-2.909098,0.003,0.003,90,16.943,15.099,14.239,13.819,13.489,0.014,0.003,0.002,0.002,0.003,1237655493835030000,3,1,201010021010,3,2001.3941,-9,3,-1,3,4546508708376930000,0.02403,0.00001,0,BRIGHTGAL,GALAXY,
0.434364,210.15825,-2.90621,59,4,S,1,0,0,11.95,-0.05,7581,2,2,587729772610126000,14003799-0254221,J140037.96-025422.7,210.158181,-2.906309,0.003,0.002,0,17.332,15.486,14.626,14.229,13.901,0.015,0.003,0.002,0.002,0.004,1237655493835030000,3,0,0000B01010021010,3,2001.3941,-1,3,-1,3,1030267450102410000,0.02529,0.00001,0,GALAXY,GALAXY,
0.285562,210.15633,-2.87309,59,5,S,1,0,0,12.12,-0.04,7064,2,2,587729776905487000,14003752-0252231,J140037.50-025223.3,210.156270,-2.873142,0.003,0.003,90,17.750,15.735,14.914,14.487,14.143,0.019,0.003,0.003,0.002,0.004,1237655498130390000,3,0,0000B01010021058,3,2001.3943,-5,3,0,3,1030259478643110000,0.02356,0.00001,0,GALAXY,GALAXY,
0.205791,210.16671,-2.83202,59,6,S,1,0,0,12.51,-0.05,7165,0,2,587729776905487000,14003999-0249551,J140040.02-024955.4,210.166751,-2.832060,0.026,0.014,0,18.156,16.258,15.393,14.939,14.602,0.028,0.004,0.003,0.003,0.005,1237655498130390000,3,1,200810021010,3,2001.3943,-4,3,3,3,1030262777177990000,0.02390,0.00001,0,GALAXY,GALAXY,
0.192165,214.82342,35.13794,60,1,E,0,0.8,0.2,10.34,-0.05,8529,26,1,587736940371247000,14191759+3508168,J141917.63+350816.6,214.823483,+35.137954,0.001,0.001,90,16.036,14.112,13.262,12.863,12.545,0.007,0.002,0.002,0.002,0.002,1237662661596150000,3,1,0000B01010021010,3,2003.4748,-2,2,-3,2,0,,,,,,
0.122894,214.83879,35.09214,60,2,S,1,0,0,11.86,-0.05,8459,2,2,587736940371247000,14192133+3505318,J141921.31+350531.7,214.838822,+35.092162,0.003,0.003,90,16.101,14.775,14.104,13.753,13.455,0.010,0.002,0.002,0.002,0.004,1237662661596150000,3,1,201010021010,3,2003.4748,6,2,3,2,1851062787602670000,0.02822,0.00001,0,GALAXY,GALAXY,STARFORMING
