Group,Lum_BGG,Lum_group,FracLumBGG,z_group,DeltaR12,NbGal,RA_BGG,Dec_BGG,RA_Bary,Dec_Bary,Radius_Bary_arcmin,Offset_Bary,V_BGG,V_moy,Vdisp,Voffset,size_Group_Bary_kpc,M_group,M_virial,M_virial_over_L,t_cr,all_SFR,Prop_M_Sat,Prop_M_Tot,Prop_G_Sat,Prop_G_Tot,Prop_Q_Sat,Prop_Q_Tot,Misfit_Bary,Vmisfit,lMass_200,r_200_kpc
46,158180447555.8916,346181859408.8767,0.4569287594271775,0.03999582325000001,0.7887120000000003,4,155.421773619,23.923065206,155.21598562222474,24.343657316052315,42.14199846121459,0.6558051905954558,65.73718316993465,-1.9824142327706795e-12,407.24097817364907,0.1614208458705402,2233.6456683982556,-24.168260765686682,614492919601726.6,1775.0581172884242,4.865040145897211,TRUE,0.0,0.0,0.0,0.0,1.0,1.0,BMisfit,VCentered,14.444510535885271,1358.5778070544295
50,139662689164.63968,263191656027.34006,0.5306501401781966,0.038801872,1.2187850000000005,4,233.133396618,4.680996916,233.26096636293948,4.871954323166249,30.866331319844118,0.4459293676808244,161.8281851283266,-5.013767179207207e-13,254.1752289603899,0.6366796079626865,1585.7914604932914,-23.870680291774207,134011942239269.44,509.1800563211944,5.53396580465656,TRUE,0.0,0.0,0.0,0.0,1.0,1.0,BCentered,VMisfit,14.213432295771383,1138.215985648856
61,85251337240.46135,255846729590.75986,0.33321253461721123,0.0346057465,0.35681100000000043,4,241.149144579,17.721559028,241.31482649682462,17.69751966048761,10.358416112235663,0.9247588972483434,220.63266538615798,4.973799150320701e-13,256.5555766121393,0.8599800023825245,473.1761170688218,-23.839949674730526,64375009794878.12,251.6155273817621,1.6359309798771524,TRUE,0.0,0.0,0.3333333333333333,0.25,0.6666666666666666,0.75,BMisfit,VMisfit,13.68002035285358,756.8388987405352
70,128200228719.58524,348120603136.6826,0.3682638360512376,0.04248263175,0.42761299999999736,4,212.506606523,54.881720834,212.56132158273098,55.16816843960533,25.61232952606266,0.675048724595504,-14.733283399470759,4.973799150320701e-13,33.2476863203846,0.4431371030602536,1444.5291758593246,-24.17432431822065,2293293925262.6997,6.587642054504552,38.537941155972725,TRUE,0.3333333333333333,0.25,0.0,0.0,0.6666666666666666,0.75,BMisfit,VCentered,14.240917610159276,1161.109915945275
71,118549902190.4876,297739570487.57605,0.398166431140984,0.02980888775,0.3153550000000003,4,139.016329083,17.628364762,139.06355178112813,17.624136487411977,14.255628585683407,0.1902569549049865,-59.79080153911116,2.5224267119483557e-13,117.69717371474837,0.5080054146756385,558.9670280565068,-24.004591393825116,8940233045420.348,30.027023384160493,4.212537465748793,TRUE,0.3333333333333333,0.25,0.0,0.0,0.6666666666666666,0.75,BCentered,VCentered,14.124034194804311,1065.7891987513735
78,121635739547.38411,311886155066.92786,0.3900004459039941,0.0295764835,0.18337199999999854,4,139.208372488,20.198497201,139.43030465977512,20.104554353890943,25.133925933101068,0.5455889771337487,-277.2029811371024,1.4210854715202004e-14,347.2634270326139,0.7982498574808696,977.6573060882428,-24.05499024106495,174371340184055.53,559.0865043260322,2.497187906916637,TRUE,0.0,0.0,0.0,0.0,1.0,1.0,BMisfit,VMisfit,14.088618665819372,1037.2852275486098
79,114526924933.97787,274395072131.867,0.4173796710129665,0.04601682025,0.643340000000002,4,230.466041678,7.708815434,230.47769922569682,7.683101230674087,9.892897070230552,0.17097173468108964,-370.6811798274436,0.0,540.057381426702,0.6863736939363607,605.9146052893232,-23.915940768997544,301253161571662.8,1097.8810925106138,0.9951650942568836,FALSE,0.0,0.0,0.0,0.0,0.6666666666666666,0.75,BCentered,VMisfit,14.004727064455938,967.4950868526917
85,92409623324.85942,253766115568.19528,0.36415272826298956,0.030615252750000002,0.49917800000000057,4,244.418911431,35.004215289,244.50135495896998,35.10112449781981,9.906557465329069,0.715250984366707,-192.54609968308594,-7.673861546209082e-13,259.9327913544833,0.740753402753639,399.183092977682,-23.83108407981648,57409634991830.9,226.23049914795675,1.362180591475793,TRUE,0.0,0.0,0.0,0.0,1.0,1.0,BMisfit,VMisfit,13.745071057389032,796.5975979162923
94,125685969646.65051,306293539301.782,0.41034482781831005,0.02589021175,0.18178800000000095,4,214.538450174,7.56454998,214.43889300767142,7.698587833265159,32.72999796878862,0.3051183960278271,-140.19741477675998,2.5579538487363607e-13,227.72116380639608,0.6156538656018518,1111.424584711351,-24.035344590651945,49541407395854.73,161.74486575455657,4.329125980917189,TRUE,0.0,0.0,0.0,0.0,1.0,1.0,BCentered,VMisfit,14.21853516267472,1147.390206100968
95,142298656581.5044,228717030988.8112,0.6221602998530775,0.023654187,1.3087460000000029,4,201.041759634,13.976539901,200.99398352964127,13.849885483929986,17.2296678552243,0.46969256042894153,77.32718943389176,-2.5579538487363607e-13,398.37881474208234,0.19410467266929102,533.6587339694942,-23.718246261856546,181069950938684.62,791.6767289076192,1.1882039895555192,TRUE,0.3333333333333333,0.25,0.6666666666666666,0.5,0.0,0.25,BMisfit,VCentered,14.210687199315334,1141.305865428439
96,123802210750.35738,358999849727.603,0.3448530990870729,0.0353063375,0.2654330000000016,4,252.565417699,23.579821489,252.8577605421631,23.39949228131689,32.20580128450696,0.6019747269670896,228.492548052187,-5.062616992290714e-13,311.9319304522458,0.7325077228256626,1501.7241612624427,-24.207735666971658,148832392938299.53,414.5750842269949,4.27025642776801,TRUE,0.0,0.0,0.0,0.0,1.0,1.0,BMisfit,VMisfit,14.04130746597608,998.4707616979152
99,129430670205.10014,313795499524.3189,0.4124682170435952,0.0440683105,0.5930740000000014,4,170.735308598,34.111490506,170.7234294893909,34.0567979167306,17.99501076243874,0.18528618224825036,-138.87077469488784,0.0,150.95182214181344,0.9199675282119091,1054.001054591566,-24.061616776538944,2463317420039.5684,7.850072495538335,6.193359723371986,TRUE,0.0,0.0,0.0,0.0,1.0,1.0,BCentered,VMisfit,14.227122520767628,1148.294703202768
100,95223732372.17607,201119406338.7214,0.47346864286085905,0.03551682325,0.9463270000000001,4,230.772090356,8.609218112,230.8167452056213,8.638589780850756,7.873537019052642,0.4040940943804362,-253.08941009448566,-5.186961971048731e-13,380.56688122655135,0.665032672519449,369.3805952788526,-23.578634945999426,17608169850731.105,87.55082451404897,0.8609277479857683,FALSE,0.0,0.0,0.3333333333333333,0.25,0.6666666666666666,0.5,BCentered,VMisfit,13.791273231524688,824.064892020412
102,166396121816.63455,270025381429.98956,0.6162240043341135,0.04108814,1.5532250000000012,4,119.617121024,37.78661714,119.56829069545756,37.68953811544796,17.93354246917875,0.34954844853855105,84.70795605026265,-4.973799150320701e-13,122.44552395742753,0.6918011644077315,977.2611122130584,-23.89851147055403,21600879810779.363,79.99573853534173,7.07931640550917,TRUE,0.0,0.0,0.0,0.0,1.0,1.0,BCentered,VMisfit,14.421890038553686,1334.7259053517546
106,95911879155.8458,204762484650.37848,0.4684055251605803,0.016953288749999997,0.9566840000000028,4,125.148698328,21.067794201,124.9612466881965,21.03652559332117,34.144074408024885,0.31228686551830526,-330.7590103341098,7.815970093361102e-13,262.19357524068045,1.2615069230071352,754.1831533518723,-23.598125976929374,54655751553762.86,266.9226818920701,2.5513991195590466,TRUE,0.0,0.0,0.0,0.0,1.0,1.0,BCentered,VMisfit,13.459609231757058,642.6260007388036
112,137163955279.03188,236522800260.67593,0.5799185327074644,0.02368742225,1.3620319999999992,4,153.460530226,38.764911915,153.44534464200234,38.720552517216476,8.149115497866775,0.33804953580069524,67.42579806271918,5.080380560684716e-13,63.04913440334216,1.0694167128667909,252.76543226846243,-23.754682530233367,1888917342981.3584,7.98619558410246,3.5560034335735695,TRUE,0.0,0.0,0.0,0.0,1.0,1.0,BCentered,VMisfit,14.223476400382346,1152.552082250137
120,152757027906.4908,261551145601.34976,0.584042664218797,0.029375464499999997,1.213522000000001,4,144.63695777,17.031291227,144.51811747580732,17.03665065817003,17.599813040339072,0.3877992546849174,-87.33665712286503,7.602807272633072e-13,302.396237809591,0.28881529001646783,679.8425180931496,-23.863891566474067,98076802585704.98,374.9813534947822,1.994139602782776,FALSE,0.3333333333333333,0.25,0.0,0.0,0.3333333333333333,0.5,BCentered,VCentered,14.38075798388123,1298.092634062141
125,95979570020.03885,227986550806.89694,0.4209878595046288,0.034482360000000004,0.5880629999999982,4,238.758029329,41.578336722,238.853696556388,41.734857855902746,25.4604594181447,0.4054975097574768,-210.653508838424,-1.0089706847793423e-12,392.3051933471782,0.5369633448925591,1158.7915244804585,-23.714773070542492,85683543565033.67,375.8271848132263,2.6200216047217917,FALSE,0.3333333333333333,0.25,0.0,0.0,0.3333333333333333,0.5,BCentered,VCentered,13.899588777822842,895.7978581273508
