objid,specobjid,Group,RA,Dec,M_r,z,Lum,rank_M,RA_BGG,Dec_BGG,M_BGG,dist2BGG,lgm,sfr,sSFR,rank_dist,rank_M_parent
1237665536542179835,3340692160189065216,3040,241.595094191,19.777952158,-22.51571,0.039375731,75558616975.70995,1,241.595094191,19.777952158,-22.51571,0.0,10.80764,-9999.0,-10009.80764,1,1
1237665536542179811,3340688586776274944,3040,241.579061024,19.763232676,-20.906135,0.039052645,17157499701.223036,2,241.595094191,19.777952158,-22.51571,1.3244165152716292,10.26411,-0.8720798,-11.1361898,2,2
1237665101149176029,3340703705061156864,3040,241.808341169,19.858238072,-20.661954,0.039551955,13701925441.718231,3,241.595094191,19.777952158,-22.51571,13.577068969398749,10.11785,-9999.0,-10009.11785,4,3
1237665536542245055,3340690236043716608,3040,241.619311747,19.75336638,-20.43629,0.039769383,11130533984.490437,4,241.595094191,19.777952158,-22.51571,2.1063937552047713,10.04874,-9999.0,-10009.04874,3,4
1237654953203531789,7117972300259586048,3043,248.788280166,46.213918289,-22.538344,0.030800622,77150296595.87505,1,248.788280166,46.213918289,-22.538344,0.0,,,,1,1
1237651714798584020,705980234368837632,3043,249.080911925,46.245188468,-20.288924,0.031327698,9717836770.75244,2,248.788280166,46.213918289,-22.538344,12.870156916603818,10.03117,-0.1466967,-10.1778667,2,2
1237654952666595635,706012120206043136,3043,248.37269479,46.027352229,-20.271954,0.03017169,9567128341.657066,3,248.788280166,46.213918289,-22.538344,21.56376370815198,10.16507,-0.1113544,-10.2764244,4,3
1237651714261582084,705995077775812608,3043,248.488608556,46.28379201,-19.668836,0.0305483,5489520357.868514,4,248.788280166,46.213918289,-22.538344,13.74094202081325,9.436426,-0.2955053,-9.7319313,3,4
1237665128006615097,2250794094194354176,3046,183.795533311,34.611924366,-22.231842,0.032594704,58175054658.32729,1,183.795533311,34.611924366,-22.231842,0.0,11.03854,-0.7494813,-11.7880213,1,1
1237665024367722528,2250781174932727808,3046,183.650647263,34.546786255,-21.129902,0.033371311,21084378309.29459,2,183.795533311,34.611924366,-22.231842,8.539867638212039,10.6608,-1.684673,-12.345473,3,3
1237665024367722513,2352178412040251392,3046,183.62431026,34.551387272,-20.750832,0.03326062,14870747516.37814,3,183.795533311,34.611924366,-22.231842,9.639636046330182,10.47509,-1.918004,-12.393094,4,4
1237665128006680670,2250792444926912512,3046,183.843572622,34.64026196,-19.325618,0.032848595,4001724627.2756314,4,183.795533311,34.611924366,-22.231842,3.0560303189864113,9.838316,-0.6049715,-10.4432875,2,5
1237670964854718472,2912712199396943872,3050,154.168023654,16.971539198,-22.22455,0.028460202,57785649629.05684,1,154.168023654,16.971539198,-22.22455,0.0,11.12451,-0.5503415,-11.6748515,1,1
1237670964854784136,2915017051250649088,3050,154.358159238,17.097029905,-21.631365,0.028743577,33461545808.239376,2,154.168023654,16.971539198,-22.22455,13.879590961144858,10.82294,-0.2104221,-11.0333621,2,2
1237668288546406511,2912711374763223040,3050,154.420723277,16.874693044,-20.199738,0.029462473,8951487303.231815,3,154.168023654,16.971539198,-22.22455,16.363505155009683,10.3684,0.5710527,-9.7973473,3,3
1237668288546275407,2915035742948321280,3050,154.055289553,16.719514753,-19.414609,0.029086309,4343537746.4986515,4,154.168023654,16.971539198,-22.22455,17.225324610764734,9.488924,-0.4893776,-9.9783016,4,6
1237655501889994832,1101164234705758208,3053,258.74360722,29.160314192,-22.422514,0.044988519,69343474743.69923,1,258.74360722,29.160314192,-22.422514,0.0,11.0304,-0.495987,-11.526387,1,1
1237655473974345996,1101163410072037376,3053,258.794017232,29.263202288,-21.889994,0.044785285,42461721741.83695,2,258.74360722,29.160314192,-22.422514,7.03095682995336,10.53587,-0.3658321,-10.9017021,3,2
1237655501889994956,1101165059339479040,3053,258.742685076,29.138491134,-20.890275,0.044791038,16908691481.211235,3,258.74360722,29.160314192,-22.422514,1.3721165628402692,10.47085,-1.722957,-12.193807,2,3
1237655501889929814,1101165883973199872,3053,258.683356677,29.259586394,-19.505587,0.04500215,4723183297.253917,4,258.74360722,29.160314192,-22.422514,7.058610907710358,10.19935,-0.3645776,-10.5639276,4,5
1237667550878302344,2664008709847410688,3059,155.828333536,22.390778426,-22.297432,0.040857009,61797769478.89683,1,155.828333536,22.390778426,-22.297432,0.0,11.07526,-0.5495777,-11.6248377,1,1
1237667538009850042,2664009259603224576,3059,155.90679433,22.334389071,-19.93934,0.041352118,7042648285.807312,2,155.828333536,22.390778426,-22.297432,5.773946608348406,10.10364,-0.5163676,-10.6200076,2,3
1237667538009850089,2664012833016014848,3059,155.930492769,22.362395402,-19.938,0.041631406,7033961712.162487,3,155.828333536,22.390778426,-22.297432,6.197646325364288,9.76854,-0.1539683,-9.9225083,3,4
1237667538546655418,2664006510824155136,3059,155.772442864,22.576402162,-19.528964,0.040786466,4825980913.895698,4,155.828333536,22.390778426,-22.297432,12.106037076587844,9.803891,-0.2583199,-10.0622109,4,5
1237665330921013325,2364423401767987200,3062,171.297556151,32.258833053,-22.194126,0.045015481,56188883171.18379,1,171.297556151,32.258833053,-22.194126,0.0,10.94599,-0.2990052,-11.2449952,1,1
1237665330921078839,2228317601413490688,3062,171.370163192,32.269160455,-21.853412,0.045080826,41054881223.15347,2,171.297556151,32.258833053,-22.194126,3.911838792345271,10.90482,-1.224891,-12.129711,4,2
1237665330921078921,2364426975180777472,3062,171.311792845,32.279911668,-20.533109,0.044883882,12168683625.598104,3,171.297556151,32.258833053,-22.194126,1.5251668543907877,9.773371,0.1857145,-9.5876565,3,5
1237665330921013326,2228320350192560128,3062,171.300331964,32.257683214,-20.0568,0.044859026,7847295376.5129795,4,171.297556151,32.258833053,-22.194126,0.1642337409330716,9.617968,-0.69247,-10.310438,2,7
1237664668975890441,2238346797363783680,3067,165.531780567,38.664252076,-22.054165,0.031228716,49393067686.35079,1,165.531780567,38.664252076,-22.054165,0.0,11.11664,-1.160879,-12.277519,1,1
1237662225671520364,2238414692206798848,3067,165.524008032,38.787248329,-21.716063,0.031139803,36176387755.64291,2,165.531780567,38.664252076,-22.054165,7.737468370589302,11.02314,-0.6722251,-11.6953651,2,2
1237662225671454772,2238413317817264128,3067,165.390850542,38.80366928,-20.364097,0.031029762,10414509009.098877,3,165.531780567,38.664252076,-22.054165,11.155544468687806,10.29388,-1.831833,-12.125713,4,3
1237662225671520433,2238420189764937728,3067,165.589085166,38.792328408,-19.900627,0.030012904,6795959780.729656,4,165.531780567,38.664252076,-22.054165,8.523400034874257,9.830337,-0.1511678,-9.9815048,3,4
1237655368760098952,891796603457792000,3072,222.764492464,55.520646544,-22.185816,0.038615189,55760466695.850204,1,222.764492464,55.520646544,-22.185816,0.0,11.06325,-1.233053,-12.296303,1,1
1237655368760164378,891800726626396160,3072,222.844707677,55.401345227,-22.146816,0.038454123,53793078619.221825,2,222.764492464,55.520646544,-22.185816,8.022122719898316,11.05887,-1.282199,-12.341069,4,2
1237655368760098912,891798527603140608,3072,222.629650454,55.536201628,-19.787729,0.038260241,6124795603.279532,3,222.764492464,55.520646544,-22.185816,4.893925412833298,10.09324,-1.880476,-11.973716,2,5
1237655368760164476,891800176870582272,3072,222.814524441,55.417592455,-19.372982,0.03852811,4180158987.729119,4,222.764492464,55.520646544,-22.185816,6.715802151086916,9.954612,-0.7742071,-10.7288191,3,6
1237658205048930354,7515422667731300352,3075,186.950006646,50.387817379,-22.52369,0.04059099,76116007458.3258,1,186.950006646,50.387817379,-22.52369,0.0,,,,1,1
1237658613596618862,1093382719443855360,3075,186.950229022,50.407931284,-20.59375,0.039446916,12867672530.296738,2,186.950006646,50.387817379,-22.52369,1.2638253096492695,10.39975,0.2605067,-10.1392433,2,3
1237658613596618864,7515422117975486464,3075,186.937279575,50.412822146,-20.556913,0.041791869,12438419505.576857,3,186.950006646,50.387817379,-22.52369,1.6517140101810763,,,,3,4
1237658613596618841,1093376122374088704,3075,186.834949459,50.410099948,-19.921936,0.041266208,6930656903.720188,4,186.950006646,50.387817379,-22.52369,4.816189355829893,9.919874,-0.3510128,-10.2708868,4,6
1237670450523144332,2746151025441269760,3085,138.553150619,16.742323238,-22.292779,0.028836499,61533497409.85231,1,138.553150619,16.742323238,-22.292779,0.0,11.05712,-1.543648,-12.600768,1,1
1237667783889190972,2746151850074990592,3085,138.431303766,16.862852543,-21.870321,0.028187134,41699264992.75093,2,138.553150619,16.742323238,-22.292779,10.538778795592062,10.85674,-1.425655,-12.282395,4,2
1237670450523144290,2746149651051735040,3085,138.631602794,16.817169107,-20.111109,0.029128171,8249803417.903616,3,138.553150619,16.742323238,-22.292779,6.662454182347007,10.5264,-1.727254,-12.253654,3,3
1237670450523078792,2743847274592364544,3085,138.494382249,16.764713649,-19.950233,0.028419226,7113661571.133914,4,138.553150619,16.742323238,-22.292779,3.8053901267860257,10.17541,-0.5362594,-10.7116694,2,4
1237671767461331011,891878517074061312,3092,226.727754394,56.509002859,-22.217633,0.029771613,57418679436.17976,1,226.727754394,56.509002859,-22.217633,0.0,10.95669,-0.3841894,-11.3408794,1,1
1237671767461265510,891883189998479360,3092,226.43249332,56.392417148,-20.714264,0.030363747,14378235744.685291,2,226.727754394,56.509002859,-22.217633,12.600713558236928,10.08469,0.2377705,-9.8469195,3,3
1237671767461396524,689130217582651392,3092,227.053867634,56.422783559,-20.565157,0.029757903,12533223951.945988,3,226.727754394,56.509002859,-22.217633,12.549044337115744,10.25585,0.1521243,-10.1037257,2,4
1237671767461265556,891874943661271040,3092,226.694279537,56.298159268,-19.788888,0.029258406,6131337181.466932,4,226.727754394,56.509002859,-22.217633,13.298717106490557,9.62265,-1.961031,-11.583681,4,6
1237662246593429648,2027883790658988032,3094,204.109164179,7.369588176,-22.272178,0.024413319,60376954110.137375,1,204.109164179,7.369588176,-22.272178,0.0,10.9632,-1.277953,-12.241153,1,1
1237671992949342322,2027888188705499136,3094,203.907454925,7.545196615,-21.515899,0.023603621,30085663934.30742,2,204.109164179,7.369588176,-22.272178,16.72313661766953,10.92124,-0.7448838,-11.6661238,2,2
1237671992949407904,2027878842856663040,3094,203.832971592,7.468752844,-20.077522,0.024855703,7998504620.118331,3,204.109164179,7.369588176,-22.272178,18.301661417106637,10.11446,-0.6309665,-10.7454265,3,3
1237662247130300506,2027893961141544960,3094,204.101593507,7.799899588,-19.631737,0.024146096,5305114967.939776,4,204.109164179,7.369588176,-22.272178,27.041374605638275,9.251437,-1.645472,-10.896909,4,5
1237661383308083205,1793692467321661440,3097,142.514842525,34.223704022,-22.087883,0.042910693,50951057228.9892,1,142.514842525,34.223704022,-22.087883,0.0,11.12932,-1.477036,-12.606356,1,1
1237661138492522549,1793687519519336448,3097,142.365680443,34.325089633,-20.669616,0.042433654,13798961406.645292,2,142.514842525,34.223704022,-22.087883,10.027947981566411,10.28582,-1.513157,-11.798977,4,3
1237661383308017837,1793694666344916992,3097,142.499103337,34.120599145,-20.655862,0.043471818,13625260052.583546,3,142.514842525,34.223704022,-22.087883,6.529733570428245,10.5633,-0.4223745,-10.9856745,3,4
1237661383308083258,1793694391467010048,3097,142.546116753,34.226698632,-20.655139,0.042999392,13616189908.515482,4,142.514842525,34.223704022,-22.087883,1.6356006714880842,10.33516,-1.093774,-11.428934,2,5
1237657591393157289,1140655948059142144,3103,169.18440647,54.702352186,-22.172534,0.04091362,55082494530.51142,1,169.18440647,54.702352186,-22.172534,0.0,11.10089,-1.017588,-12.118478,1,1
1237657591393157159,1139558909359450112,3103,169.207439258,54.72797782,-21.420154,0.042290523,27546193887.55601,2,169.18440647,54.702352186,-22.172534,1.8141853409523372,10.16345,0.5080333,-9.6554167,2,2
1237657591393157322,1139554236435032064,3103,169.194424446,54.751382389,-20.657203,0.042499823,13642099098.6673,3,169.18440647,54.702352186,-22.172534,3.1020287024294846,10.59638,0.2601019,-10.3362781,3,3
1237657591393157204,1139534445225732096,3103,169.03387218,54.751248036,-19.613394,0.041238278,5216240418.708782,4,169.18440647,54.702352186,-22.172534,6.266704116986875,10.16856,-1.189291,-11.357851,4,5
1237665429705785489,2384779212083980288,3110,209.080178695,28.536360932,-22.112455,0.035393543,52117310983.96321,1,209.080178695,28.536360932,-22.112455,0.0,11.1361,-1.486394,-12.622494,1,1
1237665429705719871,2382416911922128896,3110,208.883568388,28.647863001,-21.085669,0.035316032,20242660901.04492,2,209.080178695,28.536360932,-22.112455,12.912671587806992,10.65916,-1.79372,-12.45288,4,2
1237665429705785563,2384769041601423360,3110,208.987115731,28.477671935,-20.013137,0.035724119,7537976861.334418,3,209.080178695,28.536360932,-22.112455,6.324626619827565,10.10192,-0.2992167,-10.4011367,3,5
1237665429705785479,2384782510618863616,3110,209.057763268,28.556128195,-19.474485,0.035869869,4589802519.316797,4,209.080178695,28.536360932,-22.112455,1.7530620556970984,9.888805,-2.194874,-12.083679,2,7
1237667550881841220,2799098284113684480,3113,164.470491958,23.855789238,-22.005375,0.04468115,47222611422.19376,1,164.470491958,23.855789238,-22.005375,0.0,10.9428,-1.432889,-12.375689,1,1
1237667550881841386,2799099933381126144,3113,164.48310976,23.843541238,-20.992711,0.045068307,18581655325.161625,2,164.470491958,23.855789238,-22.005375,1.0573565857656249,10.62618,-1.769462,-12.395642,2,3
1237667550881841390,2799099108747405312,3113,164.49108486,23.862303975,-19.567739,0.045018729,5001446182.622233,3,164.470491958,23.855789238,-22.005375,1.2521167833114353,9.527534,-0.2799277,-9.8074617,3,4
1237667550881841346,2799102407282288640,3113,164.425516287,23.885966933,-19.423402,0.044847894,4378857376.065856,4,164.470491958,23.855789238,-22.005375,3.2051894132293652,9.930333,-2.332881,-12.263214,4,7
1237663546367082689,2007508727766214656,3116,129.243787654,55.64575529,-22.092808,0.044892507,51182700925.77833,1,129.243787654,55.64575529,-22.092808,0.0,11.20022,-1.227373,-12.427593,1,1
1237663529724084390,2007509277522028544,3116,129.099724181,55.721290722,-21.144549,0.04576533,21370741936.544533,2,129.243787654,55.64575529,-22.092808,6.9689316125644085,10.78387,-1.530513,-12.314383,4,2
1237663546367148079,5801855788792868864,3116,129.284280382,55.680776094,-20.414197,0.045475047,10906334161.601149,3,129.243787654,55.64575529,-22.092808,2.627039510457001,,,,2,4
1237663546367082821,2007496633138309120,3116,129.3564026,55.60621043,-19.983107,0.045132736,7332343461.821978,4,129.243787654,55.64575529,-22.092808,4.704596290140087,10.186,-1.403215,-11.589215,3,5
1237662224596271124,2249552469514283008,3119,161.445560357,37.211309717,-22.051254,0.024846514,49260815818.17568,1,161.445560357,37.211309717,-22.051254,0.0,10.93395,-1.265914,-12.199864,1,1
1237662224596205572,2249551644880562176,3119,161.24508661,37.137999483,-21.101651,0.024140354,20542836044.777855,2,161.445560357,37.211309717,-22.051254,11.04309115029094,10.66315,-1.705512,-12.368662,4,2
1237662224596336711,2249558516828235776,3119,161.565407737,37.340322555,-20.29927,0.025564965,9810880818.87087,3,161.445560357,37.211309717,-22.051254,10.080349345157876,10.02925,-0.1409575,-10.1702075,3,3
1237662224596271276,2249551370002655232,3119,161.476041323,37.184265178,-19.92737,0.024388019,6965431089.291115,4,161.445560357,37.211309717,-22.051254,2.2835826356425857,9.73172,-0.09243107,-9.82415107,2,5
1237667112793800780,2571682992787318784,3125,135.613662945,22.653904632,-22.080644,0.03720089,50612477883.533226,1,135.613662945,22.653904632,-22.080644,0.0,11.02909,-1.308502,-12.337592,1,1
1237667112793800838,2571683817421039616,3125,135.642880354,22.632041876,-21.48347,0.03841463,29200346167.41313,2,135.613662945,22.653904632,-22.080644,2.181190278557331,11.15877,-0.5371742,-11.6959442,2,2
1237667112793801028,2571690964246620160,3125,135.692563974,22.620722136,-19.672319,0.037023888,5507158804.716265,3,135.613662945,22.653904632,-22.080644,5.028193557289921,10.01214,-1.496638,-11.508778,3,4
1237667112793800968,2571684367176853504,3125,135.559283185,22.730681985,-19.517301,0.037231733,4774417573.559387,4,135.613662945,22.653904632,-22.080644,5.762682079639043,9.93139,-1.909557,-11.840947,4,5
1237648721771888672,326659989374527488,3126,189.754670505,0.365546508,-22.087241,0.024143606,50920938578.10691,1,189.754670505,0.365546508,-22.087241,0.0,11.03809,-1.479214,-12.517304,1,1
1237648705116766267,326660539130341376,3126,189.843489571,0.460233319,-20.467777,0.024713899,11458052293.544643,2,189.754670505,0.365546508,-22.087241,8.157018662648303,10.3189,-0.9973779,-11.3162779,4,2
1237648721771823351,326648719380342784,3126,189.693647067,0.32253107,-20.310265,0.023938204,9910738107.439476,3,189.754670505,0.365546508,-22.087241,4.69100000006597,10.27747,-1.398573,-11.676043,2,3
1237648721771823374,326662188397783040,3126,189.700595152,0.27002681,-19.58682,0.023865719,5090119754.037562,4,189.754670505,0.365546508,-22.087241,6.8966555372012674,9.920454,-1.909155,-11.829609,3,5
1237668289085898782,2791193625143306240,3127,160.523501095,18.249389095,-22.00568,0.031185514,47235878843.51378,1,160.523501095,18.249389095,-22.00568,0.0,11.07976,-1.445669,-12.525429,1,1
1237668293906268167,2791204070503770112,3127,160.495892563,18.34257041,-21.423158,0.031732855,27622513849.806377,2,160.523501095,18.249389095,-22.00568,6.08200357582696,10.72702,-1.075197,-11.802217,2,2
1237668293906202788,2791204895137490944,3127,160.430054253,18.339532111,-20.506175,0.031404257,11870526995.158834,3,160.523501095,18.249389095,-22.00568,7.947086161524491,9.941301,-0.009287478,-9.950588477999998,3,3
1237668289085833234,2791190326608422912,3127,160.379603499,18.253890124,-19.76603,0.031090734,6003603470.728158,4,160.523501095,18.249389095,-22.00568,8.591139497859166,9.750896,-0.09067784,-9.84157384,4,4
1237662263248224347,2045844307981658112,3130,226.858266396,7.116740929,-22.035932,0.031513082,48570525246.250175,1,226.858266396,7.116740929,-22.035932,0.0,11.07161,-1.382031,-12.453641,1,1
1237662263248290058,5467628153814577152,3130,226.929151195,7.053087903,-20.714546,0.030863106,14381970711.862226,2,226.858266396,7.116740929,-22.035932,5.960727399320793,,,,3,3
1237662263248289975,2045845682371192832,3130,226.890857576,7.120798137,-20.26156,0.030629287,9475977045.021238,3,226.858266396,7.116740929,-22.035932,2.047907008684662,10.21727,-1.644017,-11.861287,2,5
1237662263248158975,2044696968738924544,3130,226.734534526,7.278571862,-19.082186,0.03131604,3197970107.994141,4,226.858266396,7.116740929,-22.035932,12.762521688205153,9.44473,-0.6684741,-10.1132041,4,7
1237661064952480025,5994445410310746112,3131,148.151175843,9.882006198,-21.939033,0.031196527,44423543741.24914,1,148.151175843,9.882006198,-21.939033,0.0,,,,1,1
1237661064952480026,1470474256868468736,3131,148.130392483,9.883149154,-20.777709,0.029541995,15243461562.681017,2,148.151175843,9.882006198,-21.939033,1.2884829872080754,10.44566,-1.689852,-12.135512,2,2
1237660669814964240,1470473157356840960,3131,148.205345782,9.835802347,-19.955308,0.030849389,7146990420.614524,3,148.151175843,9.882006198,-21.939033,4.435390484101852,10.09096,-1.46317,-11.55413,4,5
1237661064952545415,1470472332723120128,3131,148.171884975,9.921705622,-19.408211,0.030661992,4318017518.848335,4,148.151175843,9.882006198,-21.939033,2.8044626602140066,9.517274,-1.231591,-10.748865,3,6
1237658312943665169,1078727050153453568,3133,196.903186616,60.157197971,-21.995658,0.028129658,46801869359.10672,1,196.903186616,60.157197971,-21.995658,0.0,10.99619,-1.516993,-12.513183,1,1
1237658312943599687,1078716329915082752,3133,196.718925852,60.187750307,-20.222616,0.027727705,9142109104.991083,2,196.903186616,60.157197971,-21.995658,6.070054023169138,10.17091,-1.517312,-11.688222,2,3
1237658312943796369,1078729249176709120,3133,197.379012868,60.10263909,-20.018564,0.028709881,7575749398.198208,3,196.903186616,60.157197971,-21.995658,15.27925702991726,9.94845,-0.5129225,-10.4613725,4,4
1237655109454266500,1078715505281361920,3133,196.784265395,60.325355262,-19.174773,0.028160082,3482644941.199316,4,196.903186616,60.157197971,-21.995658,11.197645113806734,9.393152,-0.4734541,-9.8666061,3,5
1237665225703555117,2382475460916307968,3135,207.928209723,29.33194567,-22.059559,0.035675744,49639065852.05074,1,207.928209723,29.33194567,-22.059559,0.0,11.07452,-1.579331,-12.653851,1,1
1237665328787357712,2382474636282587136,3135,207.987046994,29.312399487,-20.611351,0.036271719,13077971903.601868,2,207.928209723,29.33194567,-22.059559,3.4492590526862683,10.15967,0.2063464,-9.9533236,2,3
1237665225703489844,2382454570195380224,3135,207.915186751,29.470026576,-19.754631,0.035755446,5940902158.738453,3,207.928209723,29.33194567,-22.059559,8.705117082755894,10.0061,-0.8176581,-10.8237581,3,4
1237665225703555198,2382454845073287168,3135,207.95218283,29.503114626,-19.088068,0.036400267,3215342196.4197307,4,207.928209723,29.33194567,-22.059559,10.834600743398097,9.480035,-0.7951251,-10.2751601,4,6
1237667550348509249,2820456572025595904,3136,173.315755823,24.446890264,-22.022138,0.024128663,47957352529.62769,1,173.315755823,24.446890264,-22.022138,0.0,10.92664,-1.487254,-12.413894,1,1
1237667911662370970,2820471140554663936,3136,173.412484185,24.684613209,-20.42778,0.023716435,11043633869.365433,2,173.315755823,24.446890264,-22.022138,15.92653306022555,10.12161,-0.2054377,-10.3270477,4,2
1237667550348574796,2820460420316293120,3136,173.393377138,24.534305516,-19.365056,0.02427579,4149754456.469602,3,173.315755823,24.446890264,-22.022138,7.061558236715503,9.518834,-0.4489318,-9.9677658,2,3
1237667911662305462,2820472240066291712,3136,173.28208924,24.652567469,-19.283427,0.024455472,3849202861.703776,4,173.315755823,24.446890264,-22.022138,13.065534300489157,9.429671,-0.5498358,-9.9795068,3,4
1237657775534702644,967230247344826368,3140,118.032642316,27.483912545,-21.89107,0.027442048,42503823552.04316,1,118.032642316,27.483912545,-21.89107,0.0,10.99073,-0.8427919,-11.8335219,1,1
1237657775534637474,966137607647946752,3140,117.902013472,27.379656672,-20.468235,0.027442927,11462886704.453772,2,118.032642316,27.483912545,-21.89107,9.796849753376486,9.68584,0.2583398,-9.4275002,4,3
1237657630042161415,966134034235156480,3140,117.925668188,27.607384428,-20.29322,0.027099641,9756364111.682417,3,118.032642316,27.483912545,-21.89107,9.782701440653572,9.684565,-0.09679867,-9.78136367,3,5
1237657775534637628,966133759357249536,3140,117.960926051,27.459250704,-19.74876,0.027403776,5908864078.1465645,4,118.032642316,27.483912545,-21.89107,4.287749011447507,9.409879,-0.07276576,-9.48264476,2,6
1237665128026800224,2437590956216707072,3142,235.647922425,23.670053661,-22.001741,0.02283995,47064819776.4877,1,235.647922425,23.670053661,-22.001741,0.0,10.89457,-1.521096,-12.415666,1,1
1237665102219903152,2442169316578191360,3142,235.689835249,23.792630861,-21.306889,0.023866828,24817361107.965103,2,235.647922425,23.670053661,-22.001741,8.070245268232078,10.71025,-1.203968,-11.914218,3,2
1237665102219903237,2442166018043308032,3142,235.71463516,23.773176396,-21.022754,0.023802209,19103001069.56372,3,235.647922425,23.670053661,-22.001741,7.530549848807845,10.66317,-1.288944,-11.952114,2,3
1237665102219837516,2437593155239962624,3142,235.581853017,23.807645399,-20.839921,0.023205536,16142410976.446566,4,235.647922425,23.670053661,-22.001741,9.443446712592724,10.48454,-1.566928,-12.051468000000002,4,4
1237658298999832594,1129364237412493312,3143,164.59645663,6.714880937,-21.906383,0.036295784,43107536043.64283,1,164.59645663,6.714880937,-21.906383,0.0,10.87568,-0.4687067,-11.3443867,1,1
1237658298999832729,1129364787168307200,3143,164.606036492,6.667454326,-20.781071,0.03686653,15290736347.706724,2,164.59645663,6.714880937,-21.906383,3.0392769659129257,10.51591,-1.45649,-11.9724,2,2
1237658298999898164,1128191608345356288,3143,164.712865788,6.73047841,-20.63121,0.037590828,13319379710.00974,3,164.59645663,6.714880937,-21.906383,7.329725388696597,9.853498,0.2042419,-9.6492561,4,3
1237658298999832751,1128199579804657664,3143,164.641431353,6.653254496,-20.011578,0.037213543,7527160907.310287,4,164.59645663,6.714880937,-21.906383,4.78230089690324,10.24072,-1.047989,-11.288709,3,5
1237665026522021948,2244039523732318208,3147,202.678156697,34.830651698,-21.886019,0.024429768,42306548920.83396,1,202.678156697,34.830651698,-21.886019,0.0,10.943,-1.750364,-12.693364,1,1
1237665129624043636,2243971628889303040,3147,202.772949639,34.685491198,-21.247507,0.025710171,23496479695.39758,2,202.678156697,34.830651698,-21.886019,10.350421644091488,10.63772,-1.558818,-12.196538,3,2
1237665129624043700,2243971354011396096,3147,202.703140486,34.640271469,-20.835768,0.024875894,16080783316.730877,3,202.678156697,34.830651698,-21.886019,12.031302675914626,10.46659,-1.756889,-12.223479,4,3
1237664671644844043,2244035950319527936,3147,202.659466749,34.937141493,-19.279402,0.02474165,3834959660.365118,4,202.678156697,34.830651698,-21.886019,6.7599407091257815,9.840479,-1.689383,-11.529862,2,4
1237668271372042277,6176815632966414336,3150,226.924210773,14.622058186,-21.916572,0.044814059,43513979219.2289,1,226.924210773,14.622058186,-21.916572,0.0,,,,1,1
1237668271372042420,3113139157027809280,3150,226.895211533,14.639157586,-21.31261,0.045044056,24948474764.780235,2,226.924210773,14.622058186,-21.916572,2.064571464689662,10.85515,-1.523538,-12.378688,4,2
1237668271372042279,3113129536301066240,3150,226.925801187,14.627995281,-21.19649,0.045076883,22417955358.150375,3,226.924210773,14.622058186,-21.916572,0.3853660329294819,10.79521,-1.753346,-12.548556,3,4
1237668271372042278,6172189987330256896,3150,226.927457753,14.626769474,-20.786765,0.045824816,15371137234.80354,4,226.924210773,14.622058186,-21.916572,0.3558027409024993,,,,2,6
1237662663754645539,1864649459313436672,3156,241.85615735,25.443638334,-21.842942,0.041644813,40660882472.73405,1,241.85615735,25.443638334,-21.842942,0.0,10.92889,-1.314492,-12.243382,1,1
1237662663754645873,1864648634679715840,3156,241.929897628,25.492570357,-21.260804,0.041208371,23786010157.11563,2,241.85615735,25.443638334,-21.842942,5.191338382691086,10.68785,-1.626425,-12.314275,3,3
1237662663754645815,1864647260290181120,3156,241.902493085,25.49779729,-20.892223,0.041450437,16939055852.33071,3,241.85615735,25.443638334,-21.842942,4.299792808908764,10.16313,0.3203916,-9.8427384,2,4
1237662663754645845,1864658530284365824,3156,241.944651505,25.537499624,-19.984657,0.040888507,7342818610.96498,4,241.85615735,25.443638334,-21.842942,7.744066110102233,10.01533,-0.2432371,-10.2585671,4,5
1237661435921629212,7504313751580635136,3172,194.201306877,48.296957749,-21.907752,0.029172177,43161924427.86567,1,194.201306877,48.296957749,-21.907752,0.0,,,,1,1
1237661149767467017,1441233290555058176,3172,193.997989771,48.445456708,-21.593816,0.029062511,32324096899.4087,2,194.201306877,48.296957749,-21.907752,12.612490954497048,10.92748,-1.750494,-12.677974,4,2
1237661435921563811,1640576954035890176,3172,193.934372683,48.287265933,-20.920627,0.029983354,17388046782.953266,3,194.201306877,48.296957749,-21.907752,11.17554512242288,10.2845,0.08746516,-10.19703484,3,3
1237661435921629323,1640577778669611008,3172,194.097866452,48.256188723,-20.011045,0.029633303,7523466647.005546,4,194.201306877,48.296957749,-21.907752,5.027140973797675,9.567115,-0.1615776,-9.7286926,2,5
1237667539085557931,2788980306290436096,3476,160.658834893,23.95188926,-22.917527,0.044642182,109398357102.86656,1,160.658834893,23.95188926,-22.917527,0.0,11.21524,0.1817551,-11.0334849,1,1
1237667539085623427,2788976457999738880,3476,160.709529727,24.065079226,-21.784345,0.045404399,38524587745.71889,2,160.658834893,23.95188926,-22.917527,7.684129880086498,10.7235,-0.02637871,-10.74987871,4,2
1237667539085557915,2788980581168343040,3476,160.636276776,23.902980469,-21.063019,0.045092373,19824744551.716595,3,160.658834893,23.95188926,-22.917527,3.334964369285117,10.67664,-1.386633,-12.063273,2,4
1237667539085557903,2788977007755552768,3476,160.599183082,24.034899201,-20.892494,0.04480485,16943284372.1649,4,160.658834893,23.95188926,-22.917527,6.239244192224556,10.5715,-1.599758,-12.171258,3,6
