Group,Lum_BGG,Lum_group,FracLumBGG,z_group,DeltaR12,NbGal,RA_BGG,Dec_BGG,RA_Bary,Dec_Bary,Radius_Bary_arcmin,Offset_Bary,V_BGG,V_moy,Vdisp,Voffset,size_Group_Bary_kpc,M_group,M_virial,M_virial_over_L,t_cr,BGG_SFRcategory,all_SFR,Prop_M_Sat,Prop_M_Tot,Prop_G_Sat,Prop_G_Tot,Prop_Q_Sat,Prop_Q_Tot,lMass_200,r_200_kpc
95,142298656581.5044,455190391850.05554,0.31261348905707803,0.02411895405660377,1.3087460000000029,53,201.041759634,13.976539901,201.08527114812165,13.989757594166061,32.45345986449213,0.08179594581297149,-58.76012432477378,1.5690928640257005e-12,277.9044603982225,0.21144001877686733,1025.2929197851004,-24.4654827160107,107619841548603.83,236.4281924124069,3.272472915858247,Q,False,0.5,0.49056603773584906,0.28846153846153844,0.2830188679245283,0.15384615384615385,0.16981132075471697,14.2097115593738,1140.284188943603
96,123802210750.35738,843839335950.5769,0.1467130121528352,0.03588064554716981,0.2654330000000016,53,252.565417699,23.579821489,252.65460673301934,23.552480896678254,25.47391228437682,0.20303432828615145,62.156351927711185,-4.2578938278756194e-13,326.69047903029485,0.19026067766715568,1207.6503866612195,-25.135649415876372,151416428303114.38,179.4375088387474,3.2789014731866977,Q,False,0.3269230769230769,0.32075471698113206,0.07692307692307693,0.07547169811320754,0.5769230769230769,0.5849056603773585,14.040336692850884,997.5440638029146
99,129430670205.10014,781398517709.5914,0.16563976930041138,0.04368188409803921,0.5930740000000014,51,170.735308598,34.111490506,170.55426818783877,34.065389928312754,20.413832554060484,0.46104085609726864,-27.92311975289587,7.788105672350902e-13,306.27563545926427,0.0911699022712844,1184.8612687611837,-25.052181457613663,110050236914905.0,140.8375296608963,3.4314578886277523,Q,True,0.26,0.2549019607843137,0.16,0.1568627450980392,0.58,0.5882352941176471,14.226153072442631,1147.5833765632933
100,95223732372.17607,664622985256.5905,0.1432748106588777,0.03473410982352941,0.9463270000000001,51,230.772090356,8.609218112,230.77456416543646,8.583090227508595,16.816942900784394,0.09362746715395243,-26.506094317036364,3.856435867811681e-13,344.5430431807424,0.0769311551681281,771.1257102088146,-24.876438392001198,112319937308769.9,168.99797298675526,1.985204805300358,X,False,0.06,0.058823529411764705,0.14,0.13725490196078433,0.72,0.7058823529411765,13.79035849264509,823.6923519345272
102,166396121816.63455,619968279072.0243,0.2683945734541422,0.041367911359999995,1.5532250000000012,50,119.617121024,37.78661714,119.63849660912116,37.72627770967475,23.23707615773038,0.1617968795089845,4.143688957664775,1.2789769243681803e-12,318.33246896337545,0.013016859295431258,1275.1492684952705,-24.800923673034312,125316550279320.38,202.13380992152636,3.5530695465608773,Q,False,0.2857142857142857,0.28,0.20408163265306123,0.2,0.46938775510204084,0.48,14.42088839129456,1333.580337697002
106,95911879155.8458,485309511805.4835,0.1976303303824141,0.01643378306,0.9566840000000028,50,125.148698328,21.067794201,125.12025719302036,21.110946449822688,31.315617903874088,0.0970605245419476,-177.702255280333,4.376943252282217e-13,281.10354798906,0.6321594179496064,670.2500151289788,-24.535047008342573,71705110580627.52,147.75129857617046,2.1149208811926536,Q,False,0.14285714285714285,0.14,0.10204081632653061,0.1,0.42857142857142855,0.44,13.458713312954862,642.288837477148
112,137163955279.03188,571918305647.2495,0.23983137788149853,0.023564103469387757,1.3620319999999992,49,153.460530226,38.764911915,153.49249920351832,38.837011175461335,33.614765106691,0.13615898372630977,103.55285165825559,-5.35372200086998e-13,337.3783092027338,0.3069339339063148,1037.123909520889,-24.713334993571422,118031730092509.02,206.37865395640821,2.726698435115562,Q,False,0.2916666666666667,0.2857142857142857,0.1875,0.1836734693877551,0.4166666666666667,0.42857142857142855,14.222501527427932,1151.7348501189358
120,152757027906.4908,486392451295.6577,0.31406126369678417,0.029452745108695645,1.213522000000001,46,144.63695777,17.031291227,144.58870095528943,17.015782614166618,38.36721578461186,0.0761258513491616,-109.83540154472308,1.957390771206954e-12,400.07599763381313,0.274536343580543,1486.0256105779467,-24.53746706540429,241592255516636.2,496.7023128609007,3.294635830138181,Q,False,0.5111111111111111,0.5,0.15555555555555556,0.15217391304347827,0.28888888888888886,0.30434782608695654,14.379765906007828,1297.0727542245882
125,95979570020.03885,476206351530.7109,0.2015503777123583,0.033619406911111115,0.5880629999999982,45,238.758029329,41.578336722,238.79266508632404,41.617846284273675,21.943300860437937,0.12917696524318675,39.46277364618658,-1.1709744285326452e-12,408.62256769271534,0.09657512033418526,973.1058880050086,-24.51448795906833,193585247151638.38,406.51546651862316,2.112328077066778,Q,False,0.4318181818181818,0.4222222222222222,0.11363636363636363,0.1111111111111111,0.38636363636363635,0.4,13.898662280810033,895.4074896416779
126,106030790683.01562,469827605856.2551,0.225680205593232,0.03575745722222222,1.0679969999999983,45,168.013928628,27.589778419,168.0231839139118,27.701953294619006,18.75269427696231,0.35986536771901106,72.83153954877577,7.048583938740194e-13,380.34316212186155,0.1914890204479078,885.8835075887191,-24.4998463280325,141907407111787.53,302.0414410370012,2.0659729146896852,Q,False,0.29545454545454547,0.28888888888888886,0.2727272727272727,0.26666666666666666,0.4090909090909091,0.4222222222222222,13.854333904657496,864.8648614159281
129,112656226463.14844,476045692735.26764,0.23665002789090953,0.03066431474999999,0.7961419999999997,44,125.840271997,4.372479421,125.82698821119678,4.267276842003795,22.46632898762558,0.2831789850020513,377.77957225470203,2.7291300532603846e-12,424.1683058679761,0.8906360211936357,906.7604323818798,-24.514121600028137,199691369134940.66,419.47941590974636,1.8961730341376983,Q,True,0.3488372093023256,0.3409090909090909,0.18604651162790697,0.18181818181818182,0.46511627906976744,0.4772727272727273,14.085672819396036,1034.5849104289543
