Group,Lum_BGG,Lum_group,FracLumBGG,z_group,DeltaR12,NbGal,RA_BGG,Dec_BGG,RA_Bary,Dec_Bary,Radius_Bary_arcmin,Offset_Bary,V_BGG,V_moy,Vdisp,Voffset,size_Group_Bary_kpc,M_group,M_virial,M_virial_over_L,t_cr,BGG_SFRcategory,all_SFR,Prop_M_Sat,Prop_M_Tot,Prop_G_Sat,Prop_G_Tot,Prop_Q_Sat,Prop_Q_Tot,lMass_200,r_200_kpc
436,89244857411.87392,284280737472.6528,0.31393212992652764,0.03598317078260869,0.5526869999999988,23,212.983404017,27.113909924,212.97918139665998,26.831787386514918,20.94684476145312,0.808181773838487,-112.02169737606413,2.095174275619565e-12,211.74701992951802,0.5290355321805884,995.9460992849483,-23.95436858351427,54979063877288.805,193.39707771293396,4.1719793287282085,Q,False,0.5,0.4782608695652174,0.09090909090909091,0.08695652173913043,0.36363636363636365,0.391304347826087,13.765726975631674,807.9440526359483
442,81641692608.62369,317993395155.1382,0.25674021489909715,0.0374462077826087,0.6454899999999988,23,197.844318351,34.418043567,197.75339082758373,34.445824737972984,18.71079195627759,0.25646278417005725,24.973563721364286,-1.924026155788654e-12,239.6366279425924,0.10421430119334221,926.7882552884163,-24.076045249037605,65419772848063.6,205.7268290624323,3.430448798660942,Q,True,0.4090909090909091,0.391304347826087,0.09090909090909091,0.08695652173913043,0.5,0.5217391304347826,13.554948010450886,686.9394353435724
443,95158765658.83133,333589580328.6913,0.2852570082227084,0.02345217686956522,0.5243189999999984,23,202.358049323,11.007911159,202.41824217885588,11.270925163084161,27.49706656460208,0.5882005740907674,65.04002668338677,-8.427654709363275e-13,150.45323231879672,0.432293980534587,844.2733416572848,-24.128031192471028,29547626411510.258,88.57478816453589,4.977430145623081,Q,False,0.36363636363636365,0.34782608695652173,0.22727272727272727,0.21739130434782608,0.36363636363636365,0.391304347826087,13.513792424387388,668.5462901826646
444,77472719297.69682,290486256287.122,0.2667001196129615,0.03600280686956522,0.8080809999999978,23,164.426911875,37.654549203,164.36691901586775,37.615824917653775,13.309739475133437,0.27630248162800003,-10.137897118197294,2.5579538487363607e-13,242.39993138637243,0.041823019751760115,633.1839870021629,-23.97781397383083,54340612873256.32,187.06775861900005,2.316973413559692,Q,True,0.4090909090909091,0.391304347826087,0.18181818181818182,0.17391304347826086,0.4090909090909091,0.43478260869565216,13.504732634093571,661.2724804191454
446,62664272197.167366,241637469379.75888,0.25933176819810105,0.025921357608695652,0.4098540000000028,23,188.941066058,26.908879711,189.014991291219,26.99378637958888,14.366366193910745,0.44887243561855406,-61.280583349166555,-8.032222230331567e-15,210.99477389022786,0.29043649858857823,488.4421144585471,-23.777910697007904,30825463958875.035,127.56905639675259,2.053359652169077,Q,True,0.22727272727272727,0.21739130434782608,0.3181818181818182,0.30434782608695654,0.45454545454545453,0.4782608695652174,13.32556403001317,578.1623601910293
470,113711084091.15382,255739014327.51694,0.44463721888568636,0.026754374590909093,1.2813809999999997,22,217.606583924,11.927996728,217.5123833152088,11.896710974066297,30.68118778932647,0.19035157291991056,-147.19727728379092,-7.86764592868911e-13,267.16004407137507,0.5509704035101318,1077.3155055883026,-23.839492467452075,113139789871204.44,442.40332343781483,3.5768030237393202,Q,True,0.5714285714285714,0.5454545454545454,0.3333333333333333,0.3181818181818182,0.09523809523809523,0.13636363636363635,13.89876483179775,897.4334150071171
477,90180201216.40239,333523092235.3114,0.27038667881136497,0.03515851372727273,1.255426,22,240.400725981,12.360202334,240.53257741314636,12.567233558818653,18.77239781119905,0.7792193602413787,160.76588339615526,-1.007678788896142e-12,242.2598772431593,0.6636092002754278,871.5790708935957,-24.12781477166724,75097227052881.34,225.16350082259913,3.1911625015258243,Q,True,0.6190476190476191,0.5909090909090909,0.09523809523809523,0.09090909090909091,0.2857142857142857,0.3181818181818182,13.649543397090293,739.2099925011235
479,89837901748.04903,255188347859.64413,0.3520454695582757,0.03117041181818181,1.1254489999999997,22,219.817443997,20.043697721,219.74095733956224,20.04417267753257,19.244763982576785,0.22402592970299356,-126.29056228032843,2.4778563039779495e-12,194.65270658753983,0.6487994156070731,789.8484051155137,-23.83715210051672,26093588169513.77,102.25227126696818,3.5992077768637993,Q,True,0.5714285714285714,0.5454545454545454,0.09523809523809523,0.09090909090909091,0.3333333333333333,0.36363636363636365,13.62497569376941,726.3242471398089
480,72914986546.69844,333046847327.7939,0.21893312346816332,0.03144800513636364,0.28729900000000086,22,249.375656315,44.144491904,249.22078540311898,44.276231706567344,14.484129261420298,0.7136394414054826,248.16099001076995,-2.8421709430404007e-13,219.78837174507063,1.129090624951754,599.8775440592462,-24.12626331728648,40148106984142.58,120.54792683453239,2.420925990560213,Q,True,0.47619047619047616,0.45454545454545453,0.14285714285714285,0.13636363636363635,0.38095238095238093,0.4090909090909091,13.617097428631904,721.8818216407869
481,70240371519.49823,289096401665.4132,0.24296522237862783,0.035842925409090905,0.7069289999999988,22,240.51778299,17.075854864,240.369174421135,16.92262934860983,17.809528982927482,0.7040682910451775,376.78066684499447,1.2822066640761809e-12,286.2945842304501,1.3160593584323872,843.3915878235676,-23.972606715283696,82013908641059.53,283.6905204236289,2.6130020601344595,Q,True,0.42857142857142855,0.4090909090909091,0.14285714285714285,0.13636363636363635,0.42857142857142855,0.45454545454545453,13.57270633275304,696.7236232335244
482,67556135794.46969,362400172840.6241,0.1864130893342025,0.044884072272727275,0.34372000000000114,22,205.597141983,29.847835704,205.64537409586455,29.80158524521725,7.704336049049513,0.4857260428880261,43.13064049460009,-5.477638544768773e-13,330.63507630931844,0.13044786710485218,459.8806023745803,-24.21797099033555,65613676861060.055,181.0531058712148,1.233729037038519,Q,False,0.19047619047619047,0.18181818181818182,0.09523809523809523,0.09090909090909091,0.6190476190476191,0.6363636363636364,13.468137285391682,641.1271149546992
483,66140153728.10941,338430465001.5521,0.19543203277460874,0.03357137009090909,0.44521999999999906,22,230.045604094,25.722035929,230.0223701094054,25.726807467601375,11.009020791136088,0.1170038084694545,111.6070145526342,5.632666050752794e-13,269.83909178049436,0.4136058041709629,487.49547650339855,-24.143673626657268,51610135679596.266,152.49849235458035,1.6024679182149977,Q,False,0.09523809523809523,0.09090909090909091,0.23809523809523808,0.22727272727272727,0.6190476190476191,0.6363636363636364,13.327411774458334,577.5778613673725
484,45522447110.04411,288727784769.1465,0.15766562662627628,0.03515622295454545,0.018954000000000804,22,194.815374113,38.882747973,194.91907613740503,38.772725564378796,8.278273168064151,0.9893178422536384,12.126887654633551,1.2776850284849801e-12,258.87171141639374,0.04684516353015584,384.3242369550341,-23.971221446983577,35901304088978.01,124.34308709736074,1.3168514872248307,Q,True,0.09523809523809523,0.09090909090909091,0.3333333333333333,0.3181818181818182,0.5714285714285714,0.5909090909090909,13.031650575950438,460.0487689516525
510,149503031838.23178,428793314515.49,0.3486598945861854,0.02816730619047619,1.0429110000000001,21,216.825955529,4.802819477,216.77547998272183,4.7744051381110175,28.021623322616374,0.12369783651727516,143.07798074452856,1.4616879135636348e-13,319.7616933922791,0.4474519109110496,1036.9732099924904,-24.400620013705336,99240683041343.38,231.44176852075978,2.8765022711302297,Q,True,0.65,0.6190476190476191,0.05,0.047619047619047616,0.3,0.3333333333333333,13.950894706519064,933.6506662702814
521,76671648318.98474,391587706123.0421,0.19579687288470052,0.030107262761904757,0.035082999999996645,21,221.750426259,11.592023459,221.72250918264274,11.583555961012529,13.035414277128401,0.13177454351479997,502.8213216027984,1.2965713159203352e-12,224.90048005562642,2.235750326003885,516.3515292147354,-24.302072621727557,32859948821129.3,83.91465898269101,2.036473227181145,Q,True,0.3,0.2857142857142857,0.25,0.23809523809523808,0.45,0.47619047619047616,13.652574644415388,742.1248368587553
526,56792109431.545685,283081447434.3558,0.2006210931386286,0.036478293190476185,0.4623249999999999,21,203.239771067,32.605210818,203.17991812860245,32.64763572954032,13.863940404442939,0.2851368245649749,10.661383813974325,1.437326448337574e-12,203.77110371225865,0.05232039096685479,668.4911897670613,-23.949778518865713,39699068137904.14,140.23903190303568,2.9098909242827644,Q,False,0.15,0.14285714285714285,0.25,0.23809523809523808,0.55,0.5714285714285714,13.27217519349242,553.0893526086319
555,138415013685.87802,373939112775.2468,0.3701538805572106,0.037334349749999995,1.411517,20,225.582132171,5.646702936,225.8058168903208,5.784700304447486,34.784490918865274,0.45172082580909434,-74.65453470830424,1.5020873433968518e-12,146.0322813700852,0.5112193962039874,1717.6687309337449,-24.252002233185546,38408339575906.37,102.7128167761135,10.433118965505228,Q,True,0.42105263157894735,0.4,0.15789473684210525,0.15,0.42105263157894735,0.45,14.14656806163424,1081.7843078508645
567,109526699311.43823,374281843121.92004,0.2926316125780127,0.0437582507,0.9659210000000016,20,188.71599948,58.916776325,188.78035136758615,58.96861122449403,11.823825246687141,0.3123608433861311,-161.8029792664853,-8.952838470577262e-14,329.1507534185706,0.4915771195599406,687.5170193662143,-24.252996898648856,72790075162553.72,194.4793115140314,1.8527303669948876,Q,False,0.42105263157894735,0.4,0.10526315789473684,0.1,0.3684210526315789,0.4,13.831565575644785,847.7043382718787
568,92692628992.4216,232127695299.51697,0.3993174053307998,0.030993701800000002,0.5447120000000005,20,139.538725315,16.198091472,139.44963438696823,16.27690369200099,20.272169922082742,0.3442447773446874,3.8706321483455914,-6.821210263296962e-13,401.09813370897206,0.009650087654495841,827.1912872063712,-23.734317398729168,192341057354063.84,828.6002112151418,1.8292747088282921,Q,False,0.2631578947368421,0.25,0.47368421052631576,0.45,0.21052631578947367,0.25,13.803215886338442,832.8529849672742
574,83390619466.21419,287675078000.123,0.2898778025748151,0.0317334401,0.7575070000000004,20,223.980299922,11.861524368,224.17950920215924,11.795717082441858,19.909139714222462,0.6201722576267736,165.94832934031766,-1.113420466936077e-12,200.09767203077664,0.8293366317364981,832.2191736667247,-23.96725559880086,41792430114270.195,145.27650571890112,3.6890904304416248,Q,False,0.3684210526315789,0.35,0.10526315789473684,0.1,0.47368421052631576,0.5,13.679136897575637,757.0184874326504
576,92184605185.68965,310695226597.49475,0.296704285402861,0.042923356600000004,0.7835340000000031,20,226.548670411,3.142568188,226.56518335801744,3.1474258212601622,14.194165157756036,0.07265839506586823,46.02149538510166,-9.926282018568599e-13,214.90005824765404,0.2141530149427265,809.1099209035133,-24.050836452430218,39079201355826.51,125.77985759161199,3.339601234609022,Q,True,0.2631578947368421,0.25,0.10526315789473684,0.1,0.631578947368421,0.65,13.67502249454408,751.93459804659
578,80965797879.29308,247492215499.8224,0.3271448264171815,0.038202177,0.8941890000000008,20,256.005275451,25.054089724,256.01684401734303,25.065678826744527,12.858234403938848,0.07290868216976773,300.2789694326049,9.052314453583677e-13,158.77311104940048,1.8912457370642284,650.1127196712374,-23.80390385849074,12348788650626.002,49.89566490278101,3.631912094793994,Q,True,0.21052631578947367,0.2,0.2631578947368421,0.25,0.5263157894736842,0.55,13.63767713887368,731.7954823170998
581,86919496117.53938,224388764656.47574,0.38736117759998967,0.035109230350000006,1.0672369999999987,20,167.855055512,26.963602653,167.8273492521166,26.967007242981463,17.137867024782402,0.0872722223000463,-165.7927437467766,-1.91633375834499e-12,301.6751562764805,0.5495737394922513,794.5459005014645,-23.697502769051084,79583589998122.53,354.6683369818436,2.3361625877435386,Q,True,0.42105263157894735,0.4,0.15789473684210525,0.15,0.42105263157894735,0.45,13.623928795588691,724.8305045341535
583,79322282035.34492,333011689633.0871,0.23819668949982617,0.044669353700000004,0.48640299999999925,20,222.823566047,18.687108488,222.81269408359947,18.74872656800883,9.997837679269415,0.3749161451576152,-138.5366752088944,-1.2889245226688218e-12,302.1067556603107,0.45856861064260335,593.8356396978412,-24.12614869678412,54311439996614.62,163.09169223595444,1.7435300685703425,Q,False,0.3157894736842105,0.3,0.15789473684210525,0.15,0.47368421052631576,0.5,13.58340086175514,700.4794324913245
587,78107151544.64247,249251666365.9653,0.31336661729659676,0.0267106709,0.6486920000000005,20,213.713979073,3.130910557,213.63759505364297,3.099898020938267,13.256025592193387,0.3726685478622136,-175.0694132056483,-1.5747403381283221e-13,258.33563229963886,0.6776820202742618,464.68648549334074,-23.81159517614654,32271285990166.957,129.472699062258,1.5955093339757198,Q,False,0.5263157894736842,0.5,0.15789473684210525,0.15,0.21052631578947367,0.25,13.462508969090791,642.0807139497559
590,49845137688.63588,137234683839.83984,0.3632109339560821,0.02897075505,1.2969259999999991,20,195.074696936,28.202398185,195.15795653652455,28.060991440785912,18.996543082761185,0.5032475650953225,103.77715759776234,-4.1033842990145786e-13,221.61967876385575,0.46826688936924815,723.4699407343904,-23.163659715318758,53231314333125.1,387.8852841257598,2.895581479996545,Q,False,0.21052631578947367,0.2,0.10526315789473684,0.1,0.631578947368421,0.65,13.369860234252226,597.5793209931419
609,123427291813.19463,317619212987.5232,0.3886014660518762,0.03093417078947368,1.1288930000000015,19,135.084406639,52.494235994,135.15749299496568,52.721070421942784,31.309330365388828,0.44293955931386825,-88.88782632210469,8.092707790446615e-13,273.9133621619531,0.3245107344180967,1275.0450620364954,-24.07476691324539,90967957461839.22,286.4057139560151,4.128914928062841,Q,False,0.4444444444444444,0.42105263157894735,0.2222222222222222,0.21052631578947367,0.2222222222222222,0.2631578947368421,14.004990516883856,972.3772244488816
623,93700692375.65471,242891511550.1699,0.38577178666163714,0.03496736184210526,0.7573009999999982,19,238.015297018,12.898710622,238.09627791225105,13.06888894507166,23.019375501068367,0.4889360610412714,-61.5876672535282,-6.357487635748265e-15,190.27506091991722,0.3236770334260944,1062.8019406094218,-23.78353084391549,46307987283401.27,190.65296678281092,4.954434473771221,Q,False,0.2777777777777778,0.2631578947368421,0.16666666666666666,0.15789473684210525,0.5,0.5263157894736842,13.82086924443826,843.1463204653434
624,90819603180.60867,224544916774.03268,0.40446073990623255,0.02338642968421053,0.9297579999999996,19,169.527722992,23.397323462,169.48393879760567,23.463520847537154,25.171875873550714,0.1845728430526883,-78.93770864350216,-7.045592179852783e-13,232.92915670096383,0.3388914885603706,770.6760308671426,-23.698258069984526,53939261166323.26,240.215908430491,2.9347534205722163,Q,False,0.4444444444444444,0.42105263157894735,0.2222222222222222,0.21052631578947367,0.2222222222222222,0.2631578947368421,13.752123356236773,802.7570693901631
626,94281655557.575,341635744147.3267,0.2759712857121796,0.04512180831578947,0.9889179999999982,19,227.576711786,7.705439299,227.53524118075896,7.752694976061934,10.312001918852873,0.36437718018255294,-617.658056631321,1.2708430798930318e-12,346.8521704429525,1.780753039090207,618.9012853242207,-24.153908257749034,103421598155092.5,302.72475853841877,1.5827072362889343,Q,False,0.3888888888888889,0.3684210526315789,0.1111111111111111,0.10526315789473684,0.4444444444444444,0.47368421052631576,13.65922830528819,742.3485620233469
629,91098662340.87878,169564332175.56625,0.5372513262196886,0.024916221947368422,1.912589999999998,19,160.379969087,37.312842744,160.51299540530604,37.476330536030325,22.826444013347896,0.5117047091970883,-1.4081005679859022,-2.6439669167494253e-13,159.78592843338484,0.00881241910217819,745.4279205060927,-23.39333625941828,20755029101526.78,122.40209267617145,4.13800246349326,Q,False,0.3888888888888889,0.3684210526315789,0.2777777777777778,0.2631578947368421,0.2777777777777778,0.3157894736842105,13.614235257558668,721.7912339854913
631,62411755720.79331,191783914141.20486,0.32542747915156933,0.03706523036842105,0.8045340000000003,19,174.127292741,49.131351929,173.88196142996262,49.12823428437613,13.023361825365576,0.7397268662337764,205.54918837673893,1.4719453726061865e-12,493.23307553180683,0.4167384520089475,638.3368588810085,-23.52703044487756,226224222612689.34,1179.5787129786447,1.1479457115015437,Q,True,0.2777777777777778,0.2631578947368421,0.3333333333333333,0.3157894736842105,0.3888888888888889,0.42105263157894735,13.551014300590058,684.9520180032075
634,71602007704.49187,347172860571.6421,0.20624310202875487,0.037116669789473686,0.018267999999999063,19,165.188942695,10.55318586,165.1374562843585,10.577212923061396,16.191169273336627,0.2076208161386988,-608.0557595609893,-3.2385789956223515e-13,330.5238646417591,1.8396727879847194,794.7372846142576,-24.171364419683826,103640904182338.22,298.5282432840139,2.1327717809934623,Q,False,0.2777777777777778,0.2631578947368421,0.2777777777777778,0.2631578947368421,0.3888888888888889,0.42105263157894735,13.470232343112018,643.7625134211845
637,88091174423.65848,365982560617.40326,0.24069773782403978,0.031384657526315786,0.548763000000001,19,174.474096574,21.981062409,174.42015903325859,21.91174984260007,12.79847887089973,0.40074311083633396,-364.0726111947268,9.633463617463252e-13,274.07096900272376,1.3283880905719334,528.9719817081598,-24.228650978458184,37429009388243.86,102.2699259907414,1.71195858314521,X,False,0.2222222222222222,0.21052631578947367,0.3333333333333333,0.3157894736842105,0.3888888888888889,0.3684210526315789,13.37179289027981,598.0075654646031
639,58076602223.49187,178450026836.9861,0.3254502296967698,0.027706946052631583,0.3780770000000011,19,216.894621769,11.330623669,217.05735851488623,11.369744122045976,14.161850659280509,0.6960105203093261,-85.09855006780016,-1.172021544143239e-12,211.2092029459549,0.40291118417588256,515.3355587848006,-23.448791544012387,35755665449148.38,200.3679466062011,2.164217440653301,Q,True,0.2222222222222222,0.21052631578947367,0.2222222222222222,0.21052631578947367,0.5555555555555556,0.5789473684210527,13.237818446398322,540.2014059358479
640,61079742853.092384,201135274740.0175,0.3036749418123825,0.023486900578947367,1.0981789999999982,19,183.906521595,23.981864021,183.8092683270722,23.99350918846916,12.359667587605268,0.43502935186814384,-36.762488876524515,4.308132797871765e-13,172.27011034878996,0.21340027473189097,380.06444989598583,-23.578720607639262,15599404138978.934,77.55677943186416,1.9569103797239622,Q,True,0.2222222222222222,0.21052631578947367,0.2222222222222222,0.21052631578947367,0.5555555555555556,0.5789473684210527,13.223091543644037,534.8431401767647
641,56265061771.00452,186786462244.41003,0.3012266579436667,0.025791696000000003,0.6162139999999994,19,186.617909813,9.019891583,186.66977129709332,9.038158800980712,13.450217804224806,0.24257847470798086,114.78683795218907,-7.928161051639013e-13,207.49108504253027,0.5532133485574166,454.96289270925524,-23.498363491491006,26296310221056.52,140.78274145289933,1.9449128898737589,X,False,0.3888888888888889,0.3684210526315789,0.1111111111111111,0.10526315789473684,0.2777777777777778,0.2631578947368421,13.085038262852867,480.72020314215314
642,45900857614.67116,205731155220.27646,0.22311087285503786,0.03276939963157895,0.236421,19,235.374886879,27.986515203,235.39110940444854,28.159215113624143,11.818474549215459,0.8797688096105301,-144.82472466178515,-1.6963272891620075e-12,133.0521173584263,1.0884811721683705,510.53765260944107,-23.603250161853335,14085317077541.752,68.4646769346169,3.4035301869316332,Q,True,0.4444444444444444,0.42105263157894735,0.2222222222222222,0.21052631578947367,0.3333333333333333,0.3684210526315789,12.949825901798208,432.3740026084497
643,39826450317.356155,106834236219.91212,0.3727873360312672,0.01647779489473684,1.0160850000000003,19,147.181806238,44.08143029,147.46194659440343,44.145428420537435,19.449746202995765,0.6511141034887663,44.8881857616084,4.311872496481029e-13,79.30624393913317,0.5660107392812506,417.4127114788876,-22.89177612374282,2644907993672.362,24.757119882693512,4.668548864398787,Q,False,0.5555555555555556,0.5263157894736842,0.0,0.0,0.1111111111111111,0.15789473684210525,12.712338888035022,362.187042841747
689,107706918281.0979,226285316983.06946,0.47597837861108977,0.025239700722222216,1.598793999999998,18,208.559373098,-1.436476708,208.4805288979825,-1.6550277686961883,40.71123713978985,0.3424041984692776,-35.526522610631694,1.6816178079655704e-12,168.83643120404017,0.2104197675660373,1347.0626006757805,-23.706640936807823,31230670827492.49,138.0145704717958,7.076935459240063,G,False,0.7058823529411765,0.6666666666666666,0.11764705882352941,0.16666666666666666,0.058823529411764705,0.05555555555555555,13.86137610564816,872.4639164133955
691,84809089362.94652,258357477687.7068,0.3282625690651025,0.028539835444444446,0.32722300000000004,18,140.179279492,39.315739255,140.0206893593252,39.262509636336276,19.80405413132545,0.40533376173125146,-14.508531528146602,-3.4185000509347045e-13,217.33980615466598,0.06675505874805798,742.7690141987887,-23.85055258982043,43051487027823.266,166.63534345176706,3.0313642367265046,Q,True,0.5882352941176471,0.5555555555555556,0.058823529411764705,0.05555555555555555,0.35294117647058826,0.3888888888888889,13.807188820046484,836.0478527627664
693,85804487170.84488,327792326887.3686,0.26176478255492486,0.04203696733333333,0.42371499999999784,18,150.301358381,36.851381159,150.50558950484188,36.947469551487195,20.660342641640145,0.5503043164448574,137.50625864487228,1.4418096346465366e-12,193.39396056648215,0.7110163018643022,1152.6432477134956,-24.10899695797426,52432792858342.555,159.95735274291144,5.286589910704098,Q,False,0.47058823529411764,0.4444444444444444,0.29411764705882354,0.2777777777777778,0.17647058823529413,0.2222222222222222,13.765631225787365,806.3187585744686
697,78210740894.11171,283083849635.81464,0.2762811831007995,0.025131562277777776,0.4274060000000013,18,201.820209348,32.030709251,202.04541641728963,31.98969342485987,38.59337873506622,0.30365861241122416,6.467001294740423,5.092222939614052e-13,138.46219846911413,0.04670589782800875,1271.4133869210305,-23.9497877322778,36244633554713.54,128.0349748010775,8.144776600889466,Q,False,0.4117647058823529,0.3888888888888889,0.17647058823529413,0.16666666666666666,0.29411764705882354,0.3333333333333333,13.666427118085906,751.2410773725379
699,81977222548.90083,250831243231.54388,0.3268222151784622,0.03173390377777778,0.29605899999999963,18,154.095873707,60.234886873,154.18655746582465,60.242944740671916,15.451545232636782,0.17757264262257008,23.355910389193955,-7.231746066180575e-13,182.0474132219981,0.1282957553520042,645.8975453607438,-23.818454076787916,29066731213728.223,115.88162160045007,3.147043468485554,Q,True,0.4117647058823529,0.3888888888888889,0.17647058823529413,0.16666666666666666,0.4117647058823529,0.4444444444444444,13.635806869945972,732.2562363178879
704,81097226177.2291,284964215985.3285,0.28458740300713553,0.03319176755555556,0.0861869999999989,18,164.183639201,9.758924262,164.056468566212,9.816651440125515,16.126167703729713,0.5133624428398089,-158.56267700914574,-4.4843141545748547e-13,237.34142544790672,0.6680783883804039,705.8196390820477,-23.95697581865435,39304728772323.94,137.92864706334763,2.637811830295882,Q,True,0.11764705882352941,0.1111111111111111,0.17647058823529413,0.16666666666666666,0.7058823529411765,0.7222222222222222,13.59737336325126,710.6410361324639
705,89814984648.55295,275736684955.31683,0.325727367989165,0.035304407555555556,1.0384680000000017,18,238.346563368,11.959176128,238.3314618592318,12.058309166441372,20.033424296233015,0.3001806941251071,51.23161255833784,-2.2263672387149805e-13,102.62192782196453,0.4992267602613949,934.0860719693172,-23.921236374946943,13077482634318.346,47.42743112487029,8.073657973705014,M,False,0.8235294117647058,0.8333333333333334,0.058823529411764705,0.05555555555555555,0.058823529411764705,0.05555555555555555,13.59635550295551,709.6076659466878
708,82642985918.73717,276353945147.96344,0.29904760677286174,0.0429536625,0.8892160000000011,18,177.019182035,37.44393117,177.07201567025268,37.46140864333198,11.847074260650265,0.23012299067629513,-94.61459291023692,-1.1131836193574902e-12,203.62368937452578,0.46465415296650897,675.8102972869762,-23.923664172057112,29712999959657.07,107.51791491070753,2.9438801326843107,Q,True,0.11764705882352941,0.1111111111111111,0.29411764705882354,0.2777777777777778,0.5882352941176471,0.6111111111111112,13.571610283957662,694.5525291606936
711,85147754633.29443,272205998289.85532,0.3128063127493093,0.034264846555555555,1.055023000000002,18,237.409339616,42.034223583,237.30166847110507,42.012785660891225,15.301542402540333,0.3247075856063142,-273.11535840499283,1.105288700071267e-13,261.52173532186777,1.0443313939809107,691.9218792273082,-23.907244227549285,53688731103746.336,197.2356650516442,2.3467827869804725,Q,False,0.4117647058823529,0.3888888888888889,0.35294117647058826,0.3333333333333333,0.17647058823529413,0.2222222222222222,13.553028475201415,686.6257051864455
712,74322789272.10178,302645782568.2107,0.24557682133023218,0.03483362027777778,0.06860299999999953,18,241.897276088,13.943710714,241.8767935274198,14.041408692427545,15.632413923803936,0.38266280798338664,-66.37292449457934,-1.2252914732218617e-12,281.3668125878353,0.23589464544208902,718.9160533906961,-24.022336565767507,86031673592360.38,284.2652319893817,2.266360177636377,Q,True,0.35294117647058826,0.3333333333333333,0.23529411764705882,0.2222222222222222,0.4117647058823529,0.4444444444444444,13.549079765086576,684.4236327497646
713,74697350886.88097,237676343465.7689,0.31428180776282927,0.042438972944444445,0.558878,18,247.264713576,25.713383124,247.49596686438537,25.672204623956844,13.302696130931034,0.9580876544371087,0.4365738601407768,-2.1789977229976407e-13,136.65179430668337,0.003194790543044064,749.474166350225,-23.759964893597328,21428840245510.54,90.15975226241567,4.864799536116565,Q,True,0.47058823529411764,0.4444444444444444,0.29411764705882354,0.2777777777777778,0.23529411764705882,0.2777777777777778,13.525317149625886,670.418428983149
714,80398435916.65007,232966120903.90146,0.34510784488622887,0.03115257838888889,1.1715340000000012,18,167.996400573,3.135771437,167.84262915279913,3.2133293919543005,13.286161902671804,0.776805359770929,-39.47498965377458,-3.9158799659667746e-13,146.44161646135998,0.26956128051338496,544.9748588561691,-23.738231920866646,15206086622686.043,65.27166509742656,3.3009243648506827,Q,False,0.5294117647058824,0.5,0.11764705882352941,0.1111111111111111,0.29411764705882354,0.3333333333333333,13.495949085298268,657.8458455942623
715,83227567183.32278,242046842606.2097,0.34384900991551953,0.03470157399999999,0.5411519999999967,18,140.721087079,21.975184008,140.76276608659,22.145413787733947,16.130313808916544,0.6493017846595406,40.67488179575536,2.343212044151086e-12,237.43446199874109,0.1713099330794225,738.9305644174357,-23.779748554587034,48619878477617.086,200.8697075083009,2.7604729537607757,Q,False,0.6470588235294118,0.6111111111111112,0.17647058823529413,0.16666666666666666,0.11764705882352941,0.16666666666666666,13.481117045189054,649.6643875215328
716,72897057783.03116,205450609683.3311,0.35481548531489,0.04125006694444445,1.2865539999999989,18,119.380728925,52.682854059,119.5014166138124,52.68572424539134,12.216074969194255,0.359614350482306,40.75336104393041,-1.2252914732218617e-12,153.66648826746464,0.26520656197334486,668.3982077791716,-23.601768585967392,18360008144950.07,89.36458340644039,3.8581555222906183,Q,False,0.35294117647058826,0.3333333333333333,0.23529411764705882,0.2222222222222222,0.35294117647058826,0.3888888888888889,13.44258305553789,629.4102971938945
717,70636829840.13539,228383631497.1036,0.30929024719107867,0.029720782944444444,1.0122859999999996,18,136.233886563,17.455132541,136.15376946935416,17.427968669440602,11.446344447486188,0.425202942109603,64.9960500310438,2.2263672387149805e-13,243.93906786151194,0.26644379106975535,447.4586962943233,-23.716662435830052,30128283457198.2,131.91962690014537,1.6270286965201852,Q,False,0.29411764705882354,0.2777777777777778,0.17647058823529413,0.16666666666666666,0.47058823529411764,0.5,13.401386569307997,612.06976334776
718,71125281785.05617,208735289228.59283,0.3407439252265799,0.031738397,1.2306200000000018,18,117.341561806,43.767234541,117.26557409128964,43.819536007114756,16.882834315328388,0.2693493000080013,129.247670003703,-3.84679942221232e-13,153.91423003079703,0.839738274868035,705.8298062413658,-23.618989695036174,21708685050844.402,104.00102987411253,4.067661827050167,Q,True,0.7058823529411765,0.6666666666666666,0.0,0.0,0.29411764705882354,0.3333333333333333,13.401351007937537,611.6605967340874
721,61328564584.59723,273707224768.6304,0.22406629798113425,0.03853010133333333,0.3451039999999992,18,241.791169072,18.641280218,241.64130437230767,18.62394447295734,13.574891048861181,0.6323321639628511,148.61759883311356,7.800180254788655e-13,205.24096946621162,0.7241127306094672,692.4033788263854,-23.913215652967562,36073335190483.27,131.7953343064901,2.9923937633714597,Q,True,0.11764705882352941,0.1111111111111111,0.17647058823529413,0.16666666666666666,0.7058823529411765,0.7222222222222222,13.317472984644548,572.2810844894302
722,66834884212.67322,225536563059.93073,0.29633724707826425,0.03422788166666667,0.35264800000000207,18,120.370075458,55.599219366,120.48131321979685,55.60667146072928,12.227834098542624,0.31051086755934226,2.8240179059460373,-3.363235615931141e-13,141.28856459639883,0.019987590036132,552.3201510457017,-23.7030423948916,14862713656608.686,65.89935332418491,3.467428346922453,X,False,0.058823529411764705,0.05555555555555555,0.47058823529411764,0.4444444444444444,0.4117647058823529,0.3888888888888889,13.267292078559894,551.4164447725883
