source_specobjid,source_objid,plate,mjd,fiberid,run2d,scienceprimary,extra_specobjid,source_sfr,source_specsfr,source_lgm,info_specobjid,sn_median,reliable,n_spectra_for_objid
1373683419061446656,1237671931209318579,1220,52723,311,26,1,1373683419061446656,-1.787499,-12.35895,10.54631,1373683419061446656,27.71408,1,1
1373684518573074432,1237671931209318606,1220,52723,315,26,1,1373684518573074432,-1.593074,-12.09943,10.47415,1373684518573074432,26.46196,1,1
1373685618084702208,1237671931209318418,1220,52723,319,26,1,1373685618084702208,-1.347857,-12.58316,11.16538,1373685618084702208,40.83661,1,1
1373696888078886912,1237658492809511086,1220,52723,360,26,1,1373696888078886912,0.006631604,-10.15723,10.12293,1373696888078886912,13.80739,1,1
1373711456607954944,1237658493883580478,1220,52723,413,26,1,1373711456607954944,-1.394524,-12.51941,11.08117,1373711456607954944,30.59761,1,1
1373711731485861888,1237671932820193349,1220,52723,414,26,1,1373711731485861888,-1.221532,-12.59398,11.31646,1373711731485861888,41.34198,1,1
1373713105875396608,1237671932820258894,1220,52723,419,26,1,1373713105875396608,-0.9253561,-12.34151,11.20041,1373713105875396608,39.13231,1,1
1373713380753303552,1237671932820193442,1220,52723,420,26,1,1373713380753303552,-0.3606747,-9.95984,9.5328,1373713380753303552,12.16292,1,1
1373724100991674368,1237658493883711521,1220,52723,459,26,1,1373724100991674368,-1.040677,-11.78443,10.71851,1373724100991674368,33.15221,1,1
1373724375869581312,1237671932283388104,1220,52723,460,26,1,1373724375869581312,-1.482981,-12.51737,10.99049,1373724375869581312,34.44022,1,1
1373741968055625728,1237658493883711660,1220,52723,524,26,1,1373741968055625728,0.002619058,-9.459971,9.412642,1373741968055625728,12.31126,1,1
1373745816346322944,1237671932283519102,1220,52723,538,26,1,1373745816346322944,-1.335839,-12.39327,11.01851,1373745816346322944,36.56133,1,1
1375943465883428864,1237660613973049348,1222,52763,341,26,1,1375943465883428864,0.6597235,-10.24671,10.85039,1375943465883428864,46.2472,1,1
1375947039296219136,1237660613972983968,1222,52763,354,26,1,1375947039296219136,-0.1313918,-10.55204,10.36444,1375947039296219136,11.7259,1,1
1375948138807846912,1237660613972918418,1222,52763,358,26,1,1375948138807846912,-1.010374,-11.23808,10.18911,1375948138807846912,34.04617,1,1
1375948413685753856,1237660613972918322,1222,52763,359,26,1,1375948413685753856,-0.3370502,-10.10241,9.706136,1375948413685753856,14.35624,1,1
1380354706047526912,1237658491204665406,1226,52734,5,26,1,1380354706047526912,-1.392257,-12.53901,11.1178,1380354706047526912,36.20077,1,1
1380357729704503296,1237658491204665353,1226,52734,16,26,1,1380357729704503296,0.3969554,-9.975741,10.32369,1380357729704503296,22.54305,1,1
1380362677506828288,1237658492278669408,1226,52734,34,26,1,1380362677506828288,-1.254196,-12.18956,10.89433,1380362677506828288,37.12928,1,1
1381528709571307520,1237658492278734937,1227,52733,180,26,1,1381528709571307520,0.3938394,-9.485425,9.819897,1381528709571307520,28.91274,1,1
1381532008106190848,1237658492278734920,1227,52733,192,26,1,1381532008106190848,0.6560812,-10.03945,10.65873,1381532008106190848,34.03341,1,1
1381533107617818624,1237658492278735050,1227,52733,196,26,1,1381533107617818624,-0.61875,-10.03234,9.359884,1381533107617818624,8.95548,1,1
1381547401268979712,1237658491204730988,1227,52733,248,26,1,1381547401268979712,-1.629133,-11.90511,10.20066,1381547401268979712,26.49317,1,1
1381556472239908864,1237660612903305331,1227,52733,281,26,1,1381556472239908864,-0.7147514,-11.11161,10.3401,1381556472239908864,17.07348,1,1
1382619425022175232,1237671129130205319,1228,52728,52,26,1,1382619425022175232,-1.348233,-12.47233,11.05534,1382619425022175232,37.93022,1,1
1382621349167523840,1237671129130205403,1228,52728,59,26,1,1382621349167523840,-1.528491,-11.60227,10.0198,1382621349167523840,14.3009,1,1
1382622998434965504,1237671129130270882,1228,52728,65,26,1,1382622998434965504,-1.185786,-11.63,10.36582,1382622998434965504,23.1333,1,1
1382624097946593280,1237674598925664446,1228,52728,69,26,1,1382624097946593280,-1.375293,-11.76842,10.34274,1382624097946593280,25.68807,1,1
1382640865498916864,1237671129130074248,1228,52728,130,26,1,1382640865498916864,-0.7703233,-11.47158,10.64115,1382640865498916864,15.5021,1,1
1382641140376823808,1237674599462207503,1228,52728,131,26,1,1382641140376823808,-1.249293,-12.2142,10.9255,1382641140376823808,36.04313,1,1
1382641690132637696,1237674599462273202,1228,52728,133,26,1,1382641690132637696,-0.4700564,-9.750753,9.219453,1382641690132637696,7.216083,1,1
1382642514766358528,1237674599462273168,1228,52728,136,26,1,1382642514766358528,-1.300059,-11.95842,10.59563,1382642514766358528,25.22021,1,1
1382768958603552768,1237671129667731636,1228,52728,596,26,1,1382768958603552768,-0.09513263,-10.05704,9.916598,1382768958603552768,12.51635,1,1
1383809371397449728,1237674598925664381,1229,52723,285,26,1,1383809371397449728,-0.5390091,-10.09119,9.499898,1383809371397449728,10.03903,1,1
1383812120176519168,1237671129130336263,1229,52723,295,26,1,1383812120176519168,-1.035561,-11.55743,10.47368,1383812120176519168,44.44619,1,1
1383822290659076096,1237671129667731700,1229,52723,332,26,1,1383822290659076096,-1.659886,-12.19825,10.50129,1383822290659076096,28.22055,1,1
1383828337973028864,1237658493353656373,1229,52723,354,26,1,1383828337973028864,-2.131035,-12.32529,10.13692,1383828337973028864,23.5068,1,1
1383836584310237184,1237671129667666121,1229,52723,384,26,1,1383836584310237184,-1.816173,-12.99095,11.13554,1383836584310237184,45.15476,1,1
1383840982356748288,1237674599462994088,1229,52723,400,26,1,1383840982356748288,0.03785181,-9.916346,9.896239,1383840982356748288,13.13437,1,1
1384968530675394560,1237658493891706939,1230,52672,406,26,1,1384968530675394560,-0.1415204,-10.28683,10.09189,1384968530675394560,25.82849,1,1
1384978151402137600,1237658493891903500,1230,52672,441,26,1,1384978151402137600,0.3155903,-10.58236,10.84702,1384978151402137600,35.75459,1,1
1384980075547486208,1237658493891903616,1230,52672,448,26,1,1384980075547486208,-0.3063257,-10.42959,10.0812,1384980075547486208,37.02943,1,1
1384980350425393152,1237658493891903612,1230,52672,449,26,1,1384980350425393152,-1.753536,-12.28853,10.47864,1384980350425393152,38.55312,1,1
1385025155524225024,1237658493355557008,1230,52672,612,26,1,1385025155524225024,-0.6669722,-11.87323,11.16293,1385025155524225024,31.56656,1,1
1385027354547480576,1237658493355425827,1230,52672,620,26,1,1385027354547480576,-1.601409,-12.50859,10.86838,1385027354547480576,37.04644,1,1
1385027904303294464,1237658493355556919,1230,52672,622,26,1,1385027904303294464,-1.878763,-12.52216,10.59744,1385027904303294464,33.95123,1,1
1386006745419114496,1237662236393406671,1231,52725,87,26,1,1386006745419114496,-0.3891403,-9.528155,9.072971,1386006745419114496,14.73778,1,1
1386010318831904768,1237662236393472022,1231,52725,100,26,1,1386010318831904768,-1.827571,-12.54695,10.65071,1386010318831904768,42.93713,1,1
1386019389802833920,1237662236393406478,1231,52725,133,26,1,1386019389802833920,-1.74623,-12.7815,10.98091,1386019389802833920,42.55683,1,1
1386098004884219904,1237658493892624511,1231,52725,419,26,1,1386098004884219904,0.3599033,-10.13735,10.45005,1386098004884219904,26.57208,1,1
1386103502442358784,1237658493355622464,1231,52725,439,26,1,1386103502442358784,-2.178298,-12.17857,9.90114,1386103502442358784,24.26072,1,1
1387187346130102272,1237662236393406568,1232,52731,286,26,1,1387187346130102272,-1.825321,-12.39063,10.51464,1387187346130102272,39.87377,1,1
1387189820031264768,1237662236393406483,1232,52731,295,26,1,1387189820031264768,0.2074306,-10.11033,10.27512,1387189820031264768,29.36239,1,1
1396195095190988800,1237658425163841661,1240,52734,288,26,1,1396195095190988800,-1.479635,-12.48611,10.96078,1396195095190988800,37.60073,1,1
1433272006014429184,1237664870822772925,1273,52993,5,26,1,1433272006014429184,-1.453236,-12.30728,10.80405,1433272006014429184,32.39581,1,1
1433273930159777792,1237664870822772966,1273,52993,12,26,1,1433273930159777792,-1.515913,-12.5964,11.04547,1433273930159777792,35.42738,1,1
1433274205037684736,1237660960792379568,1273,52993,13,26,1,1433274205037684736,-1.583781,-12.23979,10.64754,1433274205037684736,25.5105,1,1
1433275854305126400,1237664870822772913,1273,52993,19,26,1,1433275854305126400,-1.067385,-11.03041,9.932925,1433275854305126400,11.09922,1,1
1433439131781851136,1237660961866580160,1273,52993,613,26,1,1433439131781851136,-0.2562765,-9.624665,9.313786,1433439131781851136,16.4531,1,1
1434460028361795584,1237660961866776723,1274,52995,231,26,1,1434460028361795584,-0.05902753,-9.771516,9.664832,1434460028361795584,21.37134,1,1
1434469923966445568,1237660764842164279,1274,52995,267,26,1,1434469923966445568,-1.272933,-11.6483,10.35304,1434469923966445568,37.67363,1,1
1434470198844352512,1237660764842164280,1274,52995,268,26,1,1434470198844352512,-0.3403764,-9.836152,9.443384,1434470198844352512,23.69522,1,1
1438990836539877376,1237661152450248713,1278,52735,330,26,1,1438990836539877376,-1.13414,-11.28291,10.09862,1438990836539877376,18.8075,1,1
1439001556778248192,1237661152450248875,1278,52735,369,26,1,1439001556778248192,-1.369969,-11.40223,10.02309,1439001556778248192,12.99975,1,1
1441181613508552704,1237658204514811929,1280,52738,108,26,1,1441181613508552704,0.1569393,-10.10582,10.21541,1441181613508552704,22.32235,1,1
1441181888386459648,1237658204514811907,1280,52738,109,26,1,1441181888386459648,-1.205655,-12.04159,10.74086,1441181888386459648,31.37659,1,1
1441182438142273536,1237658204514746432,1280,52738,111,26,1,1441182438142273536,-0.7344539,-11.7472,10.9809,1441182438142273536,37.24475,1,1
1441185461799249920,1237661435921891397,1280,52738,122,26,1,1441185461799249920,-1.321779,-12.52376,11.17706,1441185461799249920,37.73855,1,1
1441212399834130432,1237661435921825846,1280,52738,220,26,1,1441212399834130432,-1.389439,-12.31067,10.8838,1441212399834130432,39.44521,1,1
1441231091531802624,1237661149767401532,1280,52738,288,26,1,1441231091531802624,0.05844459,-9.664671,9.673104,1441231091531802624,17.23207,1,1
1441233290555058176,1237661149767467017,1280,52738,296,26,1,1441233290555058176,-1.750494,-12.72381,10.92748,1441233290555058176,35.68305,1,1
1442385304114718720,1237658204514746433,1281,52753,391,26,1,1442385304114718720,-1.412166,-12.18654,10.72596,1442385304114718720,29.0743,1,1
1442386678504253440,1237658204514812077,1281,52753,396,26,1,1442386678504253440,0.171683,-9.729552,9.837206,1442386678504253440,12.26487,1,1
1450282271134214144,1237661212581625874,1288,52731,448,26,1,1450282271134214144,-0.142285,-10.94438,10.75491,1450282271134214144,32.04181,1,1
1450302886977234944,1237658205595107386,1288,52731,523,26,1,1450302886977234944,-1.559241,-12.71898,11.0971,1450302886977234944,40.15867,1,1
1450303161855141888,1237658205595041980,1288,52731,524,26,1,1450303161855141888,-0.5449919,-10.84528,10.24946,1450303161855141888,15.49055,1,1
1450306460390025216,1237658205595107573,1288,52731,536,26,1,1450306460390025216,-0.8615568,-11.0668,10.15869,1450306460390025216,13.18864,1,1
1454724023316408320,1237661210974945290,1292,52736,223,26,1,1454724023316408320,-1.201242,-12.31145,11.02369,1454724023316408320,41.05322,1,1
1454724573072222208,1237661210975010820,1292,52736,225,26,1,1454724573072222208,0.9536588,-9.815979,10.72387,1454724573072222208,34.26017,1,1
1454726222339663872,1237661210974945542,1292,52736,231,26,1,1454726222339663872,1.232796,-8.855357,10.09706,1454726222339663872,15.95299,1,1
1454727046973384704,1237661210974945409,1292,52736,234,26,1,1454727046973384704,-0.03789777,-11.18457,11.08855,1454727046973384704,41.53103,1,1
1454735293310593024,1237658203988361304,1292,52736,264,26,1,1454735293310593024,-1.539612,-12.24063,10.67109,1454735293310593024,33.56675,1,1
1470470683455678464,1237661064952479995,1306,52996,165,26,1,1470470683455678464,-0.3896952,-10.46085,10.02669,1470470683455678464,12.63371,1,1
1470471782967306240,1237661064952545443,1306,52996,169,26,1,1470471782967306240,-0.4055851,-10.75393,10.30124,1470471782967306240,13.43809,1,1
1470472332723120128,1237661064952545415,1306,52996,171,26,1,1470472332723120128,-1.231591,-10.81822,9.517274,1470472332723120128,7.101869,1,1
1470473157356840960,1237660669814964240,1306,52996,174,26,1,1470473157356840960,-1.46317,-11.61535,10.09096,1470473157356840960,24.72852,1,1
1470474256868468736,1237661064952480026,1306,52996,178,26,1,1470474256868468736,-1.689852,-12.18611,10.44566,1470474256868468736,35.28874,1,1
1470557544874272768,1237661065489481886,1306,52996,481,26,1,1470557544874272768,-1.012138,-11.99355,10.91414,1470557544874272768,32.42327,1,1
1470572663159154688,1237660670888837190,1306,52996,536,26,1,1470572663159154688,-1.371254,-12.66648,11.23907,1470572663159154688,39.00645,1,1
1470574862182410240,1237660670888902789,1306,52996,544,26,1,1470574862182410240,-1.62798,-12.17838,10.53863,1470574862182410240,31.52608,1,1
1470579260228921344,1237661065489612923,1306,52996,560,26,1,1470579260228921344,-1.59539,-12.42115,10.77757,1470579260228921344,36.45028,1,1
1470582833641711616,1237660670888902772,1306,52996,573,26,1,1470582833641711616,0.03087512,-10.15042,10.13635,1470582833641711616,16.2518,1,1
1471647710703544320,1237660670888902710,1307,52999,351,26,1,1471647710703544320,-1.463022,-12.23032,10.71193,1471647710703544320,38.17495,1,1
1480591959427934208,1237657591934025822,1315,52791,122,26,1,1480591959427934208,-2.178504,-12.08283,9.866722,1480591959427934208,17.1409,1,1
1480732696916289536,1237657612341543027,1315,52791,634,26,1,1480732696916289536,-1.035436,-11.30572,10.22487,1480732696916289536,20.71228,1,1
1481789602451712000,1237661353244557397,1316,52790,383,26,1,1481789602451712000,-0.5672165,-10.50807,9.879648,1481789602451712000,7.701982,1,1
1481792626108688384,1237657612341543037,1316,52790,394,26,1,1481792626108688384,-0.450871,-11.74677,11.22813,1481792626108688384,31.5835,1,1
1481793450742409216,1237661353244557433,1316,52790,397,26,1,1481793450742409216,-1.521703,-12.17885,10.59821,1481793450742409216,27.73218,1,2
1487480399322966016,1237661418747461776,1321,52764,606,26,1,1487480399322966016,-0.1639541,-10.05614,9.836478,1487480399322966016,14.1746,1,2
1487485622003197952,1237661387602919620,1321,52764,625,26,1,1487485622003197952,-1.215847,-11.62737,10.36785,1487485622003197952,28.03037,1,1
1487486446636918784,1237661417673916574,1321,52764,628,26,1,1487486446636918784,0.1570131,-10.99451,11.0988,1487486446636918784,22.45255,1,1
1488565067996751872,1237661418747461670,1322,52791,456,26,1,1488565067996751872,-1.08275,-12.34086,11.19601,1488565067996751872,43.4458,1,1
1488565617752565760,1237661418747461854,1322,52791,458,26,1,1488565617752565760,-1.982974,-12.24265,10.18736,1488565617752565760,26.58713,1,1
1488572489700239360,1237661417673851010,1322,52791,483,26,1,1488572489700239360,-1.352775,-12.21807,10.82481,1488572489700239360,36.15429,1,1
1488586783351400448,1237661418747527234,1322,52791,535,26,1,1488586783351400448,-0.1690855,-10.20729,9.993683,1488586783351400448,15.84804,1,1
1489656058510075904,1237661387602985091,1323,52797,329,26,1,1489656058510075904,0.02012726,-9.743441,9.704643,1489656058510075904,7.120198,1,1
1489698939463559168,1237661388140511326,1323,52797,485,26,1,1489698939463559168,-1.488543,-12.06828,10.52826,1489698939463559168,33.92217,1,1
1489705811411232768,1237661418211508275,1323,52797,510,26,1,1489705811411232768,-1.164883,-12.23333,11.03359,1489705811411232768,36.72136,1,1
1490717092113049600,1237661386530816154,1324,53088,93,26,1,1490717092113049600,-1.270194,-11.20342,9.867658,1490717092113049600,24.23827,1,1
1490719016258398208,1237661386530881736,1324,53088,100,26,1,1490719016258398208,-0.09703493,-9.812732,9.668012,1490719016258398208,8.413703,1,1
1490729736496769024,1237661386530750680,1324,53088,139,26,1,1490729736496769024,-1.289425,-11.13553,9.787773,1490729736496769024,10.82529,1,1
1490780863787460608,1237661388140642314,1324,53088,325,26,1,1490780863787460608,-0.02788873,-10.26456,10.17431,1490780863787460608,29.63473,1,1
1490783887444436992,1237661388140576978,1324,53088,336,26,1,1490783887444436992,-1.272475,-11.79847,10.4909,1490783887444436992,25.08102,1,1
1490841886682802176,1237661418749165591,1324,53088,547,26,1,1490841886682802176,-1.178937,-12.34494,11.12543,1490841886682802176,27.41986,1,1
1490842986194429952,1237661418212294942,1324,53088,551,26,1,1490842986194429952,-1.376516,-12.2405,10.82749,1490842986194429952,36.39659,1,1
1490844360583964672,1237661418212294705,1324,53088,556,26,1,1490844360583964672,-1.136701,-12.75882,11.56045,1490844360583964672,45.7987,1,1
1490845460095592448,1237661418212294806,1324,53088,560,26,1,1490845460095592448,-2.02114,-12.43058,10.35795,1490845460095592448,29.95336,1,1
1491882294091212800,1237661386530816015,1325,52762,236,26,1,1491882294091212800,-1.14916,-12.26467,11.05246,1491882294091212800,41.32955,1,1
1491907857736558592,1237661388141166646,1325,52762,329,26,1,1491907857736558592,-0.5833302,-11.8135,11.21693,1491907857736558592,29.58789,1,1
1491931772114462720,1237661418212294689,1325,52762,416,26,1,1491931772114462720,-1.8295,-12.20433,10.32451,1491931772114462720,31.8095,1,1
1491939743573764096,1237661418749165664,1325,52762,445,26,1,1491939743573764096,1.367712,-10.71736,12.01184,1491939743573764096,28.90052,1,1
1492959815519987712,1237661417140125853,1326,52764,60,26,1,1492959815519987712,-1.952311,-11.82559,9.803498,1492959815519987712,7.990585,1,1
1492973834293241856,1237661387069194392,1326,52764,111,26,1,1492973834293241856,-0.1253181,-9.46351,9.277762,1492973834293241856,7.680574,1,1
1493065918392068096,1237661418750214292,1326,52764,446,26,1,1493065918392068096,-1.664017,-12.0172,10.32012,1493065918392068096,21.25072,1,1
1493087908624623616,1237661388679348337,1326,52764,526,26,1,1493087908624623616,-1.475744,-11.43843,9.904014,1493087908624623616,15.70827,1,1
1493089008136251392,1237661418750279689,1326,52764,530,26,1,1493089008136251392,-1.14116,-12.27429,11.08983,1493089008136251392,37.69459,1,1
1493089283014158336,1237661418750279810,1326,52764,531,26,1,1493089283014158336,-1.72999,-12.25444,10.50006,1493089283014158336,29.09796,1,1
1493090657403693056,1237661418750279849,1326,52764,536,26,1,1493090657403693056,-0.0813623,-10.02454,9.876513,1493090657403693056,10.59385,1,1
1493098903740901376,1237661418750476311,1326,52764,566,26,1,1493098903740901376,-1.241375,-12.51774,11.24418,1493098903740901376,36.71134,1,1
1493102202275784704,1237661418750476312,1326,52764,578,26,1,1493102202275784704,-1.61258,-12.06105,10.37387,1493102202275784704,23.40954,1,1
1493112097880434688,1237661418750476491,1326,52764,614,26,1,1493112097880434688,-1.970848,-12.09634,10.06265,1493112097880434688,21.30524,1,1
1493113747147876352,1237661418750476514,1326,52764,620,26,1,1493113747147876352,-1.851407,-12.09286,10.17349,1493113747147876352,15.76443,1,1
1494107705944598528,1237661416603910488,1327,52781,140,26,1,1494107705944598528,-1.032575,-10.72467,9.663465,1494107705944598528,10.58469,1,1
1494108530578319360,1237661386532978835,1327,52781,143,26,1,1494108530578319360,0.03095656,-10.7595,10.72606,1494108530578319360,19.29324,1,1
1494110454723667968,1237661386532913377,1327,52781,150,26,1,1494110454723667968,-0.09573492,-9.908554,9.768063,1494110454723667968,15.62939,1,1
1494115677403899904,1237661416603910440,1327,52781,169,26,1,1494115677403899904,0.3790247,-10.34808,10.67934,1494115677403899904,12.07008,1,1
1494127772031805440,1237661416603910214,1327,52781,213,26,1,1494127772031805440,0.499579,-10.5465,11.00397,1494127772031805440,32.28368,1,1
1494163781037615104,1237661387069128794,1327,52781,344,26,1,1494163781037615104,0.2121338,-9.478764,9.64206,1494163781037615104,19.35115,1,1
1494165155427149824,1237661417140125866,1327,52781,349,26,1,1494165155427149824,-1.237548,-11.91649,10.61008,1494165155427149824,25.98202,1,2
1494166804694591488,1237661387069194275,1327,52781,355,26,1,1494166804694591488,-0.3822991,-11.4906,11.06168,1494166804694591488,34.06685,1,1
1497530486329731072,1237659161195249685,1330,52822,304,26,1,1497530486329731072,-1.246647,-12.46453,11.15442,1497530486329731072,41.16651,1,1
1497532685352986624,1237659161195249691,1330,52822,312,26,1,1497532685352986624,-0.3347768,-10.05128,9.661281,1497532685352986624,14.10802,1,1
1497533784864614400,1237661385998401730,1330,52822,316,26,1,1497533784864614400,-1.52427,-11.66977,10.07869,1497533784864614400,22.3169,1,1
1498716858436577280,1237659163880849535,1331,52766,524,26,1,1498716858436577280,-1.06835,-12.21863,11.11333,1498716858436577280,40.45882,1,1
1498727578674948096,1237659163880915172,1331,52766,563,26,1,1498727578674948096,-1.55417,-12.02363,10.41213,1498727578674948096,30.67583,1,1
1498728953064482816,1237661388684067032,1331,52766,568,26,1,1498728953064482816,-1.151567,-11.2042,9.992289,1498728953064482816,24.30733,1,1
1498730052576110592,1237659163880915192,1331,52766,572,26,1,1498730052576110592,-0.3563952,-9.803422,9.389134,1498730052576110592,8.162404,1,1
1498730877209831424,1237659163880914976,1331,52766,575,26,1,1498730877209831424,-1.392979,-12.25976,10.84051,1498730877209831424,36.36661,1,1
1498738298913318912,1237659324412526747,1331,52766,602,26,1,1498738298913318912,-1.583568,-12.45,10.84252,1498738298913318912,36.92088,1,1
1499844957618333696,1237661388148244663,1332,52781,532,26,1,1499844957618333696,-1.130855,-11.90112,10.72187,1499844957618333696,29.95914,1,1
1499846332007868416,1237661388148244492,1332,52781,537,26,1,1499846332007868416,-1.220785,-12.35,11.07534,1499846332007868416,40.11833,1,1
1499857876879960064,1237659163882029415,1332,52781,579,26,1,1499857876879960064,-0.3245033,-9.834512,9.446896,1499857876879960064,5.345576,1,1
1500838366390806528,1237659161736052817,1333,52782,50,26,1,1500838366390806528,-0.3353972,-11.14901,10.7765,1500838366390806528,32.1902,1,1
1500857882722199552,1237661386002268342,1333,52782,121,26,1,1500857882722199552,-0.3466389,-10.23587,9.842322,1500857882722199552,8.553069,1,1
1500859531989641216,1237659161735921721,1333,52782,127,26,1,1500859531989641216,-1.183425,-12.39444,11.16682,1500859531989641216,43.914,1,1
1500860356623362048,1237659161735856432,1333,52782,130,26,1,1500860356623362048,-1.747603,-11.86964,10.05817,1500860356623362048,20.28769,1,1
1501968664042170368,1237661386540253193,1334,52764,66,26,1,1501968664042170368,1.145977,-9.311264,10.41084,1501968664042170368,42.60969,1,1
1502002474024724480,1237661386003382586,1334,52764,189,26,1,1502002474024724480,-1.501071,-12.14837,10.58334,1502002474024724480,29.20974,1,1
1502002748902631424,1237661386003382291,1334,52764,190,26,1,1502002748902631424,-1.039382,-12.39908,11.33993,1502002748902631424,39.51089,1,1
1502040407175882752,1237659161736118494,1334,52764,327,26,1,1502040407175882752,0.2499282,-9.569318,9.764231,1502040407175882752,15.90885,1,1
1504281211789404160,1237659161201803332,1336,52759,287,26,1,1504281211789404160,-1.503538,-12.0812,10.53209,1504281211789404160,30.60813,1,1
1505340316499077120,1237665355083940130,1337,52767,44,26,1,1505340316499077120,0.1867449,-9.867522,9.997058,1505340316499077120,15.77094,1,1
1505342790400239616,1237665355084005737,1337,52767,53,26,1,1505342790400239616,-0.8864071,-10.75266,9.82069,1505342790400239616,27.81783,1,1
1505343065278146560,1237665355084005428,1337,52767,54,26,1,1505343065278146560,-1.010395,-12.26374,11.19512,1505343065278146560,38.28826,1,1
1505344439667681280,1237659162813858137,1337,52767,59,26,1,1505344439667681280,-0.2920633,-10.60267,10.2711,1505344439667681280,30.22974,1,2
1505382922574653440,1237661387079745734,1337,52767,199,26,1,1505382922574653440,0.1689849,-11.33713,11.46044,1505382922574653440,37.19976,1,1
1505463736679294976,1237659162813464715,1337,52767,493,26,1,1505463736679294976,-1.548523,-12.17843,10.57136,1505463736679294976,37.78381,1,1
1505464011557201920,1237659162813530232,1337,52767,494,26,1,1505464011557201920,-1.211998,-12.52557,11.24542,1505464011557201920,44.68784,1,1
1505464561313015808,1237659162813530234,1337,52767,496,26,1,1505464561313015808,-1.050532,-11.68241,10.57729,1505464561313015808,26.60499,1,1
1505470883504875520,1237661387616682025,1337,52767,519,26,1,1505470883504875520,-1.570717,-11.66444,10.04161,1505470883504875520,21.72062,1,1
1505480229353711616,1237661387616747577,1337,52767,553,26,1,1505480229353711616,-1.235731,-12.25263,10.97081,1505480229353711616,33.84084,1,1
1507592940946483200,1237659162816020815,1339,52767,47,26,1,1507592940946483200,-0.7882735,-11.84375,11.02857,1507592940946483200,41.66919,1,1
1507597613870901248,1237661387619172794,1339,52767,64,26,1,1507597613870901248,-0.2954066,-9.896209,9.542334,1507597613870901248,5.630682,1,1
1507597888748808192,1237661387619172464,1339,52767,65,26,1,1507597888748808192,-1.41749,-12.59279,11.13752,1507597888748808192,44.86565,1,1
1509936825177761792,1237661387619238463,1341,52786,382,26,1,1509936825177761792,-1.347092,-11.34963,9.961979,1509936825177761792,18.15435,1,1
1512125678017865728,1237659162817855979,1343,52790,153,26,1,1512125678017865728,-0.3830785,-10.6066,10.17096,1512125678017865728,9.670197,1,1
1512227657721341952,1237661387620876699,1343,52790,524,26,1,1512227657721341952,-0.08495282,-10.15048,10.01755,1512227657721341952,19.85139,1,1
1512230681378318336,1237661387620876410,1343,52790,535,26,1,1512230681378318336,-1.102759,-12.20567,11.02716,1512230681378318336,44.43769,1,1
1512231231134132224,1237661387620876411,1343,52790,537,26,1,1512231231134132224,-1.265585,-11.99257,10.69569,1512231231134132224,37.11861,1,1
1513325520115230720,1237661873482956896,1344,52792,422,26,1,1513325520115230720,0.08989215,-9.90169,9.939357,1513325520115230720,15.44357,1,1
1513325794993137664,1237661873482891322,1344,52792,423,26,1,1513325794993137664,0.16347,-9.448938,9.557428,1513325794993137664,21.3073,1,1
1513327169382672384,1237661873482891334,1344,52792,428,26,1,1513327169382672384,-1.313826,-12.21071,10.83799,1513327169382672384,37.28246,1,1
1513328543772207104,1237661873482891502,1344,52792,433,26,1,1513328543772207104,0.2528615,-10.32687,10.53413,1513328543772207104,23.92834,1,1
1521192525778413568,1237661873490034916,1351,52790,370,26,1,1521192525778413568,-0.02197644,-10.50035,10.42968,1521192525778413568,24.79752,1,1
1521201871627249664,1237661852018999354,1351,52790,404,26,1,1521201871627249664,-1.085347,-12.15,11.03121,1521201871627249664,36.49043,1,1
1521214790888876032,1237661852019196066,1351,52790,451,26,1,1521214790888876032,-0.4004455,-10.0486,9.60392,1521214790888876032,12.60581,1,1
1521235956487710720,1237661852019261469,1351,52790,528,26,1,1521235956487710720,-1.726981,-12.43072,10.61803,1521235956487710720,37.20459,1,1
1521237605755152384,1237661874027102309,1351,52790,534,26,1,1521237605755152384,-1.249995,-12.43932,11.14395,1521237605755152384,45.36882,1,1
1521238155510966272,1237661874027102311,1351,52790,536,26,1,1521238155510966272,-0.1203436,-9.956439,9.781072,1521238155510966272,24.46324,1,1
1529024625403521024,1237661356998262822,1358,52994,191,26,1,1529024625403521024,-0.005806419,-9.116992,9.056405,1529024625403521024,21.73565,1,1
1529110112432580608,1237661357535461544,1358,52994,502,26,1,1529110112432580608,-0.1684599,-10.25035,10.03271,1529110112432580608,15.12969,1,1
1529110662188394496,1237661357535461419,1358,52994,504,26,1,1529110662188394496,-1.072331,-12.38144,11.25626,1529110662188394496,44.40537,1,1
1529119733159323648,1237660635995242604,1358,52994,537,26,1,1529119733159323648,-1.443915,-11.81615,10.3098,1529119733159323648,32.17966,1,1
1529121657304672256,1237660635458371703,1358,52994,544,26,1,1529121657304672256,-1.303177,-11.92135,10.57777,1529121657304672256,34.64048,1,1
1529131552909322240,1237660635995308051,1358,52994,580,26,1,1529131552909322240,-1.079535,-12.08226,10.94057,1529131552909322240,40.09843,1,1
1529131827787229184,1237660635458437230,1358,52994,581,26,1,1529131827787229184,-0.8352991,-11.46667,10.58303,1529131827787229184,27.27616,1,1
1542496393233459200,1237661850395541514,1370,53090,49,26,1,1542496393233459200,-1.027337,-12.29,11.1952,1542496393233459200,40.04963,1,1
1542640154378790912,1237661872403448003,1370,53090,572,26,1,1542640154378790912,-1.38685,-11.55785,10.12939,1542640154378790912,22.54041,1,1
