Id,objid,specobjid,Group,RA,Dec,M_r,z,zobs,Yang_z_CMB_group,BGG_ID,Yang_logM,logM_180,rmag,Lum,rank_M,RA_BGG,Dec_BGG,M_BGG,dist2BGG,lgm_tot_p50,sfr_tot_p50,sSFR,SFRexcess,SFRcategory,rank_dist
267537,1237661949737435261,1937809319194028032,100,230.808310842,8.645445454,-21.440367,0.03562865,0.03511115,0.03499,248253,10.843,13.933770306132937,14.576916,28063820894.923992,7,230.772090356,8.609218112,-22.766863,3.200617119907706,10.84218,-1.529691,-12.371871,-1.2692170000000011,Q,9
267538,1237661949737435263,6181231271210577920,100,230.795276038,8.63435137,-21.410411,0.035468161,0.03495037,0.03499,248253,10.802,13.933770306132937,14.605275,27300110192.245033,8,230.772090356,8.609218112,-22.766863,2.1373687454219676,,,,,X,5
267539,1237661949737435281,1937721908019619840,100,230.735355121,8.594759334,-18.568272,0.035528041,0.035008963,0.03499,248253,9.645,13.933770306132937,17.444471,1992089287.2647033,49,230.772090356,8.609218112,-22.766863,2.4563513837323625,9.614847,-1.827404,-11.442250999999999,-0.7077969,Q,6
267540,1237661949737435564,6181241716571041792,288,230.754326589,8.651585752,-19.876474,0.038596701,0.038078208,0.03855,206348,10.344,14.209770306132937,16.145214,6646447827.083458,18,230.480303015,8.423789652,-22.783466,22.24326490726281,,,,,X,15
267541,1237661949737500933,1937715585827760128,100,230.833833817,8.618041127,-21.484433,0.036277383,0.035760254,0.03499,248253,10.905,13.933770306132937,14.533544,29226257072.375492,5,230.772090356,8.609218112,-22.766863,3.8755525526456847,10.87844,-1.255427,-12.133866999999999,-1.0203349999999993,Q,13
267542,1237661949737566251,1937694969984739328,100,231.039434656,8.680630389,-19.955369,0.036163452,0.035650454,0.03499,248253,10.011,13.933770306132937,16.088298,7147391971.802519,28,230.772090356,8.609218112,-22.766863,17.2023777590591,9.881031,-0.05671616,-9.93774716,0.876562139999999,M,37
267606,1237662225159881080,1861228603778295808,642,235.315728111,28.388747309,-18.856138,0.032467419,0.032134864,0.03261,335623,9.236,13.080770306132937,17.011717,2596899842.272233,17,235.374886879,27.986515203,-21.974552,25.484457406630764,9.061434,-0.4523764,-9.5138104,1.0546197999999993,M,19
267607,1237662225159946473,1861244546696898560,642,235.344100988,28.22975664,-21.738131,0.032421335,0.032088306,0.03261,335623,10.648,13.080770306132937,14.149572,36919210052.05212,2,235.374886879,27.986515203,-21.974552,15.378253440316474,10.35709,0.1221111,-10.2349789,0.7221481000000001,M,12
267608,1237662225160011823,1861243722063177728,642,235.479742686,28.122570162,-20.43406,0.032420268,0.032088954,0.03261,335623,10.322,13.080770306132937,15.459473,11107696376.214338,6,235.374886879,27.986515203,-21.974552,10.33841232153301,10.22277,-0.7252801,-10.9480501,-0.0312190999999995,G,9
267964,1237661949186474090,1910724762393405440,3047,198.123796909,11.742435798,-19.691295,0.031880888,0.03088354,0.03211,261256,9.984,13.359770306132937,16.178594,5604256445.820674,6,198.136728044,11.72896209,-22.403419,1.1616882800737929,9.885147,-1.595899,-11.481046,-0.6655018999999989,Q,2
267978,1237661949200564454,1937719159240550400,100,230.675441919,8.368855522,-19.744614,0.032958197,0.03243709,0.03499,248253,10.214,13.933770306132937,16.283911,5886343473.753102,30,230.772090356,8.609218112,-22.766863,16.25288026039762,10.29631,-1.063878,-11.360188,-0.42129500000000064,Q,35
268096,1237662193461297276,1552688591044372480,798,210.30776826,38.691324596,-18.069943,0.018695373,0.018090617,0.01883,298510,9.433,13.400770306132936,16.619378,1258859321.2792127,11,210.083828827,38.915429538,-22.578421,17.846769383677064,9.233664,-2.750139,-11.983802999999998,-1.3637037999999997,Q,6
268097,1237662193461362704,1552687766410651648,798,210.430421853,38.669944256,-18.884881,0.018670478,0.018066863,0.01883,298510,9.761,13.400770306132936,15.79981,2666566384.694464,8,210.083828827,38.915429538,-22.578421,22.934803071232903,9.61758,-2.17331,-11.790890000000001,-1.0556160000000006,Q,9
268098,1237662193461362786,1552689415678093312,798,210.460257987,38.718822299,-18.97217,0.018601689,0.017998988,0.01883,298510,9.725,13.400770306132936,15.709041,2889801419.067285,7,210.083828827,38.915429538,-22.578421,22.185606569638605,9.600692,-1.788138,-11.38883,-0.6586224000000005,Q,8
268106,1237662193998102638,1552698761526929408,798,210.208724242,39.156230245,-21.471524,0.018600811,0.01800044,0.01883,298510,10.822,13.400770306132936,13.22499,28880825333.440376,2,210.083828827,38.915429538,-22.578421,16.311664641171166,10.73548,-1.630743,-12.366223000000002,-1.2955790000000018,Q,5
268121,1237662194535104639,1551499193955149824,798,210.659827012,39.35104531,-17.86697,0.018404192,0.017811218,0.01883,298510,9.031,13.400770306132936,16.824019,1044210365.5458947,15,210.083828827,38.915429538,-22.578421,39.20724362685862,8.644291,-1.544715,-10.189006000000001,0.2542812999999988,G,16
268128,1237662195055198357,1612439075195742208,4742,160.254392006,40.092182714,-20.954348,0.04390568,0.043074414,0.04386,323279,10.299,13.622770306132937,15.599084,17936561873.595264,3,160.434793445,40.041482288,-22.581876,9.241011087824262,10.26928,0.145935,-10.123345,0.8074389999999987,M,4
268205,1237662224596140254,2249561540485212160,3119,161.044981731,37.19329303,-17.639298,0.024188489,0.023311473,0.02478,573480,8.823,13.131770306132935,17.617492,846679802.842528,8,161.445560357,37.211309717,-22.051254,20.079248465851908,,,,,X,7
268206,1237662224596205572,2249551644880562176,3119,161.24508661,37.137999483,-21.101651,0.024140354,0.023262147,0.02478,573480,10.697,13.131770306132935,14.143428,20542836044.777855,2,161.445560357,37.211309717,-22.051254,11.04309115029094,10.66315,-1.705512,-12.368662,-1.3197170000000007,Q,5
268270,1237662195056640217,1615814575775574016,1451,164.410538445,41.054893701,-18.63246,0.026286622,0.025464643,0.02589,236738,9.358,13.585770306132936,16.725201,2113411177.4572105,7,164.379877223,40.946150171,-22.519985,6.9855403712525534,8.946319,-0.777385,-9.723704000000001,0.810191699999999,M,4
268271,1237662195056705906,1615809902851155968,1451,164.54016066,40.940321545,-17.841138,0.026206431,0.025382522,0.02589,236738,9.043,13.585770306132936,17.513874,1019659570.8082105,11,164.379877223,40.946150171,-22.519985,7.615960014990838,8.877274,-1.095757,-9.973031,0.5401511999999986,M,5
268288,1237662195593576543,1618012225480452096,1451,164.525847713,41.424121532,-17.723102,0.02620071,0.025384542,0.02589,236738,9.031,13.585770306132936,17.660372,914620223.5128927,12,164.379877223,40.946150171,-22.519985,30.814817445009513,8.610542,-1.953267,-10.563809000000001,-0.1306464000000016,G,11
268317,1237662198821879932,1937713386804504576,100,230.83493938,8.404374914,-20.598011,0.032924419,0.03240646,0.03499,248253,10.373,13.933770306132937,15.431632,12918271269.210524,17,230.772090356,8.609218112,-22.766863,13.450169870047812,10.35874,-1.316145,-11.674885,-0.7172630000000009,Q,31
268318,1237662198821880054,1937712837048690688,100,230.901945171,8.459641728,-19.526133,0.032829445,0.03231297,0.03499,248253,9.942,13.933770306132937,16.493939,4813413813.851695,34,230.772090356,8.609218112,-22.766863,12.386641067860701,9.95516,-1.808582,-11.763741999999999,-0.9271940000000001,Q,29
268341,1237662199358685454,1937810418705655808,100,230.811854593,8.828994303,-19.535006,0.034536848,0.034020152,0.03499,248253,9.999,13.933770306132937,16.492157,4852911819.728897,33,230.772090356,8.609218112,-22.766863,14.028037040555617,9.89377,-2.005843,-11.899613,-1.0814820000000012,Q,32
268342,1237662199358816565,1937823337967282176,100,231.125247999,8.759644377,-19.347021,0.034422001,0.03391094,0.03499,248253,9.883,13.933770306132937,16.687849,4081392856.3428497,37,230.772090356,8.609218112,-22.766863,23.884770371458707,9.888773,-0.9922174,-10.8809904,-0.06435850000000087,G,43
268548,1237662199358750914,1937827736013793280,100,231.030743925,8.795929291,-20.391157,0.036462217,0.035949517,0.03499,248253,10.428,13.933770306132937,15.63747,10677333306.791786,20,230.772090356,8.609218112,-22.766863,19.89211920519197,10.35137,-1.78404,-12.13541,-1.1799990000000005,Q,39
268562,1237662199895687423,1937799698467284992,2959,231.202122431,9.234006469,-19.876266,0.035960501,0.03545281,0.03559,286189,10.14,13.542770306132937,16.073374,6645174655.268924,4,230.896855335,9.346152919,-22.486245,20.197900381671676,10.05264,-1.266622,-11.319262,-0.45347000000000115,Q,8
268573,1237662223525806252,2293609076023650304,3999,171.003350883,37.959123202,-19.789352,0.036872435,0.03600298,0.03649,268574,10.11,13.065770306132936,16.319232,6133958028.439656,5,171.069765723,38.015436737,-22.029403,4.830776458083972,10.06968,-1.688842,-11.758522,-0.8876179999999998,Q,4
268574,1237662223525871655,2293611275046905856,3999,171.069765723,38.015436737,-22.029403,0.036453983,0.035585452,0.03649,268574,11.083,13.065770306132936,14.073958,48279326163.27386,1,171.069765723,38.015436737,-22.029403,0.0,11.0522,-1.575914,-12.628114,-1.462454000000001,Q,1
268575,1237662223525871715,2293617872116672512,3999,171.094569103,37.9966752,-20.549921,0.036408326,0.035539538,0.03649,268574,10.477,13.065770306132936,15.535311,12358575070.93452,3,171.069765723,38.015436737,-22.029403,1.7022123049540356,10.49055,-2.036535,-12.527085000000001,-1.5299200000000024,Q,2
268619,1237661388140511326,1489698939463559168,5329,209.622492131,55.698342989,-20.962579,0.041333321,0.04094695,0.04143,273610,10.574,12.937770306132936,15.422548,18073056238.36491,2,209.726188882,55.561799138,-21.829386,9.33453419687029,10.52826,-1.488543,-12.016803,-1.0083249999999992,Q,4
268620,1237661388140576978,1490783887444436992,5329,209.773942268,55.699428005,-20.727646,0.041304955,0.040919825,0.04143,273610,10.498,12.937770306132936,15.650456,14556548107.352177,3,209.726188882,55.561799138,-21.829386,8.811803461759636,10.4909,-1.272475,-11.763375,-0.7661049999999996,Q,3
268621,1237661388140642314,1490780863787460608,5329,209.897599883,55.592539065,-20.217602,0.04149667,0.041111,0.04143,273610,10.138,12.937770306132936,16.179375,9099987588.794016,4,209.726188882,55.561799138,-21.829386,6.387296422269554,10.17431,-0.02788873,-10.202198730000001,0.7000942699999992,M,2
268625,1237661388142543019,1493091482037413888,310,217.065849022,53.993182302,-18.77796,0.044077511,0.043733623,0.04334,216888,9.362,13.905770306132936,17.713846,2416484423.2207117,27,217.452067863,53.96501454,-22.800896,14.380162492960059,9.382214,-0.3146984,-9.696912399999999,0.9677518000000003,M,20
268626,1237661388142674032,1493081861310670848,310,217.435878784,53.82825423,-21.978589,0.04418394,0.043841522,0.04334,216888,11.042,13.905770306132936,14.506839,46071844530.815895,2,217.452067863,53.96501454,-22.800896,8.613782021559073,10.97406,-1.169258,-12.143317999999999,-1.0010999999999992,Q,11
268627,1237661388142870631,1493107699833923584,310,218.075497756,53.677063794,-20.324539,0.043220937,0.04288284,0.04334,216888,10.285,13.905770306132936,16.169309,10041893242.824013,10,217.452067863,53.96501454,-22.800896,29.359960809163923,10.27108,-0.5939497,-10.8650297,0.06629430000000092,G,28
268646,1237661388678168685,1491929573091207168,70,212.709912687,55.427990499,-20.072925,0.043216609,0.04285217,0.04209,356058,9.789,14.390770306132936,16.421702,7964710596.118059,36,212.506606523,54.881720834,-23.089722,35.09051840865758,9.508158,-0.1102088,-9.6183668,1.0840806,M,51
268647,1237661388678168719,1491943316986554368,70,212.87424498,55.47922276,-20.127924,0.04139997,0.041037653,0.04209,356058,10.184,14.390770306132936,16.311192,8378564166.205716,34,212.506606523,54.881720834,-23.089722,39.79154783541589,10.21626,0.2222292,-9.9940308,0.920847199999999,M,55
268648,1237661388678234149,1490857554723497984,70,212.991771613,55.409758682,-22.092508,0.041356854,0.040994596,0.04209,356058,11.106,14.390770306132936,14.341858,51168560576.529144,6,212.506606523,54.881720834,-23.089722,37.47312970832531,11.104,-1.426341,-12.530341,-1.3491410000000013,Q,53
268650,1237661387619238463,1509936825177761792,10236,250.343901846,33.595330354,-19.570476,0.030650534,0.030608615,0.03108,186305,10.006,13.229770306132936,16.188492,5014070083.982846,3,250.094534086,33.679750968,-22.096308,14.081914847967921,9.961979,-1.347092,-11.309071,-0.47047730000000065,Q,3
268864,1237662264323539042,2047049934024239104,79,230.504269159,7.586372672,-20.626961,0.044024242,0.04349685,0.04588,243273,10.466,14.150770306132936,15.963567,13267356530.891287,24,230.466041678,7.708815434,-22.967269,8.053192959659649,10.40948,-1.807873,-12.217353000000001,-1.2445090000000008,Q,21
268879,1237662264860213600,2047011725995173888,5336,230.140249049,7.953368369,-21.88229,0.043913399,0.043380585,0.0439,268879,10.855,12.931770306132936,14.720941,42161494798.101295,1,230.140249049,7.953368369,-21.88229,0.0,10.82013,-0.7005541,-11.5206841,-0.4246451000000011,Q,1
268881,1237662264861065398,1939988002289772544,76,231.995750742,7.736005607,-20.167298,0.043832225,0.0433337,0.04374,420825,10.215,14.675770306132936,16.35307,8687987752.138142,35,232.373444842,7.573251432,-23.380884,25.646682684993827,10.10384,-0.9623027,-11.0661427,-0.18499070000000017,G,40
268882,1237662264861327614,1939991300824655872,76,232.591102286,7.704691019,-20.610659,0.041717755,0.041230503,0.04374,420825,10.449,14.675770306132936,15.79386,13069639241.29382,21,232.373444842,7.573251432,-23.380884,15.872222533806031,10.47246,-1.716542,-12.189002,-1.1972640000000006,Q,22
268886,1237662266463420732,664391480466499584,291,227.763583126,4.570882346,-20.250954,0.037139731,0.036550157,0.03786,279464,10.385,13.655770306132936,15.869401,9383861732.569422,11,227.881399961,4.517495902,-22.337661,8.105987801055841,10.36742,-1.044698,-11.412118,-0.45189200000000085,Q,15
268890,1237662266463945474,2063796321118087168,40,228.997733061,4.565672425,-18.718417,0.03705098,0.03648433,0.03713,91976,9.411,14.320770306132935,17.499457,2287530008.6041617,76,229.756033316,4.52067575,-23.037596,47.57977368188235,9.200468,-0.7516618,-9.952129800000002,0.6580105999999972,M,75
268903,1237662267000619330,2063828756711106560,1466,228.536080955,4.823279456,-19.39453,0.041763223,0.041188844,0.04222,91218,9.482,13.454770306132936,17.021764,4263948984.6375413,9,228.484486538,4.710968681,-22.400228,7.761020371716116,9.320698,-0.2678173,-9.588515300000001,1.057694099999999,M,10
268906,1237662267001077916,2064961253704493056,40,229.603866126,4.86898463,-21.876243,0.036932418,0.036378168,0.03713,91976,10.966,14.320770306132935,14.263801,41927329352.10717,7,229.756033316,4.52067575,-23.037596,23.869385047629052,10.95681,-1.519523,-12.476333,-1.33929,Q,46
268909,1237662267002519961,5410092634528739328,50,232.893591096,4.56687947,-20.922639,0.036852047,0.03635953,0.0391,114298,10.499,14.362770306132937,15.358877,17420298802.813107,18,233.133396618,4.680996916,-23.182701,16.642227436833515,,,,,X,37
268910,1237662267002716317,2066036026337421312,50,233.340439809,4.472759186,-21.538491,0.036989628,0.03650546,0.0391,114298,10.778,14.362770306132937,14.751893,30718245008.34642,7,233.133396618,4.680996916,-23.182701,18.42129122471302,10.76682,-0.257923,-11.024742999999999,0.055303000000000324,G,40
268916,1237662267536179306,2061565686836127744,555,225.582132171,5.646702936,-23.172958,0.037076032,0.03645046,0.03731,268916,11.492,14.295770306132937,12.977544,138415013685.87802,1,225.582132171,5.646702936,-23.172958,0.0,11.41121,-0.5085471,-11.9197571,-0.6463941000000002,Q,1
268917,1237662267536179567,2061566786347755520,555,225.511778965,5.621662226,-18.90912,0.037164476,0.036537543,0.03731,268916,9.702,14.295770306132937,17.252575,2726766815.280918,18,225.582132171,5.646702936,-23.172958,4.671962749658257,9.622998,-1.629564,-11.252562000000001,-0.5156626000000006,Q,4
269083,1237662197747875912,2047012550628894720,5336,230.185633449,7.80578287,-20.904864,0.043575676,0.043043137,0.0439,268879,10.561,12.931770306132936,15.676306,17137426295.835342,2,230.140249049,7.953368369,-21.88229,9.693737538781813,10.55696,-1.411114,-11.968074,-0.9509860000000003,Q,4
269084,1237662197747941525,2047033166471915520,79,230.40161377,7.739097993,-20.889259,0.044614902,0.044086166,0.04588,243273,10.596,14.150770306132936,15.706092,16892876226.025814,17,230.466041678,7.708815434,-22.967269,4.439775304424874,10.57139,-1.32973,-11.901119999999999,-0.8797029999999992,Q,9
269085,1237662197748072534,2047053232559122432,79,230.646362525,7.727814197,-21.942613,0.044485956,0.04396179,0.04588,243273,11.009,14.150770306132936,14.653829,44570263330.808464,4,230.466041678,7.708815434,-22.967269,11.290530299617297,11.0249,-1.568192,-12.593092,-1.4356220000000004,Q,35
269086,1237662197748072713,2047042787198658560,79,230.614426515,7.682032352,-19.69585,0.044633851,0.044108905,0.04588,243273,10.064,14.150770306132936,16.896564,5627817427.405368,46,230.466041678,7.708815434,-22.967269,9.391330767087878,10.01363,-1.850774,-11.864403999999999,-1.0103150000000003,Q,29
269087,1237662197748072721,2047052957681215488,79,230.635106316,7.74290816,-18.974196,0.044505026,0.043980706,0.04588,243273,9.798,14.150770306132936,17.606308,2895198866.037085,55,230.466041678,7.708815434,-22.967269,10.741969434649391,9.786199,-2.246347,-12.032546,-1.2466863000000004,Q,33
269088,1237662197748138307,2047053782314936320,79,230.766374152,7.672174224,-21.086586,0.044596513,0.044074398,0.04588,243273,10.578,14.150770306132936,15.498381,20259764835.69776,13,230.466041678,7.708815434,-22.967269,18.84189387656684,10.49552,-1.508866,-12.004386,-1.0057299999999998,Q,43
269089,1237662197748138361,2047051583291680768,79,230.83242907,7.7088613,-20.949582,0.044635163,0.044114437,0.04588,243273,10.616,14.150770306132936,15.640984,17857999233.998493,16,230.466041678,7.708815434,-22.967269,22.812748241813942,10.60202,-1.787884,-12.389904,-1.3592980000000008,Q,49
269146,1237661388148244492,1499846332007868416,5055,233.988626788,46.748477056,-22.171165,0.037475137,0.037251595,0.03748,269146,11.115,13.303770306132936,13.999358,55013085023.95676,1,233.988626788,46.748477056,-22.171165,0.0,11.07534,-1.220785,-12.296125,-1.1235230000000005,Q,1
269147,1237661388148310192,1499857327124146176,5055,234.240455411,46.658767305,-18.84914,0.037535206,0.037314337,0.03748,269146,9.226,13.303770306132936,17.331095,2580215619.888276,6,233.988626788,46.748477056,-22.171165,12.227549560420355,8.928472,-0.5233008,-9.451772799999999,1.0767688,M,5
269237,1237663786885775559,2109964262783870976,1698,130.136384792,59.655639436,-21.053475,0.038637363,0.038274642,0.0392,328590,10.436,13.501770306132936,15.219119,19651241823.19485,3,130.261380818,59.936274956,-22.591812,18.070085096946222,10.37173,-0.0003909811,-10.3721209811,0.589398018899999,M,11
269238,1237663786885906868,2109956841080383488,1698,130.422136431,60.010592676,-20.999644,0.039398034,0.03903915,0.0392,328590,10.603,13.501770306132936,15.277803,18700688664.689457,4,130.261380818,59.936274956,-22.591812,6.881187457601266,10.53559,-1.444727,-11.980317,-0.9696400000000001,Q,9
269279,1237662263777886424,2034643313587415040,293,210.344909618,9.16761066,-19.164188,0.021533322,0.020674858,0.02085,274878,9.873,13.274770306132936,15.660091,3448857098.604759,15,210.702598749,9.341375704,-22.116043,24.723095246492846,9.71765,-1.294478,-11.012128,-0.24683300000000052,G,23
269280,1237662263777951890,2036835458469619712,293,210.453412334,9.223187047,-19.024012,0.021405465,0.020548841,0.02085,274878,9.775,13.274770306132936,15.801677,3031131654.704013,16,210.702598749,9.341375704,-22.116043,17.14364443502949,9.541897,-2.094918,-11.636815,-0.9242459000000007,Q,16
269282,1237662263778672703,2037969879625132032,1437,212.127917264,8.931924489,-22.609713,0.024543591,0.023709966,0.02455,269282,11.342,13.714770306132936,12.61653,82392029379.70836,1,212.127917264,8.931924489,-22.609713,0.0,11.22923,-1.124247,-12.353477,-1.1347079999999998,Q,1
269283,1237662263778672812,2037967680601876480,1437,212.140737291,9.037956809,-20.781832,0.025321056,0.024488144,0.02455,269282,10.605,13.714770306132936,14.446831,15301457487.17558,4,212.127917264,8.931924489,-22.609713,6.7095468057687135,10.50504,-1.650982,-12.156022,-1.1545100000000001,Q,3
269305,1237662264314822691,2034639465296717824,293,210.442007921,9.490278663,-21.464273,0.021643324,0.020787897,0.02085,274878,10.841,13.274770306132936,13.35744,28688589744.632153,4,210.702598749,9.341375704,-22.116043,18.66667816214411,10.69026,-1.506323,-12.196583,-1.1395049999999998,Q,21
269313,1237662264322163021,2045869321871190016,626,227.335282437,7.885343113,-21.249838,0.045554926,0.04496986,0.04475,356906,10.75,13.800770306132936,15.341777,23546979190.607456,5,227.576711786,7.705439299,-22.756068,18.805640757856413,10.7167,-1.329186,-12.045886,-0.9808760000000003,Q,17
269314,1237662264322883777,2045917700382812160,6516,228.99816863,7.66481364,-21.272896,0.045607705,0.04505242,0.04509,331352,10.729,13.531770306132936,15.298709,24052399019.404026,2,229.131866792,7.743762908,-22.488879,9.690563462766315,10.69613,-1.356915,-12.053045000000001,-0.9942060000000019,Q,3
269316,1237662264323276903,2047022995989358592,79,229.95227071,7.643514589,-21.670364,0.045585771,0.04504822,0.04588,243273,10.946,14.150770306132936,14.915808,34685311568.53774,6,230.466041678,7.708815434,-22.967269,32.253932602789746,10.93341,-1.089101,-12.022511,-0.8924880000000002,Q,58
269317,1237662264323473751,2047036190128891904,79,230.394747001,7.576423444,-22.109453,0.048040464,0.04751097,0.04588,243273,11.115,14.150770306132936,14.479202,51973408561.05819,3,230.466041678,7.708815434,-22.967269,9.429104872753566,11.07678,-1.137318,-12.214098,-1.0410640000000004,Q,30
269318,1237662264323539176,2047048834512611328,79,230.449107747,7.522849357,-20.735729,0.047962316,0.04743364,0.04588,243273,10.588,14.150770306132936,15.864175,14665321897.56627,21,230.466041678,7.708815434,-22.967269,11.732088860801028,10.56735,-1.213577,-11.780926999999998,-0.7607219999999995,Q,36
269319,1237662264323539189,5504711107556339712,79,230.450803616,7.482348582,-20.634507,0.045498812,0.044970013,0.04588,243273,10.458,14.150770306132936,15.949728,13359887466.821995,23,230.466041678,7.708815434,-22.967269,14.260945070193305,,,,,X,40
269320,1237662264323670314,2047057080849819648,79,230.830792204,7.547131614,-18.859537,0.045583248,0.04506187,0.04588,243273,9.743,14.150770306132936,17.718622,2605042422.0435405,57,230.466041678,7.708815434,-22.967269,24.88334067420325,9.710884,-1.593473,-11.304357,-0.5410918000000002,Q,52
269323,1237662264324260210,2048135152017631232,76,232.125280698,7.419020671,-20.231406,0.045422808,0.04492556,0.04374,420825,10.042,14.675770306132936,16.273018,9216423019.95195,33,232.373444842,7.573251432,-23.380884,18.245527170361516,10.02895,0.04477335,-9.98417665,0.8745083499999993,M,28
269453,1237661950274371815,1937815091630073856,288,230.903786491,8.987029041,-21.308242,0.038590454,0.03807613,0.03855,206348,10.844,14.209770306132937,14.717191,24848306764.765152,3,230.480303015,8.423789652,-22.783466,44.09287865842942,10.77812,-1.529614,-12.307734,-1.224298000000001,Q,28
269503,1237661951320588304,1806032012901902336,1264,166.923745382,13.025669372,-22.445481,0.036142312,0.034985904,0.03532,269503,11.223,13.631770306132935,13.608418,70825948614.7514,1,166.923745382,13.025669372,-22.445481,0.0,11.2579,-0.2202018,-11.4781018,-0.2507318000000005,G,1
269852,1237661873481318520,1548230621149554688,1751,197.954835488,44.882147938,-19.677766,0.03603386,0.035393983,0.03626,261730,10.005,13.111770306132936,16.435905,5534856938.636728,7,198.026776721,44.678591176,-22.184878,13.186152309525355,9.921494,-0.2248893,-10.146383299999998,0.6800649000000014,M,8
269893,1237661950780047494,1800469858639439872,1497,158.285875056,12.025127371,-19.942089,0.03364734,0.0324987,0.03364,206976,9.983,13.030770306132936,15.993096,7060502318.919153,7,158.228974471,12.040317767,-21.820948,3.6245406569266314,9.916123,-0.2408388,-10.156961800000001,0.6678750999999981,M,3
270100,1237662528450134060,1997383881199740928,95,201.47333877,13.298134089,-19.832844,0.023064662,0.022114707,0.02406,308403,9.712,14.359770306132937,15.256472,6384657428.939783,17,201.041759634,13.976539901,-23.203002,50.113604278442786,9.385757,-0.05275563,-9.43851263,1.2272144699999998,M,48
270104,1237662528986808527,1997397625095088128,95,201.062339605,13.778663279,-19.363129,0.02386299,0.022911489,0.02406,308403,9.617,14.359770306132937,15.836078,4142395869.083095,20,201.041759634,13.976539901,-23.203002,12.496168437185046,9.361705,-0.529054,-9.890759000000001,0.7677524999999985,M,13
270105,1237662528986873936,1997391028025321472,95,201.214184637,13.737846732,-21.894256,0.02305433,0.022104302,0.02406,308403,11.071,14.359770306132937,13.286961,42628730560.57214,2,201.041759634,13.976539901,-23.203002,18.318408865523487,11.00499,0.1629825,-10.8420075,0.30948949999999975,G,24
270106,1237662528986939702,1997386629978810368,95,201.348430751,13.669530759,-17.940571,0.023986746,0.02303781,0.02406,308403,9.003,14.359770306132937,17.242611,1117450772.2963982,47,201.041759634,13.976539901,-23.203002,26.87359397191194,8.748653,-1.043921,-9.792573999999998,0.6820219000000005,M,33
270109,1237662528988053621,1998487517472516096,3873,203.898352473,13.408534773,-18.84777,0.042863854,0.0419437,0.04341,400291,9.596,13.313770306132936,17.658628,2576961914.1293726,7,203.926658508,13.330909656,-22.203427,5.175166911652731,9.588611,-1.189762,-10.778373,-0.051789700000000494,G,3
270118,1237662529524596965,1998524900867860480,3649,203.13484961,13.933280164,-20.247421,0.024009424,0.023083402,0.02616,307897,10.092,13.666770306132936,15.05065,9353376149.269407,4,203.058274944,13.892377201,-22.635006,5.330618596032119,9.986615,-0.1102661,-10.096881100000001,0.7491033999999992,M,2
270122,1237662529529511944,6145226113825828864,6725,214.616556323,12.883069553,-22.321568,0.02565634,0.024881324,0.02564,270122,11.16,13.383770306132936,12.998675,63186921962.06197,1,214.616556323,12.883069553,-22.321568,0.0,,,,,X,1
270123,1237662529530822747,1923039848436885504,470,217.677112992,12.324838597,-19.678406,0.025770547,0.025040293,0.02647,307890,10.01,14.043770306132936,15.752256,5538120487.054933,11,217.606583924,11.927996728,-22.959507,25.307925018131154,10.05583,-0.3520354,-10.4078654,0.4588835999999983,M,14
270127,1237662530063368366,2000866585924888576,1001,207.747504444,13.937542442,-18.336122,0.023193584,0.022326432,0.02415,311183,9.154,13.422770306132936,16.800324,1608602724.743378,10,208.11129364,14.091277733,-22.211524,24.189517865640887,8.899127,-0.9683645,-9.8674915,0.6522465999999998,M,13
270128,1237662530063565058,2000877306163259392,1001,208.166581103,13.996900584,-18.02484,0.023196559,0.02233543,0.02415,311183,9.364,13.422770306132936,17.104383,1207635858.1964905,11,208.11129364,14.091277733,-22.211524,6.820583863109568,9.1668,-2.57214,-11.73894,-1.1388999999999996,Q,6
270379,1237661874014650453,1543766599528376320,1483,186.44688403,45.909557501,-20.615641,0.024244055,0.023547903,0.02479,379284,10.259,13.218770306132937,14.604258,13129748280.23036,2,186.328996458,45.847464142,-22.194522,6.466269483860303,10.08049,-0.3330387,-10.413528699999999,0.46061830000000015,M,3
270442,1237662224070869100,2272168055465338880,484,194.928186545,38.811308696,-21.580273,0.036709906,0.03595955,0.03523,284487,10.945,13.163770306132935,14.440472,31923404435.92666,3,194.815374113,38.882747973,-21.965564,7.115028306208484,10.93663,-1.643318,-12.579948,-1.4489590000000003,Q,11
270443,1237662224070869196,2275478129768163328,484,194.829573703,38.885999991,-19.255292,0.036814055,0.03606398,0.03523,284487,9.518,13.163770306132935,16.809645,3750738617.737993,15,194.815374113,38.882747973,-21.965564,0.7239256941117872,9.335441,-0.3425925,-9.6780335,0.9725988000000001,M,2
270580,1237661948635316349,1804897042711996416,634,164.856727238,10.803714235,-18.905054,0.036491121,0.035320394,0.03705,239536,9.699,13.608770306132936,17.252968,2716574376.582335,16,165.188942695,10.55318586,-22.457313,25.85604617104056,9.735253,-0.8845254,-10.6197784,0.15079749999999947,G,19
270698,1237662224596861004,2353278747714545664,1436,163.105775019,37.533345715,-19.395088,0.042522344,0.041647192,0.04279,278789,9.624,13.716770306132936,17.071129,4266140948.9735107,9,163.246073053,37.613414452,-22.609796,8.609486996773752,9.487603,-0.4944791,-9.9820821,0.7141988000000001,M,7
