Id,objid,specobjid,Group,RA,Dec,M_r,z,zobs,Yang_z_CMB_group,BGG_ID,Yang_logM,logM_180,rmag,Lum,rank_M,RA_BGG,Dec_BGG,M_BGG,dist2BGG,lgm_tot_p50,sfr_tot_p50,sSFR,SFRexcess,SFRcategory,rank_dist
223224,1237661418211573923,1489706910922860544,5329,209.968258667,55.46525683,-19.976354,0.041861065,0.041474137,0.04143,273610,9.756,12.937770306132936,16.469801,7286879703.984028,5,209.726188882,55.561799138,-21.829386,10.533766705036525,9.565728,-0.1693208,-9.7350488,0.9846696000000001,M,6
223236,1237661418748903521,1490838863025825792,70,211.839267039,55.491370306,-19.019943,0.041907677,0.04153669,0.04209,356058,9.442,14.390770306132936,17.33698,3019793180.2991138,51,212.506606523,54.881720834,-23.089722,45.169663272469734,9.210238,-0.4289934,-9.6392314,0.9738399999999992,M,61
223238,1237661418748903561,1490837488636291072,70,211.943391959,55.472920807,-18.709394,0.041199063,0.0408287,0.04209,356058,9.152,14.390770306132936,17.68539,2268598287.971108,60,212.506606523,54.881720834,-23.089722,42.2867185389958,8.92327,-0.5677459,-9.4910159,1.0359650999999985,M,56
223244,1237661418750476457,1493099178618808320,310,217.466708001,54.081919288,-20.683993,0.043296398,0.04295747,0.04334,216888,10.528,13.905770306132936,15.79184,13982898333.290667,9,217.452067863,53.96501454,-22.800896,7.365192298296898,10.44803,-1.567103,-12.015132999999999,-1.0307239999999993,Q,10
223248,1237661137425334280,1612315655015524352,6858,160.002382256,39.122247254,-22.203734,0.031705872,0.030860106,0.03129,223248,11.373,13.291770306132936,13.540545,56688321756.182045,1,160.002382256,39.122247254,-22.203734,0.0,10.85643,0.4194795,-10.4369505,0.6699784999999991,M,1
223539,1237661070326694166,1968243238796027904,143,160.79853887,14.31867082,-18.967981,0.033791345,0.03265245,0.03395,368756,9.505,14.372770306132937,16.969196,2878673434.626385,27,161.086403897,14.084465099,-23.339556,22.891053874589,9.308304,-0.7619047,-10.0702087,0.5722824999999983,M,30
223540,1237661070326890555,1969316641133062144,143,161.203262998,14.230395725,-21.401221,0.033781945,0.03264144,0.03395,368756,10.788,14.372770306132937,14.548182,27070008989.96698,3,161.086403897,14.084465099,-23.339556,11.60857300582634,10.76078,-1.247231,-12.008011,-0.9297769999999996,Q,15
223541,1237661070326890677,1969327911127246848,143,161.219763361,14.30748492,-21.013575,0.033921035,0.03278109,0.03395,368756,10.653,14.372770306132937,14.937538,18942181778.522972,8,161.086403897,14.084465099,-23.339556,16.197089707928065,10.6484,0.07336847,-10.57503153,0.46948846999999994,M,19
223805,1237661812272791651,1812705774711891968,5151,180.119117819,12.042465417,-20.296773,0.044385952,0.043251935,0.04475,381995,9.987,13.184770306132936,16.267805,9788343465.29807,3,180.124138693,11.992268844,-22.264828,3.1690011598859082,9.771472,-0.1789468,-9.9504188,0.8310227999999995,M,4
223827,1237661418750476474,1493100278130436096,310,217.364434218,53.929987119,-19.548505,0.045769092,0.045427267,0.04334,216888,9.814,13.905770306132936,16.944487,4913624901.0177145,16,217.452067863,53.96501454,-22.800896,3.917236981137186,9.823468,-0.01661457,-9.84008257,0.9569578300000003,M,6
223929,1237661137419108491,1793565473728653312,1006,143.547391043,33.935898325,-20.737633,0.029305565,0.02846167,0.02819,189937,10.441,13.222770306132936,14.82618,14691062285.016878,5,143.503961188,33.990717978,-22.011384,4.121440272492633,10.36543,-0.004782581,-10.370212581,0.5894164189999991,M,3
223960,1237661149767467017,1441233290555058176,3172,193.997989771,48.445456708,-21.593816,0.029062511,0.02844976,0.02938,246324,10.949,12.816770306132936,14.08047,32324096899.4087,2,194.201306877,48.296957749,-21.907752,12.612490954497048,10.92748,-1.750494,-12.677973999999999,-1.5497300000000003,Q,6
224188,1237661386013147354,1899545754775611392,1443,256.652143833,24.77505318,-22.528453,0.038697714,0.038746353,0.03822,224188,11.304,13.671770306132936,13.66235,76450653128.14917,1,256.652143833,24.77505318,-22.528453,0.0,11.28001,-1.088966,-12.368976,-1.1349730000000005,Q,1
224189,1237661386013148102,1900643895402850304,1443,256.584374318,24.770427259,-19.412977,0.039849024,0.03989634,0.03822,224188,9.625,13.671770306132936,16.830384,4337013759.673566,11,256.652143833,24.77505318,-22.528453,3.877152228351763,9.408085,-0.4265808,-9.8346658,0.8377596999999994,M,4
224198,1237661386532913368,1494109630089947136,2548,219.295160252,51.65169815,-19.835895,0.042699527,0.04234909,0.04392,356017,9.687,12.964770306132936,16.698549,6402624026.109278,5,219.396619672,51.583145902,-21.953534,5.8497918237475535,9.634076,-0.2020382,-9.8361142,0.9041085999999989,M,5
224281,1237661948651634718,1912929008429852672,443,202.857739909,11.038468347,-20.021093,0.023114925,0.02216735,0.02354,558181,10.047,13.652770306132936,15.061884,7593416121.517413,10,202.358049323,11.007911159,-22.766122,30.876963047098524,9.851038,-0.4359654,-10.287003400000001,0.5183079999999993,M,12
224287,1237661949178216581,1811579325015681024,2345,178.849820156,11.930865102,-17.416519,0.023463971,0.02232363,0.02236,381993,8.857,13.736770306132936,17.602077,689616430.102003,8,178.869590386,11.968362452,-22.994571,2.6509955911389667,,,,,X,2
224295,1237661949188440098,1912932581842642944,443,202.760858458,11.366826035,-20.770589,0.02316288,0.022216076,0.02354,558181,10.549,13.652770306132936,14.356124,15143825615.933838,7,202.358049323,11.007911159,-22.766122,33.54107194620259,10.46894,-1.819465,-12.288405000000001,-1.2977230000000013,Q,15
224317,1237661949719478403,1819499932357257216,1701,189.109426852,12.424651361,-19.955035,0.042849579,0.04177366,0.04525,230156,10.129,13.484770306132937,16.620567,7145193590.870105,8,189.115950354,12.405179826,-22.441204,1.287255526587254,10.04496,-1.683364,-11.728324,-0.8648360000000004,Q,3
224350,1237661386003382291,1502002748902631424,125,238.758029329,41.578336722,-22.775447,0.033755466,0.033562813,0.03383,224350,11.487,14.043770306132936,13.11573,95979570020.03885,1,238.758029329,41.578336722,-22.775447,0.0,11.33993,-1.039382,-12.379312,-1.1273330000000001,Q,1
224351,1237661386003382657,1186820040058497024,125,238.78918498,41.448504538,-20.476749,0.03376985,0.03357683,0.03383,224350,10.269,14.043770306132936,15.430641,11553128398.327726,9,238.758029329,41.578336722,-22.775447,8.288246544253733,10.21166,-0.3205776,-10.5322376,0.3812604000000004,G,13
224352,1237661386003579138,1186854399796865024,125,239.176092804,41.183477355,-18.488199,0.033651455,0.03346262,0.03383,224350,9.238,14.043770306132936,17.433735,1850459566.604705,40,238.758029329,41.578336722,-22.775447,31.68566399768009,9.077742,-0.9023051,-9.9800471,0.593275499999999,M,43
224379,1237661386540253193,1501968664042170368,125,239.151662622,41.880710628,-22.025475,0.034897719,0.03471295,0.03383,224350,10.448,14.043770306132936,14.048468,48104975744.04248,3,238.758029329,41.578336722,-22.775447,26.488526986632166,10.41084,1.145977,-9.264863,1.7083889999999986,M,37
224510,1237661871856418858,1606748552648747008,112,153.756521288,39.663536978,-20.674268,0.023340796,0.022522027,0.02364,192103,10.432,14.372770306132937,14.416966,13858211974.680973,14,153.460530226,38.764911915,-23.1631,58.271795138495044,10.32233,-0.1472197,-10.4695497,0.4771492999999989,M,45
224785,1237660561894801791,1356733072040552448,5253,120.81884412,24.676780796,-21.824806,0.043621129,0.04291999,0.04343,224785,11.035,13.051770306132935,14.662078,39987329377.604576,1,120.81884412,24.676780796,-21.824806,0.0,11.04457,-1.422827,-12.467397,-1.3040260000000004,Q,1
224786,1237660561894801911,1356733621796366336,5253,120.811138793,24.770637795,-21.061215,0.04460827,0.043908037,0.04343,224785,10.734,13.051770306132935,15.429379,19791832188.803543,3,120.81884412,24.676780796,-21.824806,5.913583177748148,10.69319,-1.682558,-12.375748,-1.3177909999999997,Q,5
225089,1237661949734551695,1931038532546095104,407,224.104650487,9.726392958,-19.821888,0.029890643,0.029255534,0.02957,273698,10.035,13.831770306132936,15.856783,6320554784.460515,14,224.150664471,9.369744353,-22.786432,22.58953679694633,9.920177,-0.5565971,-10.4767741,0.34927899999999923,G,17
225159,1237661465457459221,1592185523470886912,96,252.36769763,23.805301568,-18.85051,0.035520157,0.035482947,0.03589,225160,9.627,14.187770306132936,17.255976,2583473433.818574,40,252.565417699,23.579821489,-23.051821,18.16940048643045,9.656562,-2.331846,-11.988408,-1.2414394000000009,Q,22
225160,1237661465457590279,1592196793465071616,96,252.565417699,23.579821489,-23.051821,0.036095416,0.03606135,0.03589,225160,11.412,14.187770306132936,12.98749,123802210750.35738,1,252.565417699,23.579821489,-23.051821,0.0,11.47355,-1.182159,-12.655709,-1.3636440000000007,Q,1
225161,1237661465457590733,1603343363728238592,96,252.582433583,23.573840894,-20.440491,0.035656689,0.035622936,0.03589,225160,10.386,14.187770306132936,15.611324,11173684385.140368,20,252.565417699,23.579821489,-23.051821,1.0494732154109874,10.37836,-1.828894,-12.207254,-1.2437460000000016,Q,2
225177,1237661465994396132,1603412358082881536,96,252.913491789,23.972279535,-22.019354,0.035635082,0.03560899,0.03589,225160,10.944,14.187770306132936,14.087657,47834539787.02851,5,252.565417699,23.579821489,-23.051821,31.758723854605933,10.91247,-0.03977043,-10.952240430000002,0.1715005699999974,G,42
225244,1237662264320786697,2043602404326270976,2838,224.272645892,8.391920702,-19.204974,0.037358227,0.0367202,0.0376,329679,9.438,13.831770306132936,16.972968,3580878619.111242,7,224.399216543,8.285269431,-22.683049,10.33535082657193,9.320257,-0.4173567,-9.7376137,0.9084633999999987,M,4
225274,1237662266463486059,5377331035254747136,291,227.912109556,4.559891045,-21.017536,0.039695577,0.039108712,0.03786,279464,10.616,13.655770306132936,15.093552,19011413154.492558,8,227.881399961,4.517495902,-22.337661,3.2856444602008708,,,,,X,5
225275,1237662266463551713,2062662444685223936,291,227.96933506,4.58635998,-19.30992,0.037362653,0.036776938,0.03786,279464,9.931,13.655770306132936,16.81196,3944282384.5792103,19,227.881399961,4.517495902,-22.337661,7.004029553601856,9.864819,-1.945966,-11.810785000000001,-1.0013393000000015,Q,11
225276,1237662266463682937,664447280681609216,803,228.299217792,4.497838693,-19.180403,0.037193852,0.036613952,0.0374,107788,9.946,13.120770306132936,16.998972,3500750826.3591404,13,228.525766351,4.222147949,-22.12027,22.394325641205935,9.946154,-1.281886,-11.22804,-0.39419380000000004,G,11
225277,1237662266463682975,2063837003048314880,803,228.326911265,4.607071155,-18.702474,0.037206917,0.036627904,0.0374,107788,9.407,13.120770306132936,17.492716,2254185230.7916675,14,228.525766351,4.222147949,-22.12027,27.205160593448696,9.291832,-0.7828974,-10.074729399999999,0.5628202000000009,M,12
225278,1237662266463683044,5376329381101367296,803,228.367212007,4.465692371,-20.640394,0.037335786,0.03675704,0.0374,107788,10.637,13.120770306132936,15.527623,13432523220.609587,5,228.525766351,4.222147949,-22.12027,18.243875455689484,,,,,X,8
225280,1237662266464010458,2063791923071576064,40,229.078458172,4.515222771,-20.190629,0.037193435,0.036628123,0.03713,91976,10.183,14.320770306132935,16.010456,8876701173.976711,34,229.756033316,4.52067575,-23.037596,42.44239550527289,10.1144,-0.890247,-11.004647,-0.1203270000000014,G,69
225281,1237662266464075926,665548166111717376,40,229.283582837,4.46740754,-20.455356,0.037154381,0.03659275,0.03713,91976,10.373,14.320770306132935,15.710599,11327717247.378075,20,229.756033316,4.52067575,-23.037596,29.78233300113595,10.32155,-0.02395025,-10.34550025,0.6009647499999993,M,54
225282,1237662266464141534,665547616355903488,40,229.352523739,4.369017176,-20.573089,0.03719502,0.036634352,0.03713,91976,10.18,14.320770306132935,15.587218,12625122479.164865,18,229.756033316,4.52067575,-23.037596,27.013479364846557,10.14267,0.1364769,-10.0061931,0.8866078999999996,M,50
225284,1237662266465583273,667765606254143488,50,232.735033263,4.19515776,-21.141855,0.038763408,0.03826661,0.0391,114298,10.745,14.362770306132937,15.082873,21317781179.701267,13,233.133396618,4.680996916,-23.182701,39.42826892508682,10.76984,-1.560716,-12.330556,-1.2496039999999997,Q,67
225290,1237662267001077864,2064963452727748608,40,229.56581919,4.750850709,-21.227989,0.037225597,0.036670227,0.03713,91976,10.712,14.320770306132935,14.924555,23077863485.324135,12,229.756033316,4.52067575,-23.037596,18.73670060404027,10.71762,-1.531724,-12.249344,-1.1840580000000003,Q,35
225292,1237662267002519830,2066047296331606016,50,232.824623304,4.548206208,-19.24774,0.039429596,0.038935684,0.0391,114298,9.454,14.362770306132937,17.037445,3724740318.579872,50,233.133396618,4.680996916,-23.182701,21.06106241797659,9.452987,0.005434803,-9.447552197,1.2383439029999987,M,46
225366,1237661136888922162,1612294764294596608,174,161.51331599,39.149353156,-22.024755,0.037979984,0.03713176,0.03668,212305,11.079,14.099770306132935,14.152093,48073085768.62866,2,161.918683713,38.93158051,-22.838443,24.053581003947784,11.0352,-1.361796,-12.396996,-1.2364359999999994,Q,29
225367,1237661136889053272,1613441005703424000,174,161.848009825,39.043627934,-20.342857,0.03799497,0.03714457,0.03668,212305,10.34,14.099770306132935,15.751723,10212752331.485435,19,161.918683713,38.93158051,-22.838443,7.840729743695851,10.22527,-1.638088,-11.863358,-0.9457769999999996,Q,14
225498,1237661210974945290,1454724023316408320,2995,228.106391214,40.552487802,-22.079347,0.031277534,0.030920811,0.03158,217269,11.131,13.458770306132935,13.68407,50552053269.926506,2,228.30718695,40.537884451,-22.247282,9.630902901197611,11.02369,-1.201242,-12.224932,-1.067825000000001,Q,6
225697,1237661068716540080,1969226481179584512,4912,161.924069038,13.023886663,-20.562035,0.037382167,0.036231074,0.03714,364982,10.229,13.470770306132936,15.625322,12497236828.93609,3,162.142013378,12.982984382,-22.332427,13.587938484765544,10.18962,0.1016929,-10.0879271,0.8189589000000002,M,6
225765,1237661386540187791,1501978559646820352,125,238.958197292,41.913609962,-19.293666,0.035042073,0.0348546,0.03383,224350,9.281,14.043770306132936,16.800115,3885674345.494845,31,238.758029329,41.578336722,-22.775447,23.06127534219859,9.373296,-0.3213026,-9.694598599999999,0.9673902000000005,M,34
225766,1237661386540253199,1501968938920077312,125,239.173513185,41.879602695,-19.146472,0.034680657,0.03449621,0.03383,224350,9.377,14.043770306132936,16.930216,3393038597.587945,34,238.758029329,41.578336722,-22.775447,27.163974897395118,9.31497,-0.2094811,-9.5244511,1.1200399,M,40
225797,1237661387079745772,1505380723551397888,379,245.064361006,37.794683258,-18.951649,0.034460314,0.034346,0.03312,186302,9.773,13.831770306132936,16.849105,2835695539.1038,15,245.430275475,37.996042792,-22.522548,22.1186897574085,9.661007,-0.9758565,-10.6368635,0.11143859999999961,G,20
225958,1237661357547454497,1640441439227766784,5191,195.324961808,47.085808433,-21.255551,0.029775656,0.029150177,0.02952,219117,10.759,13.140770306132936,14.379731,23671206822.101406,2,194.985055269,47.205559196,-22.004217,16.35869163683227,10.7491,-0.946852,-11.695952,-0.6212220000000013,Q,5
226057,1237661387616747580,5853809903672160256,379,245.771117748,37.879872159,-19.609295,0.031820627,0.03171836,0.03312,186302,10.114,13.831770306132936,16.14481,5196584576.537977,9,245.430275475,37.996042792,-22.522548,18.39983078670861,,,,,X,16
226062,1237661387619172794,1507597613870901248,10236,250.334658042,33.80546322,-19.504311,0.031686118,0.031644795,0.03108,186305,9.66,13.229770306132936,16.269291,4717635686.5249195,4,250.094534086,33.679750968,-22.096308,14.82523073141859,9.542334,-0.2954066,-9.8377406,0.8749596000000004,M,4
226135,1237661950254448838,1816214590707492864,1718,184.753064125,12.890171025,-18.019671,0.026159571,0.025056543,0.02647,248288,9.405,13.333770306132935,17.346782,1201900179.4012332,9,184.723632119,12.912680707,-22.287989,2.2912057869866236,9.329644,-1.282571,-10.612214999999999,0.03667820000000077,G,4
226146,1237661950265852098,1917559612572198912,3030,211.402440393,11.563197442,-18.829059,0.023711634,0.022881227,0.02472,251501,9.287,13.388770306132937,16.327425,2532932404.0507884,7,211.245369136,11.871623831,-22.387663,21.65472439746867,9.016608,-0.3958207,-9.4124287,1.1425537000000006,M,8
226201,1237661387079745734,1505382922574653440,379,245.039694559,37.798215859,-21.679065,0.033582227,0.033467524,0.03312,186302,11.201,13.831770306132936,14.112833,34964393558.39012,2,245.430275475,37.996042792,-22.522548,23.0114291894298,11.46044,0.1689849,-11.2914551,-0.0033231000000011335,G,22
226479,1237661950805213309,1924255633922615296,639,217.170118782,11.368030257,-21.210929,0.027516423,0.026772935,0.02775,258504,10.679,13.372770306132937,14.256763,22718078715.990265,3,216.894621769,11.330623669,-22.230003,17.13347183304162,10.52718,-0.1170282,-10.6442082,0.36394579999999976,G,14
226480,1237661950805213501,1924252060509825024,639,217.136802797,11.309682998,-19.403927,0.028348877,0.02760455,0.02775,258504,9.981,13.372770306132937,16.070422,4301013443.375919,9,216.894621769,11.330623669,-22.230003,14.9785523249543,9.753748,-1.524965,-11.278713,-0.5025885999999993,Q,10
226546,1237661387604557987,1490723689182816256,70,212.784712341,54.593389786,-19.78687,0.042616517,0.042241246,0.04209,356058,10.203,14.390770306132936,16.665776,6119951775.92812,40,212.506606523,54.881720834,-23.089722,20.735734982241596,10.30869,-0.7684629,-11.0771529,-0.13454590000000088,G,32
226618,1237661418750476491,1493112097880434688,310,217.507340468,53.985486739,-19.867806,0.041218562,0.04087881,0.04334,216888,10.134,13.905770306132936,16.616298,6593597006.342052,12,217.452067863,53.96501454,-22.800896,2.413809440589405,10.06265,-1.970848,-12.033498,-1.1647030000000012,Q,3
226619,1237661418750476514,1493113747147876352,310,217.542266628,53.98225089,-20.007211,0.04335545,0.043015994,0.04334,216888,10.238,13.905770306132936,16.471792,7496946299.272169,11,217.452067863,53.96501454,-22.800896,3.5048170322796732,10.17349,-1.851407,-12.024897,-1.1228499999999997,Q,5
226620,1237661418750541986,1493092856426948608,310,217.624703166,53.844668058,-18.938737,0.041695138,0.04135475,0.04334,216888,9.305,13.905770306132936,17.585975,2802172069.819771,23,217.452067863,53.96501454,-22.800896,9.900157116025296,9.163252,-0.4635036,-9.6267556,0.9722200000000001,M,13
226621,1237661418750541999,1493113472269969408,310,217.716805086,53.928076736,-18.754416,0.043333927,0.042995475,0.04334,216888,9.667,13.905770306132936,17.726655,2364647449.6159706,28,217.452067863,53.96501454,-22.800896,10.061069121169297,9.574785,-2.0229,-11.597685,-0.8752495000000007,Q,14
226622,1237661418750542003,1493109074223458304,310,217.762567079,53.971755396,-21.628511,0.041054078,0.040716615,0.04334,216888,10.685,13.905770306132936,14.88118,33373703250.285133,4,217.452067863,53.96501454,-22.800896,11.483755358606292,10.53449,0.06608097,-10.46840903,0.5419379699999993,M,16
226935,1237661137425268882,1612334346713196544,6858,159.885990758,39.158383711,-18.276046,0.031313927,0.030468965,0.03129,223248,9.258,13.291770306132936,17.489113,1522013133.5291095,5,160.002382256,39.122247254,-22.203734,6.109618950681447,9.119623,-0.5249135,-9.644536500000001,0.9413503999999993,M,3
226968,1237661811196559464,1809356111514462208,10996,174.44187394,11.228098912,-20.149264,0.036709879,0.03554994,0.03682,245501,10.2,12.954770306132936,15.988543,8544872757.792625,3,174.533366492,11.196374987,-22.050321,5.980854568648472,10.11798,-1.179723,-11.297702999999998,-0.4123089999999987,Q,4
226969,1237661811196625002,1809345666153998336,10996,174.531532101,11.233125765,-20.516438,0.036676527,0.035516854,0.03682,245501,10.193,12.954770306132936,15.605343,11983266007.490435,2,174.533366492,11.196374987,-22.050321,2.3118855399132934,10.12929,0.05747603,-10.07181397,0.8169730299999998,M,2
227045,1237661849862340742,7454687843614126080,1301,196.237959153,43.539350386,-20.379698,0.040356661,0.03968394,0.03835,260338,10.46,12.952770306132937,15.819652,10565235938.932432,7,196.260621985,43.553466008,-21.808776,1.3608243321761322,,,,,X,3
227354,1237661418747527288,1488583209938610176,1248,206.677108281,56.600470716,-18.816053,0.034407212,0.034011394,0.03522,239290,9.182,13.795770306132937,17.232595,2502771495.0491333,12,206.412250683,56.616505963,-22.662169,9.214008017524574,9.001012,-0.341497,-9.342509,1.2077945999999997,M,6
227454,1237661950802591974,1917540920874526720,3030,211.067415413,11.998721701,-20.271064,0.02594212,0.025109343,0.02472,251501,10.441,13.388770306132937,15.007909,9559289185.805182,2,211.245369136,11.871623831,-22.387663,13.544165844429266,10.34278,-1.421627,-11.764406999999999,-0.8115729999999992,Q,5
227494,1237661388139724912,1488586508473493504,1248,206.614900618,56.420730758,-19.957284,0.035308243,0.03490923,0.03522,239290,9.998,13.795770306132937,16.111449,7160009524.133251,8,206.412250683,56.616505963,-22.662169,14.165199189097399,9.961429,-0.1847269,-10.1461559,0.6922727999999996,M,9
227581,1237661361833443486,1645037122047993856,146,197.722872181,46.819192083,-19.110754,0.029658598,0.02904602,0.02915,231594,9.812,14.103770306132937,16.463137,3283232211.94419,27,198.15662788,47.063290904,-22.892388,24.11350189578143,9.740803,-1.243409,-10.984212,-0.21197109999999952,G,23
227582,1237661361833509083,1642844971662862336,146,197.959427153,46.932692357,-20.370557,0.027056531,0.026447425,0.02915,231594,9.993,14.103770306132937,15.218534,10476658795.249079,12,198.15662788,47.063290904,-22.892388,11.779089014600087,9.862098,-0.03261437,-9.894712369999999,0.9139170300000004,M,7
227583,1237661361833574455,1642843047517513728,146,198.00378768,46.785553137,-19.610103,0.027202024,0.026591016,0.02915,231594,9.653,14.103770306132937,15.985696,5200453290.767187,20,198.15662788,47.063290904,-22.892388,18.64256279176299,9.450951,-0.2786105,-9.729561499999999,0.9557238000000012,M,15
227584,1237661361833574498,1642843322395420672,146,198.135699066,46.936038863,-19.27838,0.027853096,0.02724535,0.02915,231594,9.881,14.103770306132937,16.313716,3831351523.592496,25,198.15662788,47.063290904,-22.892388,8.045621741943892,9.808705,-1.705897,-11.514602,-0.7219905000000004,Q,5
227780,1237662267539128563,2066156147982755840,5025,232.239969965,5.041706416,-19.801982,0.039583336,0.0390798,0.03816,320704,10.002,13.340770306132937,16.434989,6205728909.761874,4,232.313452032,5.060015878,-22.191044,4.740786294217894,10.0448,-0.7156817,-10.7604817,0.10295830000000095,G,3
227781,1237662267539390735,2066064613639743488,50,232.853641244,4.910495794,-19.102689,0.039601648,0.0391095,0.0391,114298,9.487,14.362770306132937,17.203358,3258934261.0391335,53,233.133396618,4.680996916,-23.182701,22.687926070624588,9.37075,-0.3947609,-9.765510899999999,0.8957141000000011,M,50
227782,1237662267539783693,2067249062607874048,50,233.735184072,4.958841056,-21.84938,0.039435245,0.038960353,0.0391,114298,10.948,14.362770306132937,14.429882,40902702178.62229,3,233.133396618,4.680996916,-23.182701,41.52553170545284,10.87247,-0.9012229,-11.7736929,-0.6619519000000018,Q,68
227783,1237662267539980352,5410181145214775296,2039,234.221560251,4.757954003,-22.35037,0.039517829,0.039051756,0.03956,227783,11.23,13.422770306132936,13.919256,64885551454.10454,1,234.221560251,4.757954003,-22.35037,0.0,,,,,X,1
227792,1237662268072853896,2061633581679142912,555,225.191865652,6.149029119,-19.980744,0.037354175,0.036723465,0.03731,268916,9.75,14.295770306132937,16.212352,7316402677.443639,13,225.582132171,5.646702936,-23.172958,39.88859668352736,9.671279,-0.06175718,-9.733036180000001,1.018347519999999,M,14
227793,1237662268072919239,2061637704847747072,555,225.274019907,6.126272813,-20.569112,0.037315842,0.03668652,0.03731,268916,10.407,14.295770306132937,15.587621,12578961850.613619,8,225.582132171,5.646702936,-23.172958,35.760176417542155,10.38629,-1.799371,-12.185661000000001,-1.219774000000001,Q,13
227798,1237662268076458095,2066184185529264128,50,233.408261133,5.309457056,-20.400074,0.038703678,0.038223613,0.0391,114298,9.849,14.362770306132937,15.843497,10765385842.516722,28,233.133396618,4.680996916,-23.182701,43.07255654250761,9.812799,0.08529828,-9.72750072,1.0663389799999994,M,69
227817,1237662269148299591,2046948778954483712,32,229.153808423,6.617315665,-18.518512,0.037224091,0.036667686,0.03515,290380,9.569,14.263770306132937,17.524742,1902851075.291043,79,229.185364781,7.021621675,-22.957229,25.47946757776523,9.361609,-1.741033,-11.102642,-0.44415929999999904,Q,70
227939,1237661381701861554,1606716666811541504,3033,154.524162394,37.179694042,-20.168493,0.046224363,0.04536557,0.04528,325239,10.237,13.382770306132937,16.433828,8697555325.637873,3,154.492423795,37.18157765,-22.399567,1.5932451399341676,10.16911,-1.438187,-11.607296999999999,-0.7065640000000002,Q,2
228100,1237658205573808387,1059582083829098496,643,147.276952399,44.048432489,-17.765781,0.016406348,0.015685443,0.01651,186112,8.866,12.839770306132936,16.563688,951288835.9006711,13,147.181806238,44.08143029,-21.820429,4.769829712280197,8.571268,-0.6121236,-9.1833916,1.2379888000000001,M,2
228101,1237658205573873789,1059596927236073472,643,147.39275335,44.102687618,-20.300136,0.016509138,0.015788483,0.01651,186112,10.363,12.839770306132936,14.024046,9818709250.871506,4,147.181806238,44.08143029,-21.820429,9.612705864445198,10.2642,-1.61688,-11.88108,-0.9518200000000014,Q,5
228103,1237658205574004762,1060694789495744512,643,147.664312925,44.331078645,-19.427966,0.016151114,0.015432671,0.01651,186112,9.775,12.839770306132936,14.869905,4397303080.080099,7,147.181806238,44.08143029,-21.820429,26.80162894936117,9.483321,-0.7944097,-10.2777307,0.41726560000000035,M,16
228104,1237658205574004885,1060696163885279232,643,147.604821214,44.257361683,-18.11776,0.016495744,0.015776437,0.01651,186112,9.228,12.839770306132936,16.172654,1315539825.2838743,10,147.181806238,44.08143029,-21.820429,22.037409105171143,8.919078,-0.925283,-9.844361000000001,0.6813623999999994,M,13
228105,1237658205574005038,1059615893811652608,643,147.575568998,44.311203121,-16.994407,0.016567987,0.015849685,0.01651,186112,8.856,12.839770306132936,17.30423,467479746.64698523,18,147.181806238,44.08143029,-21.820429,22.87063255228912,,,,,X,14
228135,1237658205586260224,1438992760685225984,406,188.661217048,50.710557245,-20.307016,0.041035646,0.040430322,0.0404,198354,10.32,13.837770306132937,16.042037,9881125151.979847,6,188.703831023,50.805173203,-22.67051,6.181482058107083,10.24426,-1.280455,-11.524715,-0.6014370000000007,Q,10
228136,1237658205586325601,1439003480923596800,406,188.829145762,50.667202068,-19.887824,0.042618114,0.04201288,0.0404,198354,9.837,13.837770306132937,16.505348,6716292472.84789,11,188.703831023,50.805173203,-22.67051,9.999191911511776,9.786777,-0.1698611,-9.956638100000001,0.8293949999999981,M,12
228176,1237661210974879887,1454739691357104128,2995,228.030262033,40.650023094,-18.289991,0.030711202,0.03035426,0.03158,217269,9.354,13.458770306132935,17.493632,1541687673.3751996,8,228.30718695,40.537884451,-22.247282,14.973601706420412,9.282287,-1.274428,-10.556715,0.07797109999999918,G,8
228177,1237661210975010979,1454726772095477760,2995,228.411579269,40.631697555,-18.708003,0.03130998,0.030958265,0.03158,217269,9.4,13.458770306132935,17.083716,2265693715.3473616,7,228.30718695,40.537884451,-22.247282,7.717386436924166,9.409815,-0.590389,-10.000204,0.6727404999999997,M,5
228203,1237661948651438269,1912942477447292928,443,202.486345298,11.072102233,-20.34617,0.023504422,0.022552554,0.02354,558181,10.2,13.652770306132936,14.72462,10243962972.209332,8,202.358049323,11.007911159,-22.766122,8.880602766842294,9.925576,-0.5098591,-10.4354351,0.392237699999999,G,2
228221,1237661949188243481,1912958970121709568,443,202.278035312,11.495486423,-18.753312,0.023527978,0.022576137,0.02354,558181,9.632,13.652770306132936,16.399161,2362244247.088208,16,202.358049323,11.007911159,-22.766122,31.02952797010026,9.397268,-2.007596,-11.404864,-0.7356835999999998,Q,13
228223,1237661949188243682,1912952373051942912,443,202.293452887,11.373759006,-17.511481,0.023368083,0.022415694,0.02354,558181,9.127,13.652770306132936,17.652156,752648845.8523403,23,202.358049323,11.007911159,-22.766122,23.329168564538225,,,,,X,10
228224,1237661949188309210,1912944401592641536,443,202.460724569,11.350033821,-18.210621,0.023354134,0.022403609,0.02354,558181,9.19,13.652770306132936,16.949796,1433007290.833279,18,202.358049323,11.007911159,-22.766122,22.408505883773653,8.951426,-1.055766,-10.007192,0.5282357999999991,M,8
