specobjid,d4000_n,d4000_n_err,lick_hd_a,lick_hd_a_err
1969221808255166464,1.499408,0.02024931,1.382114,0.6444207
1969224831912142848,1.914834,0.01234324,-1.591935,0.3301888
1969226481179584512,1.275697,0.01458548,3.007751,0.6012857
1969315266743527424,1.994159,0.00779278,-2.109694,0.2281165
1969316091377248256,1.96697,0.01227494,-2.589348,0.3371565
1969316641133062144,1.910286,0.01171333,-1.729316,0.3244452
1969327911127246848,1.663844,0.0157568,0.3685347,0.4706793
1969337531853989888,1.82576,0.01179979,-1.145824,0.3371798
1971464537433466880,1.770574,0.02745238,-0.8371308,0.7254661
1971465087189280768,1.968491,0.0180718,-2.788403,0.4742845
1971465362067187712,1.896853,0.01431342,-2.494731,0.40187
1971465911823001600,1.916801,0.01968667,-2.987112,0.5153859
1979442314010978304,1.933745,0.02546293,-2.401855,0.6654674
1979445612545861632,1.46288,0.01938551,0.7864196,0.7287828
1979447261813303296,1.84061,0.01884772,-2.342858,0.5580043
1979447536691210240,1.354516,0.01651481,1.360279,0.6953858
1984963243130513408,1.31169,0.06059457,0.6397627,2.377087
1984977811659581440,1.758676,0.02841513,-2.029977,0.7959692
1984985783118882816,1.25039,0.0393783,1.795979,1.650056
1986172431110268928,1.141995,0.005624641,0.3589337,0.3063837
1986172705988175872,2.025917,0.0150034,-3.042006,0.3932718
1988407463388407808,1.197486,0.01206922,3.77606,0.5472647
1989502026676987904,1.180983,0.01777788,2.587432,0.8253319
1989515770572335104,1.146969,0.0109877,2.230358,0.554691
1989516045450242048,1.146178,0.01935787,1.888992,0.9811365
1989517144961869824,1.469542,0.01414398,0.9702998,0.5187266
1989518244473497600,1.66117,0.02012442,0.7667162,0.6018022
1989590262485116928,1.73435,0.02123834,-0.1516766,0.6248676
1989608404426975232,2.007494,0.01382739,-2.061233,0.3811608
1989609778816509952,1.589995,0.02038327,-1.012788,0.697102
1989610878328137728,1.62902,0.02937726,1.67025,0.8728428
1997391028025321472,1.651339,0.009020271,-0.4964932,0.3156728
1997392127536949248,1.628144,0.01619319,-0.5047105,0.5232506
1997394601438111744,1.552436,0.02505072,0.05194827,0.8337454
1997399824118343680,1.98336,0.008909087,-2.350839,0.270082
1997408070455552000,1.563681,0.02646781,-0.5429999,0.8500484
1997409994600900608,1.266589,0.01951841,3.834699,0.8154768
1997421264595085312,1.212942,0.01046639,2.704078,0.4867715
1998483669181818880,1.4136,0.02386636,3.303226,0.8277611
1998486417960888320,1.648467,0.02248187,0.6284242,0.6777322
1998486692838795264,1.567275,0.0186625,-3.006351,0.6751596
1998488891862050816,1.15619,0.03091275,5.878892,1.391753
1998495488931817472,2.151814,0.04809703,-3.064729,0.9293271
1998501261367863296,1.614552,0.05174338,1.544956,1.468717
1998507858437629952,1.957821,0.01912261,-3.061382,0.5071078
1998510332338792448,1.395292,0.04087867,1.208239,1.47447
1998510882094606336,1.625491,0.02326607,0.3634858,0.73006
1998524900867860480,1.358608,0.01800546,1.507199,0.7044879
1998531772815534080,1.292824,0.02413409,2.906955,0.9758325
1998536995495766016,1.915916,0.01842104,-2.275774,0.4912308
2000873732750469120,1.885003,0.01386781,-2.011075,0.4081348
2000874557384189952,1.997151,0.01308128,-2.015808,0.3619285
2000875382017910784,1.859111,0.01685702,-1.44201,0.4785026
2000876481529538560,1.436383,0.01617492,3.531971,0.5804502
2000877855919073280,2.065817,0.009058334,-2.474117,0.2721553
2000881429331863552,1.488269,0.009986284,-0.04471672,0.3900432
2000897097372559360,1.982473,0.0203373,-1.597103,0.5170361
2001943283122595840,1.377442,0.009516111,4.152831,0.377111
2001944657512130560,1.855126,0.01272679,-1.578134,0.3774798
2001953453605152768,1.328698,0.01198428,2.776251,0.5000615
2001955652628408320,1.946971,0.009324775,-2.453815,0.2906699
2001956752140036096,1.474844,0.01735229,1.954253,0.627433
2001957576773756928,1.615141,0.02933205,-0.07427416,0.9254538
2001964723599337472,1.875072,0.01597144,-2.173133,0.4583848
2001971870424918016,1.968377,0.01723633,-3.570792,0.4837823
2001972145302824960,1.403298,0.04071715,0.09955693,1.563041
2001973244814452736,1.82828,0.01172291,-1.992941,0.3774956
2001975993593522176,1.351782,0.03699013,2.735941,1.403784
2006437803390429184,1.76025,0.01718218,-0.8180813,0.4796177
2006516142184622080,1.435637,0.0368968,1.506362,1.274846
2006518066329970688,1.620919,0.02463203,2.090423,0.7256896
2007483164120868864,1.413155,0.03355961,1.2459,1.23201
2007496633138309120,1.663136,0.05154738,-1.886777,1.510993
2007503779963889664,1.291673,0.05629507,-0.3931533,2.301442
2007508727766214656,1.904114,0.01902368,-2.218401,0.5136499
2007509277522028544,1.929864,0.02382359,-2.589258,0.6128221
2007516149469702144,1.829041,0.02650485,-1.482943,0.687667
2007537864824350720,1.123382,0.009277778,2.486073,0.4746411
2007539514091792384,1.935501,0.01495331,-2.336941,0.4092884
2007571125051090944,2.030431,0.01462337,-2.285482,0.3928429
2008615403651098624,1.197286,0.01436143,1.544217,0.6828665
2010981827971409920,1.605391,0.01260635,0.09311114,0.4155397
2010982652605130752,1.418725,0.01636059,2.682862,0.5879012
2010997770890012672,1.35355,0.03715513,2.525202,1.346341
2010999145279547392,2.005915,0.010817,-2.373946,0.3036101
2011003543326058496,1.413776,0.01120197,4.844627,0.4054284
2011016462587684864,1.840434,0.01640963,-2.327163,0.4751683
2016490378139559936,1.700407,0.03482257,-1.750143,0.9523384
2017778730956515328,1.93842,0.01081832,-2.250666,0.3260519
2017779005834422272,1.436742,0.02063954,2.831546,0.7216909
2017780105346050048,1.6476,0.022829,0.1700773,0.7037359
2018741621771757568,1.477839,0.02021289,-0.8970602,0.7307081
2018754266155476992,1.372222,0.02527941,2.631429,0.9205946
2018767735172917248,1.953101,0.0169736,-1.958421,0.452092
2018769934196172800,1.659372,0.02824459,-0.6979748,0.8436061
2018820236853143552,1.473288,0.02329854,1.136254,0.7738301
2019898593300736000,1.188062,0.0260544,4.435955,1.135736
2019899143056549888,1.156006,0.01702138,4.512968,0.7788467
2019902441591433216,1.555488,0.02220324,0.6984378,0.692291
2019920583533291520,1.812183,0.01606941,-1.620877,0.4489484
2019924706701895680,1.564325,0.02748671,0.1682689,0.8433173
2023276842827409408,1.98644,0.0182733,-2.691651,0.4703063
2023277667461130240,1.949227,0.0203942,-1.855272,0.5153222
2023297458670430208,1.7146,0.02175712,-0.3979762,0.6355214
2027844757996201984,1.350549,0.01390704,4.117149,0.5360729
2027861800426432512,1.922979,0.01353097,-2.155484,0.369604
2027862899938060288,2.000054,0.008945799,-2.589535,0.2559779
2027864274327595008,1.851744,0.02124715,-1.869154,0.5717024
2027865098961315840,1.975803,0.009807058,-2.393609,0.2748392
2027865373839222784,1.811658,0.008531134,-2.109092,0.2765327
2027878842856663040,1.596835,0.0113112,0.7470706,0.3752896
2027883790658988032,1.87729,0.016795,-2.154363,0.4646532
2027888188705499136,1.953391,0.0132727,-2.352121,0.3652627
2027893411385731072,1.098621,0.003988953,1.493962,0.2388148
2027893961141544960,1.192786,0.02299803,2.285202,1.100541
2034639465296717824,1.776158,0.009113719,-1.569471,0.2913667
2034650185535088640,1.413524,0.01184823,2.446035,0.4437276
2036768663138232320,1.393835,0.009510428,3.263411,0.3621089
2036775260207998976,1.60866,0.02977104,0.0,-1.0
2036779383376603136,1.674085,0.01214802,-0.4822204,0.3838196
2036830235789387776,1.92709,0.0106595,-2.03288,0.2938133
2036844529440548864,1.375366,0.007151349,2.04075,0.2975648
2036857448702175232,2.02336,0.007348177,-2.7406,0.2221256
2037912979898394624,1.871897,0.01326179,-1.731086,0.3743269
2037947889392576512,1.895943,0.0145793,-1.919558,0.4049191
2037967680601876480,1.9899,0.01184452,-2.541531,0.332521
2037969879625132032,1.959419,0.00955883,-2.41276,0.2813756
2037981974253037568,1.888736,0.01541136,-1.657622,0.4202418
2037983348642572288,1.948693,0.01094117,-2.295646,0.3212339
2037992144735594496,1.469173,0.01769351,2.520006,0.6075092
2037993519125129216,1.611957,0.0249155,2.932781,0.7260127
2037993794003036160,1.961668,0.009717304,-2.541809,0.2873478
2039082031257774080,2.064427,0.01342128,-2.494918,0.3463445
2039083680525215744,1.893274,0.02270113,-1.599487,0.5843986
2041356927023212544,1.316536,0.008330737,0.631983,0.3777736
2041394860174370816,1.770051,0.01266827,-1.693634,0.390717
2041395135052277760,1.703337,0.01560432,-1.247947,0.4793554
2041395409930184704,1.147062,0.008756112,3.534148,0.4401204
2041395684808091648,1.260107,0.02687252,3.89821,1.072904
2041397608953440256,1.466695,0.007390939,0.8159012,0.2938448
2041398158709254144,1.470641,0.01320099,3.697838,0.4462728
2042409445467645952,1.925983,0.01580348,-2.769219,0.4333378
2042418791316482048,1.84678,0.01800663,-1.774524,0.490905
2042419890828109824,1.804662,0.01752673,-1.639206,0.4944981
2042515823217633280,1.806562,0.02232556,-1.835941,0.610972
2042519671508330496,1.952004,0.01071254,-1.995906,0.314042
2042530116868794368,1.923827,0.02295935,-2.714739,0.6050782
2043580963849529344,1.546492,0.03802312,1.94036,1.155633
2043596906768132096,1.233768,0.0460163,2.526432,1.98936
2043601304814643200,1.812808,0.01531891,-0.7852762,0.4426006
2043604328471619584,1.808177,0.01027378,-1.38384,0.3281832
2043604603349526528,1.654804,0.01565354,0.1821567,0.5001004
2043606527494875136,1.598107,0.01249708,0.0674157,0.4418952
2043616148221618176,1.887308,0.01673941,-0.5860425,0.45901
2043616972855339008,1.813181,0.01463407,-1.057351,0.4376107
2043618347244873728,1.313268,0.01843907,3.048436,0.7336451
2044696968738924544,1.278702,0.04775028,4.042614,1.819918
2044784105035425792,1.781288,0.01454106,-1.220605,0.4256169
2044785204547053568,1.416371,0.04511728,2.171708,1.575246
2044785754302867456,1.959279,0.01608472,-2.971153,0.429248
2045777512650270720,1.766304,0.03894036,0.1215072,0.9754457
2045780536307247104,1.876074,0.01918524,-1.869811,0.4971923
2045780811185154048,1.757763,0.01426488,-2.301034,0.4168127
2045844307981658112,2.08856,0.01343648,-2.936496,0.3292382
2045845682371192832,1.912001,0.02446105,-2.252417,0.6030812
2045848156272355328,1.360308,0.01531412,3.961698,0.557134
2045866023336306688,1.90502,0.0163448,-2.302619,0.443744
2045879492353746944,1.593227,0.01955975,0.3307145,0.6147907
2045914401847928832,1.713266,0.01395857,-0.2561951,0.4216638
2045917425504905216,1.377966,0.01183353,3.138932,0.4552198
2045917700382812160,1.892908,0.0139038,-2.740865,0.3950017
2046938333594019840,1.929528,0.0154382,-2.54516,0.4317211
2046938608471926784,1.957188,0.01730135,-2.712489,0.4616898
2046991385030060032,1.288285,0.0199838,2.015371,0.8894827
2047003204780058624,1.893521,0.01581535,-2.333557,0.448339
2047008702338197504,1.794074,0.02963764,-2.251996,0.8509648
2047011725995173888,1.570922,0.02397695,1.028399,0.7779557
2047012000873080832,1.660855,0.02711394,-1.218474,0.8373737
2047012275750987776,1.805013,0.03596634,-3.009117,1.022914
2047012550628894720,1.921374,0.02803049,-1.917654,0.7166041
2047036190128891904,1.873704,0.01687322,-2.074604,0.487214
2047044986221914112,1.937894,0.01752571,-2.008931,0.4861915
2047045261099821056,2.020627,0.01861146,-2.970749,0.5002451
2047053232559122432,2.008025,0.01378842,-2.103365,0.386399
2048090621796706304,1.620466,0.04474247,-0.5341331,1.288959
2048093920331589632,1.959501,0.02534625,-2.604266,0.6347194
2048157142250186752,1.947649,0.02195147,-3.053653,0.5937612
2048169786633906176,1.897413,0.02625956,-1.972247,0.6999236
2048170061511813120,1.970668,0.01726489,-3.419578,0.4883064
2049151095191660544,1.24343,0.004127622,2.942786,0.1945786
2049153569092823040,1.370196,0.01710737,1.651598,0.6441579
2049172810546309120,1.997752,0.01196768,-2.479881,0.3074629
2049173360302123008,1.271624,0.03001622,5.490638,1.081503
2050282200313653248,1.237529,0.02592776,4.337236,1.031244
2050284124459001856,1.990687,0.03030372,-2.281568,0.6764523
2050286323482257408,1.904518,0.02918157,-1.873802,0.6651905
2050287422993885184,1.525591,0.009653218,2.997071,0.3293478
2050288247627606016,1.538914,0.009782665,1.776144,0.3441526
2055992519522543616,1.95902,0.01178072,-2.089128,0.3408711
2055994993423706112,1.970369,0.009694383,-2.536542,0.3030303
2056004889028356096,2.012719,0.008915263,-2.739603,0.2759824
2057101652413933568,1.870436,0.01774464,-1.958313,0.4871357
2058168727995705344,1.734132,0.03192577,-1.598292,0.8808945
2058180547745703936,1.97013,0.01208392,-2.720701,0.3439713
2058204187245701120,1.623386,0.02114416,1.085459,0.6294448
2061525279783806976,1.696384,0.0256034,-0.7470886,0.7411311
2061525554661713920,1.979714,0.02103168,-2.363718,0.5407628
2061526104417527808,1.910613,0.05463293,-0.576635,1.223763
2061565686836127744,1.702873,0.00813063,1.092609,0.2665116
2061565961714034688,1.591705,0.01686706,-1.060334,0.5694095
2061566236591941632,1.283379,0.0155217,3.946249,0.6318676
2061668766051231744,1.944988,0.01384558,-2.456673,0.4010371
2062658321516619776,1.306444,0.05971055,-2.222721,2.583326
2062661345173596160,1.83354,0.01878451,-1.204806,0.4999344
2062677013214291968,1.209669,0.0106919,5.067147,0.4678515
2062680861504989184,1.329362,0.01139697,1.803116,0.4721728
2062709723685218304,1.141219,0.03386309,0.2243974,1.602294
2062722917824751616,1.48242,0.03451594,1.774992,1.057726
2062745182935214080,1.775365,0.01652603,-1.042282,0.4831386
2062753154394515456,1.140508,0.006563988,2.770183,0.3514053
2062758651952654336,1.284312,0.01148169,2.057245,0.4995728
2062810328999159808,1.279607,0.01242793,3.665587,0.527478
2062819949725902848,1.296509,0.01932952,2.544234,0.7842528
2063803467943667712,1.687086,0.02894245,-0.02037206,0.771013
2063822159641339904,1.766286,0.02176259,-2.778717,0.6209454
2063824633542502400,1.366743,0.04926223,6.302355,1.515761
2063827657199478784,1.899278,0.02509039,-2.516828,0.6298748
2063827932077385728,1.175863,0.03784299,4.493239,1.601518
2063828206955292672,1.733059,0.01875095,-1.007326,0.5385666
2063828481833199616,1.702192,0.01601592,0.2551254,0.4601262
2063829031589013504,1.868777,0.01909335,-2.611238,0.5137814
2063907646670399488,1.554587,0.02843784,0.118498,0.9119487
2063910945205282816,1.672149,0.02658221,-0.9278789,0.7811871
2063917817152956416,1.235049,0.02026353,5.425951,0.8275695
2063920291054118912,1.945235,0.0115786,-2.120336,0.3282563
2063929087147141120,1.274114,0.007054047,3.24793,0.3152576
2063941731530860544,1.300349,0.01747686,2.121565,0.7253599
2063942556164581376,1.797908,0.01728057,-2.030397,0.4964108
2063944205432023040,1.977046,0.01248177,-2.440037,0.3389103
2064940637861472256,1.753756,0.01522108,-0.9300749,0.4464782
2064941462495193088,1.91218,0.02124696,-2.780364,0.5410937
2064943936396355584,1.954109,0.02017288,-3.130041,0.5117315
2064944211274262528,1.708209,0.04335565,-1.624038,1.172246
2064961528582400000,1.537747,0.0323359,-0.129708,1.022646
2064970324675422208,2.019218,0.01596054,-3.071262,0.4108239
2064995888320768000,1.370091,0.04607989,2.977336,1.77855
2064999186855651328,1.64496,0.0405843,2.553498,1.166912
2065020902210299904,1.873056,0.02222478,-1.368785,0.5781193
2065063233407969280,1.914666,0.01227233,-2.365433,0.3559473
2065069830477735936,1.863119,0.02228193,-1.466768,0.5901867
2065070929989363712,1.760062,0.03486466,-1.883419,0.9653943
2066038775116490752,1.911304,0.02142918,-1.836457,0.5450518
2066040149506025472,1.994413,0.0253907,-2.556178,0.6131631
2066040424383932416,1.860397,0.02648302,-2.299397,0.6952294
2066051694378117120,1.928663,0.02722044,-2.34603,0.685524
2066072859976951808,1.32071,0.01129525,5.354185,0.4325902
2066074234366486528,1.897817,0.01295052,-1.505831,0.3662686
2066084129971136512,1.910564,0.01426295,-1.730912,0.3925509
2066085504360671232,1.643199,0.06177089,-1.144577,1.711274
2066086603872299008,1.426727,0.01332728,0.1539158,0.5065234
2066156147982755840,1.332614,0.04159287,2.067951,1.598053
2066156422860662784,1.891529,0.02074464,-2.125036,0.5454316
2066157797250197504,1.200419,0.01065492,3.832035,0.4924364
2066158072128104448,1.93918,0.01109366,-1.717843,0.3189591
2066171541145544704,2.016775,0.0196993,-1.989409,0.4792024
2066180612116473856,1.943204,0.01727358,-3.197124,0.4737796
2066183086017636352,1.234152,0.0233523,4.107095,1.008368
2066196005279262720,1.330349,0.02775673,4.554064,1.043983
2067213328479971328,1.563643,0.02925854,3.091593,0.8403622
2067217176770668544,1.653776,0.01927014,0.2118525,0.5655536
2067225972863690752,1.921201,0.02221798,-2.294981,0.5481142
2067226247741597696,1.471315,0.04067431,2.989738,1.27647
2067228171886946304,1.834408,0.01907483,-0.8573848,0.4896707
2067241915782293504,1.832202,0.01691361,-1.28169,0.4663975
2067245764072990720,1.344617,0.02603075,2.198248,1.0294
2067249062607874048,1.847242,0.01149039,-1.035465,0.3301907
2067272152352057344,1.376242,0.008855328,1.932168,0.3570314
2067301289410193408,1.402797,0.04602249,2.082944,1.603005
2067313109160192000,1.31545,0.01932709,0.6719642,0.809466
2067313384038098944,1.432779,0.01432558,-0.174386,0.5519877
2067313933793912832,1.466997,0.01993261,1.290476,0.7041546
2067316132817168384,1.58628,0.01740683,-0.2038236,0.5731817
2069421129373607936,1.450363,0.05018067,2.712081,1.664627
2069433224001513472,1.713774,0.02438199,-1.073314,0.707731
2069436797414303744,1.913483,0.01067943,-2.259479,0.3207566
2069443119606163456,1.370885,0.0114219,1.841884,0.4579233
2074057770478364672,1.811343,0.02165626,-1.199193,0.5953538
2074067940960921600,2.007428,0.008139251,-2.339128,0.2540931
2074069040472549376,1.92028,0.01680629,-2.376394,0.4690263
2074072064129525760,1.511059,0.02741075,1.534036,0.9165859
2080669969921632256,1.933913,0.01413289,-2.17123,0.3859413
2080681789671630848,1.870036,0.01495989,-2.317376,0.4280952
2080682614305351680,1.568105,0.0499193,1.372667,1.448252
2080684263572793344,1.903945,0.02055654,-3.367594,0.5444924
2080684813328607232,1.67197,0.02916902,-0.2693079,0.7973572
2080694434055350272,1.844464,0.02119445,-2.178201,0.5819837
2081800537149302784,1.85312,0.02603532,-1.247212,0.6695875
2081814830800463872,1.743218,0.05317169,-0.5341117,1.397513
2081815655434184704,2.023873,0.01118937,-2.456569,0.3162884
2081816205189998592,1.710772,0.02643172,-0.8113101,0.7656378
2081823901771393024,1.398998,0.03206193,3.362316,1.103862
2081824726405113856,1.523548,0.02391113,0.114316,0.7881014
2081844792492320768,1.692037,0.009598879,0.9378893,0.309277
2081858261509761024,1.746296,0.03256414,-0.001581053,0.8643382
2081860460533016576,1.409906,0.01365008,0.561374,0.5383465
2081937701224867840,1.395967,0.03474623,0.9493725,1.35315
2081956667800446976,1.754825,0.01196313,-0.4553258,0.3739508
2081956942678353920,1.998127,0.03116761,-1.259919,0.7286462
2081958591945795584,1.355141,0.02033532,4.984909,0.7669822
2082957222375090176,1.272662,0.01335551,2.312981,0.5542526
2082960246032066560,1.393929,0.01843908,2.239506,0.6522176
2082962994811136000,1.207558,0.01122363,2.527748,0.5168148
2082978387973924864,1.2823,0.01481182,3.14282,0.5974035
2082979212607645696,1.517396,0.07450095,1.665454,2.402255
2083004501375084544,1.928622,0.01936905,-1.766086,0.4919056
2083014946735548416,2.038396,0.0115379,-2.074931,0.3096227
2083016046247176192,1.672337,0.09803446,2.567983,2.573078
2083027591119267840,1.940823,0.02474362,-1.593828,0.596527
2083029790142523392,1.903458,0.03530202,-1.136288,0.8410845
2084078444961884160,1.142735,0.011925,5.33014,0.5554153
2085246401356261376,1.728809,0.02885391,-0.5161477,0.7605607
2085250249646958592,1.661955,0.02323551,-1.120435,0.6945553
2086328871090677760,1.184672,0.04545608,2.073608,2.200389
2086331344991840256,1.721433,0.01861214,-0.5143676,0.5384219
2086332719381374976,1.237678,0.03040773,4.750461,1.294906
2086349761811605504,1.962424,0.01794366,-2.499847,0.4676642
2087484732689377280,1.391462,0.01804232,3.817304,0.6388253
2087488031224260608,1.4044,0.04857625,-0.9774925,1.863759
2087579840445179904,1.871646,0.0116809,-1.783339,0.3454271
2087580939956807680,1.371284,0.05260624,1.136282,2.06265
2087591110439364608,1.716277,0.06553196,0.6006491,1.789215
2103325667427903488,1.793857,0.01649925,-1.02399,0.4769497
2103329515718600704,1.296713,0.007845734,3.846395,0.333822
2103331989619763200,1.755866,0.01825048,-0.5340764,0.5228844
2103341610346506240,1.221405,0.01196577,3.31653,0.5604972
2103343534491854848,1.955539,0.01664547,-2.041776,0.441927
2103344084247668736,1.955788,0.01072901,-2.632549,0.3098976
2103345183759296512,2.015469,0.009244457,-2.54343,0.2759664
2103345458637203456,1.971759,0.01221243,-2.410442,0.3459479
2103355354241853440,1.378049,0.02719356,2.324166,1.057767
2103355629119760384,1.887063,0.01296455,-1.934278,0.3779419
2105475763506538496,1.818399,0.02310729,-1.584207,0.6307063
2105485384233281536,1.785014,0.02947817,-0.9351125,0.7830274
2105486758622816256,1.935445,0.01919633,-2.08833,0.5081154
2105495279837931520,1.198124,0.01166531,4.242427,0.5252883
2105496929105373184,1.745163,0.03234962,-1.393855,0.8861866
2105497753739094016,1.313268,0.0352886,2.936687,1.33369
2106560706622023680,1.840116,0.02787292,-2.526657,0.7110554
2106561531255744512,1.896903,0.01923016,-2.319809,0.4868032
2106564005156907008,1.805892,0.01770183,-2.047538,0.4887021
2106571701738301440,1.848859,0.02061639,-1.85817,0.5492978
2106573625883650048,1.297578,0.03438207,4.151129,1.290539
2106573900761556992,1.887189,0.01859616,-2.622869,0.480327
2106647293162711040,1.812894,0.01253607,-0.7875652,0.3618505
2106649492185966592,1.281105,0.01721011,2.62533,0.7124091
2106651416331315200,1.383787,0.05379884,3.313471,1.900167
2106651691209222144,1.857204,0.02277523,-0.9720262,0.5788015
2106651966087129088,1.831847,0.01365556,-1.848451,0.3916074
2106686050947590144,1.28185,0.02668074,4.376404,1.033847
2106687700215031808,1.517034,0.01746589,-0.4306994,0.6015769
2106689349482473472,1.555477,0.03225058,1.000262,0.9808492
2106694847040612352,1.878573,0.01726663,-1.904735,0.4568248
2106722884587120640,1.886177,0.02338053,-1.952275,0.5940115
2106730306290608128,1.816291,0.02379641,0.6843004,0.5982557
2107704198748465152,1.79756,0.02811172,0.1898755,0.7154854
2107705023382185984,1.9065,0.02398223,-2.633567,0.6061682
2107712719963580416,1.944445,0.0242222,-1.187889,0.5757265
2107716293376370688,1.932156,0.04224715,-2.052627,0.9692926
2107716843132184576,1.965101,0.02416521,-2.030691,0.5787254
2107718492399626240,2.026667,0.02316761,-2.51546,0.5344673
2107740207754274816,1.934983,0.03226878,-2.068673,0.7590237
2107741582143809536,1.894163,0.03885816,-1.417017,0.8885561
2107810026742638592,1.554583,0.01194684,2.232456,0.4036546
2107837514533332992,1.844288,0.02555463,-0.6594603,0.658845
2108871897730017280,1.961647,0.01379421,-2.71809,0.3814225
2108907356980013056,1.813497,0.01455463,-0.8784829,0.4208281
2108915878195128320,1.893043,0.02557094,-2.546912,0.6697567
2108918077218383872,1.970688,0.01427061,-2.453026,0.3963757
2108919726485825536,1.957041,0.0148359,-2.038285,0.4013619
2109955191812941824,1.967243,0.01619663,-1.691385,0.4188588
2109956841080383488,1.804453,0.01866266,-0.98756,0.4985169
2109964262783870976,1.572759,0.04857322,-0.5581687,1.509645
2109966736685033472,1.702413,0.03022688,-0.4421287,0.8431172
2113347460263864320,1.498392,0.01401164,1.668654,0.4477987
2113348010019678208,1.217522,0.02804086,2.627815,1.218321
2113348284897585152,1.840646,0.01584999,-1.466267,0.4108879
2113356256356886528,1.344869,0.03831217,3.20812,1.320346
2115590464219408384,1.613096,0.03734991,-1.480836,1.099408
2115591838608943104,1.858418,0.01753725,-2.086053,0.4749697
2115592388364756992,1.242063,0.0257441,2.969059,1.026175
2115602009091500032,1.48339,0.06265521,3.653445,1.797277
2115602833725220864,1.746119,0.03040485,-1.140822,0.7917617
2164139930387769344,1.761566,0.03267323,-0.7056552,0.8951946
2164151200381954048,1.838875,0.02274981,-0.6885071,0.6011389
2164152849649395712,2.039996,0.02286245,-1.365036,0.5279526
2164154498916837376,1.9354,0.01419352,-1.805216,0.3848168
2169660303493588992,2.060169,0.008330326,-2.617202,0.2324652
2169662502516844544,2.109102,0.009152971,-2.645916,0.247754
2169670473976145920,1.845821,0.01879358,-0.6930286,0.4928692
2169673222755215360,2.020988,0.01018939,-1.882717,0.2734922
2169688890795911168,2.043013,0.01010207,-2.075313,0.2668887
2169715553952884736,1.896648,0.00836391,-1.537815,0.251846
2173038003650324480,1.926309,0.0167461,-2.25729,0.4458395
2173038278528231424,1.956068,0.01173312,-2.75365,0.3337809
2173039652917766144,1.912013,0.01234346,-2.489448,0.3558004
2173040202673580032,1.698681,0.03210058,-0.3622523,0.8908889
2173045700231718912,1.822574,0.01913559,-1.840691,0.5298073
2173047899254974464,1.366075,0.02483199,0.8929036,0.9493352
2173050098278230016,1.831189,0.02919674,-3.071188,0.7767812
2173054221446834176,1.734481,0.02044676,-0.586473,0.5723109
2173056420470089728,2.003947,0.02202922,-2.836681,0.5259351
2173058069737531392,1.875777,0.01162801,-2.285865,0.3448122
2179894557875922944,1.886748,0.008476712,-1.197781,0.2724418
2179902529335224320,1.80018,0.008781061,-0.865845,0.2910045
2179905278114293760,1.376231,0.02230521,3.118874,0.8606439
2179906377625921536,1.410986,0.004456514,5.001695,0.1880291
2182100728779139072,1.854351,0.01112527,-1.829848,0.347351
2182111998773323776,1.888423,0.01109966,-2.244556,0.342576
2182113373162858496,1.861249,0.01625668,-1.025603,0.4546925
2182114747552393216,1.980211,0.01033532,-2.35911,0.3007354
2183242022016542720,1.901062,0.01123875,-1.938012,0.3290761
2183245045673519104,1.738286,0.02946559,-0.7755685,0.8557831
2183255216156076032,1.983384,0.01475953,-2.502014,0.4057187
2183259889080494080,1.164711,0.007944811,2.160383,0.4128115
2184257970659944448,1.819335,0.01123316,-0.9878091,0.3441645
2184268141142501376,1.171184,0.01328657,1.478501,0.6252426
2184273363822733312,1.573946,0.03300748,-0.04707111,1.029273
2184395409613416448,1.491292,0.02137733,0.5361322,0.7751412
2184407229363415040,1.830309,0.02139788,-2.884232,0.6347873
2184409153508763648,1.438909,0.01199083,1.417353,0.4694751
2184410527898298368,1.793326,0.01974971,-1.757701,0.5804837
2188826991262722048,1.967779,0.01250276,-2.672725,0.3380082
2188830564675512320,1.61949,0.01555033,-0.8950067,0.498273
2188903957076666368,1.728514,0.008770311,-0.7301173,0.2957044
2188905056588294144,1.78391,0.01676308,-1.342504,0.4895582
2188905881222014976,1.233192,0.01060161,3.908904,0.487558
2188917975849920512,1.256311,0.01354702,4.405317,0.5858147
2189975706069395456,1.838832,0.03260614,-2.12911,0.8890023
2190019686534506496,1.914465,0.01802612,-2.423347,0.5041097
2190021060924041216,1.30083,0.008880645,1.44047,0.4015783
2190022710191482880,1.964504,0.0103449,-2.642309,0.3152688
2191035910911453184,1.41396,0.05311354,0.9285442,1.978734
2191057076510287872,1.38329,0.02606783,1.907659,0.9859024
2191060924800985088,1.701897,0.02196724,0.610166,0.6236187
2191070270649821184,1.205176,0.01528217,4.236339,0.6787534
2194379525788297216,1.308979,0.03636705,0.5376571,1.492119
2194379800666204160,1.939223,0.01975624,-2.767262,0.5231938
2194381449933645824,1.963865,0.01169775,-2.380097,0.3338663
2198971909721319424,1.419454,0.02069749,1.775578,0.8023937
2219156471218726912,1.157536,0.01529718,4.472448,0.7367169
2219159769753610240,1.81167,0.02334615,-1.917363,0.6526424
2219169390480353280,1.1391,0.02186989,0.9815912,1.104276
2221429435960158208,1.832079,0.02490273,-2.270639,0.6789981
2221431909861320704,1.485272,0.04113609,1.090643,1.342506
2221443729611319296,1.71498,0.05363741,-0.5355335,1.426543
2222527298286938112,1.243532,0.02740937,3.002509,1.152424
2223739789834741760,1.887324,0.008904762,-0.652531,0.2759262
