specobjid,d4000_n,d4000_n_err,lick_hd_a,lick_hd_a_err
1093376122374088704,1.390141,0.02891812,3.049713,1.077178
1093381619932227584,1.953999,0.02076331,-1.701595,0.5412896
1093382719443855360,1.406521,0.01358961,1.263439,0.531397
1093404159920596992,1.474841,0.01280555,1.121829,0.4830782
1096636720465602560,1.294914,0.02067276,3.924397,0.8310528
1096668881180715008,1.812878,0.02983142,-0.423262,0.7878897
1096674928494667776,1.981614,0.02690484,-2.122494,0.6520565
1096768661860935680,1.948752,0.01778246,-2.501753,0.4813009
1097879168336553984,1.61768,0.02231882,-0.2238905,0.6886191
1097883016627251200,1.769897,0.01606322,-1.506015,0.4778725
1098937998067656704,1.572755,0.009488167,0.9079559,0.3230428
1098949817817655296,1.464718,0.02635402,3.433051,0.8416473
1101163410072037376,1.591106,0.03080733,0.3168871,0.9221537
1101164234705758208,1.854247,0.02625275,-2.06873,0.6813416
1101165059339479040,1.881202,0.02817878,-1.858661,0.7174716
1101165883973199872,1.421205,0.05726992,4.206366,1.78714
1101190622984824832,1.498697,0.0408552,0.522919,1.338488
1124917812305881088,1.429147,0.01058589,2.246849,0.40241
1124919461573322752,1.560592,0.02419954,-1.004019,0.799817
1124920561084950528,1.695234,0.03919286,0.8998449,1.042581
1127181707317897216,1.276325,0.005224435,3.012007,0.2451543
1128191608345356288,1.194021,0.01166494,4.523758,0.5328623
1128199579804657664,1.743973,0.03070198,-0.6654386,0.8564079
1128200679316285440,1.765904,0.02686416,-0.5159695,0.7385002
1129364237412493312,1.946635,0.01441278,-2.337029,0.3889117
1129364787168307200,1.891599,0.02702396,-2.485152,0.6915889
1139534445225732096,1.59245,0.04483375,-0.4996711,1.337211
1139554236435032064,1.368689,0.01192109,2.270445,0.4785233
1139558909359450112,1.117779,0.007397019,3.720263,0.3890508
1140652374646351872,1.273199,0.02917884,3.489209,1.184706
1140655948059142144,1.937211,0.01767592,-1.953105,0.4777356
1141796691372959744,1.907763,0.009103194,-1.677389,0.2876881
1141802188931098624,1.826568,0.01613318,-1.865816,0.475026
1141815108192724992,1.209865,0.00687323,3.800646,0.3229158
1141822529896212480,1.74646,0.009809407,-0.01561031,0.3195801
1142893729552558080,1.457526,0.0245114,2.529292,0.8520622
1142921492221159424,1.714203,0.0192272,-1.418021,0.5905526
1147413821401360384,1.791882,0.02543167,-1.621526,0.6940705
1147416845058336768,1.520767,0.03213596,0.3861747,1.076861
1147417394814150656,1.947247,0.01451367,-2.447373,0.4097376
1147436361389729792,1.829317,0.02140407,-0.3999481,0.5799331
1147436636267636736,1.238859,0.01398413,2.724807,0.6375868
1147438010657171456,1.855166,0.01357246,-1.654575,0.4083527
1147439659924613120,1.824185,0.03539565,-2.459057,0.9444748
1147440209680427008,1.775947,0.02089248,-1.700368,0.6185486
1168857870985357312,1.589426,0.05797547,2.828542,1.706718
1168859520252798976,1.98963,0.02123649,-3.126998,0.5563589
1169822693009156096,1.91883,0.0154887,-1.739888,0.4292435
1169822967887063040,1.889816,0.01294612,-2.113016,0.3710764
1169823517642876928,1.698916,0.01894164,-0.7224597,0.5552194
1169836986660317184,1.748585,0.01673472,-0.7094004,0.4935225
1169903781991704576,1.919926,0.02551234,-3.127302,0.6749095
1169905706137053184,1.948901,0.01396947,-2.083503,0.3872748
1169916426375424000,1.200689,0.02133983,3.586263,0.9835071
1169952710259140608,1.865077,0.01597991,-1.851123,0.4611172
1169953809770768384,1.204136,0.02086791,5.037063,0.9477006
1169956008794023936,1.58863,0.029152,1.4668,0.9013922
1169956833427744768,1.95563,0.01321232,-2.513978,0.3810799
1169965904398673920,1.868668,0.01170935,-1.396535,0.3511318
1170948043411843072,1.673079,0.044925,0.03028064,1.257073
1170957664138586112,1.923553,0.01370839,-2.904481,0.3904353
1170959588283934720,1.651782,0.03918784,0.8620403,1.09493
1171020336301369344,1.357279,0.01782239,1.212394,0.697086
1171020611179276288,2.074937,0.01623502,-2.658513,0.405313
1171088506022291456,1.31587,0.03720165,4.588569,1.391016
1172076692131309568,1.043151,0.01766638,0.351294,1.046347
1172089611392935936,1.266652,0.02581489,3.135522,1.043711
1172104179922003968,1.293687,0.01475149,3.978515,0.5884984
1172142937706883072,1.352753,0.04837414,1.163839,1.784182
1172146785997580288,1.97023,0.01454183,-2.662507,0.3966587
1172155856968509440,1.561651,0.01261213,2.200397,0.4208935
1172159705259206656,1.474991,0.03457993,1.754085,1.142944
1173274884944455680,1.641776,0.01151975,1.283809,0.3752067
1180106700628191232,1.850957,0.01126959,-2.157399,0.3543455
1180115496721213440,1.784311,0.01958519,-1.082331,0.5767231
1180116871110748160,1.154934,0.0132779,3.198839,0.6703512
1181082517449500672,1.729314,0.01885617,-1.614134,0.5664651
1181093512565778432,1.77912,0.03108043,-1.256156,0.8519768
1181168279356467200,1.272682,0.03025346,2.985539,1.270012
1181225179083204608,1.288935,0.02475477,3.207945,1.041442
1182290880225110016,1.304511,0.03194426,1.840737,1.358842
1182292254614644736,1.840435,0.04869084,-2.845284,1.294203
1182366746527426560,1.306587,0.03110314,2.460721,1.277461
1183431344416385024,1.883277,0.02254936,-1.947125,0.6121597
1183442339532662784,1.471755,0.06038062,3.405859,1.949477
1183443164166383616,1.686496,0.02891182,0.7044991,0.8375901
1183447287334987776,1.590932,0.01706375,1.849702,0.5384505
1184510789923399680,1.516396,0.009716062,-1.087615,0.3645671
1184522059917584384,1.938349,0.01525122,-1.5028,0.4023365
1184523709185026048,0.0,0.0,0.0,-1.0
1184532505278048256,1.782189,0.02384409,0.5902333,0.6358657
1184560542824556544,1.978155,0.022631,-1.43842,0.5409568
1184561367458277376,1.947366,0.01847243,-2.881977,0.4861709
1184569064039671808,1.834908,0.02330181,-2.830062,0.6459146
1184570438429206528,1.693133,0.0156972,-0.2706608,0.4828278
1184584457202460672,1.432002,0.01024741,2.12926,0.384813
1184585556714088448,1.907447,0.01559282,-2.545999,0.4275246
1184587755737344000,1.234335,0.01560266,3.452814,0.6891908
1184599575487342592,1.097091,0.006053889,1.124041,0.3528221
1184600674998970368,1.443525,0.007696325,1.495095,0.3032779
1185581989160314880,2.061882,0.01544852,-2.84302,0.3987402
1185721627137042432,1.325982,0.0175073,2.063668,0.7014962
1185732897131227136,1.992451,0.0115824,-2.290077,0.3325341
1185733172009134080,1.914174,0.01272178,-1.680053,0.3685918
1185734546398668800,2.037157,0.01526287,-2.650568,0.4277445
1185736745421924352,1.626095,0.01954512,-0.5887921,0.625204
1186819765180590080,1.426417,0.02499683,0.7349296,0.9024684
1186821964203845632,1.117524,0.00885059,4.374669,0.4491874
1187991298930403328,1.993704,0.01118694,-2.261848,0.3349375
1187993497953658880,1.730828,0.03174632,-0.8045017,0.9234637
1187993772831565824,1.877327,0.01547457,-1.928852,0.4503027
1187994322587379712,1.414109,0.009800981,1.993358,0.3950742
1190183721106434048,1.882232,0.01457031,-2.098783,0.427632
1190184545740154880,1.965672,0.02139279,-2.65477,0.5512152
1190186195007596544,1.890166,0.02280148,-1.460643,0.5984071
1190194166466897920,1.914824,0.01570658,-1.5503,0.4327948
1190207635484338176,1.90865,0.02263107,-1.06384,0.5765702
1304921060465993728,1.755552,0.04605773,-1.450047,1.201185
1304923534367156224,1.220367,0.04657497,2.476779,2.045821
1304932880215992320,1.924371,0.01635927,-3.399411,0.4603125
1304933155093899264,1.671589,0.0247001,-0.7082271,0.751926
1305074992093882368,1.359484,0.01261255,2.2824,0.510081
1305076366483417088,1.734525,0.02723781,-0.8402013,0.775727
1305083513308997632,1.959785,0.01217171,-2.586108,0.3535744
1305086536965974016,1.401537,0.04483145,2.625453,1.544465
1307201997908240384,1.887256,0.01640419,-2.155048,0.4624988
1307202822541961216,1.385289,0.03756421,1.213597,1.391043
1307211343757076480,1.921749,0.01908856,-2.083231,0.5147536
1308397991094151168,1.790339,0.02415813,-0.9921958,0.681405
1308402114262755328,1.39184,0.03694321,-1.468525,1.524738
1308413934012753920,1.211735,0.01363592,3.721021,0.6223875
1309552203442186240,1.91372,0.01767834,-2.320809,0.4960303
1309556326610790400,1.352606,0.02914013,2.698642,1.114564
1309557701000325120,1.970165,0.01205937,-2.197473,0.3484341
1309558525634045952,1.770573,0.02652221,-2.651264,0.7738131
1312822152398923776,1.816824,0.01585955,-1.560111,0.4345972
1312826275567527936,1.519509,0.05104205,1.330295,1.545798
1315157514760775680,1.576622,0.02182284,0.9616277,0.730735
1315167135487518720,1.65705,0.0433384,0.1496115,1.276819
1315167685243332608,1.374509,0.01945027,2.514829,0.756291
1315169884266588160,1.983145,0.01434808,-2.18299,0.399134
1315172083289843712,1.81939,0.02668587,-0.3574211,0.7075968
1316180885577426944,1.927578,0.02541142,-3.848826,0.6778333
1316181710211147776,1.348178,0.0426049,1.493584,1.642027
1316181985089054720,2.029076,0.02254228,-3.278958,0.5672897
1316222117263468544,1.338671,0.02782717,3.946074,1.045403
1316223491653003264,1.415941,0.02382584,0.6860909,0.9104817
1316224316286724096,1.885028,0.0174554,-1.428557,0.480524
1316227889699514368,1.223401,0.00823047,2.403587,0.3927587
1316229813844862976,1.333139,0.0430451,1.919937,1.593997
1316230638478583808,1.884339,0.01448747,-1.597866,0.4189736
1316277092844857344,1.898886,0.03299773,-2.262748,0.8338467
1316288362839042048,1.915461,0.0278897,-2.565894,0.7323847
1316289187472762880,1.823972,0.03476854,-1.604593,0.9371728
1316290836740204544,2.08644,0.01481922,-2.78083,0.3979569
1316326845746014208,1.350155,0.03288046,0.7603047,1.348401
1316327120623921152,1.925019,0.01616618,-2.742193,0.4616464
1316327670379735040,1.221719,0.04072824,3.837156,1.79793
1316328220135548928,1.805782,0.02089513,-2.065864,0.6142647
1316328495013455872,1.541089,0.01028202,-2.237523,0.4069307
1316329044769269760,1.613347,0.02928073,-0.8892941,0.9465263
1316349935490197504,1.668154,0.015396,-1.383972,0.5139289
1316350760123918336,1.237153,0.0150756,3.335596,0.6875895
1316351584757639168,1.419528,0.03442419,3.585366,1.201681
1317332898935760896,1.938515,0.01228681,-1.840977,0.3510008
1317333448691574784,1.761144,0.02926844,-0.817991,0.7996978
1317333723569481728,1.800411,0.03254176,-1.173511,0.8718895
1317354889168316416,1.529897,0.00699911,3.563071,0.2519015
1317355713802037248,1.629779,0.0286768,-0.4398895,0.8741595
1317399694267148288,1.539297,0.02390473,0.01102047,0.8426078
1317409314993891328,1.698612,0.04612748,1.805979,1.29972
1318452201722505216,1.404364,0.01570874,1.195606,0.5966426
1318452751478319104,1.810013,0.03287445,-1.411702,0.86343
1318453301234132992,1.939534,0.02823645,-2.014782,0.7026443
1318463196838782976,1.930276,0.01466872,-2.564203,0.4076522
1318466220495759360,1.126323,0.02524913,5.122434,1.204304
1318525869001566208,1.572024,0.0201149,2.254815,0.6439353
1319567931247454208,1.297095,0.009891798,1.532748,0.4375826
1319577551974197248,1.908188,0.01627458,-1.77898,0.4404324
1320768873342986240,1.956217,0.04323772,-1.835832,0.9955018
1320769148220893184,1.185323,0.007920971,5.26631,0.3746291
1321905768231888896,1.466165,0.01810591,2.309782,0.6284642
1321920336760956928,1.617768,0.02801777,1.161493,0.8297695
1321924459929561088,1.834881,0.02800576,-1.347778,0.7344859
1321926933830723584,1.868933,0.02641669,-2.196005,0.6838365
1321928857976072192,2.03989,0.01768968,-2.787322,0.4485963
1321930507243513856,2.012336,0.0153654,-2.024869,0.3940547
1321937104313280512,2.029427,0.01013052,-2.299938,0.2882054
1321937379191187456,1.915041,0.01590745,-1.957093,0.4265953
1321953871865604096,1.406044,0.07049646,5.700645,2.222773
1334280769253697536,1.833488,0.01998058,-1.178151,0.560115
1334298086561835008,1.943823,0.0144847,-1.834145,0.4064001
1334311005823461376,1.243349,0.01541659,3.340855,0.6814234
1334319527038576640,1.931982,0.01099097,-2.449847,0.336057
1334320076794390528,1.95517,0.01623241,-1.877319,0.4387574
1334321451183925248,1.7046,0.02137218,-1.450138,0.6433302
1334328048253691904,1.619222,0.02145812,0.5566017,0.6766113
1348829507565414400,1.33913,0.03074129,4.557982,1.09613
1348832806100297728,1.888105,0.01234106,-3.025642,0.3739479
1348855895844481024,1.736849,0.02798118,-0.6761557,0.7671232
1348857819989829632,1.874447,0.02920483,-2.818231,0.7563882
1348891629972383744,1.737701,0.0181234,-0.9668213,0.5251452
1348892179728197632,1.287571,0.01346747,4.226741,0.535445
1350035397513603072,1.86999,0.01316417,-1.203778,0.3792832
1350035947269416960,1.691121,0.0209312,0.07945679,0.6065459
1350093946507782144,1.818045,0.01932347,-2.170476,0.56061
1351157998298359808,1.942395,0.0578351,-0.2706874,1.230326
1351158822932080640,1.654405,0.03734288,2.511895,0.9985119
1351161846589057024,1.168649,0.01358221,2.791487,0.6492277
1356732247406831616,1.412315,0.08224814,0.8800446,2.677718
1356732522284738560,1.837842,0.02086245,-1.476021,0.5632963
1356733072040552448,1.970886,0.02260691,-2.794348,0.5821346
1356733621796366336,2.012861,0.02151728,-2.674828,0.5465521
1356742692767295488,1.355459,0.03697134,2.659461,1.38884
1365882937995716608,1.474782,0.03254458,0.7604333,1.178722
1366899157574379520,1.993852,0.01319848,-2.016731,0.3660027
1366900531963914240,1.899783,0.01943532,-1.552866,0.5266408
1366910152690657280,1.474555,0.03480532,2.662015,1.167613
1366914000981354496,1.774497,0.01517424,-0.5675802,0.4484471
1366942038527862784,1.560416,0.05686259,2.396386,1.794414
1367971731066611712,1.306556,0.02325143,0.9626988,1.012611
1367980527159633920,1.476768,0.03777973,0.5268391,1.321306
1367980802037540864,1.478333,0.02990428,1.495987,1.023183
1367983001060796416,2.066424,0.01644847,-2.226868,0.4285162
1368122913915430912,1.44889,0.01412148,1.4327,0.5405344
1371517655797753856,1.636389,0.01435975,1.466839,0.4691983
1371518205553567744,1.600467,0.00972082,2.715386,0.3319817
1371518755309381632,1.514261,0.03874777,1.484639,1.35534
1371521504088451072,1.845312,0.0186036,-1.943071,0.5426209
1373682044671911936,1.909657,0.01833811,-2.129992,0.4883465
1373683419061446656,1.954495,0.03017311,-1.885979,0.713286
1373684518573074432,1.920202,0.03121294,-1.764776,0.7437514
1373685618084702208,2.064743,0.01633295,-1.684967,0.411821
1373696888078886912,1.255993,0.02373011,3.438922,1.014555
1373711456607954944,2.036397,0.0260023,-2.666644,0.6432557
1373711731485861888,2.10763,0.0153195,-2.511369,0.3942042
1373713105875396608,1.962305,0.01458444,-1.97002,0.4095725
1373713380753303552,1.269986,0.0264224,2.449622,1.132358
1373724100991674368,1.697097,0.01524538,1.209,0.4687243
1373724375869581312,1.915097,0.01890463,-2.013109,0.5201695
1373741968055625728,1.187016,0.01948595,3.727101,0.924966
1373745816346322944,1.997053,0.01674718,-2.408539,0.4575413
1375943465883428864,1.282778,0.004814867,3.638346,0.2245876
1375947039296219136,1.718851,0.06873076,4.439205,1.645837
1375948138807846912,1.77461,0.01636332,-0.8503747,0.4788561
1375948413685753856,1.279178,0.02322817,3.816684,0.9539257
1380354706047526912,1.988278,0.02117169,-2.830355,0.5390175
1380357729704503296,1.213798,0.01336383,1.438417,0.6310074
1380362677506828288,1.92153,0.01674722,-2.38953,0.4642884
1381528709571307520,1.094961,0.006437844,1.9354,0.3654794
1381532008106190848,1.200955,0.007348358,1.010469,0.3742675
1381533107617818624,1.242309,0.03668581,2.487812,1.594566
1381547401268979712,1.829059,0.02676331,-0.6477298,0.6981351
1381556472239908864,1.783409,0.04350151,0.48518,1.108353
1382619425022175232,1.921959,0.01811979,-2.159057,0.486097
1382621349167523840,1.538444,0.05246303,-0.05774826,1.681303
1382622998434965504,1.565027,0.02696711,-0.3215447,0.8666779
1382624097946593280,1.826363,0.03127802,-2.786878,0.8504323
1382640865498916864,1.657477,0.06270862,1.421233,1.625909
1382641140376823808,1.920525,0.01908084,-1.975411,0.5072591
1382641690132637696,1.313073,0.05285049,7.212374,1.860554
1382642514766358528,1.749828,0.03189769,0.5884912,0.8312055
1382768958603552768,1.270491,0.02742444,3.61431,1.143969
1383809371397449728,1.344225,0.04446651,3.366416,1.618844
1383812120176519168,1.697018,0.01123472,0.4884624,0.3361656
1383822290659076096,1.820265,0.03119563,-0.947679,0.7672394
1383828337973028864,1.813958,0.03703278,-0.48467,0.9277276
1383836584310237184,2.017971,0.01646408,-1.968938,0.4224228
1383840982356748288,1.248749,0.02675041,1.508739,1.15595
1384968530675394560,1.194114,0.009930991,1.481259,0.5030768
1384978151402137600,1.569217,0.01220058,1.240416,0.4257072
1384980075547486208,1.48718,0.00948241,2.449579,0.3551847
1384980350425393152,2.032354,0.01736777,-2.614088,0.4609235
1385025155524225024,1.921293,0.02483523,-1.520819,0.650031
1385027354547480576,1.98048,0.01844434,-2.418295,0.4947243
1385027904303294464,1.861883,0.02004862,-1.895835,0.5635574
1386006745419114496,1.115936,0.01657321,3.425405,0.8356445
1386010318831904768,1.995377,0.01378353,-2.443182,0.3756992
1386019389802833920,2.011971,0.01613674,-2.465962,0.4180105
1386098004884219904,1.351301,0.01323709,1.702759,0.5457209
1386103502442358784,1.925001,0.03180581,-0.9036621,0.7706125
1387187346130102272,2.023157,0.01672741,-2.608003,0.4251134
1387189820031264768,1.149746,0.008018555,1.593621,0.4132263
1396195095190988800,2.03814,0.01902222,-2.468275,0.4680366
1433272006014429184,1.949876,0.02513831,-1.604676,0.6180215
1433273930159777792,1.953975,0.02001109,-1.726232,0.5096242
1433274205037684736,1.844736,0.02992777,-1.384359,0.7835566
1433275854305126400,1.513118,0.05526714,5.395254,1.604465
1433439131781851136,1.165136,0.01422696,4.301716,0.6698521
1434460028361795584,1.222378,0.01277053,3.201166,0.5792698
1434469923966445568,1.706513,0.01402432,-0.7609432,0.4262208
1434470198844352512,1.139023,0.009742058,1.673469,0.500124
1438990836539877376,1.680458,0.02963841,-1.458586,0.878519
1439001556778248192,1.671333,0.04809227,-2.64552,1.448263
1441181613508552704,1.283867,0.01548462,3.203555,0.6582922
1441181888386459648,1.808474,0.02068673,-1.540073,0.5932403
1441182438142273536,1.970546,0.01748764,-2.369996,0.480018
1441185461799249920,2.117854,0.02315833,-2.243688,0.5317609
1441212399834130432,1.937213,0.01578391,-1.26623,0.4208202
1441231091531802624,1.243004,0.01819505,4.653341,0.7424616
1441233290555058176,2.094733,0.02552628,-1.820591,0.5881385
1442385304114718720,1.996571,0.02760292,-1.677275,0.6678481
1442386678504253440,1.242906,0.02490932,2.608172,1.096044
1450282271134214144,1.718075,0.01619245,-0.9845443,0.4998883
1450302886977234944,2.008393,0.01464335,-3.278219,0.4077961
1450303161855141888,1.694002,0.04412466,0.5825276,1.191996
1450306460390025216,1.521517,0.04209561,-3.24357,1.467892
1454724023316408320,1.974594,0.01421404,-1.936003,0.3859499
1454724573072222208,1.327818,0.00965962,2.85122,0.3978975
1454726222339663872,1.383737,0.02812364,2.719686,1.002876
1454727046973384704,1.910204,0.01348119,-1.346842,0.3773108
1454735293310593024,1.987107,0.02129921,-2.209372,0.5436828
1470470683455678464,1.491654,0.04739001,1.220447,1.519129
1470471782967306240,1.605261,0.06058679,0.8841419,1.758564
1470472332723120128,1.575679,0.08717109,1.282941,2.689937
1470473157356840960,1.808043,0.0280163,-1.745954,0.7798291
1470474256868468736,1.909314,0.01937649,-1.507693,0.5136387
1470557544874272768,1.827517,0.01950203,-0.8584824,0.5445855
1470572663159154688,1.984069,0.01491009,-2.434991,0.4240865
1470574862182410240,1.996892,0.02138508,-2.798601,0.5667871
1470579260228921344,1.979167,0.01660469,-2.554667,0.4592698
1470582833641711616,1.32614,0.02182112,2.196078,0.9124057
1471647710703544320,2.019307,0.01601365,-1.861272,0.4202421
1480591959427934208,1.856411,0.05622567,-2.195881,1.368251
1480732696916289536,1.54084,0.02490528,-1.270002,0.8820786
1481789602451712000,1.356227,0.05266599,1.087779,2.063265
1481792626108688384,1.920243,0.02433221,-1.53944,0.6130229
1481793450742409216,1.907685,0.02401628,-2.384667,0.6401609
1487480399322966016,1.433241,0.03038663,2.926478,1.066076
1487485622003197952,1.782039,0.02215948,-0.5544668,0.6229007
1487486446636918784,1.551345,0.02318596,0.3691345,0.7749385
1488565067996751872,1.932044,0.01129727,-1.80074,0.3320859
1488565617752565760,1.870798,0.02690752,-1.511528,0.6823375
1488572489700239360,1.863447,0.01500605,-1.563579,0.4308512
1488586783351400448,1.371965,0.02543621,2.494444,0.9511638
1489656058510075904,1.407768,0.05897355,0.5920207,2.165174
1489698939463559168,1.940634,0.0189738,-2.023395,0.4985521
1489705811411232768,1.82686,0.01555657,-2.301993,0.4687093
1490717092113049600,1.687421,0.02469863,0.2825118,0.7226689
1490719016258398208,1.201181,0.03488538,2.414071,1.565716
1490729736496769024,1.609532,0.06497401,-1.46383,1.865652
1490780863787460608,1.355491,0.01149375,2.612057,0.454826
1490783887444436992,1.846886,0.02676587,-0.7667999,0.6815917
1490841886682802176,1.906844,0.02612187,-2.329945,0.6969763
1490842986194429952,1.860091,0.01585026,-2.314295,0.4599237
1490844360583964672,2.032498,0.01102184,-2.733879,0.3191365
1490845460095592448,1.933105,0.02233784,-2.728149,0.6016476
1491882294091212800,1.928092,0.01343148,-1.809055,0.3644096
1491907857736558592,1.883795,0.02184202,-1.635694,0.5758238
1491931772114462720,1.952455,0.02040584,-1.521775,0.5200487
1491939743573764096,1.91726,0.03373663,-1.301592,0.8026837
1492959815519987712,1.591578,0.09359529,-0.6039363,2.861793
1492973834293241856,1.126145,0.03025379,4.09406,1.483706
1493065918392068096,1.901797,0.03460082,-1.134919,0.862096
1493087908624623616,1.774433,0.04400939,-2.179683,1.253525
1493089008136251392,1.958743,0.01448141,-2.338153,0.4160923
1493089283014158336,1.915304,0.02168725,-1.407745,0.5884308
1493090657403693056,1.205316,0.02601922,2.388287,1.218532
1493098903740901376,2.010423,0.01629306,-3.127203,0.4529755
1493102202275784704,1.910603,0.02997274,-0.7029424,0.7593394
1493112097880434688,1.880148,0.03418603,-1.374802,0.8588389
1493113747147876352,1.922519,0.05116596,-0.8234159,1.220116
1494107705944598528,1.395424,0.04906056,1.09165,1.792958
1494108530578319360,1.734126,0.04377041,-1.059689,1.183385
1494110454723667968,1.154503,0.01648609,1.711002,0.837762
1494115677403899904,1.441477,0.06413027,1.539611,2.109539
1494127772031805440,1.518535,0.01315307,0.235147,0.4775063
1494163781037615104,1.015389,0.01404518,0.0,-1.0
1494165155427149824,1.856181,0.02735583,-2.050376,0.7545272
1494166804694591488,1.481546,0.01204824,1.683295,0.4394472
1497530486329731072,2.021724,0.01629352,-3.512638,0.4385004
1497532685352986624,1.308806,0.02986475,3.364296,1.146256
1497533784864614400,1.798925,0.033943,-0.5264841,0.8879619
1498716858436577280,1.902499,0.0130004,-1.679571,0.3780361
1498727578674948096,1.837338,0.01944208,-1.7975,0.572238
1498728953064482816,1.706245,0.02310297,-1.135826,0.7160592
1498730052576110592,1.098811,0.0304847,4.724666,1.531157
1498730877209831424,1.956948,0.01602481,-2.344049,0.4464583
1498738298913318912,1.966375,0.0159547,-2.505455,0.4411632
1499844957618333696,1.807315,0.02141163,-1.06391,0.5970786
1499846332007868416,1.883545,0.01268516,-2.879707,0.3918023
1499857876879960064,1.369631,0.07426336,4.005618,2.941877
1500838366390806528,1.593396,0.01721694,0.8712205,0.5313117
1500857882722199552,1.362431,0.05553102,4.383718,1.909521
1500859531989641216,1.91826,0.01259523,-2.031179,0.3501932
1500860356623362048,1.750396,0.03931312,-1.496448,1.042278
1501968664042170368,1.080982,0.004050359,5.179424,0.2230301
1502002474024724480,1.797529,0.02186786,-1.343953,0.6191155
1502002748902631424,1.987213,0.0156543,-2.244977,0.4269617
1502040407175882752,1.275156,0.01805477,2.002605,0.8056156
1504281211789404160,1.906139,0.02113705,-1.348152,0.55015
1505340316499077120,1.17924,0.01932205,1.676379,0.9401166
1505342790400239616,1.43021,0.01459671,3.810378,0.5128971
1505343065278146560,1.930894,0.01724035,-2.379745,0.4643251
1505344439667681280,1.454652,0.01523057,0.778855,0.559141
1505382922574653440,2.0106,0.02603013,-2.144634,0.6167967
1505463736679294976,1.957208,0.01592802,-2.293227,0.4302875
1505464011557201920,1.953743,0.0109271,-2.313026,0.3226301
1505464561313015808,1.7914,0.02406074,-1.086635,0.6625254
1505470883504875520,1.767095,0.0305458,-0.06574285,0.8261314
1505480229353711616,1.894799,0.01919825,-2.091895,0.5255558
1507592940946483200,1.861807,0.01542331,-1.686144,0.4274258
1507597613870901248,2.051594,0.2007267,1.37041,3.679843
1507597888748808192,1.98372,0.01477745,-2.480775,0.391278
1509936825177761792,1.836271,0.05669198,-0.146107,1.078476
1512125678017865728,1.521319,0.0791899,-0.2235545,2.494418
1512227657721341952,1.247787,0.01739793,2.920143,0.7375851
1512230681378318336,1.911337,0.01357515,-2.677551,0.3768364
1512231231134132224,1.758193,0.01601699,-1.81388,0.4643559
1513325520115230720,1.332273,0.02178383,3.452337,0.8565199
1513325794993137664,1.114515,0.009338558,5.248399,0.4703755
1513327169382672384,1.90588,0.0147733,-1.103618,0.4054643
1513328543772207104,1.384436,0.0171689,2.944388,0.6315547
1521192525778413568,1.639471,0.0250694,0.006363611,0.781067
1521201871627249664,1.910161,0.01825977,-1.690668,0.4926147
1521214790888876032,1.289035,0.02591498,4.28808,1.050567
1521235956487710720,1.908371,0.01558756,-1.678041,0.4378169
1521237605755152384,1.911373,0.01055767,-1.709262,0.3207406
1521238155510966272,1.153643,0.009339427,4.627532,0.4541409
1529024625403521024,1.040306,0.008199142,-0.1872488,0.5304363
1529110112432580608,1.348159,0.02314141,1.875564,0.9495217
1529110662188394496,1.914477,0.009637292,-2.155665,0.3028656
1529119733159323648,1.920801,0.01805327,-2.174737,0.5080667
1529121657304672256,1.835408,0.01415935,-1.42599,0.4256867
1529131552909322240,1.565503,0.008123353,1.58372,0.3029179
1529131827787229184,1.674418,0.01863348,-0.3118211,0.588532
1542496393233459200,1.733681,0.01263801,-1.137735,0.3954048
1542640154378790912,1.725595,0.02604549,-1.353609,0.7758658
1543680562743502848,1.808219,0.01176871,-0.4381516,0.3482591
1543694306638850048,1.423759,0.04143722,1.26942,1.430272
1543743509784193024,1.953837,0.01523023,-2.003179,0.416878
1543755329534191616,1.172638,0.01338131,3.480706,0.6456077
1543756154167912448,1.92452,0.01133028,-2.370383,0.3289472
1543765500016748544,1.326711,0.0289103,2.574741,1.130142
1543766599528376320,1.321933,0.03406287,1.808273,1.330349
1546992021284087808,1.891561,0.01795431,-1.643843,0.487083
1546993120795715584,1.817446,0.0208254,-1.471048,0.5986656
1546994220307343360,1.84971,0.03747012,-0.8957824,0.9330966
1546995319818971136,1.784604,0.01972309,-1.041353,0.5590746
1546996419330598912,1.732626,0.0165058,0.04375272,0.4881687
1546998068598040576,1.824373,0.0158048,-2.049152,0.4591823
1547012087371294720,1.831376,0.0211021,-1.575015,0.5778529
1547012912005015552,1.952496,0.02281312,-2.775001,0.5987583
1547014011516643328,1.826397,0.02103425,-1.460378,0.5838881
1547160796318951424,1.91354,0.01922916,-2.631134,0.5304998
1548175920446072832,1.390999,0.02516831,1.982191,0.9197283
1548176470201886720,1.324615,0.01649718,1.89593,0.6791095
1548181692882118656,1.849763,0.01870038,-1.031994,0.5251128
1548185541172815872,1.881221,0.02295725,-2.528074,0.6226169
1548187465318164480,1.893367,0.02049695,-1.549191,0.5449885
1548192413120489472,1.969933,0.01394365,-2.131581,0.3858451
1548230346271647744,1.437551,0.04764103,-0.3633391,1.753769
1548241066510018560,1.269706,0.02133567,2.591385,0.9164987
1548242440899553280,1.899465,0.0160793,-1.992501,0.449931
1551502217612126208,1.372606,0.02494922,2.803671,0.9105351
1552697387137394688,2.02156,0.01860006,-2.399013,0.4764075
1552698761526929408,1.993971,0.01353186,-1.639382,0.369478
1552702060061812736,2.007172,0.01265269,-1.859037,0.3504603
1552702884695533568,1.885144,0.02338652,-1.873232,0.6310226
