objid,specobjid,Group,RA,Dec,M_r,Lum,z,dist2BGG,lgm,sfr,sSFR,rank_dist,BGG_ID,rank_M,RA_BGG,Dec_BGG,M_BGG
1237648704595493353,349091676670683136,4000,225.454565406,0.056537044,-19.95241,7127939420.041673,0.041300425,3.1837794069807708,9.446967,-0.3820747,-9.8290417,3,13864,4,225.438501471,0.008479337,-22.030907
1237648705129349141,344688126679083008,3770,218.546906984,0.615752687,-20.170116,8710566486.321192,0.030686454,1.4415796535600405,10.17372,-1.319584,-11.493304,3,6268,4,218.52437548,0.620087707,-22.566217
1237648705666351360,344692524725594112,3770,218.896450566,0.888830534,-20.218767,9109757158.281492,0.030779472,28.836899202042076,9.890136,-0.2161649,-10.1063009,7,6268,3,218.52437548,0.620087707,-22.566217
1237648720153149538,315253650228275200,3789,171.154415404,-0.991867311,-21.266184,23904166216.93263,0.026806281,20.6899546503483,10.63393,-1.579077,-12.213007,6,547145,2,171.396154703,-0.768241644,-22.424643
1237650797288358041,526952799439710208,5200,133.849256933,0.854363729,-21.653259,34143151097.662537,0.0422429,7.293741319071654,10.88108,-1.179892,-12.060972,5,15388,2,133.948594184,0.794284344,-22.148959
1237648705135772257,408841887286323200,2355,233.293466634,0.490755848,-21.004996,18793098931.570023,0.037459704,4.518481522306682,10.66006,-1.61763,-12.27769,3,2861,4,233.241797746,0.440734784,-22.794096
1237648705115848765,326605563548952576,1300,187.784877284,0.613706212,-21.891383,42516078475.95289,0.024226106,0.0,10.93675,-1.602385,-12.539135,1,9473,1,187.784877284,0.613706212,-21.891383
1237648705115848766,325550033208371200,1300,187.796026413,0.606226463,-20.644623,13484945637.483694,0.024230105,0.8435293508383825,10.38304,-2.09808,-12.48112,2,9473,2,187.784877284,0.613706212,-21.891383
1237648705652654263,325550857842092032,1300,187.653033449,0.846251519,-19.120942,3314185401.6651554,0.024124948,16.795892349070837,9.456736,-0.9299256,-10.3866616,10,9473,4,187.784877284,0.613706212,-21.891383
1237651190285402240,505557127595583488,609,135.293430706,53.220114146,-21.744382,37132381177.82827,0.03066348,46.29247827602192,10.80628,-1.305898,-12.112178,18,51474,3,135.084406639,52.494235994,-23.048528
1237651192433279109,504416659159672832,7069,134.419258467,55.053152577,-20.869375,16586318473.339346,0.037663292,1.4144475134309815,10.43038,-1.294837,-11.725217,2,9974,2,134.436888853,55.073273103,-22.172776
1237651066815578363,674519361309927424,11071,181.01338865,65.216791804,-19.407257,4314225088.01613,0.039376677,7.526227984121181,9.958166,0.1004092,-9.8577568,4,64746,4,181.000920836,65.097122752,-21.926905
1237651192433344532,504419682816649216,7069,134.436888853,55.073273103,-22.172776,55094773249.12435,0.03873937,0.0,11.10474,-1.399724,-12.504464,1,9974,1,134.436888853,55.073273103,-22.172776
1237648721757929562,307498250749896704,1488,157.940530751,0.38793755,-20.71266,14357009904.818836,0.029572965,6.150021001541413,9.794154,0.1779819,-9.6161721,3,74725,2,157.896515761,0.475364134,-22.182291
1237648704594641215,348024050947221504,7163,223.454440422,0.08966005,-21.168179,21840953790.084404,0.044608568,6.183953100922337,10.65442,-1.574379,-12.228799,5,6855,3,223.396096989,0.010396721,-22.032088
1237648704595493284,4521721872509497344,4000,225.524896067,0.115155481,-21.068081,19917388747.180668,0.041441409,8.625102901748233,,,,5,13864,2,225.438501471,0.008479337,-22.030907
1237648720686153850,309641747879716864,774,162.35360231,-0.429879442,-21.681183,35032666922.78343,0.039724371,14.997832027351365,10.912,-1.459811,-12.371811,6,529101,2,162.338072546,-0.668071678,-22.847922
1237648721754587439,301903655274047488,2491,150.298371429,0.225689884,-22.329443,63646891842.655594,0.033810897,0.0,11.07523,-1.332664,-12.407894,1,11147,1,150.298371429,0.225689884,-22.329443
1237648722289623239,299602927142594560,7327,146.012245135,0.765634264,-19.187829,3524776627.128833,0.038590117,2.0879947123767124,9.420765,-0.3197586,-9.7405236,3,14159,4,146.020908347,0.733551682,-22.019332
1237648722289623248,299617495671662592,7327,146.016869509,0.716795969,-20.003642,7472343018.459731,0.036304703,1.0829403310222057,10.17868,-1.935431,-12.114111,2,14159,2,146.020908347,0.733551682,-22.019332
1237648722294669392,307484231976642560,1488,157.601203839,0.637089197,-19.414882,4344630032.903443,0.030095427,21.15445486676756,9.327822,-0.28933,-9.617152,11,74725,4,157.896515761,0.475364134,-22.182291
1237648704600735996,385222723254642688,1719,237.498065558,0.201994357,-22.18449,55692408500.1793,0.032754618,0.0,11.11632,-1.267909,-12.384229,1,12188,1,237.498065558,0.201994357,-22.18449
1237648704579960982,326674008147781632,3126,189.968744456,0.125485311,-19.940986,7053333192.955348,0.023965119,20.209611963644026,10.09064,-1.437991,-11.528631,8,14194,4,189.754670505,0.365546508,-22.087241
