Group,Lum_BGG,Lum_group,FracLumBGG,z_group,DeltaR12,NbGal,RA_BGG,Dec_BGG,RA_Bary,Dec_Bary,Radius_Bary_arcmin,Offset_Bary,V_BGG,V_moy,Vdisp,Voffset,size_Group_Bary_kpc,M_group,M_virial,M_virial_over_L,t_cr,BGG_SFRcategory,all_SFR,Prop_M_Sat,Prop_M_Tot,Prop_G_Sat,Prop_G_Tot,Prop_Q_Sat,Prop_Q_Tot,Misfit_Bary,Vmisfit,lMass_200,r_200_kpc
95,142298656581.5044,150214991379.15384,0.947299968365554,0.02426770875,3.888613000000003,4,201.041759634,13.976539901,201.0306139213285,13.948860447380584,2.6516430534624362,0.672438472335406,-102.29053531705955,5.400124791776761e-13,488.51866518974754,0.2093892057887471,84.29857670698026,-23.261783192994457,35526898067460.02,236.50700733182805,0.15306034931142018,Q,True,0.6666666666666666,0.5,0.0,0.0,0.3333333333333333,0.5,BMisfit,VCentered,14.209785361856849,1140.364272598392
96,123802210750.35738,143057376751.10394,0.8654024948727576,0.03616060725,2.611329999999999,4,252.565417699,23.579821489,252.5581325944502,23.581031960473133,2.8578994181564408,0.14246058224271382,-18.86179125209376,5.009326287108706e-13,127.4451620043205,0.14799927243573852,136.57041119804563,-23.20877564276492,3485310958248.7188,24.36302857917338,0.9505104221104901,Q,True,0.0,0.0,0.3333333333333333,0.25,0.6666666666666666,0.75,BCentered,VCentered,14.04282471584953,999.4204286450654
99,129430670205.10014,185886729987.47406,0.6962878426761383,0.04354506775,1.0611510000000024,4,170.735308598,34.111490506,170.7388950234526,34.11033706927241,1.3027281725621052,0.146717381836852,11.378190944127278,-7.105427357601002e-15,372.86911588834334,0.03051524103040627,75.36878820113503,-23.49312096906508,9761089616210.373,52.510954476783375,0.17929110319350186,Q,True,0.0,0.0,0.0,0.0,1.0,1.0,BCentered,VCentered,14.23019831222173,1151.269566942294
100,95223732372.17607,140971735322.7967,0.6754810257115231,0.03516480475,0.9463270000000001,4,230.772090356,8.609218112,230.77886775303352,8.614142744606518,1.7194098154848847,0.29019131290958516,-151.22794925450694,-4.902744876744691e-13,676.101326828095,0.22367645684706303,79.84470905701296,-23.192830114549064,38777832292155.305,275.075228402076,0.10475095096445168,X,False,0.0,0.0,0.0,0.0,1.0,0.75,BCentered,VCentered,13.792583799493105,825.035799020113
102,166396121816.63455,181354725287.7319,0.9175174319424846,0.04033593075,3.6805780000000006,4,119.617121024,37.78661714,119.63889408155784,37.778554906984304,0.9780767677882491,1.1657461881794733,301.53251379990104,5.098144129078719e-13,303.1770772012181,0.9945755681250728,52.29456596858742,-23.466322189557495,7061674382854.352,38.93846367471547,0.15299731906628025,Q,True,0.0,0.0,0.0,0.0,1.0,1.0,BMisfit,VMisfit,14.424359099388777,1337.658932644971
106,95911879155.8458,99211602143.34085,0.9667405533606078,0.01642800675,4.631329000000001,4,125.148698328,21.067794201,125.1603099728491,21.09555852474165,2.48848722062898,0.7185910221326859,-175.99955946886223,-2.682298827494378e-13,272.7704738718611,0.6452295109900383,53.24228704925671,-22.81140615750731,7330866548828.798,73.89122230116965,0.17313423972301317,Q,False,0.0,0.0,0.0,0.0,0.6666666666666666,0.75,BMisfit,VMisfit,13.45726894958458,641.6178515437916
112,137163955279.03188,152875390062.543,0.8972271810584855,0.02402068825,2.9331080000000007,4,153.460530226,38.764911915,153.4353413211368,38.74810646287592,1.6166787497730932,0.9593988259352169,-30.16315221974677,-2.2737367544323206e-13,521.9320618464387,0.0577913380393578,50.8634715622483,-23.280843945377313,25973517567505.668,169.89992671076502,0.08644017598019894,Q,False,0.0,0.0,0.0,0.0,0.6666666666666666,0.75,BMisfit,VCentered,14.222523138162675,1151.657722501638
120,152757027906.4908,172197243156.89734,0.887104956537001,0.0282279275,3.275297000000002,4,144.63695777,17.031291227,144.62206147072285,17.03026103867285,2.6816034507464166,0.31951632663455315,247.14435300359872,-2.2737367544323206e-13,943.7681641702297,0.26186977097377584,99.45391746784958,-23.410065485515762,174447032434179.1,1013.0651875490937,0.09347171068388667,Q,True,0.3333333333333333,0.25,0.0,0.0,0.6666666666666666,0.75,BCentered,VCentered,14.380692392358148,1298.5780096920503
125,95979570020.03885,120149153016.15251,0.7988368424630977,0.032187152749999996,1.8741209999999988,4,238.758029329,41.578336722,238.76985316716014,41.573117534971686,2.951961989029267,0.2087465014069359,455.5070104087468,7.389644451905042e-13,476.1065400735757,0.9567333612732011,125.20045076043108,-23.019301784048135,58905652203662.195,490.27105664026686,0.23325199399138835,Q,True,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3333333333333333,0.5,BCentered,VMisfit,13.900343951198536,897.0265941820695
129,112656226463.14844,136018322268.29793,0.8282430233254352,0.03203142575,2.512605999999998,4,125.840271997,4.372479421,125.84033407848696,4.3967850446025185,2.584938373367856,0.5641690181469796,-19.84982489221517,-4.973799150320701e-13,217.06115816771867,0.09144807417307303,109.09113185350337,-23.153993534235372,10311202340038.459,75.80745129100679,0.4457906461518558,Q,True,0.0,0.0,0.3333333333333333,0.25,0.6666666666666666,0.75,BMisfit,VCentered,14.087319012231273,1035.5042313499162
131,76011832032.94553,93965048662.09967,0.8089372922722118,0.036703911500000005,2.249531000000001,4,170.72310273,34.340923831,170.7607549730681,34.345526680838965,3.445815405476557,0.5472260314995017,-78.33107530869212,-1.5027978861326119e-12,106.0223624391507,0.7388165431009622,167.20537052935796,-22.75241585751345,3872744890883.322,41.214738309877276,1.3988668074120738,Q,True,0.6666666666666666,0.5,0.0,0.0,0.3333333333333333,0.5,BMisfit,VMisfit,13.519998865591063,668.9558809625127
143,161369851743.81393,188006850262.98816,0.8583190001751861,0.03365197975,2.1948870000000014,4,161.086403897,14.084465099,161.08169700260942,14.089493810909925,2.978162589638957,0.13683465366943312,23.444833237204328,4.831690603168681e-13,481.795490072909,0.048661379610788785,132.2018298463699,-23.505434184026424,61751029323106.805,328.4509539770923,0.24338754822297104,Q,True,0.0,0.0,0.0,0.0,1.0,1.0,BCentered,VCentered,14.22438713364632,1149.785824756708
146,106894460568.61185,127424365798.96538,0.8388855608452224,0.0293378445,2.5135240000000003,4,198.15662788,47.063290904,198.17646386471603,47.05653874431819,6.498195965858714,0.13947863149628065,78.036809517393,-2.2737367544323206e-13,536.8030049595578,0.14537327249737067,250.68278121099056,-23.083131201871304,119694026857263.0,939.3339029530791,0.4142220234979882,Q,True,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3333333333333333,0.5,BCentered,VCentered,13.958874607287605,939.0940860062763
152,108972672027.89758,154061834216.12378,0.7073307453618045,0.034941388000000004,1.864528,4,233.843550295,25.297130482,233.87286844374285,25.304445767669883,6.285001652547203,0.26249916349435387,18.327481186460354,-1.0089706847793423e-12,179.07697876556267,0.10234415005657792,289.9567656001233,-23.289237660354555,20879090826250.465,135.52409610390907,1.4362072269714241,Q,False,0.3333333333333333,0.25,0.0,0.0,0.3333333333333333,0.5,BCentered,VCentered,13.989447863763347,959.6771144965863
