objid,specObjID,dr7objid,petroR50_r,petroR50Err_r,petroR90_r,petroR90Err_r,petroRad_r,psfWidth_r
1237657878614638862,1046009435270440960,587732157389734187,3.362329,0.01916849,9.003414,0.1442644,7.461418,1.12706
1237657856065994926,982959591803348992,587732134841090087,1.544536,0.01510423,4.032485,0.1294307,3.241663,1.501663
1237657856065929429,982956018390558720,587732134841024633,4.169262,0.02282334,12.1889,0.0991576,12.04054,1.485402
1237657856065929302,982958767169628160,587732134841024644,2.481706,0.07566802,8.009963,0.5527388,5.624259,1.485402
1237657856065863801,982964539605673984,587732134840959022,3.882302,0.1263324,14.57599,0.6650321,10.312,1.464816
1237657851234025624,981788331421493248,587732134303236200,3.540822,0.01549585,8.230655,0.1609329,6.918266,1.36186
1237657775541059834,972901253493319680,587732054316155110,2.211656,0.04057797,5.734963,0.2941968,4.935431,1.339994
1237657773924352400,1046024003799508992,587732471456727400,4.889474,0.07371669,13.14554,0.5414773,10.958,1.244909
1237657772321472671,1063976281093203968,587729385534455885,4.569517,0.06285466,15.4314,0.3979638,11.11198,1.393802
1237657772321472648,1063976006215297024,587729385534455956,3.613172,0.01786551,7.874622,0.1238199,7.420469,1.393802
1237658491735179378,3248248244723017728,587732770510274694,5.04752,0.0201958,13.14571,0.1274323,11.80916,1.422973
1237658304886079663,865920458455803904,587728932957978806,4.62378,0.08467571,15.33785,0.5483477,11.11373,1.322582
1237658304886014057,626022371840518144,588010134658351220,6.196607,0.03500905,15.06788,0.1680275,14.22567,1.439001
1237658205573939256,1059620291858163712,587732484349034566,12.16821,0.01731702,23.93794,0.1116185,23.96802,1.349016
1237658205573873789,1059596927236073472,587732484348969030,4.520381,0.02034565,11.65043,0.1128307,10.53912,1.38929
1237658205573808387,1059582083829098496,587732484348903629,9.906039,0.2609216,23.58586,0.7248741,43.76362,1.392281
1237658205573808201,1059584007974447104,587732484348903501,18.00407,0.07049082,44.24613,0.5151288,38.28606,1.392281
1237658205048995851,1093381619932227584,587732483824091150,1.936947,0.1775375,6.271374,1.255957,4.475641,1.207292
1237658204514812077,1442386678504253440,587732483289907396,7.972316,0.05447993,15.4134,0.215347,17.1944,1.134925
1237658204514811929,1441181613508552704,587732483289907215,3.20155,0.07313884,9.399735,0.523489,7.307825,1.134925
1237658204514811907,1441181888386459648,587732483289907203,4.682669,0.1215002,14.73183,0.8214187,10.90023,1.134925
1237658204514746433,1442385304114718720,587732483289841738,4.673943,0.3628008,14.21778,2.594592,9.954114,1.120782
1237657858222456990,995443716669859840,587732136997552241,2.609859,0.00776478,5.369714,0.06037314,5.114481,1.438014
1237657858222456920,995443166914045952,587732136997552132,6.999796,1.129859,19.36235,9.317908,17.12067,1.438014
1237657858222391531,995442342280325120,587732136997486775,2.922007,0.01370453,6.026502,0.07598316,5.975999,1.378666
1237657775541190877,972932589574711296,587732054316286010,1.996372,0.01777797,5.232025,0.1411425,4.323839,1.044235
1237657775534702644,967230247344826368,587732054309797930,7.18997,0.127532,21.90207,0.9086981,16.68897,1.241812
1237657775534637474,966137607647946752,587732054309732720,6.02836,0.02787603,12.85355,0.2158659,12.10133,1.31039
1237657775534637138,966155474711898112,587732054309732732,5.771601,0.5214079,17.15167,3.96381,13.4295,1.31039
1237657851234156610,981802075316840448,587732134303367245,2.681038,0.03419463,7.120911,0.2676908,5.820245,1.358263
1237658204514746432,1441182438142273536,587732483289841737,4.406631,0.08639103,13.52441,0.6213003,9.846419,1.120782
1237658205578657826,1084350506282805248,587732484353753123,5.166681,0.009132507,11.85099,0.07054416,10.62112,1.088296
1237658205578657877,1084351056038619136,587732484353753113,3.050166,0.02390577,10.02055,0.1117189,8.798885,1.088296
1237658205595172972,1450307010145839104,587732484370268280,2.589158,0.03533331,6.288939,0.2249232,5.764789,1.353315
1237658493883580478,1373711456607954944,587732772658675774,5.768065,0.02018743,14.67608,0.1620433,12.25947,1.263931
1237657873254842378,1056117797551106048,587732152029937669,10.22591,0.1560318,29.9677,1.14397,22.95374,1.719927
1237657873254907914,1056110650725525504,587732152030003211,6.843712,0.2623352,23.7818,1.708442,16.70227,1.652739
1237657873254907919,1056110100969711616,587732152030003333,4.715218,0.07376958,12.15374,0.5436016,10.39937,1.652739
1237657873254908052,1056106252679014400,587732152030003282,2.12523,0.1659314,6.395918,1.254454,4.993408,1.652739
1237657873793417354,1058406155488880640,587732152568512617,1.950511,0.01445391,5.175385,0.1112418,4.343084,1.843527
1237657873793482757,1058383340622604288,587732152568578053,3.796656,0.0554242,11.12673,0.4155559,8.5976,1.881364
1237657878614638619,1046006686491371520,587732157389733905,9.31745,0.07385781,30.12927,0.4751553,22.40644,1.12706
1237657878614638621,1046013558439045120,587732157389733936,4.230412,0.1292887,13.38343,0.9153074,9.911121,1.12706
1237658425165807733,1127181707317897216,587732703940902980,4.628458,0.07252494,13.79486,0.4693822,11.04038,1.549709
1237658298999767181,1128198480293029888,587732577774862493,3.007953,0.0419333,7.657736,0.3370261,6.390873,1.861738
1237658312939798567,1073141805979035648,587732591714893851,14.01757,0.03898067,35.90545,0.2927006,30.44817,1.231327
1237658312943665169,1078727050153453568,587732591718760467,7.727519,0.07799708,25.75089,0.4946185,18.48275,1.737679
1237658425163776048,1124917812305881088,587732703938871352,6.847456,0.1704315,17.0444,1.118523,15.14572,1.251166
1237658491204730988,1381547401268979712,587732769979826291,1.836767,0.006594101,4.768414,0.04733764,4.088477,1.441233
1237658492278669408,1380362677506828288,587732771053764712,4.463824,0.04557301,14.44126,0.2826102,10.95225,1.410902
1237658492278734920,1381532008106190848,587732771053830198,5.980677,0.09405043,17.22316,0.7213092,13.18326,1.36887
1237658492278734937,1381528709571307520,587732771053830214,3.63923,0.025145,10.23024,0.1555839,8.739995,1.36887
1237658492278734995,1381528984449214464,587732771053830272,2.37953,0.03935484,5.756752,0.2989019,5.107605,1.36887
1237658492809445563,3249508285065226240,587732771584540744,5.986628,0.0843216,19.95451,0.5404977,14.57188,1.332029
1237658492809511086,1373696888078886912,587732771853041822,11.09817,0.09231599,23.05519,0.7615528,21.73266,1.212711
1237658493355622654,1386086460012128256,587732772130717944,3.407743,0.04927754,7.276367,0.2862746,7.233469,1.65397
1237657775006286005,1350093946507782144,587732053781381329,7.431318,0.02578662,17.9678,0.1799316,16.0943,1.20874
1237658298999832751,1128199579804657664,587732577774928022,2.726393,0.04366383,7.3328,0.3435928,5.937816,1.739377
1237657770705289291,1011209342914947072,587732049480384715,6.55859,1.046848,32.962,-1000.0,39.61694,1.452436
1237658425172164755,1825252305906198528,587732703947260052,3.955983,0.01766869,12.29592,0.09646829,10.44152,1.395302
1237658425163841661,1396195095190988800,587734861611466801,5.281315,0.01816579,16.07335,0.09010151,14.32911,1.290533
1237658491749400804,2018766635661289472,587732770524496115,3.391659,0.04844962,7.699871,0.2678977,7.366957,1.329524
1237658491749400635,2018767735172917248,587732770524495947,2.8994,0.06782425,8.694493,0.4741785,6.790974,1.329524
1237658205595107386,1450302886977234944,587732484370202694,6.190717,0.1886141,22.62159,1.099241,16.22547,1.355567
1237658205595107580,1884837041397590016,587732484370202836,2.231228,0.01277607,6.108387,0.09735867,5.02473,1.355567
1237658300056600704,1334298086561835008,587732578831695938,7.453136,0.028429,24.47744,0.18628,17.63038,1.352361
1237658298999832594,1129364237412493312,587732577774927889,4.531149,0.1047441,14.83729,0.7361856,10.84526,1.739377
1237658298999832729,1129364787168307200,587732577774928001,2.696984,0.03153318,7.965331,0.2404529,6.115476,1.739377
1237658491204665353,1380357729704503296,587732769979760661,6.192373,0.03333424,14.17574,0.2324597,12.92513,1.432242
1237658491204665406,1380354706047526912,587732769979760711,5.947997,0.0416357,20.03256,0.2578009,15.00674,1.432242
1237658493891903616,1384980075547486208,587732772666998882,2.072611,0.01102909,5.716375,0.08699617,4.613323,1.47186
1237658612519141389,1087652339684239360,588295841247657994,8.393586,0.3193476,29.45205,1.929762,20.41074,1.621006
1237658612519075853,7526897995662774272,,7.72045,0.1299292,25.8048,0.8186766,17.96948,1.636833
1237658612519272484,1088796656310183936,588295841247789150,4.491183,-1000.0,16.14752,-1000.0,9.295716,1.604314
1237658613596618862,1093382719443855360,588295842325135466,2.882327,0.03849912,7.391777,0.2624447,6.456118,1.669098
1237658613596618864,7515422117976100864,,4.811218,0.0209608,10.32887,0.1611796,9.585304,1.669098
1237658614126346384,1084348307259549696,588295842854862972,4.065157,0.04468228,9.2524,0.2768376,8.832869,1.726079
1237658803111854218,1147436361389729792,587733081886949531,2.111461,0.04372479,6.286118,0.3378808,4.772114,1.411161
1237658916385390676,1169822693009156096,587733195160485985,6.790221,0.8838184,22.7147,5.796665,16.81801,1.55196
1237658916923768882,7607823425923731456,,4.869389,0.9230179,11.48838,-1000.0,10.92248,1.472726
1237658917459918989,1170957664138586112,587733196235014221,4.990468,0.2632309,17.82526,1.586579,12.40517,1.381333
1237658917459919118,1170957389260679168,587733196235014311,4.414212,0.09493209,10.68302,0.5174249,10.1512,1.381333
1237658918529925284,1147413821401360384,587731870172250195,6.347478,0.1167039,16.98673,0.7418336,14.72198,1.156968
1237658918530056305,1147438010657171456,587731870172315741,5.634718,0.05004466,19.47236,0.3090356,14.25502,1.248041
1237658918530056399,1147439659924613120,587731870172315852,1.39497,0.007484123,3.286982,0.05250518,2.98913,1.248041
1237658918530056413,1147440209680427008,587731870172315866,2.455473,0.01208321,6.460506,0.07622464,5.662273,1.248041
1237658800431104018,1170959313406027776,587733079206199318,1.4366,0.0183306,3.586474,0.1600306,2.978874,1.241966
1237658803114541156,1169966179276580864,587733081889636444,4.243371,0.05627112,9.841675,0.3263848,9.423248,1.262596
1237658919069548778,1169955184160303104,587733197844643922,6.65491,0.05589466,12.61091,0.1960263,14.18614,1.732457
1237659119877554442,1899540257217472512,587733398652649679,5.013709,0.1202171,14.28061,0.7688136,12.03539,1.791744
1237659120414687490,4703136344230350848,,2.875282,0.1328887,9.228829,0.9332558,6.497169,2.18977
1237659133287923758,6801753304391241728,,4.730885,0.03036143,13.9268,0.1717123,12.02279,1.479508
1237659150459142296,1309556326610790400,587733429234237590,4.096058,0.03065339,9.497245,0.1835181,9.036939,1.5342
1237659132751577262,1184585556714088448,587733411526672449,13.35876,0.04844929,33.62744,0.4342563,27.10838,1.464957
1237659132751642708,1184600674998970368,587733411526738024,9.935391,0.02548823,22.44312,0.1895195,20.52567,1.486771
1237659132751642830,1184599300609435648,587733411526738098,2.288682,0.04037997,5.550512,0.2802782,5.051115,1.486771
1237659133289693297,1185734546398668800,587733412064788537,4.759057,0.03310901,16.29189,0.2043862,12.16433,1.657478
1237659133289693298,1185736745421924352,587733412064788748,1.805425,0.01459501,3.498781,0.04793444,3.784006,1.657478
1237659133289693476,1185732622253320192,587733412064788726,4.39357,0.07838844,11.20573,0.3449253,11.42561,1.657478
1237658608219848819,1075382885520795648,587729388226871372,6.283272,0.08770216,21.0223,0.5504375,15.74059,1.314983
1237658608219848869,1075379861863819264,587729388226871394,2.61936,0.07394117,7.358711,0.6058889,5.664085,1.314983
1237659163882029415,1499857876879960064,587733442657124596,8.010922,0.1114236,14.99459,0.3469429,17.39009,1.265971
1237659162816020815,1507592940946483200,587733441591116099,7.529419,0.1016953,20.80989,0.7077471,16.90354,1.046355
1237658608219848803,1075358696264984576,587729388226871363,2.319463,0.01795925,6.624677,0.1105672,5.64106,1.314983
1237659161200164882,1185581989160314880,587733399716757515,5.096895,0.05607873,16.73034,0.3610992,12.40293,1.015926
1237659131675213861,1181082517449500672,587733410450309163,5.498922,1.575836,18.49474,-1000.0,13.72346,1.495972
1237659131675148445,1182290880225110016,587733410450243779,2.962132,0.03760065,7.139041,0.232338,6.52107,1.541289
1237659131675148384,1182292254614644736,587733410450243708,1.729073,0.08316173,5.719325,0.5555035,3.802465,1.541289
1237659131675148382,1181093512565778432,587733410450243707,4.903305,1.055761,22.17324,5.98995,23.00931,1.541289
1237659120938516594,1183431344416385024,587733399713611891,2.613129,0.01915319,7.974735,0.1362052,6.021721,1.579718
1237659163880915192,1498730052576110592,587733442656010474,4.848043,0.08568359,11.28917,0.3781482,11.66695,1.268473
1237659163880915172,1498727578674948096,587733442656010446,1.765394,0.009262989,5.429464,0.07058308,3.926091,1.268473
1237659163880914976,1498730877209831424,587733442656010273,4.091134,0.01569371,13.45027,0.1044432,10.2433,1.268473
1237659163880849535,1498716858436577280,587733442655944814,4.097021,0.1073131,14.127,0.6062636,11.14599,1.255344
1237659162817855979,1512125678017865728,587733441592951251,4.039507,0.09059457,10.61021,0.6120292,9.1316,1.0528
1237659162817791439,1512230956256225280,587733441592885929,4.483659,0.08430362,9.286587,0.4260109,9.859927,1.058968
1237659162813858137,1505344439667681280,587733441588953245,2.1217,0.05974386,6.134729,0.4482286,4.838622,1.069693
1237659162813530574,1505468684481619968,587733441588625816,1.52776,0.0179187,4.411074,0.1480492,3.312448,1.103566
1237659162813530234,1505464561313015808,587733441588625533,8.832662,0.06086492,22.0103,0.3118897,20.96534,1.103566
1237659162813530232,1505464011557201920,587733441588625563,8.06023,0.06526296,26.75109,0.4186819,18.44324,1.103566
1237659162813465004,1505464286435108864,587733441588560299,5.472708,0.07233965,12.23013,0.3389266,13.15221,1.112383
1237659161736052817,1500838366390806528,587733440511148120,3.891786,0.008753601,10.70965,0.05167374,9.555346,1.127309
1237659161197019316,1183447287334987776,587733399713611922,7.044167,0.1006735,19.7305,0.6574286,16.80665,1.137244
1237659161197019306,1183442889288476672,587733399713611908,2.948915,0.05900221,8.030353,0.4022928,6.820133,1.137244
1237659161197019293,1183443164166383616,587733399713611902,4.004967,0.01583912,8.717822,0.07228892,8.783426,1.137244
1237659161197019182,1183442339532662784,587733399713611806,7.044717,0.2759156,19.41238,1.877324,16.16599,1.137244
1237659161195249691,1497532685352986624,587733439970344990,5.856761,0.6569267,16.28743,6.172742,12.76115,1.21101
1237659144558477427,1304933155093899264,587733423333572712,2.003011,0.03619783,6.459443,0.2524962,4.713907,1.525519
1237659133287923957,1184570438429206528,587733412063019103,7.289604,0.01535526,17.05485,0.1026093,15.65117,1.479508
1237659133287923860,1184561367458277376,587733412063019036,2.779637,0.1128308,8.422724,0.8297886,6.294511,1.479508
1237659133287923800,1184569064039671808,587733399714660380,2.131654,0.2763667,6.763047,2.032294,4.825147,1.479508
1237659133287923757,1184560542824556544,587733412063019071,4.593205,0.2524997,15.20407,1.67716,11.16643,1.479508
1237659133284909282,1180118245500282880,587733412060004586,3.268876,0.05787665,8.245648,0.3860215,7.203017,1.376533
1237659133284909256,1180115496721213440,587733412060004357,3.205042,0.02096516,10.76516,0.113497,8.694704,1.376533
1237659133284843828,1180116871110748160,587733412059939110,3.478547,0.05209609,8.242832,0.3026063,7.759735,1.389307
1237659133284778240,1181168279356467200,587733412059873503,5.348312,0.0408365,10.80463,0.1661566,11.57595,1.334137
1237659120414621821,1899563072083748864,587733399189717130,5.524743,0.1932038,15.89572,1.430181,12.72271,2.240631
1237659120414490818,1906323147569784832,587733399189586117,3.690002,0.1168975,11.61129,0.8397023,8.521166,1.801527
1237659120404332715,1185721627137042432,587733399179428002,7.436657,0.2256002,17.82221,1.255526,16.24501,1.497923
1237659120399613971,1180106700628191232,587733399174709274,4.247764,0.08762069,14.16644,0.5830327,10.26177,1.407555
1237659119877554254,1906310503186065408,587733398652649736,1.574651,0.01610271,4.006662,0.1180573,3.447094,1.791744
1237659119877554253,1899536683804682240,587733398652649735,1.597948,0.02346461,4.555133,0.1985116,3.401566,1.791744
1237659119877554250,1899539982339565568,587733398652649529,6.749703,0.2681634,20.66944,1.827664,15.75978,1.791744
1237659119877554191,1899516067961661440,587733398652649658,3.557615,0.2169394,10.17569,1.251669,8.978795,1.791744
1237658916923834489,1172089611392935936,587733410442838105,6.805681,0.04239682,14.59826,0.1972879,15.28266,1.47691
1237658802041716895,1171088506022291456,587733080816812204,5.003811,0.08633802,11.10934,0.4198099,11.31617,1.257703
1237658802041651318,1172159705259206656,587733080816746644,6.362497,0.0333566,14.25682,0.2246262,13.5473,1.277758
1237658800967254132,1171020336301369344,587733079742349345,7.896321,0.0451513,18.58098,0.3152984,16.86075,1.277518
1237658800967188670,1171020611179276288,587733079742283910,8.404208,0.1275706,28.08355,0.8088171,19.94713,1.239811
1237658800967188515,1169836986660317184,587733079742283951,6.923838,0.01923466,18.10005,0.1135815,16.0675,1.239811
1237658611982270552,1088825518490413056,588295840710787165,6.865623,0.01814566,14.48207,0.1369928,13.49597,1.619235
1237658493892624511,1386098004884219904,587732772667719710,7.194446,0.02171763,15.90905,0.1280571,14.97454,1.535253
1237659324412526747,1498738298913318912,587733603187621977,4.206824,0.153321,15.31837,0.9071881,11.04406,1.083842
1237659324412526601,1312822152398923776,587733603187621900,7.574626,0.02934924,24.16688,0.2047808,17.80504,1.083842
1237659324412461258,1312826275567527936,587733603187556583,3.461604,0.02758738,8.899697,0.2011993,7.594701,1.066075
1237659161736118494,1502040407175882752,587733440511213830,3.404562,0.03630228,7.282571,0.2193275,7.106572,1.116757
1237659161735921721,1500859531989641216,587733440511017023,5.253131,0.04437881,17.56278,0.2810119,12.91115,1.068533
1237659161735856432,1500860356623362048,587733440510951800,2.132417,0.02403492,6.439487,0.1765506,4.773601,1.05055
1237659161201803605,1187993497953658880,587733412066754840,2.545838,0.03277185,6.795365,0.2769206,5.410345,1.111616
1237659161201803476,1187993772831565824,587733412066754711,2.436897,0.1203248,7.772798,0.8520993,5.725304,1.111616
1237659161201803392,1187991298930403328,587733412066754684,5.262639,0.02591012,17.27178,0.153569,13.60905,1.111616
1237659161199771728,1185733172009134080,587733412064723076,3.998136,0.1760109,12.9397,1.191812,9.752979,0.9864715
1237659161196953825,1182366746527426560,587733399713546412,5.04688,0.02165175,11.02884,0.1314543,10.76854,1.089739
1237659161195315318,1497534884376242176,587733439970410629,1.803161,0.02422675,5.288667,0.1911173,4.066001,1.135838
1237659161195249868,1181225179083204608,587733412597137445,5.628788,0.4431229,11.3849,3.087247,12.24545,1.21101
1237659153686856106,1900629876629596160,587733432461951426,6.571656,0.04487921,14.83216,0.2536735,13.93955,1.280453
1237659153685479964,1903915488862300160,587733432460575225,3.486947,0.03733852,7.97482,0.215489,7.646799,1.32429
1237659153685479679,1903918512519276544,587733432460574946,3.942864,0.07864751,13.71272,0.4852561,9.557933,1.32429
1237659149921157266,1308413934012753920,587733428696252564,5.196399,0.02302354,10.24002,0.1204196,10.32011,1.617058
1237659149921091774,1308402114262755328,587733428696187039,3.261411,0.02747731,6.720254,0.1502851,6.624618,1.6756
1237659149920960691,1307211343757076480,587733428696055911,5.199147,0.04164494,17.4462,0.2507568,13.49015,1.880314
1237659146705764387,1305083513308997632,587733425480859679,4.970353,0.09343051,17.59747,0.5571716,12.07726,1.70454
1237659146705698902,1305076366483417088,587733425480794201,3.247015,0.03063539,9.551216,0.1907412,8.058923,1.832375
1237659146705698884,1305074992093882368,587733425480794188,4.720418,0.01453463,10.37951,0.08337489,10.042,1.832375
1237658919069614163,1169965904398673920,587733197844709467,12.87985,0.04277842,38.44063,0.2981278,27.14243,1.710307
1237658919069614102,1169966454154487808,587733197844709402,3.880113,0.02323947,7.976016,0.136066,7.993995,1.710307
1237658917995348143,1169916426375424000,587733196770443375,3.55158,0.02894799,8.174812,0.164268,7.931459,1.312609
1237658917459918871,1172146785997580288,587733196235014168,8.218399,0.2176364,27.00298,1.402983,18.72009,1.381333
1237658916386242683,1172142937706883072,587733195161337976,4.899957,0.0193757,9.447935,0.1263082,9.53892,1.372564
1237658803114475562,1169956833427744768,587733081889570890,6.750721,0.05589636,21.47327,0.3661426,15.50077,1.354486
1237658802577539120,1169952710259140608,587733081352634415,3.486413,0.01898817,11.60757,0.1167956,9.005055,1.300143
1237658802577145864,1168859520252798976,587733081352241160,2.880111,0.01676169,8.492653,0.1008316,7.334221,1.319092
1237658802577080538,1168855122206287872,587733081352175786,1.806896,0.01987304,3.920648,0.1221405,3.821167,1.262007
1237658802577080463,1169903781991704576,587733081352175734,13.72423,0.04239813,29.69911,0.1583725,33.62009,1.262007
1237658802577080326,1169905706137053184,587733081352175620,5.151621,0.2034535,17.20617,1.305023,12.2337,1.262007
1237658802572361742,1141822529896212480,587733081347457038,4.517039,0.1299847,14.41562,0.8916627,10.49676,1.264516
1237658802572099607,1141802188931098624,587733081347194950,2.765836,0.0159824,7.832306,0.1121177,6.462365,1.183152
1237658802572099605,1141796691372959744,587733081347194902,5.729289,0.2055921,18.53121,1.434212,13.40358,1.183152
1237658802572099593,1142906648814184448,587733081347194892,1.430793,0.009223743,4.125395,0.07136659,3.203158,1.183152
1237658802041716762,1172155856968509440,587733080816812054,2.869484,0.06631648,8.607074,0.4885118,6.62445,1.257703
1237658801505501410,1172104179922003968,587733080280596517,4.667607,0.03396003,11.10988,0.2037666,10.24696,1.290452
1237658800968761372,1173275434700269568,587733079743856668,2.917648,-1000.0,7.439301,-1000.0,6.37351,1.334963
1237658800968761371,1172076692131309568,587733079743856675,21.36058,3.142299,42.50101,-1000.0,48.77922,1.334963
1237658800968761369,1173274884944455680,587733079743856673,7.937997,0.07605382,24.31208,0.5298389,18.15993,1.334963
1237658800967254171,1169823517642876928,587733079742349373,2.732578,0.2055674,9.474488,1.22213,7.050719,1.277518
1237658800967188592,1169822967887063040,587733079742283858,5.742595,0.02059127,18.17543,0.1443991,13.0564,1.239811
1237658800431104162,1170959588283934720,587733079206199441,2.700738,0.03611894,7.104293,0.2646987,5.950219,1.241966
1237658800431104015,1876979380979263488,587733079206199317,6.739832,0.1399197,23.00002,0.8444389,18.37405,1.241966
1237658613596618841,1093376122374088704,588295842325135447,4.01432,0.03182061,9.764005,0.1915192,9.172115,1.669098
1237658612519272452,1087629799695869952,588295841247789063,7.712491,0.06199044,25.57333,0.3935037,18.53245,1.604314
1237658612519207104,1088809575571810304,588295841247723676,3.841615,0.3333288,8.89156,3.330332,8.004162,1.524209
1237658612519207091,1087640519934240768,588295841247723663,3.256786,0.05242913,8.410323,0.4143057,7.007172,1.524209
1237658612519206931,1088808201182275584,588295841247723539,6.642702,0.0362987,18.64826,0.2252939,15.73808,1.524209
1237658609829871658,1074136589023602688,587732590105067687,2.097943,0.03470016,5.768392,0.2739395,4.614084,1.293284
1237658612519075952,1088829916536924160,588295841247592497,4.679698,0.2322598,15.64915,1.485494,11.00611,1.636833
1237658612519141393,1088818646542739456,588295841247657998,3.938007,0.2534994,11.79744,1.888338,9.36759,1.621006
1237658612519141394,1088819471176460288,588295841247657999,29.18359,2.398223,55.46076,7.218337,106.7298,1.621006
1237658612519141503,1087647391881914368,588295841247658074,2.015394,0.01119816,5.177383,0.0797441,4.509047,1.621006
1237658612519141592,1087637496277264384,588295841247658170,5.476784,0.07950769,15.80025,0.4940939,13.27478,1.621006
1237658919069548563,1169956008794023936,587733197844643981,4.294669,0.01559104,9.292783,0.1069445,8.907022,1.732457
1237659150459142239,1309557701000325120,587733429234237557,6.394186,0.1435917,21.32322,0.9610637,15.20358,1.5342
1237659150459142313,1309558525634045952,587733429234237604,2.164174,0.01634988,5.818933,0.09872566,5.195419,1.5342
1237659132751577102,1184584457202460672,587733411526672426,9.244884,0.08230283,21.83169,0.5588869,19.33342,1.464957
1237659132751577202,1184587755737344000,587733411526672511,8.591817,0.04628956,19.69196,0.3169502,18.19448,1.464957
1237659132751642639,1184599575487342592,587733411526737936,2.304721,0.01115221,7.005081,0.07599036,5.619334,1.486771
1237659132751642884,1184598475975714816,587733411526738143,2.779095,0.05697455,6.630949,0.421428,5.848641,1.486771
1237659133289627743,1185732897131227136,587733412064723046,8.085832,0.06519052,24.74503,0.4631252,18.58134,1.552408
1237659161201803332,1504281211789404160,587733412066754660,2.106928,0.05853999,6.869242,0.3902906,5.203286,1.111616
1237659161195249685,1497530486329731072,587733439970345001,7.87196,0.06036213,25.89438,0.4036293,18.81997,1.21101
1237659153685479918,1905144746435700736,587733432460575186,3.270441,0.05548414,7.601743,0.3054436,7.477336,1.32429
1237659324412526931,1312821877521016832,587733603187622059,3.64699,0.05594562,7.70826,0.2276103,8.394622,1.083842
1237659324953854088,1317332898935760896,587733603728949419,5.793421,0.01855907,19.36442,0.1187768,14.6813,1.080591
1237660764842164280,1434470198844352512,587735043617259582,2.695328,0.3840924,5.381294,-1000.0,5.401818,1.582858
1237660342862872626,5147787366610784256,,10.79332,0.2055407,36.7311,1.142493,26.28836,1.391078
1237659329780121629,1321924459929561088,587733608555216924,9.969222,0.05826922,25.57505,0.4886767,20.89386,1.495741
1237660669818241082,6013589831627853824,,3.73525,0.04402764,12.64775,0.2660893,8.757199,1.251389
1237659329239777432,1317354889168316416,587733608014872696,3.042877,0.03337131,10.90784,0.2009116,7.689182,1.340627
1237659327099896060,915391573250828288,588011101034512471,1.892757,0.03674912,4.732584,0.2746688,4.115135,1.136184
1237659327090458741,1305085437454346240,587733605865554041,2.692503,0.02893938,6.42751,0.199564,5.853543,1.623039
1237659327090458728,1305086536965974016,587733605865554016,3.453811,0.03208647,7.420206,0.158081,7.62475,1.623039
1237659326567612969,1321927758464444416,587733605342708264,6.228952,0.163868,12.49867,0.6216735,14.57797,1.169192
1237659325489217903,1316224316286724096,587733604264313024,4.558808,0.06213449,15.1594,0.4007333,10.85105,1.154427
1237659325489217804,1316229813844862976,587733604264313094,3.835979,0.046816,8.633842,0.2574267,8.552962,1.154427
1237659325489217798,1316223491653003264,587733604264313089,1.579859,0.01692229,4.373755,0.115943,3.668927,1.154427
1237659325489152123,1316230638478583808,587733604264247463,3.306166,0.03175364,9.985213,0.2090659,8.020007,1.151181
1237659325487644730,1315167135487518720,587733604262740046,4.466402,0.1484734,12.38809,0.9304543,10.51556,1.074458
1237659326026547328,1316181985089054720,587733604801642657,8.066486,0.6071647,26.92642,3.694147,18.49219,1.04088
1237659326026612899,1316178411676264448,587733604801708234,2.352332,0.0311045,5.916408,0.2207454,5.208566,1.080062
1237659324953657528,1317355713802037248,587733603728752863,10.80231,0.06045834,22.01538,0.309564,22.18671,1.068656
1237659324957262004,1321926933830723584,587733603732357553,2.971745,0.04812272,8.795107,0.347397,6.848717,1.131643
1237659324957327415,1321937379191187456,587733603732422719,5.881436,0.1544389,17.8822,1.063282,13.74621,1.157719
1237659330848751703,6792788985536335872,,3.443333,0.03071391,7.520649,0.1496968,7.680626,1.463032
1237660634920976629,1371518755309381632,588297863649493239,12.20869,0.1188415,26.44399,0.3221364,31.81299,1.556739
1237660764842164279,1434469923966445568,587735043617259581,10.39407,0.05352574,25.04721,0.3934362,22.31807,1.582858
1237661064952480025,5994445410311360512,,6.730335,0.04017393,21.13977,0.2796981,15.37315,1.300307
1237661064952480026,1470474256868468736,587735343727575171,3.289371,0.05961978,10.85454,0.4002267,7.787075,1.300307
1237660561894801475,1356732247406831616,588297863634878612,3.057229,0.06059277,7.225516,0.3639868,6.754454,1.128445
1237660613972918418,1375948138807846912,587734892748013617,2.144348,0.02291857,6.334002,0.1643239,5.063016,1.616589
1237660613972983968,1375947039296219136,587734892748079266,6.956512,0.08275069,16.73398,0.458133,15.56224,1.739432
1237660636533030975,1611268370005518336,588297865261547571,13.62862,0.1064066,31.39244,0.5772991,30.1749,1.636748
1237660936090681416,502299274625705984,587725980690612276,3.111831,0.05985441,10.04475,0.4200892,7.020561,1.300875
1237659324943237142,1304932880215992320,587733603718332439,5.433985,0.04306911,19.40686,0.2499925,13.36751,1.448855
1237659327103697164,919921286732343296,587729652349141243,2.681809,0.02109525,6.319041,0.1559545,5.671831,1.163402
1237659327103631521,919936954773039104,587729652349075661,7.446064,0.8937177,16.61427,7.925812,15.82945,1.209031
1237659327103696926,919923210877691904,587729652349141047,11.64916,0.04439683,30.48002,0.2270052,27.94383,1.163402
1237659330849276115,1316180885577426944,587733609624371418,2.701556,0.09737861,9.026488,0.6849667,6.447766,1.358611
