objid,specObjID,dr7objid,petroR50_r,petroR50Err_r,petroR90_r,petroR90Err_r,petroRad_r,psfWidth_r
1237648722291327203,562961531747198976,588848900973265097,4.271613,0.1241569,9.562626,0.7624395,9.417641,1.292875
1237648722291392551,301889911378700288,588848900973330470,5.038122,0.08402049,13.27656,0.5216362,11.93886,1.28953
1237648722291392795,301890461134514176,588848900973330508,2.614365,0.03028954,6.627561,0.1995343,5.8785,1.28953
1237650371015802971,367219056459147264,587724649790898268,1.664407,0.08513641,5.268802,0.6290599,3.808181,1.274006
1237650371015802996,368290254303553536,587724649790898308,2.994891,0.03759456,9.139031,0.2919724,6.659847,1.274006
1237650371015803032,368285856257042432,587724649790898229,2.365039,0.05258933,7.349938,0.3332757,5.932505,1.274006
1237650371015803063,367217682069612544,587724649790898256,3.14537,0.02219218,9.504684,0.1427284,7.860795,1.274006
1237651067886698646,671136439798360064,587729156279566429,3.749428,0.07924696,9.40455,0.3982136,9.029991,1.31906
1237651067886764056,671136714676267008,587729156279631878,6.586781,0.1761187,20.63406,1.28064,15.64166,1.268571
1237651067886764057,7999520050708238336,,8.298195,0.6984045,20.46305,5.699667,17.42975,1.268571
1237651191352590533,492071342200350720,587725470127685799,9.419964,0.6632469,19.52148,4.260574,19.31862,1.132795
1237651191352590673,492070517566629888,587725470127685921,2.368083,0.0264024,5.130915,0.1698865,4.988709,1.132795
1237651714799829366,708227909453637632,587725993574924673,5.636021,0.09147909,11.44163,0.2870157,13.31522,1.412735
1237651714799829110,708232032622241792,587725993574924431,7.322852,0.02340413,20.1835,0.1551901,17.24604,1.412735
1237651714799763831,708231207988520960,587725993574859084,2.849453,0.0223324,6.952301,0.1616099,6.113677,1.397817
1237651735776461019,606947219924346880,587726014551556317,2.381646,0.1102433,6.887713,0.8498165,5.283723,1.190015
1237651753989439617,527009974044354560,587726032764535084,1.530982,0.01229041,4.15504,0.09267039,3.414408,1.388307
1237651753989439778,525955267330861056,587726032764534897,3.179469,0.2765332,10.69472,1.772239,7.213902,1.388307
1237651753989439984,525945096848304128,587726032764535245,3.902887,0.1056617,8.937462,0.5104737,18.0145,1.388307
1237651753989439991,527014097212958720,587726032764535253,3.809861,0.1268522,8.278379,0.6200671,9.529191,1.388307
1237651714799763713,708233132133869568,587725993574858982,2.828096,0.09298046,7.720115,0.6420588,6.268174,1.397817
1237651755078189138,573185621871323136,587726033853284489,5.524954,0.09669029,17.84659,0.6268118,13.36769,1.486153
1237651271360315513,551694560128952320,587725550135410783,3.986266,0.05041206,8.986065,0.2888558,8.846455,1.620115
1237651755078189139,573176550900393984,587726033853284403,3.863496,0.01895712,12.1738,0.1283416,9.317035,1.486153
1237651755078189251,573175451388766208,587726033853284486,3.859501,0.02566306,9.091312,0.1870708,8.142637,1.486153
1237651755078254741,573184522359695360,587726033853350030,4.469048,0.1089337,9.180398,0.4304803,10.31164,1.501461
1237651801771016391,301891560646141952,587728949584461915,4.025286,0.02843862,13.38227,0.1817904,9.360256,1.140705
1237654390566551605,4281911237670096896,,4.424409,0.1622512,14.99621,1.104349,10.36428,1.407991
1237653587944538240,613676509068027904,587727866719633493,1.953201,0.0460429,5.543764,0.4047574,4.108559,1.412677
1237654601032335439,651927971124242432,587728879807430742,2.575298,0.03009151,6.19922,0.2119494,5.603461,1.669857
1237654601032335447,651925222345172992,587728879807430754,2.195781,0.0515408,5.637451,0.429641,4.698503,1.669857
1237653587944538167,612646266656024576,587727866719633470,3.048378,0.05249927,7.513643,0.3682764,6.66082,1.412677
1237653587944472893,613684480527329280,587727866719568186,3.708823,0.02283355,8.071334,0.1346502,7.877276,1.44013
1237654653099114818,853580876133459968,587728931874210106,5.108042,0.142998,14.94799,1.077583,11.85201,1.344062
1237654605327106136,5375270275704442880,,4.267617,0.0652602,12.48125,0.4571406,9.732952,1.098594
1237654605327106135,651928795757963264,588010359078912094,4.82129,0.5464309,15.08968,3.756659,11.97857,1.098594
1237654602101686404,5405657203582717952,,7.338174,0.07986563,24.2912,0.4320445,20.788,1.358857
1237654653099180063,4280926075503267840,,4.943368,0.2810129,17.86851,1.586895,13.55344,1.396281
1237654653099180064,854626236830345216,587728931874275353,1.180357,0.01511326,2.240141,0.05797408,2.389534,1.396281
1237654880206717282,666614692440991744,587729158981812484,3.180772,0.03627064,7.212583,0.29772,6.442964,1.454311
1237654880206782752,666615242196805632,587729158981877994,3.539308,0.03476965,7.460171,0.1726256,7.806278,1.439868
1237654880206782779,666613592929363968,587729158981877839,6.659843,0.01798878,15.16845,0.09907913,14.38242,1.439868
1237654880206848142,666614142685177856,587729158981943446,4.468559,0.0703153,10.36978,0.3450646,10.00665,1.372759
1237654602101686300,646371864276396032,587728880876781605,4.875856,0.1490068,14.26501,1.210516,10.14656,1.358857
1237654602101686394,646372688910116864,587728880876781673,6.154949,0.04233342,12.74303,0.2043894,13.97263,1.358857
1237654602101686405,646372963788023808,587728880876781695,8.98125,2.944568,22.81848,-1000.0,21.11621,1.358857
1237654604257100053,941252911738939392,588010358008906032,5.9439,0.1108772,12.63739,0.5154996,13.92079,1.154999
1237654604257165468,941256485151729664,588010358008971398,1.846462,0.09511187,5.799998,0.6835715,4.34585,1.16891
1237654604257165484,942460729724790784,588010358008971411,2.903529,0.02165009,6.399078,0.1178132,6.337471,1.16891
1237655107843260447,7695727181608275968,,4.011314,0.04626625,11.8656,0.3158359,9.371408,1.507485
1237655107843260449,1077514563504596992,587729386618355753,8.789821,7.296744,24.52334,-1000.0,19.9747,1.507485
1237655107843260596,1077514838382503936,587729386618355898,3.82872,0.04071244,7.671873,0.1453341,8.824111,1.507485
1237655108895637827,854627336341972992,587728906639442202,1.901744,0.03609701,5.442686,0.2716253,4.188338,1.309549
1237655123929989200,5368396683544907776,,8.108498,0.02998006,19.51793,0.218303,16.83245,2.181942
1237655125550891069,956025126392981504,588010879302697044,2.937554,0.01945466,9.700276,0.136368,7.03057,1.28793
1237655125550891168,956020178590656512,588010879302696997,4.283659,0.09531713,14.97364,0.5825482,10.7844,1.28793
1237655125550891208,956018529323214848,588010879302697121,7.549753,0.05705983,19.28586,0.4022679,16.68103,1.28793
1237655125550891237,956024576637167616,588010879302697148,4.673074,0.03780825,9.420102,0.2522317,9.315544,1.28793
1237655369294545031,887212464352028672,588011123046350990,3.55915,0.03785495,8.553812,0.2485712,7.715258,1.994881
1237655464312045618,888435671105038336,588011218063851580,5.196828,0.02059554,10.96206,0.1487984,10.2559,1.172499
1237655464312045754,887214388497377280,588011218063851701,3.303535,0.03904718,9.152959,0.2458615,7.983198,1.172499
1237655464312045814,888436770616666112,,2.143665,0.02314747,4.761322,0.1614132,4.460305,1.172499
1237655107843194983,1077528582277851136,587729386618290286,1.886265,0.01217961,4.682271,0.1027302,3.950091,1.548378
1237654953743351915,710458269260343296,587729232518447215,3.429008,0.04529228,12.0134,0.2805002,8.346163,1.28983
1237655494368755717,1024596992652765184,587729773143851011,6.669532,0.431767,24.01693,2.515615,16.29443,1.538608
1237655494368755879,1024599191676020736,587729773143851046,8.517777,0.306179,25.05745,1.890714,20.97334,1.538608
1237655499737726994,1024708318205077504,587729778512822288,75.77698,19.33947,225.0436,-1000.0,258.3804,1.550417
1237655499737727088,1024717389176006656,587729778512822322,18.48783,0.1916339,39.90168,1.191787,37.75362,1.550417
1237655499737661514,1024703370402752512,587729778512756836,10.0018,0.06279289,26.72672,0.4069848,23.0969,1.582616
1237655494368755940,1024590670460905472,587729773143851173,5.310293,0.08641764,11.56262,0.4468609,12.08319,1.538608
1237655494368690455,1025749831416571904,587729773143785691,3.998831,0.043292,8.765772,0.2784702,8.445464,1.488832
1237655499737661519,1025804257242146816,587729778512756840,21.66434,22.04009,63.32064,-1000.0,50.09359,1.582616
1237657627910406192,982914511826610176,588013381662212112,4.060415,0.1010661,13.05011,0.6829051,9.582717,1.414762
1237658206113890490,984092083142813696,588013381662146706,5.663064,0.02917293,11.82007,0.1599575,11.84022,1.181697
1237657855529255234,982913412314982400,587732134304350303,4.124105,0.04885886,8.179519,0.2372721,8.723481,1.690073
1237658206113824838,1082089360150521856,587732484888920137,3.409677,0.1239608,11.81792,0.7609363,8.172115,1.220435
1237658205583245523,1089973404871714816,587732484358340763,5.124771,0.08337761,11.35644,0.473803,11.91948,1.200468
1237658205583245501,1089974779261249536,587732484358340737,6.424658,0.1393149,18.25133,1.108287,14.1507,1.200468
1237658205583245319,1089972855115900928,587732484358340724,5.298513,0.2330222,16.20064,1.776126,12.32843,1.200468
1237658205583245318,1089973129993807872,587732484358340612,7.304822,0.2316335,21.93576,1.7195,16.49741,1.200468
1237658423017078995,1125946405551106048,587732701792174276,7.862014,0.336345,22.35951,2.603736,17.16079,1.377859
1237658423017079041,1125944206527850496,587732701792174316,5.166697,0.04964586,11.61261,0.2542383,11.49912,1.377859
1237658423017144333,1125940633115060224,587732701792239634,4.526025,0.04918753,15.52462,0.3081575,10.8656,1.448797
1237658297923862671,1125969770173196288,587732576698957969,4.1844,0.05445361,10.20261,0.3279503,9.49163,1.395949
1237658800966926419,1169860076404500480,587733079742021829,10.68462,0.0276761,22.77856,0.1827078,21.86919,1.354615
1237658800966926361,1169865573962639360,587733079742021656,6.315822,1.978656,14.00993,-1000.0,13.42643,1.354615
1237658800966926360,1169869697131243520,587733079742021655,3.667339,0.1152296,9.939178,0.9015635,8.021015,1.354615
1237658491739111525,1377022087092267008,587732770514206828,6.27402,0.04474998,13.27303,0.2573958,13.6549,1.662833
1237658491739111535,1377024560993429504,587732770514206833,5.346097,0.06473982,13.82541,0.5474384,11.3463,1.662833
1237658491739111564,1376999272225990656,587732770514206853,7.420193,0.0860257,23.08571,0.388963,20.99856,1.662833
1237658491739177044,1377002845638780928,587732770514272365,4.102282,0.04448338,11.42532,0.2646369,9.984712,1.639321
1237658493346644079,1373726574892836864,587732772121739379,1.54661,0.01555208,3.883135,0.119114,3.333466,1.268445
1237658916922065124,1169854853724268544,587733195697160381,4.002031,0.3495892,12.19197,2.65828,8.992618,1.451146
1237658298461126769,1125943931649943552,587732577236222094,5.213833,0.2203455,14.58597,1.36243,12.5862,1.344769
1237658297923928238,649788047105222656,588010360687952021,4.058937,0.099995,10.75406,0.8448068,8.777288,1.348793
1237658297923928175,1125967846027847680,587732576699023446,3.314012,0.0251365,9.423747,0.1711207,7.614932,1.348793
1237658297923928104,1125968395783661568,587732576699023548,10.23109,0.2618488,23.9385,1.584722,22.54465,1.348793
1237658492265627793,1390527662505617408,587732771040723104,2.155175,0.01507217,6.444817,0.09926336,5.225642,1.243177
1237659163345551519,1499708893054396416,587733442120646816,2.332091,0.04615973,7.807057,0.2927776,5.88103,1.12044
1237659161735790785,1500883171489638400,587733440510886088,6.353913,0.1092054,16.45608,0.9322605,13.38495,1.075437
1237659161735790742,1500882071978010624,587733440510886054,4.841282,0.159511,11.59496,0.4909919,13.94155,1.075437
1237659161735725316,1500880972466382848,587733440510820644,3.269369,0.3418055,7.56033,2.848235,7.090656,1.059211
1237659162274038053,1501961517216589824,587733441049133324,7.827824,0.02641866,15.66932,0.1402961,15.53983,1.033876
1237659162274038056,1503168781990520832,587733441049133329,10.53869,-1000.0,31.05396,-1000.0,18.41496,1.033876
1237659162274103334,1503169056868427776,587733441049198629,6.923451,0.1943825,13.49803,0.9568827,14.0631,1.005562
1237659162274103337,1501958218681706496,587733441049198633,5.705311,2.287619,12.96337,-1000.0,11.40789,1.005562
1237659163345551458,1499718513781139456,587733442120646975,6.844569,0.1433294,20.46169,0.9708744,16.43589,1.12044
1237659163345551699,1499718238903232512,587733442120646994,1.702441,0.01225381,3.875467,0.09413949,3.499458,1.12044
1237659163345551731,1500926052443121664,587733442120647031,4.315239,0.02102941,8.946402,0.1250159,8.98002,1.12044
1237660583905657083,1390533434941663232,587734862680752338,5.905863,0.02073434,12.86377,0.13714,12.07057,1.257451
1237660583905656946,1390532335430035456,587734862680752244,3.017834,0.02887687,8.06342,0.2543742,6.392795,1.257451
1237660583905656945,5486770929723002880,,6.121574,0.09251027,15.26277,0.4649729,14.35267,1.257451
1237661358620344386,1638353466193635328,588017112372150341,5.559627,0.04308027,13.4782,0.2639241,12.46872,2.287318
1237661070336131261,1987346434634049536,587735349111226443,3.619165,0.02193485,11.80159,0.1506604,8.442926,1.683462
1237661358620344377,1640532973570779136,588017112372150331,5.057715,0.1073395,11.96817,0.6833664,11.13026,2.287318
1237661362368807043,1640535997227755520,588017111835344974,4.319058,0.0736516,12.95265,0.5031314,10.28334,1.566902
1237661362368807045,1638355665216890880,588017111835344976,2.642976,0.04562286,6.619832,0.291203,5.884087,1.566902
1237661362368872505,1638357039606425600,588017111835410501,2.586905,0.02438176,6.39247,0.2236717,5.267334,1.80151
1237661362368872516,1640537646495197184,588017111835410513,4.211521,0.08270185,9.564446,0.3407638,10.29838,1.80151
1237661126155436264,1792544577165486080,588016892780282118,2.345114,0.03380151,6.135208,0.2649048,5.115376,1.823789
1237661383843971110,1792558321060833280,587735662619066410,1.234132,0.009273781,3.096669,0.0843825,2.521192,1.125638
1237661357544177686,1633800114134870016,588017111295983641,4.829155,0.09301554,10.65797,0.7250149,10.74185,1.366804
1237661357006782666,1631446609478838272,588017110758588561,4.144375,0.02751972,8.945567,0.1563361,8.960374,1.436609
1237661357006782622,1631458978984650752,588017110758588458,7.791815,0.0180747,16.50637,0.07646579,16.67073,1.436609
1237661357006782506,1631448258746279936,588017110758588467,3.084963,0.01897879,9.607189,0.1372765,7.101624,1.436609
1237661126155436169,1792547600822462464,588016892780282124,8.753411,0.5329476,23.91625,3.796737,19.75064,1.823789
1237661434307543068,1631459528740464640,588297864194949178,2.727933,0.01477068,7.772653,0.08856837,6.642787,1.156402
1237661434308133007,1633745963187202048,588298663036649546,2.064691,0.01586358,5.365978,0.129687,4.405148,1.10925
1237661435384299739,1640533523326593024,588298664112816326,4.182019,0.03835525,9.627604,0.2173468,9.404293,1.121819
1237661435384299599,1638354565705263104,588298664112816202,5.274713,0.04862645,17.21156,0.3193004,11.98991,1.121819
1237661386538876954,1500883446367545344,587735665313972253,4.926748,0.06597303,16.09613,0.4291457,12.06647,1.287917
1237661816564482152,1912949624272873472,588017570316288038,3.026881,0.2683901,9.500959,1.931624,6.728088,1.345921
1237661434308132898,1633743489286039552,588298663036649508,8.295236,0.0300524,23.41818,0.2405121,18.14656,1.10925
1237661434308132897,1633744588797667328,588298663036649507,9.542018,0.2706963,25.06992,1.445371,22.94316,1.10925
1237661949725114557,1912950448906594304,588017703476920473,5.331296,0.1899594,18.34855,1.172283,12.62656,1.212341
1237661949725114453,1912949074517059584,588017703476920422,1.355906,0.02931624,3.893595,0.2471927,2.836672,1.212341
1237661949197156389,6165626177270861824,,2.794767,0.07819905,7.755643,0.5673689,6.476408,1.30219
1237661949197091241,1928694092418541568,588017702948896996,7.425107,0.1210669,15.57726,0.4869007,16.83133,1.281277
1237661949197156388,1928692718029006848,588017702948962343,5.043308,0.02896504,14.38446,0.1914785,11.95875,1.30219
1237661949197156555,1928693817540634624,588017702948962472,1.738488,0.0413649,5.147014,0.3153896,3.854721,1.30219
1237661950272471459,1933308468781934592,588017704024277311,3.429645,0.07406627,7.383776,0.4576619,7.258869,1.095518
1237661949725114456,1913040333982164992,588017703476920602,8.321501,0.1578494,28.81268,0.945865,19.63127,1.212341
1237662225152606361,1852210403333924864,588017978904412302,11.02513,0.1400384,25.81505,0.8463774,23.78393,1.056237
1237662225152540817,1851001489829423104,587736941982646434,3.241642,0.02604361,8.239997,0.2093255,6.809505,1.145946
1237662264324587966,5500208058121605120,,4.439021,0.08599302,12.33893,0.6189954,10.33018,1.012726
1237662264324587729,2049241255145138176,587736543099683022,4.351161,0.1039821,14.8579,0.6022871,11.76641,1.012726
1237662238560944490,2049248676848625664,588017992312750398,4.483299,0.03350579,10.73794,0.184923,10.05421,1.209928
1237662264324587967,2049239605877696512,587736543099683314,0.9670387,0.01200019,1.841072,0.05684915,1.9781,1.012726
1237662637973635083,6137338767147814912,,1.990381,1.15815,6.423657,-1000.0,4.236125,1.306802
1237662635837030684,1941198838698108928,588017704565342554,2.082433,0.0166664,4.742302,0.1094879,4.428985,1.087662
1237662640658907334,1774525789098764288,587736919434002675,4.532684,0.1405554,15.1195,0.9154769,10.79275,1.125466
1237662635837030511,1942179609898412032,588017704565407778,3.72049,0.07833955,11.36177,0.5065747,9.017058,1.087662
1237662531138683146,1918658289147602944,587736809913778231,1.727481,0.02965798,5.231717,0.2220729,3.986842,1.443398
1237662619189903755,1774526338854578176,587736897964999053,5.340328,0.02713623,11.14598,0.108364,12.29162,1.182043
1237662335723634766,1592101410831362048,588018089475441064,4.53917,0.02821644,10.12768,0.1455381,10.47645,1.208421
1237662335723634926,1592100586197641216,588018089475440893,4.243493,0.02197425,11.63085,0.1414388,9.891086,1.208421
1237662335723635040,1592100311319734272,588018089475440999,1.926196,0.0176841,5.082316,0.1251568,4.330004,1.208421
1237662335723635101,1592106083755780096,588018089475441070,2.277404,0.02469653,7.272453,0.1766764,5.225802,1.208421
1237662635837030524,1942177960630970368,588017704565408119,3.792737,0.1661294,9.819636,1.079722,8.396755,1.087662
1237662635837030663,1942180434532132864,588017704565342536,1.630306,0.01201613,4.191925,0.0925212,3.547001,1.087662
1237662637973635082,1918658838903416832,587736916748730375,2.884264,0.0309632,9.643431,0.1988513,6.698862,1.306802
1237662637973700727,1918680829135972352,587736916748796028,3.000317,0.3061444,6.857893,1.978882,6.636017,1.288111
1237662640658972681,1773381747199731712,587736919434067973,3.6414,0.03410158,11.38503,0.1771546,9.753706,1.161606
1237662640658972976,1774523590075508736,587736919434068076,4.039847,0.6068529,8.233167,-1000.0,9.542304,1.161606
1237662663207616523,1851155146579404800,587736941982711814,5.329615,2.757422,16.57463,-1000.0,11.07144,1.150959
1237662663207551043,1852194185537415168,587736941982646347,4.410408,0.3452535,14.78282,2.209036,10.90388,1.187201
1237663915730403551,2106576099784812544,587737810645352629,1.803439,0.02858991,4.668864,0.2085541,4.009071,1.390396
1237663915730338013,2106577199296440320,587737810645287132,7.186811,0.2099157,20.2062,1.662782,15.51471,1.347425
1237664291001335947,1987340112442189824,587738569776431242,9.583847,0.4428372,26.82624,3.098536,21.99228,0.8989184
1237664291001335948,1988435500934916096,587738569776431237,1.981599,0.02364775,4.9869,0.1596014,4.47128,0.8989184
1237664291001335951,1988437974836078592,587738569776431245,16.26532,26.13608,57.32454,-1000.0,106.7319,0.8989184
1237663915730337977,2005338840075626496,587737810645287095,5.373908,0.07440262,14.7186,0.4473411,13.0809,1.347425
1237663915730338087,2006437527103236096,587737810645287207,4.032529,0.06835905,13.84547,0.3935743,9.316484,1.347425
1237664337181343827,2370149654282135552,587738615956439116,3.071042,0.0318465,7.30387,0.1945825,6.711195,1.629655
1237664337181278292,2370136460142602240,587738615956373532,2.422553,0.02123792,6.638966,0.1447112,5.60058,1.673623
1237664817676746832,2370147730136786944,587739096451842155,7.106644,0.1831726,14.78797,0.8748907,15.75961,1.516487
1237664817676746851,2370150478915856384,587739096451842125,6.434983,0.06035799,22.39551,0.3727787,17.15065,1.516487
1237664870286098459,1792545126921299968,588016892780281878,5.122624,0.3736505,15.92008,2.779788,11.37547,1.142007
1237665024370999330,2237301166771824640,587739303146094631,7.236751,0.1261291,23.29674,0.8362977,17.00896,1.425854
1237665127473020993,2237302816039266304,587739406248116328,3.859788,0.09239388,8.868971,0.5270534,8.555509,1.147849
1237665127473021026,2237316285056706560,587739406248116382,4.675587,0.04308713,9.340499,0.2898,9.336123,1.147849
1237665127473021061,2237314910667171840,587739406248116411,2.136368,0.0328751,6.500089,0.2381223,4.974127,1.147849
1237665025986920569,2278975126970066944,587739304762015819,5.076953,0.038379,16.71318,0.2176288,13.78326,1.540764
1237665025986986033,2283341567806695424,587739304762081386,8.331232,0.288081,27.84698,1.859392,19.54926,1.587848
1237665025986986209,2283339643661346816,587739304762081482,2.563392,0.02376406,6.523704,0.1372451,5.970798,1.587848
1237665025987051527,2283328098789255168,587739304762146825,4.573156,0.144586,15.92672,0.9342353,11.9576,1.710083
1237665103833202906,2482733053282117632,587739165700587689,9.343873,0.0300045,20.13522,0.1920242,19.36633,1.190001
1237665232668459243,2085222486978357248,587739165700653215,3.716813,0.02079124,8.443917,0.136841,7.706213,1.502414
1237665232668459260,2482756143026300928,587739165700653228,5.696299,0.3252313,13.05025,1.783951,14.17159,1.502414
1237665232668459274,2482757242537928704,587739165700653246,4.001181,0.1770547,11.38063,1.176786,9.071025,1.502414
1237665328771170404,2240557640419665920,587739607546265716,2.017794,0.02128664,4.933045,0.1854431,4.225324,1.59205
1237665532788408439,2408313159937976320,587739811563503741,2.784686,0.009034666,9.017932,0.06172622,6.662371,1.273082
1237665532788408550,2409583370410420224,587739811563503829,4.92603,0.03013632,10.74867,0.1769652,10.20138,1.273082
1237665532788408560,2408312060426348544,587739811563503837,5.575921,0.01919095,10.28197,0.09145695,11.05819,1.273082
1237665532788473981,2409585294555768832,587739811563569173,5.967529,0.0572859,17.33484,0.3493132,14.72462,1.244059
1237665566618419661,2841891288276559872,587739845393514881,2.063522,0.02123041,5.104354,0.1694388,4.363066,1.183782
1237667143395246648,2343054387309471744,587739376154837390,4.946687,0.053107,11.46238,0.3080966,11.25906,1.545095
1237665565540810796,3131283843152111616,587739844315906105,3.791959,0.6691648,10.84359,-1000.0,8.501899,1.214426
1237665565540810899,3131285217541646336,587739844315906238,4.400671,0.05834927,15.50067,0.2604199,14.75626,1.214426
1237665565540810973,3145788605092358144,587739844315906296,3.525498,0.03965292,8.410139,0.2411999,7.745562,1.214426
1237667109571657947,2343055211943192576,587739406755954881,3.380453,0.1494033,11.13161,1.001418,7.999732,1.283786
1237667109571657951,2343053562675750912,587739406755955105,3.511849,0.04913688,7.450706,0.2849001,7.331919,1.283786
1237667109571658349,2343054937065285632,587739406756020530,4.195885,0.07530345,10.09502,0.3918225,9.943017,1.283786
1237667209983688770,2654908327921739776,587741710488567873,4.948636,0.02365807,11.46662,0.1162616,10.949,1.212418
1237667209983688937,2654906128898484224,587741710488568036,7.083086,0.1064031,12.02269,0.2208136,15.19971,1.212418
1237665566618419588,2838402262500403200,587739845393514809,3.424312,0.03180389,8.528435,0.1913075,7.9438,1.183782
1237665566618419261,2841892387788187648,587739845393514576,4.727708,0.0187257,13.52127,0.08803518,12.65181,1.183782
1237665566618419260,2841891563154466816,587739845393514575,5.816258,0.09345873,17.12708,0.6202133,13.94974,1.183782
1237667253464531100,2635770502416721920,587741532239626418,4.162702,0.06363429,10.0399,0.3917799,9.214225,1.27111
1237667253464465518,2635774075829512192,587741532239560821,5.344491,1.100698,13.42417,-1000.0,11.11626,1.215942
1237667253464531138,2635772701439977472,587741532239626300,4.425106,0.01818471,13.61232,0.1167207,11.81991,1.27111
1237667293727817783,6496541519427948544,,5.129498,0.06926641,16.54558,0.4680729,12.24172,1.451809
1237667293727817750,2577341904257574912,588023047479623696,2.310157,0.02126268,6.780108,0.1486598,5.425093,1.451809
1237667293727817987,2577342454013388800,588023047479623900,2.442177,0.02501781,7.337714,0.1607491,6.050752,1.451809
1237667324330115100,2510839319367804928,587741603105210388,25.95299,0.1028385,55.69236,0.630969,54.64223,1.484722
1237667324330246152,2509790110799652864,587741603105341461,6.772092,0.08028071,21.05253,0.5949667,15.45867,1.378377
1237667324330246311,2510792590123624448,587741603105341541,3.225419,0.04425457,7.824217,0.3126738,6.980028,1.378377
1237667322172473452,2644746640400869376,587741600947568680,3.573948,0.1228841,11.90404,0.803847,8.699766,1.384478
1237667322172473539,2644760109418309632,587741600947568772,3.008508,0.0296829,7.736238,0.1770453,6.992,1.384478
1237667322172473543,2648197183370717184,587741600947568775,1.919446,0.0202281,5.164577,0.142391,4.337417,1.384478
1237667322172473559,2648196908492810240,587741600947568787,8.180039,0.08524639,25.64265,0.4687322,21.68884,1.384478
1237667323252310073,2497399164392990720,587741602027405391,4.509875,0.1470076,14.77067,0.9748512,11.21628,1.187839
1237667323252375687,2497409609753454592,587741602027470874,3.107563,0.01972034,9.377725,0.1404422,7.19014,1.223853
1237667323788853332,2497374150503458816,587741602563948622,3.766586,0.0382701,7.627503,0.1538366,8.436398,1.218269
1237667323788853431,2497375524892993536,587741602563948644,6.988823,0.05533634,21.60974,0.3441433,17.61088,1.218269
1237667323788918878,2497373600747644928,587741602564014184,14.04861,0.03178541,25.12853,0.1780241,25.76195,1.151975
1237667323788919002,2497383496352294912,587741602564014279,3.514776,0.03321065,8.532261,0.2205686,7.70421,1.151975
1237667324321857547,2651639754646382592,587741603096952847,15.84337,0.2446171,34.37526,1.553289,33.07373,1.334676
1237667255618961552,2489467287006898176,587741534394056846,3.935953,0.0297834,10.07203,0.2134043,8.731815,1.448912
1237667255618896049,2489456566768527360,587741534393991331,1.939456,0.00822136,5.018058,0.06010395,4.262673,1.491057
1237667255618896018,2489452993355737088,587741534393991216,5.982342,0.03329206,15.29056,0.202226,13.79895,1.491057
1237667253464596661,2635760606812071936,587741532239691974,4.39821,0.01759183,9.774285,0.1241447,9.039746,1.266835
1237667431176536204,2654907228410112000,587741709951631535,5.833864,0.07229073,15.14885,0.4985922,13.01325,1.161105
1237667538006114783,2659512257347610624,587741816781210034,4.520004,0.06094056,9.04751,0.230063,18.0208,1.065554
1237667538006048870,2659507034667378688,587741816781144189,3.055642,0.02976657,9.742357,0.1946318,7.419747,1.051923
1237667537472651380,2663956208167184384,587741816247746696,5.661472,0.07074089,17.66323,0.4701784,13.64357,1.092566
1237667537472651325,2663953184510208000,587741816247746587,5.76375,0.08270212,18.84969,0.5361022,13.88264,1.092566
1237667444581138518,2510817054257342464,587741710496825500,8.815321,0.0712282,17.77721,0.2291798,20.41652,1.234202
1237667537472651448,2662762688261679104,587741816247746721,1.769965,0.02449491,4.976153,0.1775336,4.099791,1.092566
1237667537472651461,2663955108655556608,587741816247746737,2.098346,0.05052531,6.061191,0.4019261,4.632627,1.092566
1237667430106988676,2498479709445187584,587741708882083978,5.440984,0.02474174,13.6278,0.1401751,12.09281,1.28933
1237667430106988691,2498437103369611264,587741708882083987,2.397932,0.052795,6.967597,0.3441482,5.758379,1.28933
1237667538006114483,2659506759789471744,587741816781209767,6.505479,0.03839847,15.19783,0.2414561,14.10038,1.065554
1237667538006114347,2659504285888309248,587741816781209661,3.481652,0.01450371,10.17834,0.07449196,9.116935,1.065554
1237667430631538970,2577335032309901312,587741709406634263,6.399044,0.03992473,15.22533,0.2719347,13.83881,1.108498
1237667736665587790,3117759304753506304,587742015440683092,3.865371,0.02739851,10.09144,0.2082862,8.374847,1.329701
1237667736665522202,3133435041980377088,587742015440617504,8.284156,0.5525064,29.00965,3.266578,21.60497,1.361323
1237667783917699135,3117737864276764672,587742062692794439,2.324444,0.02716566,5.760383,0.2077434,5.005683,1.462765
1237667910065586324,3133439440026888192,587742015440683096,2.519962,0.03825494,6.245725,0.2994774,5.408188,1.177276
1237667916489162835,2812663513737095168,588023670240968790,3.065509,0.01893989,7.111445,0.1338164,6.396565,1.495361
1237667916489162838,2817114886746695680,588023670240968794,5.068073,0.07083133,13.50052,0.4157341,12.26074,1.495361
1237667916489162850,2817117085769951232,588023670240968801,6.564905,0.01563625,14.15193,0.1059934,13.65436,1.495361
1237668270827765855,3104183359505459200,587742549602861149,8.817763,0.5205119,29.38058,3.405924,21.13152,1.058484
1237668288544309489,2910529393250035712,587742567319404841,5.193964,0.02866428,10.25725,0.1496486,10.76844,1.175583
1237668335783051506,3131283568274204672,587742614558146836,3.692596,0.02567139,7.306413,0.08525074,8.420297,1.141368
1237668297140535519,3102995337174870016,587742575915630808,2.65047,0.9505252,6.697925,-1000.0,6.135365,1.002964
1237668294985187489,2817112687723440128,587742573760282786,1.879372,0.0151038,3.794525,0.08202355,3.77917,1.269226
