objid,specobjid,Group,RA,Dec,M_r,Lum,z,dist2BGG,lgm,sfr,sSFR,rank_dist,BGG_ID,rank_M,RA_BGG,Dec_BGG,M_BGG
1237663788493635946,2106687700215031808,11198,121.417273177,55.319607897,-20.973532,18256301523.55458,0.033373242,14.004321357848433,10.65368,0.4666195,-10.1870605,4,371647,2,121.664743249,55.147084358,-21.809984
1237664887463346414,2086331344991840256,10913,244.530697995,21.066452965,-21.840742,40578575764.07562,0.031900297,0.0,11.12958,-0.1828041,-11.3123841,1,371568,1,244.530697995,21.066452965,-21.840742
1237664887463411913,2086332719381374976,10913,244.582255445,21.125637298,-19.758428,5961714852.712069,0.032415888,4.791968411712855,9.573237,-0.1295,-9.702737,2,371568,3,244.530697995,21.066452965,-21.840742
1237663917341016282,2106694847040612352,11198,121.664743249,55.147084358,-21.809984,39445148918.04865,0.033233694,0.0,10.99287,-0.8828501,-11.8757201,1,371647,1,121.664743249,55.147084358,-21.809984
1237664835934814435,2191057076510287872,11153,146.681592044,30.610052867,-20.105745,8209146384.095814,0.03420241,3.3579353841329285,9.752666,-0.5810255,-10.3336915,2,385686,2,146.644760695,30.653085365,-22.057533
1237664835934814390,2191060924800985088,11153,146.644760695,30.653085365,-22.057533,49546524980.7794,0.034068735,0.0,10.65665,0.2252997,-10.4313503,1,385686,1,146.644760695,30.653085365,-22.057533
1237665179521056969,2393827092832741376,9578,214.194706828,28.911999271,-19.943777,7071487857.813781,0.042971623,17.815353659802813,9.945629,-0.7197835,-10.6654125,4,387365,3,214.514332371,28.866402214,-22.377063
1237665179521187863,7314995990196056064,9578,214.514332371,28.866402214,-22.377063,66500544304.20105,0.042970367,0.0,,,,1,387365,1,214.514332371,28.866402214,-22.377063
1237664878341062790,2191035910911453184,11153,146.821609962,30.582893251,-19.521187,4791536491.419193,0.034549481,10.530612962177564,9.697658,-0.5002413,-10.1978993,3,385686,4,146.644760695,30.653085365,-22.057533
1237665355084005428,1505343065278146560,9774,245.837747666,37.258412755,-22.534811,76899656522.46783,0.033947347,0.0,11.19512,-1.010395,-12.205514999999998,1,389178,1,245.837747666,37.258412755,-22.534811
1237665329311514762,2260895032137508864,10027,174.379041427,31.362327965,-22.526331,76301381273.53088,0.043330574,0.0,10.65414,0.9112576,-9.7428824,1,390639,1,174.379041427,31.362327965,-22.526331
1237664835934748855,2191070270649821184,11153,146.444826175,30.604800552,-19.588567,5098316585.997215,0.033846076,11.227295010532725,9.484913,-0.3054007,-9.7903137,4,385686,3,146.644760695,30.653085365,-22.057533
1237665531723514265,2472496320804317184,11562,240.979019456,16.12364118,-19.701216,5655700458.969101,0.032628485,7.769685671757865,9.440617,-0.2101561,-9.6507731,4,406234,3,240.991597983,16.00057498,-21.860901
1237665531713814551,2404971187902900224,11108,218.59029866,23.305489082,-21.18926,22269168429.210533,0.039460902,1.6168368643280155,10.66852,-1.110187,-11.778707,2,334713,2,218.618241851,23.303601654,-21.995011
1237665531713814804,2404963766199412736,11108,218.706628358,23.292631955,-19.584293,5078286515.47972,0.039478035,5.147011038436767,10.37114,-0.124914,-10.496054,4,334713,4,218.618241851,23.303601654,-21.995011
1237665548900958660,2473651083243710464,11562,240.991597983,16.00057498,-21.860901,41339041241.11639,0.032299138,0.0,10.81618,-0.8701571,-11.6863371,1,406234,1,240.991597983,16.00057498,-21.860901
1237667254016278711,2513027622854748160,11305,186.276571024,29.818985605,-19.515549,4766719539.487387,0.042190578,2.0954061609478267,9.48142,-0.2932158,-9.7746358,2,430229,4,186.24003011,29.829339971,-21.813434
