product,control,degree,control_cv_rmse_linear,control_cv_rmse_quadratic,objid,sample,group_uid,role,lgm,z,ff_miles_lw_logz,predicted_control_logz,delta_logz,gallazzi_logz_solar
FIREFLY MILES light-weighted,Control4C,1,0.09457519007965189,0.09482349728872029,1237667733988573256,CG4,HMCG:316,BGG,11.38284,0.034009232,0.2855971362609545,0.21410437011158734,0.07149276614936717,
FIREFLY MILES light-weighted,Control4C,1,0.09457519007965189,0.09482349728872029,1237659131675213861,CG4,HMCG:322,BGG,11.00734,0.036727564,0.3003078152646575,0.16988842723709138,0.1304193880275661,
FIREFLY MILES light-weighted,Control4C,1,0.09457519007965189,0.09482349728872029,1237661950272471286,CG4,HMCG:323,BGG,11.15991,0.044722761,0.18878060169439917,0.18785387704897386,0.0009267246454253142,
FIREFLY MILES light-weighted,Control4C,1,0.09457519007965189,0.09482349728872029,1237662198284157184,CG4,HMCG:330,BGG,11.17926,0.03449395,0.1496728826525962,0.19013238169510294,-0.04045949904250673,
FIREFLY MILES light-weighted,Control4C,1,0.09457519007965189,0.09482349728872029,1237659163880849535,CG4,HMCG:337,BGG,11.11333,0.039399044,0.18878060169439917,0.18236898059333062,0.006411621101068549,
FIREFLY MILES light-weighted,Control4C,1,0.09457519007965189,0.09482349728872029,1237662238560682244,CG4,HMCG:341,BGG,11.57429,0.044165814,0.210659559924703,0.236648024607785,-0.025988464683081997,
FIREFLY MILES light-weighted,Control4C,1,0.09457519007965189,0.09482349728872029,1237662697036251250,CG4,HMCG:354,BGG,11.38314,0.032320264,0.22293096484590827,0.21413969576501563,0.008791269080892644,
FIREFLY MILES light-weighted,Control4C,1,0.09457519007965189,0.09482349728872029,1237662306199666786,CG4,HMCG:360,BGG,11.07238,0.031499504,0.3003078152646575,0.17754702890035978,0.12276078636429771,
FIREFLY MILES light-weighted,Control4C,1,0.09457519007965189,0.09482349728872029,1237665534931894451,CG4,HMCG:368,BGG,10.82897,0.039669834,-0.1269876415173383,0.1488849712303702,-0.27587261274770847,
FIREFLY MILES light-weighted,Control4C,1,0.09457519007965189,0.09482349728872029,1237665535468765463,CG4,HMCG:369,BGG,10.71805,0.039044937,0.005382592656735859,0.13582389963612496,-0.1304413069793891,
FIREFLY MILES light-weighted,Control4C,1,0.09457519007965189,0.09482349728872029,1237662504832270395,CG4,HMCG:373,BGG,11.12121,0.032196869,0.17741355266189243,0.1832968677567155,-0.005883315094823066,
FIREFLY MILES light-weighted,Control4C,1,0.09457519007965189,0.09482349728872029,1237668272452862078,CG4,HMCG:374,BGG,11.33134,0.042733449,0.20529235111097974,0.20804013293971918,-0.002747781828739443,
FIREFLY MILES light-weighted,Control4C,1,0.09457519007965189,0.09482349728872029,1237662225165516860,CG4,HMCG:386,BGG,11.14546,0.036634865,0.24319337424724807,0.1861523580755079,0.05704101617174018,
FIREFLY MILES light-weighted,Control4C,1,0.09457519007965189,0.09482349728872029,1237659329780121695,CG4,HMCG:393,BGG,11.45621,0.031402269,0.3003078152646575,0.22274384741838305,0.07756396784627445,
