sample,group_uid,Group,objid,plate,mjd,fiberID,rank_M,role,is_bgg,is_sat,z,lgm,M_r,r_petro_dered,SN,morphology4,sf_state,sigma,log_sigma,fibre_light_fraction,fibre_radius_kpc,R50_arcsec,R50_kpc,fibre_radius_over_R50,RUN2D,gallazzi_match,gallazzi_valid,gallazzi_usable,gallazzi_logz_solar,gallazzi_logz_lo,gallazzi_logz_hi,gallazzi_logz_unc,firefly_match,firefly_spectrum_quality,ff_miles_lw_valid,ff_miles_lw_usable,ff_miles_lw_precision03,ff_miles_lw_logz,ff_miles_lw_logz_lo,ff_miles_lw_logz_hi,ff_miles_lw_logz_unc,ff_elodie_lw_logz,ff_elodie_lw_usable,ff_miles_mw_logz,ff_miles_mw_usable,ff_elodie_mw_logz,ff_elodie_mw_usable,valid_core,Mgb,Mgb_err,Fe5270,Fe5270_err,Fe5335,Fe5335_err,MgFe,MgFe_err,Mg2,Mg2_err,D4000n,D4000n_err,HdA_sub,HdA_sub_err
CG4,HMCG:204,204,1237657858222456990,884,52374,539,3,Satellite,0,1,0.036981081,9.941386,-20.445667,15.697919270000002,24.82604,Elliptical,Starforming,49.23409,1.692265915209066,0.19162492593359237,1.137850521357826,2.279005563978508,1.7287784461002214,0.6581818068848495,26,True,True,True,-0.3397299956639812,-0.5758299956639812,-0.03602999566398135,0.2698999999999999,True,True,True,True,True,-0.23640805378214774,-0.28368883398995764,-0.18044323321980837,0.051622800385074635,-0.15909778063256153,True,-1.0549437471467715,True,-0.5027694928517081,True,1,1.478778,0.3920008,1.682782,0.4090571,1.577293,0.4159041,1.5635800116758465,0.255691708149464,0.09112614,0.01208693,1.197651,0.009804552,5.737184,0.4546009
CG4,HMCG:204,204,1237657858222391531,884,52374,534,4,Satellite,0,1,0.035911751,9.54019,-19.791243,16.352398800000003,16.71826,Spiral,Starforming,41.29658,1.6159140867985593,0.1795031193434498,1.10636980988285,2.784090978362837,2.0534894709518996,0.5387754967986224,26,True,False,False,,,,,True,True,True,True,True,-0.16328380351680608,-0.45085224255144457,-0.14677660869441173,0.15203781692851642,-0.17608941330805536,True,-0.7261497308821511,True,-0.3972152334232147,True,1,1.649541,0.5773008,1.571177,0.608255,0.7543426,0.6181842,1.4881022701797373,0.3686847292777541,0.09705245,0.0176909,1.204592,0.01640079,6.094353,0.7369717
CG4,HMCG:206,206,1237657627919319142,884,52374,43,1,BGG,1,0,0.044652618,11.02117,-21.881204,14.66927333,26.60124,Spiral,Quenched,183.0894,2.262663201457532,0.10401117438472443,1.3613191516923822,7.557603873972429,6.858873929695473,0.19847560483632093,26,True,True,True,0.1247700043360187,0.0021700043360186605,0.22137000433601872,0.10960000000000003,True,True,True,True,True,-0.00036000557862243517,-0.11931785883562805,0.12003830018504674,0.1196780795103374,-0.021079757759797816,True,-0.06574371018214456,True,-0.006179776081068299,True,1,4.138596,0.3561456,2.801818,0.3739178,2.717223,0.4062878,3.390805730134712,0.2304325972637732,0.231934,0.01184909,1.794747,0.02765707,-1.684759,0.7522728
CG4,HMCG:206,206,1237657627919319141,971,52644,565,2,Satellite,0,1,0.044653091,10.77621,-21.643956,14.91535768,29.71149,Elliptical,Starforming,145.0976,2.161660229009916,0.14709299810158363,1.361332802289188,5.404156866486077,4.904570674042565,0.27756411167526657,26,True,True,True,0.14317000433601867,-0.006129995663981314,0.27247000433601865,0.13929999999999998,True,True,True,True,True,0.05135398835050857,-0.062396561398671085,0.09292160846959709,0.07765908493413409,-0.1231358190374761,True,0.11118620289364924,True,-0.13087399102014557,True,1,3.148797,0.3186889,2.22924,0.3350663,2.823645,0.3383321,2.7465413186223504,0.2034474663829829,0.1739378,0.01023771,1.474841,0.01280555,1.67451,0.4796166
CG4,HMCG:206,206,1237657627919384583,884,52374,42,3,Satellite,0,1,0.043070434,10.52393,-20.947436,15.575596939999999,24.20564,Elliptical,Quenched,126.9254,2.103548540739389,0.19389204892140305,1.315570317935485,4.916467646662812,4.311972603359814,0.3050970956796932,26,True,True,True,0.05167000433601876,-0.11862999566398136,0.19487000433601875,0.15675000000000006,True,True,True,True,True,-0.1983087080057814,-0.2949332821142268,-0.1983087080057814,0.048312287054222705,-0.1387524855065975,True,-0.1387524855065975,True,-0.1848411427269139,True,1,4.1711,0.3894609,2.722875,0.4236807,2.761368,0.4377376,3.37673513843535,0.2570588708717733,0.2275172,0.01309116,1.788637,0.02984123,-0.3661642,0.793736
CG4,HMCG:206,206,1237657627919319144,884,52374,51,4,Satellite,0,1,0.04574445,9.692472,-19.389491,17.18154711,15.38044,Spiral,Starforming,59.45331,1.7741760385126297,0.3730954906051537,1.3927874102417483,1.828442489555564,1.6977544532027127,0.8203703472044134,26,True,False,False,,,,,True,True,True,True,True,-0.07594282963262874,-0.07594282963262874,0.04358703111597816,0.05976493037430346,-0.009119148331831268,True,-0.19377293476141427,True,-0.1117810674162761,True,1,1.417378,0.6464455,2.141029,0.6487269,1.147719,0.7258714,1.6249420280218,0.4320496612467673,0.1069543,0.01979752,1.31434,0.0247299,4.35051,0.9630567
CG4,HMCG:207,207,1237661152450183230,6674,56416,376,1,BGG,1,0,0.040254872,,-22.67051,13.67598574,,NoGZ,NosSFR,230.5289,2.362725377984956,0.09680460116377378,1.2337233546205137,8.261153,6.794651594795548,0.1815727175129186,v5_13_0,False,False,False,,,,,True,True,True,True,True,0.1496728826525962,-0.00036000557862243517,0.17161647695175766,0.08598824126519004,-2.080092935206725,True,0.06399799257900651,True,-2.080092935206725,True,0,,,,,,,,,,,,,,
CG4,HMCG:207,207,1237661152450248784,6674,56416,377,2,Satellite,0,1,0.040405223,,-21.688803,14.65975544,,NoGZ,NosSFR,175.7997,2.2450181296202576,0.1498883918194763,1.2381081159503315,5.505465,4.544240599053662,0.27245654999169006,v5_13_0,False,False,False,,,,,True,True,True,True,True,-0.027185968217908463,-0.1508449289923749,0.07628427083243272,0.11356459991240381,-0.4348396893969556,True,-0.1117810674162761,True,-1.0890221677632688,True,0,,,,,,,,,,,,,,
CG4,HMCG:207,207,1237661152450248713,1278,52735,330,3,Satellite,0,1,0.040844712,10.09862,-20.240916,16.114231580000002,18.8075,Elliptical,Quenched,63.98108,1.806051566696537,0.19991804676292096,1.2509159910351515,3.3124217502062794,2.7623742242571194,0.4528408859489551,26,True,True,False,0.10347000433601883,-0.15082999566398136,0.31907000433601884,0.2349500000000001,True,True,True,True,True,-0.1983087080057814,-0.3367530128963952,-0.00036000557862243517,0.1681965036588864,-0.21220723669545014,True,-0.2727281867109631,True,-0.27817389220561206,True,1,3.024864,0.5005433,2.491421,0.5214148,4.137881,0.552506,2.9884274484329043,0.3215045539636544,0.1998055,0.01641707,1.680458,0.02963841,-1.458586,0.878519
CG4,HMCG:207,207,1237661152450248875,1278,52735,369,4,Satellite,0,1,0.040684315,10.02309,-19.732235,16.635712939999998,12.99975,Elliptical,Quenched,41.60592,1.6191551296751086,0.18891393748276314,1.2462431786135235,3.5642315092360923,2.9612661369232423,0.42084808355265596,26,True,False,False,,,,,True,True,True,True,True,-0.1983087080057814,-0.30647653141567716,-0.1983087080057814,0.054083911704947876,-0.23145875648195138,True,0.056455848346987726,True,-0.1549517826247632,True,1,3.242656,0.7005302,2.830768,0.7468342,0.07710531,0.9965338,2.584383137921059,0.4715641367213795,0.1268645,0.02446232,1.671333,0.04809227,-2.64552,1.448263
CG4,HMCG:214,214,1237661435920646147,1455,53089,417,1,BGG,1,0,0.040021474,10.9049,-21.889925,14.42004625,40.98793,Elliptical,Quenched,203.1323,2.307778985918029,0.23117028051528246,1.2269134840769835,6.37179483652585,5.211760668470443,0.23541247615214464,26,True,False,False,,,,,True,True,True,True,True,0.2672599868533754,0.20167700383058246,0.2944832007918404,0.046403098480628985,0.17548977917257252,True,0.2795702206417064,True,0.15171420698334523,True,1,3.974859,0.2232835,2.734711,0.2420541,2.813906,0.2443824,3.3103219691036703,0.1458779388958158,0.2458422,0.00732782,1.906839,0.01170483,-1.60968,0.3459076
CG4,HMCG:214,214,1237661435920646302,1455,53089,408,2,Satellite,0,1,0.040371084,10.60806,-21.815583,14.52172288,17.07784,Spiral,Starforming,85.26818,1.9307869933176207,0.05343379254613953,1.2371126435217612,9.567429838660996,7.890658946276588,0.15678191795445992,26,True,False,False,,,,,True,True,True,True,True,0.12003830018504674,-0.1231358190374761,0.12003830018504674,0.12158705961126143,-0.1231358190374761,True,0.2885794053572058,True,-0.04926002271457847,True,0,2.753783,0.5550569,2.537796,0.5816406,,,,,0.1371758,0.01750645,1.371627,0.0206115,3.502484,0.8039868
CG4,HMCG:214,214,1237661435920646283,1455,53089,410,3,Satellite,0,1,0.039822626,10.15932,-20.097053,16.22529834,23.15452,Elliptical,Quenched,90.29958,1.9556857303344737,0.305452722252546,1.2211086395741075,2.9601028605856583,2.4097381180594515,0.5067391474711199,26,True,False,False,,,,,True,True,True,True,True,0.0383308008134032,-0.021079757759797816,0.0383308008134032,0.02970527928660051,-0.1231358190374761,True,0.12439759440607599,True,-0.07939644884409477,True,1,3.783044,0.4016949,3.584379,0.4125248,3.281783,0.4145554,3.6385901053365823,0.2545580408086643,,,1.843154,0.02756325,-0.8237882,0.7365735
CG4,HMCG:214,214,1237661435920580738,1455,53089,402,4,Satellite,0,1,0.040523412,9.824382,-19.704084,16.63225737,13.83988,Spiral,Starforming,40.2443,1.604704377776043,0.20374924118979681,1.2415537987023286,2.828282855649516,2.340976882157551,0.5303571377253654,26,True,False,False,,,,,True,True,True,True,True,-0.055778624700305444,-0.055778624700305444,0.08586937063632526,0.07082399766831535,-0.1892840439319302,True,0.024904982184311565,True,-0.04603702487435677,True,0,1.480336,0.709689,2.799114,0.7074586,,,,,0.1110885,0.02120929,1.399345,0.02733662,3.638663,1.010337
CG4,HMCG:229,229,1237665025446510622,2016,53799,42,1,BGG,1,0,0.037612666,10.96543,-21.95429,14.1677005,33.99425,Elliptical,Quenched,197.8102,2.2962486820513677,0.12328890631196252,1.1564058093852085,10.095628324974298,7.78309549626276,0.14857916235776428,26,False,False,False,,,,,True,True,True,True,True,0.1393198083248698,0.09524713375865783,0.24319337424724807,0.07397312024429512,-0.00036000557862243517,True,0.19803130724448853,True,-0.00036000557862243517,True,1,4.303021,0.2835406,2.57019,0.2977973,2.777011,0.2974251,3.3628513160319,0.1842078898448242,0.2782913,0.009158224,1.961585,0.02125468,-2.712861,0.5541763
CG4,HMCG:229,229,1237665025446510739,2016,53799,45,2,Satellite,0,1,0.037860529,10.62726,-20.907945,15.225260220000001,22.68668,Spiral,Quenched,138.2038,2.140519984401007,0.17517978944002266,1.1636799882526176,4.762550942966523,3.694723483575851,0.31495726092237286,26,False,False,False,,,,,True,True,True,True,True,0.20167700383058246,0.15778123442292644,0.25779277210434204,0.0500057688407078,-0.00036000557862243517,True,0.1617793388380763,True,0.05898447772959352,True,1,4.405943,0.4250694,3.312409,0.4430108,3.028579,0.4512872,3.774140217614311,0.2706451398575412,0.2551196,0.01401799,1.864359,0.0376812,-1.618693,0.9450004
CG4,HMCG:229,229,1237665025446510775,2016,53799,3,3,Satellite,0,1,0.036949344,10.46136,-20.71021,15.428255479999999,28.89235,Spiral,Quenched,136.0862,2.1338140872333318,0.27966363615453355,1.1369173714491567,2.7121002737502966,2.0556226095591503,0.553076895614113,26,False,False,False,,,,,True,True,True,True,True,-0.062396561398671085,-0.1387524855065975,-0.062396561398671085,0.038177962053963205,-0.059074962477950764,True,-0.09708903351335806,True,-0.055778624700305444,True,1,4.205607,0.3294347,2.908258,0.3503069,2.699465,0.3483744,3.4619534713724445,0.2129922277833341,0.2279676,0.01076643,1.919814,0.02754385,-2.154438,0.68551
CG4,HMCG:229,229,1237665025446510745,2093,53818,369,4,Satellite,0,1,0.038178241,9.702918,-18.891566,17.25267168,10.55581,Elliptical,Quenched,22.03349,1.3430832927793033,0.2480595776911739,1.1729976686269967,2.8802155971483145,2.252324120398724,0.5207943466055602,26,False,False,False,,,,,True,True,True,True,True,-0.021079757759797816,-0.17177874325082548,0.06895429106965624,0.12036651716024085,-0.059074962477950764,True,0.19250472977107758,True,-0.2464789876079352,True,1,3.861515,0.8561401,3.590394,0.8726605,1.981425,0.9134079,3.482054575543037,0.538969862068095,0.1796012,0.02801799,1.698029,0.07013877,1.764042,1.850029
CG4,HMCG:231,231,1237661949186474088,1697,53142,280,1,BGG,1,0,0.032070752,11.16475,-22.403419,13.46413304,42.87324,Elliptical,Quenched,209.4187,2.3210154593113317,0.0978371965881912,0.992615152093157,7.574771,5.01255497882389,0.19802578850238509,26,True,True,True,0.13067000433601872,0.09137000433601883,0.1349700043360187,0.02179999999999993,True,True,True,True,True,0.3003078152646575,0.29740527268129757,0.3003078152646575,0.001451271291679962,0.22119899355214404,True,0.3003078152646575,True,0.18313426568763896,True,1,4.587736,0.2142791,3.021482,0.2328696,2.859046,0.2373034,3.6950104152736993,0.1413572142047075,0.2747792,0.007164014,2.071858,0.01454203,-2.804857,0.38192
CG4,HMCG:231,231,1237661949186408622,1697,53142,263,2,Satellite,0,1,0.031106989,10.28359,-20.541847,15.32296031,37.69331,Elliptical,Quenched,134.3787,2.128330435343109,0.36122017608830853,0.9639053199227824,1.990049879105369,1.2788131102542366,0.753749951571228,26,True,True,True,-0.05242999566398132,-0.07532999566398124,-0.003629995663981145,0.03585000000000005,True,True,True,True,True,0.1496728826525962,0.09756027280667182,0.18878060169439917,0.04561016444386368,-0.00036000557862243517,True,0.08586937063632526,True,-0.00036000557862243517,True,1,3.497132,0.2519134,3.095872,0.2614164,2.998915,0.2650283,3.275932392381333,0.1599486765721992,0.2273314,0.008088849,1.962828,0.01601663,-1.933595,0.4298725
CG4,HMCG:231,231,1237661949186408636,1697,53142,277,3,Satellite,0,1,0.03296177,10.11996,-20.255427,15.63432484,16.16319,Spiral,Starforming,67.00095,1.826080960564003,0.10836474166596129,1.0190981530331629,4.491392632212944,3.051446624023311,0.3339721380049863,26,True,True,False,-0.6000299956639812,-0.7899299956639814,-0.3668299956639811,0.21155000000000013,True,True,True,True,True,-0.059074962477950764,-0.318335079846875,-0.027185968217908463,0.14557455581448325,-0.27817389220561206,True,-0.04926002271457847,True,-0.4590854354774995,True,1,3.138647,0.6087404,1.962407,0.6265443,1.554641,0.6237923,2.4085160273912316,0.3923017771359094,0.1635727,0.01920052,1.575809,0.03796985,0.1549776,1.202105
CG4,HMCG:231,231,1237661949186474090,1697,53142,264,4,Satellite,0,1,0.031880888,9.885147,-19.691295,16.19024002,23.43685,Elliptical,Quenched,58.53238,1.767396183431667,0.2527737666334792,0.9869645579280035,2.766990483221051,1.8206143593755049,0.5421052255495478,26,True,True,True,-0.6194299956639813,-0.7600299956639813,-0.28592999566398136,0.23704999999999998,True,True,True,True,True,-0.07939644884409477,-0.1848411427269139,-0.009119148331831268,0.08786099719754131,-0.1892840439319302,True,-0.1231358190374761,True,-0.14677660869441173,True,1,3.26664,0.4063059,2.93978,0.412435,3.034749,0.4132349,3.1128872785188992,0.2558125479685216,0.1597489,0.01292324,1.795467,0.02722665,-1.093219,0.7764157
CG4,HMCG:239,239,1237661873482891334,1344,52792,428,1,BGG,1,0,0.035050865,10.83799,-21.831916,14.167917769999999,37.28246,Elliptical,Quenched,155.83,2.1926510706679796,0.17040251488037964,1.0809661421417807,6.545189270816228,4.716751997107996,0.2291759547257432,26,True,True,True,0.02427000433601867,-0.07692999566398129,0.09007000433601875,0.08350000000000002,True,True,True,True,True,0.06895429106965624,0.04358703111597816,0.1393198083248698,0.04786638860444581,-0.00036000557862243517,True,0.005382592656735859,True,-0.00036000557862243517,True,1,3.868325,0.2512027,3.357152,0.2605456,2.850277,0.2660661,3.5266900891310256,0.1592684110676643,0.2298008,0.008144479,1.90588,0.0147733,-1.103618,0.4054643
CG4,HMCG:239,239,1237661873482891502,1344,52792,433,2,Satellite,0,1,0.034138858,10.53413,-20.944325,15.076201079999999,23.92834,Spiral,Starforming,123.4585,2.0915209960582715,0.14075635114289534,1.0539959311458675,3.9461883232278665,2.77284429081167,0.3801136380569501,26,True,True,True,0.2608700043360188,0.1126700043360187,0.3579700043360188,0.12265000000000004,True,True,True,True,True,0.0714113894018661,-0.10806121448408725,0.1287135660717291,0.11838739027790818,-0.015058301950004111,True,0.16376467280347848,True,-0.09708903351335806,True,1,2.933057,0.4011283,2.365324,0.4572294,1.023252,0.436662,2.415666675416722,0.2697007032751604,0.1368085,0.01277918,1.384436,0.0171689,3.972492,0.6232659
CG4,HMCG:239,239,1237661873482956896,1344,52792,422,3,Satellite,0,1,0.03518227,9.939357,-20.505897,15.51681058,15.44357,Spiral,Starforming,60.1134,1.7789712922587444,0.09335551949345286,1.0848471758891076,5.631349862649793,4.072769329959428,0.26636597558053077,26,True,True,False,-0.46332999566398136,-0.7439299956639811,-0.026529995663981287,0.3586999999999999,True,True,True,True,True,-0.1549517826247632,-0.18044323321980837,-0.06574371018214456,0.05734976151883191,-0.055778624700305444,True,-0.774906109358201,True,-0.14677660869441173,True,1,2.71503,0.6097789,2.081423,0.6375478,1.433639,0.6539064,2.271271681130287,0.3902601629120244,0.1071268,0.01924138,1.332273,0.02178383,4.38398,0.8469533
CG4,HMCG:239,239,1237661873482891322,1344,52792,423,4,Satellite,0,1,0.035365357,9.557428,-20.050049,15.984320399999998,21.3073,Uncertain,Starforming,93.51533,1.9708828107513994,0.23926325131152698,1.0902525669861154,2.976878651053809,2.1636997272783867,0.5038834886564835,26,True,True,True,-0.7492299956639812,-1.0816299956639814,-0.12262999566398136,0.47950000000000004,True,True,True,True,True,-0.6553778665466884,-0.774906109358201,-0.47603553047401376,0.14943528944209364,-0.4674778587037005,True,-1.1664309155516364,True,-1.1260041797444393,True,1,1.730644,0.4400295,1.334684,0.4781143,0.4805419,0.4986047,1.3769395064244936,0.2917885195047069,0.06975565,0.01394101,1.114515,0.009338558,6.938723,0.4596027
CG4,HMCG:259,259,1237661418747461670,1322,52791,456,1,BGG,1,0,0.035352979,11.19601,-22.662169,13.36270416,43.4458,Spiral,Quenched,215.672,2.3337937657106957,0.11350317235367596,1.0898871993877648,6.4862,4.7128175684459475,0.23126021399278468,26,True,True,True,0.06357000433601878,0.035770004336018735,0.09747000433601882,0.030850000000000044,True,True,True,True,True,0.210659559924703,0.210659559924703,0.3003078152646575,0.044824127669977246,0.09756027280667182,True,0.22808581767465552,True,0.12439759440607599,True,1,4.130488,0.2111135,3.018574,0.2279122,2.362567,0.2347925,3.421912849929922,0.1379497882136558,0.259495,0.006987737,1.932044,0.01129727,-1.275702,0.32945
CG4,HMCG:259,259,1237661418747461854,1322,52791,458,4,Satellite,0,1,0.03516477,10.18736,-20.176313,15.85806045,26.58713,Elliptical,Quenched,127.4326,2.105280544082496,0.3030372386898687,1.0843303866273313,2.525252457487397,1.8254719823726184,0.594000015939985,26,True,True,True,-0.07982999566398119,-0.18242999566398121,0.058570004336018666,0.12049999999999994,True,True,True,True,True,-0.1983087080057814,-0.3006665564381726,-0.1983087080057814,0.05117892421619559,-0.1231358190374761,True,-0.26734992123701173,True,-0.13479537313186118,True,1,3.907068,0.3514617,2.735486,0.3730289,3.353526,0.3616684,3.3710313883038228,0.2250734169163212,0.2162425,0.01146272,1.870798,0.02690752,-1.511528,0.6823375
CG4,HMCG:259,259,1237661418747527234,1322,52791,535,2,Satellite,0,1,0.035529209,9.993683,-20.221243,15.81608576,15.84804,Spiral,Starforming,52.77829,1.7224553151073232,0.11941090779975748,1.0950880330017323,3.848354869170789,2.809524909315252,0.3897769439134929,26,True,True,False,-0.7871299956639812,-1.0959299956639814,-0.5168299956639815,0.28955,True,True,True,True,True,-0.00036000557862243517,-0.11553311404874676,0.005382592656735859,0.060457853352741314,-0.3006665564381726,True,-0.3494804335956705,True,-0.4348396893969556,True,1,2.215501,0.6002051,2.712711,0.623655,1.278943,0.6399921,2.2628720446892174,0.3872575140754201,0.1225411,0.0188063,1.371965,0.02543621,3.107293,0.9439461
CG4,HMCG:259,259,1237661418747461776,1321,52764,606,3,Satellite,0,1,0.036049126,9.836478,-20.208284,15.899430039999999,14.1746,Spiral,Starforming,37.54875,1.5745954838930944,0.09938572267436165,1.1104186613474138,5.183098842217518,3.836939785337672,0.2894021599167971,26,True,False,False,,,,,True,True,True,True,True,-0.09708903351335806,-0.3006665564381726,0.02216928448468114,0.16141792046142686,-0.17177874325082548,True,-0.25160348414183453,True,-0.10806121448408725,True,1,2.012647,0.6899427,3.313974,0.6860029,2.777511,0.6789286,2.523398670020439,0.4812646484883662,0.1485279,0.02119661,1.433241,0.03038663,3.649187,1.056386
CG4,HMCG:265,265,1237667783918026937,2770,54510,322,1,BGG,1,0,0.028536017,11.04929,-21.816989,13.78037962,32.55424,Spiral,Starforming,187.1563,2.272204450788861,0.03823736881366935,0.8869876016249367,11.62478,6.874023821078355,0.12903470001152711,26,False,False,False,,,,,True,True,True,True,True,0.005382592656735859,-0.021079757759797816,0.0383308008134032,0.02970527928660051,-0.021079757759797816,True,0.09292160846959709,True,-0.024122131359567863,True,1,3.947836,0.3164226,2.918583,0.3232625,2.274175,0.3370249,3.2878202882887866,0.2002422481139921,0.2292704,0.01011573,1.838998,0.02793189,0.06065303,0.7170472
CG4,HMCG:265,265,1237667783918092311,2769,54527,630,2,Satellite,0,1,0.028654471,10.70653,-21.403193,14.17408814,45.24277,Elliptical,Quenched,198.0351,2.2967421720055974,0.19345501831126347,0.8905420705927691,7.464285375968536,4.431506769473565,0.20095694690737437,26,False,False,False,,,,,True,True,True,True,True,0.25779277210434204,0.24319337424724807,0.3003078152646575,0.02855722050870471,0.12439759440607599,True,0.2497426581440827,True,0.1156348048624115,True,1,4.418554,0.2001026,3.066252,0.2166346,2.776386,0.2255393,3.631773566586177,0.1313066893972654,0.2780424,0.00665806,2.022888,0.01109518,-1.713328,0.3177411
CG4,HMCG:265,265,1237667783918092359,2769,54527,632,3,Satellite,0,1,0.028556928,10.07185,-20.276399,15.30767316,33.00082,Elliptical,Starforming,75.29784,1.8767825181723388,0.19446076951595812,0.8876151560334175,3.931777612815705,2.3266035995254066,0.381506826609603,26,False,False,False,,,,,True,True,True,True,True,-0.16328380351680608,-0.1848411427269139,-0.1549517826247632,0.014944680051075354,-0.20289228400804113,True,-0.7580383491058863,True,-0.49367413410927985,True,1,1.529589,0.2914093,1.48207,0.3041203,1.658869,0.3157825,1.5305810382992076,0.1875644024372183,0.09913938,0.009013199,1.239761,0.007371063,4.103248,0.3490039
CG4,HMCG:265,265,1237667783918092392,2769,54527,636,4,Satellite,0,1,0.028359654,9.538691,-19.615394,15.97043612,19.85215,Spiral,Starforming,49.97084,1.6987166499088389,0.13370387680146212,0.8816935472117662,4.530685739578494,2.6631175873538178,0.3310757104375,26,False,False,False,,,,,True,True,True,True,True,-0.055778624700305444,-0.21694068641837377,-0.04926002271457847,0.08384033185189765,-0.00036000557862243517,True,-0.5724046818462873,True,-0.47603553047401376,True,1,1.672682,0.4818912,1.812714,0.4859416,0.8980225,0.5326917,1.613597668819325,0.3047756641116357,0.09972561,0.01490605,1.380911,0.01695088,6.68551,0.6201204
CG4,HMCG:271,271,1237655463774191677,787,52320,97,1,BGG,1,0,0.036278649,11.23055,-22.289275,13.83505493,43.13522,Elliptical,Quenched,343.375,2.535768672428618,0.1796801080173495,1.1171803762024024,4.76012,3.545275101579053,0.3151181062662286,26,True,False,False,,,,,True,True,True,True,True,0.3003078152646575,0.2944832007918404,0.3003078152646575,0.0029123072364085345,0.29885896880742735,True,0.3003078152646575,True,0.3003078152646575,True,1,4.677251,0.2121957,2.581309,0.2329071,2.206083,0.2397193,3.403237101660083,0.1461714680690377,0.3297148,0.007104575,1.99418,0.01394982,-2.712404,0.3880904
CG4,HMCG:271,271,1237655368756625588,787,52320,93,2,Satellite,0,1,0.036427232,10.46189,-20.805012,15.32349967,26.27419,Elliptical,Quenched,106.4642,2.027203595040235,0.18068745464460645,1.1215556008756455,4.052924940235552,3.030387111099849,0.3701030791635686,26,True,True,True,-0.20622999566398126,-0.3341299956639814,-0.06622999566398136,0.13395,True,True,True,True,True,-0.1983087080057814,-0.30647653141567716,-0.1983087080057814,0.054083911704947876,-0.1387524855065975,True,-0.24141432925928877,True,-0.09708903351335806,True,1,3.798626,0.356629,2.997519,0.3795951,2.819421,0.3734296,3.346195728697973,0.2286064955209611,0.2130118,0.01161604,1.813385,0.02574022,-0.976351,0.6964892
CG4,HMCG:271,271,1237655463774126344,787,52320,100,3,Satellite,0,1,0.037375284,10.56311,-20.711999,15.42189593,31.87657,Elliptical,Quenched,165.925,2.2199118263140805,0.317704963604983,1.149435118365646,2.5135869840300855,1.9261367683406456,0.5967567502259338,26,True,True,True,0.19767000433601867,0.12737000433601864,0.2677700043360187,0.07020000000000004,True,True,True,True,True,0.09756027280667182,0.0714113894018661,0.210659559924703,0.06962408526141844,0.06648321213101471,True,0.0882328635448647,True,0.14762191810824846,True,1,4.207484,0.2899892,3.130627,0.303862,2.577067,0.3068227,3.538349397164842,0.1854650894480321,0.2726741,0.009457648,1.999113,0.0233078,-2.829343,0.597681
CG4,HMCG:271,271,1237655463774126308,787,52320,88,4,Satellite,0,1,0.035947135,9.29801,-19.490148,16.67778715,7.262257,Spiral,Starforming,,,0.08964292110142132,1.1074128111977444,4.76727807525923,3.519563210056131,0.3146449559518163,26,True,False,False,,,,,True,True,True,True,True,-0.27817389220561206,-0.44277223195708,-0.0691168562521512,0.1868276878524644,-0.3006665564381726,True,-0.9938918097601803,True,-0.44277223195708,True,1,2.383754,1.175042,4.315156,1.279269,-0.6785562,1.468644,2.6368943048170013,0.7938898707952113,0.02837168,0.03916952,1.138339,0.03708977,3.850652,1.794657
CG4,HMCG:276,276,1237651273515794444,498,51984,496,1,BGG,1,0,0.032089326,11.14224,-22.317923,13.47578905,46.01083,NoGZ,Quenched,193.7595,2.2872630050954204,0.07588291400087867,0.993167797840224,9.617077,6.367580790499912,0.15597254758384485,26,True,True,True,0.20177000433601866,0.1348700043360187,0.23787000433601868,0.05149999999999999,True,True,True,True,True,0.24319337424724807,0.1496728826525962,0.24319337424724807,0.04676024579732593,0.0383308008134032,True,0.234865136540417,True,0.027623555056661857,True,1,4.812371,0.1982884,2.804912,0.2153666,2.455988,0.220729,3.6094479743427352,0.1338385106828508,0.2834533,0.006641609,1.984214,0.0142782,-2.160409,0.3745545
CG4,HMCG:276,276,1237651273515794443,498,51984,457,2,Satellite,0,1,0.031341658,10.58702,-21.080275,14.728860650000001,43.29355,NoGZ,Quenched,138.8433,2.1425249273471016,0.22040020797967735,0.9709021481055214,3.8683787900850786,2.5038781846529607,0.3877593383162485,26,True,True,True,0.11327000433601864,0.02977000433601873,0.2791700043360188,0.12470000000000003,True,True,True,True,True,0.0383308008134032,-0.021079757759797816,0.0383308008134032,0.02970527928660051,-0.07939644884409477,True,-0.10071575008869796,True,-0.07251640661352583,True,1,3.703095,0.2168405,2.697423,0.2288599,2.806974,0.2420106,3.178427818447605,0.1393994540998337,0.2079022,0.007057002,1.817569,0.01336606,-1.191388,0.3810533
CG4,HMCG:276,276,1237651273515794622,498,51984,454,3,Satellite,0,1,0.031391579,10.54362,-21.036531,14.76622498,29.29334,NoGZ,Starforming,95.44378,1.9797476310042088,0.10054303714435663,0.9723900640497771,9.181379701088938,5.951921597071464,0.16337413861906785,26,True,True,True,0.3063700043360187,0.22237000433601883,0.3527700043360187,0.06519999999999992,True,True,True,True,True,0.20887785021412927,0.17548977917257252,0.21946008747208545,0.021985154149756464,0.12439759440607599,True,0.18313426568763896,True,0.0409668678813979,True,1,3.485826,0.3235572,3.431978,0.3272375,3.08633,0.3289525,3.409679586699982,0.2043599253646765,0.1900637,0.01036303,1.57795,0.01932546,1.548495,0.6133328
